id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,edu_lit_7_t,edu_lit_7_f,edu_lit_7_m,edu_lit_15_t,edu_lit_15_f,edu_lit_15_m,edu_sec_15_t,edu_sec_15_f,edu_sec_15_m,edu_ter_15_t,edu_ter_15_f,edu_ter_15_m
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,73.3,66.2,79.90000000000001,76.90000000000001,72.90000000000001,81.5,22.4,21.4,23.5,4.800000000000001,3.4,6.4
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,82.40000000000001,77.80000000000001,86.80000000000001,93.10000000000001,91,95.7,38.90000000000001,39.8,37.8,22.5,20.7,24.6
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,73.2,66.5,79.40000000000001,67.90000000000001,61.7,75.10000000000001,6.9,7.800000000000001,5.9,1,.3,1.8
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,74.8,68.5,80.7,69.90000000000001,63.7,77.2,9,9.800000000000001,8.200000000000001,2.2,1.2,3.4
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,88.40000000000001,85,91.60000000000001,88.10000000000001,81.60000000000001,95.80000000000001,27.9,27.2,28.8,13.3,9.200000000000001,18.1
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,56,48.7,62.8,41.6,32.6,50.40000000000001,9.4,7.7,11.1,.8,.6000000000000001,1.1
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,59.1,52.2,65.5,45.40000000000001,37.2,53.6,11.2,9.5,12.9,3.2,3.1,3.4
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,80.30000000000001,76.3,83.90000000000001,75.8,71.60000000000001,80.60000000000001,25.5,23.1,28.1,22.5,21.8,23.4
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,70.10000000000001,63.8,76.10000000000001,61.6,50.5,71.5,10,7.100000000000001,12.5,1.2,.5,1.8
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,72.8,67,78.40000000000001,64.3,53.90000000000001,73.5,13,9.800000000000001,15.8,3.2,2.3,4.100000000000001
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,88.7,85.5,91.80000000000001,84.90000000000001,80.60000000000001,88.60000000000001,36.1,31.2,40.2,18.7,15.9,21.2
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,59.40000000000001,54.3,64.2,46.6,39.6,54.1,10.2,5,15.7,1.1,.1,2.2
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,61.7,57,66.2,50,42.7,57.7,11.8,6.7,17.1,2.2,1.4,3.1
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,76.60000000000001,74,78.90000000000001,84.5,75.8,93,28,25.4,30.5,13.3,14.8,11.8
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,65.3,62,68.40000000000001,58.7,52.90000000000001,64,11.1,9.5,12.5,2.4,.2,4.4
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,66.60000000000001,63.1,69.90000000000001,60,54.8,64.8,12,10.5,13.3,3.1,1.1,5
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,71.8,67.3,76.2,68.90000000000001,67.2,70.8,18.1,16.7,19.6,8.1,6.5,9.700000000000001
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,69.10000000000001,62.3,75.60000000000001,62.1,56.2,67.90000000000001,13,12.1,13.9,3.9,1.8,6
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,70.7,64.10000000000001,76.90000000000001,63.8,58.2,69.40000000000001,13.9,12.4,15.3,4.9,2.4,7.4
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,81.10000000000001,76,86,82.5,78.5,86.90000000000001,22.9,15.1,31.3,15.4,8.700000000000001,22.6
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,72.60000000000001,65.90000000000001,79.10000000000001,64.40000000000001,56.2,71.90000000000001,13.2,9,17.1,2.3,.6000000000000001,3.8
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,76.2,69.60000000000001,82.40000000000001,68.90000000000001,60.6,76.5,18,14.2,21.4,6.5,4,8.800000000000001
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,81.5,75.3,87.30000000000001,79.90000000000001,71.7,86.7,29.4,27.3,31.1,16.7,12.4,20.2
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,70.8,66.7,74.8,69,67.2,70.5,15.3,13.1,17.2,7.300000000000001,5.9,8.700000000000001
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,75,71,78.80000000000001,71.2,69.10000000000001,73,16.4,13.7,18.8,7.800000000000001,6.2,9.300000000000001
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,85.40000000000001,81.60000000000001,88.90000000000001,80,76.60000000000001,82.90000000000001,20.8,16,25.1,9.800000000000001,7.4,12
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,77.40000000000001,72.60000000000001,81.90000000000001,77.90000000000001,70.3,84.80000000000001,14.4,12.3,16.3,4,1.3,6.5
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,84.10000000000001,80.30000000000001,87.60000000000001,83.30000000000001,77.5,88.80000000000001,20.6,19.7,21.4,13.3,9.800000000000001,16.5
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,88.90000000000001,85.80000000000001,91.80000000000001,87.90000000000001,83.5,92.2,25.9,25.8,25.9,21.2,16.9,25.4
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,78.5,72.10000000000001,84.80000000000001,73.8,67.8,79.90000000000001,16.9,15.8,17.9,5.100000000000001,2.2,7.9
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,81.80000000000001,76.40000000000001,87,78.5,72.5,84.30000000000001,19,15.9,22,8.1,5.5,10.5
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,86.90000000000001,83.10000000000001,90.5,87.10000000000001,81.7,91.90000000000001,22.9,15.9,29.1,13.6,12.1,14.9
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,68.90000000000001,58.3,79.10000000000001,65.2,53.5,77.10000000000001,12.3,8.1,16.5,2.4,.2,4.600000000000001
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,70.3,60.1,80,67.10000000000001,55.40000000000001,78.80000000000001,13.8,9.200000000000001,18.4,3.6,1,6.100000000000001
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,84.40000000000001,78.5,90.10000000000001,92.60000000000001,85.7,97.60000000000001,33.9,27,39,19.5,14.5,23.1
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,62.7,48.1,76.80000000000001,68.5,55.6,79.40000000000001,14,4.4,22,2.2,1.1,3.1
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,64.5,50.5,77.90000000000001,70.40000000000001,58.5,80.60000000000001,15.7,7.5,22.7,4,1.8,5.800000000000001
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,76.2,67.10000000000001,84.60000000000001,88.5,83.60000000000001,93.30000000000001,31.9,34.2,29.7,20.5,7.600000000000001,33.2
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,80,75,84.7,78.7,71.10000000000001,87.30000000000001,15.9,12.1,20.3,5,4.4,5.7
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,83.30000000000001,79.40000000000001,87,81.80000000000001,76,87.40000000000001,21.3,16.8,25.7,9,8.200000000000001,9.800000000000001
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,85.2,82,88.2,84.80000000000001,81.60000000000001,87.5,26.6,22.1,30.2,12.8,12.5,13.1
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,,,,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,86.30000000000001,84.10000000000001,88.30000000000001,89.5,87.60000000000001,91.10000000000001,29.1,29.7,28.6,23.3,21.1,25.2
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,86.30000000000001,84.10000000000001,88.30000000000001,89.5,87.60000000000001,91.10000000000001,29.1,29.7,28.6,23.3,21.1,25.2
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,75.7,68.90000000000001,82.10000000000001,69.40000000000001,63.40000000000001,74.8,10.1,8.200000000000001,11.7,1.8,1.3,2.2
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,77.5,71.40000000000001,83.30000000000001,72.3,66.2,78,12.3,10,14.5,4.2,3,5.300000000000001
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,82.7,78.40000000000001,86.80000000000001,86.2,78.90000000000001,93,23.2,18.4,27.7,15.6,11,20
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,76.90000000000001,68.90000000000001,84.5,68.90000000000001,61.3,76.80000000000001,18.3,17.7,18.9,4.5,3.2,5.800000000000001
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,78,70.5,85.30000000000001,72.10000000000001,64.3,80.10000000000001,19.9,18.5,21.4,5.800000000000001,4.5,7.2
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,86,81.30000000000001,90.40000000000001,89,80.60000000000001,97.40000000000001,28.8,22.9,34.6,12.9,11.6,14.3
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,86.80000000000001,81,92.2,71.7,63.40000000000001,81.90000000000001,13.1,10.6,16.1,2,.6000000000000001,3.6
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,87,81.40000000000001,92.30000000000001,73.3,65.10000000000001,83.10000000000001,15.9,12.3,20.2,3.1,1.6,4.9
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,88.60000000000001,84,92.90000000000001,88.30000000000001,83.40000000000001,92.60000000000001,42.2,29.9,53.1,13.8,12,15.3
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,62.90000000000001,49.7,74.2,62.1,47.90000000000001,73.8,25.6,14,35.1,6.2,4.3,7.7
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,64.5,50.90000000000001,75.7,62.2,48.3,73.8,25.7,14.6,34.9,6.5,4.600000000000001,8
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,75.60000000000001,61.40000000000001,84.80000000000001,67.90000000000001,63.1,72.3,30.2,33.4,27.2,17.6,14.5,20.5
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,53.5,43.3,63.2,58.3,38.2,76.80000000000001,19.8,16.3,23,10.9,7.800000000000001,13.7
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,69.40000000000001,61.8,76.2,69.60000000000001,58.7,80.5,26.3,21.2,31.4,18.7,17.1,20.3
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,69.60000000000001,62.1,76.40000000000001,73.10000000000001,64.7,81.7,28.4,22.6,34.3,21.1,19.8,22.4
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,56.5,44,67.40000000000001,58.3,38.2,76.80000000000001,19.8,16.3,23,10.9,7.800000000000001,13.7
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,58,45.7,68.90000000000001,69.60000000000001,58.7,80.5,26.3,21.2,31.4,18.7,17.1,20.3
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,66.5,55,76.90000000000001,73.10000000000001,64.7,81.7,28.4,22.6,34.3,21.1,19.8,22.4
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,61.90000000000001,50.5,72.8,68.3,52.3,82.60000000000001,27.2,17.6,35.7,5.800000000000001,3,8.200000000000001
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,63.5,51.8,74.40000000000001,68.3,52.5,82.5,27.3,18.4,35.1,6,3,8.700000000000001
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,73.10000000000001,60.7,82.80000000000001,68.40000000000001,54.8,81.30000000000001,28.1,28.4,27.9,9.300000000000001,3.2,15.1
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,59.5,49.90000000000001,69,68.3,52.3,82.60000000000001,27.2,17.6,35.7,5.800000000000001,3,8.200000000000001
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,60.8,50.90000000000001,70.3,68.3,52.5,82.5,27.3,18.4,35.1,6,3,8.700000000000001
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,78.60000000000001,67.8,86.7,68.40000000000001,54.8,81.30000000000001,28.1,28.4,27.9,9.300000000000001,3.2,15.1
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,59.2,48.5,69.60000000000001,67.90000000000001,48.90000000000001,84.80000000000001,25.7,15.6,34.6,6.300000000000001,2.3,9.800000000000001
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,62.7,52.2,72.7,69.5,51.3,86,27.4,17.8,36.1,7.4,4,10.5
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,72,62.40000000000001,80.7,78.40000000000001,64.10000000000001,92.5,36.6,28.8,44.3,13.7,12.6,14.8
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,57.40000000000001,47,67.60000000000001,67.90000000000001,48.90000000000001,84.80000000000001,25.7,15.6,34.6,6.300000000000001,2.3,9.800000000000001
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,59.2,48.5,69.60000000000001,69.5,51.3,86,27.4,17.8,36.1,7.4,4,10.5
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,66.7,55,77.60000000000001,78.40000000000001,64.10000000000001,92.5,36.6,28.8,44.3,13.7,12.6,14.8
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,62.7,47.40000000000001,77,58.5,40.90000000000001,74.40000000000001,23.7,20.2,26.9,4.2,2.4,5.800000000000001
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,64.7,49.7,78.40000000000001,60.2,42.5,76,25.3,20.7,29.5,4.9,3,6.5
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,85.60000000000001,76.90000000000001,92.5,82.5,65.40000000000001,95.40000000000001,46.5,28,60.5,14.1,11.7,15.9
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,52.8,36.5,67.60000000000001,58.5,40.90000000000001,74.40000000000001,23.7,20.2,26.9,4.2,2.4,5.800000000000001
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,54.3,38,68.8,60.2,42.5,76,25.3,20.7,29.5,4.9,3,6.5
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,84.2,74.40000000000001,91.30000000000001,82.5,65.40000000000001,95.40000000000001,46.5,28,60.5,14.1,11.7,15.9
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,54,39.90000000000001,67,58.5,40.90000000000001,74.40000000000001,23.7,20.2,26.9,4.2,2.4,5.800000000000001
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,56.2,42.40000000000001,68.90000000000001,60.2,42.5,76,25.3,20.7,29.5,4.9,3,6.5
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,86.10000000000001,78,92.60000000000001,82.5,65.40000000000001,95.40000000000001,46.5,28,60.5,14.1,11.7,15.9
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,63.40000000000001,51.8,74.10000000000001,66.90000000000001,51.90000000000001,81.7,16.7,14.5,18.8,1.7,2,1.4
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,68.5,57.1,78.40000000000001,67.40000000000001,54.2,80.10000000000001,20,17.8,22.1,3.9,4.4,3.4
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,88,81.2,92.60000000000001,69.8,67.10000000000001,72,37.4,36.7,38,15.4,17.9,13.3
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,54,43.3,64,56,42.40000000000001,69.7,21.5,14,29,6.4,5.600000000000001,7.300000000000001
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,56.1,44.8,66.3,55.90000000000001,42.90000000000001,69.3,21.8,15.2,28.6,6.800000000000001,5.600000000000001,7.9
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,68.90000000000001,55.40000000000001,79.5,55.7,48.7,63.3,26.8,29.9,23.3,10.9,5.800000000000001,16.6
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,55.8,44,66.5,66.90000000000001,51.90000000000001,81.7,16.7,14.5,18.8,1.7,2,1.4
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,58.2,46.6,68.40000000000001,67.40000000000001,54.2,80.10000000000001,20,17.8,22.1,3.9,4.4,3.4
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,81.10000000000001,74.40000000000001,86.40000000000001,69.8,67.10000000000001,72,37.4,36.7,38,15.4,17.9,13.3
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,78.2,70.3,85.60000000000001,74.5,65.90000000000001,84.60000000000001,28.4,21.9,36,8.5,11.5,4.9
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,83.5,77.10000000000001,89.10000000000001,78.40000000000001,71.3,86.2,31.5,26.8,36.6,12.6,13.8,11.2
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,88.5,84,92.40000000000001,84.40000000000001,80.2,88.40000000000001,36.3,35,37.5,18.7,17.8,19.7
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,79.90000000000001,72,87.2,74.5,65.90000000000001,84.60000000000001,28.4,21.9,36,8.5,11.5,4.9
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,81.40000000000001,73.60000000000001,88.40000000000001,78.40000000000001,71.3,86.2,31.5,26.8,36.6,12.6,13.8,11.2
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,88.60000000000001,82.2,93.80000000000001,84.40000000000001,80.2,88.40000000000001,36.3,35,37.5,18.7,17.8,19.7
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),72.10000000000001,59.2,82.5,87.80000000000001,80.40000000000001,94.10000000000001,34,22.9,43.40000000000001,9.300000000000001,6,12
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),72.10000000000001,59.2,82.5,87.80000000000001,80.40000000000001,94.10000000000001,34,22.9,43.40000000000001,9.300000000000001,6,12
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),77.2,63.6,86.30000000000001,87.2,79.60000000000001,93.5,33.8,23.4,42.5,10.1,7.5,12.2
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),77.2,63.6,86.30000000000001,87.2,79.60000000000001,93.5,33.8,23.4,42.5,10.1,7.5,12.2
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),86.60000000000001,74.90000000000001,92.10000000000001,81,70.90000000000001,88.2,31.1,28.2,33.1,18.8,25.5,14.1
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),86.60000000000001,74.90000000000001,92.10000000000001,81,70.90000000000001,88.2,31.1,28.2,33.1,18.8,25.5,14.1
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,69.60000000000001,55,81.60000000000001,58.7,48.5,67.5,33,28.5,36.8,3.2,.5,5.600000000000001
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,71.3,56.3,83.2,63.1,52.5,72.10000000000001,34,27,40,5,1.8,7.800000000000001
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,83.60000000000001,67.8,92.80000000000001,83.60000000000001,71.8,93.60000000000001,38.90000000000001,19.7,55.2,13.7,8.1,18.4
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,64.7,50.90000000000001,77.2,64.5,50.2,77,26.8,14.5,37.5,1.1,.4,1.6
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,66.7,53.2,78.80000000000001,66.2,52.6,78.10000000000001,28.3,16.9,38.3,2,1.3,2.7
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,88.30000000000001,80.2,94.2,95.10000000000001,90.80000000000001,100,54.6,54.3,55,19.4,16.1,23.2
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,66,54.90000000000001,76,69.3,55.7,82.90000000000001,16.9,13.5,20.4,1.4,.3,2.5
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,68.2,56.6,78.10000000000001,70.90000000000001,57.8,83.80000000000001,17.8,14.3,21.3,2.7,1.3,4.100000000000001
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,90.40000000000001,80.90000000000001,95,90.80000000000001,85.2,96.2,29.8,26.1,33.4,20.4,15.8,24.9
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,70.8,60.8,79.90000000000001,68.2,62.3,74.40000000000001,23.9,21.7,26.2,7.9,6.100000000000001,9.700000000000001
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,73.10000000000001,63.7,81.5,72.7,68,77.30000000000001,26.9,24.4,29.4,8.9,6.300000000000001,11.5
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,85.90000000000001,80.7,90.40000000000001,92.2,96.90000000000001,88.5,40.3,38,42.2,13.6,7.300000000000001,18.7
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,62,49.6,73.3,67.3,54.40000000000001,78.2,29.3,23.5,34.3,7.5,5.100000000000001,9.5
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,64.60000000000001,52.40000000000001,75.5,67.2,54,78.5,30,23.8,35.2,8.200000000000001,5.600000000000001,10.4
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,76,65.2,84.40000000000001,66.8,50.90000000000001,80.40000000000001,34.4,25.9,41.7,12.7,8.5,16.3
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,54.3,42.6,64.90000000000001,67.3,54.40000000000001,78.2,29.3,23.5,34.3,7.5,5.100000000000001,9.5
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,56.3,44.3,66.90000000000001,67.2,54,78.5,30,23.8,35.2,8.200000000000001,5.600000000000001,10.4
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,65.40000000000001,53,75.90000000000001,66.8,50.90000000000001,80.40000000000001,34.4,25.9,41.7,12.7,8.5,16.3
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,59.3,46.40000000000001,71.40000000000001,61.5,44.3,78.2,13.9,7.600000000000001,20,4.4,1.1,7.7
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,60.3,47.6,72.2,62.1,45,78.5,14.7,8.1,21,4.800000000000001,1.4,8.200000000000001
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,77.7,68.90000000000001,85.5,73.40000000000001,60.3,84,29.1,17.5,38.40000000000001,12.6,7,17.1
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,58.8,48.40000000000001,68.7,51.90000000000001,36.7,65.90000000000001,15.3,11.8,18.6,2.6,.5,4.600000000000001
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,60.2,49.90000000000001,69.90000000000001,54,39.1,67.60000000000001,16.9,13.2,20.3,3.8,1.6,5.800000000000001
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,80.90000000000001,74,86.90000000000001,86.40000000000001,81.40000000000001,89.90000000000001,40.8,37.9,42.8,21.1,19.9,22
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,63.7,49,77.80000000000001,51.1,32.2,67.40000000000001,18.9,8.4,28,3.5,.2,6.4
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,66.8,53.2,79.80000000000001,56,39.6,70.5,22.6,13,31.1,5.600000000000001,2.3,8.5
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,79.10000000000001,70,87.5,76.3,68.10000000000001,84.40000000000001,38.1,30.8,45.40000000000001,14,10.2,17.8
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,61.6,46.40000000000001,75.90000000000001,51.1,38.40000000000001,62.8,16,8.800000000000001,22.6,.9,.6000000000000001,1.2
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,63.1,48.7,76.80000000000001,51.5,38.8,63.1,16,8.700000000000001,22.6,1,.6000000000000001,1.3
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,79.5,72.7,85.7,61.7,51.40000000000001,69.7,16,5.7,24,2.9,1.3,4.100000000000001
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,60.5,46.1,73.8,55.90000000000001,39.5,69.90000000000001,12.3,6.5,17.2,1.2,0,2.3
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,64.90000000000001,51.8,76.90000000000001,63.2,50,74.5,19.4,15.4,22.8,4.9,2.6,6.9
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,84.40000000000001,77.7,90.2,96.80000000000001,96.7,96.80000000000001,52.1,54.7,49.7,21.7,13.8,28.9
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,55,42.5,66.7,44.1,31.6,58.1,9.200000000000001,5.300000000000001,13.6,2.4,.7000000000000001,4.3
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,56.40000000000001,44.1,67.8,45.3,33,59,9.9,6.100000000000001,14.1,2.7,.9,4.800000000000001
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,82.2,75.90000000000001,87.7,75.3,69.60000000000001,81.90000000000001,27.4,27.3,27.5,11.2,5.9,17.2
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,48.5,39.5,57,14.9,2.2,27,2.3,.3,4.100000000000001,.3,.1,.5
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,52,43.3,60.3,18.7,6.800000000000001,30.2,4,2.1,5.800000000000001,.9,.6000000000000001,1.2
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,73.2,66.2,79.5,55.40000000000001,49.2,61.8,20.3,18.8,21.9,6.600000000000001,5.300000000000001,7.9
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,47.3,38.8,55.8,53.3,44.90000000000001,59.8,5.300000000000001,3.8,6.4,.5,.3,.7000000000000001
