id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,edu_lit_7_t,edu_lit_7_f,edu_lit_7_m,edu_lit_15_t,edu_lit_15_f,edu_lit_15_m,edu_sec_15_t,edu_sec_15_f,edu_sec_15_m,edu_ter_15_t,edu_ter_15_f,edu_ter_15_m
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,80.10000000000001,71.7,90,80,74.10000000000001,88.10000000000001,22.4,17.6,29,3,1.5,5
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,82.2,74.5,90.90000000000001,81.40000000000001,76,88.80000000000001,26.1,21.9,32,4.600000000000001,2.3,7.800000000000001
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,92.7,90.2,95.40000000000001,87.90000000000001,84.80000000000001,92.60000000000001,44.3,42,47.90000000000001,12.4,5.9,22.5
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,84.60000000000001,78.40000000000001,91.2,89.40000000000001,86.7,91.80000000000001,36.1,23.8,47.1,7.7,8.200000000000001,7.2
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,85.60000000000001,79.80000000000001,91.60000000000001,89.7,87.2,91.90000000000001,37.2,25,48,8,8.4,7.600000000000001
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,92.10000000000001,90,94.10000000000001,94.5,95,94.10000000000001,51.90000000000001,40.8,61.3,11.9,11.1,12.6
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,78.40000000000001,69.7,86.80000000000001,81.2,72.40000000000001,90.60000000000001,33.8,25.7,42.40000000000001,9.9,7.800000000000001,12.2
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,81.5,74.2,88.60000000000001,83.10000000000001,74.8,91.7,35.9,27.9,44.3,10.7,8.6,12.9
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,88.30000000000001,83.90000000000001,92.40000000000001,87.80000000000001,81.2,94.40000000000001,41.40000000000001,33.6,49.2,12.8,10.9,14.8
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,79.80000000000001,72.10000000000001,87.40000000000001,78.90000000000001,69.40000000000001,88.80000000000001,29.5,20,39.5,4.4,2.1,6.800000000000001
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,81.5,74.60000000000001,88.2,81.7,73.10000000000001,90.90000000000001,32.1,23.3,41.5,5.4,3.3,7.7
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,86.2,81.80000000000001,90.60000000000001,90.5,84,98.30000000000001,40.1,33,48.6,8.6,6.7,10.8
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,55.3,45,65.8,50.6,38.8,62.7,11.9,4.800000000000001,19.1,1.8,.8,2.7
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,61,51.3,70.8,57.2,45.8,68.90000000000001,19.1,12.2,26.2,3.8,2.5,5.2
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,75.60000000000001,67.8,83.30000000000001,75.90000000000001,65.3,86.90000000000001,39.40000000000001,32.7,46.3,9.600000000000001,7.100000000000001,12.3
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,56.5,46.1,67.60000000000001,49.5,31.8,67.90000000000001,21.2,12.7,29.9,1.8,.6000000000000001,3
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,61.3,51.5,71.5,55.3,38.8,72.7,24.2,16.5,32.4,3,1.5,4.600000000000001
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,77.2,70.3,84.30000000000001,75.90000000000001,62.7,90.5,35.1,29.4,41.5,7.300000000000001,4.4,10.5
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,59.6,49.7,69.7,49,37.1,61.6,21.1,17.9,24.5,4.100000000000001,1.2,7.2
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,64.10000000000001,54.8,73.60000000000001,55.2,44.1,66.7,23.6,20.8,26.5,7.9,3.1,12.8
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,77.80000000000001,70.2,85.2,74.60000000000001,66.8,82.5,31.4,30.4,32.3,19.8,9.5,30.2
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,56,45.3,66.8,41.7,30.1,52.90000000000001,23.7,17.2,29.8,3.7,1.8,5.5
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,61.40000000000001,51.40000000000001,71.40000000000001,44.8,32.5,56.5,25.1,18.3,31.6,4,2.1,5.7
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,78.60000000000001,71.10000000000001,85.80000000000001,66.10000000000001,50.5,79.60000000000001,35.2,26.4,42.8,5.9,4.2,7.4
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,83.2,79.30000000000001,87,88.60000000000001,83.10000000000001,93.30000000000001,37,35.6,38.2,26.5,17.8,34
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,83.2,79.30000000000001,87,88.60000000000001,83.10000000000001,93.30000000000001,37,35.6,38.2,26.5,17.8,34
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,60.6,50.6,70.3,70.10000000000001,58.1,80.60000000000001,32.8,17.3,46.3,5.7,6.2,5.2
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,75.90000000000001,69.40000000000001,82.10000000000001,70.90000000000001,59.3,80.90000000000001,33.2,18.6,45.90000000000001,7,6.800000000000001,7.100000000000001
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,82.30000000000001,77.40000000000001,87,77.80000000000001,70.5,84.2,37.1,31.4,42.1,19.1,12.3,25.1
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,50.90000000000001,40.1,61.5,43.3,30.3,56.5,16.5,10.7,22.3,2.2,.8,3.7
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,55,44.7,65.2,47.8,35.7,60.2,19.3,13.4,25.4,3.6,1.5,5.800000000000001
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,78,70.2,85.5,83.2,77.90000000000001,88.5,41.6,34.5,48.90000000000001,14.4,7.100000000000001,21.7
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,60.1,49.40000000000001,70.7,54.2,42.90000000000001,66.5,20.1,16.5,23.9,6.5,3.5,9.700000000000001
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,64.2,54.2,74.10000000000001,57.8,47,69.60000000000001,22.8,19.1,26.8,9.200000000000001,6,12.6
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,81.7,74.60000000000001,88.80000000000001,79,71.10000000000001,87.5,38.8,34.4,43.6,24.7,20.5,29.3
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,58.8,48.7,69,54.90000000000001,42.5,66.2,22.2,11.9,31.6,3,.6000000000000001,5.100000000000001
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,65.10000000000001,55.7,74.60000000000001,60.7,47.7,72.3,25.4,15.9,34,7.100000000000001,4,9.9
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,81,73.5,88.5,79.40000000000001,65.3,91.80000000000001,35.8,29,41.8,20.5,15.2,25.2
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,59.8,51.90000000000001,67.7,61.3,52,71.2,21.1,19.9,22.5,10,7.5,12.7
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,64.8,57.40000000000001,72.3,65.5,56,75.60000000000001,23.4,22.8,24,12.7,8.1,17.5
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,81.30000000000001,75.40000000000001,87.30000000000001,80.80000000000001,70.8,91.10000000000001,31.8,33.9,29.6,22.4,10.6,34.7
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,58.5,48.3,68.90000000000001,42.1,27.9,59,20.2,10.3,31.9,2,1.2,3.1
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,61.7,52.1,71.60000000000001,46.1,33.3,61.7,22.1,13.5,32.6,3.7,2.7,5
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,78.40000000000001,71.10000000000001,86,75.2,68.8,84.90000000000001,35.8,34.5,37.8,16.2,13,20.9
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,53.8,44,63.7,41.6,30.6,51.8,14.9,10.8,18.7,4.7,2.8,6.5
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,58.90000000000001,49.90000000000001,68.10000000000001,48.3,38.1,58.1,17,14.3,19.6,6.600000000000001,3.4,9.800000000000001
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,78,71.5,84.90000000000001,71.5,62.1,81.60000000000001,24.1,25.2,22.9,13.1,5.100000000000001,21.8
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,53.7,44.7,63,42.2,33.8,51.6,17.5,12.9,22.6,2,.6000000000000001,3.5
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,66.90000000000001,59.3,74.60000000000001,60.3,52.6,69.2,23.3,20.2,26.9,11.6,8.300000000000001,15.5
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,81.2,75.5,86.90000000000001,76.60000000000001,69,85.7,28.5,26.5,30.9,20.3,15,26.7
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,67.60000000000001,64.2,71.10000000000001,62.3,53.8,70.60000000000001,17.1,14.9,19.3,2.7,1.6,3.8
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,71,67.5,74.5,66.10000000000001,58.8,73.5,20,19.7,20.2,5.800000000000001,2.8,8.9
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,80.80000000000001,77.10000000000001,84.60000000000001,77.60000000000001,72.90000000000001,83,28.7,33.6,23.2,15.3,6.300000000000001,25.7
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,72.2,69,75.5,52.7,51.3,54.3,16,18.6,13.2,4.7,3.4,6.100000000000001
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,74.60000000000001,71.40000000000001,77.90000000000001,57.3,55.1,59.7,17.5,18.8,16,8.800000000000001,6.800000000000001,10.9
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,83.90000000000001,80.30000000000001,87.5,77.10000000000001,72.10000000000001,82.2,23.6,19.7,27.5,26.2,21.7,30.8
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,68.60000000000001,63.6,73.7,69.2,61,77.10000000000001,13.8,11.3,16.2,7.4,1.5,13
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,73.7,69.2,78.30000000000001,72.8,65.8,79.60000000000001,18.6,15.8,21.3,14.5,8.800000000000001,19.9
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,81.10000000000001,77.30000000000001,85,80.2,75.40000000000001,84.80000000000001,28.5,24.8,32.1,29,23.6,34.2
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,61.90000000000001,53.8,70.10000000000001,53.2,40.2,65.7,11.7,9.5,13.9,5.300000000000001,4.600000000000001,6
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,67.40000000000001,60.1,74.8,60.6,50.8,70.60000000000001,18.4,15.7,21.2,9.5,8.5,10.4
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,78,72.2,84,78.10000000000001,73.60000000000001,83.30000000000001,34.1,29,40.1,19.3,17,22
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,59.3,48.6,69.8,54.5,44,64.7,18.2,11,25.3,4.800000000000001,2.7,6.800000000000001
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,63.1,53.1,72.90000000000001,58.5,46.2,70.40000000000001,20.6,12.5,28.4,6.4,3.8,8.9
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,78.40000000000001,71.2,85.7,74.40000000000001,55.2,92.2,29.8,18.5,40.3,12.9,8.4,17.1
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,63.6,56,71.2,52.3,38.5,65.10000000000001,12.2,8.4,15.6,5.300000000000001,3.3,7.2
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,68.90000000000001,62,75.7,57.1,44.40000000000001,68.60000000000001,14.6,11.3,17.7,9.200000000000001,5.300000000000001,12.8
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,81.60000000000001,76.5,86.7,75.10000000000001,67.7,81.5,23.9,22.4,25.2,23.9,12.8,33.4
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,63.2,51.5,74.7,54,38.1,69.7,19.5,10.9,27.9,5.7,1.6,9.700000000000001
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,67.3,56.8,77.80000000000001,59.2,45.8,73.10000000000001,20.6,13.8,27.8,9.200000000000001,5.7,12.9
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,75.3,66.90000000000001,83.7,68.8,59.2,79.80000000000001,22.8,18.8,27.5,15.7,12.7,19.2
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,54.90000000000001,43.6,66.10000000000001,43,34.8,51,20.9,17.5,24.2,1.4,.7000000000000001,2.2
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,60,49.8,70.10000000000001,49.6,42,57.2,24.2,21,27.5,4.4,3.1,5.7
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,72.5,65,80,73,66.3,80.40000000000001,35.9,32.6,39.6,14.8,11.1,18.9
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,59.2,48.8,69.40000000000001,42.90000000000001,28.7,56.5,15.6,11.3,19.7,7.2,.3,13.9
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,63.6,54,73,49.90000000000001,37,62.40000000000001,18.6,14.8,22.3,7.600000000000001,1.3,13.7
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,74.7,67.10000000000001,82.30000000000001,67.90000000000001,57.90000000000001,77.90000000000001,26.5,23.9,29,8.5,3.7,13.3
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,67,57.7,76.3,55.6,47.3,64.7,20.4,15.7,25.7,7.5,6.5,8.6
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,71.5,63.3,79.80000000000001,62.7,54.90000000000001,71,23.5,19.7,27.5,10.6,7.5,13.9
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,82.30000000000001,76.40000000000001,88.10000000000001,86,81.30000000000001,90.7,33.3,33.3,33.3,20.8,11.1,30.5
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,69.3,59.2,79.10000000000001,66.40000000000001,51.7,83.30000000000001,25.6,19.5,32.6,4,1.1,7.300000000000001
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,73.5,64.60000000000001,82.2,70.90000000000001,57.5,85.90000000000001,29.6,24.7,35,7,2.7,11.8
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,85.60000000000001,79.90000000000001,91.10000000000001,82.5,73.2,92.2,39.90000000000001,38.7,41.1,14.8,7,22.9
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,64.2,52.6,75.8,59.5,39.1,78.40000000000001,22.5,14.1,30.3,2.4,.3,4.3
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,68.8,58.40000000000001,79.2,63,46.6,78.90000000000001,24.4,18.5,30.2,4,1.3,6.7
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,78.60000000000001,70.60000000000001,86.5,72.3,64.8,80.40000000000001,29.4,28.9,30,8.4,3.7,13.3
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,62.8,51.1,74,62.2,45.90000000000001,80.30000000000001,19.8,8.9,32,5.300000000000001,.4,10.8
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,67.10000000000001,56.7,77.2,66.5,51.3,82.60000000000001,22.7,13.1,32.9,7.300000000000001,1.6,13.5
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,81.30000000000001,74.8,87.80000000000001,79.5,69.3,88.90000000000001,31.6,27.5,35.4,13.4,5.4,20.8
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,66.7,56.8,76.3,74.10000000000001,63.2,83.10000000000001,35.1,27.8,41.2,4.800000000000001,.1,8.800000000000001
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,70.5,61.6,79.10000000000001,74.5,62.40000000000001,84.5,35.3,27.3,41.90000000000001,7,2.6,10.6
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,81.80000000000001,75.90000000000001,87.40000000000001,76.3,59,90.10000000000001,36,25.2,44.6,15.7,12.8,18.1
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,54.1,42.40000000000001,66,27,23.5,31.4,9.5,10.8,7.800000000000001,.8,.1,1.7
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,59.6,48.7,70.5,36.6,31.8,42.5,13.3,13.6,13,3.6,1.9,5.7
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,75.10000000000001,67.10000000000001,83.10000000000001,70.40000000000001,62.1,80.2,27,23.8,30.8,13.3,8.200000000000001,19.3
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,66,54.8,77.10000000000001,51.2,36.5,67.10000000000001,12.3,12.6,12,4,3,5
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,68.10000000000001,57.5,78.5,54.90000000000001,42.2,68.5,15.2,15.7,14.8,6.2,4.600000000000001,8
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,78,70.60000000000001,85.5,70.40000000000001,66.7,74.10000000000001,27.1,28.8,25.5,15.6,11.4,19.8
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,71.90000000000001,60.6,82.80000000000001,40.40000000000001,21.9,65.2,11,9.1,13.6,1.5,.5,3
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,75.10000000000001,65.40000000000001,84.7,54.5,39.1,74.10000000000001,15.7,13.9,17.9,5.7,4.4,7.2
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,80.90000000000001,73.90000000000001,88,80.40000000000001,72.90000000000001,89,24.3,23.5,25.1,13.3,12.2,14.5
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,72.10000000000001,62.7,81,72.7,56.90000000000001,85.5,28,13.3,39.90000000000001,.2,0,.3
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,80,73.5,86.40000000000001,80.10000000000001,69.60000000000001,88.80000000000001,33,24.8,39.7,10.8,8.9,12.3
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,85.90000000000001,81.30000000000001,90.5,87,81.30000000000001,91.80000000000001,37.7,35.4,39.6,20.6,17.2,23.5
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,81.30000000000001,74.90000000000001,87.60000000000001,79,69,89.80000000000001,28.4,28.1,28.6,11.5,10.4,12.7
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,84.10000000000001,78.40000000000001,89.60000000000001,82,74,90.60000000000001,30.2,27.9,32.8,12.1,11.8,12.5
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,90.7,86.90000000000001,94.5,90.40000000000001,88.10000000000001,92.90000000000001,35.5,27.2,44.5,13.8,15.6,11.9
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,75.7,67.90000000000001,83.10000000000001,65.40000000000001,57.7,73.2,14.4,12.6,16.1,3.3,.5,6.2
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,77.40000000000001,70.5,84,65.90000000000001,58.90000000000001,73.3,14.5,12.8,16.3,4,1.2,7.100000000000001
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,83.40000000000001,79.30000000000001,87.40000000000001,70.3,67.2,75,15.6,14.2,17.5,10.2,6,16.3
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,61.8,51,72.40000000000001,51.7,37.6,66.3,16.5,10.9,22.2,2.4,1.4,3.4
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,67.40000000000001,58.1,76.60000000000001,58,45.5,70.8,17.1,10.6,23.9,4.800000000000001,3,6.600000000000001
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,76.60000000000001,69.60000000000001,83.60000000000001,68.2,58.5,78.30000000000001,18.3,10.2,26.6,8.700000000000001,5.600000000000001,11.8
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,70.7,61.90000000000001,79.2,59.5,47.6,72.60000000000001,25.3,21.2,29.8,2,1.8,2.3
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,73.7,65.90000000000001,81.40000000000001,63,52.40000000000001,74.90000000000001,26.9,24.6,29.5,4.3,3,5.800000000000001
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,85.90000000000001,81.5,90.2,78.2,72.40000000000001,85.40000000000001,34.2,39,28.4,14.3,7.800000000000001,22.1
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,71.8,63.7,79.60000000000001,62.7,46.5,78.40000000000001,26.2,19.8,32.3,9,3.8,14
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,75.7,68.90000000000001,82.40000000000001,71.10000000000001,59,83.30000000000001,24.1,20.6,27.7,9.200000000000001,5.9,12.6
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,84,79.80000000000001,88.2,84.2,77.5,91.40000000000001,20.9,21.7,20.1,9.600000000000001,8.9,10.3
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,76.40000000000001,69.60000000000001,83.10000000000001,86.7,78.10000000000001,95.2,32.2,27.8,36.4,3.1,2.7,3.4
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,80.40000000000001,74.8,86.10000000000001,88.10000000000001,80.2,96,35.8,30.7,40.90000000000001,6.100000000000001,4.4,7.800000000000001
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,87.80000000000001,84.2,91.40000000000001,91.30000000000001,84.80000000000001,97.80000000000001,44.1,37.1,51.3,13,8.200000000000001,18
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,83.90000000000001,78.60000000000001,89.80000000000001,85,78.2,95,32.9,32.7,33.3,5,5.7,3.8
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,86.2,81.60000000000001,91.40000000000001,84.90000000000001,78.30000000000001,93.90000000000001,32.7,32.6,32.8,6.5,6.7,6.100000000000001
3_29_569_0,2011,Urban,3,India,29,Karnataka,569,Udupi,92.10000000000001,89.2,95.2,84.5,79,89.90000000000001,31.6,32.3,30.8,13.1,11.9,14.4
3_29_570_0,2011,Rural,3,India,29,Karnataka,570,Chikmagalur,76.90000000000001,70.10000000000001,83.80000000000001,93.10000000000001,89.40000000000001,96.80000000000001,39.90000000000001,38.2,41.6,4.7,4,5.4
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,79.2,73.2,85.40000000000001,92.60000000000001,88,97.2,44.90000000000001,41.6,48.2,6.5,5.800000000000001,7.2
3_29_570_0,2011,Urban,3,India,29,Karnataka,570,Chikmagalur,87.90000000000001,84.5,91.40000000000001,91.40000000000001,84.2,98.10000000000001,57.7,50.3,64.60000000000001,11.1,10.7,11.4
3_29_571_0,2011,Rural,3,India,29,Karnataka,571,Tumkur,71.7,62.7,80.5,71.60000000000001,65.40000000000001,77.80000000000001,21.5,17.5,25.6,1.9,2.3,1.4
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,75.10000000000001,67.40000000000001,82.80000000000001,74.10000000000001,67.40000000000001,80.5,25.6,20.8,30.2,4.2,4.600000000000001,3.8
3_29_571_0,2011,Urban,3,India,29,Karnataka,571,Tumkur,87.30000000000001,83.7,90.90000000000001,85.5,77.40000000000001,92.30000000000001,44.1,37.1,49.90000000000001,14.8,15.7,14.1
3_29_572_0,2011,Rural,3,India,29,Karnataka,572,Bangalore,78.2,70.90000000000001,84.5,71.60000000000001,57.5,83.5,32,20.7,41.5,2.3,1.3,3.3
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,87.7,84,91,89.30000000000001,84.60000000000001,93.30000000000001,31.6,29.6,33.3,33.7,28.6,38
3_29_572_0,2011,Urban,3,India,29,Karnataka,572,Bangalore,88.60000000000001,85.30000000000001,91.7,91.5,87.90000000000001,94.5,31.6,30.7,32.4,37.5,31.9,42.2
3_29_573_0,2011,Rural,3,India,29,Karnataka,573,Mandya,67.8,59.2,76.3,62.6,46.5,79.40000000000001,28.3,19.9,37,4.800000000000001,.7000000000000001,9
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,70.40000000000001,62.5,78.30000000000001,65.2,50.7,80.30000000000001,29.6,21.6,38,6.800000000000001,2.5,11.4
3_29_573_0,2011,Urban,3,India,29,Karnataka,573,Mandya,83.2,78.80000000000001,87.80000000000001,79.40000000000001,74,85,37.2,31,43.7,18.2,12.5,24
3_29_574_0,2011,Rural,3,India,29,Karnataka,574,Hassan,72.8,64.3,81.40000000000001,82.90000000000001,77.7,88.40000000000001,26.6,20.7,32.8,1,1.3,.7000000000000001
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,76.10000000000001,68.60000000000001,83.60000000000001,83.90000000000001,79,89,28.9,23.7,34.3,3,2.8,3.2
3_29_574_0,2011,Urban,3,India,29,Karnataka,574,Hassan,88.40000000000001,84.80000000000001,91.90000000000001,90,87.2,93,43.8,43.40000000000001,44.1,16.1,12.7,19.6
3_29_575_0,2011,Rural,3,India,29,Karnataka,575,Dakshina Kannada,85.30000000000001,79.80000000000001,91,83.10000000000001,75.7,89.40000000000001,24.5,18.6,29.5,7,5.800000000000001,8
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,88.60000000000001,84.10000000000001,93.10000000000001,86.5,80.40000000000001,91.7,28.9,24.5,32.6,15.2,13.4,16.7
3_29_575_0,2011,Urban,3,India,29,Karnataka,575,Dakshina Kannada,92.10000000000001,88.80000000000001,95.5,93.60000000000001,90,96.80000000000001,38.1,36.5,39.5,32.5,29,35.6
3_29_576_0,2011,Rural,3,India,29,Karnataka,576,Kodagu,81.10000000000001,76.40000000000001,85.90000000000001,92.30000000000001,90.5,93.7,39.3,48,32.4,14.1,2,23.8
