id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ger_t,ger_f,ger_m,oos_child
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,61.2,61,61.40000000000001,
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,98.10000000000001,97,99.10000000000001,8.200000000000001
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,93.60000000000001,92.7,94.5,
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,68.60000000000001,67.60000000000001,69.5,
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,92.80000000000001,92,93.5,7.600000000000001
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,90.80000000000001,90.2,91.30000000000001,
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,46.5,50.6,42.7,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,97.5,98.40000000000001,96.7,5.800000000000001
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,92.80000000000001,93.80000000000001,92,
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,59.5,60.5,58.5,
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,84.40000000000001,85.7,83.2,6.600000000000001
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,83.2,84.5,82,
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,67.5,68.5,66.40000000000001,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,113.2,116.9,109.6,1.8
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,81.60000000000001,86,77.60000000000001,
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,56.40000000000001,60.6,52.6,
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,117.1,118.9,115.4,1.4
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,81.60000000000001,83.7,79.5,
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,35.7,36.8,34.7,
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,93.40000000000001,94.80000000000001,92.10000000000001,2.7
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,95.40000000000001,98.10000000000001,92.80000000000001,
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,112.4,127.3,98.2,
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,112.2,112.2,112.2,2.3
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,91.30000000000001,91.2,91.40000000000001,
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,72,71.2,72.60000000000001,
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,111.8,112.3,111.3,2.6
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,106.4,107,105.9,
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,57.6,58.40000000000001,56.90000000000001,
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,100.7,99.60000000000001,101.8,5.800000000000001
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,98.2,97.30000000000001,99.2,
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,59.6,60.90000000000001,58.40000000000001,
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,87.80000000000001,91.80000000000001,83.90000000000001,1
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,83,86.5,79.60000000000001,
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,52.8,52.1,53.5,
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,137.8,131.9,143.5,1
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,98.5,95.2,101.6,
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,43.2,42,44.3,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,100.4,101.2,99.60000000000001,5
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,97.40000000000001,98.2,96.7,
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,50.2,49.1,51.3,
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,92.30000000000001,90.2,94.30000000000001,4.800000000000001
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,90.40000000000001,88.40000000000001,92.40000000000001,
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,69.60000000000001,67.2,71.8,
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,107.4,108.6,106.3,4.600000000000001
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,97.5,99.40000000000001,95.7,
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,80.90000000000001,83.7,78.30000000000001,
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,97.30000000000001,96.60000000000001,98.10000000000001,5.100000000000001
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,97.2,96.90000000000001,97.5,
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,95.60000000000001,101.1,90.30000000000001,
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,95.5,96.10000000000001,95,6.7
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,96.10000000000001,96.7,95.40000000000001,
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,104.2,107.4,101.2,
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,102.2,102.4,101.9,6.600000000000001
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,102.7,103,102.3,
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,109.5,111.3,107.8,
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,84.80000000000001,82.10000000000001,87.5,13.7
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,86.60000000000001,84.30000000000001,88.80000000000001,
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,99.80000000000001,101.4,98.2,
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,111.2,112.1,110.3,5.2
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,94.5,95.90000000000001,93.2,
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,37.5,38.90000000000001,36.2,
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,88.5,87.5,89.5,1.7
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,87.10000000000001,85.90000000000001,88.30000000000001,
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,75.2,72.40000000000001,77.7,
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,91.30000000000001,89.80000000000001,92.80000000000001,1.3
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,89.5,88,91,
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,86.80000000000001,85.2,88.40000000000001,
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,94.2,93,95.40000000000001,1.4
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,84.80000000000001,84.40000000000001,85.30000000000001,
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,60.40000000000001,61.5,59.40000000000001,
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,93.7,94.7,92.7,2.8
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,94,95.2,92.90000000000001,
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,98.60000000000001,101.3,96.2,
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,86.30000000000001,85.10000000000001,87.40000000000001,5
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,73.2,73.40000000000001,73,
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,44.1,46.40000000000001,42,
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,93.5,91.5,95.40000000000001,6.100000000000001
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,90.30000000000001,88.60000000000001,92,
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,69.40000000000001,69.3,69.5,
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,83.80000000000001,82.60000000000001,85,8.5
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,82.60000000000001,81.60000000000001,83.5,
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,63,65.40000000000001,60.7,
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,92.10000000000001,91.40000000000001,92.7,1.2
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,90.30000000000001,89.7,90.80000000000001,
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,73.7,73.90000000000001,73.40000000000001,
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,100.3,100,100.6,1.4
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,97.2,97,97.40000000000001,
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,74.5,74.8,74.3,
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,90.5,90,90.90000000000001,.6000000000000001
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,91.30000000000001,90.90000000000001,91.7,
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,105.2,106.5,104.1,
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,98.80000000000001,98,99.5,1.3
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,96.40000000000001,95.60000000000001,97.10000000000001,
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,76.90000000000001,76.3,77.60000000000001,
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,81.5,81.80000000000001,81.2,1.4
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,77.60000000000001,78.2,77.10000000000001,
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,66.2,67.60000000000001,64.90000000000001,
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,99.10000000000001,98.30000000000001,99.90000000000001,1.1
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,96.30000000000001,95.5,97.10000000000001,
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,60.7,59.40000000000001,61.90000000000001,
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,88.10000000000001,87,89.2,.6000000000000001
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,88.2,87.10000000000001,89.30000000000001,
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,89.30000000000001,87.90000000000001,90.7,
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,95.60000000000001,94.40000000000001,96.60000000000001,.4
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,88.2,87.5,88.90000000000001,
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,44.8,45.1,44.5,
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,93.10000000000001,92.40000000000001,93.80000000000001,2.1
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,90,89.10000000000001,90.90000000000001,
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,52.8,48.8,56.3,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,91.10000000000001,91.7,90.5,2.1
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,87.2,88.7,85.80000000000001,
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,82.60000000000001,85,80.40000000000001,
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,88.80000000000001,88.60000000000001,89,.8
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,87.5,87.30000000000001,87.7,
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,80,79.80000000000001,80.30000000000001,
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,92.40000000000001,91.7,93.10000000000001,2.3
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,88.2,87.80000000000001,88.7,
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,69.2,69.7,68.7,
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,86.7,83.5,89.80000000000001,6.9
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,84.60000000000001,81.5,87.7,
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,65.5,61.90000000000001,68.8,
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,98.30000000000001,97.40000000000001,99.2,.7000000000000001
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,95.10000000000001,93.80000000000001,96.30000000000001,
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,58.8,54.90000000000001,62.90000000000001,
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,87.60000000000001,87.40000000000001,87.7,4.800000000000001
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,87.80000000000001,87.80000000000001,87.80000000000001,
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,94,97.10000000000001,91.2,
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,88,87.30000000000001,88.80000000000001,1.7
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,88.5,87.80000000000001,89.2,
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,94.40000000000001,93.80000000000001,94.90000000000001,
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,92.80000000000001,91.2,94.5,6.300000000000001
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,91.90000000000001,90.30000000000001,93.5,
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,84.2,83.10000000000001,85.2,
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,102.3,101.3,103.3,4.600000000000001
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,102.5,101.5,103.5,
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,107.4,107,107.8,
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,90,88.10000000000001,91.90000000000001,7.4
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,89.7,87.80000000000001,91.5,
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,85.7,84.80000000000001,86.5,
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,77,73.2,80.80000000000001,3.6
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,75.8,72.2,79.2,
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,65.60000000000001,64.10000000000001,67.10000000000001,
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,83.90000000000001,81.90000000000001,85.90000000000001,14.8
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,82.5,80.60000000000001,84.5,
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,62.40000000000001,60.7,63.90000000000001,
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,79.5,76.10000000000001,82.90000000000001,5.800000000000001
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,80,76.7,83.2,
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,83.30000000000001,81.40000000000001,85.10000000000001,
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,80.90000000000001,78.5,83.40000000000001,8.5
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,81.60000000000001,79.40000000000001,83.80000000000001,
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,90.30000000000001,91.30000000000001,89.40000000000001,
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,99.60000000000001,98.7,100.6,1.2
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,94,94,94.10000000000001,
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,79.7,81.5,77.90000000000001,
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,94.10000000000001,93.80000000000001,94.40000000000001,2.1
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,94.10000000000001,93.80000000000001,94.40000000000001,
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,94,94.2,93.80000000000001,
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,95.40000000000001,93.7,97.10000000000001,.3
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,92.30000000000001,90.80000000000001,93.80000000000001,
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,61.1,60.1,62,
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,88.2,88.5,88,2.1
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,86.7,87.10000000000001,86.30000000000001,
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,78.2,79.5,77,
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,102,100.6,103.3,2.9
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,90.60000000000001,90.2,91,
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,68.10000000000001,68.8,67.40000000000001,
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,93.30000000000001,93.30000000000001,93.2,2.1
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,92.10000000000001,91.90000000000001,92.2,
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,83.60000000000001,82,85.10000000000001,
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,102,100.4,103.6,3.7
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,96.60000000000001,95.60000000000001,97.60000000000001,
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,76.90000000000001,77.40000000000001,76.40000000000001,
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,96.80000000000001,95.60000000000001,98,3.2
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,95.2,93.7,96.60000000000001,
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,80,76.2,83.90000000000001,
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,94.40000000000001,94.10000000000001,94.7,1.3
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,94.90000000000001,94.30000000000001,95.5,
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,97.7,95.40000000000001,99.90000000000001,
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,95.30000000000001,94.60000000000001,96.10000000000001,2.4
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,88.90000000000001,89.10000000000001,88.80000000000001,
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,76.7,78.2,75.3,
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,99.30000000000001,98.40000000000001,100.3,3.3
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,91.80000000000001,91.5,92.2,
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,76.5,77.10000000000001,75.90000000000001,
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,97.80000000000001,97.40000000000001,98.2,4.3
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,98.60000000000001,97.90000000000001,99.2,
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,105.1,102.6,107.6,
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,104.3,103.9,104.6,.6000000000000001
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,100.5,99.90000000000001,101.2,
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,82.90000000000001,80.7,85.10000000000001,
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,98.40000000000001,98.2,98.60000000000001,.6000000000000001
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,94.90000000000001,94.30000000000001,95.40000000000001,
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,59.90000000000001,57.8,62.1,
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,98.80000000000001,96.60000000000001,101,2.2
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,93.5,91.60000000000001,95.40000000000001,
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,51.3,51.5,51.1,
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,98.80000000000001,96.60000000000001,101,2.2
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,93.5,91.60000000000001,95.40000000000001,
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,51.3,51.5,51.1,
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,105.4,96.40000000000001,113.8,
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,97,90.30000000000001,103.2,
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,52.2,57.2,47.7,
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,105.4,96.40000000000001,113.8,
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,97,90.30000000000001,103.2,
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,52.2,57.2,47.7,
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,98.90000000000001,103.3,94.90000000000001,2.1
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,100.3,104.9,96.10000000000001,
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,108.6,114.7,103.3,
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,92.5,103,83.7,2.3
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,120.4,133.2,109.9,
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,217.3,240.2,199.1,
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,105.1,114.1,97.7,1.9
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,110.1,117.8,103.7,
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,125,128.9,121.8,
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,119.9,126.4,114.3,3.4
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,136.9,144.1,131,
3_23_421_0,2011,Urban,3,India,23,Madhya Pradesh,421,Gwalior,149.8,158,143.3,
3_23_422_0,2011,Rural,3,India,23,Madhya Pradesh,422,Datia,100.4,105.5,96.10000000000001,1.9
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,104.7,108.4,101.4,
3_23_422_0,2011,Urban,3,India,23,Madhya Pradesh,422,Datia,119.8,119.1,120.4,
3_23_423_0,2011,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,104.2,108.4,100.4,2.8
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,107.3,110.6,104.4,
3_23_423_0,2011,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,125.5,123.4,127.4,
3_23_424_0,2011,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,102.1,106.5,98.2,1
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,106.3,109.4,103.4,
3_23_424_0,2011,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,128.1,124.8,131.1,
3_23_425_0,2011,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,100.2,103.6,97.10000000000001,4.4
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,101.8,103.6,100.1,
3_23_425_0,2011,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,108.1,103.5,112.2,
3_23_426_0,2011,Rural,3,India,23,Madhya Pradesh,426,Panna,100.5,105.7,95.7,1.2
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,99.40000000000001,103.7,95.40000000000001,
3_23_426_0,2011,Urban,3,India,23,Madhya Pradesh,426,Panna,90.10000000000001,86.5,93.30000000000001,
3_23_427_0,2011,Rural,3,India,23,Madhya Pradesh,427,Sagar,104.9,107.3,102.7,1.4
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,101.1,103.2,99.2,
3_23_427_0,2011,Urban,3,India,23,Madhya Pradesh,427,Sagar,90.2,91.30000000000001,89.2,
3_23_428_0,2011,Rural,3,India,23,Madhya Pradesh,428,Damoh,105.6,108.7,102.8,.5
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,103.3,105.8,101,
3_23_428_0,2011,Urban,3,India,23,Madhya Pradesh,428,Damoh,91.90000000000001,91.40000000000001,92.40000000000001,
3_23_429_0,2011,Rural,3,India,23,Madhya Pradesh,429,Satna,105.3,110.2,100.7,2.6
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,112.7,116.2,109.4,
3_23_429_0,2011,Urban,3,India,23,Madhya Pradesh,429,Satna,143.3,141.5,145,
3_23_430_0,2011,Rural,3,India,23,Madhya Pradesh,430,Rewa,92.90000000000001,101.2,85.30000000000001,2.1
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,93.60000000000001,100.7,87.2,
3_23_430_0,2011,Urban,3,India,23,Madhya Pradesh,430,Rewa,97.5,97.5,97.5,
3_23_431_0,2011,Rural,3,India,23,Madhya Pradesh,431,Umaria,99.5,100.8,98.2,1
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,96.60000000000001,97.2,96,
3_23_431_0,2011,Urban,3,India,23,Madhya Pradesh,431,Umaria,80.10000000000001,75.7,84.10000000000001,
3_23_432_0,2011,Rural,3,India,23,Madhya Pradesh,432,Neemuch,102.4,102.3,102.5,0
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,104,102.1,105.8,
3_23_432_0,2011,Urban,3,India,23,Madhya Pradesh,432,Neemuch,108.2,101.4,114.3,
3_23_433_0,2011,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,93.60000000000001,94.80000000000001,92.5,0
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,97.30000000000001,97.30000000000001,97.30000000000001,
3_23_433_0,2011,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,113.4,108.4,117.9,
