id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ger_t,ger_f,ger_m,oos_child
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,120.2,117.9,122.5,
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,103.3,100,106.6,
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,136,134.7,137.2,.7000000000000001
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,126.3,125.6,126.9,
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,109.7,110.3,109.2,
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,114.6,115.1,114.1,.6000000000000001
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,112.1,112.9,111.3,
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,97.2,99.30000000000001,95.40000000000001,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,138.6,136.8,140.5,2.8
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,128.1,127.7,128.4,
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,113.5,114.7,112.3,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,115.1,115.9,114.3,.9
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,99.7,101,98.40000000000001,
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,69.60000000000001,72,67.2,
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,96.80000000000001,96.90000000000001,96.7,.4
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,93.7,93.5,93.90000000000001,
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,67.7,65.2,70.10000000000001,
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,111,107.8,114,3.4
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,108.1,105.3,110.8,
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,76.7,77.40000000000001,76,
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,95.5,96.2,94.80000000000001,1.8
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,91.10000000000001,91.7,90.40000000000001,
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,63.6,64,63.3,
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,109,110.6,107.4,5.100000000000001
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,111.3,113.9,108.7,
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,133.3,144.3,121.7,
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,95,97.40000000000001,92.7,10.3
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,97.2,100.5,93.90000000000001,
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,112.2,121.7,102.8,
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,145.2,146.7,143.8,5.2
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,138.9,139.7,138.2,
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,76.2,70.8,81.40000000000001,
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,114.6,117.1,112.1,4.600000000000001
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,116.6,119.6,113.6,
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,132.5,139.4,125.8,
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,104.9,107.9,102.1,2.4
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,101.9,104.8,99,
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,67.8,70.10000000000001,65.8,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,113.2,117.2,109.2,6.2
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,93.30000000000001,96.40000000000001,90.30000000000001,
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,57.8,58.8,56.90000000000001,
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,75,81.10000000000001,69,9.5
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,80.2,86.2,74.10000000000001,
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,164.7,170,159.3,
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,105.9,107.1,104.7,5.4
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,108.3,109.4,107.3,
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,161.4,159.2,163.4,
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,97.2,101.7,92.90000000000001,4.600000000000001
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,95.90000000000001,100.3,91.7,
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,80.10000000000001,83.30000000000001,77.10000000000001,
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,98.10000000000001,103.4,92.90000000000001,2.8
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,91.5,96.40000000000001,86.80000000000001,
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,42.6,45,40.3,
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,93.10000000000001,97.2,89.30000000000001,.8
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,92.40000000000001,96.30000000000001,88.60000000000001,
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,80.10000000000001,82.80000000000001,77.60000000000001,
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,89.40000000000001,93.80000000000001,85.2,6.9
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,86.10000000000001,90.30000000000001,82.10000000000001,
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,32.6,33.7,31.6,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,82,85,79.10000000000001,5
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,80.60000000000001,83.80000000000001,77.60000000000001,
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,67.60000000000001,71.2,64.10000000000001,
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,73.40000000000001,73.40000000000001,73.3,5.2
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,74.5,74.60000000000001,74.3,
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,90.60000000000001,92.60000000000001,88.7,
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,88.10000000000001,89.10000000000001,87.2,2
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,89.80000000000001,90.5,89.2,
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,112.2,109,115.1,
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,89.40000000000001,92.40000000000001,86.5,3
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,86.5,89.90000000000001,83.30000000000001,
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,42.2,50.1,34.8,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,72.8,72.2,73.40000000000001,7.800000000000001
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,71.90000000000001,72.3,71.60000000000001,
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,66.90000000000001,72.40000000000001,61.90000000000001,
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,75.90000000000001,76.2,75.7,4
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,73.2,73.5,73,
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,56.90000000000001,56.90000000000001,56.90000000000001,
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,75.3,76.3,74.3,5
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,76.60000000000001,77.80000000000001,75.40000000000001,
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,91.60000000000001,94.80000000000001,88.60000000000001,
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,91,91.90000000000001,90.2,.9
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,83.90000000000001,84.7,83.10000000000001,
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,49.1,49.3,49,
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,78.30000000000001,78.2,78.30000000000001,4.600000000000001
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,81.5,81.5,81.5,
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,122.1,123,121.2,
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,88,88.90000000000001,87.2,1.6
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,92.2,93.10000000000001,91.30000000000001,
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,131,132.8,129.4,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,102.3,101.8,102.8,
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,95.40000000000001,95.60000000000001,95.10000000000001,
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,74.40000000000001,77.10000000000001,72,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,95.60000000000001,96.30000000000001,95,3.3
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,88.40000000000001,89.10000000000001,87.80000000000001,
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,45.5,46.1,45,
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,93.80000000000001,94.80000000000001,92.90000000000001,4
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,91.7,92.7,90.80000000000001,
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,60.6,61.40000000000001,59.8,
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,96.5,96.2,96.80000000000001,3.1
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,96,95.7,96.30000000000001,
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,86.5,85.40000000000001,87.5,
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,124.5,127.8,121.4,5.300000000000001
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,120.4,123.9,117.1,
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,86.10000000000001,90.60000000000001,82,
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,107.8,110.7,105.1,3.8
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,107,109.9,104.3,
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,109.2,110.8,107.7,
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,107.9,110.2,105.7,3.4
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,125.8,128.7,123,
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,351.7000000000001,363,340.9,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,107.9,110.2,105.7,3.4
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,125.8,128.7,123,
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,351.7000000000001,363,340.9,
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,162.4,166.3,158.6,5
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,152.4,156.1,148.9,
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,47.7,48.40000000000001,47.2,
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,121.1,124.5,117.9,3.1
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,123.5,127.1,120.1,
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,159.9,164.7,155.2,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,141.1,145.8,136.5,7.300000000000001
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,143.6,148.1,139.3,
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,200.7,199.9,201.3,
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,107.2,109.6,104.9,6.300000000000001
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,109,111.4,106.8,
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,145.6,146.3,145,
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,126.8,129,124.6,.4
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,107.5,109.6,105.4,
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,74.40000000000001,76.10000000000001,72.8,
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,134.3,136.9,131.7,1.8
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,111.4,113.8,109,
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,40.1,41.5,38.8,
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,117.5,119.1,115.9,4.7
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,117,118.4,115.6,
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,110.6,109.2,111.9,
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,91.60000000000001,94.7,88.5,12.1
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,87.30000000000001,90.5,84.2,
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,48.8,50.7,47.1,
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,105.6,106.7,104.4,4.600000000000001
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,102.4,103.4,101.4,
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,76.5,76.7,76.3,
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,102.6,107,98.40000000000001,5
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,95.10000000000001,99.40000000000001,91,
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,35.6,38,33.4,
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,114.5,119,110.1,4.4
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,99.10000000000001,102.7,95.60000000000001,
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,34.7,35.1,34.4,
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,97.10000000000001,97.60000000000001,96.5,4
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,94,94.60000000000001,93.40000000000001,
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,69,70.2,67.90000000000001,
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,108,109.4,106.7,2.3
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,88.5,90,87,
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,57,58.6,55.5,
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,116.3,117.9,114.7,5.2
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,104.7,106,103.4,
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,65.8,65.90000000000001,65.7,
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,104.6,109.3,100.1,2.1
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,78.30000000000001,81.80000000000001,74.90000000000001,
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,52.5,54.6,50.5,
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,110.9,113.5,108.4,3.7
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,92.7,95,90.5,
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,59.3,60.5,58.1,
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,96.90000000000001,95.40000000000001,98.5,3.1
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,95.90000000000001,94.5,97.30000000000001,
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,82,82.10000000000001,81.90000000000001,
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,103.3,102.4,104.1,6.9
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,96.80000000000001,96.2,97.30000000000001,
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,46.90000000000001,47.90000000000001,46,
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,169.5,174.2,165.1,4.100000000000001
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,89.7,92.5,87.10000000000001,
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,40.2,41.2,39.2,
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,83.30000000000001,87.80000000000001,79.10000000000001,
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,83.30000000000001,87.80000000000001,79.10000000000001,
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,102.5,106.2,98.90000000000001,6.800000000000001
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,88.10000000000001,91.30000000000001,85.10000000000001,
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,36.6,37.4,35.8,
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,104.7,104.5,104.9,2.9
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,103.5,103.4,103.6,
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,92.80000000000001,93.80000000000001,91.90000000000001,
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,108.6,110.4,106.9,2.9
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,103.6,105.5,101.8,
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,63.2,65.8,60.7,
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,59.5,60.40000000000001,58.8,2.1
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,55.2,55.8,54.7,
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,23.5,21.1,25.6,
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,115,108.9,120.5,2.9
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,61.8,63.1,60.6,
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,60.90000000000001,62.40000000000001,59.6,
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,74.10000000000001,75.8,72.7,2.9
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,73.10000000000001,74,72.3,
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,67.10000000000001,63.7,70.2,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,75.2,76.90000000000001,73.60000000000001,1.1
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,80.90000000000001,82.40000000000001,79.60000000000001,
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,120.9,121.2,120.7,
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,91.10000000000001,90.90000000000001,91.30000000000001,1.1
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,94.2,93.7,94.60000000000001,
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,170,160.2,180.1,
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,61.5,62,60.90000000000001,2.6
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,55.7,56.40000000000001,55,
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,37,37.9,36.3,
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,95,94.80000000000001,95.10000000000001,2.6
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,88.60000000000001,88.30000000000001,88.80000000000001,
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,57,56.3,57.7,
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,85.30000000000001,84,86.5,2.4
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,87.90000000000001,86.2,89.5,
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,125.2,120.5,129.1,
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,77.2,71.2,82.90000000000001,2.4
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,80.40000000000001,74,86.30000000000001,
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,192.4,176.6,206.6,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,84.2,80.7,87.5,2.4
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,88.30000000000001,84.10000000000001,92.2,
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,172.2,156.3,186.2,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,94.7,92.2,97,
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,92.40000000000001,89.60000000000001,94.90000000000001,
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,78.2,73,82.40000000000001,
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,62.7,63.7,61.90000000000001,2.5
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,61.1,61.5,60.7,
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,45.8,41.6,49.6,
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,94.30000000000001,91,97.40000000000001,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,94.10000000000001,91,96.90000000000001,
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,89.80000000000001,90.10000000000001,89.60000000000001,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,118.7,122.1,115.9,.3
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,104.2,106.7,102.1,
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,86.10000000000001,87.60000000000001,85,
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,99.10000000000001,102.1,96.60000000000001,1
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,101.7,104.5,99.60000000000001,
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,116.8,117.5,116.3,
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),86.10000000000001,87,85.30000000000001,.8
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),86.10000000000001,87,85.30000000000001,.8
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),88.60000000000001,90,87.2,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),88.60000000000001,90,87.2,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),95,97.90000000000001,92.2,
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),95,97.90000000000001,92.2,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,76.5,83.2,70.2,.5
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,84.40000000000001,89.30000000000001,79.90000000000001,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,168.1,159,175.4,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,98.40000000000001,97.7,99.10000000000001,1.3
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,98.2,97.40000000000001,99,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,95.5,93,97.5,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,84.80000000000001,84.7,84.90000000000001,1
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,89.90000000000001,89,90.7,
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,187.2,173.5,198.5,
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,83,81.60000000000001,84.10000000000001,1.7
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,86.7,85.2,87.90000000000001,
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,113.6,112.3,114.7,
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,89.2,89.2,89.10000000000001,2.4
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,87.60000000000001,87.7,87.5,
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,77.80000000000001,78.40000000000001,77.30000000000001,
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,64.90000000000001,62.8,66.90000000000001,2.4
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,66.8,65.5,67.90000000000001,
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,77.2,81.90000000000001,73.40000000000001,
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,95.7,95.7,95.7,4.100000000000001
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,95.30000000000001,95.30000000000001,95.2,
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,85.2,85.90000000000001,84.60000000000001,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,101,101.4,100.7,4.2
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,99.60000000000001,99.90000000000001,99.2,
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,73.7,73.90000000000001,73.5,
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,104.8,107.7,102.2,.2
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,95,97.60000000000001,92.5,
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,50.2,51.5,49.1,
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,96.2,97.40000000000001,95.10000000000001,2.1
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,93.7,94.7,92.60000000000001,
