id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,wkp_15_t,wkp_15_f,wkp_15_m,wkp_7_t,wkp_7_f,wkp_7_m,lfp_15_u_t,lfp_15_u_f,lfp_15_u_m,lfp_15_w_t,lfp_15_w_f,lfp_15_w_m,emp_7_t,emp_7_f,emp_7_m
3_23_458_0,2011,Rural,3,India,23,Madhya Pradesh,458,Guna,61.5,57.40000000000001,65.5,82.5,82.5,82.5,87.10000000000001,80.30000000000001,92.80000000000001,80.40000000000001,65.90000000000001,92.80000000000001,54.3,44,63.6
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,62.90000000000001,59.90000000000001,65.8,83.30000000000001,83.30000000000001,83.30000000000001,78.90000000000001,65.8,90.30000000000001,73.7,54.6,90.30000000000001,49.8,36.4,62
3_23_458_0,2011,Urban,3,India,23,Madhya Pradesh,458,Guna,68.5,70.5,66.7,85.7,85.90000000000001,85.60000000000001,49.40000000000001,15.7,80.80000000000001,49.40000000000001,15.7,80.80000000000001,37,14.7,57.40000000000001
3_23_459_0,2011,Rural,3,India,23,Madhya Pradesh,459,Ashoknagar,58.6,56.90000000000001,60.2,83.10000000000001,82.90000000000001,83.30000000000001,62.1,40.6,81.80000000000001,61.5,40.6,80.7,46.2,27.1,63.3
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,60.8,58.90000000000001,62.6,83.60000000000001,83.40000000000001,83.7,60.7,38,81.40000000000001,59.6,37.1,80.10000000000001,44.6,24.9,62.40000000000001
3_23_459_0,2011,Urban,3,India,23,Madhya Pradesh,459,Ashoknagar,70.3,67.5,73.10000000000001,85.80000000000001,85.7,85.80000000000001,55.5,28.7,79.7,52.5,24.6,77.80000000000001,37.8,15.3,58.3
3_23_460_0,2011,Rural,3,India,23,Madhya Pradesh,460,Shahdol,70.5,68.7,72.40000000000001,84.10000000000001,84.40000000000001,83.90000000000001,51.5,18.3,82.7,46.2,7.300000000000001,82.7,59.5,52.8,66.2
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,72.10000000000001,71.3,72.8,85,85.2,84.80000000000001,49.5,15.3,80.2,45.2,6.4,80,54.40000000000001,44.8,63.8
3_23_460_0,2011,Urban,3,India,23,Madhya Pradesh,460,Shahdol,79,85.5,74.5,88.40000000000001,88.5,88.30000000000001,41.7,2.6,71.7,41.2,2.6,70.90000000000001,35.6,14.6,55.40000000000001
3_23_461_0,2011,Rural,3,India,23,Madhya Pradesh,461,Anuppur,61.2,53.7,70,84.90000000000001,85.2,84.60000000000001,46,7.800000000000001,80.2,46,7.800000000000001,80.2,61.7,55.40000000000001,68
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,62.8,57.40000000000001,69,85.80000000000001,86,85.7,42.5,6.100000000000001,77.10000000000001,42.5,6.100000000000001,77.10000000000001,53.90000000000001,43.7,63.90000000000001
3_23_461_0,2011,Urban,3,India,23,Madhya Pradesh,461,Anuppur,65.3,63.40000000000001,67.5,88.40000000000001,88.40000000000001,88.40000000000001,37.2,3.8,72.10000000000001,37.2,3.8,72.10000000000001,34,12.3,53.8
3_23_462_0,2011,Rural,3,India,23,Madhya Pradesh,462,Sidhi,74.8,76.3,73.40000000000001,82.40000000000001,82.90000000000001,82,38,4.5,71.3,38.1,4.800000000000001,71.3,50.5,40.2,60.40000000000001
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,74.60000000000001,75.60000000000001,73.5,82.7,83.10000000000001,82.40000000000001,38,4.7,71,38,4.800000000000001,70.90000000000001,49.5,38.7,59.90000000000001
3_23_462_0,2011,Urban,3,India,23,Madhya Pradesh,462,Sidhi,70.40000000000001,65.5,75.2,86,86.2,85.80000000000001,38.6,7.4,65.40000000000001,37.3,6,64.2,39.40000000000001,22.3,55.3
3_23_463_0,2011,Rural,3,India,23,Madhya Pradesh,463,Singrauli,61,51.5,69.90000000000001,81.2,81.2,81.2,38.3,0,64.8,38.5,.5,64.8,55.8,49.3,61.7
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,63.3,55.90000000000001,70.10000000000001,82.2,82.2,82.2,36.7,.2,63.5,36.8,.6000000000000001,63.5,51.6,42.1,60.3
3_23_463_0,2011,Urban,3,India,23,Madhya Pradesh,463,Singrauli,73.3,75.90000000000001,71.10000000000001,86.40000000000001,86.30000000000001,86.5,30.8,.9,58.1,30.8,.9,58.1,35.1,12.8,54.7
3_23_464_0,2011,Rural,3,India,23,Madhya Pradesh,464,Jhabua,64,71.2,58.6,78.7,79.30000000000001,78.10000000000001,71.3,62.6,79.2,60.90000000000001,45.2,75.10000000000001,65.7,65.2,66.2
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,64.90000000000001,72.3,59.5,79.30000000000001,79.80000000000001,78.80000000000001,68.2,57.2,78.10000000000001,58.8,41.5,74.60000000000001,63.3,61.3,65.40000000000001
3_23_464_0,2011,Urban,3,India,23,Madhya Pradesh,464,Jhabua,74.60000000000001,82.80000000000001,68.40000000000001,85.7,85.80000000000001,85.60000000000001,41.2,10.3,69.5,41.2,10.3,69.5,41.5,23.7,58.2
3_23_465_0,2011,Rural,3,India,23,Madhya Pradesh,465,Alirajpur,71.7,74.8,69,79.2,79.60000000000001,78.90000000000001,95.60000000000001,95.80000000000001,95.5,87,80.60000000000001,93,65.2,64.2,66.2
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,70.90000000000001,74.3,68,79.7,80,79.40000000000001,93.5,92.5,94.60000000000001,85.30000000000001,77.90000000000001,92.2,63.1,60.7,65.60000000000001
3_23_465_0,2011,Urban,3,India,23,Madhya Pradesh,465,Alirajpur,55.7,62.8,50.2,85.2,85.30000000000001,85.2,42.40000000000001,12.8,71.3,42.40000000000001,12.8,71.3,40.8,21.7,59.40000000000001
3_23_466_0,2011,Rural,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),68.5,72.7,65,83.40000000000001,83.40000000000001,83.30000000000001,86.40000000000001,84.60000000000001,88.10000000000001,69,50.2,86.5,60.3,53.40000000000001,66.7
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),69.40000000000001,71.3,67.7,84.10000000000001,84.2,84,79.10000000000001,74.10000000000001,83.7,63.1,41.6,82.5,55.6,45.40000000000001,65.2
3_23_466_0,2011,Urban,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),72.90000000000001,66.60000000000001,78.90000000000001,87.2,87.40000000000001,87,53.3,34,69.10000000000001,42,8.800000000000001,69.10000000000001,37.7,14.8,59.5
3_23_467_0,2011,Rural,3,India,23,Madhya Pradesh,467,Burhanpur,69.3,67.40000000000001,70.7,82.30000000000001,82.60000000000001,82.10000000000001,84.40000000000001,70.10000000000001,94.2,71.8,38.90000000000001,94.2,58.7,49.7,67.3
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,71.5,75,68.60000000000001,83.80000000000001,84,83.60000000000001,65.90000000000001,42.5,86.60000000000001,57.6,24.9,86.60000000000001,51.7,37.5,65.3
3_23_467_0,2011,Urban,3,India,23,Madhya Pradesh,467,Burhanpur,74.7,84.80000000000001,64.8,86.60000000000001,86.80000000000001,86.30000000000001,39.7,14.4,72,37.7,10.7,72,39,15.3,61.6
3_24_468_0,2011,Rural,3,India,24,Gujarat,468,Kachchh,72.3,73.10000000000001,71.7,83.7,83.5,83.80000000000001,75.10000000000001,64,84.7,72.2,58.8,84,45.3,20.6,67.7
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,72.7,73.3,72.10000000000001,84.80000000000001,84.7,84.90000000000001,59,29.8,89.7,57.5,27.4,89.2,43.8,18,67.10000000000001
3_24_468_0,2011,Urban,3,India,24,Gujarat,468,Kachchh,73,73.40000000000001,72.60000000000001,86.80000000000001,86.80000000000001,86.90000000000001,44.8,4.3,94.90000000000001,44.5,4,94.60000000000001,41,13.2,66
3_24_469_0,2011,Rural,3,India,24,Gujarat,469,Banas Kantha,72.2,77.90000000000001,67.10000000000001,83.2,83.5,82.80000000000001,71,57.1,85.5,71,57.1,85.5,49.8,36,62.8
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,70.40000000000001,75.90000000000001,65.5,83.60000000000001,84,83.30000000000001,65.90000000000001,48.6,83.7,65.90000000000001,48.6,83.7,47.8,32.5,62.3
3_24_469_0,2011,Urban,3,India,24,Gujarat,469,Banas Kantha,62.6,67,58.7,86.80000000000001,87.2,86.30000000000001,40.2,6.2,74.8,40.2,6.2,74.8,35.9,10,59.7
3_24_470_0,2011,Rural,3,India,24,Gujarat,470,Patan,73.2,76.5,70.40000000000001,85.60000000000001,85.90000000000001,85.30000000000001,57,34.2,77.5,57,34.2,77.5,50.8,35.6,65.2
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,74.3,78.30000000000001,70.8,86.2,86.60000000000001,85.90000000000001,54.8,29.8,78.40000000000001,54.8,29.8,78.40000000000001,47.90000000000001,30.5,64.2
3_24_470_0,2011,Urban,3,India,24,Gujarat,470,Patan,78.60000000000001,85.10000000000001,72.40000000000001,88.7,89.10000000000001,88.30000000000001,46.7,14.8,82.10000000000001,46.7,14.8,82.10000000000001,37.2,11.9,60.7
3_24_471_0,2011,Rural,3,India,24,Gujarat,471,Mahesana,70.90000000000001,70.3,71.5,87.90000000000001,88.40000000000001,87.40000000000001,60,41,77.60000000000001,56.5,36,75.40000000000001,47.8,30.2,64.5
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,72.3,70.90000000000001,73.7,88.30000000000001,88.90000000000001,87.80000000000001,57.3,36.8,76.10000000000001,54.5,32.8,74.3,45.2,25.7,63.5
3_24_471_0,2011,Urban,3,India,24,Gujarat,471,Mahesana,79.2,73.90000000000001,84.80000000000001,89.5,90.30000000000001,88.80000000000001,45.6,18.5,69.8,45.6,18.5,69.8,37.5,12.5,60.6
3_24_472_0,2011,Rural,3,India,24,Gujarat,472,Sabar Kantha,74.40000000000001,77.7,71.60000000000001,85.40000000000001,85.7,85,47.5,7.800000000000001,82.40000000000001,47.5,7.800000000000001,82.40000000000001,54.6,43.7,65.10000000000001
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,73.5,77.10000000000001,70.60000000000001,85.80000000000001,86.2,85.40000000000001,47.2,7.7,82.60000000000001,47.2,7.7,82.60000000000001,52.1,39.5,64.10000000000001
3_24_472_0,2011,Urban,3,India,24,Gujarat,472,Sabar Kantha,63.90000000000001,70.60000000000001,57.40000000000001,88,88.5,87.5,43.7,7.2,86.90000000000001,43.7,7.2,86.90000000000001,38.1,16.1,58.8
3_24_473_0,2011,Rural,3,India,24,Gujarat,473,Gandhinagar,80.80000000000001,83.60000000000001,78.40000000000001,87.40000000000001,88,86.90000000000001,52.5,28.5,74.8,51.3,28.5,72.5,47.3,26.9,66.60000000000001
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,81.10000000000001,82.10000000000001,80.2,88,88.5,87.5,48.7,20,75.8,47.8,19.7,74.2,43.7,21.5,64.40000000000001
3_24_473_0,2011,Urban,3,India,24,Gujarat,473,Gandhinagar,81.60000000000001,79.2,84.10000000000001,88.7,89.2,88.30000000000001,41.1,3.4,77.60000000000001,40.8,2.8,77.60000000000001,39,14.3,61.6
3_24_474_0,2011,Rural,3,India,24,Gujarat,474,Ahmadabad,65.10000000000001,65.5,64.60000000000001,86,86.30000000000001,85.7,49.8,8.800000000000001,89.40000000000001,49.8,8.700000000000001,89.40000000000001,47.8,27.5,66.90000000000001
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,73.2,73.60000000000001,72.8,88.30000000000001,88.7,88,49.2,17.2,79.90000000000001,49,16.7,79.90000000000001,40.7,15.4,63.8
3_24_474_0,2011,Urban,3,India,24,Gujarat,474,Ahmadabad,75.60000000000001,76,75.3,88.80000000000001,89.10000000000001,88.5,49.1,19.4,77.5,48.8,18.8,77.5,39.40000000000001,13.1,63.2
3_24_475_0,2011,Rural,3,India,24,Gujarat,475,Surendranagar,68.40000000000001,63.7,72.2,85.40000000000001,85.7,85.10000000000001,69.40000000000001,43.1,87.90000000000001,66.8,37.2,87.7,51.7,37.1,65.40000000000001
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,68.7,64.90000000000001,72,86.30000000000001,86.60000000000001,86.10000000000001,68.90000000000001,44.40000000000001,87.60000000000001,66.8,39.90000000000001,87.2,47.7,29.9,64.3
3_24_475_0,2011,Urban,3,India,24,Gujarat,475,Surendranagar,69.8,68.60000000000001,71.10000000000001,88.7,89,88.5,67.2,48.3,86.10000000000001,66.60000000000001,48,85.2,38.1,12.1,61.8
3_24_476_0,2011,Rural,3,India,24,Gujarat,476,Rajkot,74.10000000000001,74.40000000000001,74,87.90000000000001,88.40000000000001,87.5,59.8,34.5,82.60000000000001,59.8,34.5,82.60000000000001,50.7,32,68.5
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,76.80000000000001,78.80000000000001,75,88.5,88.90000000000001,88.10000000000001,51.8,21.6,79.90000000000001,51.8,21.6,79.90000000000001,43.90000000000001,19.6,66.7
3_24_476_0,2011,Urban,3,India,24,Gujarat,476,Rajkot,78.2,81.30000000000001,75.60000000000001,88.90000000000001,89.30000000000001,88.5,47.7,15.2,78.40000000000001,47.6,15.2,78.40000000000001,39.2,10.6,65.40000000000001
3_24_477_0,2011,Rural,3,India,24,Gujarat,477,Jamnagar,80.30000000000001,85.80000000000001,75.60000000000001,87.2,87.40000000000001,87,74.3,58,90,74.3,58,90,49.40000000000001,29.6,68.3
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,79.30000000000001,82.60000000000001,76.40000000000001,87.80000000000001,88,87.60000000000001,66.40000000000001,45.90000000000001,86.5,66,45.1,86.5,44.7,21.8,66.3
3_24_477_0,2011,Urban,3,India,24,Gujarat,477,Jamnagar,76.90000000000001,75.7,78.30000000000001,88.5,88.7,88.2,46.3,15.9,77.40000000000001,45.1,13.4,77.40000000000001,39,12.2,63.90000000000001
3_24_478_0,2011,Rural,3,India,24,Gujarat,478,Porbandar,68.60000000000001,77.5,59.3,88.10000000000001,88.40000000000001,87.80000000000001,66.10000000000001,52.5,84.80000000000001,66.10000000000001,52.5,84.80000000000001,50.2,32,67.7
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,68.2,73.2,63.1,88.7,89,88.5,60.90000000000001,43.1,82.10000000000001,60.90000000000001,43.1,82.10000000000001,44.5,22.5,65.60000000000001
3_24_478_0,2011,Urban,3,India,24,Gujarat,478,Porbandar,67.8,68.7,67,89.40000000000001,89.7,89.2,55.40000000000001,31.7,79.7,55.40000000000001,31.7,79.7,38.6,12.6,63.3
3_24_479_0,2011,Rural,3,India,24,Gujarat,479,Junagadh,67.60000000000001,66.10000000000001,69.40000000000001,88.40000000000001,88.60000000000001,88.10000000000001,59.2,31.6,89.80000000000001,59.2,31.6,89.80000000000001,50.7,34.6,66.10000000000001
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,70.90000000000001,69.90000000000001,71.90000000000001,88.60000000000001,88.90000000000001,88.40000000000001,56.6,28.6,86.7,56.6,28.6,86.7,46.2,27,64.60000000000001
3_24_479_0,2011,Urban,3,India,24,Gujarat,479,Junagadh,78.90000000000001,80.40000000000001,77.5,89.2,89.5,88.90000000000001,51,21.9,80.2,51,21.9,80.2,37.2,11.8,61.6
3_24_480_0,2011,Rural,3,India,24,Gujarat,480,Amreli,75.40000000000001,78.7,72,88.40000000000001,88.90000000000001,87.90000000000001,51.90000000000001,31.1,75.7,51.90000000000001,31.1,75.7,52.7,36.8,68.3
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,74.10000000000001,77.80000000000001,70.40000000000001,88.5,89,88.10000000000001,52,30.2,76.60000000000001,51.90000000000001,30.1,76.60000000000001,49,30.8,66.8
3_24_480_0,2011,Urban,3,India,24,Gujarat,480,Amreli,67,72.5,61.8,89.10000000000001,89.60000000000001,88.60000000000001,52.2,24.9,82.30000000000001,51.6,23.9,82.30000000000001,38.5,13.2,62.7
3_24_481_0,2011,Rural,3,India,24,Gujarat,481,Bhavnagar,71.3,75.2,67.8,85.80000000000001,86.2,85.40000000000001,52.8,22,83.10000000000001,52.1,20.7,83.10000000000001,50.40000000000001,34.6,65.60000000000001
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,70.10000000000001,67.5,72.2,86.80000000000001,87.10000000000001,86.5,58.8,21.1,86.90000000000001,58.2,20.1,86.7,46,25.8,65.10000000000001
3_24_481_0,2011,Urban,3,India,24,Gujarat,481,Bhavnagar,69,59,76.10000000000001,88.10000000000001,88.40000000000001,87.90000000000001,64.90000000000001,19.9,90,64.40000000000001,19.2,89.60000000000001,40,13,64.5
3_24_482_0,2011,Rural,3,India,24,Gujarat,482,Anand,75.60000000000001,75.3,76,87.40000000000001,87.7,87.10000000000001,45.8,14.9,72.5,45.5,14.2,72.5,48.8,28.7,67.40000000000001
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,74.8,74.5,75.10000000000001,87.90000000000001,88.10000000000001,87.60000000000001,44,11.6,72.7,43.7,11,72.7,45.90000000000001,24.5,65.90000000000001
3_24_482_0,2011,Urban,3,India,24,Gujarat,482,Anand,71.90000000000001,71.90000000000001,72,89,89.2,88.7,37.1,0,73.40000000000001,37.1,0,73.40000000000001,39.6,15.2,62.5
3_24_483_0,2011,Rural,3,India,24,Gujarat,483,Kheda,68.2,61.2,75.5,86.90000000000001,87.2,86.7,46.40000000000001,11.9,74.90000000000001,46.40000000000001,11.9,74.90000000000001,49.1,30.6,66.60000000000001
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,67.3,60.90000000000001,73.8,87.30000000000001,87.7,87,45.6,11,74.90000000000001,45.6,11,74.90000000000001,46.5,26.6,65.40000000000001
3_24_483_0,2011,Urban,3,India,24,Gujarat,483,Kheda,61.5,59.7,63.3,88.7,89.2,88.30000000000001,40.5,5.7,74.40000000000001,40.5,5.7,74.40000000000001,37.9,13.2,61.1
3_24_484_0,2011,Rural,3,India,24,Gujarat,484,Panch Mahals,66.10000000000001,68.40000000000001,64.2,84.5,84.60000000000001,84.40000000000001,73.90000000000001,54,92,68.40000000000001,42.7,92,57.2,48.2,65.8
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,66.5,68.3,64.90000000000001,84.90000000000001,85,84.80000000000001,72,50.3,91.60000000000001,67.3,40.3,91.60000000000001,54.1,42.8,64.8
3_24_484_0,2011,Urban,3,India,24,Gujarat,484,Panch Mahals,69,67.7,70,87.2,87.5,86.90000000000001,59.40000000000001,23.6,88.60000000000001,59.40000000000001,23.6,88.60000000000001,35.7,10.9,59
3_24_485_0,2011,Rural,3,India,24,Gujarat,485,Dohad,64.60000000000001,67.60000000000001,62.5,80,80.40000000000001,79.60000000000001,69.10000000000001,42.6,88.30000000000001,67,37.5,88.30000000000001,60.3,57.1,63.6
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,65.8,69.5,63.3,80.5,80.90000000000001,80.10000000000001,65.90000000000001,39.2,85.90000000000001,64,34.6,85.90000000000001,58.40000000000001,53.5,63.2
3_24_485_0,2011,Urban,3,India,24,Gujarat,485,Dohad,84.40000000000001,92.10000000000001,77.10000000000001,85.60000000000001,86,85.2,29.6,8.700000000000001,53.1,29.6,8.700000000000001,53.1,39.5,19.2,59.2
3_24_486_0,2011,Rural,3,India,24,Gujarat,486,Vadodara,74.60000000000001,75.90000000000001,73.60000000000001,86.2,86.40000000000001,86.10000000000001,81.80000000000001,70.10000000000001,91.7,80.60000000000001,67.40000000000001,91.60000000000001,54.8,39.40000000000001,69.5
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,76.60000000000001,78,75.5,88,88.30000000000001,87.80000000000001,63.1,42.40000000000001,81,62.2,40.6,80.90000000000001,46.2,25.9,65.2
3_24_486_0,2011,Urban,3,India,24,Gujarat,486,Vadodara,78.90000000000001,80.30000000000001,77.7,89.80000000000001,90.2,89.40000000000001,43.3,14.6,69.40000000000001,42.8,13.6,69.3,37.8,12.6,61.2
3_24_487_0,2011,Rural,3,India,24,Gujarat,487,Narmada,71.2,71.90000000000001,70.60000000000001,86.40000000000001,86.5,86.30000000000001,81.30000000000001,66.3,95.90000000000001,77,57.8,95.7,60,51.7,67.90000000000001
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,72.5,72.7,72.40000000000001,86.80000000000001,86.90000000000001,86.60000000000001,78.90000000000001,62.1,95,75,54.3,94.90000000000001,57.6,47.90000000000001,66.8
3_24_487_0,2011,Urban,3,India,24,Gujarat,487,Narmada,88.5,83,93.80000000000001,89.90000000000001,90.30000000000001,89.60000000000001,55.6,18.4,87.30000000000001,55.40000000000001,18.1,87.30000000000001,37.9,17.3,57.7
3_24_488_0,2011,Rural,3,India,24,Gujarat,488,Bharuch,74,79.90000000000001,68.2,88.2,88.2,88.10000000000001,68.10000000000001,41.40000000000001,98.40000000000001,66.40000000000001,38.2,98.40000000000001,49.40000000000001,30.1,67.5
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,74.2,76.7,71.90000000000001,88.5,88.5,88.40000000000001,60.1,31.5,88.2,59,29.3,88.2,45.7,24,65.8
3_24_488_0,2011,Urban,3,India,24,Gujarat,488,Bharuch,74.7,70.5,78.10000000000001,89,89.10000000000001,89,45.7,9.4,73,45.6,9.200000000000001,73,38.5,11.8,62.5
3_24_489_0,2011,Rural,3,India,24,Gujarat,489,The Dangs,63,64.60000000000001,61.3,81.30000000000001,81.7,81,75.90000000000001,60,92.10000000000001,75.90000000000001,60,92.10000000000001,67,66.2,67.7
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,63,64.60000000000001,61.3,82.2,82.5,81.80000000000001,75.90000000000001,60,92.10000000000001,75.90000000000001,60,92.10000000000001,63.1,60.3,65.90000000000001
3_24_489_0,2011,Urban,3,India,24,Gujarat,489,The Dangs,,,,88.80000000000001,89.40000000000001,88.2,,,,,,,33.6,16,52.1
3_24_490_0,2011,Rural,3,India,24,Gujarat,490,Navsari,72.2,71.7,72.8,90,90.10000000000001,89.80000000000001,47.40000000000001,26.5,73.60000000000001,47.40000000000001,26.5,73.60000000000001,52.8,37.3,68
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,76.2,76.7,75.7,89.80000000000001,90,89.60000000000001,49.2,28.6,72.40000000000001,49.2,28.6,72.40000000000001,49.5,31.4,67.10000000000001
3_24_490_0,2011,Urban,3,India,24,Gujarat,490,Navsari,86.2,92.10000000000001,81.40000000000001,89.60000000000001,89.80000000000001,89.30000000000001,53,33.7,70.3,53,33.7,70.3,42.3,17.4,65.2
3_24_491_0,2011,Rural,3,India,24,Gujarat,491,Valsad,67.5,58.8,75.60000000000001,86.7,86.90000000000001,86.5,61.1,24,87.7,61.1,24,87.7,53.2,39.6,66.40000000000001
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,74.2,62.6,82,87.40000000000001,87.30000000000001,87.40000000000001,67.3,19.6,91.7,67.3,19.6,91.60000000000001,49.90000000000001,31.8,66.60000000000001
3_24_491_0,2011,Urban,3,India,24,Gujarat,491,Valsad,85.30000000000001,73.90000000000001,89.60000000000001,88.5,88.2,88.7,75.5,9.1,95.7,75.3,9.1,95.5,44.40000000000001,17.7,66.8
3_24_492_0,2011,Rural,3,India,24,Gujarat,492,Surat,69.40000000000001,69.60000000000001,69.10000000000001,88.7,88.60000000000001,88.7,72.8,57.2,89.60000000000001,72.8,57.1,89.60000000000001,54.5,37.2,70.5
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,71.40000000000001,70.3,72.3,87.90000000000001,87.5,88.2,63.40000000000001,38.40000000000001,84.30000000000001,63.40000000000001,38.40000000000001,84.30000000000001,47.8,17.5,71.40000000000001
3_24_492_0,2011,Urban,3,India,24,Gujarat,492,Surat,72.5,70.7,73.8,87.7,87.2,88.10000000000001,58.40000000000001,26.2,82,58.40000000000001,26.1,82,46,11.9,71.60000000000001
3_24_493_0,2011,Rural,3,India,24,Gujarat,493,Tapi,69.40000000000001,69.60000000000001,69.10000000000001,89,89.30000000000001,88.7,72.8,57.2,89.60000000000001,72.8,57.1,89.60000000000001,65.10000000000001,58.90000000000001,71.3
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,71.40000000000001,70.3,72.3,89,89.30000000000001,88.7,63.40000000000001,38.40000000000001,84.30000000000001,63.40000000000001,38.40000000000001,84.30000000000001,62.8,55.3,70.40000000000001
3_24_493_0,2011,Urban,3,India,24,Gujarat,493,Tapi,72.5,70.7,73.8,88.60000000000001,88.90000000000001,88.40000000000001,58.40000000000001,26.2,82,58.40000000000001,26.1,82,42.2,21,62.5
3_25_494_0,2011,Rural,3,India,25,Daman & Diu,494,Diu,54.90000000000001,60.90000000000001,49.6,85.7,86.10000000000001,85.30000000000001,42.6,.1,89.30000000000001,42.6,.1,89.30000000000001,35.4,13.3,57.8
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,63.5,65.5,61,87.60000000000001,88.2,86.90000000000001,43.3,15.4,78.40000000000001,43.3,15.4,78.40000000000001,34.5,12.1,58
3_25_494_0,2011,Urban,3,India,25,Daman & Diu,494,Diu,70.5,68.60000000000001,73.40000000000001,89.80000000000001,90.60000000000001,88.90000000000001,43.7,24.2,70.60000000000001,43.7,24.2,70.60000000000001,33.6,10.8,58.3
3_25_495_0,2011,Rural,3,India,25,Daman & Diu,495,Daman,75.5,67.3,80.80000000000001,89.40000000000001,88.30000000000001,90.30000000000001,62.7,6.600000000000001,92.80000000000001,62.7,6.600000000000001,92.80000000000001,51.1,23,72
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,74.7,67.60000000000001,79.60000000000001,89.30000000000001,85.5,91.30000000000001,61.7,9.5,92.2,61.7,9.5,92.2,61.8,19.4,83
3_25_495_0,2011,Urban,3,India,25,Daman & Diu,495,Daman,71.5,68.3,74.3,89.30000000000001,84.7,91.5,57.7,18.6,89.30000000000001,57.7,18.6,89.30000000000001,64,18.4,84.90000000000001
3_26_496_0,2011,Rural,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,65.90000000000001,65.10000000000001,66.7,84.40000000000001,83.40000000000001,85.30000000000001,49.40000000000001,24.8,73.2,48.7,23.4,73.2,54.40000000000001,40,66.60000000000001
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,66.5,66.5,66.60000000000001,85.2,83.7,86.40000000000001,51.7,21.3,79.5,51.2,20.3,79.5,53.7,30.2,71.3
3_26_496_0,2011,Urban,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,67.3,68.3,66.40000000000001,86.10000000000001,84,87.5,54.5,16.9,86.7,54.3,16.3,86.7,52.8,17.5,76
3_27_497_0,2011,Rural,3,India,27,Maharashtra,497,Nandurbar,66.60000000000001,65.40000000000001,67.8,84.90000000000001,85.2,84.60000000000001,68.3,56.90000000000001,80.10000000000001,67.60000000000001,55.6,79.90000000000001,60.2,56.2,64.3
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,67.3,66,68.5,85.40000000000001,85.7,85.2,65,50.7,79.30000000000001,64.3,49.6,79.2,56.3,50,62.40000000000001
3_27_497_0,2011,Urban,3,India,27,Maharashtra,497,Nandurbar,71.2,69.8,72.5,88.10000000000001,88.2,88.10000000000001,46.5,14.7,75.3,46.5,14.7,75.3,37.3,18.5,54.1
