id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,wkp_15_t,wkp_15_f,wkp_15_m,wkp_7_t,wkp_7_f,wkp_7_m,lfp_15_u_t,lfp_15_u_f,lfp_15_u_m,lfp_15_w_t,lfp_15_w_f,lfp_15_w_m,emp_7_t,emp_7_f,emp_7_m
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,77,78.10000000000001,75.8,84.2,84.2,84.30000000000001,44.2,8.5,83.40000000000001,43.7,8.5,82.40000000000001,41.1,19.1,62.40000000000001
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,77.90000000000001,76.2,79.80000000000001,89.90000000000001,90,89.7,41.2,3.8,82.10000000000001,41.2,3.8,82.10000000000001,37.8,12.9,61.8
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,73.7,71.8,75.7,84.5,84.5,84.5,47.2,12,80.80000000000001,45.3,8,80.80000000000001,48.2,34.1,61.90000000000001
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,73.8,71.60000000000001,76.10000000000001,84.80000000000001,84.80000000000001,84.80000000000001,47.2,12,80.40000000000001,45.3,8.1,80.40000000000001,47.40000000000001,32.4,62
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,76.40000000000001,66.5,85.90000000000001,88.60000000000001,88.60000000000001,88.5,45.90000000000001,13.8,70.2,45.90000000000001,13.8,70.2,38,11.6,63.6
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,67.10000000000001,64.60000000000001,69.5,86.40000000000001,86.30000000000001,86.60000000000001,44.8,5.9,79.90000000000001,44.5,5.300000000000001,79.90000000000001,48.2,32.1,63.40000000000001
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,67.7,65.3,70,86.80000000000001,86.7,86.90000000000001,45,6.800000000000001,79.5,44.7,6.300000000000001,79.5,47.7,31.3,63.3
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,79.5,79.60000000000001,79.40000000000001,90.7,90.80000000000001,90.60000000000001,48.8,22.3,73.40000000000001,48.6,22,73.40000000000001,43.5,24.3,62.2
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,73.60000000000001,76.2,71.10000000000001,87.40000000000001,87.2,87.60000000000001,45.2,12.1,78.60000000000001,45.1,11.9,78.60000000000001,46.3,26.9,64.7
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,75.40000000000001,80.90000000000001,70.5,90,89.90000000000001,90,44,13,76,44,12.9,76,43.5,21.1,64.40000000000001
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,76.2,83,70.2,90.5,90.5,90.60000000000001,43.5,13.3,74.90000000000001,43.5,13.3,74.90000000000001,42.90000000000001,20,64.40000000000001
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,77.40000000000001,80.2,74.60000000000001,87.30000000000001,87.10000000000001,87.40000000000001,40.40000000000001,11.1,72.60000000000001,40.40000000000001,11.1,72.60000000000001,40,18.1,60.7
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,77.5,80,74.90000000000001,87.60000000000001,87.5,87.80000000000001,40.90000000000001,11.2,73,40.90000000000001,11.2,73,39.6,17.5,60.5
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,79,74.90000000000001,82.90000000000001,90.80000000000001,90.80000000000001,90.90000000000001,51.3,15.5,81.40000000000001,51.3,15.5,81.40000000000001,36.1,12.4,58.7
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,66.7,60.7,73.2,87.10000000000001,87.10000000000001,87,54.3,22.3,82.60000000000001,47.90000000000001,9.600000000000001,81.7,49.3,34.5,63.6
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,66.7,60.7,73.2,87.10000000000001,87.10000000000001,87,54.3,22.3,82.60000000000001,47.90000000000001,9.600000000000001,81.7,49.2,34.3,63.7
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,,,,87.40000000000001,87.40000000000001,87.5,,,,,,,42,16.9,65.60000000000001
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,76.3,82.10000000000001,71.7,82.7,82.60000000000001,82.80000000000001,49,15.8,79.40000000000001,48.5,14.6,79.40000000000001,42.3,21.3,62.3
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,76.10000000000001,81.90000000000001,71.40000000000001,83.2,83,83.30000000000001,49.1,15.7,79.5,48.5,14.6,79.5,42.1,20.7,62.40000000000001
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,70.7,78.90000000000001,64.7,90.10000000000001,90.10000000000001,90.10000000000001,49.5,14.6,80.90000000000001,49.5,14.6,80.90000000000001,39.40000000000001,12.8,64
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,69.7,69.7,69.8,86.2,86.2,86.2,55,23.3,88.80000000000001,51.2,18.1,86.40000000000001,48.40000000000001,33.1,63.3
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,70,69.8,70.2,86.40000000000001,86.40000000000001,86.40000000000001,54.8,22.9,88.60000000000001,51.2,17.9,86.40000000000001,48,32.3,63.3
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,75.60000000000001,72.40000000000001,78.7,90.40000000000001,90.2,90.5,51.2,14.5,85.30000000000001,51.2,14.5,85.30000000000001,40.40000000000001,15.2,64.5
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,80.80000000000001,84.5,76.7,88.7,88.7,88.60000000000001,49.8,18.9,88,49.8,18.9,88,43.2,29.3,56.7
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,80.2,83,77.5,89.5,89.60000000000001,89.40000000000001,50,19.1,83,49.5,18.8,82.30000000000001,41.3,25,57.2
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,79.2,79.90000000000001,78.60000000000001,90.90000000000001,91.10000000000001,90.7,50.3,19.6,75.8,49,18.6,74.2,38.6,18.6,57.90000000000001
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,75.40000000000001,76.7,74.3,87.5,87.5,87.5,53.8,22.6,82.7,53,20.9,82.7,45.6,28.6,61.90000000000001
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,75.10000000000001,75.90000000000001,74.3,88.10000000000001,88.10000000000001,88.10000000000001,52.5,21,82,51.8,19.5,82,44.40000000000001,25.3,62.5
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,72.2,70.40000000000001,74.10000000000001,89.60000000000001,89.5,89.60000000000001,41.5,8.9,75.5,41.5,8.9,75.5,41.1,16.7,64
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,67.2,67.7,66.8,87.40000000000001,87.30000000000001,87.40000000000001,56.6,24,88.40000000000001,55.40000000000001,21.7,88.40000000000001,46.40000000000001,24.5,66.8
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,68.60000000000001,69.2,68,87.80000000000001,87.7,87.80000000000001,56.1,23.4,88.10000000000001,55,21.2,88.10000000000001,45.6,23.6,66.3
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,83.7,86.60000000000001,81,91.2,91.40000000000001,91,51.7,17.9,85,51,16.6,85,39.1,15.5,62.2
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,61.7,60.1,63.5,83.30000000000001,83.2,83.40000000000001,48.3,20.3,77.90000000000001,46.2,17.8,76.3,43.40000000000001,23.9,61.7
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,63,61.6,64.7,83.90000000000001,83.7,84,48.40000000000001,20.5,78,46.5,18.1,76.60000000000001,42.7,22.6,61.40000000000001
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,78.5,79,78,88.2,87.90000000000001,88.40000000000001,49.40000000000001,22.1,79.10000000000001,49,21.4,79.10000000000001,37.5,14.1,59
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,76.5,79.90000000000001,73,88.2,88.2,88.30000000000001,58.3,24.9,94.90000000000001,53.40000000000001,19.8,90.10000000000001,48.3,29.4,66.2
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,77.30000000000001,80.7,74,88.80000000000001,88.80000000000001,88.80000000000001,56.8,25.2,91,51.90000000000001,19.9,86.40000000000001,47.2,28,65.60000000000001
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,84.40000000000001,86.80000000000001,82.10000000000001,92.10000000000001,92.2,92,45.1,27.1,62.8,40.40000000000001,21.2,59.3,41.1,19.6,62.1
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,63.8,65.10000000000001,62.5,84.60000000000001,84.5,84.7,64,39.90000000000001,88.30000000000001,61.1,35.4,86.80000000000001,45.7,28,62.5
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,65,66.2,63.8,84.7,84.7,84.80000000000001,63,38.6,87.5,60.2,34.6,86.10000000000001,45.5,27.5,62.5
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,77.90000000000001,78,77.80000000000001,85.5,85.80000000000001,85.30000000000001,53.6,27.3,80.40000000000001,53,26.6,79.80000000000001,44.1,24.3,62.2
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,68.10000000000001,70.40000000000001,66,85.7,85.60000000000001,85.80000000000001,62.5,39.1,85.60000000000001,60.5,38.3,82.40000000000001,41.1,16.6,64.40000000000001
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,68.3,70,66.7,85.7,85.7,85.80000000000001,62.3,39.40000000000001,84.7,60.5,38.8,81.80000000000001,42.5,20.3,63.8
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,69.90000000000001,67.5,72.40000000000001,85.7,85.7,85.7,60.3,42,77.90000000000001,60.2,42,77.7,48.5,35.3,61.40000000000001
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,66.5,66.3,66.7,86.90000000000001,86.80000000000001,86.90000000000001,59.40000000000001,28.8,88.10000000000001,58.6,27.5,87.80000000000001,44.1,20.7,66.40000000000001
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,67.3,67.40000000000001,67.2,87.2,87.2,87.2,58.40000000000001,27.8,87.60000000000001,57.7,26.6,87.40000000000001,43.6,20.2,65.90000000000001
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,77.80000000000001,82.30000000000001,73.3,89.5,89.7,89.30000000000001,47.40000000000001,16.5,81.5,47.40000000000001,16.5,81.5,40.6,17.5,62.90000000000001
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,70.40000000000001,69.2,71.60000000000001,89,88.90000000000001,89,55.7,24,88,54.7,22,88,45.3,21.4,68
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,71.90000000000001,71.40000000000001,72.40000000000001,89.2,89.2,89.30000000000001,52.90000000000001,20.6,84.5,52,18.9,84.5,42.3,18.5,64.8
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,75.90000000000001,78,74.2,89.60000000000001,89.60000000000001,89.60000000000001,46,11.8,76.5,45.40000000000001,10.7,76.40000000000001,37.8,14,59.90000000000001
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,78.2,79.60000000000001,77,89.10000000000001,89,89.2,53.2,24,80.90000000000001,52.8,23.1,80.90000000000001,38.8,10.5,65.40000000000001
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,78,79.2,76.80000000000001,89.80000000000001,89.80000000000001,89.90000000000001,54.90000000000001,27.9,81,54.5,27.3,80.90000000000001,39.7,12.8,65.10000000000001
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,76.90000000000001,77.60000000000001,76.10000000000001,91.7,91.80000000000001,91.7,62.3,43.90000000000001,81.40000000000001,62.3,44.3,81.10000000000001,41.8,18.4,64.40000000000001
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,72.40000000000001,74.8,70.40000000000001,88.5,88.40000000000001,88.60000000000001,56.90000000000001,28.6,83.7,52.7,22.8,81.10000000000001,41.2,14.4,66.40000000000001
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,78.2,79.60000000000001,77,90.40000000000001,90.40000000000001,90.40000000000001,54.2,26.3,80.30000000000001,51.8,22.8,79.10000000000001,39.5,14.2,63.6
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,83.80000000000001,84.2,83.40000000000001,91.90000000000001,91.90000000000001,91.80000000000001,52,24.4,77.60000000000001,51.1,22.7,77.5,38.2,14,61.6
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,74.7,74.7,74.60000000000001,89.7,89.80000000000001,89.7,56.6,27.7,85.60000000000001,52.40000000000001,22.6,82.2,45.1,19.8,69.7
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,75.40000000000001,75.8,74.90000000000001,90.30000000000001,90.40000000000001,90.30000000000001,54.2,26,82.60000000000001,51.3,22.6,80.2,43.2,18,67.40000000000001
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,76.7,77.90000000000001,75.5,91.30000000000001,91.30000000000001,91.30000000000001,49.6,22.8,76.80000000000001,49.2,22.5,76.3,40.1,15.1,63.90000000000001
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,73.5,75.2,71.8,88.10000000000001,88.2,88.10000000000001,51.5,18.4,84.40000000000001,49.90000000000001,15.2,84.40000000000001,46.7,27.6,65
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,74.10000000000001,75.60000000000001,72.8,88.40000000000001,88.40000000000001,88.30000000000001,50.8,18.1,82.80000000000001,49.3,15.1,82.80000000000001,46.1,26.7,64.7
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,83.40000000000001,80.2,86.30000000000001,91,91,91,41.1,13.7,63.8,41.1,13.7,63.8,40.1,17.9,61.5
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,73.60000000000001,74,73.2,85.7,85.80000000000001,85.7,54.1,12.5,84.5,53.6,12.5,83.60000000000001,51.6,39.6,63.1
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,74.10000000000001,74.60000000000001,73.8,86,86,86,53.3,12,84.2,52.8,12,83.40000000000001,49.6,36.4,62.3
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,80.10000000000001,79.40000000000001,80.80000000000001,87.90000000000001,87.90000000000001,87.90000000000001,45.6,8.1,81.60000000000001,45.6,8.1,81.60000000000001,36.3,14.3,57
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,71.2,73.90000000000001,68.8,88.40000000000001,88.40000000000001,88.5,48.8,18.4,77.30000000000001,48.1,18.1,76.2,42.7,15.4,68.60000000000001
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,76.80000000000001,78.5,75.2,89.2,89.10000000000001,89.30000000000001,50.3,17.3,81.30000000000001,49.7,17,80.60000000000001,42.1,15.4,67.10000000000001
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,82.30000000000001,82.90000000000001,81.7,89.7,89.5,89.80000000000001,51.5,16.4,84.7,51.1,16,84.30000000000001,41.7,15.3,66.2
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,,,,,,,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,79.5,81.40000000000001,78,92.5,92.30000000000001,92.60000000000001,53.1,24.6,76.60000000000001,52,22.9,76,43.2,19.4,64.8
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,79.5,81.40000000000001,78,92.5,92.30000000000001,92.60000000000001,53.1,24.6,76.60000000000001,52,22.9,76,43.2,19.4,64.8
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,69.8,70.2,69.5,86.7,86.60000000000001,86.80000000000001,56.1,28.8,83.7,53.6,27,80.60000000000001,41.90000000000001,17.9,64.60000000000001
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,70.90000000000001,71.40000000000001,70.5,87.40000000000001,87.40000000000001,87.5,55.1,27.1,83.10000000000001,53,25.5,80.60000000000001,41.5,17.4,64.5
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,76.3,77.5,75.2,89.5,89.5,89.5,50.7,18.7,80.7,50.3,18.2,80.40000000000001,40.7,16.1,64.3
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,73.60000000000001,74.40000000000001,72.8,88.10000000000001,88.10000000000001,88.10000000000001,51.5,21.9,83.7,48.3,16.5,83,49.40000000000001,31.2,66.90000000000001
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,72.8,74.3,71.10000000000001,88.40000000000001,88.40000000000001,88.40000000000001,51.5,22.1,84.10000000000001,48.5,17.2,83.30000000000001,48,29.3,66.10000000000001
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,67.7,73.7,61.40000000000001,90.60000000000001,90.60000000000001,90.60000000000001,51.7,22.8,87.5,50.1,21.6,85.5,38.40000000000001,16,60.2
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,67.90000000000001,65.3,70.90000000000001,88.40000000000001,88.30000000000001,88.40000000000001,56.90000000000001,26.7,89.2,51.90000000000001,20.4,85.40000000000001,43.1,19,65.8
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,69.10000000000001,66.60000000000001,72,88.5,88.40000000000001,88.5,55.6,27.3,85.2,50.90000000000001,21.2,81.90000000000001,42.40000000000001,18.1,65.10000000000001
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,82.2,82.7,81.80000000000001,89.30000000000001,89.10000000000001,89.5,44.3,33,54,42.5,29.3,53.8,36.7,11.5,60.2
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,74.90000000000001,69.10000000000001,79.90000000000001,77.80000000000001,77.60000000000001,78.10000000000001,37,6.300000000000001,59.6,35.6,3.2,59.40000000000001,32.9,12.4,50.3
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,75,69.2,80,78.30000000000001,77.7,78.80000000000001,37.3,6.9,59.7,35.8,3.9,59.40000000000001,33.6,12.4,51.1
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,77.40000000000001,72.5,82.5,81.7,78.90000000000001,83.60000000000001,46.90000000000001,32,60.6,46.90000000000001,32,60.6,38.7,12.4,55.7
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,72.3,74.5,70.10000000000001,85.60000000000001,85.7,85.40000000000001,63.7,46.1,82.2,51.5,26.6,77.80000000000001,37.4,17.3,56.3
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,75.3,75.90000000000001,74.7,87.2,87.5,87,52,24.8,78.40000000000001,48,18.3,76.80000000000001,37.8,14.5,58.8
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,76.2,76.3,76.10000000000001,87.2,87.5,87,48.6,18.4,77.30000000000001,47,15.8,76.60000000000001,37.8,14.4,58.90000000000001
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,72.3,74.5,70.10000000000001,83.10000000000001,83.10000000000001,83.10000000000001,63.7,46.1,82.2,51.5,26.6,77.80000000000001,40.6,23.1,55.90000000000001
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,75.3,75.90000000000001,74.7,83,83.10000000000001,82.90000000000001,52,24.8,78.40000000000001,48,18.3,76.80000000000001,40.90000000000001,23.9,55.7
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,76.2,76.3,76.10000000000001,82.5,83.40000000000001,81.7,48.6,18.4,77.30000000000001,47,15.8,76.60000000000001,42.2,28.3,54.8
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,78.90000000000001,77.40000000000001,80.40000000000001,82.60000000000001,83.7,81.5,41.6,12.4,69,38.40000000000001,6.4,68.40000000000001,39.8,22.5,56.3
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,78.60000000000001,77.10000000000001,80,82.60000000000001,83.5,81.80000000000001,41.90000000000001,12.8,69.3,38.40000000000001,6.100000000000001,68.8,40.7,22.4,57.7
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,73.8,73.10000000000001,74.5,82.90000000000001,82.10000000000001,83.5,46.3,18.5,73.7,38.1,2,73.7,46.3,21.8,65.2
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,78.90000000000001,77.40000000000001,80.40000000000001,84.2,84.90000000000001,83.5,41.6,12.4,69,38.40000000000001,6.4,68.40000000000001,38.5,21.7,54.90000000000001
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,78.60000000000001,77.10000000000001,80,84.40000000000001,85,83.80000000000001,41.90000000000001,12.8,69.3,38.40000000000001,6.100000000000001,68.8,39,21.6,55.90000000000001
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,73.8,73.10000000000001,74.5,87.40000000000001,87,87.7,46.3,18.5,73.7,38.1,2,73.7,47.5,18.6,69.2
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,72.60000000000001,70.5,74.7,79.7,80.80000000000001,78.7,42.7,11.4,71.3,38.6,2.9,71.10000000000001,46.6,38.6,54.40000000000001
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,72.7,70.8,74.60000000000001,80.7,81.60000000000001,79.80000000000001,42,10.4,71.10000000000001,38.3,2.8,70.90000000000001,44.8,34.4,54.7
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,73.40000000000001,72.7,74,83.30000000000001,83.90000000000001,82.80000000000001,38,4.7,69.90000000000001,36.4,2,69.3,39.8,22.8,55.2
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,72.60000000000001,70.5,74.7,82.60000000000001,83.30000000000001,81.90000000000001,42.7,11.4,71.3,38.6,2.9,71.10000000000001,44.7,32.5,56.6
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,72.7,70.8,74.60000000000001,83.2,83.80000000000001,82.60000000000001,42,10.4,71.10000000000001,38.3,2.8,70.90000000000001,45.3,33.3,56.90000000000001
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,73.40000000000001,72.7,74,85.40000000000001,85.7,85.2,38,4.7,69.90000000000001,36.4,2,69.3,48,36.7,58.40000000000001
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,66.7,65.40000000000001,68,82.2,82.10000000000001,82.30000000000001,73.7,59.8,86,64.40000000000001,45.5,81.30000000000001,45.7,32.9,57.5
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,66.7,65.2,68.10000000000001,82.60000000000001,82.5,82.7,71.2,56.8,83.90000000000001,62.7,43.6,79.60000000000001,44.90000000000001,31.4,57.2
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,66.7,63.40000000000001,69.40000000000001,87.7,87.40000000000001,87.90000000000001,40.2,14.8,59.3,41.2,17.2,59.3,36.1,13.3,54.1
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,66.7,65.40000000000001,68,80.2,80,80.40000000000001,73.7,59.8,86,64.40000000000001,45.5,81.30000000000001,38,17.7,56.40000000000001
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,66.7,65.2,68.10000000000001,80.60000000000001,80.30000000000001,80.80000000000001,71.2,56.8,83.90000000000001,62.7,43.6,79.60000000000001,38.1,17.3,56.8
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,66.7,63.40000000000001,69.40000000000001,89.2,88.40000000000001,89.7,40.2,14.8,59.3,41.2,17.2,59.3,41.3,8.700000000000001,64.90000000000001
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,66.7,65.40000000000001,68,82.5,82.5,82.5,73.7,59.8,86,64.40000000000001,45.5,81.30000000000001,43.90000000000001,29.7,57
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,66.7,65.2,68.10000000000001,82.90000000000001,82.90000000000001,83,71.2,56.8,83.90000000000001,62.7,43.6,79.60000000000001,43.40000000000001,28.6,57
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,66.7,63.40000000000001,69.40000000000001,89.10000000000001,88.7,89.40000000000001,40.2,14.8,59.3,41.2,17.2,59.3,36.8,12.5,56.6
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,69.5,72.10000000000001,67.2,83.60000000000001,83.80000000000001,83.40000000000001,73.40000000000001,54,91.5,67,43.3,89.30000000000001,52.8,41.1,63.7
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,69.90000000000001,71.8,68.10000000000001,84.80000000000001,84.7,84.90000000000001,70.40000000000001,50,89.30000000000001,64.8,40.40000000000001,87.40000000000001,51.8,36.5,65
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,71.90000000000001,70.2,73.40000000000001,89.80000000000001,88.7,90.5,54.2,26,77.7,52.6,23.5,77,47.7,15.9,69.40000000000001
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,74.2,74.10000000000001,74.3,78.60000000000001,79.60000000000001,77.60000000000001,60.6,50.7,70.5,56.5,43.6,69.3,35.3,19,50.5
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,73.90000000000001,73.90000000000001,73.90000000000001,79.40000000000001,80.2,78.7,59.8,48.6,70.90000000000001,55.8,41.8,69.8,35.9,18.3,51.90000000000001
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,69.5,71.40000000000001,67.5,85.10000000000001,84.7,85.40000000000001,44.90000000000001,15.4,78.7,43.7,13.3,78.7,39.7,13.9,60
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,69.5,72.10000000000001,67.2,81.7,81.5,82,73.40000000000001,54,91.5,67,43.3,89.30000000000001,56.90000000000001,48.40000000000001,64.60000000000001
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,69.90000000000001,71.8,68.10000000000001,82.30000000000001,82,82.5,70.40000000000001,50,89.30000000000001,64.8,40.40000000000001,87.40000000000001,55.90000000000001,46.1,64.60000000000001
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,71.90000000000001,70.2,73.40000000000001,87.80000000000001,87.10000000000001,88.40000000000001,54.2,26,77.7,52.6,23.5,77,46,22.2,64.7
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,71.60000000000001,72.3,71,87.7,88.7,86.80000000000001,66.10000000000001,45.7,85.90000000000001,61.2,38.7,83.2,35.3,12.8,56.1
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,74.8,74.90000000000001,74.7,89.10000000000001,89.60000000000001,88.5,59.5,36.7,80.7,56.2,31.9,78.7,37.3,14.2,57.90000000000001
