id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,phc,shc,inst_bth,drrh,dpt,full_imm
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,,,10.6,64.10000000000001,40.8,35.8
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,,,,,,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,.5,,4.2,48.6,40.40000000000001,34.9
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,,,5.9,50.7,41.5,35
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,,,,,,
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,.5,,9,60.7,51.3,45.5
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,,,10.8,63.40000000000001,52.90000000000001,47.2
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,,,,,,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,.2,,25.6,37.5,65,50.8
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,,,35.4,43.8,55.3,46.8
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,,,,,,
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,.3,.01,20.1,59.5,76.7,57.5
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,,,31.9,67.40000000000001,78.2,57.1
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,,,,,,
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,1,,17.8,51.1,84,79.7
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,,,20.9,51,85.60000000000001,81.5
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,,,,,,
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,.3,,29.7,60,92.7,87.80000000000001
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,,,49.1,49.40000000000001,88.60000000000001,82.60000000000001
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,,,,,,
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,.3,,17,76.2,58,49.2
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,,,18,76.5,60.2,51.2
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,,,,,,
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,.6000000000000001,,9,58,83.40000000000001,77.2
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,,,11.4,57.90000000000001,83.80000000000001,77.7
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,,,,,,
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,.3,.01,20.7,54.3,79.80000000000001,75.60000000000001
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,,,25.9,52.5,78.5,74.3
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,,,,,,
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,.3,.01,20.7,54.3,79.80000000000001,75.60000000000001
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,,,25.9,52.5,78.5,74.3
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,,,,,,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,.4,,7.300000000000001,44.7,59.40000000000001,53
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,,,9.200000000000001,47.8,61.1,54.90000000000001
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,,,,,,
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,.6000000000000001,,15.5,55.3,50.8,36.5
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,,,17.8,55,53.40000000000001,39.40000000000001
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,,,,,,
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,.3,.01,14.4,46.90000000000001,82,75.40000000000001
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,,,27.5,50.90000000000001,79.90000000000001,69
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,,,,,,
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,.3,.01,14.4,46.90000000000001,82,75.40000000000001
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,,,27.5,50.90000000000001,79.90000000000001,69
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,,,,,,
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,.5,.02,9.200000000000001,38.2,74.5,66.3
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,,,10.2,38,75.5,67.3
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,,,,,,
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,.8,.02,6.800000000000001,41.6,73,58.90000000000001
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,,,10.1,41,73.60000000000001,59.6
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,,,,,,
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,.4,,16.1,20.6,63.6,57.6
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,,,21.9,18.9,66.3,60.8
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,,,,,,
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,.6000000000000001,,20.8,60,88.7,79.40000000000001
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,,,24.4,56.1,89.5,82
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,,,,,,
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,.4,.05,42.3,97.10000000000001,88.2,68.10000000000001
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,,,43.7,97.30000000000001,89.10000000000001,69.40000000000001
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,,,,,,
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,.9,.09,57.8,100,86.5,84.60000000000001
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,,,64.90000000000001,99.10000000000001,86.60000000000001,83.30000000000001
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,,,,,,
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,.5,.14,45.3,98.30000000000001,81,69
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,,,56.6,98.5,82.40000000000001,71.3
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,,,,,,
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,1.7,.07,40.40000000000001,90.40000000000001,56.6,53
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,,,44.5,91.10000000000001,59.7,56
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,,,,,,
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,.3,.08,34,95.10000000000001,75,65
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,,,45.3,97,74,64
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,,,,,,
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,.3,.08,33.9,89.90000000000001,72.2,55.7
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,,,34.3,90.90000000000001,74.7,58
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,,,,,,
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,.3,.06,40.7,96.7,79.7,61.7
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,,,43.1,97,80.60000000000001,63.5
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,,,,,,
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,.3,.04,49.7,98.10000000000001,87,81.10000000000001
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,,,52.6,98.10000000000001,88.60000000000001,82.80000000000001
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,,,,,,
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,.5,.05,41.8,98.90000000000001,83.2,72.60000000000001
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,,,42.7,99.10000000000001,84,73.60000000000001
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,,,,,,
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,.4,.07,45.3,96.80000000000001,93.60000000000001,83
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,,,46.90000000000001,96.90000000000001,93.80000000000001,82.7
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,,,,,,
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,.6000000000000001,.04,80.30000000000001,98.10000000000001,88.90000000000001,87.30000000000001
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,,,79.7,98.30000000000001,85.7,84.5
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,,,,,,
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,.3,.06,65,98.10000000000001,81.10000000000001,67.90000000000001
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,,,68.3,98.2,82.7,71.7
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,,,,,,
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,.4,.06,61.8,97.7,90.2,82.40000000000001
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,,,61.6,97.40000000000001,89.90000000000001,82.40000000000001
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,,,,,,
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,.5,.07,44.2,94.10000000000001,71.8,57.6
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,,,46.90000000000001,94.30000000000001,74.3,60.90000000000001
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,,,,,,
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,.4,.05,36.5,96.5,71.8,60
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,,,40.7,97.10000000000001,73.3,62.8
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,,,,,,
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,.7000000000000001,.08,42.6,96.40000000000001,66.7,51.2
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,,,44.1,96.40000000000001,66.90000000000001,51.8
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,,,,,,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,.3,.06,63.8,95.30000000000001,83.7,73.8
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,,,70.8,95.80000000000001,77.90000000000001,72
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,,,,,,
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,.3,.09,61.2,95.60000000000001,79.40000000000001,70.60000000000001
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,,,63.6,96,81.30000000000001,70.90000000000001
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,,,,,,
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,.2,.06,51.3,83,62.8,46.8
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,,,55.40000000000001,83.2,61.2,47.2
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,,,,,,
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,1.3,.14,16.8,75,52.3,43.2
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,,,19.7,75.2,52.8,44.40000000000001
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,,,,,,
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,.8,.11,24,96.60000000000001,68.2,55.7
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,,,25.3,96.5,69.5,57.6
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,,,,,,
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,.7000000000000001,.02,28.2,91.40000000000001,66,55.2
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,,,28.8,91.2,66.2,55.2
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,,,,,,
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,.7000000000000001,.07,39.8,96.7,86.80000000000001,82.2
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,,,40.90000000000001,96.7,86.90000000000001,82.60000000000001
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,,,,,,
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,.3,.05,50,92.90000000000001,71.40000000000001,50
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,,,51.7,91.90000000000001,73.8,53.3
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,,,,,,
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,.8,.05,27.9,85.5,72.7,52.7
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,,,28.8,86.80000000000001,74,52.6
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,,,,,,
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,.2,.05,25.4,87.5,50.8,43.8
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,,,27.5,85.40000000000001,50.8,43.5
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,,,,,,
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,.7000000000000001,.1,14.2,86.10000000000001,40.6,26.7
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,,,18.3,87.5,45.1,29.6
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,,,,,,
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,.6000000000000001,.05,14.4,92.10000000000001,56.2,31.5
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,,,15.9,92.7,56.5,31.1
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,,,,,,
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,.4,.08,11.5,94.40000000000001,79.60000000000001,57.40000000000001
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,,,18.9,95.10000000000001,80.7,60.3
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,,,,,,
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,.9,.07,14.3,98.30000000000001,47.5,37.3
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,,,14.8,98.30000000000001,48.8,38.3
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,,,,,,
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,.9,.11,7.800000000000001,66.7,62.3,50.90000000000001
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,,,18.1,66.60000000000001,66,54
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,,,,,,
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,.3,.09,15.5,72.2,50.7,39.90000000000001
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,,,16.6,72.2,52.8,42.2
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,,,,,,
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,.7000000000000001,.1,14,53.3,65.3,49.6
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,,,15.1,53.8,65.7,50.40000000000001
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,,,,,,
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,.5,.07,19.9,72.7,63.1,54.7
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,,,25.2,69.10000000000001,65.3,57.5
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,,,,,,
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,.6000000000000001,.05,9.200000000000001,86.7,58,39.8
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,,,18.2,85.30000000000001,61.7,45.90000000000001
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,,,,,,
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,.3,.06,17.2,72,74.7,47
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,,,18.5,69.8,76,50
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,,,,,,
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,.2,.06,8.4,55.6,65.40000000000001,61.7
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,,,13.7,59.3,68.3,62.3
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,,,,,,
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,.8,.05,6.600000000000001,47.40000000000001,69.90000000000001,57.2
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,,,8.200000000000001,48.2,71,59.40000000000001
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,,,,,,
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,.5,.07,10.8,66.7,77.80000000000001,63.3
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,,,15.4,80.2,77.2,65.10000000000001
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,,,,,,
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,.2,.06,10.6,68.2,77.30000000000001,68.2
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,,,19.9,69.90000000000001,82.2,71
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,,,,,,
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,.2,.05,13.2,94.10000000000001,69.10000000000001,47.40000000000001
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,,,22.7,96.80000000000001,72.40000000000001,53.7
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,,,,,,
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,.6000000000000001,.04,22.7,76.5,89,76.80000000000001
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,,,28.6,81.60000000000001,85.5,75.8
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,,,,,,
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,.8,.06,19,66.7,76.10000000000001,62.40000000000001
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,,,24.5,72.7,78.2,66.40000000000001
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,,,,,,
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,.8,.12,11.2,66.7,78.90000000000001,73.7
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,,,11.8,67.2,78.90000000000001,74.2
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,,,,,,
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,.4,.08,14,32,68.7,61.8
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,,,17.9,40,70.2,61.8
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,,,,,,
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,.4,.08,14,32,68.7,61.8
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,,,17.9,40,70.2,61.8
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,,,,,,
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,1,.21,15,33.3,69,65.7
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,,,18.7,32.2,69.60000000000001,66.7
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,,,,,,
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,.4,.03,52.5,61.90000000000001,64.2,44.8
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,,,61.5,65.3,68.2,50.5
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,,,,,,
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,.6000000000000001,.05,34.4,58.40000000000001,40.40000000000001,26.6
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,,,41.40000000000001,55.90000000000001,39.3,27.1
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,,,,,,
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,.3,.05,53.8,61.2,42.40000000000001,34.1
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,,,59.2,66.2,45.5,38.6
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,,,,,,
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,.3,.05,47.7,61.1,55.2,42.1
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,,,51.7,70,52.2,38.5
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,,,,,,
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,.3,.07,54.2,59.40000000000001,50,44.7
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,,,65.5,67.5,54.2,43.8
3_23_421_0,2011,Urban,3,India,23,Madhya Pradesh,421,Gwalior,,,,,,
3_23_422_0,2011,Rural,3,India,23,Madhya Pradesh,422,Datia,.7000000000000001,.03,42,66.10000000000001,29,11.2
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,,,45.3,60.3,34.5,17.5
3_23_422_0,2011,Urban,3,India,23,Madhya Pradesh,422,Datia,,,,,,
3_23_423_0,2011,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,.2,.04,39.1,69.10000000000001,22.6,15.7
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,,,44.40000000000001,68.7,24.8,18.2
3_23_423_0,2011,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,,,,,,
3_23_424_0,2011,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,.4,.05,51.1,65,18.5,12.1
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,,,51.6,66.40000000000001,22.1,12.5
3_23_424_0,2011,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,,,,,,
3_23_425_0,2011,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,.3,.04,43.1,62.3,29,20.7
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,,,50.5,69.10000000000001,33.1,24.8
3_23_425_0,2011,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,,,,,,
3_23_426_0,2011,Rural,3,India,23,Madhya Pradesh,426,Panna,.5,.06,35.1,41.7,35.9,21.2
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,,,38.40000000000001,48.2,38.1,22.2
3_23_426_0,2011,Urban,3,India,23,Madhya Pradesh,426,Panna,,,,,,
3_23_427_0,2011,Rural,3,India,23,Madhya Pradesh,427,Sagar,.3,.05,38,38.8,39.1,26.1
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,,,46.90000000000001,48.2,43.40000000000001,32.3
3_23_427_0,2011,Urban,3,India,23,Madhya Pradesh,427,Sagar,,,,,,
3_23_428_0,2011,Rural,3,India,23,Madhya Pradesh,428,Damoh,.4,.06,24.3,55.8,24.1,13
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,,,31.4,64.7,29.7,17.8
3_23_428_0,2011,Urban,3,India,23,Madhya Pradesh,428,Damoh,,,,,,
3_23_429_0,2011,Rural,3,India,23,Madhya Pradesh,429,Satna,.3,.03,39.1,58.1,41,26.7
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,,,42.40000000000001,57.7,42.1,25.6
3_23_429_0,2011,Urban,3,India,23,Madhya Pradesh,429,Satna,,,,,,
3_23_430_0,2011,Rural,3,India,23,Madhya Pradesh,430,Rewa,.3,.05,44.8,58.5,41.7,33.6
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,,,46,55.3,44.1,35.9
3_23_430_0,2011,Urban,3,India,23,Madhya Pradesh,430,Rewa,,,,,,
3_23_431_0,2011,Rural,3,India,23,Madhya Pradesh,431,Umaria,.7000000000000001,.06,32.1,47.40000000000001,23.4,10.2
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,,,34.7,48.8,26,13
3_23_431_0,2011,Urban,3,India,23,Madhya Pradesh,431,Umaria,,,,,,
3_23_432_0,2011,Rural,3,India,23,Madhya Pradesh,432,Neemuch,.7000000000000001,.05,46.1,69,78.90000000000001,57.90000000000001
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,,,54,75.5,70.2,54.40000000000001
3_23_432_0,2011,Urban,3,India,23,Madhya Pradesh,432,Neemuch,,,,,,
3_23_433_0,2011,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,.4,.03,47.7,79.30000000000001,50,28.6
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,,,52.6,80,59.7,36.8
3_23_433_0,2011,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,,,,,,
3_23_434_0,2011,Rural,3,India,23,Madhya Pradesh,434,Ratlam,.3,.05,56.2,78.90000000000001,58.90000000000001,46.40000000000001
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,,,59.90000000000001,84.40000000000001,65.3,54.2
3_23_434_0,2011,Urban,3,India,23,Madhya Pradesh,434,Ratlam,,,,,,
3_23_435_0,2011,Rural,3,India,23,Madhya Pradesh,435,Ujjain,.3,.02,56.7,72.7,86.40000000000001,61.40000000000001
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,,,68.3,73.3,86.60000000000001,67.2
3_23_435_0,2011,Urban,3,India,23,Madhya Pradesh,435,Ujjain,,,,,,
3_23_436_0,2011,Rural,3,India,23,Madhya Pradesh,436,Shajapur,.3,.06,66,42,57.40000000000001,50
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,,,69.8,48.5,60.5,51.3
