id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,phc,shc,inst_bth,drrh,dpt,full_imm
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,,,,,,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,.5,.06,59.2,25,68.3,62.2
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,,,66.7,64.5,66.90000000000001,59.6
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,,,,,,
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,.8,.05,42.7,81.80000000000001,56.90000000000001,48.5
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,,,45.8,74.60000000000001,58,50
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,,,,,,
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,1.5,.03,41.5,40.7,37.9,25.6
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,,,43.40000000000001,41.3,39.90000000000001,26.6
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,,,,,,
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,1,.02,48.2,70.40000000000001,34.5,23.9
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,,,52.6,73.3,37.4,27.4
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,,,,,,
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,.6000000000000001,.11,14.6,29.4,28.7,25
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,,,17.5,29.2,33.6,30.3
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,,,,,,
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,1.3,.11,7.4,25,9.5,9.5
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,,,9.300000000000001,25,15.9,14.5
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,,,,,,
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,1.2,.08,24.4,40,21.3,10.9
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,,,26.5,40,20.4,10.4
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,,,,,,
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,.6000000000000001,.12,17.1,60.6,26.8,19
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,,,21.2,60.6,31,22
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,,,,,,
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,.8,.13,27.7,82.90000000000001,64.5,54.2
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,,,28,82.90000000000001,65.10000000000001,55.90000000000001
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,,,,,,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,.5,.09,29.6,90.90000000000001,64.5,43.6
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,,,44.1,91.7,68.8,48.8
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,,,,,,
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,1,.14,23.6,60,52.8,32.2
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,,,25.8,60.7,54.3,34
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,,,,,,
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,.4,.04,30.3,57.1,42.2,35.7
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,,,32.6,57.8,41.3,35.3
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,,,,,,
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,.2,.02,13.4,61.5,38,26.4
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,,,15.8,61.2,39.1,26
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,,,,,,
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,.4,.02,28.1,100,50,38.40000000000001
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,,,28.2,72,48.8,37.9
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,,,,,,
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,.3,.04,26.1,65,71.40000000000001,55.6
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,,,28.8,65.60000000000001,72.5,57.3
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,,,,,,
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,.2,.02,29.5,70,61,56.1
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,,,30.7,71.40000000000001,60.8,55.6
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,,,,,,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,.2,.03,26.5,0,56,40.40000000000001
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,,,29.8,0,55.6,40.40000000000001
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,,,,,,
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,.2,.02,38.5,84.60000000000001,65.60000000000001,52.7
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,,,42.2,82.40000000000001,67,53
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,,,,,,
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,.4,.03,40.2,40,57.3,50.8
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,,,41.3,39.2,57.90000000000001,51.2
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,,,,,,
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,.5,.05,30.5,48.90000000000001,48.5,42.1
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,,,31.6,48,50.2,43.8
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,,,,,,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,.3,.03,40.2,41.7,58.1,47.3
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,,,43.40000000000001,41.5,63.2,53.7
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,,,,,,
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,.4,.05,47.40000000000001,43.3,90.10000000000001,89.10000000000001
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,,,49.90000000000001,42.5,91.30000000000001,88
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,,,,,,
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,.5,.03,49.8,30.8,79,70.40000000000001
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,,,52.2,31.3,76.80000000000001,68.5
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,,,,,,
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,.5,.07,43.5,42.90000000000001,73.3,66.3
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,,,47.40000000000001,45.3,73.40000000000001,67
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,,,,,,
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,.5,.05,39.3,53.3,62.5,57.5
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,,,39.40000000000001,45.5,61.8,57
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,,,,,,
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,.3,.05,33.6,50,85.7,85.7
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,,,37.6,59.1,70.3,63.3
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,,,,,,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,1.4,.13,22.6,50,44.7,28.9
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,,,40.8,73.60000000000001,52.40000000000001,40.3
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,,,,,,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,.3,.01,30.7,69.8,63.40000000000001,48.1
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,,,32.2,67.2,64.60000000000001,49.40000000000001
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,,,,,,
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,.4,.01,19.6,63,50,38.7
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,,,22.4,62.8,50.8,39.7
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,,,,,,
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,.7000000000000001,.02,20.1,76.7,45.5,35.9
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,,,22.5,76.60000000000001,46.40000000000001,36.9
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,,,,,,
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,.6000000000000001,.05,25,75,59.6,49.1
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,,,29.9,73.2,58,47.2
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,,,,,,
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,.5,.02,29.4,57.1,60.40000000000001,52.1
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,,,29.3,57,60.3,52.1
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,,,,,,
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,0,.01,40.40000000000001,0,36.4,36.4
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,,,65.5,37.9,65.3,60
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,,,,,,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,.7000000000000001,.14,53.7,57.1,85.40000000000001,78
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,,,56.3,56.3,85.80000000000001,77.10000000000001
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,,,,,,
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,.6000000000000001,.06,51.1,33.3,78.7,70.8
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,,,52,37.2,77.40000000000001,69.2
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,,,,,,
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,.3,.03,38.3,0,69.8,56.6
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,,,38.3,0,69.60000000000001,56.6
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,,,,,,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,.3,.03,34.3,33.3,67.90000000000001,61
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,,,38.40000000000001,27.2,67.8,60.5
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,,,,,,
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,.4,.01,31.9,25,60.6,53
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,,,32.8,32.1,62.3,54.2
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,,,,,,
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,.2,.1,64.2,61.90000000000001,91.5,88.10000000000001
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,,,72.5,65.40000000000001,90.5,85.5
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,,,,,,
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,.2,.05,41.90000000000001,71.40000000000001,90.7,81.30000000000001
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,,,48.40000000000001,71.5,90.30000000000001,78.60000000000001
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,,,,,,
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,.2,.05,43.3,84.2,83.5,74.8
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,,,46.40000000000001,78.60000000000001,84.80000000000001,77.2
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,,,,,,
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,.2,.03,23.5,81.40000000000001,62.6,51.90000000000001
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,,,27.6,78.2,64.3,54.1
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,,,,,,
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,.4,.05,36.6,83.30000000000001,93.80000000000001,87.7
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,,,40.40000000000001,87.40000000000001,94.30000000000001,87.90000000000001
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,,,,,,
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,.2,.05,26.5,71.40000000000001,76.60000000000001,68.8
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,,,28.5,69.90000000000001,76.90000000000001,68.8
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,,,,,,
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,.1,.05,41.7,93.2,71.90000000000001,63.6
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,,,41.6,92.10000000000001,71.7,63
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,,,,,,
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,.2,.06,47.40000000000001,80.80000000000001,79.60000000000001,64.8
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,,,48.7,77.80000000000001,79,63.6
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,,,,,,
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,.1,.06,55.3,75,78.30000000000001,71.7
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,,,57.90000000000001,73,74.7,66.7
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,,,,,,
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,.1,.04,67.3,86.7,92.80000000000001,88.40000000000001
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,,,70,89.7,92.80000000000001,89.2
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,,,,,,
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,.1,.05,42.6,100,80.60000000000001,77.80000000000001
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,,,62.8,100,90.80000000000001,81.60000000000001
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,,,,,,
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,.1,.05,76.60000000000001,90,97,97
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,,,80.2,89.40000000000001,97.40000000000001,98
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,,,,,,
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,.2,.07,57.90000000000001,76.90000000000001,97.7,95.5
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,,,61.40000000000001,71.10000000000001,96.60000000000001,92.7
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,,,,,,
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,.2,.07,37.1,89.5,82.40000000000001,79
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,,,39.90000000000001,90.2,81.60000000000001,78.40000000000001
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,,,,,,
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,.2,.08,67.10000000000001,100,80.80000000000001,78.80000000000001
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,,,65.8,100,79,72.2
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,,,,,,
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,,,87.60000000000001,88,81.2,75.40000000000001
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,,,,,,
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,.1,.05,33.3,87,78.90000000000001,70.60000000000001
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,,,36.4,87.40000000000001,80.10000000000001,70.8
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,,,,,,
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,.1,.06,44.90000000000001,78,90.90000000000001,83
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,,,45.1,78.5,91,83
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,,,,,,
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,.1,.05,40.2,82.80000000000001,90.10000000000001,84.60000000000001
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,,,40.8,84.40000000000001,89.80000000000001,84.60000000000001
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,,,,,,
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,.6000000000000001,.07,54.5,53.8,61.3,53.7
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,,,56,54.2,61.3,54
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,,,,,,
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,16.2,1.73,73,66.7,84.2,68.40000000000001
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,,,87.30000000000001,84.2,87.60000000000001,78.10000000000001
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,,,,,,
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,16.2,1.73,73,66.7,84.2,68.40000000000001
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,,,87.30000000000001,84.2,87.60000000000001,78.10000000000001
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,,,,,,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,.9,.1,76.60000000000001,76.5,84.30000000000001,78.40000000000001
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,,,77.5,75.7,83.40000000000001,76.90000000000001
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,,,,,,
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,.9,.1,76.60000000000001,76.5,84.30000000000001,78.40000000000001
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,,,77.5,75.7,83.40000000000001,76.90000000000001
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,,,,,,
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,.6000000000000001,.15,60.40000000000001,71.2,63.8,54.2
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,,,63.3,71.7,66.7,56.2
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,,,,,,
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,.6000000000000001,.15,60.40000000000001,71.2,63.8,54.2
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,,,63.3,71.7,66.7,56.2
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,,,,,,
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,1.1,.19,27.7,50,48.7,38.7
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,,,30.9,48.40000000000001,51.2,39.2
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,,,,,,
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,1.1,.19,27.7,50,48.7,38.7
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,,,30.9,48.40000000000001,51.2,39.2
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,,,,,,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,1.1,.19,27.7,50,48.7,38.7
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,,,30.9,48.40000000000001,51.2,39.2
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,,,,,,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,1.1,.11,21.9,64.3,71.10000000000001,57.90000000000001
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,,,27.7,64.3,72.60000000000001,61.5
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,,,,,,
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,.7000000000000001,.09,72.2,64.10000000000001,82.10000000000001,69.90000000000001
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,,,74.90000000000001,65.60000000000001,82.40000000000001,71.5
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,1.1,.11,21.9,64.3,71.10000000000001,57.90000000000001
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,,,27.7,64.3,72.60000000000001,61.5
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,.4,.08,53.8,64.7,86.7,73.3
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,,,65.40000000000001,66,84.80000000000001,73.5
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,.7000000000000001,.07,52.3,73.8,91.60000000000001,79.7
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,,,60.3,74.90000000000001,91,80.30000000000001
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,,,,,,
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),4.100000000000001,.11,67.40000000000001,68.60000000000001,91.80000000000001,83.7
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),4.100000000000001,.11,67.40000000000001,68.60000000000001,91.80000000000001,83.7
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,71.90000000000001,67.5,89.90000000000001,83.30000000000001
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,71.90000000000001,67.5,89.90000000000001,83.30000000000001
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,2.3,.24,53,44,85.5,81.80000000000001
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,54.5,45.1,86.60000000000001,82.80000000000001
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,1.1,.07,20.9,71.40000000000001,31.2,25.5
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,,,23,72.3,33.7,28.2
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,,,,,,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,.7000000000000001,.1,31.8,66.7,52.3,47.3
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,,,33.9,66.40000000000001,52.8,48.2
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,.9,.06,50.90000000000001,82.80000000000001,96.60000000000001,86
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,,,55.1,83.80000000000001,97.2,87.10000000000001
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,.6000000000000001,.1,50.8,80.5,60,53.3
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,,,54.7,80.40000000000001,60.40000000000001,53.40000000000001
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,.6000000000000001,.1,50.8,80.5,60,53.3
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,,,54.7,80.40000000000001,60.40000000000001,53.40000000000001
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,.4,,10.4,69.5,73.3,64.90000000000001
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,,,10.7,69.7,73.60000000000001,65.10000000000001
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,,,,,,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,.4,,14,54.40000000000001,50,43.1
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,,,14.4,54.40000000000001,52.8,45.90000000000001
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,,,,,,
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,.6000000000000001,,22.6,61,56.90000000000001,47.8
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,,,27,60.6,61.2,48.8
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,,,,,,
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,.2,,14.3,39.5,31.6,25.8
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,,,16.5,42.7,32.3,26.5
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,,,,,,
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,.4,.01,13.8,41.7,54.3,36.4
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,,,16.2,38.8,55.5,38.2
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,,,,,,
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,.4,,9.9,66.7,41,35.8
