id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,neo_mr,imr_t,imr_f,imr_m,u5mr_t,u5mr_f,u5mr_m,morb_chd_ari,morb_chd_dia,morb_chd_fev,morb_ari,morb_dia,morb_fev,morb_art,morb_ast,morb_diab,morb_hyp,morb_tub
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,,,,,,,,,,,,,,,,,,
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,,,,,,,,,,,,,,,,,,
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,,,,,,,,,,,,,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,,,,,,,,,,,,,
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,,,,,,,,,,,,,
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,,,,,,,,,,,,,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,,,,,,,,,,,,,
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,,,,,,,,,,,,,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,,,,,,,,,,,,,
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,,,,,,,,,,,,,
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,,,,,,,,,,,,,
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,,,,,,,,,,,,,,,,,,
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,,,,,,,,,,,,,,,,,,
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,,,,,,,,,,,,,,,,,,
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,,,,,,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,,,,,,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,,,,,,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,,,,,,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,,,,,,
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,,,,,,
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,,,,,,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,,,,,,
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,,,,,,
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,,,,,,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,,,,,,
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,,,,,,
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,,,,,,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,,,,,,
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,,,,,,
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,22,39,40,39,54,56,53,12,5.300000000000001,15.5,857,279,3152,1049,122,83,180,218
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,22,40,40,39,55,56,53,12.3,5.300000000000001,15.2,899,274,3191,1061,126,134,268,224
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,19,46,47,45,61,63,59,,,,,,,,,,,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,22,53,54,51,68,70,66,20.5,9.9,31.1,1561,879,8891,774,159,168,205,223
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,22,52,53,50,66,68,64,21.6,10.4,32,1564,818,8705,768,187,193,238,231
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,20,,,,,,,30.7,14.6,39.7,1585,267,7030,707,439,420,535,306
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,43,36,35,37,47,47,46,10.1,8.700000000000001,25.1,431,406,3231,465,194,244,236,161
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,41,36,35,36,45,46,45,10.2,9.200000000000001,24,426,402,2976,510,202,293,310,159
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,20,33,35,32,39,41,37,10.6,12.2,17.6,405,382,1800,720,236,517,652,146
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,35,36,38,35,50,53,47,16.5,9.9,29.2,577,341,5898,771,190,100,243,247
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,35,36,37,34,49,52,45,16.5,9.9,29.4,566,334,5806,740,195,121,267,242
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,,26,29,21,28,34,21,17.1,9.800000000000001,32.6,400,226,4474,296,261,418,627,174
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,27,39,40,39,53,57,50,12.2,13.6,28.5,1019,702,2998,718,291,162,209,263
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,21,40,41,38,52,56,48,11.6,12.9,27,949,632,2775,730,302,272,320,252
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,16,42,46,38,43,50,38,6.300000000000001,5.9,12.2,529,217,1452,801,366,923,977,190
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,33,65,65,64,95,99,91,17.7,8.9,29.5,747,748,5985,651,369,158,411,385
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,33,64,65,63,93,97,89,17.8,8.800000000000001,29.4,769,725,6029,653,370,193,481,384
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,,,,,,,,,,,,,,,,,,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,50,61,62,61,93,98,88,7.7,5.7,17.2,491,497,3897,511,308,159,257,499
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,50,59,60,59,88,93,84,7.9,5.800000000000001,17.9,465,476,3912,516,318,206,299,473
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,45,40,42,39,48,53,43,10.2,6.9,24.3,268,323,4020,559,388,559,610,273
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,29,59,58,60,85,86,84,3,4,16.2,46,271,2717,761,204,101,202,485
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,28,59,59,58,83,86,81,3.5,4,16.7,145,272,2823,799,229,148,271,472
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,,,,,,,,,,,,,,,,,,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,34,37,36,37,58,56,60,5.800000000000001,9.1,31.6,392,498,5560,2123,387,464,615,376
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,34,28,29,28,43,47,39,4.7,7.7,24.3,258,422,3147,1637,461,794,851,285
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,,21,23,19,30,39,23,3.7,6.5,17.9,171,373,1571,1319,510,1009,1005,225
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,32,33,35,31,52,54,49,3.6,4,16.1,109,582,4254,385,231,252,272,203
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,31,29,30,28,43,43,42,3.8,4.7,17.1,118,469,3486,456,244,613,683,195
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,,24,24,25,33,31,35,4,5.5,18.3,125,368,2794,519,255,939,1053,189
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,37,57,60,54,77,80,73,8.300000000000001,6.7,27.9,1166,607,7469,423,176,140,210,246
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,36,54,57,52,72,76,69,8.9,7.4,28.5,1465,604,7286,468,183,242,293,230
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,,29,31,27,35,38,33,14.3,14.3,34.9,3619,586,5972,793,233,974,896,112
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,28,31,29,33,48,44,52,2.9,4.600000000000001,13.6,313,380,2816,331,99,250,427,247
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,24,26,25,27,36,36,37,3.3,4.9,15.1,267,366,2040,443,189,801,1125,197
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,16,21,22,21,27,30,25,3.6,5.100000000000001,16.4,235,357,1497,522,252,1186,1613,162
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,38,50,51,48,66,70,62,17.4,5.100000000000001,22.7,972,293,3743,909,139,114,226,258
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,36,49,50,47,64,68,60,17.4,5.2,22.2,1029,283,3742,912,146,140,258,254
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,21,,,,,,,16.7,6.300000000000001,15.3,1880,138,3729,948,245,535,734,199
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,38,50,51,48,66,70,62,17.4,5.100000000000001,22.7,972,293,3743,909,139,114,226,258
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,36,49,50,47,64,68,60,17.4,5.2,22.2,1029,283,3742,912,146,140,258,254
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,21,,,,,,,16.7,6.300000000000001,15.3,1880,138,3729,948,245,535,734,199
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,24,38,39,36,47,50,44,22.5,6.600000000000001,26.3,3610,419,4092,594,234,259,320,231
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,23,37,38,35,46,48,44,21.5,6.600000000000001,25.2,3487,409,4017,657,246,356,453,229
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,22,33,34,33,40,39,41,15.9,6.600000000000001,19.9,3071,375,3763,868,289,681,903,221
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,24,38,39,36,47,50,44,22.5,6.600000000000001,26.3,3610,419,4092,594,234,259,320,231
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,23,37,38,35,46,48,44,21.5,6.600000000000001,25.2,3487,409,4017,657,246,356,453,229
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,22,33,34,33,40,39,41,15.9,6.600000000000001,19.9,3071,375,3763,868,289,681,903,221
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,25,46,44,47,59,59,59,2.9,4.2,20,975,323,4007,1184,310,175,398,514
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,24,45,44,47,59,60,58,3.3,4.600000000000001,20.8,976,323,4210,1124,304,233,446,501
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,20,,,,,,,10.1,11.8,34.6,990,322,6630,414,230,921,1013,345
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,25,46,44,47,59,59,59,2.9,4.2,20,975,323,4007,1184,310,175,398,514
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,24,45,44,47,59,60,58,3.3,4.600000000000001,20.8,976,323,4210,1124,304,233,446,501
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,20,,,,,,,10.1,11.8,34.6,990,322,6630,414,230,921,1013,345
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,37,40,41,38,60,61,59,5.7,14.7,29.1,93,471,2676,297,142,159,191,215
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,37,35,36,34,53,54,53,5,12.5,27.8,93,421,2924,352,147,483,498,192
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,29,25,24,25,41,40,42,3.6,8.4,25.3,92,346,3295,433,153,966,956,158
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,37,40,41,38,60,61,59,5.7,14.7,29.1,93,471,2676,297,142,159,191,215
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,37,35,36,34,53,54,53,5,12.5,27.8,93,421,2924,352,147,483,498,192
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,29,25,24,25,41,40,42,3.6,8.4,25.3,92,346,3295,433,153,966,956,158
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,19,49,49,48,77,75,80,11.1,11.8,26.7,403,640,2854,511,134,96,119,202
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,18,48,48,48,75,73,77,11.4,12.2,26.8,403,642,2831,513,143,119,160,202
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,15,,,,,,,18.1,20.5,27.9,397,661,2491,540,264,452,782,209
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,19,49,49,48,77,75,80,11.1,11.8,26.7,403,640,2854,511,134,96,119,202
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,18,48,48,48,75,73,77,11.4,12.2,26.8,403,642,2831,513,143,119,160,202
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,15,,,,,,,18.1,20.5,27.9,397,661,2491,540,264,452,782,209
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,22,59,61,58,101,102,99,3.5,6.5,18.4,715,379,5337,569,84,137,300,227
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,17,55,57,54,92,94,90,3.6,6.7,18.5,652,347,4828,530,92,222,393,203
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,12,30,28,32,42,40,44,4.4,7.5,18.8,348,190,2376,342,127,634,843,89
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,22,59,61,58,101,102,99,3.5,6.5,18.4,715,379,5337,569,84,137,300,227
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,17,55,57,54,92,94,90,3.6,6.7,18.5,652,347,4828,530,92,222,393,203
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,12,30,28,32,42,40,44,4.4,7.5,18.8,348,190,2376,342,127,634,843,89
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,49,68,65,70,77,74,79,16.5,11.9,39.2,518,1246,11105,153,304,406,912,165
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,48,66,63,68,74,72,76,16.1,13,39.2,518,1300,11355,159,323,538,1062,164
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,,,,,,,,11.3,23.9,40.1,527,1879,14018,228,527,1950,2661,157
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,34,52,49,55,61,60,62,6.600000000000001,11.1,30.3,260,953,9291,149,206,370,1270,158
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,32,51,52,50,58,62,55,7.300000000000001,11.8,30.6,296,868,9175,154,270,810,1593,148
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,,48,56,41,54,65,44,8.6,13,31.1,358,724,8978,162,379,1560,2144,132
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,37,64,65,64,87,93,82,26.8,12.3,34.2,1548,1230,11212,32,354,237,842,149
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,36,56,61,52,73,82,64,24.5,13.7,35.6,1317,1194,11796,57,337,614,1376,141
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,,43,55,32,50,65,36,21,15.9,37.6,954,1137,12712,97,311,1206,2214,129
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,54,62,70,54,76,94,59,5.5,10.6,35.5,153,1294,10411,112,334,208,1115,65
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,54,58,65,53,72,87,58,5.4,10.6,35.7,185,1581,10668,119,362,266,1264,76
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,,25,11,36,29,11,44,4.100000000000001,10.5,38,477,4181,12997,182,613,795,2613,182
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,42,65,65,66,78,77,79,8.5,8.300000000000001,25.4,190,679,6753,34,214,283,725,274
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,34,55,56,53,65,66,63,7.600000000000001,7.2,24.6,163,663,7384,51,253,712,1134,241
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,20,29,34,25,33,38,29,5.600000000000001,4.5,22.9,108,629,8690,86,333,1597,1979,172
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,53,59,59,59,88,86,91,9.300000000000001,9.9,35.4,357,714,10415,98,283,261,699,201
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,46,58,60,56,85,85,84,9.800000000000001,9.5,34.5,349,661,9776,103,283,397,825,178
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,37,52,62,43,67,81,53,12.3,7.7,30.3,316,423,6957,122,280,997,1377,79
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,32,54,55,52,74,66,83,13.6,11.2,32.1,1304,1059,5788,234,264,327,734,224
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,32,53,55,51,72,65,81,13.6,10.9,31.9,1243,1006,5702,241,265,407,834,211
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,,,,,,,,14.4,5.600000000000001,28.8,508,369,4662,323,277,1385,2054,46
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,53,50,51,49,59,60,59,14.4,5.100000000000001,24.6,1493,868,4928,352,670,447,1202,169
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,51,49,50,49,58,59,57,14.4,5,24.9,1338,804,4823,381,674,572,1286,151
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,,,,,,,,15.2,4.600000000000001,27.3,277,370,4106,581,700,1426,1861,26
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,47,56,61,52,67,72,62,37.6,9.700000000000001,45,8466,1276,2335,231,715,342,1143,135
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,39,55,57,54,66,68,63,37,9.700000000000001,45.2,8361,1287,2245,257,674,361,1107,133
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,18,46,29,63,57,42,71,31.5,10.5,46.6,7623,1361,1610,438,379,497,852,118
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,43,65,67,63,71,76,65,30.4,10.8,48.1,226,839,5022,104,784,508,779,81
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,41,64,66,61,70,75,64,29.8,10.9,47.2,222,838,4884,108,808,574,813,77
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,33,,,,,,,17.2,11.7,30.3,165,823,2750,165,1175,1598,1340,24
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,41,60,71,49,70,77,64,33.1,17.9,37.2,192,887,2950,1143,1113,924,1719,103
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,40,56,67,46,67,74,60,33.2,16.6,35.7,208,815,2809,1058,1062,933,1609,96
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,27,28,35,22,39,43,35,34,5.7,23.7,332,272,1736,408,679,996,770,45
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,44,73,78,69,108,118,98,36.2,19.5,39.7,303,1242,5599,460,754,945,2225,94
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,41,63,66,61,91,98,86,30.6,16.7,36.2,233,972,4778,440,709,1252,2348,85
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,20,37,35,39,48,43,52,14.6,8.800000000000001,26.1,47,259,2607,388,590,2064,2672,60
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,43,53,55,52,64,69,58,15.9,7.5,28.6,282,548,4107,635,716,619,1533,92
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,41,53,55,51,63,68,57,15.7,7.5,28.3,279,529,4043,629,727,668,1560,94
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,38,34,42,26,40,55,26,,,,,,,,,,,
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,33,78,80,75,92,93,92,7.9,8.4,29.9,453,704,9927,455,695,557,1170,125
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,32,76,78,75,90,90,90,7.7,8.1,29.4,469,687,9684,434,714,691,1230,121
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,18,,,,,,,5.100000000000001,4.600000000000001,22.9,629,517,7278,225,898,2022,1819,90
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,76,54,56,53,64,66,62,15.4,14.3,36.3,514,812,8490,59,236,223,284,66
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,75,50,50,50,60,61,60,14.8,12.8,34.7,526,733,8056,60,266,470,436,70
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,,29,20,36,40,30,48,11.9,5.4,26.6,580,356,5988,66,414,1648,1160,91
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,33,67,81,55,87,100,76,26.6,19,45.40000000000001,1785,2646,13075,114,1610,657,2133,194
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,33,67,82,55,86,100,75,26.7,18.9,45.3,1816,2600,12826,126,1613,704,2196,189
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,,,,,,,,,,,,,,,,,,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,37,81,84,78,114,118,110,32.4,21.6,41.6,3008,1346,3732,833,1193,580,1735,126
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,36,76,80,72,102,109,96,28.1,16,33.8,2059,843,2943,651,1009,1391,2370,107
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,31,69,75,64,87,97,78,21.5,7.4,21.8,897,227,1976,428,784,2382,3148,85
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,35,86,90,82,113,120,105,23.3,17.4,32.4,2267,1233,3061,426,1258,785,2103,155
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,32,80,87,74,108,117,101,23.1,15.9,31.6,2162,1110,3089,421,1326,1090,2209,142
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,14,53,72,36,85,95,78,21.9,8.300000000000001,27,1568,418,3248,392,1707,2804,2804,70
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,34,67,74,61,104,106,102,18.5,18.1,35.1,368,814,4653,204,334,291,604,158
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,32,61,66,56,93,93,93,19.4,17.4,33.2,325,719,4219,288,343,539,1013,146
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,15,,,,,,,25.1,13.1,19.6,121,263,2140,691,384,1723,2974,88
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,42,66,77,57,89,94,84,17.9,16.3,34.1,235,315,9175,63,329,298,859,190
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,38,65,74,57,85,89,82,18.6,16.1,33.8,258,316,8498,60,362,450,1230,192
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,,50,43,56,53,43,62,23.9,14.2,31.6,422,325,3572,32,601,1559,3929,211
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,46,92,106,79,154,163,146,23.7,20.3,38.1,270,672,6885,76,240,143,295,126
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,45,88,101,76,145,153,138,22.6,20,37,250,640,6690,75,257,144,312,122
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,,,,,,,,12.6,17.5,25.9,64,339,4869,64,423,148,466,85
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,34,65,75,56,92,100,84,39,19.2,38.7,3927,857,8861,20,412,226,656,178
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,35,64,75,54,89,99,81,39.2,19,38.3,3803,816,8550,19,401,254,745,171
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,40,,,,,,,,,,,,,,,,,
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,45,56,64,48,86,98,74,15.8,19.1,33.1,227,365,8820,62,201,174,361,91
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,39,54,62,48,84,95,74,15.4,18.8,32.8,228,389,8950,63,209,196,395,92
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,23,,,,,,,7.300000000000001,13.7,28.2,236,788,11059,79,341,552,946,105
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,35,103,104,101,119,122,116,12.9,11.8,34.4,337,846,10986,42,358,290,723,217
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,35,100,101,99,115,118,112,12.7,11.9,33.8,334,867,10813,42,366,424,956,204
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,,,,,,,,11,13.1,26.2,298,1086,8942,43,447,1874,3470,64
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,45,57,60,54,77,75,79,22.5,8.5,27.2,525,193,8159,44,178,202,446,152
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,42,56,59,53,75,74,77,22.3,8.4,27.4,514,195,8183,44,186,252,534,148
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,30,,,,,,,,,,,,,,,,,
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,44,62,68,56,82,89,76,14.8,12,33.3,238,278,9751,45,274,200,460,143
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,43,59,65,53,77,83,71,14.1,12,32.9,225,286,9005,45,308,272,589,134
