id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,neo_mr,imr_t,imr_f,imr_m,u5mr_t,u5mr_f,u5mr_m,morb_chd_ari,morb_chd_dia,morb_chd_fev,morb_ari,morb_dia,morb_fev,morb_art,morb_ast,morb_diab,morb_hyp,morb_tub
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,,,,,,,,,,,,,,,,,,
3_24_473_0,2011,Urban,3,India,24,Gujarat,473,Gandhinagar,,,,,,,,,,,,,,,,,,
3_24_474_0,2011,Rural,3,India,24,Gujarat,474,Ahmadabad,,,,,,,,,,,,,,,,,,
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,,,,,,,,,,,,,,,,,,
3_24_474_0,2011,Urban,3,India,24,Gujarat,474,Ahmadabad,,,,,,,,,,,,,,,,,,
3_24_475_0,2011,Rural,3,India,24,Gujarat,475,Surendranagar,,,,,,,,,,,,,,,,,,
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,,,,,,,,,,,,,,,,,,
3_24_475_0,2011,Urban,3,India,24,Gujarat,475,Surendranagar,,,,,,,,,,,,,,,,,,
3_24_476_0,2011,Rural,3,India,24,Gujarat,476,Rajkot,,,,,,,,,,,,,,,,,,
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,,,,,,,,,,,,,,,,,,
3_24_476_0,2011,Urban,3,India,24,Gujarat,476,Rajkot,,,,,,,,,,,,,,,,,,
3_24_477_0,2011,Rural,3,India,24,Gujarat,477,Jamnagar,,,,,,,,,,,,,,,,,,
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,,,,,,,,,,,,,,,,,,
3_24_477_0,2011,Urban,3,India,24,Gujarat,477,Jamnagar,,,,,,,,,,,,,,,,,,
3_24_478_0,2011,Rural,3,India,24,Gujarat,478,Porbandar,,,,,,,,,,,,,,,,,,
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,,,,,,,,,,,,,,,,,,
3_24_478_0,2011,Urban,3,India,24,Gujarat,478,Porbandar,,,,,,,,,,,,,,,,,,
3_24_479_0,2011,Rural,3,India,24,Gujarat,479,Junagadh,,,,,,,,,,,,,,,,,,
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,,,,,,,,,,,,,,,,,,
3_24_479_0,2011,Urban,3,India,24,Gujarat,479,Junagadh,,,,,,,,,,,,,,,,,,
3_24_480_0,2011,Rural,3,India,24,Gujarat,480,Amreli,,,,,,,,,,,,,,,,,,
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,,,,,,,,,,,,,,,,,,
3_24_480_0,2011,Urban,3,India,24,Gujarat,480,Amreli,,,,,,,,,,,,,,,,,,
3_24_481_0,2011,Rural,3,India,24,Gujarat,481,Bhavnagar,,,,,,,,,,,,,,,,,,
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,,,,,,,,,,,,,,,,,,
3_24_481_0,2011,Urban,3,India,24,Gujarat,481,Bhavnagar,,,,,,,,,,,,,,,,,,
3_24_482_0,2011,Rural,3,India,24,Gujarat,482,Anand,,,,,,,,,,,,,,,,,,
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,,,,,,,,,,,,,,,,,,
3_24_482_0,2011,Urban,3,India,24,Gujarat,482,Anand,,,,,,,,,,,,,,,,,,
3_24_483_0,2011,Rural,3,India,24,Gujarat,483,Kheda,,,,,,,,,,,,,,,,,,
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,,,,,,,,,,,,,,,,,,
3_24_483_0,2011,Urban,3,India,24,Gujarat,483,Kheda,,,,,,,,,,,,,,,,,,
3_24_484_0,2011,Rural,3,India,24,Gujarat,484,Panch Mahals,,,,,,,,,,,,,,,,,,
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,,,,,,,,,,,,,,,,,,
3_24_484_0,2011,Urban,3,India,24,Gujarat,484,Panch Mahals,,,,,,,,,,,,,,,,,,
3_24_485_0,2011,Rural,3,India,24,Gujarat,485,Dohad,,,,,,,,,,,,,,,,,,
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,,,,,,,,,,,,,,,,,,
3_24_485_0,2011,Urban,3,India,24,Gujarat,485,Dohad,,,,,,,,,,,,,,,,,,
3_24_486_0,2011,Rural,3,India,24,Gujarat,486,Vadodara,,,,,,,,,,,,,,,,,,
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,,,,,,,,,,,,,,,,,,
3_24_486_0,2011,Urban,3,India,24,Gujarat,486,Vadodara,,,,,,,,,,,,,,,,,,
3_24_487_0,2011,Rural,3,India,24,Gujarat,487,Narmada,,,,,,,,,,,,,,,,,,
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,,,,,,,,,,,,,,,,,,
3_24_487_0,2011,Urban,3,India,24,Gujarat,487,Narmada,,,,,,,,,,,,,,,,,,
3_24_488_0,2011,Rural,3,India,24,Gujarat,488,Bharuch,,,,,,,,,,,,,,,,,,
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,,,,,,,,,,,,,,,,,,
3_24_488_0,2011,Urban,3,India,24,Gujarat,488,Bharuch,,,,,,,,,,,,,,,,,,
3_24_489_0,2011,Rural,3,India,24,Gujarat,489,The Dangs,,,,,,,,,,,,,,,,,,
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,,,,,,,,,,,,,,,,,,
3_24_489_0,2011,Urban,3,India,24,Gujarat,489,The Dangs,,,,,,,,,,,,,,,,,,
3_24_490_0,2011,Rural,3,India,24,Gujarat,490,Navsari,,,,,,,,,,,,,,,,,,
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,,,,,,,,,,,,,,,,,,
3_24_490_0,2011,Urban,3,India,24,Gujarat,490,Navsari,,,,,,,,,,,,,,,,,,
3_24_491_0,2011,Rural,3,India,24,Gujarat,491,Valsad,,,,,,,,,,,,,,,,,,
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,,,,,,,,,,,,,,,,,,
3_24_491_0,2011,Urban,3,India,24,Gujarat,491,Valsad,,,,,,,,,,,,,,,,,,
3_24_492_0,2011,Rural,3,India,24,Gujarat,492,Surat,,,,,,,,,,,,,,,,,,
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,,,,,,,,,,,,,,,,,,
3_24_492_0,2011,Urban,3,India,24,Gujarat,492,Surat,,,,,,,,,,,,,,,,,,
3_24_493_0,2011,Rural,3,India,24,Gujarat,493,Tapi,,,,,,,,,,,,,,,,,,
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,,,,,,,,,,,,,,,,,,
3_24_493_0,2011,Urban,3,India,24,Gujarat,493,Tapi,,,,,,,,,,,,,,,,,,
3_25_494_0,2011,Rural,3,India,25,Daman & Diu,494,Diu,,,,,,,,,,,,,,,,,,
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,,,,,,,,,,,,,,,,,,
3_25_494_0,2011,Urban,3,India,25,Daman & Diu,494,Diu,,,,,,,,,,,,,,,,,,
3_25_495_0,2011,Rural,3,India,25,Daman & Diu,495,Daman,,,,,,,,,,,,,,,,,,
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,,,,,,,,,,,,,,,,,,
3_25_495_0,2011,Urban,3,India,25,Daman & Diu,495,Daman,,,,,,,,,,,,,,,,,,
3_26_496_0,2011,Rural,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,,,,,,,,,,,,,,,,,,
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,,,,,,,,,,,,,,,,,,
3_26_496_0,2011,Urban,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,,,,,,,,,,,,,,,,,,
3_27_497_0,2011,Rural,3,India,27,Maharashtra,497,Nandurbar,,,,,,,,,,,,,,,,,,
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,,,,,,,,,,,,,,,,,,
3_27_497_0,2011,Urban,3,India,27,Maharashtra,497,Nandurbar,,,,,,,,,,,,,,,,,,
3_27_498_0,2011,Rural,3,India,27,Maharashtra,498,Dhule,,,,,,,,,,,,,,,,,,
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,,,,,,,,,,,,,,,,,,
3_27_498_0,2011,Urban,3,India,27,Maharashtra,498,Dhule,,,,,,,,,,,,,,,,,,
3_27_499_0,2011,Rural,3,India,27,Maharashtra,499,Jalgaon,,,,,,,,,,,,,,,,,,
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,,,,,,,,,,,,,,,,,,
3_27_499_0,2011,Urban,3,India,27,Maharashtra,499,Jalgaon,,,,,,,,,,,,,,,,,,
3_27_500_0,2011,Rural,3,India,27,Maharashtra,500,Buldana,,,,,,,,,,,,,,,,,,
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,,,,,,,,,,,,,,,,,,
3_27_500_0,2011,Urban,3,India,27,Maharashtra,500,Buldana,,,,,,,,,,,,,,,,,,
3_27_501_0,2011,Rural,3,India,27,Maharashtra,501,Akola,,,,,,,,,,,,,,,,,,
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,,,,,,,,,,,,,,,,,,
3_27_501_0,2011,Urban,3,India,27,Maharashtra,501,Akola,,,,,,,,,,,,,,,,,,
3_27_502_0,2011,Rural,3,India,27,Maharashtra,502,Washim,,,,,,,,,,,,,,,,,,
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,,,,,,,,,,,,,,,,,,
3_27_502_0,2011,Urban,3,India,27,Maharashtra,502,Washim,,,,,,,,,,,,,,,,,,
3_27_503_0,2011,Rural,3,India,27,Maharashtra,503,Amravati,,,,,,,,,,,,,,,,,,
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,,,,,,,,,,,,,,,,,,
3_27_503_0,2011,Urban,3,India,27,Maharashtra,503,Amravati,,,,,,,,,,,,,,,,,,
3_27_504_0,2011,Rural,3,India,27,Maharashtra,504,Wardha,,,,,,,,,,,,,,,,,,
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,,,,,,,,,,,,,,,,,,
3_27_504_0,2011,Urban,3,India,27,Maharashtra,504,Wardha,,,,,,,,,,,,,,,,,,
3_27_505_0,2011,Rural,3,India,27,Maharashtra,505,Nagpur,,,,,,,,,,,,,,,,,,
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,,,,,,,,,,,,,,,,,,
3_27_505_0,2011,Urban,3,India,27,Maharashtra,505,Nagpur,,,,,,,,,,,,,,,,,,
3_27_506_0,2011,Rural,3,India,27,Maharashtra,506,Bhandara,,,,,,,,,,,,,,,,,,
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,,,,,,,,,,,,,,,,,,
3_27_506_0,2011,Urban,3,India,27,Maharashtra,506,Bhandara,,,,,,,,,,,,,,,,,,
3_27_507_0,2011,Rural,3,India,27,Maharashtra,507,Gondiya,,,,,,,,,,,,,,,,,,
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,,,,,,,,,,,,,,,,,,
3_27_507_0,2011,Urban,3,India,27,Maharashtra,507,Gondiya,,,,,,,,,,,,,,,,,,
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,,,,,,,,,,,,,,,,,,
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,,,,,,,,,,,,,,,,,,
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,,,,,,,,,,,,,,,,,,
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,,,,,,,,,,,,,,,,,,
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,,,,,,,,,,,,,,,,,,
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,,,,,,,,,,,,,,,,,,
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,,,,,,,,,,,,,,,,,,
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,,,,,,,,,,,,,,,,,,
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,,,,,,,,,,,,,,,,,,
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,,,,,,,,,,,,,,,,,,
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,,,,,,,,,,,,,,,,,,
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,,,,,,,,,,,,,,,,,,
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,,,,,,,,,,,,,,,,,,
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,,,,,,,,,,,,,,,,,,
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,,,,,,,,,,,,,,,,,,
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,,,,,,,,,,,,,,,,,,
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,,,,,,,,,,,,,,,,,,
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,,,,,,,,,,,,,,,,,,
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,,,,,,,,,,,,,,,,,,
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,,,,,,,,,,,,,,,,,,
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,,,,,,,,,,,,,,,,,,
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,,,,,,,,,,,,,,,,,,
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,,,,,,,,,,,,,,,,,,
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,,,,,,,,,,,,,,,,,,
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,,,,,,,,,,,,,,,,,,
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,,,,,,,,,,,,,,,,,,
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,,,,,,,,,,,,,,,,,,
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,,,,,,,,,,,,,,,,,,
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,,,,,,,,,,,,,,,,,,
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,,,,,,,,,,,,,,,,,,
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,,,,,,,,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,,,,,,,,,,,,,
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,,,,,,,,,,,,,
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,,,,,,,,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,,,,,,,,,,,,,,,,,,
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,,,,,,,,,,,,,,,,,,
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,,,,,,,,,,,,,,,,,,
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,,,,,,,,,,,,,,,,,,
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,,,,,,,,,,,,,,,,,,
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,,,,,,,,,,,,,,,,,,
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,,,,,,,,,,,,,,,,,,
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,,,,,,,,,,,,,,,,,,
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,,,,,,,,,,,,,,,,,,
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,,,,,,,,,,,,,,,,,,
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,,,,,,,,,,,,,,,,,,
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,,,,,,,,,,,,,,,,,,
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,,,,,,,,,,,,,,,,,,
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,,,,,,,,,,,,,,,,,,
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,,,,,,,,,,,,,,,,,,
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,,,,,,,,,,,,,,,,,,
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,,,,,,,,,,,,,,,,,,
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,,,,,,,,,,,,,,,,,,
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,,,,,,,,,,,,,,,,,,
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,,,,,,,,,,,,,,,,,,
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,,,,,,,,,,,,,,,,,,
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,,,,,,,,,,,,,,,,,,
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,,,,,,,,,,,,,,,,,,
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,,,,,,,,,,,,,,,,,,
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,,,,,,,,,,,,,,,,,,
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,,,,,,,,,,,,,,,,,,
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,,,,,,,,,,,,,,,,,,
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,,,,,,,,,,,,,,,,,,
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,,,,,,,,,,,,,,,,,,
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,,,,,,,,,,,,,,,,,,
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,,,,,,,,,,,,,,,,,,
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,,,,,,,,,,,,,,,,,,
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,,,,,,,,,,,,,,,,,,
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,,,,,,,,,,,,,,,,,,
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,,,,,,,,,,,,,,,,,,
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,,,,,,,,,,,,,,,,,,
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,,,,,,,,,,,,,,,,,,
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,,,,,,,,,,,,,,,,,,
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,,,,,,,,,,,,,,,,,,
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,,,,,,,,,,,,,,,,,,
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,,,,,,,,,,,,,,,,,,
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,,,,,,,,,,,,,,,,,,
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,,,,,,,,,,,,,,,,,,
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,,,,,,,,,,,,,,,,,,
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,,,,,,,,,,,,,,,,,,
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,,,,,,,,,,,,,,,,,,
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,,,,,,,,,,,,,,,,,,
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,,,,,,,,,,,,,,,,,,
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,,,,,,,,,,,,,,,,,,
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,,,,,,,,,,,,,,,,,,
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,,,,,,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,,,,,,,,,,,
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,,,,,,,,,,,
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,,,,,,,,,,,,,,,,,,
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,,,,,,,,,,,,,,,,,,
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,,,,,,,,,,,,,,,,,,
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,,,,,,,,,,,,,,,,,,
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,,,,,,,,,,,,,,,,,,
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,,,,,,,,,,,,,,,,,,
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,,,,,,,,,,,,,,,,,,
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,,,,,,,,,,,,,,,,,,
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,,,,,,,,,,,,,,,,,,
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,,,,,,,,,,,,,,,,,,
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,,,,,,,,,,,,,,,,,,
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,,,,,,,,,,,,,,,,,,
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,,,,,,,,,,,,,,,,,,
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,,,,,,,,,,,,,,,,,,
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,,,,,,,,,,,,,,,,,,
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,,,,,,,,,,,,,,,,,,
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,,,,,,,,,,,,,,,,,,
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,,,,,,,,,,,,,,,,,,
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,,,,,,,,,,,,,,,,,,
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,,,,,,,,,,,,,,,,,,
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,,,,,,,,,,,,,,,,,,
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,,,,,,,,,,,,,,,,,,
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,,,,,,,,,,,,,,,,,,
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,,,,,,,,,,,,,,,,,,
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,,,,,,,,,,,,,,,,,,
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,,,,,,,,,,,,,,,,,,
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,,,,,,,,,,,,,,,,,,
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,,,,,,,,,
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,,,,,,,,,
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,,,,,,,,,,,,,,,,,,
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,,,,,,,,,,,,,,,,,,
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,,,,,,,,,,,,,,,,,,
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,,,,,,,,,,,,,,,,,,
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,,,,,,,,,,,,,,,,,,
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,,,,,,,,,,,,,,,,,,
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,,,,,,,,,,,,,,,,,,
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,,,,,,,,,,,,,,,,,,
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,,,,,,,,,,,,,,,,,,
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,,,,,,,,,,,,,,,,,,
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,,,,,,,,,,,,,,,,,,
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,,,,,,,,,,,,,,,,,,
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,,,,,,,,,,,,,,,,,,
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,,,,,,,,,,,,,,,,,,
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,,,,,,,,,,,,,,,,,,
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,,,,,,,,,,,,,,,,,,
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,,,,,,,,,,,,,,,,,,
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,,,,,,,,,,,,,,,,,,
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,,,,,,,,,,,,,,,,,,
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,,,,,,,,,
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,,,,,,,,,
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,,,,,,,,,,,,,,,,,,
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,,,,,,,,,
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,,,,,,,,,
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,,,,,,,,,,,,,,,,,,
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,,,,,,,,,,,,,,,,,,
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,,,,,,,,,,,,,,,,,,
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,,,,,,,,,,,,,,,,,,
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,,,,,,,,,,,,,,,,,,
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,,,,,,,,,,,,,,,,,,
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,,,,,,,,,,,,,,,,,,
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,,,,,,,,,,,,,,,,,,
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,,,,,,,,,,,,,,,,,,
