id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,gdp,gdp_pc,sgdp_s1,sgdp_s2,sgdp_s3,sgdp_s4,sgdp_s5,sgdp_s6,sgdp_s7,sgdp_s8,sgdp_s9,sgdp_s10,sgdp_s11
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,377,367,36.8,0,4.600000000000001,1.1,4.600000000000001,11.5,5.600000000000001,8.4,13.6,4.600000000000001,9.300000000000001
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,668,415,27.5,0,6,1.6,6.5,12,6.9,10,12.2,6.100000000000001,11.1
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,633,376,27.8,.2,8.5,1.4,6.7,13.2,6.7,8.6,11.5,6.300000000000001,9.200000000000001
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,2284,747,13.1,.1,26.7,1.2,7.300000000000001,20.4,5.4,7.600000000000001,7.100000000000001,4.4,6.600000000000001
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,4930,934,23.2,0,23.5,1.1,4.600000000000001,18.9,5.2,7.300000000000001,6.600000000000001,4.600000000000001,5
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,10753,1228,3.5,0,25,1.6,4.600000000000001,18,9.4,14.4,14.2,3.9,5.4
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,14404,1558,1.4,0,23.8,3.4,3.8,17.5,11,15.4,14.7,3.6,5.4
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,5994,1558,1.4,0,23.8,3.4,3.8,17.5,11,15.4,14.7,3.6,5.4
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,3058,1322,6.4,.3,37.8,1.8,4.100000000000001,25.1,6.300000000000001,5,6.2,2.9,4.100000000000001
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,10126,1311,8.300000000000001,0,27.9,.6000000000000001,6,20,5.4,9.300000000000001,12.2,5.2,5
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,2567,608,25.7,0,14,.6000000000000001,4.9,15.1,5.7,10.6,10,5.4,7.9
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,713,602,19,4.4,18.1,1.2,6.4,15.4,4.5,8.700000000000001,10,4.800000000000001,7.600000000000001
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,853,392,26.1,0,6.9,1.7,8.1,12.6,7.7,10,8.700000000000001,5.600000000000001,12.6
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,606,391,29.5,0,7.600000000000001,1.7,5.300000000000001,12.3,7.800000000000001,9.9,9.4,6.300000000000001,10.2
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,2436,601,25.2,0,13,1,5.600000000000001,14.5,7.100000000000001,11.5,10,4.100000000000001,8.1
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,1986,679,25.8,.1,12.7,1.5,5.800000000000001,13.7,7,13.8,9.300000000000001,3.2,7.100000000000001
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,1154,654,19.1,.5,14.6,3.1,9,17.3,10.1,7.7,7.4,3.7,7.7
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,572,634,24.4,.7000000000000001,8.9,1.6,8,10.5,10.3,13.9,8,4.5,9.200000000000001
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,2882,778,19.5,.2,16.1,1.4,4.9,15.4,5.7,17.8,9.4,3.3,6.4
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,1779,657,25.7,0,10.9,1.5,4.600000000000001,13.2,6.2,16.7,10.1,3.2,7.9
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,1183,449,22.9,11.3,6.9,1.8,7.600000000000001,13.4,4.5,5.100000000000001,8,7.800000000000001,10.7
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,999,408,21.4,.9,14,5,6.9,12,7.800000000000001,6.9,8.4,4.100000000000001,12.5
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,1883,517,13.8,19.3,5.600000000000001,2.8,7.2,16.6,7,4.100000000000001,7,6,10.6
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,2059,733,27.2,.3,26.6,2.1,3.9,19,4.100000000000001,3.3,4.4,2.9,6.2
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,3444,845,2.7,0,7.4,1.8,7.9,7.7,19.8,7,26,9.200000000000001,10.6
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,2706,677,10.2,1.2,23.9,2.4,10.6,15.2,6.5,3.2,13.7,4,9.1
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,1427,390,22,2.3,13.5,3,11.3,10.7,6.300000000000001,5.600000000000001,8.4,4.3,12.6
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,1663,492,24.8,1.7,15.5,4.2,8.1,14.2,5.600000000000001,4.600000000000001,7.300000000000001,2.8,11.2
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,1425,420,22.7,3.8,6.9,3.9,8.1,12.6,9.4,5.600000000000001,8.9,3.8,14.4
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,1735,642,20.7,17.1,6.7,2.5,5.4,17.4,5.600000000000001,3.8,5.800000000000001,5.7,9.300000000000001
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,1132,435,29.7,2.1,9.5,1.9,5.9,12.1,8.300000000000001,5.100000000000001,8.9,3.9,12.5
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,1077,471,32.9,.8,10.6,1.6,6.100000000000001,10.9,6.600000000000001,5.100000000000001,8.1,4.2,13.1
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,4069,1012,11.3,.4,33.8,2.5,6.2,15.7,8.5,3,8,4.9,5.7
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,3461,692,32.7,4.4,13.7,1.4,4,16.1,7.300000000000001,4.100000000000001,5.5,3,7.9
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,2715,699,44.1,.1,8.200000000000001,2.4,3.3,13.3,7.9,4.3,5.600000000000001,2.7,8.200000000000001
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,2979,685,32.6,.5,7.7,2.8,5.9,11.3,10.1,5,10.2,5,9
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,2673,585,37.7,.9,5,1.8,6.7,12.5,9.200000000000001,5.300000000000001,7.4,3.7,10
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,1908,605,37.4,4.2,6.300000000000001,2.1,8.200000000000001,11.7,5.9,5.100000000000001,6.5,3.7,8.9
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,1647,598,34.8,.1,7.600000000000001,3,8.1,13.2,6.800000000000001,5.300000000000001,6.7,4.600000000000001,9.700000000000001
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,1380,509,31.9,2.1,7.100000000000001,3.3,8.1,12.1,7.4,5.100000000000001,7.300000000000001,4.3,11.3
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,1647,442,32.6,3.3,5.4,1.5,8.300000000000001,12,7.100000000000001,5.4,7.600000000000001,4.2,12.8
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,2085,550,36.6,1.3,9,2.7,6.2,11.9,6.800000000000001,4.5,6.5,4.600000000000001,10
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,2078,532,32.4,.3,8.200000000000001,3.8,7.100000000000001,12.6,7.2,5.100000000000001,7.100000000000001,5.100000000000001,11.1
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,1966,446,27,.1,16.4,3,6.9,11.9,6.100000000000001,5.100000000000001,9.4,4.2,10.1
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,730,422,29,3.3,9.9,3.7,8.1,9.200000000000001,6.800000000000001,3.6,10.5,4.800000000000001,11.2
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,676,358,30.7,0,4.5,3,10.7,8.1,8.800000000000001,5.300000000000001,12.8,2.3,13.9
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,515,328,21.3,.1,6.9,2.7,8,6,9.700000000000001,4.600000000000001,17.3,6.800000000000001,16.6
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,613,351,25.1,5.600000000000001,4.800000000000001,2.4,8.1,10.6,7,5.5,13.7,4.800000000000001,12.5
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,595,475,23.4,0,24.7,3.5,6.100000000000001,10.9,5.9,2.6,10.3,2,10.6
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,430,423,22.3,0,5.300000000000001,1.6,8.200000000000001,8.4,8.300000000000001,5.5,10.6,18.6,11.2
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,930,554,7.300000000000001,0,13.9,1.7,9.4,13.7,9.600000000000001,12.8,10.7,11.6,9.200000000000001
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,686,484,22.3,.2,11.2,1.3,10.2,11.1,9.1,8,10.6,6.5,9.600000000000001
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,597,396,25.7,.1,16.8,2.5,5.9,9.4,6.2,4.2,10.1,8.1,10.9
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,1527,720,14.9,13.4,20.2,1.7,5.2,17.3,8.200000000000001,4.100000000000001,6.7,2,6.4
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,619,390,31.9,1.2,5.5,2.8,7.7,7.800000000000001,8.300000000000001,5.7,12.1,5.300000000000001,11.7
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,905,483,31,.1,7.2,2.4,6.600000000000001,9.5,6.7,4.9,10.8,11.1,9.9
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,872,507,28.9,0,7.4,2.6,7.800000000000001,10.7,6.800000000000001,7,10.7,8.700000000000001,9.300000000000001
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,732,629,22.1,.1,12.1,1.5,8.6,12.3,6,14,7.9,6.800000000000001,8.5
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,795,665,34.9,14.8,2.5,2.9,4.3,14,4.800000000000001,5.300000000000001,9.200000000000001,.5,6.800000000000001
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,1057,391,29.8,.5,9.1,3.8,7.800000000000001,8.200000000000001,6.100000000000001,2.6,14.1,7.100000000000001,10.9
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,9788,1430,1.7,0,27.4,1.9,5.600000000000001,20.5,6.100000000000001,9.1,22,1.9,3.8
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,728,394,36.4,0,8.300000000000001,2.6,8.4,8.4,5.800000000000001,8,11.1,.9,10.2
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,741,411,32.6,.1,3.5,2,7.7,8.1,7.5,6.600000000000001,12.4,9.9,9.5
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,1910,961,13.4,0,22.9,1.2,7.100000000000001,22.3,10.2,8.300000000000001,6.300000000000001,2.8,5.4
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,488,849,47.90000000000001,0,2.3,.9,4.3,13.5,3.6,6.300000000000001,9.200000000000001,6.600000000000001,5.5
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,1610,582,21.9,0,18.5,1.9,8.1,14.3,6.5,7.9,11.1,2.1,7.600000000000001
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,359,355,35.4,1.4,5.7,3.1,5.600000000000001,8.5,5,4.800000000000001,16.1,3.4,10.9
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,898,394,24.8,1.3,9.700000000000001,1.8,9.600000000000001,8.800000000000001,6.9,4.5,13.5,6.4,12.7
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,394,394,24.8,1.3,9.700000000000001,1.8,9.600000000000001,8.800000000000001,6.9,4.5,13.5,6.4,12.7
3_29_581_0,2011,Total,3,India,29,Karnataka,581,Kolar,568,416,31.5,0,6.4,5,7.300000000000001,7.800000000000001,7.300000000000001,4.2,12.9,6.600000000000001,10.9
3_29_582_0,2011,Total,3,India,29,Karnataka,582,Chikkaballapura,537,416,31.5,0,6.4,5,7.300000000000001,7.800000000000001,7.300000000000001,4.2,12.9,6.600000000000001,10.9
3_29_583_0,2011,Total,3,India,29,Karnataka,583,Bangalore Rural,563,635,24.5,.1,17.5,3.4,3.7,22.5,6.800000000000001,2.3,9.200000000000001,3.4,6.4
3_29_584_0,2011,Total,3,India,29,Karnataka,584,Ramanagara,687,635,24.5,.1,17.5,3.4,3.7,22.5,6.800000000000001,2.3,9.200000000000001,3.4,6.4
3_2_23_0,2011,Total,3,India,2,Himachal Pradesh,23,Chamba,267,541,25.9,.1,1.4,11.1,16.7,9.700000000000001,2.6,6.2,5.800000000000001,7.4,13.2
3_2_24_0,2011,Total,3,India,2,Himachal Pradesh,24,Kangra,955,665,20.2,0,4.5,3.2,27,12.6,5.4,5.7,4.9,5.9,10.6
3_2_25_0,2011,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,64.90000000000001,1824,24.2,0,.2,14.6,26.1,2.3,6.5,6.4,1.8,7.5,10.3
3_2_26_0,2011,Total,3,India,2,Himachal Pradesh,26,Kullu,355,872,45.40000000000001,0,1.6,7.100000000000001,12,12.1,3.4,2.6,3.9,4.9,7.100000000000001
3_2_27_0,2011,Total,3,India,2,Himachal Pradesh,27,Mandi,561,581,26.8,.1,3.8,4.800000000000001,21,10.2,4.2,4.600000000000001,5.7,7.4,11.4
3_2_28_0,2011,Total,3,India,2,Himachal Pradesh,28,Hamirpur,343,777,17,.1,1.6,4.4,32.8,10.2,5.5,6.2,4.7,6.2,11.2
3_2_29_0,2011,Total,3,India,2,Himachal Pradesh,29,Una,333,692,18.5,.1,6.5,7.100000000000001,22.9,13.7,5.9,5.4,4.9,5.2,9.700000000000001
3_2_30_0,2011,Total,3,India,2,Himachal Pradesh,30,Bilaspur,296,811,21.3,1.9,14.2,6.5,20,8.4,4.9,4.5,3.9,5.100000000000001,9.300000000000001
3_2_31_0,2011,Total,3,India,2,Himachal Pradesh,31,Solan,764,1427,13.5,.9,46.90000000000001,3.1,13.3,6.600000000000001,3.6,1.5,3.2,2.6,4.800000000000001
3_2_32_0,2011,Total,3,India,2,Himachal Pradesh,32,Sirmaur,378,769,30.6,.5,18.1,7.100000000000001,13.3,6.9,3.5,1.6,4.2,5.100000000000001,9.1
3_2_33_0,2011,Total,3,India,2,Himachal Pradesh,33,Shimla,737,952,34.8,0,2.4,6,13.4,9.9,3.6,2.8,5.5,11.4,10.2
3_2_34_0,2011,Total,3,India,2,Himachal Pradesh,34,Kinnaur,107,1293,33.8,.1,1,23.8,13.4,3.3,1.2,5,3.4,6.800000000000001,8.200000000000001
3_30_585_0,2011,Total,3,India,30,Goa,585,North Goa,,,,,,,,,,,,,
3_30_586_0,2011,Total,3,India,30,Goa,586,South Goa,,,,,,,,,,,,,
3_31_587_0,2011,Total,3,India,31,Lakshadweep,587,Lakshadweep,,,,,,,,,,,,,
3_32_588_0,2011,Total,3,India,32,Kerala,588,Kasaragod,801,637,26.2,.8,.9,.9,11.8,22.5,8.9,5.9,9.9,2.4,9.700000000000001
3_32_589_0,2011,Total,3,India,32,Kerala,589,Kannur,1789,726,16.7,1.1,4.5,.9,14.6,24.6,8.300000000000001,5.2,9,4.800000000000001,10.4
3_32_590_0,2011,Total,3,India,32,Kerala,590,Wayanad,578,698,44.1,.3,3,.6000000000000001,6.4,13.7,5.4,5.2,10.1,2.7,8.6
3_32_591_0,2011,Total,3,India,32,Kerala,591,Kozhikode,2140,719,13.7,.9,4.7,1.6,16.4,25,9.700000000000001,5,9.300000000000001,4.9,8.9
3_32_592_0,2011,Total,3,India,32,Kerala,592,Malappuram,1954,509,20.4,.6000000000000001,4.600000000000001,.9,12.6,20.6,9.4,4.3,10.6,3.7,12.3
3_32_593_0,2011,Total,3,India,32,Kerala,593,Palakkad,1911,706,15.9,.3,13.6,1.6,9.1,20.1,11.2,5.5,10.1,4.600000000000001,7.9
3_32_594_0,2011,Total,3,India,32,Kerala,594,Thrissur,2367,773,11.9,.3,8.200000000000001,1.9,14.2,23.6,11.6,6.100000000000001,9.600000000000001,4.3,8.300000000000001
3_32_595_0,2011,Total,3,India,32,Kerala,595,Ernakulam,3455,1076,8.5,.3,19.1,1.7,17.2,18.5,12.3,5.7,7,4.100000000000001,5.7
3_32_596_0,2011,Total,3,India,32,Kerala,596,Idukki,953,829,40.40000000000001,.1,5.100000000000001,4.100000000000001,6.300000000000001,12.4,4.600000000000001,4.7,10.6,2.3,9.300000000000001
3_32_597_0,2011,Total,3,India,32,Kerala,597,Kottayam,1688,844,19.5,.2,5.300000000000001,2.6,10.7,20.2,12.5,6.300000000000001,9.300000000000001,5.800000000000001,7.600000000000001
3_32_598_0,2011,Total,3,India,32,Kerala,598,Alappuzha,1552,723,12.1,.2,7.800000000000001,2.6,12.2,22.7,10.8,6,11.3,5.800000000000001,8.300000000000001
3_32_599_0,2011,Total,3,India,32,Kerala,599,Pathanamthitta,982,786,22.6,.2,2.5,2.4,9.800000000000001,15,12.5,7.9,11.4,6,9.700000000000001
3_32_600_0,2011,Total,3,India,32,Kerala,600,Kollam,1819,686,19.2,.3,5.100000000000001,2.5,11.1,20.2,10.8,4.600000000000001,11.7,6.2,8.200000000000001
3_32_601_0,2011,Total,3,India,32,Kerala,601,Thiruvananthapuram,2675,801,10.2,.2,9.600000000000001,3.1,12.7,17.6,12.8,5.2,10,11.8,6.800000000000001
3_33_602_0,2011,Total,3,India,33,Tamil Nadu,602,Thiruvallur,2504,844,6.2,0,28.2,2.8,8.200000000000001,14,9.700000000000001,4.4,11,5.800000000000001,9.700000000000001
3_33_603_0,2011,Total,3,India,33,Tamil Nadu,603,Chennai,3971,882,1.4,0,14.4,1.4,5.300000000000001,19.2,17.5,11.8,12.9,5.5,10.7
3_33_604_0,2011,Total,3,India,33,Tamil Nadu,604,Kancheepuram,2402,792,6.4,.1,23.8,2.2,7.800000000000001,13.6,11.6,8.200000000000001,10.9,5.7,9.700000000000001
3_33_605_0,2011,Total,3,India,33,Tamil Nadu,605,Vellore,2382,657,9.5,0,22.1,1.8,10.6,19.3,9.600000000000001,5.600000000000001,7.600000000000001,4.9,9
3_33_606_0,2011,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,990,447,21.6,0,11.4,2,11.8,14.7,7.7,7.4,7,5.2,11.3
3_33_607_0,2011,Total,3,India,33,Tamil Nadu,607,Viluppuram,1229,408,25.2,.1,8.300000000000001,1.4,10.2,17.7,7.800000000000001,5.9,7.9,5.2,10.4
3_33_608_0,2011,Total,3,India,33,Tamil Nadu,608,Salem,2157,689,9.5,.3,25.4,3.9,9.300000000000001,16.1,8.4,6.2,8.800000000000001,4,8.200000000000001
3_33_609_0,2011,Total,3,India,33,Tamil Nadu,609,Namakkal,1230,773,25.9,0,18.6,1,6.600000000000001,12.8,9.4,7.100000000000001,7.7,3.2,7.7
3_33_610_0,2011,Total,3,India,33,Tamil Nadu,610,Erode,2078,782,17.4,0,20.4,1.8,6.5,17.7,8.200000000000001,6.2,8.5,4.2,9.200000000000001
3_33_611_0,2011,Total,3,India,33,Tamil Nadu,611,The Nilgiris,567,733,22.5,0,21,.7000000000000001,5.5,11.2,8.6,5.600000000000001,8.800000000000001,8.5,7.600000000000001
3_33_612_0,2011,Total,3,India,33,Tamil Nadu,612,Dindigul,1319,671,20,.4,18.1,1.3,8.1,17.3,7.7,7.7,6.9,4,8.6
3_33_613_0,2011,Total,3,India,33,Tamil Nadu,613,Karur,688,718,12.5,.1,20.1,1,7.7,17.3,6.9,13.7,6.9,3.2,10.6
3_33_614_0,2011,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,1873,755,10,.1,12.1,1.9,7.600000000000001,20.5,14.4,8.9,7.2,6.300000000000001,10.8
3_33_615_0,2011,Total,3,India,33,Tamil Nadu,615,Perambalur,376,309,34.3,3.2,9.9,1.5,4,10.3,7.7,4,9.200000000000001,4.800000000000001,11.1
3_33_616_0,2011,Total,3,India,33,Tamil Nadu,616,Ariyalur,,,,,,,,,,,,,
3_33_617_0,2011,Total,3,India,33,Tamil Nadu,617,Cuddalore,1500,647,20.4,13.1,8,3,5.800000000000001,14.3,6.300000000000001,6.600000000000001,8.1,6.4,8.1
3_33_618_0,2011,Total,3,India,33,Tamil Nadu,618,Nagapattinam,799,527,18,14,4,2.2,9.300000000000001,17.8,8.5,6.800000000000001,6.7,4.4,8.4
3_33_619_0,2011,Total,3,India,33,Tamil Nadu,619,Thiruvarur,505,427,22.2,0,4.2,3,7,21.1,8.800000000000001,8.9,7.600000000000001,7.300000000000001,9.800000000000001
3_33_620_0,2011,Total,3,India,33,Tamil Nadu,620,Thanjavur,1246,553,18.1,0,8,2.6,5.800000000000001,22.2,8.5,11.4,6.800000000000001,5.9,10.7
3_33_621_0,2011,Total,3,India,33,Tamil Nadu,621,Pudukkottai,781,522,24,.1,10.9,1.8,9.4,20,6.600000000000001,6,6.300000000000001,5.4,9.5
3_33_622_0,2011,Total,3,India,33,Tamil Nadu,622,Sivaganga,629,536,14.2,.1,11.5,1.2,10.1,19.8,8,10.3,8.200000000000001,5.7,11
3_33_623_0,2011,Total,3,India,33,Tamil Nadu,623,Madurai,1908,729,7.800000000000001,.1,15.4,1.5,7.9,24.3,9.600000000000001,9,8.800000000000001,4.7,11
3_33_624_0,2011,Total,3,India,33,Tamil Nadu,624,Theni,608,554,27.6,0,9.700000000000001,2,3.8,20.7,6.5,6.100000000000001,9.4,3.4,10.7
3_33_625_0,2011,Total,3,India,33,Tamil Nadu,625,Virudhunagar,1796,993,5.300000000000001,.2,44.8,1,7.5,14.2,5.100000000000001,5.100000000000001,5.4,3.4,7.9
3_33_626_0,2011,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,683,574,27.4,.3,9.700000000000001,.9,7.100000000000001,20.3,7.4,6.300000000000001,5.100000000000001,5.5,10
3_33_627_0,2011,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,1399,874,14,1.2,18.9,2.5,6.800000000000001,18.8,12.6,5.7,5.5,4.2,9.9
3_33_628_0,2011,Total,3,India,33,Tamil Nadu,628,Tirunelveli,1940,697,10.8,.4,24.3,1.5,8.200000000000001,18.6,7.9,5.800000000000001,7.300000000000001,4.100000000000001,11
3_33_629_0,2011,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,1449,860,10.1,0,16.1,1.5,25.5,12.5,7.100000000000001,5.5,9.200000000000001,3.6,8.9
3_33_630_0,2011,Total,3,India,33,Tamil Nadu,630,Dharmapuri,789,579,21.9,.2,15.7,2,10.7,15.3,9.600000000000001,5.2,6.2,4.3,9
3_33_631_0,2011,Total,3,India,33,Tamil Nadu,631,Krishnagiri,905,550,14.5,0,17,2.3,11.9,17.2,9.800000000000001,5.800000000000001,6.600000000000001,4.800000000000001,10.1
3_33_632_0,2011,Total,3,India,33,Tamil Nadu,632,Coimbatore,4209,923,8.700000000000001,.1,31.2,1.4,6.5,17.2,6.9,5.9,9.1,3.2,9.800000000000001
3_33_633_0,2011,Total,3,India,33,Tamil Nadu,633,Tiruppur,,,,,,,,,,,,,
3_34_634_0,2011,Total,3,India,34,Puducherry,634,Yanam,,,,,,,,,,,,,
3_34_635_0,2011,Total,3,India,34,Puducherry,635,Puducherry,,,,,,,,,,,,,
3_34_636_0,2011,Total,3,India,34,Puducherry,636,Mahe,,,,,,,,,,,,,
3_34_637_0,2011,Total,3,India,34,Puducherry,637,Karaikal,,,,,,,,,,,,,
3_35_638_0,2011,Total,3,India,35,Andaman & Nicobar Islands,638,Nicobars,,,,,,,,,,,,,
3_35_639_0,2011,Total,3,India,35,Andaman & Nicobar Islands,639,North  & Middle Andaman,,,,,,,,,,,,,
3_35_640_0,2011,Total,3,India,35,Andaman & Nicobar Islands,640,South Andaman,,,,,,,,,,,,,
3_3_35_0,2011,Total,3,India,3,Punjab,35,Gurdaspur,1488,663,29.4,0,7.100000000000001,2,8.1,17.2,6.7,4.5,4.4,8,12.6
3_3_36_0,2011,Total,3,India,3,Punjab,36,Kapurthala,708,888,34,0,11.1,3,7.800000000000001,14.2,5.4,7,4.800000000000001,4.4,8.200000000000001
3_3_37_0,2011,Total,3,India,3,Punjab,37,Jalandhar,1877,899,21.1,0,15.1,3.1,8.9,18,8.200000000000001,6.9,6.100000000000001,4.5,8
3_3_38_0,2011,Total,3,India,3,Punjab,38,Hoshiarpur,1172,755,28.7,0,13.5,2.1,7.7,16,6,5.800000000000001,3.9,5.7,10.6
3_3_39_0,2011,Total,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,630,1035,27.9,0,25.3,2.2,9.5,11.8,3.9,6.4,3,3.2,6.7
3_3_40_0,2011,Total,3,India,3,Punjab,40,Fatehgarh Sahib,556,974,36.5,0,14.2,8.300000000000001,5.4,12.3,5,4.2,3.7,3.9,6.4
3_3_41_0,2011,Total,3,India,3,Punjab,41,Ludhiana,3305,1006,19.9,0,26.2,4.5,5,16.7,7.7,4.2,6,2.6,7.2
3_3_42_0,2011,Total,3,India,3,Punjab,42,Moga,948,1007,35.5,0,27.9,2.1,2.9,10.6,3.8,4.5,2.9,3.3,6.4
3_3_43_0,2011,Total,3,India,3,Punjab,43,Firozpur,1419,760,47.6,0,6.300000000000001,1.9,4.2,14.9,4.4,4.100000000000001,3.1,4.9,8.6
3_3_44_0,2011,Total,3,India,3,Punjab,44,Muktsar,626,756,46.40000000000001,0,7,1.7,4,15.6,2.9,4.2,5.5,5,7.7
3_3_45_0,2011,Total,3,India,3,Punjab,45,Faridkot,490,831,39.3,0,7.2,2.1,4.2,14.2,8.300000000000001,4.600000000000001,3.2,6.100000000000001,10.8
3_3_46_0,2011,Total,3,India,3,Punjab,46,Bathinda,970,768,41.7,0,7.600000000000001,2.3,4.4,15.4,4.4,5.100000000000001,4.4,4.600000000000001,10.2
3_3_47_0,2011,Total,3,India,3,Punjab,47,Mansa,524,713,51.1,0,6.800000000000001,1.2,4.5,14.4,3.1,3.9,3.5,4.600000000000001,6.9
3_3_48_0,2011,Total,3,India,3,Punjab,48,Patiala,1695,859,30.8,.3,12.4,3.8,5.9,16,5.9,4.9,4.5,6.600000000000001,8.700000000000001
3_3_49_0,2011,Total,3,India,3,Punjab,49,Amritsar,1779,766,30.8,0,9,2.6,5.9,19,7.5,5.300000000000001,5,4.9,10
3_3_50_0,2011,Total,3,India,3,Punjab,50,Tarn Taran,779,766,30.8,0,9,2.6,5.9,19,7.5,5.300000000000001,5,4.9,10
3_3_51_0,2011,Total,3,India,3,Punjab,51,Rupnagar,961,797,23.3,0,16.2,4,6.5,14.7,7.9,5.800000000000001,6,6.2,9.200000000000001
3_3_52_0,2011,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,,,,,,,,,,,,,
