id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,gdp,gdp_pc,sgdp_s1,sgdp_s2,sgdp_s3,sgdp_s4,sgdp_s5,sgdp_s6,sgdp_s7,sgdp_s8,sgdp_s9,sgdp_s10,sgdp_s11
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,243,221,29.5,4.3,25.6,.5,4.7,11.7,4.5,1.1,5.7,4,8.5
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,224,266,25.9,3.2,29.2,.5,5,9.700000000000001,3.3,.9,5,7.300000000000001,10.1
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,202,379,9.800000000000001,13.3,16.3,1.7,10.1,20.1,8.5,2.2,4.9,4.2,8.9
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,544,268,14.8,7.4,24.5,.7000000000000001,11.5,13.1,7,1.9,4.600000000000001,3.6,10.9
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,475,383,12.5,3.6,37.8,1.5,6.2,11.1,7.5,2.1,4,3.3,10.5
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,285,256,24.7,3.5,29.5,.6000000000000001,6,10.3,2.7,1.6,6.300000000000001,3.7,11.2
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,445,451,9.1,12.6,44.2,.7000000000000001,4.9,10.3,7.100000000000001,1,1.9,2.3,6
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,374,501,13.9,20.7,41.7,.2,3,6.9,3.3,.4,3.1,1.8,5
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,1601,628,2.1,37.8,11.7,2.3,9.5,12.2,8.800000000000001,2,4.4,2.5,6.7
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,849,449,2.5,19.3,28,5.2,9.5,10.5,6.9,2,4.800000000000001,4,7.100000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,115,296,33.3,3.9,22,.3,5.2,12.3,4.2,1.2,3.9,3.9,9.700000000000001
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,1130,536,7.4,4.600000000000001,31.6,1.2,10.4,13.3,8.200000000000001,3.2,8,3.7,8.4
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,436,267,23.6,2.9,22.6,.8,6.5,11.3,7.600000000000001,1.8,8.700000000000001,5.4,8.800000000000001
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,179,300,35.3,2.4,19.2,.6000000000000001,5.5,9.700000000000001,6.4,1.5,7.2,4.5,7.600000000000001
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,679,431,11,23.3,15.5,3.9,8.700000000000001,11.2,6.4,1.9,2.9,6.800000000000001,8.4
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,365,431,11,23.3,15.5,3.9,8.700000000000001,11.2,6.4,1.9,2.9,6.800000000000001,8.4
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,364,309,29.3,2.5,27.6,.5,6.4,11.2,5.4,1.3,3.2,4,8.6
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,205,294,24.9,3.2,27.7,.7000000000000001,6.600000000000001,11.2,6.300000000000001,1.7,4.100000000000001,5.100000000000001,8.700000000000001
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,1105,467,17,4.9,17.6,1.5,8.200000000000001,11.7,7.300000000000001,3.6,6.800000000000001,13.1,8.4
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,280,467,17,4.9,17.6,1.5,8.200000000000001,11.7,7.300000000000001,3.6,6.800000000000001,13.1,8.4
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,287,324,51.1,2.6,19.1,0,2.3,6.800000000000001,3.1,1.2,3.8,3.7,6.4
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,165,301,45.5,2.8,21.1,0,2.6,7.7,3.4,1.3,4.2,4.100000000000001,7.2
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,552,420,26.3,4.5,27.8,1,6.600000000000001,8.5,9.800000000000001,1.4,4.3,3,6.9
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,378,419,16,5.7,30.7,1.3,7.4,8.9,11.8,1.8,5.4,3.7,7.300000000000001
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,406,294,38.40000000000001,.9,8.200000000000001,3.8,3.8,11.5,6.9,3.9,6.600000000000001,3.1,12.9
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,457,867,8.300000000000001,46.6,9.5,2.9,5,7,7.9,1.4,3.8,2.4,5.100000000000001
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,469,483,24.5,.6000000000000001,13.8,7.5,7.800000000000001,9.9,8.9,4.5,6.7,5.7,10.1
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,89.2,312,42.7,.5,2.6,6.100000000000001,9.4,6.100000000000001,4.7,2.6,5.600000000000001,5.600000000000001,14.2
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,1048,550,16.6,7.100000000000001,28.7,2.4,4,10.1,11.2,3.3,6,2.9,7.7
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,955,586,23.4,35.1,9.9,2.3,2.1,6.100000000000001,6.5,1.3,3.6,2.7,7.100000000000001
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,692,297,37,.3,11.8,3.3,6,9.700000000000001,7.2,2.9,4.4,5.5,11.9
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,682,321,29.3,.1,14.1,3.5,2.9,11.8,7.800000000000001,4.7,7,5.5,13.1
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,386,275,37.7,0,.9,3.5,2.4,14.8,9.600000000000001,4.600000000000001,7.4,4.7,14.4
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,368,274,34.1,0,1.7,5.4,5.2,14.1,7.4,3.8,6.5,4.4,17.5
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,574,542,26.8,.1,30.4,2.6,3.8,8.5,8.4,2.6,4.2,3.6,8.9
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,1117,455,15.7,.1,4.9,5.300000000000001,4.600000000000001,24.3,11.5,6.100000000000001,7.2,6.800000000000001,13.4
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,572,338,19.2,17.6,3.2,3.8,5.100000000000001,15.2,10,3,5.100000000000001,3.9,13.9
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,406,370,29.3,.3,6.600000000000001,6.4,5.5,11.5,11.5,3,6.2,5.100000000000001,14.5
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,1495,1251,8.4,35.4,32.6,8.6,1.4,3.4,2.9,.8,2.1,1.3,2.9
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,228,258,37,.1,3.5,3.4,4.4,13,6.9,3.8,7.100000000000001,5.600000000000001,15.2
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,1102,550,11.7,.1,6.9,7.300000000000001,3.9,17.9,13.6,8.9,7.100000000000001,11.6,11
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,520,334,36,.1,1.5,4,2.3,15.1,9.700000000000001,4.2,6.5,6.4,14.1
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,1083,328,23.5,.2,3.8,5.7,8,15.4,9.300000000000001,4.3,9,4.9,15.9
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,180,335,40.6,.4,1.6,3.5,8.1,10.8,4.9,2.9,6.300000000000001,3.9,17.1
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,312,460,47.3,.7000000000000001,4.4,2.4,16.2,5.4,4.800000000000001,1.8,3.8,4,9.300000000000001
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,126,324,53.3,.4,4.100000000000001,1.5,6.9,6.600000000000001,3.4,2.9,5.300000000000001,4.3,11.2
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,159,283,51.2,.1,2.8,1.7,4.5,10.2,3.3,2.6,6.7,4.5,12.5
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,486,357,33.3,.3,4.2,3.9,9.4,10.2,8,3.2,6.7,7,14
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,162,296,44.5,.3,2.6,2.5,8.6,9.200000000000001,5.800000000000001,2.8,6.4,4.600000000000001,12.8
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,409,293,39.2,.2,3.4,5,6.300000000000001,10,6.300000000000001,2.9,7,5.100000000000001,14.5
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,374,432,30.3,.3,22.9,3.5,6.5,8.1,6.600000000000001,1.8,6.9,3.2,9.9
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,275,254,44.5,.6000000000000001,4.9,2.6,6.5,11.7,4,1.5,8.200000000000001,3.4,12.1
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,689,563,22.2,3.4,30.5,4.800000000000001,6.5,6.4,6,1.7,6.2,3.7,8.700000000000001
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,154,290,58,.4,1.3,5.100000000000001,6.100000000000001,5.600000000000001,2.9,1,7.600000000000001,4,8.1
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,288,459,15.2,29.8,14.1,.9,5.4,9.4,4.800000000000001,2.1,5.5,3.7,9.1
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,615,283,29.7,9.4,19.4,1.1,5,7.100000000000001,3.1,2.2,5.300000000000001,4.7,12.9
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,258,331,28.5,.4,33.3,.7000000000000001,4.7,6.800000000000001,1.8,1.2,4.800000000000001,4.600000000000001,13.2
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,548,402,19.7,9.5,23.9,1.2,5.2,14.1,3.7,2.1,5.100000000000001,4.100000000000001,11.2
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,1440,1302,3.8,49,8.1,23.9,2.1,3.5,2.2,.7000000000000001,2.2,1.5,3.1
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,422,298,25.1,1.1,28.2,2.3,4.800000000000001,12.5,4.3,1.8,6,3.7,10.3
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,861,402,18.4,.8,23.8,1.8,6.800000000000001,14.6,8.800000000000001,3.2,6.5,4.4,10.7
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,149,241,34.8,.5,18.1,1.3,5.7,12.5,1.9,2,7,4,12.4
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,513,373,23.4,.3,28.6,1.1,5.9,12.4,4.100000000000001,2.7,5.800000000000001,4.5,11.2
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,1491,496,17.7,1.9,31.4,1.3,5.9,13.4,6.7,3.1,6.7,3.9,8.1
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,1759,541,13.2,1.2,32.1,1.3,5.5,15.5,9.600000000000001,3.6,6,3.6,8.5
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,293,329,30.9,.4,23.5,1.9,4.9,12.3,4.100000000000001,2.6,6.300000000000001,3.4,9.700000000000001
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,295,386,24,0,31.3,1.3,4.2,13.7,4.7,2.4,4.7,3.8,9.9
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,224,320,33.5,.4,23.1,2,5.600000000000001,8.9,1.7,2,4.7,4.7,13.5
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,396,310,29.4,0,21,1.2,7.100000000000001,10.7,4.100000000000001,2.3,5.7,5.2,13.2
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,40.3,310,29.4,0,21,1.2,7.100000000000001,10.7,4.100000000000001,2.3,5.7,5.2,13.2
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,288,564,19.1,50.5,4.5,1.6,3.7,5.2,1.7,.8,3,3,6.800000000000001
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,143,564,19.1,50.5,4.5,1.6,3.7,5.2,1.7,.8,3,3,6.800000000000001
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,156,255,50.90000000000001,0,4.9,1.7,5.5,15.7,3.1,1.5,2.5,4.800000000000001,9.4
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,438,256,33,.2,9.600000000000001,2.1,9.9,15.3,6.7,2.6,2.9,5.7,12
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,358,239,32.7,.1,10.9,2.7,9.300000000000001,15.3,3.3,2.9,2.4,7,13.4
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,925,526,12.8,.1,11.8,4.600000000000001,7.5,17.7,11.3,5.800000000000001,11.3,6.800000000000001,10.2
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,206,309,35.3,.2,8.700000000000001,1.6,9.700000000000001,15.6,4.9,2.6,2.7,6.9,11.8
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,405,260,44.6,.5,6.4,2.8,6.7,14.8,3.2,2.5,2.3,5.7,10.4
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,322,247,38.8,.4,8.700000000000001,3.2,10.2,13.9,3.1,2.4,2.4,5.4,11.5
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,436,273,38.1,.3,8.700000000000001,.7000000000000001,11.4,15.6,4.100000000000001,2.7,2,5.300000000000001,11.1
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,239,261,42.90000000000001,2.6,9.200000000000001,1.7,7,13.1,2,2.2,2.5,5.800000000000001,11.1
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,651,302,28.2,.1,11,1.5,8.300000000000001,17.6,8.5,3.3,4.3,5.9,11.3
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,344,300,33.4,1.2,11.6,1.4,9.600000000000001,15.8,4.5,2.7,4.4,4.9,10.5
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,631,311,23.4,2.6,14.2,1.6,8.200000000000001,16.4,8.1,3.4,6.7,4.600000000000001,10.6
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,543,255,26.2,1.3,10.6,3.9,7.100000000000001,14.7,5.9,4.7,5.2,7.4,12.9
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,149,270,27.5,6.7,7.2,8.9,8.6,10.4,6.600000000000001,5.600000000000001,2,5.4,11
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,319,414,38.7,1.9,8.300000000000001,1.2,5.800000000000001,15.8,4.7,2.4,9,3.4,8.800000000000001
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,529,418,40.2,.1,6.7,6,6.4,14.5,4.2,2,9.5,2.9,7.600000000000001
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,565,433,32.2,.1,9.5,1,5.300000000000001,15.4,10.1,3.1,10.9,4,8.5
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,877,480,24.7,.6000000000000001,14.7,4.600000000000001,6.300000000000001,15.1,5.600000000000001,3.3,12.5,3.8,8.800000000000001
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,442,319,45.90000000000001,.1,6.7,1.5,8,15.7,4,1.6,2.7,3.9,10
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,474,336,39.6,.2,16.1,1.5,5.7,13.1,3.3,2.6,4.5,4.2,9.200000000000001
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,598,318,40.1,.3,15.7,1.4,6,13,2.3,2.7,3.2,5.300000000000001,10
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,2246,824,7.800000000000001,.1,14.6,.8,5.4,16.6,10.4,7,25.6,3,8.700000000000001
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),453,273,35.6,.3,10,4,7.7,15.9,2.7,2.7,4.4,5.9,10.9
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,258,219,35.8,.1,9,1.5,5,20.8,3.2,3.1,4.800000000000001,5.300000000000001,11.4
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,401,296,43.3,.2,8.6,3.6,8.800000000000001,13.3,2.9,2,2.4,4.100000000000001,10.9
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,424,325,43.5,.2,6.100000000000001,.9,9.1,14.3,4.3,2,5.2,4.2,10
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,1446,705,4.9,.1,16.6,.9,7.9,16.7,10.4,14.3,12.7,7.5,8.200000000000001
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,366,313,49.7,.1,5.4,4.100000000000001,5.100000000000001,12.5,3.5,2.4,3.2,4.5,9.5
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,366,300,40.3,.3,16.8,.8,8,12.3,3.3,1.6,1.7,5,10
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,511,349,29.1,4.800000000000001,6.2,16.7,6.600000000000001,9.800000000000001,8.1,2.7,1.6,4.9,9.5
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,166,326,43,.3,6.2,1.2,5.7,15.2,6.800000000000001,3.2,5.4,4.4,8.6
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,504,437,27.3,.7000000000000001,9.800000000000001,5.100000000000001,8.300000000000001,14.6,14.2,2.8,3.7,5.100000000000001,8.4
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,431,382,19.7,4.7,13.7,.7000000000000001,8.4,15.7,11.1,2.9,11.5,3,8.5
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,1152,504,12.6,.4,15.9,2.2,8.1,18.2,12.3,6.800000000000001,7.4,6.100000000000001,10
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,329,323,44.8,.1,7.100000000000001,2.6,4.2,16.3,5,2.5,1.9,4.9,10.6
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,117,216,50.40000000000001,.1,7.5,.8,3.5,10.5,1.7,1.5,.9,8.200000000000001,14.7
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,229,227,33.8,.3,7.5,1.4,12.9,12.6,4.3,2.4,.8,8.9,15
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,813,419,33.4,16.2,6.300000000000001,1.9,6.7,11.5,4,2.4,4.9,4.100000000000001,8.5
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,332,272,38.1,.1,6.100000000000001,3.2,10.1,14.4,3.1,2.2,3.4,6.600000000000001,12.7
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,471,308,28.1,12.3,10.8,1.8,8,14.6,2.6,1.7,2.4,5.9,11.7
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,307,290,38.5,.1,9.9,1.7,8.5,15.3,4.5,2.4,4.7,4.7,9.600000000000001
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,216,290,38.5,.1,9.9,1.7,8.5,15.3,4.5,2.4,4.7,4.7,9.600000000000001
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,395,418,16.3,37.5,6.4,3.8,6.9,9.4,4.5,1.9,1.5,3.8,8.1
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,298,418,16.3,37.5,6.4,3.8,6.9,9.4,4.5,1.9,1.5,3.8,8.1
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,580,581,12.3,54.1,3.4,12.9,3,4.100000000000001,1.6,1.5,.9,1.9,4.100000000000001
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,593,581,12.3,54.1,3.4,12.9,3,4.100000000000001,1.6,1.5,.9,1.9,4.100000000000001
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,173,215,40.2,.2,6.100000000000001,1.6,10.1,12.4,4.600000000000001,2.5,1.9,6.7,13.7
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,148,215,40.2,.2,6.100000000000001,1.6,10.1,12.4,4.600000000000001,2.5,1.9,6.7,13.7
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),558,309,34.6,.2,11.9,1.5,7.800000000000001,16.7,6.600000000000001,3.5,3.8,4.600000000000001,8.9
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,,,,,,,,,,,,,
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,,,,,,,,,,,,,
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,,,,,,,,,,,,,
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,,,,,,,,,,,,,
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,,,,,,,,,,,,,
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,,,,,,,,,,,,,
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,,,,,,,,,,,,,
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,,,,,,,,,,,,,
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,,,,,,,,,,,,,
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,,,,,,,,,,,,,
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,,,,,,,,,,,,,
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,,,,,,,,,,,,,
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,,,,,,,,,,,,,
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,,,,,,,,,,,,,
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,,,,,,,,,,,,,
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,,,,,,,,,,,,,
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,,,,,,,,,,,,,
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,,,,,,,,,,,,,
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,,,,,,,,,,,,,
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,,,,,,,,,,,,,
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,,,,,,,,,,,,,
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,,,,,,,,,,,,,
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,,,,,,,,,,,,,
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,,,,,,,,,,,,,
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,,,,,,,,,,,,,
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,,,,,,,,,,,,,
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,,,,,,,,,,,,,
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,,,,,,,,,,,,,
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,,,,,,,,,,,,,
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,,,,,,,,,,,,,
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,688,503,48.6,0,3.8,.8,3.3,10.3,4.800000000000001,6.300000000000001,11.4,3.3,7.4
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,889,496,17.1,0,12.6,1.5,6.300000000000001,14,7.7,12.7,12.7,5.2,10.2
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,2270,587,28.2,0,10.1,2,5.300000000000001,13,8.4,10.1,10.6,4.100000000000001,8.1
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,889,381,22.9,.1,7.4,1.8,5.7,12.1,7.600000000000001,12.1,14.5,5.7,10.2
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,904,525,13.6,.1,13.6,2.2,7,14.8,9.1,13,11.4,5.100000000000001,10.1
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,382,359,35.6,.2,3.8,1.6,4.5,10.8,6.300000000000001,7.9,14.7,4.800000000000001,9.9
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,1335,486,24.5,.1,5.100000000000001,2.4,7.2,10.6,8.4,12.1,12.7,5.9,11.1
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,788,607,24.3,.2,10.4,1.6,7.7,12.3,7.4,10.6,10.4,5.600000000000001,9.4
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,3840,881,9.5,4.600000000000001,15.1,2.1,8.800000000000001,14.3,8.800000000000001,13,9.800000000000001,6.2,7.800000000000001
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,1019,452,34.9,.7000000000000001,4.600000000000001,2.5,5.800000000000001,11.4,6.4,7.2,12.4,4.5,9.700000000000001
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,561,449,15.3,.2,17.2,1,9.5,14.1,7.5,7,13.2,4.9,10
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,347,344,28,.1,6,2.2,6.2,9.200000000000001,5.300000000000001,6.800000000000001,12.3,8.9,15
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,1602,735,11.6,22.2,11,2.6,6.9,13.1,5.800000000000001,6.300000000000001,7.800000000000001,5.300000000000001,7.5
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,1177,458,19.1,13.8,4.9,1.4,7.300000000000001,11.2,6.300000000000001,9,12.8,5.100000000000001,9
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,1178,391,22.6,.3,7.100000000000001,1.7,6.9,11.7,7.2,10.6,14.8,5.800000000000001,11.4
