id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,lp_inf_ser_t,lp_inf_ser_6,lp_inf_ser_7,lp_inf_ser_8,lp_inf_ser_9,lp_inf_ser_11,kl_inf_ser_t,kl_inf_ser_6,kl_inf_ser_7,kl_inf_ser_8,kl_inf_ser_9,kl_inf_ser_11
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,375,568,360.4,117.8,195.4,135.1,920.8000000000001,804.4000000000001,4183.5,725.3000000000001,1863,405.6
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,307.9,453.6,168.1,117.8,168.7,59,729.1,574.4,1854.9,725.3000000000001,747.4000000000001,594.9
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,657.3000000000001,776.6,425.4,,65.7,130,2064.3,1757.4,4891.900000000001,,793.2000000000001,1186
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,551.5,698,378.1,,129.6,183.3,1938.4,1621,3657.4,,1393.7,2039.6
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,371.1,498.8,318.6,,143.4,229.7,1725.1,1281.7,1964.7,,1522.9,2765.6
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,290.2,436.8,148.9,153.3,171.2,104.9,1745.6,1556.7,995.1,2497.9,3976.2,1158.2
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,361.7000000000001,519.5,150.1,155.2,169.6,117.5,3890.1,5024,1043,1788.9,3952.4,1521.9
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,587.6,679.5,216.1,157.2,131.6,166,10051.3,11725.4,2662.7,1092,3363.3,2864.1
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,231,577.2000000000001,137.9,,,85.40000000000001,488.7000000000001,794.1,693.1,,,224.4
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,303.8,636.1,139.6,,345,87.2,736,1150,732.2000000000001,,3680.2,312.4
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,613.7000000000001,721.4000000000001,167,,345,127.1,1778.6,1664.4,1261.1,,3680.2,2251.7
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,345.4,437.2000000000001,244.9,60.6,83.90000000000001,55.3,1457.9,1247.6,4411.6,531.8000000000001,2285.9,1007.8
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,343.6,441.2000000000001,218.6,68.3,99.7,58.6,1525.9,1340.7,3991.8,715.8000000000001,2310.9,1089.1
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,325.9,493,117.6,107,109.9,102.9,2218.2,2534.4,1179.8,1833.2,2320,1965.5
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,447.4,534.1,75.60000000000001,,171.3,93,899.1,870.6,328.9,,3030.4,1101.2
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,471.9,569.7000000000001,96.60000000000001,,235.1,111.8,1232.6,1164.9,869.6,,3462.6,1429.1
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,560.5,715.8000000000001,168.1,,306.7,157.6,2447.1,2372,2706,,3948.1,2268.5
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,251.8,261.8,286.7,,117,85.7,836.1,718.5,1901.2,,1615.7,865.4000000000001
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,265.5,282.2,258.3,,123.1,121.5,871.9000000000001,760.8000000000001,1691.8,,1484,959
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,432,742.8000000000001,125.4,,137.6,216.4,1339,1712.6,713.9000000000001,,917.6,1240.1
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,500.8,560.7000000000001,938.9000000000001,127.6,115.3,124.8,1621.3,1546.1,4049.7,1615.9,1722.4,1259.7
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,492.6,605.8000000000001,357.1,244.4,139.1,105.7,1617,1675.3,2350.8,2715.9,2520.4,955.6
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,490.2000000000001,620.1,249.9,350.3,187.5,101.5,1615.7,1716,2037.7,3448.3,4146.5,876.8000000000001
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,310.5,362.2000000000001,451.4,81.30000000000001,140.6,130.9,1099.4,1026.6,3007.4,654.3000000000001,775.3000000000001,880
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,597.6,753.6,391.3,208,297.1,197.9,1972.2,1923.3,2434.3,783.7000000000001,4360,1895.7
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,787.5,1021.1,367.8,293.5,303.5,253.1,2573.7,2542.4,2205.8,911.6,4508.1,2859.7
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,238.8,307.6,231.4,14.4,88.2,69.3,1172.7,997.3000000000001,2511.8,57.6,2416.9,799.7000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,253.4,328.2000000000001,225.8,41.90000000000001,113.2,74.3,1353,1224.9,2460.7,149.8,1976.1,1211.6
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,296.9,383.1,138.1,229.8,135.6,87,1877.7,1831.3,1665.8,781.7000000000001,1580.3,2134.1
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,335.6,299.9,501.1,20.6,64.60000000000001,161.2,1040.8,635.2000000000001,1937.4,141.3,1751.7,659.8000000000001
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,368.7000000000001,485.9,396.8,108.4,183.9,118.8,1391,1157.1,2041.5,621.6,1699.6,993.7000000000001
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,398.8,721.9000000000001,294.6,168.5,233.4,101.3,1724.4,1819.2,2144.3,1031.1,1678,1148
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,109,149.8,186.8,165.1,141.7,51.1,688.1,787.3000000000001,2635.5,1778.3,918.9000000000001,257
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,179.6,277,193.5,159.3,221.5,59,995.8000000000001,1106.4,3592.7,2022,2678.8,395.9
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,679.4000000000001,923,255,128.6,419,156.8,3174.9,2726.8,12303.4,3321.2,7039.400000000001,2114.6
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,259,337.5,208.3,37.3,124.1,68.60000000000001,977,1064.6,2353.7,52.8,507.2000000000001,571.4
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,282.7,368.1,214.1,44.3,122.5,74.5,1012.7,1095.6,2367,151,542.9,613.5
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,608.1,759.9000000000001,302.7,207.8,99.40000000000001,171.3,1502.4,1491.1,2570.2,2440.5,1071.3,1294.2
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,560.1,835.2000000000001,179.5,,228.3,153.5,1631,1762,1830.3,,3793.7,868.1
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,498.2000000000001,754.6,217.4,,265,153.8,2476.1,2000,2471.7,,3394.3,3211.5
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,376.8,564.3000000000001,284.5,,321.7000000000001,154.2,4022.9,2561.7,3226.8,,2777.9,6549.1
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,560.1,835.2000000000001,179.5,,228.3,153.5,1631,1762,1830.3,,3793.7,868.1
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,498.2000000000001,754.6,217.4,,265,153.8,2476.1,2000,2471.7,,3394.3,3211.5
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,376.8,564.3000000000001,284.5,,321.7000000000001,154.2,4022.9,2561.7,3226.8,,2777.9,6549.1
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,314.9,365.5,185.6,60.40000000000001,225,97.2,745.9000000000001,691.8000000000001,1365.8,514.1,4510.3,956.9000000000001
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,331.3,391.2000000000001,175.5,66.5,185.8,101.2,856,810.3000000000001,1355,532.3000000000001,3279.7,1014.6
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,500.6,732.5,99.60000000000001,302,174,115.1,1998.9,2388.3,1272.1,1323,2906.2,1219.1
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,272.7,295.3,358.2000000000001,6.9,132.9,95.80000000000001,723.3000000000001,608.2000000000001,3965.9,262.5,1904.8,1285.2
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,302.6,333.1,268.6,33.1,144.1,95.90000000000001,929,804.6,3240.1,690.9000000000001,2678.7,1350.2
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,568.2000000000001,732.3000000000001,124.1,103,171,96,2774.1,2878.5,1466.1,1831.4,4529,1745.9
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,197.5,210.9,222.2,64.3,473.6,73.40000000000001,753.1,361.1,3976,320.2000000000001,1509.9,622.9000000000001
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,285.6,323.4,241.5,64.3,250.7,123.5,1714.1,1275.5,4740.400000000001,320.2000000000001,2270.7,1595.7
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,423,530.1,264.9,,199.1,172.1,3197.9,2956.3,5662.1,,2446.5,2486.6
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,197.5,210.9,222.2,64.3,473.6,73.40000000000001,753.1,361.1,3976,320.2000000000001,1509.9,622.9000000000001
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,285.6,323.4,241.5,64.3,250.7,123.5,1714.1,1275.5,4740.400000000001,320.2000000000001,2270.7,1595.7
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,423,530.1,264.9,,199.1,172.1,3197.9,2956.3,5662.1,,2446.5,2486.6
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,191.4,242.6,192.6,2.8,73.3,73.5,727.7000000000001,527.4,1967.4,31.2,836.5,806
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,249.5,326.8,180.8,5.4,175.5,80.10000000000001,892.9000000000001,763.7000000000001,1872.4,43.1,1699.6,882.1
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,565.6,740.7000000000001,99.40000000000001,107.4,367.5,120.3,1762.5,1913.1,1217.8,217.7,3321,1345.3
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,91.40000000000001,115.2,,,,34.5,683.6,665.1,,,,727.3000000000001
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,138,175.9,107.2,,167.1,37.8,844.8000000000001,826.7000000000001,1198.8,,3449.7,837.8000000000001
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,398.1,477.4,107.2,,167.1,75.8,1734.8,1617.3,1198.8,,3449.7,2118.2
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,113.8,115.7,228.4,154.2,163.7,57.2,676.6,644.6,2988.6,2056.2,1888.7,615.3000000000001
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,175.6,181.8,205.8,165.1,233.8,94.30000000000001,1009.3,900.4000000000001,1899.3,1993.3,5374.1,1134
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,486.3,635.7000000000001,152.2,428.5,237.5,140.9,2655.8,2655.7,664.8000000000001,471.4,5557.6,1785.1
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,245.6,338.6,204.5,,126.6,60.1,1279.6,1152.5,2366.6,,1492.4,633.3000000000001
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,292.5,422.7000000000001,206.2,169,219.6,68.7,1391.8,1285.6,2346,2653.9,4378.5,813.4000000000001
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,715.1,1244.2,271.7,169,227.6,122.3,2402.9,2585.6,1534.3,2653.9,4625.6,1934.4
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,272.9,337.6,268.4,10.9,69.90000000000001,124.8,1244.1,786,7037.6,224.8,2217.3,1109
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,285.1,363.6,231.4,21.1,132.8,114.8,1273.4,787.5,5572.700000000001,262.7,5841.6,1076.1
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,349.7000000000001,532.5,119.4,119.1,191.8,76.90000000000001,1426.9,797.6,1138.9,625.8000000000001,9240.300000000001,965.4000000000001
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,207.4,293.1,196.8,21.2,98.30000000000001,79.2,962.5,1002.5,3090.2,116.4,2216.6,839.7000000000001
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,461.1,615.5,215.6,40.6,229.7,127.1,1757.8,1487,3748.3,493.7000000000001,8754.5,1463.5
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,667,830.3000000000001,236,167.8,236.5,178.5,2402.1,1808.5,4464.3,2959.7,9090.6,2134
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,185.9,276.2,351.5,7.600000000000001,121,49.40000000000001,705.5,555.7000000000001,5483.5,57.1,1552.8,369.6
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,318.6,496.6,179,11.6,138.3,88.60000000000001,1413.7,871.2000000000001,1973.1,100.5,3195.6,3237.6
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,455,741.9000000000001,143.3,89.80000000000001,138.6,146.7,2143.9,1222.1,1246.6,942.4000000000001,3366.2,7486.5
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,180.8,304.9,404.3,19.3,96.90000000000001,39.5,745.4000000000001,449.1,5478,202.9,1631.8,386.7000000000001
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,191.1,313.9,398.9,22.9,126.5,41.2,801.4000000000001,539.5,5358.6,247.7,1875.4,404.9
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,324,389.1,222.8,132.5,294.9,93,1514.6,1297.8,2753.3,1605.9,3264.8,957.2000000000001
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,243.9,306.9,398.4,18.1,85.7,91.90000000000001,1663.6,779.6,4541.400000000001,510.9,2110.5,9534
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,251.5,316.2000000000001,314.7000000000001,17.6,231.9,88.40000000000001,1593.5,875.7000000000001,3722.8,657.3000000000001,2544.2,4367.8
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,264.8,331.7000000000001,212.6,5,239,86.40000000000001,1470.9,1038.7,2724.6,4557.5,2565.3,1310.6
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,110.6,124.4,315.2000000000001,11.3,86.90000000000001,47.3,400,210.8,4298.8,58.1,1234.8,326
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,128.2,148.3,287,13.2,101.5,47,516.1,313.9,4100.900000000001,70.10000000000001,1422.5,371.9
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,344.5,506.4,207.2,42.1,261.1,43.7,1920.2,1861.1,3538.9,229.7,3470.2,919.5
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,71.10000000000001,66.10000000000001,175.5,18.8,94.40000000000001,49.2,492.5,173.5,4222.7,221.7,2532.1,196.8
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,115.4,114.9,208.1,116.3,102.1,68.40000000000001,575.2000000000001,234.5,4181.8,307.8,2606,374.3
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,717.8000000000001,988.3000000000001,410,413,262.4,189.2,1701.5,1323.8,3928.2,569.5,4137.8,1502.4
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,238.3,330.6,367.5,19.9,107.7,69,631.8000000000001,517.1,5994.700000000001,142.9,1664.5,339.2000000000001
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,342.5,477.8,299.3,19.8,194.1,75.5,1007.1,1009.8,4452.1,142.5,2313.8,609.2000000000001
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,889,1123.5,153.5,4.4,205.4,142.4,2924.8,3163.2,1154.5,97.40000000000001,2398.4,3131.3
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,208,324.7000000000001,154.5,30.4,94.2,52.1,856.4000000000001,1022.8,2342.6,167.9,1449.4,221.2
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,274.3,363.7000000000001,419.4,30.9,156.1,56.8,1290.3,989,1826,174.9,12013.6,286
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,494.9,483.1,705.8000000000001,180.6,201.9,121.8,2731.9,885.8000000000001,1267.3,2239.1,19817.9,1174.6
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,384.7000000000001,670,135,12.3,385.4,71.60000000000001,839.6,869.8000000000001,1051.1,110.5,4994.5,566.7000000000001
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,389.8,667.9000000000001,131.8,12.3,365.1,73.5,920.5,998.3000000000001,1021,110.5,4941.200000000001,622.8000000000001
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,463.9,645.4000000000001,92.2,1.1,134.9,107.5,2086.9,2410.4,654.9000000000001,,4334.900000000001,1626.2
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,249.6,514.2000000000001,197.4,9.700000000000001,95.5,28.5,969.5,832.7000000000001,2039.7,391.7000000000001,3740.1,196.2
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,292.8,552.3000000000001,195.2,20.4,122.9,34.5,1085.9,954.9000000000001,2047.6,438.7000000000001,4141.7,279.8
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,518.3000000000001,666.6,149.7,734.7000000000001,216.5,83.7,1638.3,1321.4,2208.8,1850.8,5514.6,948.7000000000001
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,295.9,524.2000000000001,216.8,9.9,72.8,47.90000000000001,954.7000000000001,1237.6,1947.9,9.9,1847.8,395.3
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,362.5,569.9,218.6,7.800000000000001,77.40000000000001,52.6,1517.9,1797.4,2026.3,9.9,2374.9,918.7000000000001
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,474.5,622.7000000000001,225.5,.8,82.10000000000001,67.60000000000001,2473.3,2447.1,2320.3,,2915.6,2562.3
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,357.6,515.8000000000001,222.8,8.9,270.1,83.40000000000001,1593.5,1475.2,3612.4,197.6,4211.3,962.6
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,382.1,553.7000000000001,218.4,18.2,253.7,85.40000000000001,1778.3,1669.4,3491.4,479.8,4272.6,1104.6
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,543.6,803.3000000000001,194.8,138.9,199.3,99.5,2979.8,2950.3,2834.6,3665.9,4476.2,2123.9
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,284.6,452.4,360.6,12.4,117.5,22.4,677.3000000000001,581.8000000000001,3639,96.30000000000001,9794.700000000001,338.9
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,332.2000000000001,517.6,368.5,27.9,133.6,34.3,1105.8,1021.3,4303.3,169,4235.5,702.5
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,625.9000000000001,884,409.8,599.8000000000001,135.1,105.5,3713.4,3492.3,7736.400000000001,2649.5,3711.8,2875.1
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,246.6,365.9,364.4,4,114.3,37.7,1171.8,651,6434.8,76.5,2536.8,310
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,310.6,471,370,4.7,161.9,51.40000000000001,1219.8,704.2000000000001,6178.3,81.80000000000001,2935.9,454
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,642.3000000000001,999,405,96.40000000000001,254.5,97.2,1461.6,971.2000000000001,4572.400000000001,600,3712.2,937.8000000000001
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,119.1,165.2,176.9,3.8,34,57.6,619.8000000000001,628.5,2118.1,41.2,407.1,334.3
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,177.7,260.7,186,11.3,196.6,63.2,811.9000000000001,857.3000000000001,2178.8,144.6,2880.9,431.5
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,620.4000000000001,823.5,362.4,170.9,233.4,130.8,2263.9,2205.7,3354.4,2336.2,3440.3,1615.9
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,197.6,345.8,268.4,22,138,44.40000000000001,705.6,725.5,2828.2,119,2557.2,334.1
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,382.9,642.4000000000001,278,30.7,127.9,97.80000000000001,6273.700000000001,3209.9,3708.7,150,40360.8,5469.900000000001
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,610.1,953.9000000000001,283.1,147.9,124.5,191.4,13092.8,5819,4175.900000000001,567.8000000000001,53007.9,14481.9
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,262.9,423.8,343.2000000000001,12.5,182.1,69.10000000000001,737.3000000000001,720,3698.4,77.30000000000001,2239.1,364.9
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,294.2,464.5,278.4,11.8,114,91.5,1008.5,1048.6,2806.1,72.40000000000001,2648.6,578.1
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,382,572.3000000000001,183.6,1.5,110.8,172.9,1769.4,1919.1,1500.1,2,2667.9,1351.3
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,530.8000000000001,634.5,123.6,10.2,71,36.1,683.3000000000001,542.4,1090.7,3.2,3013.5,916.1
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,606.8000000000001,771.7000000000001,134.9,264.3,103.5,50.40000000000001,1022.6,848.2000000000001,1096.2,1599.3,2499.1,1126.5
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,784.3000000000001,1215.2,253.9,282.9,120.2,75.7,1818.8,1836.6,1153.6,1642.2,2235,1498.6
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,271.6,345.6,184.8,12.8,154.5,91.2,670.1,591.8000000000001,2617.1,87.80000000000001,3104.8,776.1
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,285.6,389.3,233.9,26.1,150.1,61.90000000000001,921.7000000000001,732.3000000000001,2294,362.4,3600.2,1143.5
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,322.8,573.5,270.5,257.1,139.5,52,1582.2,1295.9,2053.2,4868.2,4808.5,1268
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,54.1,54.7,340.9,8,128.7,81,338.4,264.4,4800.2,51.6,3954.7,2781.6
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,70.7,71.60000000000001,249.6,8.700000000000001,167.7,84,398.4,310.9,3184.2,51.2,3734.9,2613.8
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,514.6,722.2000000000001,188,21.3,237.4,100.5,2016.9,2141,2092.1,45.1,3343.4,1667.4
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,90.5,118.5,115.7,11.6,51.5,39.2,345.4,306,792.1,10.7,3494,218.2
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,101.8,136.3,118.1,12.3,61.6,40.1,374.1,326.2000000000001,895.6,428.6,3607.1,235.9
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,362.8,606.4,172.5,58.90000000000001,152.4,54.90000000000001,983.9000000000001,842.7000000000001,3287.6,2164.1,4625.400000000001,527
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,193.2,282.3,253.9,18.8,52,44.1,704.7000000000001,716.5,3978.6,199.2,2158.4,528.4
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,212,308,131.4,19.3,113.3,53.6,829,749.8000000000001,2933.3,209.8,2923.4,885.9000000000001
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,282.9,406.9,56.5,56.2,192.9,83.7,1337.6,878,1518.2,760.6,3916.5,2020.8
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,190.2,228.7,104.5,7.800000000000001,95.30000000000001,70.10000000000001,412.6,259.6,2745.6,251,1540.3,750
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,196.1,236.3,120.4,7.800000000000001,208.5,77.90000000000001,515.8000000000001,303.3,2521.7,251,3745,873.9000000000001
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,244.8,326.5,161,,211,100.2,1370.6,821.5,1950,,3793.6,1227.4
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,206.3,322.2000000000001,186.8,22.3,63.5,63.1,805.9000000000001,734.2000000000001,2922.6,109.4,2289.6,862.7000000000001
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,236.4,365.1,188.3,31,82.60000000000001,78.60000000000001,1003.4,921.8000000000001,3080.7,223.6,2425.3,1179.4
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,480.9,699.8000000000001,210.7,202.6,209.2,153.2,2601.6,2388.4,5468.1,2434.7,3321.9,2706.7
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,291.6,365.9,218.4,16.7,20.2,73.5,484,430.5,1851.7,229.3,672.7000000000001,359.5
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,325.1,409.8,212.5,16.7,88.7,77.30000000000001,814.2000000000001,691,1819.9,229.3,6854.3,466.2000000000001
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,681.8000000000001,872.9000000000001,105.4,,146.2,136.4,4347.5,3439.1,1086.2,,12045.8,2128
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,140.5,167.7,221.2,28.8,92.10000000000001,26.9,534.2000000000001,455.6,3538.7,271.6,244.3,911.6
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,168.8,201.2,222.3,29.6,182.7,46.40000000000001,682.5,545.8000000000001,3620.8,341,3751.2,1109.7
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,366,469.6,223.5,74.10000000000001,269.2,111.1,1714.5,1269.7,3722.3,4370.3,7103,1766.1
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,129.2,157.6,166.2,21.1,,76.80000000000001,630.6,454.9,3148.5,96.90000000000001,,638
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,145.7,182.6,153.5,21.1,,76.40000000000001,674.7000000000001,513.7000000000001,2816.4,96.90000000000001,,667.4000000000001
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,293.5,387.7000000000001,103.6,,,70.90000000000001,1070.4,997.5,1510.2,,,1028.2
