id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,m_tmp_1,m_tmp_2,m_tmp_3,m_tmp_4,m_tmp_5,m_tmp_6,m_tmp_7,m_tmp_8,m_tmp_9,m_tmp_10,m_tmp_11,m_tmp_12,m_dec_tmp_1,m_dec_tmp_2,m_dec_tmp_3,m_dec_tmp_4,m_dec_tmp_5,m_dec_tmp_6,m_dec_tmp_7,m_dec_tmp_8,m_dec_tmp_9,m_dec_tmp_10,m_dec_tmp_11,m_dec_tmp_12,sd_dec_tmp_1,sd_dec_tmp_2,sd_dec_tmp_3,sd_dec_tmp_4,sd_dec_tmp_5,sd_dec_tmp_6,sd_dec_tmp_7,sd_dec_tmp_8,sd_dec_tmp_9,sd_dec_tmp_10,sd_dec_tmp_11,sd_dec_tmp_12,a_dec_tmp_1,a_dec_tmp_2,a_dec_tmp_3,a_dec_tmp_4,a_dec_tmp_5,a_dec_tmp_6,a_dec_tmp_7,a_dec_tmp_8,a_dec_tmp_9,a_dec_tmp_10,a_dec_tmp_11,a_dec_tmp_12,m_pre_1,m_pre_2,m_pre_3,m_pre_4,m_pre_5,m_pre_6,m_pre_7,m_pre_8,m_pre_9,m_pre_10,m_pre_11,m_pre_12,m_dec_pre_1,m_dec_pre_2,m_dec_pre_3,m_dec_pre_4,m_dec_pre_5,m_dec_pre_6,m_dec_pre_7,m_dec_pre_8,m_dec_pre_9,m_dec_pre_10,m_dec_pre_11,m_dec_pre_12,sd_dec_pre_1,sd_dec_pre_2,sd_dec_pre_3,sd_dec_pre_4,sd_dec_pre_5,sd_dec_pre_6,sd_dec_pre_7,sd_dec_pre_8,sd_dec_pre_9,sd_dec_pre_10,sd_dec_pre_11,sd_dec_pre_12,a_dec_pre_1,a_dec_pre_2,a_dec_pre_3,a_dec_pre_4,a_dec_pre_5,a_dec_pre_6,a_dec_pre_7,a_dec_pre_8,a_dec_pre_9,a_dec_pre_10,a_dec_pre_11,a_dec_pre_12
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,19.973862,23.454283,27.977736,31.594545,33.266487,32.086861,28.931629,27.842207,27.908022,28.6401,26.468269,22.766785,20.908951,23.377485,28.16814,32.025841,33.512379,31.827579,28.867418,27.796009,28.509737,28.444597,25.525723,22.329678,.89959365,1.2435914,.78734148,.68074375,.47791165,.82342219,.53203118,.58506304,.52810037,.70826799,.56129462,.90804517,-.29233652,-.6409412,-.78090662,-.69225109,-.34766227,-.17174065,-.12345493,-.15690304,-.35344809,-.22326881,-.69108385,-.64372849,0,0,0,0,.15672073,46.175011,341.68381,451.21835,108.68416,3.7393868,0,.59191436,.13216893,.48964089,2.5089729,1.0059372,4.6976767,137.2094,308.86731,341.46747,142.31821,9.8617077,13.646596,.88743103,.16705421,1.1877187,7.0252233,1.5390615,5.8215275,74.215508,102.23834,126.80115,94.656509,10.263971,25.992073,2.2688389,.63444012,.091502093,-1.6060802,.23447464,.71738493,-7.6711798,-30.138058,-47.903992,-9.279891,6.4752564,5.9706745,3.696316
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,20.088306,23.296049,27.648317,30.79661,32.300484,30.675678,27.789576,26.985743,27.171949,28.083908,26.111839,22.692129,20.924841,23.214352,27.645458,31.201927,32.483418,30.601339,27.867519,26.919664,27.63306,27.835846,25.210131,22.244158,.86178899,1.1275126,.71051908,.60267746,.45456794,.75414568,.4653914,.50785118,.48208517,.64081663,.55023664,.83235109,-.35411185,-.68026561,-.76472867,-.66363484,-.37229815,-.15576352,-.09160167,-.13153876,-.30628204,-.25842112,-.71921271,-.65901053,0,0,0,0,.1941414,67.104607,437.25763,537.24902,144.40376,8.6089735,0,.79117358,.16584505,.68482709,2.3872709,1.1683679,6.0212898,155.66891,368.25287,377.45673,184.24725,16.377817,17.42382,1.0915403,.21237423,1.4462821,6.4941039,1.6693902,6.6777425,68.364784,115.60195,136.59116,102.23934,15.6091,31.94787,2.9273133,.61420155,.28789032,-1.7592427,.4321914,.79872376,-4.6054492,-30.445875,-43.19495,-17.142811,8.0752821,2.4531741,3.7825251
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,20.762516,24.044189,28.393616,31.564884,33.046307,32.194912,29.35409,28.272728,28.293495,29.212387,27.33182,23.435207,21.556635,23.809481,28.386892,31.87055,33.20747,31.715872,29.155451,28.249414,28.881323,29.170128,26.332193,22.964632,.88489091,1.2468231,.70975935,.66924334,.43383715,.77475041,.4745059,.62559658,.51225823,.68911248,.5524835,.86621726,-.3362959,-.5789367,-.73610562,-.74579561,-.45020172,-.20962998,-.15006636,-.19792847,-.37509406,-.30669415,-.65339458,-.48747227,0,0,0,0,.033643734,52.599178,381.48029,374.95511,114.91854,5.3703198,0,.06772995,.088540778,.81190294,.052517828,.58688647,4.521955,145.67973,321.12689,310.92264,146.30014,10.738692,14.479168,.17605989,.1653413,2.1518943,.16268086,1.1145676,7.6400399,79.060577,103.31331,115.01742,104.22417,10.753149,27.923807,.41697422,.75614154,.096540116,-.03392119,.12931767,2.4339235,-8.6324396,-43.356926,-54.503738,-19.038542,5.092381,4.8966308,2.325443
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,20.148451,22.855967,26.952166,29.357454,30.755228,28.575371,25.973513,25.469431,25.866922,26.773233,25.077038,22.260702,20.806128,22.620878,26.665834,29.739294,30.821232,28.750296,26.268135,25.476524,26.116688,26.493734,24.176548,21.796804,.82897967,.9898454,.57632303,.49521539,.4380278,.65212846,.35976055,.41789183,.41112375,.54577208,.54862517,.72568196,-.46611083,-.689071,-.7457453,-.66260344,-.43959996,-.16872576,-.070863299,-.10962641,-.27249733,-.35242552,-.72623026,-.65813076,0,0,0,0,.3927604,134.82103,854.53961,914.2179,265.60229,27.476576,0,1.4685353,.19876806,0,1.5568858,1.0969549,11.368382,229.38954,638.80347,589.33356,325.15283,38.424866,25.387102,1.986045,.30828214,0,4.0623751,1.6939437,11.788679,77.893387,204.19325,219.74458,154.63075,36.290787,47.229744,5.6119032,.71815538,0,-.91709554,.67908514,1.8974111,2.5743608,-45.98909,-49.316505,-46.707996,9.9785633,-4.0047598,6.7423563
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,22.025129,24.714003,28.442722,30.663038,31.893938,30.540075,28.064398,27.338032,27.694485,28.962337,27.681129,24.358219,22.637732,24.397747,28.128235,31.005489,32.011841,30.357603,28.115875,27.365732,28.053577,28.846451,26.715313,23.878338,.83796072,1.0884652,.59184724,.54281825,.42636707,.64756763,.34244573,.48004246,.44539011,.57249224,.53005922,.75309241,-.44024202,-.61135995,-.72020346,-.72635883,-.5015254,-.20849262,-.11160212,-.14676227,-.30396146,-.37206402,-.66874641,-.49146274,0,0,0,0,.064718321,141.31808,790.88098,688.57959,214.71674,20.094824,0,.19418274,.087486394,.05879999,.59854144,.0001044177,6.0717454,265.67245,588.98547,506.86249,261.79047,28.231895,17.828108,.27799869,.16246745,.15856199,1.7054092,.00016136303,9.1321192,98.688843,184.46198,180.31551,150.24741,26.83602,34.213879,.71114075,.27393976,-.0013066134,-.36961511,.000064783831,3.0371301,-3.5254943,-68.521591,-69.734299,-45.870659,6.4855981,-.86511493,2.6889842
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,22.043343,24.438721,28.017582,29.91633,31.20916,29.734615,27.3435,26.81222,27.179285,28.431643,27.343494,24.202074,22.582165,24.057785,27.611067,30.242331,31.28722,29.637808,27.482187,26.845482,27.459812,28.315157,26.380997,23.766428,.83078015,1.0417879,.56938154,.49924082,.43677321,.61096662,.31415316,.4452855,.41817781,.53242916,.52295917,.70187145,-.49054605,-.6085664,-.71042103,-.7191686,-.53287655,-.20972526,-.11365154,-.14360018,-.29977503,-.39885199,-.66857392,-.4884178,0,0,0,0,.067066066,169.925,896.50458,727.87439,235.40338,25.466988,0,.24759227,.099888079,0,.48123786,.20244634,6.1032143,286.32504,639.17902,523.3797,279.09769,33.121101,18.471087,.36479095,.19550031,0,1.3761706,.32821766,8.6885147,96.787956,207.02254,187.97765,151.91826,31.968538,35.759769,.97304213,.26708952,0,-.16198921,.12231137,2.8307261,-.39175376,-73.108467,-68.95932,-50.315289,5.0533829,-3.0001018,3.8159959
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,21.850615,24.751539,28.586792,30.975348,32.116104,30.920685,28.479643,27.749037,28.013109,29.397635,27.923325,24.380352,22.547199,24.485035,28.449995,31.326698,32.209949,30.65596,28.446508,27.713432,28.470722,29.258522,26.966881,23.900101,.85712826,1.1388135,.6326735,.59004492,.4182294,.69592232,.39769858,.52276236,.46672979,.60186756,.52673131,.80549288,-.39704269,-.61171991,-.73974127,-.7205354,-.47937164,-.19782481,-.11453933,-.16367456,-.32687691,-.33582711,-.67005849,-.50765228,0,0,0,0,.073096752,109.24381,648.53265,556.66528,172.17432,12.323474,0,.22310637,.021758171,.30532286,.93417245,.048144996,5.2514281,236.32062,508.14459,423.22711,213.98906,19.496067,16.345213,.33383012,.034512825,.81976771,2.7293775,.072672434,7.6745081,101.93902,157.72156,151.23911,129.50174,18.488644,30.985609,.84144187,.075001329,-.0021409434,-.50340283,.020819487,2.4820838,-7.3753929,-60.982101,-62.372681,-32.880974,6.4080858,2.6253569,2.0804975
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,21.083025,24.025543,28.11697,30.766743,32.163849,30.415838,27.715033,27.093807,27.398428,28.432953,26.736641,23.493256,21.836697,23.853828,27.994102,31.165182,32.283234,30.41894,27.876093,27.03964,27.780748,28.187756,25.829208,23.034067,.84974784,1.0623426,.63892311,.55082917,.44849661,.70147818,.39477199,.45958868,.4504348,.59026891,.53539228,.78210807,-.4137969,-.66801536,-.75640547,-.67051959,-.41273189,-.16682437,-.086178817,-.12556055,-.28703687,-.29022968,-.71716237,-.63996047,0,0,0,0,.24398771,110.71404,650.7049,675.26459,192.36848,15.682824,0,.78737229,.14099468,.0018615163,1.5934688,.46771163,7.3721657,217.52815,509.98099,463.383,239.51147,24.526823,18.913361,1.0882984,.20103329,.0038002341,4.2601571,.70764875,8.2389984,82.875816,159.0304,167.86533,124.39022,23.004717,34.958656,2.9747019,.39801952,.00082992448,-1.0194505,.17769597,1.4318664,-2.4965906,-44.126259,-49.94622,-30.956537,8.5348072,-.39865589,3.8533416
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,21.899998,23.40349,26.904362,27.806978,29.906981,29.605232,28.002617,27.601746,27.801744,29.700872,28.500875,24.499998,22.627356,23.747358,26.604757,28.388241,30.224447,30.021515,28.464825,27.611153,28.029097,29.129257,27.43684,24.299444,.86767632,1.0831337,.85110784,.50043303,.39474824,.34622034,.44731054,.5676232,.40909737,.37709379,.5395183,.82409483,-1.1088839,-1.2273184,-1.2818968,-1.1044517,-1.2964789,-.71709406,-.44308001,-.37201336,-.62337875,-1.0924917,-1.2152107,-.98529595,0,0,0,0,0,241.62383,485.37564,365.46808,139.39276,2.4218044,0,0,0,.60023689,0,0,2.9800737,191.81207,410.10065,320.72861,148.73869,10.626693,22.059778,.21778457,0,1.1648148,0,0,7.5210881,65.760788,228.57175,209.01871,119.10924,12.876109,47.908314,.68842852,0,.57602113,0,0,.29363728,28.597626,-92.446747,-108.97381,-40.121685,6.5873208,-.90583462,.84853166
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,23,25.200003,28.500002,30.1,31.4,30.299999,28.100002,27.6,27.9,29.299997,28.500002,25.299999,23.49091,24.763638,28.045456,30.4,31.445456,30.072727,28.145454,27.645458,28.154545,29.200003,27.50909,24.863634,.86387497,1.111324,.56466103,.50811499,.42717603,.59557498,.29034001,.46585903,.42289799,.53427905,.51953501,.69970399,-.48424301,-.59363502,-.72545397,-.75,-.58212,-.23606099,-.11878701,-.16212,-.32121,-.42333403,-.64242303,-.40696895,0,0,0,0,0,211.60001,1077.2,764.09998,248.09998,24.200001,0,0,0,0,0,0,3.4636359,356.49091,754.78186,582.79999,290.10907,30.672728,15.109091,.045453999,0,0,0,0,5.9499836,124.42619,248.06178,206.82681,169.64401,29.847643,29.842022,.14373901,0,0,0,0,2.2763629,-5.4142451,-98.51178,-92.536652,-55.529095,2.2906051,-2.1624241,3.0078781
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,21.825865,24.10973,27.661333,29.429066,30.729067,29.125866,26.758133,26.341999,26.725863,27.958132,26.906532,23.874266,22.339649,23.703865,27.222034,29.75194,30.789772,29.10445,26.963697,26.372208,26.972788,27.835257,25.953743,23.460772,.82053685,1.0010158,.55910486,.47549254,.44444501,.59650588,.30539155,.42204031,.40247893,.51097077,.51940244,.67542791,-.51829618,-.61015421,-.70156538,-.708574,-.53866279,-.20429398,-.11395963,-.13848552,-.29401788,-.40605158,-.67495322,-.50532198,0,0,0,0,.083866708,176.45985,917.26617,739.19153,242.81641,28.309467,0,.33546683,.12961179,0,.56419402,.36596328,6.5667043,282.98557,643.74231,517.49829,284.77209,35.826717,19.378666,.4876605,.25877491,0,1.6262709,.59332091,8.78652,90.475868,211.26755,187.54459,148.04919,34.772694,37.538795,1.3116199,.32326755,0,-.10292709,.22110283,2.7599943,2.3284266,-70.282265,-62.995781,-51.137009,4.7936478,-4.1396437,4.53654
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,19.76515,22.93639,27.430298,30.517284,32.232117,30.13483,27.055038,26.437397,26.641874,27.403658,25.277525,22.179424,20.646393,22.91066,27.431417,31.03014,32.410858,30.305374,27.350563,26.363592,27.04933,27.026087,24.427437,21.751417,.87380469,1.0804994,.70465446,.56551588,.48148704,.76610994,.45304063,.44109619,.47083899,.60981536,.57454807,.80752122,-.38630426,-.73860025,-.78935575,-.61432463,-.32712916,-.13576689,-.055523839,-.10479799,-.27434993,-.23271692,-.75885862,-.79279077,0,0,0,.0076720435,.42182431,71.892136,379.39624,504.37869,140.87956,11.832696,0,1.3137134,.22096997,.15612374,3.1685829,1.1811215,9.0542727,143.36697,315.14981,316.69965,178.98056,20.716663,17.759655,1.7540164,.28351176,.2957601,7.9131007,1.9134421,8.7351885,59.475891,103.08989,119.90831,84.688148,19.373838,31.747749,4.9452982,.40223598,.059103515,-1.7238455,.0081523685,-.26431531,-.82029206,-14.349416,-21.490715,-13.205661,9.7419939,.1349276,3.9857879
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,20.310623,23.406612,27.873438,30.941523,32.891834,30.158545,27.225683,26.686769,26.906143,27.4956,25.213697,22.486956,21.183023,23.53887,27.920546,31.540388,33.044586,30.630562,27.624922,26.593758,27.24456,27.04505,24.54804,22.076073,.84479243,.97427493,.71320617,.52815217,.49481153,.78232759,.4474338,.40231913,.44845554,.56334049,.61151975,.78433228,-.39218351,-.81432259,-.74492103,-.54980093,-.30581114,-.12235603,-.047506671,-.10022935,-.250723,-.21779825,-.81170422,-.88056517,0,.012328225,.0061641126,.5486573,.80743563,99.021156,304.71149,406.81744,136.08417,22.553448,0,1.826202,.42367136,.28661478,3.7354765,1.2008874,12.393147,146.61778,251.66518,253.87256,160.76212,25.757742,20.728119,2.766273,.56753373,.50271779,7.5450625,2.0967309,11.559766,53.368076,90.110107,99.349747,67.444511,21.771248,35.969906,7.006062,.31232813,.12950863,-1.107481,-.1948591,-.63418478,-6.6094651,-3.9996262,-16.933355,-14.147354,8.512949,-2.4947402,4.5061522
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,20.406839,23.799948,28.150732,31.558846,33.819771,30.409193,27.451033,26.821625,26.927143,27.574432,24.907675,22.377966,21.534506,24.307964,28.484993,32.315956,33.964241,31.149563,27.823582,26.69585,27.391523,27.002668,24.645733,22.309259,.85969108,.9472611,.80468619,.58421433,.47652307,.87655514,.44352272,.46679407,.61745769,.56604022,.77172089,.79141486,-.29689032,-.8799246,-.59305549,-.3646704,-.22837852,-.11290991,-.052714337,-.11814837,-.23549017,-.097561859,-.90476662,-1.0704918,0,1.3153763,.90809822,4.4676108,2.3894954,136.69798,186.89716,258.65811,130.86324,29.662029,0,2.466701,2.3375442,1.638854,6.6320381,1.9086602,11.927039,149.0312,178.9119,219.53812,122.05774,26.776428,23.43718,5.1282463,3.1438353,2.5198162,8.836772,2.6856141,12.121015,41.421982,76.458717,84.205032,47.681751,17.04253,38.287998,10.909938,.95226955,1.1575216,-1.5931925,-.30856839,-1.3269635,-13.149118,11.893662,-19.108793,-9.6159992,7.2817087,-3.155787,7.5986533
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,20.328674,24.244278,28.305115,31.340508,33.899391,30.095156,26.813629,26.196753,26.337267,27.191298,24.279335,21.653107,21.608658,24.636789,28.471947,32.180313,33.972988,30.786442,27.274677,26.096827,26.878605,26.513744,24.321257,22.136082,.90399659,1.0133865,.73855859,.67376828,.4834297,.97568649,.43400475,.62859035,.91773295,.65315187,.99969393,.80801243,-.29844645,-.8749193,-.44087243,-.22604486,-.27471569,-.21193451,-.075167976,-.090663917,-.1877235,-.077281795,-1.0217942,-1.2048302,0,7.5632215,3.4054759,16.940723,5.8177633,156.04671,205.89912,167.55154,183.2404,25.898487,.18545389,.68400377,7.5295544,2.5113807,11.439824,3.6995525,13.951163,141.54407,184.2888,215.44089,140.30812,38.796261,24.387094,3.1409254,10.424443,3.2174153,11.862718,5.1687346,17.967741,41.923706,85.475098,91.188454,63.078781,23.859823,40.185425,6.0050268,1.9017684,3.9711967,-3.4525387,-.4383055,-2.1047609,9.3893223,24.980368,1.7262422,-11.821463,9.3253775,-4.6538301,9.8047543
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,20.449144,24.593992,28.685526,31.747379,34.718731,30.884655,27.311033,26.623804,26.822029,27.618547,24.601049,21.731007,21.848024,24.943542,28.804211,32.665878,34.775612,31.61167,27.81555,26.56164,27.357487,26.877872,24.698658,22.425432,.95981163,1.0864371,.75861031,.74879342,.5344345,1.0741783,.49406618,.67498714,1.0142721,.72310036,1.03872,.86307991,-.31508696,-.89470673,-.4576298,-.20725214,-.28863397,-.25307563,-.073076941,-.066968001,-.17880414,-.079274274,-1.0613453,-1.3087362,0,10.219568,4.8481765,22.67654,6.7007456,138.97398,218.45584,153.31639,186.39928,7.0237656,.13975792,.33709133,8.9400377,2.6655266,14.92092,4.7276359,14.034138,123.56924,196.95776,204.40421,140.26591,32.287334,19.767601,2.4868045,12.129759,3.419883,15.117645,6.6628489,18.186052,44.499466,90.460197,92.831459,63.660915,22.521872,32.366665,5.1595612,1.1613278,4.6949725,-5.1215429,-.82810938,-3.7335184,14.855955,30.103052,20.453598,-8.718833,11.549112,-3.0530224,11.975335
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,20.671165,24.705675,28.623438,31.344891,34.277149,30.262211,26.88765,26.260897,26.49999,27.322596,24.435118,21.837467,21.98731,25.091555,28.738319,32.325584,34.298779,30.948095,27.351143,26.132147,26.930235,26.533955,24.490162,22.397263,.90773326,1.0011702,.73394448,.77924484,.52976733,1.0195758,.45720035,.66608852,.92031181,.67288148,1.035864,.80785328,-.37045851,-.84120506,-.41367602,-.16076042,-.31657195,-.29199591,-.12826449,-.091094151,-.21284208,-.15373746,-1.0644226,-1.2805903,0,12.481441,5.0857692,36.347038,7.6279688,129.74551,222.76675,161.66451,191.97675,13.09709,1.1259102,0,9.2968836,3.3647375,15.875297,7.9820199,16.647043,125.91101,202.36642,218.50906,150.10406,39.548862,21.032272,2.4358962,12.528003,4.20648,14.93109,10.321505,21.52212,45.507343,93.985939,85.3834,67.648956,25.151251,31.454763,4.0847197,1.0997797,4.4646745,-4.8212304,-1.1867694,-3.1268115,16.903387,26.23563,6.030252,-9.6825008,10.672032,-3.5894325,11.362683
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,19.914257,24.072968,28.382456,31.248369,34.518814,30.508835,27.037865,26.326982,26.544535,27.12603,24.300537,21.345156,21.302298,24.466768,28.539263,32.396481,34.638535,31.449112,27.400213,26.224192,27.021391,26.536072,24.369358,22.027365,.93102932,1.0536733,.82578307,.82152599,.54016721,1.1652929,.49512106,.60321677,.88234758,.65650374,.89105272,.83902359,-.35772142,-.94003266,-.63146842,-.3277691,-.3857199,-.27061778,-.11765714,-.13351318,-.24751019,-.17762841,-1.08239,-1.3315182,0,10.881107,4.9685979,28.831783,8.73454,170.125,230.38622,223.01099,207.11794,2.045959,.064449959,.38800517,8.9836035,4.4815011,17.875648,6.8444877,14.54996,135.97456,223.83406,245.80026,167.79201,25.43906,18.935366,2.4241362,11.71598,5.4974356,18.908163,8.0216522,15.367062,44.270199,87.45768,91.676491,64.374474,19.264202,30.337227,5.0808258,2.7042286,5.6155763,-5.9758248,-1.5526801,-3.3248343,4.4934993,28.97835,29.148647,-8.2956657,8.6271601,-2.427135,13.138158
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,20.533026,24.352369,28.868332,31.10899,35.268291,30.913284,28.105242,27.176991,27.582436,27.463688,24.483,21.611538,21.974245,25.115656,29.17008,32.940922,35.609425,32.182549,28.100719,27.000557,27.783115,26.998455,24.622589,22.248575,.90581179,.96538877,.88187248,1.0768265,.60025138,1.2990611,.47591177,.52863216,.59967834,.49483788,.78871596,.78453422,-.51065934,-.91506171,-.72938102,-.33037901,-.57469106,-.31889176,-.2075876,-.16178016,-.37788841,-.35525978,-1.159301,-1.3767619,0,10.683199,3.8021357,40.275661,8.9932337,148.72034,232.76846,326.4971,187.75523,3.7357285,.36397731,0,8.637372,6.6999927,19.502644,10.368658,15.705321,182.73846,287.8461,295.3241,176.09108,39.34856,13.093392,1.723646,11.847037,8.5897741,20.278786,10.978656,13.366315,58.822708,92.675194,78.671417,60.580872,38.449219,18.527952,3.0601645,3.5704722,7.2410846,-4.5489964,-1.84909,-.18294938,-9.7679873,-6.2120275,-3.5840304,-13.104488,5.0508137,-.31535828,16.826166
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,19.654678,23.49704,28.180788,30.403542,34.971981,30.617399,28.058432,27.057554,27.480696,26.963175,23.820511,20.74753,21.130337,24.314888,28.492378,32.442799,35.355598,32.065155,27.93182,26.895182,27.676319,26.615135,23.998978,21.481285,.91360539,.97397923,.92549026,1.1567429,.629888,1.4306039,.53968495,.52970892,.51436377,.45875821,.72089523,.81663328,-.51334924,-.93419474,-.79643798,-.39215407,-.61462009,-.29556829,-.21627533,-.19752423,-.43987444,-.4181284,-1.1831129,-1.3913366,.0095613012,7.1402645,3.1265981,33.297546,10.642332,166.77789,240.97462,378.53049,203.04633,2.2152295,.058858089,0,7.9310899,8.116046,20.518478,9.5283785,16.20005,195.78191,327.45782,315.00964,193.69724,43.16468,11.733578,1.6559669,11.796341,12.189202,23.716387,9.7122087,12.926957,63.00864,99.618767,83.99427,62.032085,48.732056,17.314518,2.7956057,4.7273312,8.7051792,-4.260983,-1.0464555,-.44903874,-22.613752,-16.570131,-2.3130739,-11.713976,5.1911936,.85676914,20.09267
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,19.799992,23.584318,28.44495,30.57246,35.005875,30.910578,28.264042,27.429327,27.757778,27.18841,23.795303,20.628756,21.140625,24.400227,28.665512,32.602337,35.451015,32.250362,28.045614,27.221346,27.98708,26.877741,23.985703,21.362553,.82316357,.94722009,.84167141,1.1447028,.61659789,1.4348085,.53437179,.51037914,.45127413,.42446283,.69837373,.75008017,-.43316782,-.85178483,-.69240522,-.35226294,-.5105269,-.26749626,-.21226941,-.22386765,-.48391899,-.51610595,-1.156911,-1.2792392,.0070120841,5.2847767,2.2194271,30.68091,8.7522936,161.78053,274.97961,432.16019,235.40273,4.1391034,0,0,8.8954258,7.8357048,18.522877,9.7778597,11.65227,197.66878,392.91925,361.99854,213.4574,44.63588,7.397203,3.0617001,12.46095,10.111407,21.34123,9.2487946,8.5428419,60.942356,113.69576,90.780518,67.488358,46.038269,10.761321,5.1691442,3.9203715,7.8994017,-2.9002762,-.11115928,-.54868788,-16.560686,-21.980906,-3.4172354,-13.333943,4.4488468,1.2256234,17.407475
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,19.692123,23.4986,28.34292,30.593355,34.733425,30.760437,28.115047,27.350479,27.630594,27.118605,23.612925,20.439714,20.911079,24.164289,28.453365,32.47559,35.149704,31.983015,27.847677,27.098795,27.899797,26.827282,23.818926,21.15004,.76372564,.9328565,.79619187,1.0889894,.60873598,1.4252278,.52303618,.51820779,.44012856,.41143215,.69236064,.68967944,-.36077997,-.78557771,-.60464692,-.32229263,-.39347503,-.24083757,-.21219216,-.25274366,-.53618944,-.58374506,-1.1269553,-1.1771748,.00087954768,4.9360452,1.7721376,26.79842,9.6943817,175.31715,278.06766,450.65536,247.09602,6.4512668,0,0,9.6577168,7.4489956,16.342958,9.5883875,11.953871,194.36908,396.11911,387.64981,213.1944,44.116386,6.2828531,3.7706354,12.725205,8.3870697,18.221277,8.004014,8.6485062,55.740326,110.52031,89.539551,65.030411,40.368649,8.8913221,6.3597431,3.3432846,7.2424154,-2.3435225,.68118989,-1.3088509,-11.744822,-13.719206,-.58245862,-9.578557,4.5350108,1.228035,13.719076
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,21.203367,24.49968,29.011192,30.864687,34.563236,31.060482,28.430233,27.815735,27.940664,27.530729,24.162901,21.612402,22.226665,25.246647,29.275696,32.696548,35.084999,31.921217,28.122892,27.349407,28.092627,27.126728,24.307261,21.93988,.67131978,.88015383,.70254672,1.0185587,.73055071,1.2485561,.4495675,.54380482,.42040399,.38026699,.79660112,.68312329,-.46359065,-.51935518,-.47841504,-.18463305,-.38302997,-.24581791,-.26336697,-.22225705,-.47400749,-.56030691,-.99993169,-1.0198281,0,6.6298914,1.2611504,50.987347,28.260025,108.30672,250.02008,346.68921,218.26334,9.0437641,1.0558461,0,7.8175001,5.2700396,13.750813,19.450596,22.069765,174.5811,344.62259,330.52582,196.97038,63.856506,11.662292,3.3141322,9.8839331,5.4741063,14.12598,13.99765,12.467588,55.25135,100.83897,73.787514,71.384209,49.41592,14.098745,6.5135565,-.61792034,2.9029837,-.57857144,-.58352059,-.29008216,8.8951378,-26.681007,-18.804249,-9.2570009,-.54555792,.19355981,5.4509921
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,21.066046,24.52198,29.168978,31.22529,35.25013,31.218718,28.523468,27.689262,28.034695,27.515993,24.192162,21.633383,22.295404,25.369818,29.489887,33.13316,35.680046,32.31403,28.329893,27.34831,28.12274,27.04291,24.294029,22.015745,.76558292,.89078408,.78628063,1.111181,.6838854,1.2980796,.44565055,.5280484,.41913909,.41126031,.76104289,.72539705,-.54337543,-.72807759,-.64554524,-.24971984,-.53837681,-.33129066,-.27497,-.19760051,-.46993837,-.49359328,-1.0968058,-1.2264978,0,9.3835468,2.1315622,59.467155,13.642455,108.96025,263.54272,399.00259,191.47366,8.4336891,.95188338,0,8.0449266,6.882638,17.705151,18.111595,16.663839,173.81038,351.84277,352.40863,192.57069,52.537483,10.133524,2.6229858,10.116492,7.8757687,18.381041,15.852084,11.961584,58.418571,106.19383,82.804108,67.115822,47.256336,12.6779,4.8085222,1.3581792,4.2018948,-2.1272359,-2.7078366,1.0898881,-7.1733255,-25.957214,-27.522383,-12.625331,1.7601136,.32168835,9.4512119
