id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,yieldvus_all,yieldvus_sel7,yieldvus_sel6,yieldvus_sel1,yieldvus_sel2,yieldvus_sel3,yieldvus_sel4,yieldvus_sel5,yieldp_all,yieldp_sel7,yieldp_sel6,yieldp_sel1,yieldp_sel2,yieldp_sel3,yieldp_sel4,yieldp_sel5
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,,,,,,,,,,,,,,,,
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,,,,,,,,,,,,,,,,
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,,,,,,,,,,,,,,,,
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,,,,,,,,,,,,,,,,
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,,,,,,,,,,,,,,,,
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,,,,,,,,,,,,,,,,
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,,,,,,,,,,,,,,,,
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,,,,,,,,,,,,,,,,
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,,,,,,,,,,,,,,,,
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,,,,,,,,,,,,,,,,
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,,,,,,,,,,,,,,,,
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,,,,,,,,,,,,,,,,
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,,,,,,,,,,,,,,,,
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,,,,,,,,,,,,,,,,
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,,,,,,,,,,,,,,,,
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,,,,,,,,,,,,,,,,
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,,,,,,,,,,,,,,,,
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,,,,,,,,,,,,,,,,
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,,,,,,,,,,,,,,,,
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,,,,,,,,,,,,,,,,
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,.85,.87,.3,.08,.33,.88,4,.44,2,1.1,1.2,.32,.28,2.1,67.5,1.4
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,.5,.73,.22,.2,.46,.49,4.9,.51,1.3,.89,.9300000000000001,.8,.38,1.2,81.30000000000001,1.7
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,.72,1.2,.25,.15,.44,.73,3.4,.53,1.8,1.5,1,.62,.37,1.8,56.40000000000001,1.7
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,.48,.76,.22,,.32,.49,2.9,.43,1.2,.9300000000000001,.89,,.27,1.2,49.1,1.4
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,.43,.8300000000000001,.28,.16,.27,.43,3.4,.54,1,1,1.2,.64,.26,1,56.5,1.7
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,.5600000000000001,.6800000000000001,.21,,.25,.5700000000000001,2.6,.47,1.4,.8200000000000001,.85,,.22,1.4,43.1,1.5
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,.61,.84,.23,,.37,.61,.61,.41,1.4,1,.96,,.32,1.5,10.1,1.3
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,.62,.71,.24,,.4,.62,2.5,.24,1.5,.87,1,,.34,1.5,42.1,.79
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,.77,.6,.64,,.42,.78,3.4,.24,1.9,.72,2.7,,.34,1.9,57,.79
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,.61,.85,,,.39,.63,2.4,.29,1.4,1,,,.33,1.5,40.7,.9300000000000001
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,.72,1.1,,.25,.43,.8200000000000001,3.2,,1.7,1.4,,1,.35,2,52.90000000000001,
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,.6900000000000001,.9300000000000001,.46,.15,.41,.72,3,.39,1.9,1.1,1.9,.58,.34,1.7,49.6,1.3
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,.71,1.2,.32,,.35,.6900000000000001,3,.35,1.7,1.5,1.3,,.3,1.7,50.90000000000001,1.1
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,.67,1,.24,.13,.41,.66,4.100000000000001,.41,1.7,1.2,1,.52,.37,1.6,68.40000000000001,1.3
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,.47,.8,.16,.12,.21,.48,3.3,.44,1.2,.97,.65,.5,.18,1.2,56.1,1.4
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,.5700000000000001,.96,.26,.14,.29,.61,3.9,.34,2,1.2,1.1,.58,.23,1.5,65.10000000000001,1.1
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,.6,1.1,.41,.16,.21,.65,3,.26,1.5,1.4,1.7,.64,.17,1.6,49.8,.86
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,.59,.88,.24,.19,.32,.59,3.3,.37,1.4,1.1,1,.75,.28,1.4,55.90000000000001,1.2
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,.6900000000000001,1.1,.35,.24,.27,.77,4.3,,1.8,1.4,1.5,.98,.22,1.9,71.7,
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,.49,.86,.33,.18,.2,.5600000000000001,3.2,,1.4,1,1.4,.73,.18,1.3,53.7,
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,.52,.5600000000000001,.23,.08,.23,.5600000000000001,3.4,.49,1.3,.6800000000000001,.97,.34,.2,1.3,57.7,1.6
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,.61,.59,.21,.21,.26,.64,3.3,.42,1.5,.72,.85,.8300000000000001,.21,1.5,55,1.4
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,.87,1.6,.14,.12,.43,.88,3.6,.55,2.1,2,.5600000000000001,.5,.35,2.1,60.5,1.8
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,.58,.79,.17,.11,.26,.61,4.100000000000001,.46,1.5,.96,.6900000000000001,.43,.22,1.5,68.7,1.5
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,.52,.66,.14,.1,.21,.54,2.9,.36,1.2,.8,.59,.41,.18,1.3,47.90000000000001,1.2
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,.5700000000000001,.78,.21,.12,.3,.58,2.9,.35,1.4,.9400000000000001,.87,.49,.24,1.4,49.2,1.1
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,.5600000000000001,.63,.26,.14,.27,.6900000000000001,1.9,.34,1.4,.77,1.1,.58,.26,1.7,31.9,1.1
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,.55,.55,.64,.1,.49,.53,2.5,.54,1.7,.67,2.7,.42,.45,1.3,42.1,1.8
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,.55,.65,.31,.16,.23,.61,4.4,.49,2,.78,1.3,.65,.22,1.5,73,1.6
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,.47,1.6,.26,.16,.23,.49,,,1.1,1.9,1.1,.63,.22,1.2,,
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,.38,.8300000000000001,.3,.41,.43,.4,.18,.33,.91,1,1.2,1.3,.43,.96,3,1.1
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,.38,1,.3,.32,.43,.39,.12,.36,.91,1.2,1.2,1,.44,.9500000000000001,1.9,1.2
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,.43,1.2,.38,.19,.37,.46,.14,.44,.99,1.5,1.6,.62,.38,1.1,2.3,1.4
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,.5,1.3,.34,.31,.3,.49,.14,.4,1.1,1.5,1.4,1,.29,1.2,2.3,1.3
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,.39,.98,.29,.39,.29,.4,.18,.27,.92,1.2,1.2,1.2,.3,.97,3,.87
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,.78,1.2,.36,.32,.41,.8,.15,.42,1.9,1.4,1.5,1,.42,1.9,2.5,1.4
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,.49,1.2,.36,.42,.47,.5,.16,.34,1.2,1.5,1.5,1.3,.8100000000000001,1.2,2.6,1.1
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,.4,1.3,.26,.38,.44,.39,.1,.25,.87,1.6,1.1,1.2,.77,.9300000000000001,1.7,.8200000000000001
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,.33,2.1,.22,.15,.39,.32,.09,.24,.76,2.5,.9300000000000001,.51,.6800000000000001,.78,1.4,.78
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,.37,1.4,.22,.35,.47,.35,.1,.29,.86,1.7,.9300000000000001,1.1,.87,.85,1.7,.9500000000000001
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,.5600000000000001,1.1,.28,.18,.38,.5700000000000001,.13,.37,1.3,1.3,1.2,.61,.54,1.4,2.2,1.2
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,.47,1,.26,.45,.31,.46,.14,.4,1.1,1.2,1.1,1.4,.3,1.1,2.3,1.3
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,.6900000000000001,1.1,.48,.21,.45,.74,.15,.41,1.6,1.3,2,.71,.79,1.8,2.5,1.3
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,.51,1.5,.45,.16,.37,.53,,.41,1.2,1.8,1.9,.5600000000000001,.37,1.3,,1.3
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,.45,1.3,.43,.12,.38,.48,.15,.61,1.1,1.6,1.8,.41,.4,1.2,2.6,2
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,.45,1.3,.43,.12,.38,.48,.15,.61,1.1,1.6,1.8,.41,.4,1.2,2.6,2
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,.38,1.1,.3,.12,.35,.38,.17,.45,.9300000000000001,1.3,1.3,.39,.32,.92,2.8,1.5
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,.38,1.1,.3,.12,.35,.38,.17,.45,.9300000000000001,1.3,1.3,.39,.32,.92,2.8,1.5
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,.63,.85,.22,.37,.72,1,3,.72,1.5,1,.9,1.5,1.2,2.4,51.1,2.3
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,.61,.75,.24,.37,.63,.87,2.4,.71,1.7,.91,1,1.6,.9400000000000001,2.1,40.3,2.3
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,.61,,.24,.26,.58,.72,1.1,.65,1.5,,1,1.1,.98,1.7,19,2.1
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,.74,.64,.38,.5600000000000001,.71,1.1,2.3,.79,2.2,.78,1.6,2.2,1.2,2.6,38,2.6
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,.6,.79,.27,.32,.63,.52,2.2,.6,1.9,.96,1.1,1.1,.9400000000000001,1.3,36.7,2
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,.62,1.2,.37,.34,.53,.47,1.3,.6,1.3,1.4,1.5,1.4,.88,1.1,22,2
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,.54,.98,.22,.43,.53,.24,2.9,.6,1.2,1.2,.9,1.3,.72,.5700000000000001,48.3,1.9
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,.41,.54,.16,.3,.39,.27,1.4,.47,.88,.66,.6800000000000001,.9300000000000001,.64,.66,23.5,1.5
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,.47,.63,.21,.45,.52,.32,1.3,.45,1,.77,.89,1.4,.89,.78,22.5,1.5
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,.48,.66,.27,.38,.49,.22,1.4,.39,.96,.8,1.1,1.2,.8100000000000001,.53,23.9,1.3
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,.5600000000000001,.6900000000000001,.44,.53,.58,.32,1.7,.61,1.2,.84,1.8,1.6,1,.77,28.3,2
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,.32,.77,.19,.27,.32,.27,1.6,.33,.77,.9300000000000001,.77,.8300000000000001,.49,.65,26.9,1.1
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,.38,,.2,.26,.44,.41,1.8,.33,.9400000000000001,,.85,.8100000000000001,.71,.98,30.4,1.1
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,.27,.63,.15,.32,.35,.28,,.27,.64,.76,.6,1,.4,.67,,.88
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,.75,.92,.43,.29,.61,.21,1.8,.72,1.4,1.1,1.8,.89,1,.51,30,2.3
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,.61,.73,.34,.24,.52,,1.8,.78,1.1,.89,1.4,.74,.85,,30,2.5
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,.84,.92,.48,.65,.62,.3,3.5,.96,1.6,1.1,2,2,1,.72,58.2,3.1
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,.76,1.2,.27,.28,.74,.21,1.4,.58,1.4,1.4,1.1,.86,1.2,.5,24,1.9
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,.58,.75,.21,.54,.5600000000000001,.18,1.8,.63,1.2,.91,.88,1.7,.9500000000000001,.44,29.7,2
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,.73,.9400000000000001,.34,.49,.7000000000000001,.28,1.3,.64,1.5,1.1,1.4,1.5,1.2,.6800000000000001,22.6,2.1
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,.66,.77,.3,.27,.78,.25,1.2,.65,1.4,.9400000000000001,1.2,.85,1.3,.61,19.3,2.1
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,.88,.88,.31,.48,.8100000000000001,.26,1.7,.72,2,1.1,1.3,1.5,1.4,.64,27.9,2.3
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),.46,.72,.25,.4,.39,.27,2,.72,.8100000000000001,.87,1.1,1.2,.5700000000000001,.66,33.8,2.3
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,.39,.5600000000000001,.26,.39,.28,.14,1.7,.76,.98,.6900000000000001,1.1,1.2,.41,.35,28.5,2.5
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,.58,.75,.29,.42,.62,.26,1.7,.47,1.2,.91,1.2,1.3,1,.62,28.9,1.5
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,.5600000000000001,1.1,.34,.48,.59,.34,1.1,.46,1.1,1.3,1.4,1.5,1,.8200000000000001,19.2,1.5
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,.6800000000000001,.97,.28,.47,.72,.29,1.3,.58,1.5,1.2,1.2,1.5,1.2,.7000000000000001,21.4,1.9
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,.64,.72,.27,.6,.7000000000000001,.31,2.6,.46,1.4,.88,1.1,1.8,1.2,.75,43.40000000000001,1.5
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,.5700000000000001,.9400000000000001,.33,.75,.61,.4,.97,.49,1.2,1.1,1.4,2.3,1,.9500000000000001,16.3,1.6
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,.5600000000000001,.88,.34,.35,.64,.44,2.7,.49,1.6,1.1,1.4,1.1,.99,1.1,44.90000000000001,1.6
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,.87,,.36,.52,.8100000000000001,.78,1.6,.98,2,,1.5,1.6,1.4,1.9,26.5,3.2
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,.7000000000000001,.71,.32,.41,.5600000000000001,.61,2,.86,1.8,.86,1.3,1.3,.92,1.5,33.2,2.8
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,.39,.64,.26,.29,.41,.4,.98,.35,.9500000000000001,.78,1.1,.89,.59,.96,16.5,1.1
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,.51,1.1,.31,.54,.54,.34,1.7,.5700000000000001,1.1,1.3,1.3,1.7,.74,.8200000000000001,27.8,1.9
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,.89,1.8,.39,.6800000000000001,.75,.39,3,.9400000000000001,3.9,2.2,1.6,2.1,1.2,.9300000000000001,50.1,3
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,.26,.8200000000000001,.22,.33,.29,.32,,.2,.58,1,.91,1,.34,.78,,.63
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,.31,.62,.28,.32,.39,.27,1.4,.28,.8300000000000001,.75,1.2,.98,.43,.66,24.1,.9
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,.75,1.1,.53,.36,.77,.31,3.9,.65,2.3,1.3,2.2,1.1,1.2,.75,65.2,2.1
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,.45,.88,.27,.31,.55,.42,1.8,.27,1,1.1,1.1,.9400000000000001,.87,1,30.4,.87
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,.45,.8200000000000001,.32,.16,.47,.46,3,.25,1.2,.99,1.3,.55,.64,1.1,50,.8100000000000001
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,.5700000000000001,1.1,.28,.26,.62,.26,1.3,.52,1.2,1.4,1.2,.79,1.1,.63,21.5,1.7
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,.5700000000000001,1.1,.28,.26,.62,.26,1.3,.52,1.2,1.4,1.2,.79,1.1,.63,21.5,1.7
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,.34,.6900000000000001,.23,.33,.44,.36,1.8,.28,.8200000000000001,.84,.96,1,.48,.86,29.4,.9
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,.34,.6900000000000001,.23,.33,.44,.36,1.8,.28,.8200000000000001,.84,.96,1,.48,.86,29.4,.9
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,.31,.41,.27,.29,.37,.29,1.4,.27,.73,.5,1.1,.89,.48,.7000000000000001,24,.87
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,.31,.41,.27,.29,.37,.29,1.4,.27,.73,.5,1.1,.89,.48,.7000000000000001,24,.87
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,.38,.8300000000000001,.29,.33,.44,.23,1.8,.55,.92,1,1.2,1,.67,.55,30,1.8
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,.38,.8300000000000001,.29,.33,.44,.23,1.8,.55,.92,1,1.2,1,.67,.55,30,1.8
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),.6,.96,.41,.4,.5,.43,2.9,.55,1.4,1.2,1.7,1.2,.78,1,49,1.8
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,.6,.96,.41,.4,.5,.43,2.9,.55,1.4,1.2,1.7,1.2,.78,1,49,1.8
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,2,1.3,,.21,.52,,.42,.86,1.8,1.6,,.92,.42,,7,2.8
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,1.1,1.4,.41,.22,.58,,,.76,2.4,1.6,1.7,.9500000000000001,.51,,,2.5
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,1.3,.8200000000000001,,.17,.44,,,.88,1.4,1,,.73,.42,,,2.9
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,1.7,1,.31,.36,.6,.9500000000000001,,.8100000000000001,2.3,1.2,1.3,1.6,.53,2.3,,2.6
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,1.7,.9,.3,.42,.65,.86,,.66,2,1.1,1.2,1.9,.66,2.1,,2.1
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,2.3,1.1,.31,.41,.72,.87,,.85,3.1,1.3,1.3,1.8,.64,2.1,,2.7
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,1.5,1.2,.24,.34,.48,.9,.27,.54,1.6,1.4,1,1.4,.62,2.2,4.5,1.7
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,2.6,1.3,,.27,.4,.44,.39,.74,1.8,1.5,,1.1,.64,1.1,6.5,2.4
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,3.2,.52,.28,.26,.66,,.46,1.1,2.4,.63,1.2,1.1,.96,,7.800000000000001,3.4
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,2.8,1.4,.3,.34,.6900000000000001,,.41,1,2.5,1.7,1.2,1.5,1.3,,6.800000000000001,3.3
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,1.9,1.8,.24,.25,.58,,,.8300000000000001,2.3,2.2,1,.8,1.2,,,2.7
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,1.7,1.2,,.5,.67,,.4,.97,2.4,1.4,,2.1,1.1,,6.7,3.1
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,2.6,.28,.28,.32,.63,,.42,.89,1.8,.34,1.2,1.4,.87,,7,2.9
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,3.7,.77,.26,.44,.5700000000000001,,.46,.8,3.5,.9400000000000001,1.1,1.8,.64,,7.800000000000001,2.6
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,.87,1.6,.3,.45,.45,.9400000000000001,,.6900000000000001,2.4,2,1.2,2,.65,2.3,,2.2
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,1.2,1.1,.3,.32,.64,.92,,.6900000000000001,2.3,1.3,1.2,1.4,.67,2.2,,2.2
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,.55,1.4,.23,.28,.98,.26,.3,.43,1.1,1.7,.97,1.2,1,.62,5,1.4
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,.38,1.1,.27,.32,.51,.2,,.54,1.1,1.3,1.1,1,.75,.49,,1.8
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,2.7,1.4,.43,.34,1,.42,.42,.74,2.2,1.7,1.8,1.4,1,1,7.100000000000001,2.4
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,2,1.5,.29,.48,1,.3,.41,.8100000000000001,1.8,1.8,1.2,1.5,.99,.73,6.9,2.6
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,1.7,1.2,.28,.33,.6900000000000001,.7000000000000001,.43,.45,1.7,1.5,1.2,1,.6800000000000001,1.7,7.2,1.5
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,.67,1,.29,.31,.75,.49,.51,.8,1.4,1.2,1.2,1.1,.8200000000000001,1.2,8.5,2.6
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,.8,.99,,.33,.65,1,.41,.74,3.5,1.2,,1.1,.79,2.5,6.9,2.4
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,.6800000000000001,1,,.2,.51,.85,.41,.77,2.1,1.3,,.8100000000000001,.65,2,7,2.5
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,.73,1.1,.29,.41,1.2,.99,.42,.76,4.3,1.3,1.2,1.3,1.1,2.4,7,2.5
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,.73,1.1,.29,.41,1.2,.99,.42,.76,4.3,1.3,1.2,1.3,1.1,2.4,7,2.5
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,,,,,,,,,,,,,,,,
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,,,,,,,,,,,,,,,,
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,,,,,,,,,,,,,,,,
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,1.2,.5,.51,.39,.6,.37,4.3,.71,5,.61,2.1,1.3,.8300000000000001,.89,72.5,2.3
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,.86,.46,.45,.19,.45,.22,3.6,.59,2.3,.5600000000000001,1.9,.73,.63,.52,60.6,1.9
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,1.8,.76,.58,.5,.62,.21,4,.65,2.8,.9300000000000001,2.4,1.6,.8300000000000001,.5,66.8,2.1
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,1.1,.21,.61,.51,.42,,3.5,.54,1.4,.25,2.5,1.6,.59,,59.2,1.8
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,1.2,,.6,.61,.41,,3.4,.62,1.1,,2.5,1.9,.59,,56.2,2
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,.51,,.6,.48,.34,.62,4.100000000000001,.5,.67,,2.5,1.5,.49,1.5,68,1.6
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,.9,.39,.63,.32,.46,.38,3.4,.52,.97,.48,2.6,1,.65,.91,56.90000000000001,1.7
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,.88,.51,.48,.14,.39,,3.1,.42,1.1,.63,2,.42,.5600000000000001,,52.40000000000001,1.3
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,.66,.59,.39,.24,.51,.44,3.7,.39,.9300000000000001,.72,1.6,.75,.78,1.1,61.8,1.3
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,.41,,,,.54,.36,2.7,.3,1.5,,,,.74,.86,45.90000000000001,.98
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,.38,,.48,,.53,.37,3.2,.22,1,,2,,.6,.89,54,.71
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,.35,,.43,.2,.44,.33,,.26,.78,,1.8,.62,.5700000000000001,.79,,.85
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,.6,,.48,.17,.38,.31,,.25,.72,,2,.51,.55,.75,,.79
