id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,yieldvus_all,yieldvus_sel7,yieldvus_sel6,yieldvus_sel1,yieldvus_sel2,yieldvus_sel3,yieldvus_sel4,yieldvus_sel5,yieldp_all,yieldp_sel7,yieldp_sel6,yieldp_sel1,yieldp_sel2,yieldp_sel3,yieldp_sel4,yieldp_sel5
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,.85,.75,.35,.18,.9400000000000001,.77,2.2,.43,2.4,.91,1.4,.75,1.2,1.9,36.2,1.4
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,1,.5700000000000001,.34,.17,.99,.8100000000000001,2.1,.42,2.2,.6900000000000001,1.4,.63,1.2,2,35.7,1.3
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,.89,.65,.35,.17,.88,.65,2.2,.42,2,.79,1.4,.71,1.1,1.6,36.1,1.4
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,.89,.65,.35,.17,.88,.65,2.2,.42,2,.79,1.4,.71,1.1,1.6,36.1,1.4
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,.89,.65,.35,.17,.88,.65,2.2,.42,2,.79,1.4,.71,1.1,1.6,36.1,1.4
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,1,.78,.31,.18,.92,.71,2.1,.4,2.3,.9400000000000001,1.3,.67,1.1,1.7,35.5,1.3
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,1,.78,.31,.18,.92,.71,2.1,.4,2.3,.9400000000000001,1.3,.67,1.1,1.7,35.5,1.3
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,,,,,,,,,,,,,,,,
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,,,,,,,,,,,,,,,,
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,,,,,,,,,,,,,,,,
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,,,,,,,,,,,,,,,,
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,,,,,,,,,,,,,,,,
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,,,,,,,,,,,,,,,,
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,,,,,,,,,,,,,,,,
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,,,,,,,,,,,,,,,,
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,,,,,,,,,,,,,,,,
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,.52,,.2,,.71,.54,.32,,1.3,,.84,,.84,1.3,5.4,
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,.59,,.33,,.89,.59,.64,,1.8,,1.4,,1.2,1.4,10.7,
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,.53,,.24,,1.7,.42,.21,,1.2,,1,,2,1,3.5,
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,.8,,.36,,.87,.86,1.2,,2.2,,1.5,,1.3,2.1,20.8,
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,.63,,.3,,1.1,.66,.99,,2.1,,1.2,,1.5,1.6,16.6,
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,.46,,.32,,.6,.48,.15,,1.2,,1.3,,.71,1.1,2.6,
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,.36,,.23,,.5600000000000001,.36,.33,,.96,,.9500000000000001,,.67,.88,5.5,
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,.24,,.14,,.89,.26,.96,,.67,,.5600000000000001,,.84,.62,16.1,
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,,,,,,,,,,,,,,,,
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,,,,,,,,,,,,,,,,
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,,,,,,,,,,,,,,,,
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,,,,,,,,,,,,,,,,
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,1.9,,.38,,.6,.89,.19,.58,2.6,,1.6,,.8,2.1,3.1,1.9
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,3.1,,.3,,.45,.62,.16,.34,2.6,,1.2,,.65,1.5,2.7,1.1
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,1.1,,.26,,.58,.53,.18,,2,,1.1,,.71,1.3,3,
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,1.2,,.27,,.67,.59,.14,.31,3.5,,1.1,,.9,1.4,2.3,1
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,3,,.5600000000000001,,.64,1.1,,.31,3.8,,2.3,,.99,2.7,,1
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,1.9,,.5700000000000001,,1.8,.76,,,5.600000000000001,,2.3,,2.3,1.8,,
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,1.9,,.29,,.71,.6800000000000001,.05,,1.9,,1.2,,1.1,1.6,.79,
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,.86,,.13,,.54,.5700000000000001,2.3,.37,1.9,,.52,,.51,1.4,38.8,1.2
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,1.1,,.14,,.66,.71,2.3,.37,2.4,,.6,,.65,1.7,38.8,1.2
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,1.1,,.14,,.58,.73,2.3,.52,2.5,,.58,,.5700000000000001,1.8,38.8,1.7
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,.8100000000000001,,.16,,.6,.6,2.3,.26,1.9,,.65,,.58,1.5,38.8,.84
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,1.1,,.09,,.73,.79,2.3,.3,2.4,,.39,,.6800000000000001,1.9,38.7,.96
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,1.2,,.16,,.52,.76,2.2,.3,3.5,,.65,,.5,1.8,37,.96
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,.85,,.14,,.6900000000000001,.62,2.2,.38,2.3,,.58,,.65,1.5,37.4,1.2
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,.52,,.14,,.53,.4,2.2,.16,1.3,,.6,,.5,.97,36.7,.53
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,.61,,.2,,.75,.48,2.3,.27,1.4,,.8200000000000001,,.6900000000000001,1.2,38.8,.87
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,.96,,.14,,.6800000000000001,.59,2.3,.34,1.8,,.6,,.64,1.4,38.8,1.1
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,.87,,.16,,.51,.8300000000000001,2.3,.34,2.1,,.67,,.47,2,38.8,1.1
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,1.1,,.17,,.72,.99,2.3,.33,2.6,,.6900000000000001,,.65,2.4,38.7,1.1
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,.8,,.13,,.49,.73,1.9,.37,2,,.52,,.44,1.8,32,1.2
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,1.1,,.13,,.71,.84,2.1,.18,3,,.54,,.66,2,34.6,.59
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,1.1,,.19,,.62,.73,2.7,.45,3.6,,.79,,.62,1.8,45.8,1.5
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,3.1,,.18,,.62,.74,1.8,.34,4.600000000000001,,.75,,.58,1.8,30,1.1
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,.9400000000000001,,.12,,.62,.86,2.6,.34,2.4,,.49,,.58,2.1,43,1.1
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,1,,.11,,.44,.98,2,.34,2.6,,.46,,.4,2.3,32.8,1.1
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,1.1,,.1,,.63,1,2,.34,2.7,,.4,,.5700000000000001,2.4,33.1,1.1
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,.75,,.15,,.62,.5,2.3,.37,1.7,,.61,,.61,1.2,38.8,1.2
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,.8100000000000001,,.14,,.59,.5600000000000001,2.3,.33,1.8,,.59,,.5700000000000001,1.3,38.8,1.1
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,1.1,,.15,,.63,.79,2.1,.39,2.6,,.62,,.6,1.9,35.8,1.3
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,.9,,.15,,.6800000000000001,.79,2.3,.33,2.2,,.62,,.63,1.9,38.7,1.1
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,.8200000000000001,,.18,,.6,.71,2.3,.31,2,,.74,,.5600000000000001,1.7,39,1
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,.8200000000000001,,.18,,.6,.71,2.3,.31,2,,.74,,.5600000000000001,1.7,39,1
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,.92,,.15,,.58,.72,2.3,.29,2.2,,.6,,.55,1.7,39.1,.92
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,1,,.15,,.54,.49,2.3,.3,2.2,,.62,,.52,1.2,39.2,.97
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,1.4,1.2,.63,.3,.49,.92,6.2,.47,4.100000000000001,1.5,2.6,1.2,.5600000000000001,2.2,104,1.5
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,1.8,1.3,.54,.22,.53,.74,6.100000000000001,.67,4.9,1.6,2.2,.89,.51,1.8,102,2.2
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,2.2,.62,1.4,.08,.67,.75,,.5600000000000001,4.9,.75,5.800000000000001,.32,.64,1.8,,1.8
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,1.7,1.2,1.4,.21,.84,.9400000000000001,6.300000000000001,.8,3.9,1.5,5.800000000000001,.85,.8200000000000001,2.3,106,2.6
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,1.6,1.4,.9500000000000001,,.66,1,,.91,3.6,1.7,3.9,,.64,2.4,,2.9
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,1.6,.6,.59,,.9,1.2,6.100000000000001,.87,4.100000000000001,.72,2.5,,1,2.9,103,2.8
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,2.6,1.5,1.1,.14,.79,1.2,4.3,.8300000000000001,5.5,1.8,4.600000000000001,.42,.87,2.8,72.40000000000001,2.7
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,1.2,1,.35,,.59,1.2,5,.84,3.5,1.3,1.4,,.9400000000000001,2.9,84.40000000000001,2.7
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,1.5,1.5,.54,,.66,1.2,4.7,.73,4.7,1.8,2.2,,.6800000000000001,3,78.40000000000001,2.4
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,3,1.3,.59,,.78,1.2,5,.76,5.600000000000001,1.6,2.4,,.8300000000000001,2.8,83.90000000000001,2.5
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,2.7,1.7,.85,,.8,1.1,4.100000000000001,.77,5.2,2.1,3.5,,.8200000000000001,2.7,68.10000000000001,2.5
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,2.2,1.4,.53,,.66,1.2,7,.73,7.5,1.7,2.2,,.73,2.9,117,2.4
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,1.3,1.3,.4,.26,.8200000000000001,1.1,6.600000000000001,.6800000000000001,4.100000000000001,1.5,1.7,1.2,.85,2.7,111,2.2
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,.97,1.3,.35,.09,.4,.98,3.6,.54,2.4,1.6,1.5,.34,.39,2.4,60.7,1.8
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,1.1,1.3,.28,,.6,.72,5.2,.48,3.1,1.6,1.2,,.49,1.7,87.80000000000001,1.6
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,,,,,,,,,,,,,,,,
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,.96,.78,.41,,.66,.9,3.3,.61,2.3,.9500000000000001,1.7,,.5600000000000001,2.2,55.2,2
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,1.3,1.8,.5700000000000001,,.8300000000000001,1.1,6.300000000000001,.6,4.2,2.1,2.4,,.73,2.6,105,1.9
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,1,1.2,,,.75,.9400000000000001,5.9,.75,2.5,1.5,,,.62,2.3,99.60000000000001,2.4
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,,,,,,,,,,,,,,,,
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,,,,,,,,,,,,,,,,
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,,,,,,,,,,,,,,,,
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,,,,,,,,,,,,,,,,
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,,,,,,,,,,,,,,,,
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,,,,,,,,,,,,,,,,
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,,,,,,,,,,,,,,,,
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,,,,,,,,,,,,,,,,
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,,,,,,,,,,,,,,,,
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,,,,,,,,,,,,,,,,
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,,,,,,,,,,,,,,,,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,,,,,,,,,,,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,,,,,,,,,,,
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,,,,,,,,,,,
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,,,,,,,,,,,,,,,,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,,,,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,,,,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,,,,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,,,,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,,,,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,,,,,,,,,,,,,,,,
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,,,,,,,,,,,,,,,,
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,,,,,,,,,,,,,,,,
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,,,,,,,,,,,,,,,,
