id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,cr_s,fo_s,n_oper_t,n_oper_gov,n_oper_pri,n_oper_fo,c_oper_t,s_pr_t,s_pr_nat,s_pr_int
3_32_597_0,2011,Total,3,India,32,Kerala,597,Kottayam,12.5,24.8,0,0,0,0,0,.2,.2,.2
3_32_598_0,2011,Total,3,India,32,Kerala,598,Alappuzha,17.5,24.2,0,0,0,0,0,0,0,0
3_32_599_0,2011,Total,3,India,32,Kerala,599,Pathanamthitta,2.5,53.1,0,0,0,0,0,45.6,6,45.2
3_32_600_0,2011,Total,3,India,32,Kerala,600,Kollam,8,32.8,2,2,0,0,.3,16.8,6.300000000000001,16.1
3_32_601_0,2011,Total,3,India,32,Kerala,601,Thiruvananthapuram,9.800000000000001,41.3,0,0,0,0,0,20.1,10.9,18.5
3_33_602_0,2011,Total,3,India,33,Tamil Nadu,602,Thiruvallur,45.1,.2,1,1,0,0,7603,3.4,3.4,0
3_33_603_0,2011,Total,3,India,33,Tamil Nadu,603,Chennai,3.3,0,0,0,0,0,0,0,0,0
3_33_604_0,2011,Total,3,India,33,Tamil Nadu,604,Kancheepuram,29.2,0,0,0,0,0,0,0,0,0
3_33_605_0,2011,Total,3,India,33,Tamil Nadu,605,Vellore,21,2.5,0,0,0,0,0,0,0,0
3_33_606_0,2011,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,28.9,2.5,0,0,0,0,0,1,1,0
3_33_607_0,2011,Total,3,India,33,Tamil Nadu,607,Viluppuram,45.5,.6000000000000001,0,0,0,0,0,.1,.1,0
3_33_608_0,2011,Total,3,India,33,Tamil Nadu,608,Salem,17.1,3.1,5,2,3,2,.6000000000000001,0,0,0
3_33_609_0,2011,Total,3,India,33,Tamil Nadu,609,Namakkal,35.9,1.7,0,0,0,0,0,0,0,0
3_33_610_0,2011,Total,3,India,33,Tamil Nadu,610,Erode,34.5,3.9,0,0,0,0,0,1.3,1.3,0
3_33_611_0,2011,Total,3,India,33,Tamil Nadu,611,The Nilgiris,1.1,27.4,0,0,0,0,0,28.5,27,3.7
3_33_612_0,2011,Total,3,India,33,Tamil Nadu,612,Dindigul,26.6,13.8,0,0,0,0,0,0,0,0
3_33_613_0,2011,Total,3,India,33,Tamil Nadu,613,Karur,18,.1,0,0,0,0,0,0,0,0
3_33_614_0,2011,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,38.8,1.4,1,1,0,0,17,0,0,0
3_33_615_0,2011,Total,3,India,33,Tamil Nadu,615,Perambalur,49,.5,0,0,0,0,0,0,0,0
3_33_616_0,2011,Total,3,India,33,Tamil Nadu,616,Ariyalur,75.3,0,0,0,0,0,0,0,0,0
3_33_617_0,2011,Total,3,India,33,Tamil Nadu,617,Cuddalore,83.7,0,0,0,0,0,0,.4,.4,0
3_33_618_0,2011,Total,3,India,33,Tamil Nadu,618,Nagapattinam,84,.3,0,0,0,0,0,1.9,1.9,0
3_33_619_0,2011,Total,3,India,33,Tamil Nadu,619,Thiruvarur,91.7,0,0,0,0,0,0,5.5,5.5,0
3_33_620_0,2011,Total,3,India,33,Tamil Nadu,620,Thanjavur,79.5,0,0,0,0,0,0,1.2,1.2,0
3_33_621_0,2011,Total,3,India,33,Tamil Nadu,621,Pudukkottai,34.1,0,0,0,0,0,0,0,0,0
3_33_622_0,2011,Total,3,India,33,Tamil Nadu,622,Sivaganga,52.6,0,0,0,0,0,0,1.1,1.1,0
3_33_623_0,2011,Total,3,India,33,Tamil Nadu,623,Madurai,38,1.4,0,0,0,0,0,5.4,.3,5.4
3_33_624_0,2011,Total,3,India,33,Tamil Nadu,624,Theni,17.5,11.8,0,0,0,0,0,10.7,10.7,.5
3_33_625_0,2011,Total,3,India,33,Tamil Nadu,625,Virudhunagar,51.40000000000001,1.8,0,0,0,0,0,8.700000000000001,5.800000000000001,6.5
3_33_626_0,2011,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,72.10000000000001,0,0,0,0,0,0,.1,.1,0
3_33_627_0,2011,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,37.2,.1,1,0,1,1,.4,0,0,0
3_33_628_0,2011,Total,3,India,33,Tamil Nadu,628,Tirunelveli,32.6,11.5,1,0,1,0,1,16.5,7.2,16.2
3_33_629_0,2011,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,13.2,24.9,2,1,1,0,.2,19.7,19.7,.1
3_33_630_0,2011,Total,3,India,33,Tamil Nadu,630,Dharmapuri,20.2,2.5,0,0,0,0,0,.6000000000000001,.6000000000000001,0
3_33_631_0,2011,Total,3,India,33,Tamil Nadu,631,Krishnagiri,29.4,.6000000000000001,0,0,0,0,0,.5,.5,0
3_33_632_0,2011,Total,3,India,33,Tamil Nadu,632,Coimbatore,42.40000000000001,11,0,0,0,0,0,20.3,20.3,.8
3_33_633_0,2011,Total,3,India,33,Tamil Nadu,633,Tiruppur,65.3,2.5,0,0,0,0,0,5.5,5.5,.1
3_34_634_0,2011,Total,3,India,34,Puducherry,634,Yanam,41.3,.1,0,0,0,0,0,0,0,0
3_34_635_0,2011,Total,3,India,34,Puducherry,635,Puducherry,67.3,0,0,0,0,0,0,0,0,0
3_34_636_0,2011,Total,3,India,34,Puducherry,636,Mahe,9.9,19.9,0,0,0,0,0,0,0,0
3_34_637_0,2011,Total,3,India,34,Puducherry,637,Karaikal,74.40000000000001,0,0,0,0,0,0,0,0,0
3_35_638_0,2011,Total,3,India,35,Andaman & Nicobar Islands,638,Nicobars,.3,71.5,0,0,0,0,0,31.3,31.3,0
3_35_639_0,2011,Total,3,India,35,Andaman & Nicobar Islands,639,North  & Middle Andaman,.3,82.7,0,0,0,0,0,2.6,2.6,0
3_35_640_0,2011,Total,3,India,35,Andaman & Nicobar Islands,640,South Andaman,.5,81.40000000000001,0,0,0,0,0,4.5,4.5,0
3_3_35_0,2011,Total,3,India,3,Punjab,35,Gurdaspur,91.40000000000001,0,0,0,0,0,0,0,0,0
3_3_36_0,2011,Total,3,India,3,Punjab,36,Kapurthala,97.80000000000001,0,0,0,0,0,0,0,0,0
3_3_37_0,2011,Total,3,India,3,Punjab,37,Jalandhar,95.30000000000001,0,0,0,0,0,0,0,0,0
3_3_38_0,2011,Total,3,India,3,Punjab,38,Hoshiarpur,80.60000000000001,0,0,0,0,0,0,0,0,0
3_3_39_0,2011,Total,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,97,0,0,0,0,0,0,0,0,0
3_3_40_0,2011,Total,3,India,3,Punjab,40,Fatehgarh Sahib,98.7,0,0,0,0,0,0,0,0,0
3_3_41_0,2011,Total,3,India,3,Punjab,41,Ludhiana,95,0,0,0,0,0,0,0,0,0
3_3_42_0,2011,Total,3,India,3,Punjab,42,Moga,99,0,0,0,0,0,0,0,0,0
3_3_43_0,2011,Total,3,India,3,Punjab,43,Firozpur,97.2,0,0,0,0,0,0,3.5,3.5,0
3_3_44_0,2011,Total,3,India,3,Punjab,44,Muktsar,98.5,0,0,0,0,0,0,.6000000000000001,.6000000000000001,0
3_3_45_0,2011,Total,3,India,3,Punjab,45,Faridkot,98.30000000000001,0,0,0,0,0,0,0,0,0
3_3_46_0,2011,Total,3,India,3,Punjab,46,Bathinda,98,0,0,0,0,0,0,0,0,0
3_3_47_0,2011,Total,3,India,3,Punjab,47,Mansa,99.30000000000001,0,0,0,0,0,0,0,0,0
3_3_48_0,2011,Total,3,India,3,Punjab,48,Patiala,97,0,0,0,0,0,0,2.3,2.3,0
3_3_49_0,2011,Total,3,India,3,Punjab,49,Amritsar,95.60000000000001,0,1,0,1,1,2,0,0,0
3_3_50_0,2011,Total,3,India,3,Punjab,50,Tarn Taran,99,0,0,0,0,0,0,.1,.1,0
3_3_51_0,2011,Total,3,India,3,Punjab,51,Rupnagar,87.2,0,0,0,0,0,0,.1,.1,0
3_3_52_0,2011,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,87.90000000000001,0,0,0,0,0,0,0,0,0
3_3_53_0,2011,Total,3,India,3,Punjab,53,Sangrur,98.5,0,0,0,0,0,0,0,0,0
3_3_54_0,2011,Total,3,India,3,Punjab,54,Barnala,99,0,0,0,0,0,0,0,0,0
3_4_55_0,2011,Total,3,India,4,Chandigarh,55,Chandigarh,15.1,0,0,0,0,0,0,0,0,0
3_5_56_0,2011,Total,3,India,5,Uttarakhand,56,Uttarkashi,3.2,1.6,0,0,0,0,0,17.3,17.2,.3
3_5_57_0,2011,Total,3,India,5,Uttarakhand,57,Chamoli,2.3,.4,0,0,0,0,0,50.6,10.4,50.5
3_5_58_0,2011,Total,3,India,5,Uttarakhand,58,Rudraprayag,4.4,.3,0,0,0,0,0,22.2,22,.6000000000000001
3_5_59_0,2011,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,8.700000000000001,.2,0,0,0,0,0,5.100000000000001,5.100000000000001,0
3_5_60_0,2011,Total,3,India,5,Uttarakhand,60,Dehradun,15.8,1.5,0,0,0,0,0,5.7,5.7,0
3_5_61_0,2011,Total,3,India,5,Uttarakhand,61,Garhwal,8.4,.1,0,0,0,0,0,13.3,13.3,0
3_5_62_0,2011,Total,3,India,5,Uttarakhand,62,Pithoragarh,1.9,.1,0,0,0,0,0,19.4,3.1,16.3
3_5_63_0,2011,Total,3,India,5,Uttarakhand,63,Bageshwar,5.2,.1,0,0,0,0,0,19.7,.1,19.7
3_5_64_0,2011,Total,3,India,5,Uttarakhand,64,Almora,17.1,0,0,0,0,0,0,.9,.9,0
3_5_65_0,2011,Total,3,India,5,Uttarakhand,65,Champawat,9.9,0,0,0,0,0,0,0,0,0
3_5_66_0,2011,Total,3,India,5,Uttarakhand,66,Nainital,10.7,.2,0,0,0,0,0,2.3,2.3,0
3_5_67_0,2011,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,66.7,.1,0,0,0,0,0,0,0,0
3_5_68_0,2011,Total,3,India,5,Uttarakhand,68,Hardwar,72.90000000000001,0,0,0,0,0,0,22,22,0
3_6_69_0,2011,Total,3,India,6,Haryana,69,Panchkula,62,0,0,0,0,0,0,0,0,0
3_6_70_0,2011,Total,3,India,6,Haryana,70,Ambala,95.40000000000001,0,1,0,1,0,1.1,0,0,0
3_6_71_0,2011,Total,3,India,6,Haryana,71,Yamunanagar,86.2,0,0,0,0,0,0,.8,.8,0
3_6_72_0,2011,Total,3,India,6,Haryana,72,Kurukshetra,98.2,0,0,0,0,0,0,0,0,0
3_6_73_0,2011,Total,3,India,6,Haryana,73,Kaithal,98.5,0,0,0,0,0,0,0,0,0
3_6_74_0,2011,Total,3,India,6,Haryana,74,Karnal,98.2,0,0,0,0,0,0,0,0,0
3_6_75_0,2011,Total,3,India,6,Haryana,75,Panipat,94.7,0,1,1,0,0,13928,0,0,0
3_6_76_0,2011,Total,3,India,6,Haryana,76,Sonipat,97.40000000000001,0,0,0,0,0,0,0,0,0
3_6_77_0,2011,Total,3,India,6,Haryana,77,Jind,99,0,0,0,0,0,0,0,0,0
3_6_78_0,2011,Total,3,India,6,Haryana,78,Fatehabad,98.90000000000001,0,0,0,0,0,0,0,0,0
3_6_79_0,2011,Total,3,India,6,Haryana,79,Sirsa,98.40000000000001,0,0,0,0,0,0,2.2,2.2,0
3_6_80_0,2011,Total,3,India,6,Haryana,80,Hisar,98,0,0,0,0,0,0,0,0,0
3_6_81_0,2011,Total,3,India,6,Haryana,81,Bhiwani,98.30000000000001,0,0,0,0,0,0,0,0,0
3_6_82_0,2011,Total,3,India,6,Haryana,82,Rohtak,96.80000000000001,0,0,0,0,0,0,0,0,0
3_6_83_0,2011,Total,3,India,6,Haryana,83,Jhajjar,97.80000000000001,0,0,0,0,0,0,0,0,0
3_6_84_0,2011,Total,3,India,6,Haryana,84,Mahendragarh,99.10000000000001,0,0,0,0,0,0,0,0,0
3_6_85_0,2011,Total,3,India,6,Haryana,85,Rewari,98.5,0,0,0,0,0,0,0,0,0
3_6_86_0,2011,Total,3,India,6,Haryana,86,Gurgaon,89.2,0,0,0,0,0,0,1.5,1.5,0
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,99.2,0,0,0,0,0,0,0,0,0
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,80,0,0,0,0,0,0,0,0,0
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,98.30000000000001,0,0,0,0,0,0,0,0,0
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,55.40000000000001,.1,0,0,0,0,0,0,0,0
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,13.7,0,0,0,0,0,0,0,0,0
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,1.3,0,0,0,0,0,0,0,0,0
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,3.6,0,0,0,0,0,0,0,0,0
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,1.4,0,0,0,0,0,0,0,0,0
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,5.2,0,0,0,0,0,0,0,0,0
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,14.5,0,0,0,0,0,0,0,0,0
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,57.40000000000001,0,0,0,0,0,0,0,0,0
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,33.8,0,0,0,0,0,0,0,0,0
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,57.3,0,0,0,0,0,0,0,0,0
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,9.800000000000001,0,0,0,0,0,0,0,0,0
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,42.3,0,0,0,0,0,0,.6000000000000001,.6000000000000001,0
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,94.7,0,2,2,0,0,.1,0,0,0
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,97.40000000000001,0,0,0,0,0,0,11.8,11.8,0
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,98,0,0,0,0,0,0,.8,.6000000000000001,.7000000000000001
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,85.90000000000001,0,0,0,0,0,0,1,1,0
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,69.2,0,0,0,0,0,0,.5,.5,0
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,92.30000000000001,0,0,0,0,0,0,11.7,11.7,0
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,99.60000000000001,0,0,0,0,0,0,0,0,0
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,94.90000000000001,0,0,0,0,0,0,1.6,1,.6000000000000001
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,91.40000000000001,0,0,0,0,0,0,0,0,0
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,77.30000000000001,0,0,0,0,0,0,.7000000000000001,0,.7000000000000001
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,42.7,0,0,0,0,0,0,3.1,3.1,0
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,.7000000000000001,0,0,0,0,0,0,6.100000000000001,6.100000000000001,0
3_8_115_0,2011,Total,3,India,8,Rajasthan,115,Barmer,22.4,0,0,0,0,0,0,2.4,2.4,0
3_8_116_0,2011,Total,3,India,8,Rajasthan,116,Jalor,92.90000000000001,0,0,0,0,0,0,0,0,0
3_8_117_0,2011,Total,3,India,8,Rajasthan,117,Sirohi,84.30000000000001,.1,1,0,1,1,1.4,15.2,15.2,0
3_8_118_0,2011,Total,3,India,8,Rajasthan,118,Pali,95.7,0,0,0,0,0,0,0,0,0
3_8_119_0,2011,Total,3,India,8,Rajasthan,119,Ajmer,77.30000000000001,0,0,0,0,0,0,0,0,0
3_8_120_0,2011,Total,3,India,8,Rajasthan,120,Tonk,93.60000000000001,0,0,0,0,0,0,0,0,0
3_8_121_0,2011,Total,3,India,8,Rajasthan,121,Bundi,88.40000000000001,0,0,0,0,0,0,6.100000000000001,6.100000000000001,0
3_8_122_0,2011,Total,3,India,8,Rajasthan,122,Bhilwara,77.7,0,1,0,1,1,1.3,0,0,0
3_8_123_0,2011,Total,3,India,8,Rajasthan,123,Rajsamand,60.8,.1,0,0,0,0,0,0,0,0
3_8_124_0,2011,Total,3,India,8,Rajasthan,124,Dungarpur,89.90000000000001,0,0,0,0,0,0,1.1,1.1,0
3_8_125_0,2011,Total,3,India,8,Rajasthan,125,Banswara,81.10000000000001,0,0,0,0,0,0,5.2,5.2,0
3_8_126_0,2011,Total,3,India,8,Rajasthan,126,Chittaurgarh,70.5,.2,3,0,3,2,1.9,2.1,2.1,0
3_8_127_0,2011,Total,3,India,8,Rajasthan,127,Kota,77.30000000000001,0,1,0,1,0,1,4.3,4.3,0
3_8_128_0,2011,Total,3,India,8,Rajasthan,128,Baran,81.30000000000001,.1,0,0,0,0,0,0,0,0
3_8_129_0,2011,Total,3,India,8,Rajasthan,129,Jhalawar,80.5,.1,0,0,0,0,0,.1,.1,0
3_8_130_0,2011,Total,3,India,8,Rajasthan,130,Udaipur,66.7,.2,3,0,3,3,3.3,2.8,2.8,0
3_8_131_0,2011,Total,3,India,8,Rajasthan,131,Pratapgarh,65,.2,0,0,0,0,0,7.2,7.2,0
3_8_99_0,2011,Total,3,India,8,Rajasthan,99,Ganganagar,68.3,0,0,0,0,0,0,0,0,0
3_9_132_0,2011,Total,3,India,9,Uttar Pradesh,132,Saharanpur,89.10000000000001,0,0,0,0,0,0,1.6,1.6,0
3_9_133_0,2011,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,92.7,0,0,0,0,0,0,0,0,0
3_9_134_0,2011,Total,3,India,9,Uttar Pradesh,134,Bijnor,90.10000000000001,0,0,0,0,0,0,.4,.4,0
3_9_135_0,2011,Total,3,India,9,Uttar Pradesh,135,Moradabad,91,0,0,0,0,0,0,0,0,0
3_9_136_0,2011,Total,3,India,9,Uttar Pradesh,136,Rampur,97.10000000000001,0,0,0,0,0,0,0,0,0
3_9_137_0,2011,Total,3,India,9,Uttar Pradesh,137,Jyotiba Phule Nagar,55.7,0,0,0,0,0,0,0,0,0
3_9_138_0,2011,Total,3,India,9,Uttar Pradesh,138,Meerut,89.90000000000001,0,0,0,0,0,0,0,0,0
3_9_139_0,2011,Total,3,India,9,Uttar Pradesh,139,Baghpat,94.80000000000001,0,0,0,0,0,0,0,0,0
3_9_140_0,2011,Total,3,India,9,Uttar Pradesh,140,Ghaziabad,85.80000000000001,0,0,0,0,0,0,0,0,0
3_9_141_0,2011,Total,3,India,9,Uttar Pradesh,141,Gautam Buddha Nagar,86.80000000000001,0,0,0,0,0,0,0,0,0
3_9_142_0,2011,Total,3,India,9,Uttar Pradesh,142,Bulandshahr,97.10000000000001,0,0,0,0,0,0,0,0,0
3_9_143_0,2011,Total,3,India,9,Uttar Pradesh,143,Aligarh,97.2,0,0,0,0,0,0,0,0,0
3_9_144_0,2011,Total,3,India,9,Uttar Pradesh,144,Mahamaya Nagar,96.90000000000001,0,0,0,0,0,0,0,0,0
3_9_145_0,2011,Total,3,India,9,Uttar Pradesh,145,Mathura,96.90000000000001,0,1,1,0,0,9053,0,0,0
3_9_146_0,2011,Total,3,India,9,Uttar Pradesh,146,Agra,95.2,0,0,0,0,0,0,.2,.2,0
3_9_147_0,2011,Total,3,India,9,Uttar Pradesh,147,Firozabad,97.60000000000001,0,0,0,0,0,0,0,0,0
3_9_148_0,2011,Total,3,India,9,Uttar Pradesh,148,Mainpuri,99,0,0,0,0,0,0,0,0,0
3_9_149_0,2011,Total,3,India,9,Uttar Pradesh,149,Budaun,98,0,0,0,0,0,0,0,0,0
3_9_150_0,2011,Total,3,India,9,Uttar Pradesh,150,Bareilly,97.40000000000001,0,0,0,0,0,0,0,0,0
3_9_151_0,2011,Total,3,India,9,Uttar Pradesh,151,Pilibhit,77.5,0,0,0,0,0,0,1.1,1.1,0
3_9_152_0,2011,Total,3,India,9,Uttar Pradesh,152,Shahjahanpur,97.7,0,0,0,0,0,0,0,0,0
3_9_153_0,2011,Total,3,India,9,Uttar Pradesh,153,Kheri,81.40000000000001,0,0,0,0,0,0,9.700000000000001,9.700000000000001,0
3_9_154_0,2011,Total,3,India,9,Uttar Pradesh,154,Sitapur,97.60000000000001,0,1,1,0,0,12,0,0,0
3_9_155_0,2011,Total,3,India,9,Uttar Pradesh,155,Hardoi,98.7,0,0,0,0,0,0,0,0,0
3_9_156_0,2011,Total,3,India,9,Uttar Pradesh,156,Unnao,97.5,0,0,0,0,0,0,0,0,0
3_9_157_0,2011,Total,3,India,9,Uttar Pradesh,157,Lucknow,91,0,0,0,0,0,0,0,0,0
3_9_158_0,2011,Total,3,India,9,Uttar Pradesh,158,Rae Bareli,98.60000000000001,0,0,0,0,0,0,0,0,0
3_9_159_0,2011,Total,3,India,9,Uttar Pradesh,159,Farrukhabad,96.5,0,0,0,0,0,0,0,0,0
3_9_160_0,2011,Total,3,India,9,Uttar Pradesh,160,Kannauj,97.7,0,0,0,0,0,0,0,0,0
3_9_161_0,2011,Total,3,India,9,Uttar Pradesh,161,Etawah,98.40000000000001,0,0,0,0,0,0,0,0,0
3_9_162_0,2011,Total,3,India,9,Uttar Pradesh,162,Auraiya,98.10000000000001,0,0,0,0,0,0,0,0,0
3_9_163_0,2011,Total,3,India,9,Uttar Pradesh,163,Kanpur Dehat,98.7,0,0,0,0,0,0,0,0,0
3_9_164_0,2011,Total,3,India,9,Uttar Pradesh,164,Kanpur Nagar,91.80000000000001,0,0,0,0,0,0,0,0,0
3_9_165_0,2011,Total,3,India,9,Uttar Pradesh,165,Jalaun,98,0,0,0,0,0,0,0,0,0
3_9_166_0,2011,Total,3,India,9,Uttar Pradesh,166,Jhansi,98,0,0,0,0,0,0,0,0,0
3_9_167_0,2011,Total,3,India,9,Uttar Pradesh,167,Lalitpur,87.60000000000001,.7000000000000001,0,0,0,0,0,0,0,0
3_9_168_0,2011,Total,3,India,9,Uttar Pradesh,168,Hamirpur,97.60000000000001,0,0,0,0,0,0,0,0,0
3_9_169_0,2011,Total,3,India,9,Uttar Pradesh,169,Mahoba,98,0,0,0,0,0,0,0,0,0
3_9_170_0,2011,Total,3,India,9,Uttar Pradesh,170,Banda,97.60000000000001,0,0,0,0,0,0,0,0,0
3_9_171_0,2011,Total,3,India,9,Uttar Pradesh,171,Chitrakoot,82.5,3.5,0,0,0,0,0,7.9,7.9,0
3_9_172_0,2011,Total,3,India,9,Uttar Pradesh,172,Fatehpur,97.10000000000001,0,0,0,0,0,0,0,0,0
3_9_173_0,2011,Total,3,India,9,Uttar Pradesh,173,Pratapgarh,99,0,0,0,0,0,0,0,0,0
3_9_174_0,2011,Total,3,India,9,Uttar Pradesh,174,Kaushambi,97.30000000000001,0,0,0,0,0,0,0,0,0
3_9_175_0,2011,Total,3,India,9,Uttar Pradesh,175,Allahabad,95.40000000000001,.1,0,0,0,0,0,0,0,0
3_9_176_0,2011,Total,3,India,9,Uttar Pradesh,176,Bara Banki,96.40000000000001,0,0,0,0,0,0,0,0,0
3_9_177_0,2011,Total,3,India,9,Uttar Pradesh,177,Faizabad,96.30000000000001,0,0,0,0,0,0,0,0,0
3_9_178_0,2011,Total,3,India,9,Uttar Pradesh,178,Ambedkar Nagar,97.90000000000001,0,0,0,0,0,0,0,0,0
3_9_179_0,2011,Total,3,India,9,Uttar Pradesh,179,Sultanpur,99.5,0,0,0,0,0,0,0,0,0
3_9_180_0,2011,Total,3,India,9,Uttar Pradesh,180,Bahraich,84.2,0,0,0,0,0,0,7.5,7.5,0
3_9_181_0,2011,Total,3,India,9,Uttar Pradesh,181,Shrawasti,84.30000000000001,0,0,0,0,0,0,17.7,17.7,0
3_9_182_0,2011,Total,3,India,9,Uttar Pradesh,182,Balrampur,73.8,0,0,0,0,0,0,.6000000000000001,.6000000000000001,0
3_9_183_0,2011,Total,3,India,9,Uttar Pradesh,183,Gonda,97,0,0,0,0,0,0,0,0,0
3_9_184_0,2011,Total,3,India,9,Uttar Pradesh,184,Siddharthnagar,99.60000000000001,0,0,0,0,0,0,0,0,0
3_9_185_0,2011,Total,3,India,9,Uttar Pradesh,185,Basti,96.90000000000001,0,0,0,0,0,0,0,0,0
3_9_186_0,2011,Total,3,India,9,Uttar Pradesh,186,Sant Kabir Nagar,98,0,0,0,0,0,0,0,0,0
3_9_187_0,2011,Total,3,India,9,Uttar Pradesh,187,Mahrajganj,88.5,.3,0,0,0,0,0,15.2,15.2,0
3_9_188_0,2011,Total,3,India,9,Uttar Pradesh,188,Gorakhpur,95.90000000000001,0,0,0,0,0,0,0,0,0
3_9_189_0,2011,Total,3,India,9,Uttar Pradesh,189,Kushinagar,97.7,0,0,0,0,0,0,1.8,1.8,0
3_9_190_0,2011,Total,3,India,9,Uttar Pradesh,190,Deoria,95.60000000000001,0,0,0,0,0,0,0,0,0
3_9_191_0,2011,Total,3,India,9,Uttar Pradesh,191,Azamgarh,98.5,0,0,0,0,0,0,0,0,0
3_9_192_0,2011,Total,3,India,9,Uttar Pradesh,192,Mau,96.90000000000001,0,0,0,0,0,0,0,0,0
3_9_193_0,2011,Total,3,India,9,Uttar Pradesh,193,Ballia,93.10000000000001,0,0,0,0,0,0,0,0,0
3_9_194_0,2011,Total,3,India,9,Uttar Pradesh,194,Jaunpur,99.2,0,0,0,0,0,0,0,0,0
3_9_195_0,2011,Total,3,India,9,Uttar Pradesh,195,Ghazipur,96.90000000000001,0,0,0,0,0,0,0,0,0
3_9_196_0,2011,Total,3,India,9,Uttar Pradesh,196,Chandauli,77.90000000000001,.2,0,0,0,0,0,5.2,5.2,0
3_9_197_0,2011,Total,3,India,9,Uttar Pradesh,197,Varanasi,89.80000000000001,0,0,0,0,0,0,0,0,0
3_9_198_0,2011,Total,3,India,9,Uttar Pradesh,198,Sant Ravidas Nagar (Bhadohi),95.5,0,0,0,0,0,0,0,0,0
3_9_199_0,2011,Total,3,India,9,Uttar Pradesh,199,Mirzapur,89.2,.1,0,0,0,0,0,.3,.3,0
3_9_200_0,2011,Total,3,India,9,Uttar Pradesh,200,Sonbhadra,53.3,.4,2,0,2,2,.7000000000000001,3.3,3.3,0
3_9_201_0,2011,Total,3,India,9,Uttar Pradesh,201,Etah,98.60000000000001,0,0,0,0,0,0,0,0,0
3_9_202_0,2011,Total,3,India,9,Uttar Pradesh,202,Kanshiram Nagar,97.40000000000001,0,0,0,0,0,0,0,0,0
