id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,cr_s,fo_s,n_oper_t,n_oper_gov,n_oper_pri,n_oper_fo,c_oper_t,s_pr_t,s_pr_nat,s_pr_int
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,57.90000000000001,2.5,1,1,0,0,7,0,0,0
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,63.1,.8,0,0,0,0,0,0,0,0
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,49.1,.5,0,0,0,0,0,14.6,14.6,0
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,21,5.100000000000001,0,0,0,0,0,1.9,1.9,0
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,1.9,1.3,0,0,0,0,0,.1,.1,0
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,46.6,.5,0,0,0,0,0,1.4,1.4,0
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,22.7,.5,0,0,0,0,0,.1,.1,0
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,4.800000000000001,1.9,0,0,0,0,0,0,0,0
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,19.2,6.9,0,0,0,0,0,19.4,19.4,0
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,38.5,6.600000000000001,0,0,0,0,0,6.800000000000001,6.800000000000001,0
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,32.2,2.4,0,0,0,0,0,2.1,2.1,0
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,31.7,4,0,0,0,0,0,4,4,0
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,33.3,10.1,2,0,2,2,.6000000000000001,0,0,0
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,47.8,.2,0,0,0,0,0,0,0,0
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,33.3,7.9,1,1,0,0,.2,6.5,6.5,0
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,18.8,2,0,0,0,0,0,.9,.9,0
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,18.7,2.7,0,0,0,0,0,0,0,0
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,49.1,.3,2,2,0,0,11.9,0,0,0
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,37.5,1.9,1,0,1,1,1.4,4.9,4.9,0
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,46.90000000000001,.1,0,0,0,0,0,.2,.2,0
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,42.2,9.200000000000001,0,0,0,0,0,12.3,12.3,0
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,15,11.3,0,0,0,0,0,.2,.2,0
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,10.3,1.7,2,0,2,2,4,2.6,2.6,0
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,.3,31.9,0,0,0,0,0,0,0,0
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,.4,2.1,1,1,0,0,9,2.2,2.2,0
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,1.3,19.9,0,0,0,0,0,20.6,20.6,0
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,30.2,2.4,0,0,0,0,0,5.4,5.4,0
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,79.10000000000001,0,0,0,0,0,0,1.8,1.8,0
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,98.90000000000001,0,0,0,0,0,0,.7000000000000001,.7000000000000001,0
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,65.60000000000001,.9,0,0,0,0,0,11.2,11.2,0
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,98.2,.1,0,0,0,0,0,0,0,0
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,61.8,.4,0,0,0,0,0,5.5,5.5,0
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,97.40000000000001,0,0,0,0,0,0,0,0,0
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,79.60000000000001,.5,0,0,0,0,0,3.9,3.9,0
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,49.5,1.7,1,1,0,0,0,8,8,0
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,65,.4,0,0,0,0,0,8,8,0
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,50.90000000000001,.1,0,0,0,0,0,4.5,4.5,0
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,73.8,1.4,1,0,1,0,1.8,0,0,0
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,89.2,1.2,1,0,1,0,1.1,2.9,2.9,0
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,26.9,3.2,0,0,0,0,0,13.1,13.1,0
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,66.60000000000001,.1,1,0,1,0,1,3.7,3.7,0
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,87.30000000000001,0,0,0,0,0,0,11.8,11.8,0
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,95.5,0,0,0,0,0,0,0,0,0
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,98,0,0,0,0,0,0,0,0,0
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,97.90000000000001,0,0,0,0,0,0,0,0,0
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,68.10000000000001,.5,0,0,0,0,0,1.1,1.1,0
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,92,0,0,0,0,0,0,0,0,0
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,80,.2,0,0,0,0,0,0,0,0
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),72.7,.2,0,0,0,0,0,.5,.5,0
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,57.6,.1,0,0,0,0,0,0,0,0
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,95,.1,0,0,0,0,0,0,0,0
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,93.60000000000001,.3,0,0,0,0,0,.3,.3,0
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,80.30000000000001,.1,0,0,0,0,0,1.1,1.1,0
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,77.80000000000001,.2,0,0,0,0,0,0,0,0
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,56.6,.4,3,3,0,0,57,7.800000000000001,7.800000000000001,0
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,38.3,.5,0,0,0,0,0,1.2,1.2,0
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,62.7,.5,0,0,0,0,0,0,0,0
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,57.1,4.7,0,0,0,0,0,18.9,18.9,0
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,67.7,2.9,0,0,0,0,0,.9,.9,0
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,66.7,.5,1,0,1,0,1.5,0,0,0
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,68.7,.7000000000000001,0,0,0,0,0,4.2,4.2,0
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,27.9,8.300000000000001,0,0,0,0,0,0,0,0
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,11.2,7.100000000000001,0,0,0,0,0,5.800000000000001,5.800000000000001,0
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,37.3,.5,1,1,0,0,1.3,.9,.9,0
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,45.3,2.4,0,0,0,0,0,6.300000000000001,6.300000000000001,0
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,27.6,16.4,1,1,0,0,0,5.600000000000001,5.600000000000001,0
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,78,.4,0,0,0,0,0,0,0,0
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,81.30000000000001,.2,0,0,0,0,0,0,0,0
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,47.3,.7000000000000001,0,0,0,0,0,.3,.3,0
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,47.2,1.8,0,0,0,0,0,0,0,0
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,65.40000000000001,3.2,0,0,0,0,0,16.4,16.4,0
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,68,2,0,0,0,0,0,7.800000000000001,7.800000000000001,0
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,78.7,0,0,0,0,0,0,.5,.5,0
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,76.3,.2,0,0,0,0,0,3.5,3.5,0
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),40.2,.7000000000000001,0,0,0,0,0,0,0,0
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,31.5,.2,0,0,0,0,0,0,0,0
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,19.3,.2,0,0,0,0,0,46.3,46.3,0
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,92.80000000000001,0,0,0,0,0,0,9,9,0
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,82.7,0,0,0,0,0,0,9.600000000000001,9.600000000000001,0
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,98,0,0,0,0,0,0,0,0,0
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,92.60000000000001,.1,0,0,0,0,0,.8,.8,0
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,94.90000000000001,0,0,0,0,0,0,0,0,0
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,76.2,0,0,0,0,0,0,.1,.1,0
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,79.90000000000001,0,0,0,0,0,0,6.9,6.9,0
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,78.40000000000001,0,1,1,0,0,.3,2,2,0
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,77.90000000000001,.1,1,0,1,1,13928,2.1,2.1,0
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,78.2,0,0,0,0,0,0,3.5,3.5,0
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,40.3,.2,1,1,0,0,.3,16.8,16.8,0
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,85.7,0,1,0,1,0,1,3.2,3.2,0
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,69.8,0,0,0,0,0,0,.5,.5,0
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,77,0,0,0,0,0,0,0,0,0
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,98.2,0,0,0,0,0,0,0,0,0
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,82.7,0,0,0,0,0,0,3.2,3.2,0
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,82.10000000000001,0,0,0,0,0,0,8.200000000000001,8.200000000000001,0
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,80.90000000000001,0,1,1,0,0,10736,0,0,0
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,51.5,.7000000000000001,0,0,0,0,0,10.9,10.9,0
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,55.2,.1,1,0,1,1,.1,0,0,0
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,6.4,2.4,0,0,0,0,0,8.4,8.4,0
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,61.7,.2,0,0,0,0,0,0,0,0
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,45.5,.3,0,0,0,0,0,0,0,0
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,72.10000000000001,.2,1,0,1,1,3,0,0,0
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,39.5,.4,0,0,0,0,0,.6000000000000001,.6000000000000001,0
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,42.2,1.4,0,0,0,0,0,0,0,0
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,47.40000000000001,.6000000000000001,0,0,0,0,0,0,0,0
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,16.1,.2,1,0,1,1,.3,0,0,0
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,46.1,.1,0,0,0,0,0,1.1,1.1,0
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,75.5,0,0,0,0,0,0,0,0,0
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,81.80000000000001,.2,0,0,0,0,0,.5,.5,0
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,87.90000000000001,0,0,0,0,0,0,0,0,0
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,90.10000000000001,0,0,0,0,0,0,3.1,3.1,0
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,98.7,0,0,0,0,0,0,0,0,0
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,63.5,.4,0,0,0,0,0,17.5,17.5,0
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,84,.1,1,0,1,0,.5,1.2,1.2,0
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,54.7,.7000000000000001,0,0,0,0,0,5.100000000000001,5.100000000000001,0
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,70,1,2,0,2,0,0,0,0,0
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,40,3.7,0,0,0,0,0,6.2,6.2,0
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,9.9,14.9,0,0,0,0,0,1.3,1.3,0
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,37.7,.6000000000000001,2,0,2,1,3.3,5.2,5.2,0
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,86.7,0,0,0,0,0,0,1.9,1.9,0
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,87.2,0,0,0,0,0,0,.3,.3,0
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,97,0,0,0,0,0,0,0,0,0
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,92.30000000000001,0,0,0,0,0,0,0,0,0
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,98.90000000000001,0,0,0,0,0,0,0,0,0
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,93.30000000000001,0,0,0,0,0,0,4.800000000000001,4.800000000000001,0
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,75.60000000000001,.1,0,0,0,0,0,.5,.5,0
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,18.8,.6000000000000001,2,0,2,0,0,2.8,2.8,0
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,10.8,.5,2,2,0,0,14219,2.3,2.3,0
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,2,0,2,0,2,1,3.1,0,0,0
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,16.7,1.2,1,0,1,1,3,.9,.9,0
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,71.8,.2,1,0,1,0,0,1.4,1.4,0
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,92.7,0,1,1,0,0,9,8.1,8.1,0
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,97.10000000000001,0,0,0,0,0,0,1.6,1.6,0
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,97.90000000000001,0,0,0,0,0,0,0,0,0
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,96.5,0,0,0,0,0,0,0,0,0
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,93.40000000000001,0,0,0,0,0,0,7.600000000000001,7.600000000000001,0
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,60.8,.9,0,0,0,0,0,5,2.3,4.800000000000001
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,7.800000000000001,.8,0,0,0,0,0,.7000000000000001,.4,.3
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,12.8,3.8,0,0,0,0,0,.3,.2,.1
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,34.8,2.7,1,0,1,1,.6000000000000001,8.700000000000001,5.4,6.800000000000001
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,83.30000000000001,.2,0,0,0,0,0,2.3,1.4,1.5
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,50,.3,0,0,0,0,0,7.2,7.2,0
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,75.2,.1,0,0,0,0,0,1.4,1.4,0
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,58.8,.3,0,0,0,0,0,.5,.5,0
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,84,0,0,0,0,0,0,.4,.4,0
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,.8,0,0,0,0,0,0,0,0,0
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,63.8,0,0,0,0,0,0,0,0,0
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,81.5,.1,0,0,0,0,0,12.6,12.6,0
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,82,0,1,1,0,0,1,5.300000000000001,5.300000000000001,0
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,53.90000000000001,.9,0,0,0,0,0,17.1,17.1,0
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,15.9,1.3,0,0,0,0,0,3.4,3.4,0
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,44.3,.4,0,0,0,0,0,0,0,0
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,32.7,.1,0,0,0,0,0,0,0,0
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,3.2,1,4,2,2,2,5231,0,0,0
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,27.4,1.8,0,0,0,0,0,1.7,1.7,0
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,60.6,.2,0,0,0,0,0,11.7,11.7,0
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,64.5,.4,0,0,0,0,0,.1,.1,0
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,64.10000000000001,.1,1,0,1,1,.1,.1,.1,0
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,29.8,.9,1,1,0,0,18,3.4,3.4,0
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,24.7,.5,2,0,2,0,4.7,4.9,4.9,0
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,24.5,3.6,6,1,5,0,1.6,0,0,0
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,68.10000000000001,.9,0,0,0,0,0,10.5,10.5,0
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,86.5,0,0,0,0,0,0,0,0,0
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,27.4,1.1,0,0,0,0,0,3.3,3.3,0
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,63.40000000000001,1.1,2,0,2,2,.3,.8,.8,0
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,80.7,0,0,0,0,0,0,0,0,0
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,94.60000000000001,0,0,0,0,0,0,0,0,0
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,96.5,0,0,0,0,0,0,0,0,0
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,92.2,0,1,1,0,0,0,0,0,0
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,89.2,0,0,0,0,0,0,0,0,0
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,85.7,0,0,0,0,0,0,0,0,0
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,74.5,.2,0,0,0,0,0,0,0,0
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,3.5,29.3,0,0,0,0,0,14.1,14.1,0
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,80.90000000000001,0,0,0,0,0,0,1.3,1.3,0
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,85.80000000000001,0,1,1,0,0,9,0,0,0
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,78.80000000000001,0,0,0,0,0,0,0,0,0
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,82.90000000000001,0,0,0,0,0,0,0,0,0
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,13.6,6.600000000000001,1,1,0,0,.2,15.2,14.3,.9
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,4.600000000000001,19.4,0,0,0,0,0,22,16.1,9.5
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,20.4,20.1,1,1,0,0,10.3,13.4,12.5,5.600000000000001
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,67,0,0,0,0,0,0,0,0,0
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,33.7,0,0,0,0,0,0,2.9,2.9,0
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,40.8,0,0,0,0,0,0,1.5,1.5,0
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,58.2,7.5,2,0,2,0,.2,0,0,0
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,1,33.7,0,0,0,0,0,6.4,5.4,4
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,.8,60.8,0,0,0,0,0,26.1,16.7,16.2
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,52.2,.2,1,0,1,1,7,10.4,10.4,0
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,20.7,2.3,0,0,0,0,0,30.2,30.2,0
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,96.90000000000001,0,3,0,3,0,4.2,0,0,0
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,94.7,0,0,0,0,0,0,0,0,0
3_29_581_0,2011,Total,3,India,29,Karnataka,581,Kolar,49.5,0,0,0,0,0,0,0,0,0
3_29_582_0,2011,Total,3,India,29,Karnataka,582,Chikkaballapura,65.3,0,0,0,0,0,0,0,0,0
3_29_583_0,2011,Total,3,India,29,Karnataka,583,Bangalore Rural,51.1,0,0,0,0,0,0,0,0,0
3_29_584_0,2011,Total,3,India,29,Karnataka,584,Ramanagara,28.9,.1,0,0,0,0,0,2.3,2.3,0
3_2_23_0,2011,Total,3,India,2,Himachal Pradesh,23,Chamba,8.1,6.100000000000001,0,0,0,0,0,9.200000000000001,9.200000000000001,0
3_2_24_0,2011,Total,3,India,2,Himachal Pradesh,24,Kangra,21.3,.6000000000000001,0,0,0,0,0,5.300000000000001,5.300000000000001,0
3_2_25_0,2011,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,.1,.9,0,0,0,0,0,12.3,12.3,0
3_2_26_0,2011,Total,3,India,2,Himachal Pradesh,26,Kullu,3.7,2.6,0,0,0,0,0,18.1,18.1,0
3_2_27_0,2011,Total,3,India,2,Himachal Pradesh,27,Mandi,15.6,2.9,0,0,0,0,0,9.5,9.5,0
3_2_28_0,2011,Total,3,India,2,Himachal Pradesh,28,Hamirpur,28.7,0,0,0,0,0,0,0,0,0
3_2_29_0,2011,Total,3,India,2,Himachal Pradesh,29,Una,34.4,.1,0,0,0,0,0,0,0,0
3_2_30_0,2011,Total,3,India,2,Himachal Pradesh,30,Bilaspur,22.2,.7000000000000001,1,0,1,0,1.8,17.9,17.9,0
3_2_31_0,2011,Total,3,India,2,Himachal Pradesh,31,Solan,23.3,0,0,0,0,0,0,12.2,12.2,0
3_2_32_0,2011,Total,3,India,2,Himachal Pradesh,32,Sirmaur,21.9,.7000000000000001,0,0,0,0,0,9.200000000000001,9.200000000000001,0
3_2_33_0,2011,Total,3,India,2,Himachal Pradesh,33,Shimla,10.4,5.7,1,0,1,1,2,5.300000000000001,5.300000000000001,0
3_2_34_0,2011,Total,3,India,2,Himachal Pradesh,34,Kinnaur,.7000000000000001,2.6,0,0,0,0,0,23,23,0
3_30_585_0,2011,Total,3,India,30,Goa,585,North Goa,6.800000000000001,10.7,3,0,3,0,7.5,4.7,4.7,0
3_30_586_0,2011,Total,3,India,30,Goa,586,South Goa,7.800000000000001,25.9,0,0,0,0,0,11.9,11.9,0
3_31_587_0,2011,Total,3,India,31,Lakshadweep,587,Lakshadweep,0,1.1,0,0,0,0,0,0,0,0
3_32_588_0,2011,Total,3,India,32,Kerala,588,Kasaragod,5.300000000000001,16.4,0,0,0,0,0,.3,.3,0
3_32_589_0,2011,Total,3,India,32,Kerala,589,Kannur,5,32.9,0,0,0,0,0,5.300000000000001,3.9,2.5
3_32_590_0,2011,Total,3,India,32,Kerala,590,Wayanad,2.8,41.2,0,0,0,0,0,21.5,21.4,.2
3_32_591_0,2011,Total,3,India,32,Kerala,591,Kozhikode,4.800000000000001,75.60000000000001,0,0,0,0,0,0,0,0
3_32_592_0,2011,Total,3,India,32,Kerala,592,Malappuram,10.6,26,0,0,0,0,0,10.2,5.9,9.800000000000001
3_32_593_0,2011,Total,3,India,32,Kerala,593,Palakkad,20.8,22.6,0,0,0,0,0,9.1,8,3.8
3_32_594_0,2011,Total,3,India,32,Kerala,594,Thrissur,14.1,22.1,0,0,0,0,0,5.7,5.7,0
3_32_595_0,2011,Total,3,India,32,Kerala,595,Ernakulam,15.5,28.3,3,1,2,1,93.10000000000001,1.9,1.9,0
3_32_596_0,2011,Total,3,India,32,Kerala,596,Idukki,1.1,59,0,0,0,0,0,25.1,18.8,21.6
