id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ap,at,cm,nd
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,12.8,.34,98.10000000000001,141
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,15.8,.35,106,193
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,10.1,.3,107,195
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,13.1,.4,106,244
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,16.8,.39,107,416
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,1,.31,94.80000000000001,155
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,9.300000000000001,.26,95.7,156
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),11.7,.35,104,153
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,3.7,.35,106,159
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,1.3,.32,87.2,117
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,4,.28,92,150
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,2,.31,89.90000000000001,151
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,7.800000000000001,.28,93.5,179
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,24.6,.24,94.60000000000001,171
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,18.8,.29,93.60000000000001,257
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,3.3,.39,91.40000000000001,207
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,5.4,.33,89.80000000000001,174
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,2.2,.33,90.5,159
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,3.8,.34,86.5,170
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,8.9,.3,86.10000000000001,152
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,23.8,.24,91.60000000000001,145
3_24_480_0,2011,Total,3,India,24,Gujarat,480,Amreli,6.100000000000001,.28,94.5,160
3_24_481_0,2011,Total,3,India,24,Gujarat,481,Bhavnagar,3.5,.35,92.80000000000001,182
3_24_482_0,2011,Total,3,India,24,Gujarat,482,Anand,8.6,.38,92.10000000000001,227
3_24_483_0,2011,Total,3,India,24,Gujarat,483,Kheda,13.8,.32,93.90000000000001,232
3_24_484_0,2011,Total,3,India,24,Gujarat,484,Panch Mahals,20.2,.29,96.2,201
3_24_485_0,2011,Total,3,India,24,Gujarat,485,Dohad,12.2,.28,95.30000000000001,170
3_24_486_0,2011,Total,3,India,24,Gujarat,486,Vadodara,12.9,.33,96.60000000000001,203
3_24_487_0,2011,Total,3,India,24,Gujarat,487,Narmada,8.1,.32,98.10000000000001,178
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,2.1,.42,92.10000000000001,239
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,19.9,.24,101,148
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,4.600000000000001,.42,95.10000000000001,198
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,10.6,.32,95.2,167
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,3.3,.42,94.5,272
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,9.800000000000001,.32,99.10000000000001,202
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,32,.31,87.40000000000001,140
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,26.8,.36,84.10000000000001,167
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,8.6,.32,98,172
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,5.100000000000001,.31,102,165
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,1.7,.37,104,166
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,2,.38,106,175
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,4.4,.36,110,168
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,6.7,.39,109,178
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,4.2,.37,109,171
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,9.5,.34,108,161
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,8.800000000000001,.41,109,196
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,17.6,.37,109,211
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,28.9,.35,110,185
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,34.3,.32,111,178
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,53.8,.31,112,169
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,23.6,.4,111,224
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,9.1,.41,110,193
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,8.9,.39,110,177
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,3.2,.36,108,166
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,3.9,.37,109,187
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,1.8,.36,109,168
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,2.2,.36,108,172
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,2.8,.32,105,168
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,15.2,.32,98.60000000000001,192
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,18.7,.47,87.40000000000001,311
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,11.1,.58,87.60000000000001,308
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,21.5,.35,104,193
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,5.5,.36,109,174
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,1.8,.38,109,164
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,2.5,.39,112,168
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,1.2,.38,113,166
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,.4,.38,114,157
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,.5,.43,115,161
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,6.600000000000001,.33,113,148
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,43.3,.27,104,131
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,48.1,.26,97.7,125
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,17.3,.29,110,151
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,1.7,.38,116,151
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,26.4,.37,111,199
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,17.2,.39,110,182
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,29.9,.37,110,226
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,12.4,.36,115,176
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,4.5,.5,117,236
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,11.5,.38,117,191
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,15.6,.37,115,163
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,16.9,.39,113,183
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,39.5,.34,112,178
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,57.90000000000001,.31,109,195
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,33.5,.39,102,138
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,41.6,.34,107,144
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,57.6,.28,104,155
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,52.5,.35,100,148
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,32.6,.4,100,160
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,26.5,.45,106,199
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,29.8,.43,110,195
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,28.6,.34,109,150
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,19.3,.34,102,133
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,27.6,.3,105,145
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,30.9,.35,112,161
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,11.8,.28,109,141
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,31.6,.23,105,122
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,11.7,.32,113,146
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,6.7,.35,115,144
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,1.1,.4,115,149
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,1.6,.34,115,164
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,20.4,.37,116,173
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,14.1,.29,118,159
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,22.4,.25,113,141
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,48.5,.21,112,131
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,62.40000000000001,.21,99.80000000000001,110
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,29.7,.17,104,114
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,18.2,.31,114,185
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,24,.16,106,120
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,22.5,.18,104,115
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,52.2,.16,101,97.2
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,46.7,.22,91.5,98.10000000000001
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,63.1,.14,104,92.40000000000001
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,10.3,.15,106,121
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,9.600000000000001,.19,102,176
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,20.9,.19,103,135
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,40.3,.13,104,102
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,44.40000000000001,.22,102,103
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,78.30000000000001,.15,104,91.90000000000001
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,40,.17,103,108
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,39.1,.18,103,110
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,3.4,.37,115,182
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,13.7,.37,115,172
3_29_581_0,2011,Total,3,India,29,Karnataka,581,Kolar,13.8,.14,104,132
3_29_582_0,2011,Total,3,India,29,Karnataka,582,Chikkaballapura,11.7,.16,106,122
3_29_583_0,2011,Total,3,India,29,Karnataka,583,Bangalore Rural,12.2,.13,105,142
3_29_584_0,2011,Total,3,India,29,Karnataka,584,Ramanagara,24.2,.15,101,147
3_2_23_0,2011,Total,3,India,2,Himachal Pradesh,23,Chamba,67.5,.16,99.90000000000001,110
3_2_24_0,2011,Total,3,India,2,Himachal Pradesh,24,Kangra,48.90000000000001,.29,103,146
3_2_25_0,2011,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,29.9,.8200000000000001,101,53.40000000000001
3_2_26_0,2011,Total,3,India,2,Himachal Pradesh,26,Kullu,62.2,.16,108,77.2
3_2_27_0,2011,Total,3,India,2,Himachal Pradesh,27,Mandi,40.7,.21,108,120
3_2_28_0,2011,Total,3,India,2,Himachal Pradesh,28,Hamirpur,47.8,.28,108,133
3_2_29_0,2011,Total,3,India,2,Himachal Pradesh,29,Una,39,.33,108,189
3_2_30_0,2011,Total,3,India,2,Himachal Pradesh,30,Bilaspur,46.1,.3,108,184
3_2_31_0,2011,Total,3,India,2,Himachal Pradesh,31,Solan,32.8,.27,107,199
3_2_32_0,2011,Total,3,India,2,Himachal Pradesh,32,Sirmaur,32.4,.22,106,168
3_2_33_0,2011,Total,3,India,2,Himachal Pradesh,33,Shimla,51.8,.15,108,89.90000000000001
3_2_34_0,2011,Total,3,India,2,Himachal Pradesh,34,Kinnaur,40.8,.16,108,53
3_30_585_0,2011,Total,3,India,30,Goa,585,North Goa,53.1,.28,99,140
3_30_586_0,2011,Total,3,India,30,Goa,586,South Goa,53.2,.28,105,129
3_31_587_0,2011,Total,3,India,31,Lakshadweep,587,Lakshadweep,64.8,.35,82.5,49
3_32_588_0,2011,Total,3,India,32,Kerala,588,Kasaragod,48.1,.26,103,95.80000000000001
3_32_589_0,2011,Total,3,India,32,Kerala,589,Kannur,67.90000000000001,.25,99,98.2
3_32_590_0,2011,Total,3,India,32,Kerala,590,Wayanad,83.90000000000001,.14,101,85.5
3_32_591_0,2011,Total,3,India,32,Kerala,591,Kozhikode,43.3,.33,94.7,96.7
3_32_592_0,2011,Total,3,India,32,Kerala,592,Malappuram,58.90000000000001,.28,100,102
3_32_593_0,2011,Total,3,India,32,Kerala,593,Palakkad,64.60000000000001,.23,100,122
3_32_594_0,2011,Total,3,India,32,Kerala,594,Thrissur,46.6,.28,99.2,107
3_32_595_0,2011,Total,3,India,32,Kerala,595,Ernakulam,62,.3,96.10000000000001,118
3_32_596_0,2011,Total,3,India,32,Kerala,596,Idukki,88.60000000000001,.15,93.5,106
3_32_597_0,2011,Total,3,India,32,Kerala,597,Kottayam,72.90000000000001,.3,87.30000000000001,110
3_32_598_0,2011,Total,3,India,32,Kerala,598,Alappuzha,37.3,.42,87.30000000000001,108
3_32_599_0,2011,Total,3,India,32,Kerala,599,Pathanamthitta,85.2,.19,90.40000000000001,103
3_32_600_0,2011,Total,3,India,32,Kerala,600,Kollam,73.8,.22,87.2,97.80000000000001
3_32_601_0,2011,Total,3,India,32,Kerala,601,Thiruvananthapuram,72.8,.24,88.40000000000001,94.60000000000001
3_33_602_0,2011,Total,3,India,33,Tamil Nadu,602,Thiruvallur,21,.38,97.2,190
3_33_603_0,2011,Total,3,India,33,Tamil Nadu,603,Chennai,9,.53,89,254
3_33_604_0,2011,Total,3,India,33,Tamil Nadu,604,Kancheepuram,11.1,.42,96.2,173
3_33_605_0,2011,Total,3,India,33,Tamil Nadu,605,Vellore,40.2,.27,101,141
3_33_606_0,2011,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,31,.33,101,147
3_33_607_0,2011,Total,3,India,33,Tamil Nadu,607,Viluppuram,20.6,.38,99.2,153
3_33_608_0,2011,Total,3,India,33,Tamil Nadu,608,Salem,40.2,.25,101,163
3_33_609_0,2011,Total,3,India,33,Tamil Nadu,609,Namakkal,24.7,.29,101,161
3_33_610_0,2011,Total,3,India,33,Tamil Nadu,610,Erode,47.5,.22,104,144
3_33_611_0,2011,Total,3,India,33,Tamil Nadu,611,The Nilgiris,87.7,.11,104,105
3_33_612_0,2011,Total,3,India,33,Tamil Nadu,612,Dindigul,20.4,.25,95.30000000000001,120
3_33_613_0,2011,Total,3,India,33,Tamil Nadu,613,Karur,10.8,.33,95.30000000000001,143
3_33_614_0,2011,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,13.9,.32,96.40000000000001,148
3_33_615_0,2011,Total,3,India,33,Tamil Nadu,615,Perambalur,12.9,.39,98.60000000000001,179
3_33_616_0,2011,Total,3,India,33,Tamil Nadu,616,Ariyalur,9.600000000000001,.39,93.30000000000001,187
3_33_617_0,2011,Total,3,India,33,Tamil Nadu,617,Cuddalore,13.1,.4,94.60000000000001,200
3_33_618_0,2011,Total,3,India,33,Tamil Nadu,618,Nagapattinam,8.5,.41,89.60000000000001,123
3_33_619_0,2011,Total,3,India,33,Tamil Nadu,619,Thiruvarur,8.5,.41,86,116
3_33_620_0,2011,Total,3,India,33,Tamil Nadu,620,Thanjavur,7.100000000000001,.38,87.5,126
3_33_621_0,2011,Total,3,India,33,Tamil Nadu,621,Pudukkottai,4.7,.31,91.2,117
3_33_622_0,2011,Total,3,India,33,Tamil Nadu,622,Sivaganga,4.800000000000001,.32,92.30000000000001,124
3_33_623_0,2011,Total,3,India,33,Tamil Nadu,623,Madurai,14.4,.31,94.10000000000001,138
3_33_624_0,2011,Total,3,India,33,Tamil Nadu,624,Theni,54.90000000000001,.18,95.40000000000001,117
3_33_625_0,2011,Total,3,India,33,Tamil Nadu,625,Virudhunagar,20.2,.35,93.7,128
3_33_626_0,2011,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,5.9,.39,90.90000000000001,123
3_33_627_0,2011,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,6.5,.39,90.80000000000001,132
3_33_628_0,2011,Total,3,India,33,Tamil Nadu,628,Tirunelveli,24.3,.27,93.5,112
3_33_629_0,2011,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,67.60000000000001,.23,92.7,105
3_33_630_0,2011,Total,3,India,33,Tamil Nadu,630,Dharmapuri,36.3,.22,99.5,146
3_33_631_0,2011,Total,3,India,33,Tamil Nadu,631,Krishnagiri,34.4,.18,99.30000000000001,144
3_33_632_0,2011,Total,3,India,33,Tamil Nadu,632,Coimbatore,44.1,.24,100,134
3_33_633_0,2011,Total,3,India,33,Tamil Nadu,633,Tiruppur,11.2,.29,98.2,139
3_34_634_0,2011,Total,3,India,34,Puducherry,634,Yanam,21.2,.5,90.90000000000001,130
3_34_635_0,2011,Total,3,India,34,Puducherry,635,Puducherry,21.4,.4,95.30000000000001,165
3_34_636_0,2011,Total,3,India,34,Puducherry,636,Mahe,40.7,.37,93.30000000000001,90.7
3_34_637_0,2011,Total,3,India,34,Puducherry,637,Karaikal,6.600000000000001,.44,86,109
3_35_638_0,2011,Total,3,India,35,Andaman & Nicobar Islands,638,Nicobars,77.30000000000001,.27,78.80000000000001,31
3_35_639_0,2011,Total,3,India,35,Andaman & Nicobar Islands,639,North  & Middle Andaman,47.1,.17,81.7,40.6
3_35_640_0,2011,Total,3,India,35,Andaman & Nicobar Islands,640,South Andaman,57.6,.14,83.7,38.8
3_3_35_0,2011,Total,3,India,3,Punjab,35,Gurdaspur,23,.49,106,276
3_3_36_0,2011,Total,3,India,3,Punjab,36,Kapurthala,21.7,.58,108,323
3_3_37_0,2011,Total,3,India,3,Punjab,37,Jalandhar,22.3,.5700000000000001,107,317
3_3_38_0,2011,Total,3,India,3,Punjab,38,Hoshiarpur,23.1,.48,107,241
3_3_39_0,2011,Total,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,21.8,.54,108,265
3_3_40_0,2011,Total,3,India,3,Punjab,40,Fatehgarh Sahib,26.3,.54,106,292
3_3_41_0,2011,Total,3,India,3,Punjab,41,Ludhiana,26.5,.5600000000000001,104,334
3_3_42_0,2011,Total,3,India,3,Punjab,42,Moga,25.8,.53,102,328
3_3_43_0,2011,Total,3,India,3,Punjab,43,Firozpur,13.8,.5600000000000001,98.80000000000001,311
3_3_44_0,2011,Total,3,India,3,Punjab,44,Muktsar,16.8,.54,98.7,301
3_3_45_0,2011,Total,3,India,3,Punjab,45,Faridkot,22.9,.53,98.80000000000001,331
3_3_46_0,2011,Total,3,India,3,Punjab,46,Bathinda,17.2,.54,101,345
3_3_47_0,2011,Total,3,India,3,Punjab,47,Mansa,17.2,.55,101,312
3_3_48_0,2011,Total,3,India,3,Punjab,48,Patiala,25.8,.55,106,267
3_3_49_0,2011,Total,3,India,3,Punjab,49,Amritsar,15.5,.59,102,371
3_3_50_0,2011,Total,3,India,3,Punjab,50,Tarn Taran,16.6,.6,101,399
3_3_51_0,2011,Total,3,India,3,Punjab,51,Rupnagar,27.2,.47,107,239
3_3_52_0,2011,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,14.7,.51,106,259
3_3_53_0,2011,Total,3,India,3,Punjab,53,Sangrur,28.7,.53,103,309
3_3_54_0,2011,Total,3,India,3,Punjab,54,Barnala,28.2,.52,102,339
3_4_55_0,2011,Total,3,India,4,Chandigarh,55,Chandigarh,12.5,.45,106,264
3_5_56_0,2011,Total,3,India,5,Uttarakhand,56,Uttarkashi,52.2,.12,102,68.5
3_5_57_0,2011,Total,3,India,5,Uttarakhand,57,Chamoli,57.1,.13,98,53.3
3_5_58_0,2011,Total,3,India,5,Uttarakhand,58,Rudraprayag,59.2,.12,99.40000000000001,82.90000000000001
3_5_59_0,2011,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,40.8,.17,102,99.40000000000001
3_5_60_0,2011,Total,3,India,5,Uttarakhand,60,Dehradun,38.5,.25,105,129
3_5_61_0,2011,Total,3,India,5,Uttarakhand,61,Garhwal,44.40000000000001,.22,102,98.30000000000001
3_5_62_0,2011,Total,3,India,5,Uttarakhand,62,Pithoragarh,58.8,.18,104,52.8
3_5_63_0,2011,Total,3,India,5,Uttarakhand,63,Bageshwar,48.40000000000001,.15,101,78.90000000000001
3_5_64_0,2011,Total,3,India,5,Uttarakhand,64,Almora,41.6,.19,102,77.90000000000001
3_5_65_0,2011,Total,3,India,5,Uttarakhand,65,Champawat,45,.2,104,83.60000000000001
3_5_66_0,2011,Total,3,India,5,Uttarakhand,66,Nainital,41.90000000000001,.26,102,109
3_5_67_0,2011,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,40.5,.42,102,157
3_5_68_0,2011,Total,3,India,5,Uttarakhand,68,Hardwar,22.3,.47,102,206
3_6_69_0,2011,Total,3,India,6,Haryana,69,Panchkula,18.9,.38,106,244
3_6_70_0,2011,Total,3,India,6,Haryana,70,Ambala,10.5,.54,106,248
3_6_71_0,2011,Total,3,India,6,Haryana,71,Yamunanagar,16.5,.48,106,250
3_6_72_0,2011,Total,3,India,6,Haryana,72,Kurukshetra,14.5,.58,105,245
3_6_73_0,2011,Total,3,India,6,Haryana,73,Kaithal,22.7,.5700000000000001,103,253
3_6_74_0,2011,Total,3,India,6,Haryana,74,Karnal,20.5,.59,101,268
3_6_75_0,2011,Total,3,India,6,Haryana,75,Panipat,19.4,.64,101,347
3_6_76_0,2011,Total,3,India,6,Haryana,76,Sonipat,18.1,.64,101,332
3_6_77_0,2011,Total,3,India,6,Haryana,77,Jind,15.9,.58,102,287
3_6_78_0,2011,Total,3,India,6,Haryana,78,Fatehabad,16.7,.55,101,279
3_6_79_0,2011,Total,3,India,6,Haryana,79,Sirsa,8.200000000000001,.54,99.30000000000001,262
3_6_80_0,2011,Total,3,India,6,Haryana,80,Hisar,8.4,.55,101,283
3_6_81_0,2011,Total,3,India,6,Haryana,81,Bhiwani,2.5,.48,97.7,228
3_6_82_0,2011,Total,3,India,6,Haryana,82,Rohtak,10.9,.63,99.30000000000001,298
3_6_83_0,2011,Total,3,India,6,Haryana,83,Jhajjar,6.7,.58,98.60000000000001,335
3_6_84_0,2011,Total,3,India,6,Haryana,84,Mahendragarh,1.6,.42,98.40000000000001,217
3_6_85_0,2011,Total,3,India,6,Haryana,85,Rewari,4.600000000000001,.46,98.60000000000001,280
3_6_86_0,2011,Total,3,India,6,Haryana,86,Gurgaon,6.7,.58,100,458
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,5.9,.51,99.2,296
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,5.300000000000001,.67,102,581
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,11.5,.6,101,354
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,13.4,.65,102,507
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,9,.7000000000000001,102,628
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,8.800000000000001,.7000000000000001,102,724
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,6.600000000000001,.73,102,757
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,7.2,.73,102,682
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,7.300000000000001,.73,102,694
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,9.1,.66,102,643
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,8.4,.66,100,546
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,6.5,.72,102,641
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,2,.45,98.30000000000001,222
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,0,.34,94.80000000000001,113
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,0,.29,96.2,140
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,1.5,.35,97.10000000000001,162
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,6.2,.39,98.5,219
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,4.4,.5,97.10000000000001,211
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,8.800000000000001,.42,95,184
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,5.800000000000001,.36,97.30000000000001,157
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,3.3,.36,98.7,153
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,5.800000000000001,.36,99,176
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,5.300000000000001,.3,97.5,166
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,1.9,.29,97.30000000000001,147
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,.2,.26,96.40000000000001,134
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,0,.28,94.5,115
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,0,.36,93.7,93
3_8_115_0,2011,Total,3,India,8,Rajasthan,115,Barmer,0,.34,92.7,98
3_8_116_0,2011,Total,3,India,8,Rajasthan,116,Jalor,.2,.29,93.7,120
3_8_117_0,2011,Total,3,India,8,Rajasthan,117,Sirohi,8.1,.28,92.7,160
3_8_118_0,2011,Total,3,India,8,Rajasthan,118,Pali,3.4,.26,94.90000000000001,145
3_8_119_0,2011,Total,3,India,8,Rajasthan,119,Ajmer,5.300000000000001,.29,96.2,165
3_8_120_0,2011,Total,3,India,8,Rajasthan,120,Tonk,7.4,.35,96.5,148
3_8_121_0,2011,Total,3,India,8,Rajasthan,121,Bundi,8.700000000000001,.37,95.60000000000001,188
3_8_122_0,2011,Total,3,India,8,Rajasthan,122,Bhilwara,12.5,.28,96.2,156
3_8_123_0,2011,Total,3,India,8,Rajasthan,123,Rajsamand,10.9,.26,94.7,143
