id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hs_good_t,hs_good_slm,hous_slm,bmas_ins_t,bmas_ins_slm
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,48.3,,,74.40000000000001,
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,63.8,,0,12.7,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,62.3,,,86.10000000000001,
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,65.10000000000001,,,52.1,
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,68.90000000000001,,0,5.4,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,54.6,,,88.30000000000001,
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,58.5,,,70.3,
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,64.2,49.6,10.3,44.2,64.2
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,52.6,,,64.40000000000001,
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,55.1,,,62.1,
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,69,65.3,25,49.3,56.7
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,45.2,,,90.2,
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,45.90000000000001,,,87.7,
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,51,37.3,3.7,69.5,80.60000000000001
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,43.3,,,92.10000000000001,
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,46.1,,,84.30000000000001,
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,58.5,52.2,20.5,50.5,58.6
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,45.5,,,47.7,
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,47.1,,,44.90000000000001,
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,59.5,39.8,4.7,22.6,16.4
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,47.5,,,51.40000000000001,
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,48.7,,,50.3,
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,56.5,50.40000000000001,9.600000000000001,43.2,17.8
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,44.8,,,49.7,
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,45.8,,,49.1,
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,55.40000000000001,50.90000000000001,56.7,43.7,41.8
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,34.8,,,88.5,
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,36.3,,,87.7,
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,48.6,58.2,33.3,81.60000000000001,62.40000000000001
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,40.2,,,85.90000000000001,
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,42.1,,,84.80000000000001,
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,62.8,,0,73.10000000000001,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,37.9,,,87.2,
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,55.2,,,50.7,
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,74.40000000000001,50,4.100000000000001,10,1.6
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,45.2,,,86.60000000000001,
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,48.3,,,80,
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,83.90000000000001,82.80000000000001,71.8,3.9,4.100000000000001
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,32,,,59.90000000000001,
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,34.5,,,57.5,
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,70.5,,0,23.2,
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,18.2,,,42.2,
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,21.4,,,41.5,
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,48,36,20.5,35.2,49.3
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,27,,,48.90000000000001,
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,29.7,,,47.5,
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,45.6,,0,39.40000000000001,
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,18,,,42.7,
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,21.8,,,41.1,
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,58.8,35.7,.2,26,45.7
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,22.7,,,60.8,
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,25,,,58,
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,48,,0,29.6,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,26.9,,,56.8,
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,30.3,,,53.40000000000001,
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,50.40000000000001,43.1,5.9,32.6,29.7
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,31.7,,,67.8,
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,35,,,62.8,
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,63.3,48.7,6.300000000000001,20.1,31.6
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,25.6,,,80.2,
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,28.9,,,75.40000000000001,
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,56.8,19.3,.7000000000000001,35.2,77.7
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,23.8,,,82.2,
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,25.5,,,78.80000000000001,
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,44.6,,0,39.8,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,39,,,77.40000000000001,
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,43.1,,,64.7,
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,57.90000000000001,57.40000000000001,1.4,19.7,30.6
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,40.1,,,79.80000000000001,
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,45.3,,,67.5,
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,66.2,49.8,9.200000000000001,18.3,23.3
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,33.6,,,76.40000000000001,
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,36.4,,,70.3,
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,59.7,47.90000000000001,5,19.6,37.1
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,31,,,76.90000000000001,
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,37.5,,,65,
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,60.8,59.3,4.4,22.6,14.3
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,28.1,,,81.40000000000001,
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,31,,,75.60000000000001,
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,57.1,71.40000000000001,4.3,23.7,18
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,30.6,,,75.8,
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,32.5,,,71.2,
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,44.40000000000001,,0,42.1,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,33.2,,,80.10000000000001,
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,38.90000000000001,,,62.8,
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,51.5,,0,24.5,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,30.9,,,88.7,
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,35.7,,,79.10000000000001,
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,56.7,27.8,7.5,37.1,62.3
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,27.5,,,91.30000000000001,
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,30.1,,,85.40000000000001,
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,55.2,53.8,6.100000000000001,29.6,24.9
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,23.7,,,93.2,
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,26.5,,,88.90000000000001,
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,61.90000000000001,43.7,6.300000000000001,34.9,66.5
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,23.2,,,47.7,
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,30.5,,,42.90000000000001,
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,66.7,38.8,4.2,19,40.90000000000001
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,31.5,,,57.2,
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,32.6,,,56.2,
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,45.6,50.3,29.3,45.3,33.1
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,28.5,,,50,
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,30.3,,,48.40000000000001,
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,46.3,,0,34,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,37.5,,,57.40000000000001,
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,64.2,,,15.8,
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,68.7,55.2,2.8,8.700000000000001,13.3
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,29.5,,,66.60000000000001,
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,31.6,,,63.2,
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,48.2,44.6,5.5,37.1,33.2
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,24.4,,,75.40000000000001,
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,24.6,,,75,
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,39.3,,0,48.7,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,24.6,,,40.7,
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,26.8,,,40,
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,57,30.2,5,31.1,47
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,29.4,,,60.2,
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,30.8,,,58.7,
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,57.5,13.9,1.2,31.3,54.6
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,37.8,,,51.2,
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,47.6,,,39.1,
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,63,49.8,13,20.1,29
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,26.2,,,82,
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,33.5,,,71.40000000000001,
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,52.3,46.40000000000001,8.700000000000001,44.2,39
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,29.8,,,92,
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,32.7,,,86.80000000000001,
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,58.2,59.6,25,41.6,39
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,29.7,,,82.5,
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,31.6,,,78.5,
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,45.5,38.7,42.3,47.7,59.6
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,30.5,,,86.40000000000001,
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,34.2,,,79.80000000000001,
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,56.40000000000001,47.2,36.4,40.8,55
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,29.7,,,80,
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,31.5,,,75.90000000000001,
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,43.1,39.3,15.7,48.5,47.40000000000001
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,26.9,,,85.30000000000001,
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,29.2,,,78.10000000000001,
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,39.90000000000001,35,18.1,44.8,42.7
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,32.3,,,69,
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,35,,,63.7,
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,53.40000000000001,46.3,21.4,26.7,29.7
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,38.8,,,69.3,
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,45.1,,,47.8,
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,55.5,46.5,20.8,12.1,13.8
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,30.5,,,79.7,
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,35.6,,,68.5,
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,48.3,41.3,21.8,40.6,39.8
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,34,,,67.2,
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,49.5,,,37.8,
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,61.3,51.1,23.8,15.4,15.2
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,42.8,,,67.7,
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,49.8,,,47.90000000000001,
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,61,54.40000000000001,23,16.5,12.9
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,35.9,,,57.6,
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,37.3,,,54.40000000000001,
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,52.3,49.8,29.4,19.7,18.2
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,29.9,,,77.90000000000001,
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,32.4,,,70.7,
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,49.8,43.1,16,22.1,13.1
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,45.7,,,63.40000000000001,
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,53.6,,,38.3,
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,58.40000000000001,50.90000000000001,9.700000000000001,23.1,21.6
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,66.40000000000001,,,5.5,
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,66.40000000000001,58.6,27.6,5.5,6.2
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,33.9,,,74,
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,39.2,,,64.40000000000001,
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,53.40000000000001,52.40000000000001,15.6,38.5,24.5
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,34.6,,,71.40000000000001,
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,37.6,,,66.40000000000001,
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,58.8,49.5,24.6,30.1,45.40000000000001
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,32.9,,,71.60000000000001,
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,35.3,,,69.10000000000001,
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,55.1,47.5,25.8,48.5,55.8
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,33.6,,,84.2,
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,34.8,,,81.10000000000001,
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,45.7,62.3,26.3,50.6,44.90000000000001
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,55.2,,,43.2,
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,74.3,,,6.7,
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,74.60000000000001,69.5,27.6,6.100000000000001,9.200000000000001
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,43.1,,,70.8,
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,47.7,,,65.3,
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,73.5,,0,34.5,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,52.5,,,71.90000000000001,
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,52.7,,,65.90000000000001,
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,54.6,55.40000000000001,5.300000000000001,23.7,57.90000000000001
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,61,,,88.5,
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,61,,,84.10000000000001,
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,62.3,58.5,53.5,13.2,12.7
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,51.6,,,84.90000000000001,
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,55.6,,,74.5,
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,68.40000000000001,63.5,19.7,40.7,48.3
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,46.3,,,91.7,
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,47.7,,,89.40000000000001,
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,53.7,51,52,79.30000000000001,80
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,38.40000000000001,,,92.30000000000001,
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,41.1,,,86.10000000000001,
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,73.40000000000001,51.1,7.800000000000001,11.6,14.1
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,46.40000000000001,,,89.30000000000001,
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,47.6,,,86.80000000000001,
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,78.30000000000001,,0,20.5,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,44.6,,,90.2,
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,46.90000000000001,,,86.10000000000001,
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,85.80000000000001,,0,19.1,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,53.3,,,61,
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,58.2,,,52.3,
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,81.2,76.90000000000001,4.7,11.2,7.5
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,49.7,,,76.60000000000001,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,51.6,,,72.2,
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,63.6,63.5,39.90000000000001,43,59.2
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,43.6,,,75.5,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,45,,,70.40000000000001,
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,59.3,,0,17.6,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,56.7,,,27.5,
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,65.10000000000001,,,18.1,
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,74,61.40000000000001,1.8,8.1,14.5
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,66.2,,,28.4,
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,68.5,,,25.6,
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,81,88.7,6.7,10.2,8.800000000000001
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),46.40000000000001,,,42.8,
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),46.40000000000001,,,42.8,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),45.8,,,30.7,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),45.8,,,30.7,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),44.3,77.40000000000001,38.5,2.2,2.4
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),44.3,77.40000000000001,38.5,2.2,2.4
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,23.2,,,85.10000000000001,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,24.3,,,76.90000000000001,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,30,,0,30.9,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,38,,,79.10000000000001,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,40.8,,,74,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,71.8,,0,16.8,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,44.40000000000001,,,56.90000000000001,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,46.40000000000001,,,54.2,
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,79.7,69.40000000000001,13.9,7.300000000000001,9.9
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,59.8,,,59,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,61.3,,,53.3,
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,69.90000000000001,64.3,7.7,20.9,29.5
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,48.6,,,79.60000000000001,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,50.8,,,69.40000000000001,
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,61,54.3,38.6,22.5,21.2
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,38.90000000000001,,,77.90000000000001,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,43.1,,,73.60000000000001,
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,64.60000000000001,68.60000000000001,74.10000000000001,51.1,61.7
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,33.1,,,95.40000000000001,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,33.9,,,93.30000000000001,
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,48.7,,0,56.2,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,38,,,90,
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,38.7,,,87.60000000000001,
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,49.5,46.6,9.1,49.3,68.60000000000001
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,43.5,,,87.60000000000001,
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,44.90000000000001,,,78.2,
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,49.90000000000001,30.1,4.800000000000001,42.7,42.1
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,43.3,,,74.5,
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,44.8,,,68.5,
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,59.6,57.8,15,7.4,.9
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,34.3,,,84.10000000000001,
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,38.5,,,74.60000000000001,
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,58.40000000000001,59.40000000000001,8.9,29.5,34.4
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,28.1,,,71,
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,29.5,,,68.3,
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,59,,0,12.7,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,27.6,,,82.40000000000001,
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,30.1,,,76.80000000000001,
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,45.7,49.40000000000001,6.7,41.3,57.3
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,32.9,,,66.60000000000001,
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,34,,,62.5,
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,47.6,,0,10.6,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,43.1,,,43.5,
