id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,bank_t,bank_slm,e_fin1,e_fin2,e_fin3,e_fin4,e_fin5,e_pr_fin1,e_pr_fin2,e_pr_fin3,e_pr_fin4,e_pr_fin5
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,55.2,,92.60000000000001,2.9,2.5,.9,1.1,88.2,1.1,2.4,.9,.8
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,70.40000000000001,54.5,94.2,1.7,2.9,.7000000000000001,.5,90.90000000000001,.8,2.8,.6000000000000001,.4
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,36.8,,92.30000000000001,3.6,1.5,1.8,.7000000000000001,89.60000000000001,1.1,1.5,1.8,.6000000000000001
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,42,,93.10000000000001,3.2,1.7,1.5,.6000000000000001,90.5,1.1,1.6,1.5,.5
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,55.2,51.8,95.5,1.8,2,.4,.3,93,1.1,2,.4,.2
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,36.5,,91.40000000000001,4.600000000000001,2,1.3,.7000000000000001,89.10000000000001,1.3,2,1.3,.6000000000000001
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,39.40000000000001,,92,4.3,1.9,1.2,.7000000000000001,89.80000000000001,1.3,1.9,1.2,.5
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,65.10000000000001,63.8,95,2.7,1.5,.4,.5,93.10000000000001,1.5,1.4,.4,.2
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,22.5,,90.5,4.4,1.4,2.5,1.1,86.5,.9,1.4,2.5,1
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,26.5,,91.10000000000001,3.9,2,2.1,.9,87.80000000000001,1,2,2,.9
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,57.1,47.40000000000001,92.90000000000001,2.4,3.7,.6000000000000001,.4,91.7,1.2,3.7,.6000000000000001,.4
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,28.5,,91.60000000000001,3.3,2,2.5,.6000000000000001,87.10000000000001,1.4,2,2.4,.4
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,33.7,,91.90000000000001,2.9,2,2.7,.6000000000000001,87.90000000000001,1.3,1.9,2.6,.5
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,64.5,56.1,92.80000000000001,1.5,1.7,3.2,.7000000000000001,90.40000000000001,.9,1.7,3.2,.7000000000000001
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,26.4,,93.10000000000001,2.2,1.4,1.8,1.6,89.60000000000001,1,1.4,1.7,1.5
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,29.8,,93.60000000000001,2,1.3,1.6,1.5,90.40000000000001,1,1.3,1.5,1.4
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,52.6,53.40000000000001,97.5,1,.9,.2,.5,96.7,.8,.9,.2,.5
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,32.6,,93.10000000000001,2.2,1,2.3,1.4,86.80000000000001,.8,1,2.2,1.2
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,36.1,,93.5,2.1,1,2.1,1.3,87.60000000000001,.8,1,1.9,1.1
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,52.1,41.3,95.2,1.7,1.1,1.1,.9,91.2,.8,1.1,.7000000000000001,.7000000000000001
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,44.40000000000001,,88.30000000000001,3.6,4.800000000000001,2.5,.8,84.7,1.2,4.7,2.5,.7000000000000001
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,46.5,,88.80000000000001,3.4,4.800000000000001,2.3,.7000000000000001,85.40000000000001,1.3,4.7,2.3,.6000000000000001
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,61.3,47.6,91.2,2.4,4.800000000000001,1.3,.3,88.5,1.9,4.800000000000001,1.3,.2
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,60.40000000000001,,91.80000000000001,2.9,2.4,2.4,.6000000000000001,87.10000000000001,1.1,2.3,2.3,.5
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,63.3,,92.90000000000001,2.4,2.3,1.8,.5,88.7,1.1,2.3,1.8,.5
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,68.2,56.1,94.7,1.7,2.2,1,.4,91.2,1,2.2,1,.3
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,32.8,,92.80000000000001,2.6,1.4,2.6,.7000000000000001,91.60000000000001,.8,1.3,2.6,.6000000000000001
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,40.1,,93.7,2.3,1.2,2,.8,92.5,.8,1.2,2,.7000000000000001
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,58.2,53.7,95.80000000000001,1.6,.9,.7000000000000001,1,94.7,.8,.9,.7000000000000001,.9
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,41.3,,93.7,1.8,1.5,2.8,.3,90.60000000000001,1,1.4,2.7,.2
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,59.40000000000001,,94.30000000000001,1.6,1.7,2,.3,91.30000000000001,1,1.7,2,.3
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,73.3,66.90000000000001,94.80000000000001,1.5,1.9,1.4,.4,91.80000000000001,1,1.9,1.4,.3
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,49.90000000000001,,88.90000000000001,3.4,3.7,3.4,.6000000000000001,86.2,1.3,3.7,3.3,.6000000000000001
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,58.3,,90.90000000000001,2.8,3,2.7,.6000000000000001,88.30000000000001,1.2,3,2.7,.6000000000000001
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,71.7,68.2,94.2,1.7,1.8,1.6,.6000000000000001,91.7,1.1,1.8,1.6,.6000000000000001
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,53.2,,88.7,5.5,3.1,2.1,.6000000000000001,87.10000000000001,1.3,3,2.1,.5
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,54.7,,89.2,5,3.2,1.9,.6000000000000001,87.40000000000001,1.2,3.2,1.9,.6000000000000001
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,70.5,67.5,91.90000000000001,2.2,4.100000000000001,.9,.9,89.30000000000001,.9,4.100000000000001,.9,.8
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,40.6,,89.2,6.4,1.6,2.4,.4,86.2,1.4,1.5,2.4,.3
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,43,,90.10000000000001,5.9,1.5,2,.5,87.30000000000001,1.3,1.5,2,.4
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,59.7,44.40000000000001,94.2,3.4,1.5,.3,.7000000000000001,92.30000000000001,1.1,1.4,.3,.6000000000000001
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,35.5,,93.5,2.3,1.6,2.1,.6000000000000001,90.5,.9,1.6,2,.5
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,52,,93.80000000000001,1.8,2.4,1.4,.7000000000000001,90.90000000000001,1,2.3,1.3,.6000000000000001
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,62,58.40000000000001,94,1.4,3,.8,.8,91.30000000000001,1,2.9,.7000000000000001,.7000000000000001
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,,,,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,83.80000000000001,,94.5,1.2,2.1,1.1,1.2,92.80000000000001,.8,2.1,1,1.2
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,83.80000000000001,75.5,94.5,1.2,2.1,1.1,1.2,92.80000000000001,.8,2.1,1,1.2
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,32.2,,91.40000000000001,4.3,1.1,1.8,1.4,89.60000000000001,2,1.1,1.8,1.2
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,39.6,,92,3.8,1.3,1.7,1.3,90.2,1.8,1.3,1.7,1.1
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,59.5,62.8,94.30000000000001,2,1.9,1.1,.8,92.60000000000001,1.2,1.9,1.1,.7000000000000001
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,47.7,,86.80000000000001,4.800000000000001,5.4,2.5,.5,83.5,1.6,5.300000000000001,2.5,.5
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,50.2,,87.7,4.3,5.300000000000001,2.2,.5,84.5,1.5,5.2,2.2,.4
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,68.40000000000001,54.2,91.60000000000001,2,4.800000000000001,1,.5,89.2,1,4.7,1,.4
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,38.6,,88.7,2.8,4.5,3.2,.7000000000000001,85.7,1.4,4.4,3.2,.6000000000000001
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,41.3,,89.10000000000001,2.8,4.5,3,.7000000000000001,86,1.4,4.4,2.9,.6000000000000001
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,63.40000000000001,60.3,92.60000000000001,1.9,4.4,.5,.6000000000000001,89.30000000000001,1.1,4.3,.5,.6000000000000001
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,49.1,,71.5,22.1,5.2,.7000000000000001,.4,70.5,.8,5.2,.7000000000000001,.3
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,50.2,,72.5,20.2,6.300000000000001,.6000000000000001,.4,71.60000000000001,1.3,6.300000000000001,.6000000000000001,.3
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,61.1,76.10000000000001,77.40000000000001,10,12.1,0,.5,77,4.4,12.1,0,.3
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,55.6,,82.80000000000001,16,.8,.4,.1,79.7,1.1,.8,.4,.1
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,83.7,,94.60000000000001,4.100000000000001,1.3,.1,0,94,1,1.2,.1,0
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,84.10000000000001,83.10000000000001,95.7,2.9,1.3,.1,0,95.40000000000001,1,1.3,.1,0
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,57.8,,82.80000000000001,16,.8,.4,.1,79.7,1.1,.8,.4,.1
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,60.3,,94.60000000000001,4.100000000000001,1.3,.1,0,94,1,1.2,.1,0
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,74.3,,95.7,2.9,1.3,.1,0,95.40000000000001,1,1.3,.1,0
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,64.40000000000001,,79.60000000000001,13,4.5,2.6,.3,78.5,3.2,4.5,2.6,.3
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,66.3,,82,11.1,4.7,1.9,.3,81.10000000000001,2.9,4.7,1.9,.2
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,79.90000000000001,64,88.30000000000001,6.2,5.300000000000001,.1,.2,87.60000000000001,2.4,5.300000000000001,.1,.2
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,52.1,,79.60000000000001,13,4.5,2.6,.3,78.5,3.2,4.5,2.6,.3
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,54.1,,82,11.1,4.7,1.9,.3,81.10000000000001,2.9,4.7,1.9,.2
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,87,83.2,88.30000000000001,6.2,5.300000000000001,.1,.2,87.60000000000001,2.4,5.300000000000001,.1,.2
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,57.90000000000001,,82.60000000000001,11.9,2,1.1,2.4,81.30000000000001,1.1,2,1.1,2.3
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,62.3,,81.90000000000001,11.9,3.3,.9,2,80.7,2.7,3.3,.9,2
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,76.60000000000001,74.60000000000001,79.80000000000001,12,7,.2,1.1,79.10000000000001,7.100000000000001,7,.2,1.1
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,45.2,,82.60000000000001,11.9,2,1.1,2.4,81.30000000000001,1.1,2,1.1,2.3
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,48.3,,81.90000000000001,11.9,3.3,.9,2,80.7,2.7,3.3,.9,2
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,62,62.1,79.80000000000001,12,7,.2,1.1,79.10000000000001,7.100000000000001,7,.2,1.1
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,76.40000000000001,,73.8,24.5,1.3,.3,.1,72.2,1.3,1.2,.3,.1
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,77.5,,76.5,19.9,3.2,.2,.1,75.2,1.5,3.1,.2,.1
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,89.90000000000001,83.90000000000001,82.40000000000001,9.9,7.4,.1,.2,81.80000000000001,1.8,7.4,.1,.1
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,72,,73.8,24.5,1.3,.3,.1,72.2,1.3,1.2,.3,.1
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,72.7,,76.5,19.9,3.2,.2,.1,75.2,1.5,3.1,.2,.1
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,91.60000000000001,,82.40000000000001,9.9,7.4,.1,.2,81.80000000000001,1.8,7.4,.1,.1
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,75.8,,73.8,24.5,1.3,.3,.1,72.2,1.3,1.2,.3,.1
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,76.40000000000001,,76.5,19.9,3.2,.2,.1,75.2,1.5,3.1,.2,.1
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,86.40000000000001,,82.40000000000001,9.9,7.4,.1,.2,81.80000000000001,1.8,7.4,.1,.1
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,69,,80.5,14.9,4.100000000000001,.4,.1,75.8,1.7,4,.4,.1
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,72.3,,81.5,12.5,5.600000000000001,.3,.1,78,3,5.5,.3,.1
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,87.7,77.5,83.2,8.4,8.200000000000001,.1,.1,81.60000000000001,5.2,8.200000000000001,.1,.1
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,50.3,,78,12.1,2.2,6,1.8,77.30000000000001,1.4,2.1,5.9,1.8
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,53.90000000000001,,79.80000000000001,10.4,3.9,4.3,1.7,79.10000000000001,1.5,3.8,4.3,1.7
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,77.2,75.60000000000001,83.60000000000001,6.7,7.600000000000001,.6000000000000001,1.4,83.10000000000001,1.6,7.5,.6000000000000001,1.4
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,72.8,,80.5,14.9,4.100000000000001,.4,.1,75.8,1.7,4,.4,.1
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,74.10000000000001,,81.5,12.5,5.600000000000001,.3,.1,78,3,5.5,.3,.1
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,87.30000000000001,,83.2,8.4,8.200000000000001,.1,.1,81.60000000000001,5.2,8.200000000000001,.1,.1
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,80.60000000000001,,87.10000000000001,9.9,2.3,.2,.6000000000000001,86,1.5,2.2,.2,.5
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,83.5,,86.40000000000001,6.600000000000001,4.9,1.1,1,85.5,1.4,4.9,1.1,.9
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,86.7,71.60000000000001,85.80000000000001,4.100000000000001,6.9,1.9,1.3,85.10000000000001,1.4,6.9,1.9,1.3
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,84.80000000000001,,87.10000000000001,9.9,2.3,.2,.6000000000000001,86,1.5,2.2,.2,.5
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,85.2,,86.40000000000001,6.600000000000001,4.9,1.1,1,85.5,1.4,4.9,1.1,.9
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,87.80000000000001,89.30000000000001,85.80000000000001,4.100000000000001,6.9,1.9,1.3,85.10000000000001,1.4,6.9,1.9,1.3
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),85.2,,53.2,27.9,17.9,.7000000000000001,.3,51.90000000000001,4.4,17.6,.7000000000000001,.2
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),85.2,,53.2,27.9,17.9,.7000000000000001,.3,51.90000000000001,4.4,17.6,.7000000000000001,.2
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),87.30000000000001,,72.5,14.9,11.3,.8,.5,71.2,2.8,11.1,.8,.4
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),87.30000000000001,,72.5,14.9,11.3,.8,.5,71.2,2.8,11.1,.8,.4
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),92.30000000000001,96.7,87.60000000000001,4.800000000000001,6.2,.9,.6000000000000001,86.30000000000001,1.5,6.100000000000001,.9,.5
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),92.30000000000001,96.7,87.60000000000001,4.800000000000001,6.2,.9,.6000000000000001,86.30000000000001,1.5,6.100000000000001,.9,.5
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,75.5,,66,32.2,1.3,.5,.1,61.7,.9,1.3,.5,.1
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,77.30000000000001,,78,20.8,.8,.3,.1,75.2,.6000000000000001,.8,.3,.1
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,87.60000000000001,,94.2,5.5,.1,0,.2,93.40000000000001,.2,.1,0,.2
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,67,,94.60000000000001,3.7,.6000000000000001,.1,1,76.7,.2,.6000000000000001,.1,1
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,69,,93.80000000000001,4.600000000000001,.6000000000000001,.1,.9,78.2,.6000000000000001,.6000000000000001,.1,.9
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,91.10000000000001,,89.80000000000001,9.1,.7000000000000001,0,.5,86.7,3.2,.7000000000000001,0,.5
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,63.40000000000001,,82.80000000000001,14.8,.3,0,2,74,.8,.3,0,1.9
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,65,,85.2,12.7,.5,.1,1.5,77.60000000000001,1.5,.5,.1,1.4
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,91.80000000000001,86,91.40000000000001,7.100000000000001,1.1,.1,.3,87.5,3.3,1.1,.1,.3
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,75.60000000000001,,80,16.9,2.7,.1,.3,78.80000000000001,2.6,2.7,.1,.2
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,77.30000000000001,,82.2,14.3,3.2,.1,.3,80.80000000000001,2.7,3.2,.1,.2
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,87.10000000000001,81.2,86.80000000000001,8.800000000000001,4.100000000000001,0,.3,85,2.8,4.100000000000001,0,.3
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,64,,73,13.2,3,6.100000000000001,4.800000000000001,72.10000000000001,1.5,2.9,6.100000000000001,4.7
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,67.10000000000001,,78.30000000000001,10.6,3.6,4.100000000000001,3.4,77.40000000000001,1.4,3.5,4.100000000000001,3.4
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,81.5,77,88.90000000000001,5.600000000000001,4.7,.1,.7000000000000001,88.10000000000001,1.3,4.7,.1,.7000000000000001
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,43.1,,73,13.2,3,6.100000000000001,4.800000000000001,72.10000000000001,1.5,2.9,6.100000000000001,4.7
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,46.90000000000001,,78.30000000000001,10.6,3.6,4.100000000000001,3.4,77.40000000000001,1.4,3.5,4.100000000000001,3.4
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,66.5,63.8,88.90000000000001,5.600000000000001,4.7,.1,.7000000000000001,88.10000000000001,1.3,4.7,.1,.7000000000000001
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,38.3,,87.30000000000001,8.300000000000001,2.8,1.5,0,84.7,3.1,2.8,1.4,0
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,39.7,,85.80000000000001,7.800000000000001,4.9,1.5,.1,83.40000000000001,3,4.9,1.4,.1
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,65,,76.60000000000001,4.600000000000001,17.2,1.4,.2,75.90000000000001,2.7,17.1,1.3,.2
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,46.90000000000001,,87.40000000000001,9.200000000000001,2.8,.5,.1,85.40000000000001,1,2.7,.5,0
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,48.3,,89.30000000000001,7.800000000000001,2.4,.6000000000000001,0,87.40000000000001,.9,2.4,.5,0
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,71.40000000000001,58.3,95,3.1,1.1,.7000000000000001,0,93.80000000000001,.6000000000000001,1.1,.7000000000000001,0
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,61.6,,89.5,5.7,2.8,.8,1.1,87.5,1.5,2.8,.8,1
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,63.90000000000001,,91.30000000000001,4.100000000000001,3.3,.5,.8,89.80000000000001,1,3.3,.5,.7000000000000001
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,72.90000000000001,56.5,94.2,1.4,4.100000000000001,.1,.3,93.2,.3,4.100000000000001,.1,.2
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,55,,91.30000000000001,5.600000000000001,2.2,.6000000000000001,.3,89.60000000000001,.6000000000000001,2.1,.6000000000000001,.2
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,56.1,,91.90000000000001,4.9,2.3,.6000000000000001,.3,90.30000000000001,.6000000000000001,2.3,.6000000000000001,.3
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,67.40000000000001,65,93.5,2.6,2.8,.6000000000000001,.5,92.5,.5,2.8,.6000000000000001,.5
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,44.40000000000001,,90.10000000000001,5.4,3.5,.7000000000000001,.3,87.80000000000001,.9,3.5,.7000000000000001,.2
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,49.40000000000001,,90.40000000000001,4.600000000000001,4.2,.5,.2,88.40000000000001,1.2,4.2,.5,.2
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,73.5,72,91.10000000000001,3.1,5.600000000000001,.2,0,89.60000000000001,1.9,5.600000000000001,.2,0
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,37.7,,87.5,7.600000000000001,3.8,.5,.5,85.7,.8,3.8,.5,.4
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,39.2,,88,7.2,3.9,.5,.4,86.30000000000001,.7000000000000001,3.8,.5,.3
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,71.10000000000001,,90.7,4.4,4,.7000000000000001,.1,89.7,.4,4,.7000000000000001,.1
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,29.5,,85.90000000000001,6.300000000000001,6,.9,.9,83.5,.9,5.9,.9,.7000000000000001
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,33.3,,86.80000000000001,6.100000000000001,5.600000000000001,.9,.7000000000000001,84.5,1.3,5.4,.9,.6000000000000001
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,56.90000000000001,43.2,89.5,5.2,4.3,1,0,87.7,2.2,4.2,1,0
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,30,,85.90000000000001,9.200000000000001,4,.8,.2,83,1.5,3.9,.8,.1
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,31.7,,87,7.9,4.100000000000001,.8,.1,84.2,1.4,4.100000000000001,.8,.1
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,53.6,,92.7,1.7,4.800000000000001,.8,0,90.30000000000001,.8,4.800000000000001,.8,0
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,57.1,,91.80000000000001,3.7,3.6,.6000000000000001,.3,89.90000000000001,.9,3.5,.6000000000000001,.2
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,66.8,,92.2,2.5,4.2,1,.2,90.7,.8,4.100000000000001,1,.2
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,73.60000000000001,70.8,92.40000000000001,1.7,4.600000000000001,1.2,.1,91.2,.6000000000000001,4.5,1.2,.1
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,50.5,,92,3.6,3.8,.2,.3,90.80000000000001,.5,3.8,.2,.3
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,64.2,,91.30000000000001,2.9,5.4,.2,.3,90.5,.6000000000000001,5.300000000000001,.2,.2
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,79.10000000000001,70.3,90.7,2.3,6.5,.2,.2,90.30000000000001,.8,6.5,.2,.2
