id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,asset_t,asset_slm,no_asset_t,no_asset_slm,hou_own,lan_own,lan_gini,lan_mld
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,3.5,3.7,8,9.1,90,96.5,78,1.503
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,.2,,37.1,,100,96.30000000000001,62.5,1.733
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,.4,,36.1,,98.60000000000001,95.40000000000001,63.2,1.733
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,4,,18.8,,65.40000000000001,74.40000000000001,73.2,1.364
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,.2,,30.7,,100,100,61,1.003
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,.5,,29.8,,98.7,98.80000000000001,62.90000000000001,1.161
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,4.4,1.1,15.5,28.6,78.10000000000001,78.5,87.2,3.415
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,.5,,19.7,,90.40000000000001,98,67.90000000000001,1.198
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,1.4,,17.8,,88.90000000000001,96.40000000000001,70.10000000000001,1.235
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,4.7,5.9,10.7,24.6,81.80000000000001,89.10000000000001,77,1.307
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,.4,,19,,100,100,67.60000000000001,1.142
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,.9,,18.2,,99.5,99.60000000000001,68.5,1.216
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,5.600000000000001,5.800000000000001,9.800000000000001,11.1,88.60000000000001,90.30000000000001,66.8,1.63
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,.3,,19.9,,100,100,72.60000000000001,1.537
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,1.3,,18,,91.90000000000001,92.5,77.5,1.936
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,5.9,3.8,9,12.5,58.1,61.3,65.40000000000001,.898
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,.3,,32.8,,98.90000000000001,98.90000000000001,52.2,1.093
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,.6000000000000001,,31.8,,98.80000000000001,98.80000000000001,53.40000000000001,1.156
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,6.100000000000001,,11.8,,95.90000000000001,98.30000000000001,81.30000000000001,1.853
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,.2,,42.5,,100,100,49.5,1.064
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,.4,,40.40000000000001,,99,99.30000000000001,53.5,1.237
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,1.7,1.4,27.2,31.7,88.60000000000001,91.7,75.90000000000001,1.275
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,.1,,34.1,,100,100,44.90000000000001,.854
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,.3,,33.7,,99.7,100,46.1,.892
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,2.7,,28.5,,92.7,99.80000000000001,65.90000000000001,1.37
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,1.5,,15.5,,69.40000000000001,89,71.3,1.353
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,4.7,,12.9,,71.8,83.80000000000001,80.80000000000001,2.127
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,6.9,8.1,11.1,13.1,73.8,79.60000000000001,86.60000000000001,2.459
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,.7000000000000001,,18.6,,92.2,100,67.90000000000001,1.286
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,5.800000000000001,,13.4,,73.90000000000001,96.10000000000001,78.40000000000001,1.794
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,11.2,9.200000000000001,7.7,13,39.90000000000001,88.80000000000001,88.10000000000001,2.659
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,.2,,17.5,,100,100,59.6,.9560000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,.7000000000000001,,17,,94.7,97.30000000000001,63.90000000000001,1.172
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,4.9,2.2,12.9,20.7,45.8,72.10000000000001,85.40000000000001,3.148
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,.8,,17.8,,83,83,64.7,1.2
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,9.5,,11.4,,73.8,77.5,80.2,2.333
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,16.9,6.4,5.9,13.2,66.60000000000001,73.2,76.90000000000001,1.855
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,.3,,32.8,,99.90000000000001,98.90000000000001,73.40000000000001,1.484
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,.8,,30.8,,97,96.10000000000001,75.2,1.611
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,5.100000000000001,5.4,15,17.6,68.3,69.2,58.5,.911
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,.2,,38.7,,89.5,92.60000000000001,65.40000000000001,1.534
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,.3,,37.3,,87,91.2,66.3,1.725
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,2.1,1.3,18.9,27.4,36.4,62.1,73.10000000000001,4.675
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,.6000000000000001,,17.7,,99.60000000000001,99.60000000000001,50.2,.664
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,2,,16.3,,79.2,86.7,58.40000000000001,1.263
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,9.4,7.2,8.700000000000001,16.8,28.8,54.8,75.40000000000001,2.372
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,1,,16.1,,99.60000000000001,99.60000000000001,50.2,.664
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,3.5,,13.3,,79.2,86.7,58.40000000000001,1.263
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,6.5,,9.700000000000001,,28.8,54.8,75.40000000000001,2.372
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,.3,,27.4,,97.40000000000001,97.40000000000001,65.2,1.408
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,.7000000000000001,,26.5,,97.10000000000001,97.2,66.2,1.471
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,6.300000000000001,2.1,13.4,23.9,90.5,94.80000000000001,79.80000000000001,1.793
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,.3,,14.2,,99.10000000000001,100,48.8,.9410000000000001
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,.7000000000000001,,13.9,,97,99.7,50.8,1.007
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,4.7,1.2,10.3,14.4,72.90000000000001,95.80000000000001,70.10000000000001,1.56
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,.9,,16.8,,98.2,100,63.3,1.586
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,7.800000000000001,,12.2,,69.8,83.60000000000001,74.8,2.738
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,17.4,7.800000000000001,5.9,12.6,35.8,64,84.2,3.499
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,.2,,22.4,,98.2,100,63.3,1.586
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,.5,,21.6,,69.8,83.60000000000001,74.8,2.738
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,4.4,.8,13,34.8,35.8,64,84.2,3.499
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,.2,,21.4,,94.2,97.80000000000001,69.5,1.702
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,.6000000000000001,,20.9,,92.2,96.30000000000001,70.5,1.893
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,6,3.6,13,21.5,43,58.40000000000001,92.90000000000001,6.137000000000001
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,.2,,19.4,,100,100,45.40000000000001,.657
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,.4,,18.9,,97.30000000000001,97.80000000000001,47.7,.796
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,3.7,.4,12.8,32.6,51.1,60.6,80.80000000000001,3.042
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,.2,,31.3,,99.30000000000001,99.40000000000001,54.1,.833
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,1.1,,29.1,,88,88.5,59.90000000000001,1.093
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,6.300000000000001,3.7,16.6,23,24.5,26.7,61.7,.714
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,.6000000000000001,,17.5,,100,100,55.90000000000001,.9540000000000001
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2.4,,15.5,,96.7,97.7,60.7,1.178
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,8.1,2.8,9.1,11.5,80.10000000000001,86.40000000000001,75.8,1.409
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,.4,,20.7,,99.90000000000001,96.60000000000001,51.2,1.087
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,1,,19.9,,97,95.10000000000001,53.5,1.195
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,6.600000000000001,4.7,12.3,13.7,58.3,75.5,81.7,1.973
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,.8,,14.4,,95.7,93.30000000000001,60.2,1.221
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,3.4,,12.3,,80.2,83,69.8,1.85
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,7.5,2.7,8.9,13.4,46.6,60.5,83.60000000000001,2.021
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,.6000000000000001,,22.2,,100,90.7,50.1,.911
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,3.5,,18.4,,84.60000000000001,80.90000000000001,65.2,2.283
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,10.9,5.800000000000001,8.9,11.1,51.1,59.7,51.3,2.039
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,.4,,36.4,,100,89.7,59.90000000000001,1.066
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,.6000000000000001,,35.5,,99.7,89.7,60.5,1.093
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,3.7,2.9,24.2,41.90000000000001,93.60000000000001,89.90000000000001,67.5,1.333
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,.5,,20.7,,96.30000000000001,96.30000000000001,45.90000000000001,.739
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,4.4,,16,,86.30000000000001,80.30000000000001,62.3,1.472
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,11.9,4.9,6.9,9,71.40000000000001,56.40000000000001,79.7,1.69
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,.4,,29.7,,99.90000000000001,97.90000000000001,54.90000000000001,.89
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,1.2,,28.5,,90.90000000000001,90.10000000000001,59.5,1.264
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,6,2.6,21,32.6,37.2,43.6,84.40000000000001,2.756
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,.3,,22.2,,99.80000000000001,98.80000000000001,57.3,1.073
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,.8,,21.4,,96.90000000000001,96.40000000000001,58.90000000000001,1.154
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,7.2,4.5,11.1,13.7,44.40000000000001,53.40000000000001,81.90000000000001,1.85
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,.6000000000000001,,19.1,,96.60000000000001,95.30000000000001,56.40000000000001,.799
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,1.4,,18,,90,89.7,62.3,1.527
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,8.200000000000001,3.4,8.4,15.7,59.5,64,87.10000000000001,4.376
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,.5,,23.6,,99.30000000000001,97.60000000000001,46.1,.746
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,1,,22.4,,95.5,97.10000000000001,48.5,.8180000000000001
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,4.600000000000001,3.2,12.6,11.5,56.1,92.10000000000001,67.10000000000001,1.175
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,.5,,23.2,,89.7,89.7,55.40000000000001,.861
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,.6000000000000001,,22.7,,89.40000000000001,89.90000000000001,56.7,.901
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,3.3,3.4,12,12.6,82.60000000000001,94,54.3,.581
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,.8,,17.9,,97.7,86.7,61.7,1.048
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,1.4,,17.3,,89.2,79.7,66,1.438
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,6.2,1.3,12,26.7,30.7,31.8,93.40000000000001,3.178
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,.8,,20.7,,99.40000000000001,99.7,67.3,1.528
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,4.100000000000001,,17,,80.90000000000001,83.80000000000001,74.40000000000001,2.538
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,13.9,8.1,5.800000000000001,9.300000000000001,32.4,41.8,80.40000000000001,3.602
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,.6000000000000001,,25.8,,99.10000000000001,94.5,60.5,1.058
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,1,,24.7,,97.60000000000001,94,61.8,1.102
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,6.2,6.600000000000001,11.2,13.4,68.3,83.90000000000001,82.10000000000001,1.799
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,.4,,32.2,,99.10000000000001,97.80000000000001,71.90000000000001,1.613
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,1.2,,30.6,,91.90000000000001,95.30000000000001,73.90000000000001,1.703
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,9.200000000000001,6.600000000000001,14.4,32.5,34.1,75.2,72.2,1.22
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,1,,28,,95.7,96.60000000000001,67.90000000000001,1.321
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,2.6,,25,,88.5,95.5,69.2,1.317
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,11.3,6,8.9,17.6,31.8,86.7,52.40000000000001,.587
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,.4,,27.9,,99.7,99.80000000000001,61.8,1.455
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,.7000000000000001,,26.8,,97,98.90000000000001,64.2,1.539
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,4,,14,,63.5,87.60000000000001,87.2,1.995
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,1.2,,17.5,,99.10000000000001,99.10000000000001,65.8,1.695
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,11.5,,12,,68.5,70.3,81.2,2.541
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,22,3,6.300000000000001,14.4,39.5,43.1,61.3,1.13
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,.6000000000000001,,20.9,,99.7,98.60000000000001,57.40000000000001,1.29
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,1.3,,19.3,,99.10000000000001,83.60000000000001,67.90000000000001,1.952
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,6.100000000000001,3.2,9.9,18.8,97.5,44,87.7,2.007
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,.5,,35.2,,94.40000000000001,95.2,70.8,2.285
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,2,,31.1,,93,94.90000000000001,71.90000000000001,2.279
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,8,3.7,15.2,13,84.40000000000001,92.60000000000001,76.2,2.172
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,.2,,62.40000000000001,,96.40000000000001,93.90000000000001,63.1,1.839
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,.7000000000000001,,57.3,,93.90000000000001,92.40000000000001,67.40000000000001,2.052
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,4,.9,21.4,33.3,77.30000000000001,82,89.30000000000001,2.128
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,.2,,48.8,,85.40000000000001,86.30000000000001,68,2.068
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,.7000000000000001,,45.90000000000001,,84.2,85.90000000000001,69.60000000000001,2.118
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,5.5,1.7,19.3,22.8,61.3,79.40000000000001,43.8,.335
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,.2,,23.3,,100,100,59.3,1.335
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,.4,,23,,99.5,99.30000000000001,60.40000000000001,1.395
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,4.100000000000001,1.6,14.9,24.5,88.40000000000001,82.7,83.2,2.509
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,.3,,21.7,,99.90000000000001,99.80000000000001,46.3,.727
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,.6000000000000001,,21.1,,98.7,98.40000000000001,49.5,.892
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,3.7,1.1,14.5,19.7,84.10000000000001,81.7,84.7,2.484
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,.3,,24.6,,95.7,90.60000000000001,62.90000000000001,1.459
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,1,,23.5,,93.90000000000001,88.60000000000001,67.10000000000001,1.659
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,7.600000000000001,5.9,13.5,11.9,78,72.2,93.30000000000001,3.052
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,.4,,25.7,,100,100,54.40000000000001,.715
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,.6000000000000001,,25.4,,98.80000000000001,99.5,55.8,.8060000000000001
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,5.2,4.5,19.1,23,73.90000000000001,88.80000000000001,83.30000000000001,1.932
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,.3,,35.7,,96,95,64.2,1.431
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,.7000000000000001,,34.2,,94.2,94.7,65.8,1.468
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,6.5,5,14.4,15.3,70.8,91,83.10000000000001,1.856
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,.3,,56.6,,100,100,52.40000000000001,.916
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,1.1,,50.40000000000001,,100,100,56.7,1.057
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,5.7,1.7,15.9,26.3,100,100,73.40000000000001,1.174
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,.1,,30.7,,99,99,44.7,.736
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,.4,,30,,96.30000000000001,98.10000000000001,45.8,.776
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,4.4,4.4,21.8,31.9,33.1,78.10000000000001,70.7,1.645
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,.3,,55.8,,98,100,72.8,1.495
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,2,,49.5,,92.10000000000001,93.7,74,1.944
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,10.5,2.9,16.4,30,63.90000000000001,63.90000000000001,75,3.833
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,.2,,44.2,,99.40000000000001,99.80000000000001,48.6,.739
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,.4,,42.7,,98.60000000000001,99.10000000000001,50.8,.865
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,3.3,.9,25,34,84.5,88.7,79.80000000000001,2.534
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,.3,,42.2,,100,100,38.7,.591
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,2.3,,34.5,,84.2,91.30000000000001,47.7,1.031
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,7.100000000000001,8,16.2,14.9,12.6,51.90000000000001,82.5,1.934
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,.2,,38.7,,99.40000000000001,99.40000000000001,41.2,.416
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,1.2,,36.2,,90.80000000000001,95,45.90000000000001,.732
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,11,8.200000000000001,11.8,13.5,20.7,59.1,80.10000000000001,2.333
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,.3,,40.3,,99.60000000000001,100,37.6,.363
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,.7000000000000001,,38.7,,92.7,94.60000000000001,44.1,.8010000000000001
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,5.100000000000001,2.8,21.6,15.5,51.3,62.3,79.2,2.605
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,.8,,29.8,,98.80000000000001,98.60000000000001,55.7,1.124
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,1.9,,27.6,,93,92.80000000000001,62.90000000000001,1.732
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,8.4,4.9,15,19.7,64.3,64.40000000000001,94.10000000000001,3.74
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,.4,,38.2,,93.90000000000001,97.30000000000001,43.2,.796
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,4.3,,28.2,,88.90000000000001,93.5,64.7,1.843
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,11.6,2.3,9.5,12.4,81.60000000000001,88.10000000000001,80.5,1.444
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,.4,,30.9,,94.2,94.2,58.90000000000001,1.513
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,1,,29.3,,93.10000000000001,93.90000000000001,61.7,1.692
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,5,1.8,17.9,23.5,83.5,91,83.80000000000001,2.693
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,.3,,35.7,,95.10000000000001,95.80000000000001,66,1.732
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,2.9,,30.4,,90.10000000000001,87.80000000000001,73.2,2.214
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,11.7,5.4,12.3,15.5,74.40000000000001,62.7,93.30000000000001,3.033
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,.2,,36.1,,98.90000000000001,99.90000000000001,52.3,.792
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,.6000000000000001,,34.8,,97.5,99.80000000000001,56.90000000000001,.9510000000000001
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,4.100000000000001,4,23.3,24.3,88.2,99.2,80.90000000000001,1.817
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,.4,,20.2,,100,100,50,.611
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,1.7,,19,,91,92.90000000000001,60.3,1.67
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,7.600000000000001,3.5,13.9,14.7,62.2,70,90.10000000000001,4.624
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,.5,,22,,97,97.40000000000001,65.3,1.686
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,5.300000000000001,,16.6,,85.80000000000001,88.30000000000001,77.30000000000001,2.521
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,12.8,4,8.200000000000001,10.3,72.3,77.2,87.5,2.872
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,.5,,27,,97.40000000000001,97,54.90000000000001,1.225
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,4.600000000000001,,21.1,,86.40000000000001,90.10000000000001,63.2,1.687
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,12.2,7.100000000000001,9.9,12,61.8,74.7,80.90000000000001,2.587
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,.3,,24.6,,94.5,94.60000000000001,38.1,.493
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,.9,,23.9,,90.80000000000001,93.40000000000001,44.3,.8100000000000001
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,6,4.4,18.4,21.1,43,77.80000000000001,97.7,4.788
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,.5,,20.2,,98.60000000000001,98.60000000000001,68.5,1.094
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,1.6,,19.5,,96.80000000000001,95.90000000000001,71.7,1.393
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,6.300000000000001,5.4,16.9,18.7,88.5,83.30000000000001,80.80000000000001,2.008
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,.3,,21.8,,98.5,99,41.5,.5510000000000001
