id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,asset_t,asset_slm,no_asset_t,no_asset_slm,hou_own,lan_own,lan_gini,lan_mld
3_27_504_0,2011,Rural,3,India,27,Maharashtra,504,Wardha,.9,,28.2,,97.10000000000001,98,78,2.465
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,2.7,,22.3,,91.60000000000001,94.60000000000001,80.90000000000001,2.701
3_27_504_0,2011,Urban,3,India,27,Maharashtra,504,Wardha,6.9,2,8.9,16.7,73.40000000000001,83.7,89.2,3.377
3_27_505_0,2011,Rural,3,India,27,Maharashtra,505,Nagpur,1.3,,22.9,,79.90000000000001,80.60000000000001,84.60000000000001,3.086
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,10.7,,10.4,,78.7,81.60000000000001,91.90000000000001,2.999
3_27_505_0,2011,Urban,3,India,27,Maharashtra,505,Nagpur,15.2,6.2,4.3,5.9,78.10000000000001,82.10000000000001,87.5,1.867
3_27_506_0,2011,Rural,3,India,27,Maharashtra,506,Bhandara,.8,,20.2,,85.90000000000001,93.10000000000001,64.7,1.853
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,2,,18.3,,82.30000000000001,91.10000000000001,68,1.926
3_27_506_0,2011,Urban,3,India,27,Maharashtra,506,Bhandara,7.300000000000001,4,10.3,11.5,56.6,77.30000000000001,79,1.353
3_27_507_0,2011,Rural,3,India,27,Maharashtra,507,Gondiya,.6000000000000001,,18.7,,97,98.40000000000001,60.7,1.373
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,1.9,,17.3,,93.10000000000001,96.30000000000001,63.40000000000001,1.524
3_27_507_0,2011,Urban,3,India,27,Maharashtra,507,Gondiya,8.1,6.600000000000001,10.3,11,58.5,77.7,81.90000000000001,2.007
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,.5,,32.2,,71.10000000000001,71.10000000000001,77.80000000000001,3.055
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,1.1,,30.2,,70.8,72.10000000000001,78,3.038
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,5.7,2.2,14.1,21.5,65.8,86.10000000000001,73.7,2.626
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,.6000000000000001,,36.4,,88.2,88.60000000000001,81.30000000000001,2.758
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,3.2,,27.6,,84.90000000000001,86.40000000000001,82.60000000000001,2.754
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,8.300000000000001,3.1,9.9,12.7,77.60000000000001,81.2,84.2,2.606
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,.5,,44.8,,96.80000000000001,99.30000000000001,64.7,2.298
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,1.8,,38.7,,92.5,96.5,69.40000000000001,2.539
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,7.100000000000001,1.7,14.4,23.7,71.8,83.30000000000001,89.90000000000001,3.165
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,.4,,39.1,,70.2,76.90000000000001,75.90000000000001,4.884
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,1.9,,32.6,,64.10000000000001,74.10000000000001,81.40000000000001,4.894
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,6.2,4.100000000000001,13.9,17.3,48,66.7,89.2,3.338
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,.4,,32.8,,94.30000000000001,99.40000000000001,55.2,1.64
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,.9,,30.4,,91.2,93,60.90000000000001,2.061
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,4,1.8,15.4,22.5,73.90000000000001,57,90.90000000000001,3.996
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,.3,,33.1,,82.60000000000001,82.60000000000001,60,1.99
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,1.7,,27.4,,80.60000000000001,82.10000000000001,67.40000000000001,2.535
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,5,2.6,13.2,19.3,73.5,80.30000000000001,92,3.753
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,.4,,28.4,,99.2,99.40000000000001,52.3,1.529
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,1.6,,25.1,,92.2,93.10000000000001,61.2,2.079
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,6.800000000000001,3.4,10,13,61.40000000000001,65.7,95.80000000000001,3.924
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,.8,,27.5,,99.5,99.2,63.1,2.363
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,5.9,,18.8,,86.90000000000001,88.10000000000001,78,3.126
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,12.7,4.100000000000001,7.4,13.7,68.40000000000001,71.8,91.30000000000001,4.245
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,1.5,,31,,84.30000000000001,87.90000000000001,77.7,3.134
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,7.600000000000001,,20.9,,77.40000000000001,80.2,85.10000000000001,3.514
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,15.3,2.8,8.1,19.7,68.8,70.5,93.40000000000001,3.513
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,2.4,,35.3,,91.2,91.2,62.90000000000001,1.75
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,10.5,,11.4,,63.6,64.90000000000001,91.40000000000001,4.669000000000001
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,12.8,2.8,4.7,11.5,56.6,58.2,96.40000000000001,4.489
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,15.9,,2.2,,52.6,54.1,72.10000000000001,1.966
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,15.9,5.600000000000001,2.2,3,52.6,54.1,72.10000000000001,1.966
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,15.7,,2.2,,52.6,54.1,72.10000000000001,1.966
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,15.7,3.9,2.2,4.2,52.6,54.1,72.10000000000001,1.966
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,2.8,,24.3,,93.60000000000001,93.30000000000001,69.2,1.711
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,9,,16.9,,79.40000000000001,81.7,78.5,2.934
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,19.5,3.4,4.100000000000001,13.7,48.2,56.1,50.8,1.462
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,4.3,,14,,72.2,72.2,80.2,2.897
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,18.4,,7.100000000000001,,70.90000000000001,72,90.5,3.776
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,26.3,6.9,3.2,7.7,70.2,71.90000000000001,94.10000000000001,3.375
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,2.1,,18.1,,94.90000000000001,96.10000000000001,67.90000000000001,1.886
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,4.2,,15.7,,92.10000000000001,93.2,72.40000000000001,2.293
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,12.3,3.1,6.5,17.4,78.60000000000001,79.10000000000001,92.2,3.663
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,.6000000000000001,,29.7,,94.30000000000001,97.2,60.3,1.896
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,1.6,,26.7,,87.10000000000001,92.90000000000001,66,2.238
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,5.9,5.300000000000001,13.2,15.1,62.8,78.10000000000001,79.90000000000001,3.388
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,.6000000000000001,,31.5,,94.5,94.90000000000001,70.60000000000001,2.572
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,2.1,,26.7,,83.5,85.80000000000001,75.90000000000001,2.898
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,7,6.300000000000001,11.5,15.7,61.40000000000001,67.60000000000001,84.90000000000001,3.148
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,.5,,33.2,,97.80000000000001,98.30000000000001,82,2.871
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,1.2,,30.3,,94.90000000000001,95.60000000000001,83.10000000000001,2.958
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,5.100000000000001,2.1,14.5,20,72.5,74.3,90.60000000000001,3.542
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,.9,,21,,94.60000000000001,95.60000000000001,69.40000000000001,2.215
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,3.2,,17.6,,86.90000000000001,88.10000000000001,75.90000000000001,2.735
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,8.1,3.5,10.4,16.1,69.5,71.10000000000001,88.5,3.15
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,2.6,,18,,91.30000000000001,91,53.8,1.481
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,4.9,,15.9,,81.5,82.30000000000001,61.2,2.046
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,14.6,7.7,6.800000000000001,18.9,46.5,51.2,84.40000000000001,3.305
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,1.5,,31.4,,99.60000000000001,97.30000000000001,58.2,1.345
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,3.4,,27.6,,93.30000000000001,91.40000000000001,65.2,1.6
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,13.7,2.3,6.4,41.6,65.40000000000001,65.40000000000001,39.3,.272
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,1.9,,27.7,,99.30000000000001,99.90000000000001,81.60000000000001,1.969
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,3,,25.3,,98.80000000000001,99.5,81.90000000000001,1.971
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,10.9,,7.800000000000001,,93,93.80000000000001,82.7,1.821
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,2.2,,16.2,,99.30000000000001,99.30000000000001,73.90000000000001,2.192
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,5.5,,12.9,,92.5,95.60000000000001,80,2.458
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,12.5,5.4,5.7,12.3,76.2,86.80000000000001,86.60000000000001,1.802
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,2.2,,15.4,,98,99.30000000000001,71.3,2.22
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,4.5,,13.2,,94.80000000000001,97.80000000000001,75.7,2.458
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,10.9,8.4,7,18.4,85,93.2,86.80000000000001,2.685
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,.5,,32,,99.30000000000001,99.30000000000001,64.40000000000001,1.834
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,1.5,,26,,81.30000000000001,88.60000000000001,73.60000000000001,2.482
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,4,2.6,9.9,11.3,38.2,63,89.5,2.379
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,.7000000000000001,,19.2,,93.10000000000001,93.10000000000001,76.2,2.615
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,1.7,,16.8,,87.5,88.7,80,2.801
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,5.2,4.3,8.5,9.600000000000001,62.1,68.8,90.10000000000001,2.133
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,.5,,19.7,,94.30000000000001,94.7,66.5,1.787
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,1.7,,16.7,,84.40000000000001,85.7,72.8,2.035
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,5.2,2.9,7,7.7,49.40000000000001,53.8,84.10000000000001,1.631
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,.7000000000000001,,19.9,,92.90000000000001,94.5,56.3,1.219
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,2.4,,16.8,,87.5,92.2,60.5,1.38
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,7.800000000000001,4.3,6.5,8.1,51.6,76.90000000000001,78.40000000000001,1.473
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,22.7,,3.1,,39.7,50.6,94.10000000000001,3.569
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,22.7,10.5,3.1,4.600000000000001,39.7,50.6,94.10000000000001,3.569
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,1.6,,17.6,,75.60000000000001,78.30000000000001,75.2,2.608
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,15.8,,7.300000000000001,,73.40000000000001,76.3,77.2,2.776
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,21.3,5.7,3.3,5.300000000000001,55.40000000000001,60.3,91.90000000000001,3.546
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,.5,,27.5,,96,97.60000000000001,62.7,1.508
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,1.3,,24.7,,92.80000000000001,94.7,66.7,1.83
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,6,4,8.1,10.1,69.40000000000001,73.40000000000001,89.2,2.217
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,.9,,22.6,,88.90000000000001,93.80000000000001,77.80000000000001,2.307
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,1.7,,19.9,,83.90000000000001,89.10000000000001,80.5,2.498
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,5.800000000000001,4.4,7.2,8.300000000000001,53.3,60.3,81.40000000000001,1.437
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,.5,,26.4,,98.5,98.7,70.60000000000001,2.311
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,2.5,,21.5,,91.60000000000001,92.10000000000001,76.2,2.493
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,8.1,4.100000000000001,7.9,10.8,66.60000000000001,68.10000000000001,67.10000000000001,.861
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,.7000000000000001,,25.7,,88.40000000000001,96,70.3,2.245
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,2,,22.2,,77.80000000000001,84.60000000000001,75.8,2.529
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,6.4,4.5,10.3,12.4,38.7,42.40000000000001,86.2,1.826
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,.4,,36.8,,95.60000000000001,95.80000000000001,74.5,1.991
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,.9,,33.1,,88.90000000000001,91,77.40000000000001,2.373
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,3.8,2.1,14,17.5,47.40000000000001,61.3,92.2,4.252
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,.4,,38.3,,96.10000000000001,97.30000000000001,67.7,1.895
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,1.3,,33.2,,87.60000000000001,88.80000000000001,74.5,2.248
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,4.800000000000001,2.2,13.3,16.4,59.3,60.8,92.10000000000001,2.765
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,.5,,37.7,,91.90000000000001,93.90000000000001,72.60000000000001,2.284
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,6.300000000000001,,22.9,,61.3,66.2,86.10000000000001,3.059
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,12.6,5.2,7.100000000000001,9,34.3,41.7,51.40000000000001,.654
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,.8,,19.7,,83.90000000000001,88.80000000000001,82.30000000000001,1.908
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,2.5,,17.3,,68.8,75.60000000000001,85.10000000000001,2.374
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,7.4,3.1,9.9,13.4,28.1,40,77.5,2.392
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,.8,,17.7,,75,76.40000000000001,86.60000000000001,2.621
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,1.8,,16.4,,70.7,73.3,88.2,2.664
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,5.800000000000001,3,11.1,14.9,51.3,59.6,81.60000000000001,1.559
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,.9,,20.9,,88.40000000000001,89.80000000000001,88,2.474
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,3.5,,16.3,,74.8,79.10000000000001,89.5,2.442
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,7.800000000000001,3.3,8.9,11.7,48.7,58.8,81.80000000000001,1.458
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,.6000000000000001,,23.6,,78.30000000000001,81.2,83.40000000000001,2.594
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,2.2,,19.7,,67,71.7,86.60000000000001,2.822
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,5.600000000000001,2.5,11.3,13.8,41.5,50.1,90.60000000000001,2.682
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,.6000000000000001,,26.9,,91.2,92,78.5,2.475
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,1.2,,23.9,,80.40000000000001,81.7,81,2.492
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,3.9,2.6,11.5,13.3,36.8,40.2,87.40000000000001,2.19
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,.5,,27.1,,94.10000000000001,89.10000000000001,78.90000000000001,2.341
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,2,,22.3,,81.40000000000001,78.40000000000001,82.60000000000001,2.419
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,6.100000000000001,3.1,9,10.7,37.5,41.90000000000001,43.1,.344
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,.5,,27.7,,82.60000000000001,82.40000000000001,68.8,2.488
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,1.5,,22.1,,73.90000000000001,76,78.2,2.907
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,3.5,2.2,10.4,13.7,56.6,63.40000000000001,88,1.944
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,.5,,21.2,,88.80000000000001,89.60000000000001,77,2.461
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,1.8,,17.4,,76.10000000000001,80.5,81.80000000000001,2.736
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,5.100000000000001,3.5,7.7,8.700000000000001,35.7,51.8,89.5,2.085
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,.4,,27.5,,86.10000000000001,87.5,71.7,2.56
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,1.5,,22.6,,76.2,79.40000000000001,78,2.901
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,4.4,2.4,9.4,11.2,48.8,57,93.40000000000001,3.117
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,.7000000000000001,,26.1,,86.30000000000001,88.60000000000001,72,2.246
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,2.4,,20.8,,76.5,80,76.40000000000001,2.471
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,6.9,4.600000000000001,7.800000000000001,9.9,45.2,52.40000000000001,86.60000000000001,2.432
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,.9,,17,,95.40000000000001,96.30000000000001,71.3,2.046
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,3.3,,14.7,,89.30000000000001,91.2,80.10000000000001,2.629
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,9.800000000000001,2,8.5,18.1,72.3,77.2,94.60000000000001,4.24
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,.7000000000000001,,20.6,,94.40000000000001,99.30000000000001,63.8,2.334
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,2,,18.6,,87.90000000000001,91.60000000000001,74.5,2.926
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,4.7,1.5,14.6,23.5,72.10000000000001,73.10000000000001,93.5,4.274
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,.7000000000000001,,19.5,,96.90000000000001,97.5,66.7,2.077
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,2.4,,17.3,,87.2,89.2,73.60000000000001,2.627
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,7.7,1.6,10.1,15,55.40000000000001,62.2,93.90000000000001,4.073
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,.9,,28.7,,96.40000000000001,97.30000000000001,67.3,2.447
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,2.2,,24.7,,94.10000000000001,94.90000000000001,73.2,2.836
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,6.100000000000001,2.6,12.4,17.2,84.90000000000001,84.90000000000001,93.60000000000001,3.017
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,.9,,23.7,,83.40000000000001,84,62.2,2.411
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,2.5,,20.1,,76.80000000000001,83,69,2.955
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,6.9,2.4,10.2,16.4,52.90000000000001,79.2,92.90000000000001,4.493
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,.9,,23.1,,97.5,98.2,69.8,2.601
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,1.6,,20.9,,90.5,92.80000000000001,75.7,2.931
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,5.2,2.6,11.1,16.7,64.5,72.7,91.5,4.133
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,.5,,26.4,,62.5,66.3,85.40000000000001,3.531
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,2.1,,22.2,,69.40000000000001,73.5,87.90000000000001,3.731
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,4.9,1,14.8,23.7,88,92.7,91.5,4.252
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,.6000000000000001,,21.3,,99.40000000000001,100,65.2,2.201
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,7.300000000000001,,13.9,,66.60000000000001,70,83.5,3.379
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,12.2,2.5,8.4,13.9,47.2,52.3,93.2,3.384
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,1.7,,19.8,,93.2,92.30000000000001,65.2,1.536
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,3.2,,16.2,,80.40000000000001,82,75,2.134
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,6.7,3.7,7.4,11.3,52.6,59.5,93.10000000000001,2.877
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,.5,,23.7,,88.90000000000001,90.30000000000001,64.90000000000001,1.429
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,1.4,,21.5,,82.2,84,70.7,1.953
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,4.600000000000001,1.8,13.7,21,50.6,54.2,93.40000000000001,4.18
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,.7000000000000001,,21.8,,81.30000000000001,86.80000000000001,64.7,2.438
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,3.7,,16.6,,74.5,80.10000000000001,75.40000000000001,3.118
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,8.200000000000001,3.1,8.700000000000001,12.6,63.40000000000001,69,92.30000000000001,3.59
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,.8,,26.4,,89.10000000000001,89.10000000000001,59.6,1.916
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,1.8,,23,,73.8,74.90000000000001,67.90000000000001,2.456
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,5.9,1.7,9.700000000000001,16.5,24,28.5,92.60000000000001,3.103
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,1.2,,17.9,,97.60000000000001,98.60000000000001,66.90000000000001,1.646
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,3.8,,14.4,,75,73.5,78.30000000000001,3.456
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,9.1,2.6,7.4,15.6,43.6,38.6,92,5.035
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,1.2,,14.2,,99.80000000000001,99.80000000000001,61,1.7
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,4.100000000000001,,11.1,,90.10000000000001,91.10000000000001,71.8,2.553
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,9.300000000000001,2.8,5.600000000000001,9.300000000000001,69.60000000000001,72.60000000000001,92.2,3.186
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,2.6,,5.7,,92.90000000000001,92.90000000000001,68.10000000000001,.9480000000000001
