id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,sex_rat_t,sex_rat_04,sex_rat_b,dep_rat_t,dep_rat_ag,dep_rat_014
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,89,92.2,90.90000000000001,67.5,7.300000000000001,60.2
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,80.2,88.40000000000001,80.90000000000001,42,6.100000000000001,35.9
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,90.5,77.10000000000001,77,46.90000000000001,8.4,38.5
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,88,79.5,77.80000000000001,41.6,8.4,33.2
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,85.60000000000001,82.80000000000001,78.90000000000001,36.7,8.300000000000001,28.3
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,90.40000000000001,78.40000000000001,79.40000000000001,47.3,8.800000000000001,38.5
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,88.60000000000001,78.60000000000001,81.2,45.8,8.4,37.4
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,80.2,80.2,93.60000000000001,38.7,6.4,32.3
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),81.40000000000001,95.2,102.3,38.8,9,29.8
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),81.40000000000001,95.2,102.3,38.8,9,29.8
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),69,97.10000000000001,102.9,33.5,7.7,25.8
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),69,97.10000000000001,102.9,33.5,7.7,25.8
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),49.40000000000001,103.4,104.7,24.2,5.4,18.8
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),49.40000000000001,103.4,104.7,24.2,5.4,18.8
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,83.80000000000001,98.7,95.60000000000001,52.7,6.5,46.3
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,81,99.30000000000001,97.5,50.1,6.2,43.90000000000001
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,62.1,107.1,124.1,32.3,4.5,27.7
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,90.7,88.90000000000001,83.7,69.5,7.4,62.1
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,89.30000000000001,88.80000000000001,83.60000000000001,67.2,7.300000000000001,59.8
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,74.60000000000001,86.90000000000001,81.60000000000001,44.40000000000001,6.600000000000001,37.8
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,89.90000000000001,86.90000000000001,86,66.10000000000001,7.800000000000001,58.3
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,86,86.7,85.80000000000001,62.5,7.4,55.1
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,51.2,83.2,80.60000000000001,30.3,4,26.2
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,89.40000000000001,83.60000000000001,82.80000000000001,54.5,8.5,45.90000000000001
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,89,83.5,82.40000000000001,52.3,8.4,43.90000000000001
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,87,82.5,79.5,40.6,7.7,33
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,90.90000000000001,85.10000000000001,74.8,64.5,7.100000000000001,57.40000000000001
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,88.5,84.7,74.2,59.90000000000001,7,52.90000000000001
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,78.30000000000001,82.5,70.2,41.90000000000001,6.5,35.4
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,89.80000000000001,88.30000000000001,81,63.90000000000001,6.600000000000001,57.3
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,88.90000000000001,88.10000000000001,80.7,61,6.600000000000001,54.40000000000001
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,84.5,86.90000000000001,78.7,48.2,6.800000000000001,41.40000000000001
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,93.7,96.30000000000001,94.60000000000001,78.90000000000001,9,69.90000000000001
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,93.5,96.40000000000001,94.5,77.80000000000001,8.9,68.90000000000001
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,90.2,98.80000000000001,93.30000000000001,59.40000000000001,6.9,52.5
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,95.90000000000001,97,93.7,77.90000000000001,6.800000000000001,71.2
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,95.30000000000001,97,93.7,76.7,6.7,70
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,86.7,96,92.90000000000001,58.90000000000001,5.100000000000001,53.8
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,95.90000000000001,95.90000000000001,91.7,74.60000000000001,7.5,67.10000000000001
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,95,95.30000000000001,91.2,71.60000000000001,7.4,64.3
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,91.80000000000001,92.40000000000001,88.60000000000001,60.3,6.7,53.6
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,94.60000000000001,94.30000000000001,90.40000000000001,74.90000000000001,7,67.90000000000001
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,94.40000000000001,94.10000000000001,90.10000000000001,73.2,6.9,66.3
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,91.7,92.2,85.60000000000001,56.8,5.9,50.90000000000001
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,93.30000000000001,95.30000000000001,91,72.10000000000001,7.300000000000001,64.8
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,92.5,94.7,91,68.3,7.300000000000001,61
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,88.7,90.40000000000001,91.40000000000001,52,6.9,45.1
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,94,96.40000000000001,94.7,71.2,7.5,63.8
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,93.80000000000001,96.10000000000001,94.30000000000001,70.40000000000001,7.4,63
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,89.40000000000001,90.10000000000001,86.90000000000001,55.90000000000001,6.600000000000001,49.2
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,95.90000000000001,96.60000000000001,95.80000000000001,75.90000000000001,5.5,70.5
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,95.2,96.40000000000001,95.7,73.5,5.600000000000001,68
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,91.2,94.60000000000001,95.10000000000001,60.1,6.2,53.90000000000001
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,99.10000000000001,98.10000000000001,96.2,74.10000000000001,4.9,69.2
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,98.90000000000001,98.10000000000001,96.30000000000001,73.2,4.9,68.3
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,96.2,98.7,97.2,63.1,5.5,57.6
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,93.2,93.60000000000001,90.30000000000001,60.3,5.9,54.40000000000001
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,90.90000000000001,91.90000000000001,88.40000000000001,54.2,5.300000000000001,48.90000000000001
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,89.40000000000001,90.5,86.60000000000001,50,4.9,45.1
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,94.40000000000001,94.60000000000001,91.7,62.90000000000001,6.5,56.40000000000001
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,92.2,92.5,89.7,55,5.4,49.5
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,89.90000000000001,89.7,86.80000000000001,47.1,4.4,42.7
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,99,98.10000000000001,99.40000000000001,73.7,7.100000000000001,66.60000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,98.5,97.7,98.80000000000001,70.90000000000001,6.9,64
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,95.40000000000001,93.90000000000001,93.90000000000001,53.3,5.600000000000001,47.7
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,98.10000000000001,95.10000000000001,92.90000000000001,53.2,7.7,45.6
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,94.90000000000001,92.60000000000001,91.40000000000001,46.90000000000001,7,39.90000000000001
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,92.40000000000001,90.2,89.80000000000001,42.2,6.4,35.7
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,93.10000000000001,94.60000000000001,93,73.90000000000001,8.200000000000001,65.7
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,92.80000000000001,94.2,92.60000000000001,71.5,8.1,63.5
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,90.30000000000001,91.2,89.10000000000001,55.5,7,48.5
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,97.10000000000001,97.60000000000001,96.80000000000001,79.30000000000001,6.600000000000001,72.7
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,96.7,97.2,96.60000000000001,77.60000000000001,6.600000000000001,71
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,91.40000000000001,91.30000000000001,92,57.8,5.7,52.1
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,95.40000000000001,92.90000000000001,90.30000000000001,68.8,7.4,61.40000000000001
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,94.7,93,90.5,65.5,7.100000000000001,58.40000000000001
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,91.30000000000001,93.2,91.7,50.1,6,44.1
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,94.90000000000001,94.7,94.80000000000001,60.8,6.600000000000001,54.2
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,92.10000000000001,92.90000000000001,92.7,55.6,5.5,50.1
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,88.7,90.30000000000001,89.5,49.40000000000001,4.2,45.2
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,98.30000000000001,97.5,100.2,62.6,6.9,55.7
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,97.7,97.2,99.60000000000001,61.5,6.9,54.6
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,89.5,92.80000000000001,88.60000000000001,48.1,6.4,41.7
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,95.90000000000001,95.7,93.40000000000001,63.7,7.2,56.5
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,95.40000000000001,95.40000000000001,93.30000000000001,62.1,7.100000000000001,55.1
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,90.40000000000001,91.5,92,48.6,6.4,42.2
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,97.10000000000001,96.30000000000001,93.30000000000001,61.90000000000001,7,54.90000000000001
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,94.90000000000001,93.80000000000001,91.60000000000001,54.1,6.5,47.7
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,92.10000000000001,90,88.7,44.90000000000001,5.800000000000001,39.1
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,100,96.90000000000001,97.10000000000001,63.8,6.9,56.90000000000001
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,99.7,96.7,96.7,62.6,6.800000000000001,55.8
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,96.90000000000001,93.90000000000001,91.7,50.3,5.7,44.6
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,99.60000000000001,96.5,93.30000000000001,70.7,8.200000000000001,62.40000000000001
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,99.30000000000001,96.5,93.30000000000001,69.60000000000001,8,61.5
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,95.7,95.30000000000001,92.90000000000001,54.5,5.2,49.3
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,99.90000000000001,97.90000000000001,98.7,61.7,8.1,53.6
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,99.7,97.90000000000001,98.80000000000001,61.1,7.9,53.2
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,96.2,98.7,100.9,53,5.5,47.40000000000001
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,101.4,99,97.30000000000001,68.90000000000001,5.2,63.7
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,100.5,98.90000000000001,97.30000000000001,65.2,5.300000000000001,59.90000000000001
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,95.10000000000001,97.80000000000001,97.30000000000001,46.40000000000001,5.4,40.90000000000001
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,97.2,95.60000000000001,97.7,58.3,7.9,50.40000000000001
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,95.60000000000001,94.90000000000001,95.80000000000001,56.3,7.300000000000001,49
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,90.90000000000001,92.5,90,50.2,5.4,44.8
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,97.90000000000001,96.40000000000001,94.5,43,9.200000000000001,33.8
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,97.7,96.30000000000001,94.2,42.7,8.9,33.8
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,96.10000000000001,95.60000000000001,90.80000000000001,40.3,6.5,33.7
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,97.7,96.7,98.90000000000001,43.2,9.200000000000001,34
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,95.30000000000001,95,96.7,42.5,7.7,34.8
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,91.80000000000001,92.80000000000001,93.7,41.40000000000001,5.4,35.9
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,98.80000000000001,96.2,95.60000000000001,45.3,8.700000000000001,36.6
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,97.60000000000001,95,93.90000000000001,43.40000000000001,8,35.4
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,94.80000000000001,91.80000000000001,89.7,39.1,6.5,32.6
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,97.80000000000001,92.80000000000001,91.60000000000001,50.1,8,42.1
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,97.5,92.80000000000001,90.5,49.7,7.9,41.8
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,93.60000000000001,92.60000000000001,74,45.3,7.300000000000001,38
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,100.5,97,95.2,52.2,7.5,44.8
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,97.30000000000001,95,94.7,47.7,6.7,40.90000000000001
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,91.7,90.80000000000001,93.60000000000001,39.90000000000001,5.5,34.4
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,99.90000000000001,97.60000000000001,98.10000000000001,53.5,7.2,46.3
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,98.80000000000001,97.10000000000001,97.30000000000001,52.5,6.9,45.6
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,92,94.30000000000001,92.2,46.5,5.2,41.3
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,101,97.80000000000001,98.30000000000001,56.2,7.600000000000001,48.6
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,100.6,97.40000000000001,98.2,54.8,7.5,47.3
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,95.60000000000001,90.80000000000001,97.30000000000001,39.40000000000001,6.600000000000001,32.8
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,95.7,94.60000000000001,93.5,50,8.6,41.40000000000001
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,95.7,94.5,93.60000000000001,49.1,8.5,40.6
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,95.90000000000001,93.80000000000001,93.90000000000001,41.7,7.2,34.5
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,98.5,94.5,93.7,49.40000000000001,9.300000000000001,40.2
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,98.10000000000001,94.60000000000001,93.90000000000001,49.2,9.1,40.1
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,95.60000000000001,94.80000000000001,95.80000000000001,47.3,7.4,39.90000000000001
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,101,92.90000000000001,92.5,47.5,11.1,36.4
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,100.7,92.7,92.5,47.2,11,36.2
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,95.40000000000001,89,91.90000000000001,42.90000000000001,8.700000000000001,34.2
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,97.60000000000001,93.5,93,41.5,11.3,30.2
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,96.80000000000001,93.2,93.40000000000001,41.2,10.7,30.5
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,90,91.10000000000001,97.40000000000001,38.2,5.100000000000001,33.1
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,94.5,92.10000000000001,91.2,43.8,10.3,33.5
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,94,91.7,90.5,41.5,9.4,32.1
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,92.7,90.5,88.60000000000001,35.7,7.100000000000001,28.6
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,97.60000000000001,92.60000000000001,91,46.6,9.300000000000001,37.3
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,97.30000000000001,92.60000000000001,91.30000000000001,46.40000000000001,9.200000000000001,37.3
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,94.40000000000001,92.5,96,44.5,6.9,37.6
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,95,87.7,84.60000000000001,46.3,9,37.3
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,94.7,87.7,84.60000000000001,45.40000000000001,8.800000000000001,36.6
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,91.80000000000001,87.10000000000001,83.90000000000001,37.9,7.300000000000001,30.5
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,95.30000000000001,89.80000000000001,90.2,48.5,8.300000000000001,40.2
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,94.30000000000001,89,89.10000000000001,46.8,7.800000000000001,39
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,88.90000000000001,84.30000000000001,82.5,38.90000000000001,5.5,33.3
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,91.5,86.7,86.30000000000001,46.40000000000001,10.4,36
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,91.5,86.7,86.5,45.90000000000001,10.3,35.6
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,91.60000000000001,86,89.10000000000001,40.7,9.1,31.6
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,95.90000000000001,92.5,92.10000000000001,44.90000000000001,9.4,35.5
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,92.90000000000001,91.90000000000001,91.60000000000001,40.6,7.800000000000001,32.8
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,89.80000000000001,91.10000000000001,91,36.2,6.100000000000001,30.1
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,96.90000000000001,93.90000000000001,91.80000000000001,43.6,10.2,33.4
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,96.30000000000001,93.90000000000001,92.7,42.6,9.800000000000001,32.8
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,93.10000000000001,94.10000000000001,98.80000000000001,37.5,7.800000000000001,29.8
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,99.5,91,91.90000000000001,52.3,9,43.3
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,98.30000000000001,91,91.80000000000001,49.3,8.700000000000001,40.7
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,94.10000000000001,90.90000000000001,91.5,39.5,7.5,32.1
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,104.8,97.40000000000001,99.2,61.5,6.600000000000001,55
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,104.3,96.7,98.7,58.90000000000001,6.600000000000001,52.3
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,100.6,89.80000000000001,93.90000000000001,42.3,6.9,35.4
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,104.3,98.10000000000001,98.5,61.5,7.300000000000001,54.2
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,103.7,97.5,97.5,59.7,7.2,52.5
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,98.40000000000001,90.30000000000001,85.10000000000001,44.8,5.9,38.90000000000001
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,99.30000000000001,98.2,96.40000000000001,56.5,8.200000000000001,48.2
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,99.10000000000001,98.10000000000001,96.30000000000001,55.8,8.200000000000001,47.6
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,94.7,95.7,95.10000000000001,42.8,7.600000000000001,35.2
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,96.10000000000001,95.60000000000001,93.80000000000001,48.40000000000001,9.300000000000001,39.1
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,96,95.60000000000001,94.30000000000001,47.8,9.1,38.7
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,94.5,95.7,99.7,41.5,7.7,33.8
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,99.2,96.60000000000001,97,51.6,9.700000000000001,42
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,98.7,96.2,96.40000000000001,50.2,9.4,40.90000000000001
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,94.80000000000001,92.2,91,40.7,7.300000000000001,33.4
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,102.4,98.30000000000001,98,57.1,9.300000000000001,47.8
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,102.1,98.10000000000001,98.60000000000001,56.40000000000001,9.1,47.3
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,98.30000000000001,94.90000000000001,112,44.90000000000001,6.4,38.5
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,100.8,97,94.40000000000001,55.90000000000001,8.5,47.40000000000001
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,100.3,96.7,94.40000000000001,54.90000000000001,8.300000000000001,46.5
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,95.30000000000001,92,94.10000000000001,43.2,6,37.2
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,106.4,97.2,97.2,63.40000000000001,6.7,56.7
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,105.1,96.90000000000001,97.30000000000001,59.5,6.5,53
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,98.10000000000001,94.80000000000001,97.90000000000001,40.5,5.4,35.2
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,102.1,100,97.40000000000001,66,6.9,59.1
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,101.9,99.90000000000001,98,64.60000000000001,6.800000000000001,57.8
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,99,98.30000000000001,109.7,48.1,5.5,42.6
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,104.6,98.30000000000001,97.2,64.40000000000001,7,57.40000000000001
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,103.2,97.90000000000001,97.7,60.2,6.600000000000001,53.6
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,96.60000000000001,95.10000000000001,101.2,41.90000000000001,5,36.9
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,102.8,98.2,96.2,68.40000000000001,7,61.40000000000001
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,102,97.90000000000001,96.10000000000001,66.8,6.800000000000001,60
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,92.5,92.80000000000001,95.30000000000001,50.5,5.300000000000001,45.2
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,98.7,98.60000000000001,99.10000000000001,59.1,7.100000000000001,52
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,96.80000000000001,96.80000000000001,96.60000000000001,53.2,6.2,47
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,93,91.2,88.7,41.6,4.600000000000001,37
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,98.2,97.80000000000001,96.2,64.10000000000001,8.4,55.8
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,97.80000000000001,97.30000000000001,95.80000000000001,62.3,8.1,54.2
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,94,91.7,91,47.5,5.600000000000001,41.90000000000001
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,100.8,99.2,99.7,54.8,8.9,45.90000000000001
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,100.5,99.10000000000001,99.30000000000001,54.2,8.6,45.6
