id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_wtr_t,hh_wtr_slm,hh_snt2_t,hh_snt2_slm,hh_snt_t,hh_snt_slm
3_27_503_0,2011,Urban,3,India,27,Maharashtra,503,Amravati,86.2,83,77.80000000000001,65.3,76.90000000000001,63.3
3_27_504_0,2011,Rural,3,India,27,Maharashtra,504,Wardha,71.90000000000001,,46.90000000000001,,46.1,
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,73.90000000000001,,56.40000000000001,,55.8,
3_27_504_0,2011,Urban,3,India,27,Maharashtra,504,Wardha,78.40000000000001,81.10000000000001,78.10000000000001,54.6,77.80000000000001,53.90000000000001
3_27_505_0,2011,Rural,3,India,27,Maharashtra,505,Nagpur,72.8,,45.7,,45.40000000000001,
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,81.80000000000001,,74.7,,74.5,
3_27_505_0,2011,Urban,3,India,27,Maharashtra,505,Nagpur,86.2,90.40000000000001,88.7,86.7,88.5,86.40000000000001
3_27_506_0,2011,Rural,3,India,27,Maharashtra,506,Bhandara,56.5,,55.3,,52.6,
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,59.8,,60.8,,58.6,
3_27_506_0,2011,Urban,3,India,27,Maharashtra,506,Bhandara,74.2,83.60000000000001,84.10000000000001,81.40000000000001,83.90000000000001,81.2
3_27_507_0,2011,Rural,3,India,27,Maharashtra,507,Gondiya,44.40000000000001,,47.40000000000001,,41.2,
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,47.8,,52.3,,47,
3_27_507_0,2011,Urban,3,India,27,Maharashtra,507,Gondiya,64.8,79.5,77,78.10000000000001,76.3,77.60000000000001
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,40.2,,21.9,,20.3,
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,44,,26.6,,25.2,
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,74.90000000000001,87.90000000000001,65.10000000000001,45.1,64.8,44.90000000000001
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,54.7,,28.8,,27.3,
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,64,,42.90000000000001,,41.90000000000001,
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,82.7,76.90000000000001,71.2,55.90000000000001,70.90000000000001,55.6
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,52,,21.5,,21,
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,57.6,,30.7,,30.3,
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,80.2,77.10000000000001,67.90000000000001,45.1,67.7,44.90000000000001
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,59,,19,,18.5,
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,65.8,,31.7,,31.2,
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,85.40000000000001,81.10000000000001,68.5,63,68,62.40000000000001
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,61.1,,26.7,,26.1,
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,63.90000000000001,,31.4,,30.8,
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,80.80000000000001,72.60000000000001,59.8,41.6,59.5,41.5
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,63.40000000000001,,13.1,,12.7,
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,69.7,,28,,27.4,
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,85.10000000000001,78,64.5,47,63.6,45.7
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,56,,29,,28.4,
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,59.8,,35.8,,35.2,
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,77.30000000000001,61.3,67.10000000000001,50.7,66.2,49.40000000000001
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,55.8,,19.3,,19,
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,70,,47.3,,47,
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,88.80000000000001,87.90000000000001,84.10000000000001,80.10000000000001,83.90000000000001,79.80000000000001
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,47.8,,29,,28.4,
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,66.90000000000001,,46.3,,46,
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,91.40000000000001,86.2,68.5,24.7,68.3,24.5
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,55.40000000000001,,39.40000000000001,,38.5,
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,85.60000000000001,,65.7,,65.3,
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,94,91.30000000000001,73,29.4,72.8,29
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,94.60000000000001,,52.90000000000001,,52.8,
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,94.60000000000001,94.40000000000001,52.90000000000001,31.4,52.8,31.3
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,97.60000000000001,,65.10000000000001,,65.10000000000001,
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,97.60000000000001,95.40000000000001,65.10000000000001,29.9,65.10000000000001,29.9
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,69.90000000000001,,50.6,,50.3,
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,79.10000000000001,,61.40000000000001,,61.2,
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,94.7,92.5,79.90000000000001,22.7,79.7,22.6
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,66.2,,61.1,,60.90000000000001,
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,86,,72.40000000000001,,72.3,
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,97.10000000000001,97.10000000000001,78.7,30.8,78.60000000000001,30.7
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,51.5,,38.8,,38.5,
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,59.40000000000001,,45.5,,45.2,
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,90,88.10000000000001,71.60000000000001,35.8,71.40000000000001,35.4
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,59.5,,15.2,,14.9,
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,64.7,,24.7,,24.4,
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,88.2,84.10000000000001,67.7,68.5,67.10000000000001,67.8
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,69.5,,24.6,,24.3,
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,74.7,,37.2,,36.8,
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,90.90000000000001,89.60000000000001,76.80000000000001,70.90000000000001,76.40000000000001,70.7
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,71.40000000000001,,21.9,,21.5,
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,73.40000000000001,,27.4,,27,
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,83.90000000000001,78.7,57.40000000000001,38.40000000000001,56.90000000000001,37.5
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,61.7,,31.9,,31.6,
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,71.10000000000001,,40.5,,40.3,
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,90.90000000000001,91.90000000000001,58.90000000000001,34.4,58.7,34.3
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,80.10000000000001,,69.8,,69.60000000000001,
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,82.5,,70.8,,70.60000000000001,
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,92.60000000000001,88.5,75.10000000000001,34.8,75,34.6
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,58.8,,67,,66.7,
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,60.8,,69.2,,69,
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,71.8,77,81.60000000000001,32.2,81.40000000000001,32.2
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,31.8,,74.3,,74.10000000000001,
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,32.1,,75.8,,75.60000000000001,
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,34.8,,86.80000000000001,,86.60000000000001,
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,85.80000000000001,,74.10000000000001,,73.90000000000001,
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,89,,73.90000000000001,,73.8,
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,95.7,97.90000000000001,73.40000000000001,35.5,73.40000000000001,35.5
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,72.5,,60.1,,59.90000000000001,
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,77.60000000000001,,63.8,,63.5,
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,91.90000000000001,91,74.2,44.40000000000001,73.8,44.40000000000001
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,49.90000000000001,,13.4,,13.1,
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,57.2,,28.3,,28.1,
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,76.5,73,68.2,65.60000000000001,67.8,65.10000000000001
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,73.8,,28.8,,28.3,
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,76.2,,38.90000000000001,,38.3,
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,85,84.80000000000001,75.5,75.60000000000001,74.7,74.5
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,68.60000000000001,,33.8,,32.5,
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,71.90000000000001,,44.40000000000001,,43.3,
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,82.30000000000001,83,78.40000000000001,77.40000000000001,77.90000000000001,76.7
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,71,,31.2,,29.9,
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,74.60000000000001,,42.5,,41.3,
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,86.5,86,79.5,76.3,79.2,75.90000000000001
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,97.10000000000001,,97.40000000000001,,97.30000000000001,
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,97.10000000000001,95.40000000000001,97.40000000000001,96.40000000000001,97.30000000000001,96.30000000000001
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,75.10000000000001,,42.90000000000001,,41.7,
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,86.10000000000001,,79.30000000000001,,78.90000000000001,
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,90.30000000000001,90.40000000000001,93.40000000000001,90.90000000000001,93.2,90.80000000000001
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,67.5,,17.4,,16.3,
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,70,,25.4,,24.3,
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,85.5,83.40000000000001,73.90000000000001,62.8,73.3,62.40000000000001
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,65.7,,31.6,,30,
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,68,,39.7,,38.3,
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,78.60000000000001,88.40000000000001,77.40000000000001,77,77,76.7
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,66.8,,29.3,,26.7,
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,69.60000000000001,,40.5,,38.40000000000001,
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,77.5,69.3,71.3,66,70.60000000000001,64.90000000000001
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,71.40000000000001,,37.1,,36.1,
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,74,,47.90000000000001,,47,
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,82.90000000000001,83.60000000000001,84.5,81.7,84.30000000000001,81.40000000000001
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,48.7,,12.6,,12.6,
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,51.90000000000001,,21,,20.9,
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,68.60000000000001,62.3,65,51.8,65,51.7
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,70.2,,10.5,,10.4,
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,72.7,,21.8,,21.7,
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,82.60000000000001,82.2,65.90000000000001,61.40000000000001,65.8,61.2
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,58.40000000000001,,21,,20.9,
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,72,,50.6,,50.5,
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,86.5,82.80000000000001,82.30000000000001,75.3,82.30000000000001,75.2
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,72.7,,46.6,,46.5,
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,76.40000000000001,,56.40000000000001,,56.3,
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,88,89.60000000000001,86.60000000000001,81.2,86.60000000000001,81.10000000000001
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,82.80000000000001,,58.6,,58.40000000000001,
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,84.2,,64.3,,64.10000000000001,
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,90.2,89,88.30000000000001,82.80000000000001,88.2,82.7
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,68.2,,55.8,,55.40000000000001,
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,77.90000000000001,,69.5,,69.3,
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,93.30000000000001,91,91.5,89.7,91.40000000000001,89.60000000000001
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,69.7,,46.2,,46,
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,75.40000000000001,,58.8,,58.6,
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,87.60000000000001,87.10000000000001,85.7,82.5,85.5,82.30000000000001
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,63.2,,27.7,,27.5,
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,65.2,,37.1,,36.9,
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,73.40000000000001,74.60000000000001,76.60000000000001,73.5,76.5,73.40000000000001
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,80.30000000000001,,25.3,,25.1,
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,81.10000000000001,,38.90000000000001,,38.7,
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,83.40000000000001,85.80000000000001,76.60000000000001,70.60000000000001,76.5,70.5
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,86.2,,27.9,,27.3,
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,85.90000000000001,,43.90000000000001,,43.3,
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,85.30000000000001,87.10000000000001,77.2,68.40000000000001,76.80000000000001,68
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,68,,26.9,,26.7,
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,73.60000000000001,,39.3,,39.1,
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,87.80000000000001,88.90000000000001,71.10000000000001,69.7,71,69.60000000000001
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,75.8,,21.7,,21.4,
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,77.30000000000001,,34.5,,34.3,
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,81.2,79.10000000000001,68.7,63.7,68.5,63.6
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,85.80000000000001,,19,,18.9,
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,84.7,,36.2,,36.1,
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,82.2,82,78.60000000000001,71.7,78.5,71.60000000000001
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,58.5,,18.1,,17.9,
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,64.60000000000001,,32.3,,32,
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,81.60000000000001,77.40000000000001,71.5,42.90000000000001,71.2,42.40000000000001
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,66.2,,6.9,,6.9,
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,70.40000000000001,,18.4,,18.3,
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,79,73.60000000000001,41.8,19.1,41.8,19.1
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,51.2,,4.800000000000001,,4.800000000000001,
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,57.8,,17.7,,17.7,
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,78.60000000000001,71.3,58.6,31.2,58.5,31.1
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,55.8,,8.5,,8.300000000000001,
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,55.90000000000001,,21.5,,21.1,
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,56.5,56.1,61.90000000000001,47.3,61,46.8
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,49.5,,9.700000000000001,,9.5,
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,58.40000000000001,,19.7,,19.5,
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,83.2,76.5,47.40000000000001,26.1,47.1,25.7
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,66.2,,11.8,,11.7,
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,69.2,,18.3,,18.2,
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,82.80000000000001,80.40000000000001,48.1,27.8,47.90000000000001,27.3
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,62.3,,8.9,,8.800000000000001,
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,69.40000000000001,,20.7,,20.2,
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,82,79.7,41.6,13.9,40.5,13.6
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,69.40000000000001,,22.8,,21.8,
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,82.5,,56.6,,56.1,
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,92.2,90.40000000000001,81.5,67.10000000000001,81.30000000000001,67
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,24.4,,50.40000000000001,,49.90000000000001,
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,29.9,,59.1,,58.7,
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,43.3,61.2,80.30000000000001,63.3,80.10000000000001,63.2
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,76.2,,27.9,,27.1,
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,77.5,,36.8,,35.4,
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,82,76.60000000000001,68.5,52.6,65.10000000000001,50
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,66.3,,11.8,,11.6,
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,74.3,,31.6,,31.4,
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,86.60000000000001,83.2,61.90000000000001,47.3,61.7,47
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,74.2,,18.5,,18.3,
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,76.60000000000001,,28.7,,28.4,
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,86,82.10000000000001,68.8,50.5,68.2,50.2
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,74.40000000000001,,29.5,,29.3,
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,79.40000000000001,,45.1,,44.90000000000001,
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,89.7,79.90000000000001,77.5,53.40000000000001,77.30000000000001,53.3
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,58.2,,61.40000000000001,,60.2,
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,68.7,,70.60000000000001,,69.7,
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,87.40000000000001,81.90000000000001,86.90000000000001,74.3,86.60000000000001,73.90000000000001
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,16.1,,83.5,,83.40000000000001,
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,20.9,,87.10000000000001,,87.10000000000001,
3_29_569_0,2011,Urban,3,India,29,Karnataka,569,Udupi,32.3,50.5,95.90000000000001,90.60000000000001,95.90000000000001,90.60000000000001
3_29_570_0,2011,Rural,3,India,29,Karnataka,570,Chikmagalur,72.2,,53.90000000000001,,53.6,
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,76.10000000000001,,61.1,,60.90000000000001,
3_29_570_0,2011,Urban,3,India,29,Karnataka,570,Chikmagalur,90.60000000000001,87.7,88.5,75.8,88.30000000000001,75.7
3_29_571_0,2011,Rural,3,India,29,Karnataka,571,Tumkur,77.7,,18,,17.8,
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,79.40000000000001,,31.6,,31.4,
3_29_571_0,2011,Urban,3,India,29,Karnataka,571,Tumkur,85.5,79.40000000000001,79.7,63.5,79.2,62.6
3_29_572_0,2011,Rural,3,India,29,Karnataka,572,Bangalore,86.60000000000001,,74.3,,73.7,
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,91.40000000000001,,94.10000000000001,,93.90000000000001,
3_29_572_0,2011,Urban,3,India,29,Karnataka,572,Bangalore,91.80000000000001,89,96,85.30000000000001,95.80000000000001,85.10000000000001
3_29_573_0,2011,Rural,3,India,29,Karnataka,573,Mandya,82.7,,27.3,,27,
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,84.60000000000001,,36.9,,36.7,
3_29_573_0,2011,Urban,3,India,29,Karnataka,573,Mandya,93.90000000000001,90.7,84,65.3,83.7,64.40000000000001
3_29_574_0,2011,Rural,3,India,29,Karnataka,574,Hassan,79.10000000000001,,26.5,,26.2,
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,82.5,,39.6,,39.40000000000001,
3_29_574_0,2011,Urban,3,India,29,Karnataka,574,Hassan,95.2,92.5,89.5,80.5,89.40000000000001,80.30000000000001
3_29_575_0,2011,Rural,3,India,29,Karnataka,575,Dakshina Kannada,33.5,,88,,87.90000000000001,
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,49.40000000000001,,92.60000000000001,,92.5,
3_29_575_0,2011,Urban,3,India,29,Karnataka,575,Dakshina Kannada,66.7,76.2,97.5,93.80000000000001,97.5,93.80000000000001
3_29_576_0,2011,Rural,3,India,29,Karnataka,576,Kodagu,50.5,,78.7,,77.60000000000001,
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,55,,81.30000000000001,,80.30000000000001,
3_29_576_0,2011,Urban,3,India,29,Karnataka,576,Kodagu,81.80000000000001,85.2,96.90000000000001,93.7,96.60000000000001,93.2
3_29_577_0,2011,Rural,3,India,29,Karnataka,577,Mysore,82.60000000000001,,26.6,,26.2,
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,88.60000000000001,,54.40000000000001,,54.1,
3_29_577_0,2011,Urban,3,India,29,Karnataka,577,Mysore,96.90000000000001,91,93.40000000000001,71.8,93.10000000000001,71.2
3_29_578_0,2011,Rural,3,India,29,Karnataka,578,Chamarajanagar,75.90000000000001,,15,,14.8,
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,78.30000000000001,,22.4,,22,
3_29_578_0,2011,Urban,3,India,29,Karnataka,578,Chamarajanagar,90,86.80000000000001,59.5,41.40000000000001,58.40000000000001,39.8
3_29_579_0,2011,Rural,3,India,29,Karnataka,579,Gulbarga,52.3,,4.2,,4.2,
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,63.5,,24.3,,24,
3_29_579_0,2011,Urban,3,India,29,Karnataka,579,Gulbarga,86.10000000000001,77.5,65.10000000000001,32.4,64.2,32.2
3_29_580_0,2011,Rural,3,India,29,Karnataka,580,Yadgir,48.5,,4.2,,4.100000000000001,
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,53.90000000000001,,10.6,,10.4,
3_29_580_0,2011,Urban,3,India,29,Karnataka,580,Yadgir,76.7,77.60000000000001,37.4,30.4,37,30.2
3_29_581_0,2011,Rural,3,India,29,Karnataka,581,Kolar,66.3,,25.1,,24.8,
