id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_wtr_t,hh_wtr_slm,hh_snt2_t,hh_snt2_slm,hh_snt_t,hh_snt_slm
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),64.2,68.10000000000001,86.40000000000001,86.10000000000001,83,85.60000000000001
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,51.3,,66.60000000000001,,56.7,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,52.1,,70.90000000000001,,62.5,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,56.5,,94.80000000000001,,94.80000000000001,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,39.8,,12.6,,12.5,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,43.2,,17.6,,17.5,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,81,,73.40000000000001,,73.40000000000001,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,27.2,,9.9,,9.800000000000001,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,30.4,,13.4,,13.4,
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,85.7,76.60000000000001,74.7,69.2,74.5,68.7
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,64.60000000000001,,13.9,,13.9,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,69.2,,21.3,,21.2,
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,95.60000000000001,94.7,63.40000000000001,52.2,63.2,52.2
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,70.8,,40.7,,35.3,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,73.7,,46.1,,41.5,
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,87.40000000000001,92.10000000000001,70.8,66.40000000000001,70.10000000000001,65.40000000000001
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,45.90000000000001,,32.5,,25.6,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,51.90000000000001,,35,,29,
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,82.7,79.5,47.7,49,46.6,47.8
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,48.90000000000001,,4.800000000000001,,4.5,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,50.1,,6.9,,6.600000000000001,
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,72.60000000000001,,46.1,,45.7,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,34.1,,6.5,,6.300000000000001,
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,35.9,,10,,9.600000000000001,
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,65.2,42.7,65.5,48,62.5,42.1
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,24.1,,7.5,,7.300000000000001,
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,26.8,,16.3,,16.2,
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,37.3,51.1,50,38.2,49.8,38.2
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,17.3,,5.7,,5.5,
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,20.1,,10.7,,10.4,
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,48.6,50.3,60.90000000000001,69.3,60.40000000000001,69.2
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,39.8,,5.4,,5.100000000000001,
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,41.1,,16.3,,16,
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,47.40000000000001,43.8,68.10000000000001,53.2,67.8,53
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,49.7,,7.800000000000001,,7.7,
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,49.7,,10.3,,10.2,
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,50,,64.2,,63.90000000000001,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,53.8,,9.1,,8.6,
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,54.3,,15.1,,14.5,
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,57.7,31.4,52.8,45.1,51.7,45.1
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,60.40000000000001,,7.300000000000001,,6.800000000000001,
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,60.2,,10.1,,9.600000000000001,
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,58.3,,46.5,,46.1,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,31.8,,12,,11.9,
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,51.2,,39.3,,38.90000000000001,
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,64.90000000000001,68.90000000000001,58.6,51.8,58.2,51.8
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,24.8,,6.600000000000001,,6.5,
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,46.90000000000001,,33.1,,33,
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,70.90000000000001,69.8,62.1,53.90000000000001,61.8,53.8
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,31.2,,7.2,,6.9,
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,31.2,,14.8,,14.5,
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,31.4,25.8,70.40000000000001,52.40000000000001,70.2,52.3
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,46.5,,13.6,,12.8,
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,65.40000000000001,,49.40000000000001,,48.90000000000001,
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,81.40000000000001,67.90000000000001,79.90000000000001,53,79.60000000000001,52.3
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,50.40000000000001,,7.100000000000001,,6.9,
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,53.40000000000001,,12.7,,12.5,
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,78,80.60000000000001,57.8,60.5,57.2,59.40000000000001
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,33.2,,6.9,,6.5,
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,35.7,,10.5,,10.1,
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,67.10000000000001,71.8,55.6,44,55.40000000000001,43.90000000000001
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,18,,9,,8.9,
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,24,,19.3,,19.1,
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,55.3,60.5,72.90000000000001,63.7,72.40000000000001,63.5
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,21.8,,10.9,,10.7,
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,38.7,,32.7,,32.5,
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,59.6,,59.7,,59.5,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,43.40000000000001,,6,,5.5,
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,44,,9.600000000000001,,9.1,
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,53.7,69.90000000000001,64,39.8,63.40000000000001,39.6
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,48.2,,4.3,,4,
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,46.7,,9.700000000000001,,9.4,
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,32.7,48.2,60,28.5,59.8,28.5
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,27.1,,12.9,,12.3,
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,43.1,,40.3,,39.8,
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,65.2,56.1,78.10000000000001,58,77.7,57.2
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,23.1,,3.9,,3.8,
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,23.9,,8.200000000000001,,8.1,
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,32.3,32.8,53.8,12.8,53.40000000000001,12.8
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,20.4,,6.300000000000001,,5.600000000000001,
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,21.4,,10.2,,9.600000000000001,
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,35.8,41.40000000000001,68.2,52.3,67.3,51.8
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,27.3,,4.800000000000001,,4.600000000000001,
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,28.8,,8.1,,7.800000000000001,
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,49.5,33.4,53.1,19.8,52.7,19.8
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,41.2,,3.6,,3.3,
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,45,,11.6,,11.4,
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,67.2,54.90000000000001,58.7,41.6,58.40000000000001,40.90000000000001
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,47.3,,6.300000000000001,,6.100000000000001,
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,53.3,,20.1,,19.9,
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,72.5,64.3,64,43.8,63.6,43.7
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,63.6,,11.7,,10.6,
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,63.40000000000001,,15.5,,14.4,
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,61.6,52.6,52.6,45.2,52.1,45
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,49.3,,9.1,,8.700000000000001,
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,50.1,,25.6,,25.3,
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,51.2,34.1,52.7,29.9,52.5,29.6
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,48.8,,8.300000000000001,,7.9,
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,56.1,,22.3,,21.9,
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,74.90000000000001,71,58.3,43.8,57.8,43.2
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,43.90000000000001,,5.5,,5.2,
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,44.3,,8.700000000000001,,8.5,
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,49.5,44.7,50.90000000000001,25.4,50.3,24.7
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,44.8,,7.800000000000001,,7.4,
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,52.90000000000001,,27.1,,26.7,
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,68.5,55.5,64,46.90000000000001,63.5,46.2
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,37.6,,8.800000000000001,,7.800000000000001,
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,39.3,,14.5,,13.5,
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,49.8,31.7,49.5,28.9,48.7,28.5
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,30.9,,14.4,,11.8,
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,31.9,,17.9,,15.4,
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,44.7,39.2,63.40000000000001,52.6,61.8,50.5
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,65.3,,21.6,,16.3,
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,66.8,,26.4,,21.1,
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,79.30000000000001,71.8,66.60000000000001,47.2,62.5,37.6
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,66,,14.8,,12.9,
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,67.8,,18.6,,16.6,
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,81.80000000000001,81.40000000000001,48.5,48.6,45.2,46.2
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,53.5,,14.6,,13.9,
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,54.2,,16.7,,15.9,
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,67.3,73.2,57.1,58.2,56.2,57.90000000000001
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,66.40000000000001,,21.4,,20.7,
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,66.3,,23.7,,23,
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,66.2,31.9,43,14.1,42.5,13.9
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,50.90000000000001,,21.2,,20.5,
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,57.8,,35,,34.3,
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,78.40000000000001,72.40000000000001,76.10000000000001,63.6,75.60000000000001,63.1
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,40.1,,19.1,,17.5,
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,42,,22.1,,20.4,
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,66.7,66.5,60.1,51,56.8,49.90000000000001
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,21.5,,13.6,,12.5,
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,22.4,,17.6,,16.5,
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,32.1,23.9,57.6,28.7,56.7,28.6
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,31.3,,15.9,,14.8,
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,35.9,,23.2,,22.1,
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,60.5,46.40000000000001,62.40000000000001,52.5,61.7,51.90000000000001
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,43.40000000000001,,15.2,,13.5,
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,43.3,,18.2,,16.4,
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,43.1,,55.1,,52,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,36.4,,17.6,,16.7,
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,50.90000000000001,,45.7,,44.7,
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,65.8,50.5,74.60000000000001,48.3,73.5,45.6
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,54.7,,15.1,,14.2,
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,59.1,,23.2,,22.3,
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,85.80000000000001,81.2,72.3,56.8,71.10000000000001,54.90000000000001
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,43.8,,18.4,,17.2,
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,47.6,,27.2,,26,
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,62.2,63.7,61.3,55.6,60.40000000000001,55.1
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,38.40000000000001,,12.3,,10.5,
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,41.7,,17.7,,16,
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,65.2,71.60000000000001,56.40000000000001,25.9,55.3,25.6
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,19.7,,5.9,,5.2,
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,22.1,,10.8,,9.9,
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,45.1,49,56.1,35.5,53.3,31.7
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,48.2,,8.4,,6.800000000000001,
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,49.2,,10,,8.4,
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,72.3,72.10000000000001,46.3,27.4,45.5,26.1
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,48.40000000000001,,7.5,,7.100000000000001,
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,49.1,,9.9,,9.5,
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,57.40000000000001,59.90000000000001,38,19.3,37.6,19
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,47.6,,9.600000000000001,,7.9,
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,48.6,,14.5,,12.8,
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,56.5,51.7,56.90000000000001,51.2,55.90000000000001,50.2
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,55.3,,12.4,,9.4,
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,56.2,,14.2,,11.3,
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,72.2,72.7,47.40000000000001,41.7,47,41.5
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,52.5,,7.7,,6.7,
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,52.90000000000001,,11.1,,9.9,
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,57.90000000000001,53.8,56,45,53.5,42.90000000000001
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,57.8,,6.2,,5.7,
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,60.5,,14.3,,13.7,
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,75.3,66,59.5,28.2,58.3,27.2
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,59.6,,5.4,,3.7,
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,58.90000000000001,,8.800000000000001,,7.2,
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,50.40000000000001,57,52.1,42.40000000000001,50.40000000000001,41.8
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,51.3,,7.9,,7.2,
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,53.5,,16.9,,16.3,
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,64.8,53.6,63.40000000000001,32.2,63.2,32.1
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,57.2,,5.600000000000001,,5.2,
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,58,,9,,8.5,
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,66.2,54.40000000000001,47.40000000000001,19,46.8,18.5
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,39.6,,8.5,,7.300000000000001,
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,49.2,,23,,22.1,
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,72.3,76.5,58,61,57.7,60.7
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,40,,21.3,,19.7,
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,42.90000000000001,,25,,23.5,
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,71.40000000000001,62.7,61.2,52.2,60.90000000000001,52
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,50,,11.6,,8.9,
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,51.3,,14.1,,11.5,
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,65.10000000000001,68.8,41.90000000000001,35.4,41.7,35.1
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,68.10000000000001,,12.9,,11.6,
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,70.7,,19.2,,18,
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,86.60000000000001,84.90000000000001,56.5,49.2,56.2,49.1
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,51.40000000000001,,11.7,,10.3,
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,57.90000000000001,,27.8,,26.9,
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,70.2,56.3,58,39,57.90000000000001,38.8
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,69.60000000000001,,10.9,,10.1,
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,71.3,,15.1,,14.3,
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,83.2,84.10000000000001,44.2,27.9,43.7,27.5
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,57.7,,16.5,,14.7,
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,64.5,,27.7,,26.2,
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,87.80000000000001,85.7,65.5,52,65.2,51.5
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,67.3,,9,,7.2,
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,69.10000000000001,,13.1,,11.5,
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,85.2,82.2,49.1,45.1,49,44.90000000000001
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,69.5,,18.4,,14.8,
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,72.10000000000001,,24.9,,21.9,
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,83.2,79.90000000000001,53,40.7,52.6,40.40000000000001
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,68.5,,14,,12.9,
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,76.3,,32.8,,32.1,
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,88.7,84.30000000000001,62.3,46.3,62.1,46.2
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,64.10000000000001,,12.8,,11.6,
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,70.5,,30.8,,29.9,
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,82.60000000000001,80.7,64.5,55.8,64.2,55.40000000000001
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,68.60000000000001,,15.1,,12.1,
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,68.40000000000001,,18.7,,16,
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,66.7,67.8,50,43.40000000000001,49.8,43.3
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,70.40000000000001,,24.1,,20.2,
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,73,,29.6,,26.5,
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,84.2,87.40000000000001,53.5,52,53.3,51.90000000000001
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,63.5,,14.7,,13.1,
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,65.40000000000001,,19.7,,18.2,
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,81.5,87.40000000000001,60.8,65.40000000000001,60.40000000000001,65
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,54.8,,13.9,,12.9,
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,58.8,,20.2,,19.3,
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,83.90000000000001,80.7,60.8,57,60.5,56
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,39.7,,4,,4,
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,45.2,,10.6,,10.6,
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,73.5,66.3,44.2,12.4,44,12.4
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,56.7,,7.2,,6.800000000000001,
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,60.1,,15.2,,14.8,
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,74.8,81.10000000000001,49.2,43.1,49.1,42.8
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,49.6,,2.6,,2.2,
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,51.6,,5.5,,5.2,
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,66.7,66.2,28,26.6,28,26.6
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,59.90000000000001,,5.5,,5.300000000000001,
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,63.8,,11.8,,11.5,
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,87.80000000000001,94.5,50.8,51.7,49.90000000000001,50.5
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,69.7,,6.4,,6.300000000000001,
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,73.90000000000001,,20.5,,20.3,
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,89.7,82.80000000000001,73.10000000000001,62.8,72.90000000000001,62.6
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,64.8,,9,,8.700000000000001,
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,68.40000000000001,,22.4,,22.1,
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,80,76.5,65.60000000000001,56.90000000000001,65.2,56.7
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,65,,16.9,,16.3,
