id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,lp_inf_man_t,lp_inf_man_1,lp_inf_man_2,lp_inf_man_3,lp_inf_man_4,lp_inf_man_5,lp_inf_man_6,lp_inf_man_7,lp_inf_man_8,lp_inf_man_9,lp_inf_man_10,lp_inf_man_11,lp_inf_man_12,lp_inf_man_13,kl_inf_man_t,kl_inf_man_1,kl_inf_man_2,kl_inf_man_3,kl_inf_man_4,kl_inf_man_5,kl_inf_man_6,kl_inf_man_7,kl_inf_man_8,kl_inf_man_9,kl_inf_man_10,kl_inf_man_11,kl_inf_man_12,kl_inf_man_13
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,104.3,177.8,39.90000000000001,106.4,339.8,,,163.7,260.4,,,,,108.2,906.9000000000001,845.2000000000001,848.2000000000001,536.5,1746.8,,,1388.8,766.5,,,,,5947.200000000001
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,111.7,186.5,48.5,170.1,339.8,,,163.1,267.7,,200.5,,,159.8,1623.9,1985.6,1226.4,1352.4,1746.8,,,1476.1,1726.7,,1672.9,,,4172
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,122.3,204.5,58.90000000000001,391.5,,,,148.6,290.8,,200.5,,,165.3,2645.7,4337.2,1680.1,4190.8,,,,3955,4748,,1672.9,,,3984.2
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,70.7,160.7,47.1,48.90000000000001,386.6,,,127.8,269.2,,,,,104.5,586.6,834.5,545.9,361.5,989.9000000000001,,,729.7000000000001,837.6,,,,,901.6
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,82.60000000000001,183.8,50.1,77.30000000000001,175.4,,75.90000000000001,245.1,269.2,,,,,150.3,871.5,1161.3,739.1,968.6,1997.7,,933.6,1812.9,837.6,,,,,1213
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,106.2,239,56.90000000000001,112.9,152.3,,75.90000000000001,422.3,,,,,,165.7,1437.2,1944.2,1180.7,1727.6,2107.7,,933.6,3450.4,,,,,,1318.3
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,84.7,125.2,68.10000000000001,50.7,,,5.600000000000001,69.60000000000001,70.8,,,,,83.60000000000001,408.8,329.3,519.2000000000001,168.6,,,158.6,397.8,579.7000000000001,,,,,180.1
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,98.2,135.9,80.90000000000001,57.90000000000001,125.9,,6.4,117.3,131.2,,,,,97.5,713,517.1,809.9000000000001,509.2000000000001,2500.5,,159.5,1094.6,1815.6,,,,,433.3
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,130.8,167.8,110.3,86.10000000000001,125.9,,9.1,151.9,229.6,,,,,169.3,1453,1079.1,1475.6,1839,2500.5,,162.3,1599.7,3827.4,,,,,1741.7
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,106.4,146.4,65.40000000000001,104.5,115.1,,13.5,95.7,108.8,,,,285.8,64.5,929.5,372.9,1451.5,1438.5,2417,,112.3,578.7000000000001,812,,,,4580,1548.1
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,106.4,143.5,66.3,117.1,134.4,,43.90000000000001,96.7,246.2,,132.9,,571.7000000000001,73.3,1389.3,643,1639.1,2826.5,4032.9,,535.6,653.2000000000001,7212.1,,717.2000000000001,,3181.7,1413.5
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,106.5,118.6,69,201.5,161.9,,89.90000000000001,131.3,339.2000000000001,,132.9,,605.9,86.80000000000001,3226.1,3012.7,2181.8,12174.9,6341.900000000001,,1173.3,3340.5,11548.3,,717.2000000000001,,3014.6,1206.1
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,39.7,156.7,32.9,66,,,66.2,41.90000000000001,,,,,,56.1,977.9000000000001,872.5,1030.4,3860.1,,,708.2000000000001,560.5,,,,,,1882.4
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,65.60000000000001,381.2000000000001,44.5,82.5,,,84.2,39.5,81.40000000000001,,,,,77.2,1161.1,1666,1158.2,3384.8,,,957,596.1,1285.6,,,,,2173.2
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,191.4,571.4,112.6,91.10000000000001,,,262.4,7.100000000000001,81.40000000000001,,,,,88.30000000000001,2050.3,2337.9,1908.2,3139,,,3413.3,1080.4,1285.6,,,,,2325.5
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,58.1,105.3,56.6,16.9,,,,,,107.1,,,,37.2,3070.2,1906.6,3772.5,284.9,,,,,,2464.1,,,,2095.6
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,56,86,44,16.9,446.4,,20.6,,,107.1,1178.5,,,55.8,2571.7,3475.3,2444.5,284.9,10802.7,,1075.6,,,2464.1,1428.5,,,2142.2
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,53.90000000000001,74.8,32.6,,446.4,,20.6,,,,1178.5,,,149.9,2064.3,4387.8,1244,,10802.7,,1075.6,,,,1428.5,,,2378.4
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,66.90000000000001,54.5,42.90000000000001,106.7,,,,,155.3,,,,,187.5,990.3000000000001,1594.4,546,643,,,,,732.1,,,,,1570.6
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,84,97.90000000000001,46.2,106.9,235.7,,,39.6,158.6,,,,,161,1296.7,1582.4,797.6,1315,11945.5,,,1633.8,920.8000000000001,,,,,1693.7
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,124.7,184.2,56.3,107.4,235.7,,,39.6,182.1,,,,,109.4,2026,1558.8,1591.7,2794.1,11945.5,,,1633.8,2303.4,,,,,1933.1
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,155.2,161,92,130.4,,,,35.7,396.4,,,,,318.3,1183.4,2574.4,738.9000000000001,571.9,,,,150,1640.8,,,,,999.1
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,187.8,192.2,100,149.4,432.1,,,202.8,400.6,,,,,388.6,1853,2856.2,1444.9,896.9000000000001,5160.3,,,2135.2,1494.7,,,,,1974.4
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,287.3,258.2,128.6,309.8,432.1,,,578.7000000000001,420.9,,,,,559.6,3898.8,3450.5,3959.5,3649.3,5160.3,,,6601.3,780.2000000000001,,,,,4349.6
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,56.2,115.8,46,74.10000000000001,,,,123.6,48.3,,,,,51.2,1662.9,4314.1,1405.4,1680,,,,634.7000000000001,1062.2,,,,,802.1
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,109.1,253.9,61.90000000000001,94.80000000000001,277.7,,,123.6,265.7,,,,,59.8,3016.7,4396.3,2839.3,2309.6,3006.2,,,634.7000000000001,2754.2,,,,,908.4000000000001
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,222.7,317.4,118.3,152.4,277.7,,,,854.9000000000001,,,,,150,5922.5,4434.2,7925.3,4061.6,3006.2,,,,7342.3,,,,,2021.1
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,181.2,293.2,159.7,163.1,,,,792.9000000000001,55.7,,,,,421.4,2027.9,3181.1,1638,2101.2,,,,12393.7,348.2000000000001,,,,,2696.1
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,165.6,321,141.9,128.6,165,,,792.9000000000001,55.7,,,,,321.4,2035.2,3746.3,1695.4,1767.2,2826.9,,,12393.7,348.2000000000001,,,,,2758
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,118.7,355.8,77.10000000000001,88.40000000000001,165,,,,,,,,,270,2057.4,4456.2,1904.8,1377.4,2826.9,,,,,,,,,2789.8
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,85.90000000000001,94.10000000000001,58.6,91.90000000000001,,,,,47.3,,,,,257.6,1426.3,3450.9,958.3000000000001,1400,,,,,526.4,,,,,1771.1
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,154.2,123.2,166.7,99.90000000000001,651.6,,,153.6,80.10000000000001,,,,279.2,257.6,1500.9,2317.5,1479,1401.8,1784.3,,,789.6,597,,,,3518.3,1771.1
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,204.5,157,228,124.7,651.6,,,153.6,99.10000000000001,,,,279.2,,1555.9,1006,1774.4,1407.4,1784.3,,,789.6,637.7000000000001,,,,3518.3,
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,96,322.6,27.8,60.5,,,,222.7,57,,,,,,789,2257.9,544.1,613.4,,,,1030.6,327.1,,,,,
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,109.8,316.7000000000001,37.2,60.2,,,,222.7,67,,,,,,1173.7,2683.7,957.3000000000001,607.7000000000001,,,,1030.6,604.7000000000001,,,,,
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,145.6,308.7000000000001,54.1,58.5,,,,,138.4,,,,,,2172.1,3265.7,1698.5,582.5,,,,,2595.1,,,,,
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,94.30000000000001,346.6,55.1,106.6,,,,297.7,180.2,,,,,124.2,794.6,2313.5,467.4,1031.4,,,,3394.5,2070.2,,,,,424.7000000000001
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,137.6,192.3,62.1,141.1,520.4,,,726.8000000000001,180.2,,,,,192,1058,1731.2,638.4000000000001,1089.2,3293.6,,,3391.9,2070.2,,,,,966.7000000000001
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,240.9,124.4,85,357.5,520.4,,,808.4000000000001,,,,,,342,1685.2,1475.2,1191.8,1451.9,3293.6,,,3391.4,,,,,,2166.5
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,75.40000000000001,78.80000000000001,48,157,,,,123.2,65.3,,,,,49.7,1252.6,1751.7,751.7000000000001,1643.4,,,,482.1,2477.2,,,,,466
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,99.7,123.3,59,152.7,,,,123.2,65.3,,,,1971.3,66.3,1521.8,2236.1,937.6,1632.9,,,,482.1,2477.2,,,,5110.3,1392.7
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,163.7,180.9,84.60000000000001,53.6,,,,,,,,,1971.3,164.8,2228.2,2861.7,1367,1392.7,,,,,,,,,5110.3,6888
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,83.90000000000001,104,75.60000000000001,74.90000000000001,202.1,,,43,,,,,,97.40000000000001,1647.4,1409.9,1667.1,657.9000000000001,4356.8,,,91.30000000000001,,,,,,2741.8
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,94,108.5,76.10000000000001,140.4,202.1,,,143.1,,,,,,136.9,1864.7,1498,1835.8,1789.5,4356.8,,,759.9000000000001,,,,,,3296.7
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,130.9,278.5,77.60000000000001,153.3,,,,290.1,,,,,,261.7,2654.9,4852,2447,2012.3,,,,1741.7,,,,,,5050.1
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,105,228.3,81.80000000000001,121.3,,,,74.8,71.40000000000001,,,,,46.3,1189.1,2330.9,917.5,1497.1,,,,740.9000000000001,428.5,,,,,723.5
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,102.4,132.1,87.5,118.4,156.4,,,119.2,71.40000000000001,,,,,72.2,1423.9,1977.1,1167.3,1448.7,4746,,,590.5,428.5,,,,,1442.6
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,97.2,86,102.8,79.60000000000001,156.4,,,160.7,,,,,,121.7,1902.8,1807.4,1849.6,821,4746,,,450,,,,,,2820.4
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,116.6,54.2,70.40000000000001,310.7000000000001,,,14.6,168.4,128.6,,,160.7,3029,98.80000000000001,2036.9,1533.8,1335.1,1665.3,,,119.6,89.7,4463.900000000001,,,342.8,1098.5,3149.8
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,121.1,63.40000000000001,80.10000000000001,294.1,201.1,,14.6,168.4,315,,,160.7,3029,101.5,2146.4,943.3000000000001,1890.8,1583,8883.6,,119.6,89.7,3521.4,,,342.8,1098.5,3571
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,131,71.3,96.60000000000001,143.2,201.1,,,,340.1,,,,,180.6,2385.5,432.5,2832.6,836.1,8883.6,,,,3394.5,,,,,16139.6
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,137.9,104.4,61.6,130.3,119,,,,100.7,,,,,485.6,745.3000000000001,703.5,968.6,323.3,1546,,,,428.5,,,,,1887.5
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,146.2,123,73.10000000000001,108.3,321.3,,56.6,,149.1,,,,,537.1,993.8000000000001,775.3000000000001,1063.9,353.3,4501.1,,756.8000000000001,,2335.3,,,,,1876.6
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,160.9,418.8,82.7,48.5,448.7000000000001,,56.6,,150.2,,,,,623.6,1435.5,1919.2,1143.3,435.1,6361,,756.8000000000001,,2378.4,,,,,1858.4
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,124.6,66.7,338.3,643,142.8,,558.3000000000001,,191.8,,,,,192.3,950,576.6,3561.8,1326.8,7042.3,,3806.4,,3527.4,,,,,1578.9
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,140.4,70,296.4,634.8000000000001,292.4,,558.3000000000001,160.7,177.8,,,,,326,1046.1,599.6,3342.5,1476.2,5752.400000000001,,3806.4,471.4,825.2000000000001,,,,,2057.7
3_29_569_0,2011,Urban,3,India,29,Karnataka,569,Udupi,363.3,541.8000000000001,162.7,597.9,414.6,,,160.7,175.8,,,,,564.6,2398.9,3920.8,2643.3,2152.7,4697.8,,,471.4,440,,,,,2911.5
3_29_570_0,2011,Rural,3,India,29,Karnataka,570,Chikmagalur,93.2,197.1,78.60000000000001,78.2,,,,320.6,,,,,,405.6,1271.8,5150.3,1256,171.6,,,,779.7000000000001,,,,,,1714.7
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,142.2,471.8,85.60000000000001,81.30000000000001,200,,,278.1,,,,,,350.7000000000001,1555,3877.8,1354.7,223.5,2749.8,,,851.1,,,,,,1941.9
3_29_570_0,2011,Urban,3,India,29,Karnataka,570,Chikmagalur,225.4,550.3000000000001,99.90000000000001,101.9,200,,,145.7,,,,,,312.1,2049.2,3514.5,1555.1,570.2000000000001,2749.8,,,1073.5,,,,,,2278.2
3_29_571_0,2011,Rural,3,India,29,Karnataka,571,Tumkur,104.8,105.1,90.40000000000001,90.30000000000001,,,,258,75,,,,,53.6,889.9000000000001,605.9,928.9000000000001,1178.5,,,,3834.3,1570.8,,,,,610.7000000000001
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,150.3,145.2,100.8,192.9,277.4,,,258,121.2,,,1218.3,,312.2000000000001,1684.3,1212.8,1374.3,3902.7,8299.5,,,3834.3,2296.1,,,14178.4,,2793.1
3_29_571_0,2011,Urban,3,India,29,Karnataka,571,Tumkur,273.2,317.7000000000001,125.5,296.8,277.4,,,,269.7,,,1218.3,,353.1,3828.4,3826.4,2424.5,6662.3,8299.5,,,,4627.900000000001,,,14178.4,,3138.5
3_29_572_0,2011,Rural,3,India,29,Karnataka,572,Bangalore,303.3,328.6,120.5,1634.1,,,24.1,968.1,379.8,,,744.6,,164,7980.700000000001,5175.6,1940.4,9332.300000000001,,,5356.700000000001,46750.60000000001,5914.8,,,3085.5,,5281
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,428.7000000000001,1024.4,153.2,212.8,433,,43.3,532.1,663.1,776,816.2000000000001,444.4,,623.7000000000001,3858.5,4273.1,3854.2,1999.3,7656.8,,378.2000000000001,8854.6,4651.3,4177.400000000001,5329.200000000001,4497.7,,4326.8
3_29_572_0,2011,Urban,3,India,29,Karnataka,572,Bangalore,432.9,1043.3,154,199.7,433,,43.3,467.7000000000001,683.2000000000001,776,816.2000000000001,428.2000000000001,,656.6,3719.4,4248.6,3900.9,1931.9,7656.8,,369.1,3254.3,4561.8,4177.400000000001,5329.200000000001,4573.7,,4256.5
3_29_573_0,2011,Rural,3,India,29,Karnataka,573,Mandya,84.2,107.1,36.9,85.7,,,,427.6,145.4,,,,,103.2,694.2000000000001,3078.3,836.2000000000001,223.2,,,,721.7000000000001,887.7000000000001,,,,,1452.8
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,540,4440.400000000001,55.7,86.5,,,1448.9,444.1,148.4,,1133.6,,,183,2159.1,13959,1112.2,521.2000000000001,,,1585.9,2423.2,1131.4,,8432,,,814
3_29_573_0,2011,Urban,3,India,29,Karnataka,573,Mandya,1657.9,8322.4,96.90000000000001,93.7,,,1448.9,463.8,155.3,,1133.6,,,239.1,5751.700000000001,23706.9,1718.7,3165.6,,,1585.9,4462.3,1682,,8432,,,364.6
3_29_574_0,2011,Rural,3,India,29,Karnataka,574,Hassan,66.10000000000001,45,62.1,87.80000000000001,,,,,46,,,,,87.90000000000001,778.1,1485.6,718.9000000000001,201.1,,,,,260.5,,,,,760.6
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,159.4,95.2,70,107.4,345,,,55.40000000000001,70.2,,,,,578.8000000000001,1224.1,1746.2,1107.9,301.6,5072.8,,,366.6,1516.1,,,,,1694.8
3_29_574_0,2011,Urban,3,India,29,Karnataka,574,Hassan,358.6,167.9,96.60000000000001,214.3,345,,,55.40000000000001,77.10000000000001,,,,,1277.1,2175.6,2123.8,2409.5,848.7000000000001,5072.8,,,366.6,1877,,,,,3023.7
3_29_575_0,2011,Rural,3,India,29,Karnataka,575,Dakshina Kannada,40.5,39.1,125.2,153.1,,,,539.2000000000001,107,,,,,128.6,1046.1,1041.7,1417.8,836.8000000000001,,,,3118.3,760.3000000000001,,,,,779.9000000000001
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,53,45.6,116.1,156.3,479.1,,,539.2000000000001,487.6,,1416.8,,,359.5,1191.5,1073.6,3837.2,1032.4,2710.5,,,3118.3,6924.200000000001,,2902.4,,,4872.900000000001
3_29_575_0,2011,Urban,3,India,29,Karnataka,575,Dakshina Kannada,102.2,74.90000000000001,115,168.5,479.1,,,,492.3,,1416.8,,,368,1761.2,1218.7,4146.400000000001,1755.9,2710.5,,,,6999.6,,2902.4,,,5024.5
3_29_576_0,2011,Rural,3,India,29,Karnataka,576,Kodagu,248.3,761.2000000000001,131.6,459.8,,,93.5,345.6,267.2,,,,,329.7000000000001,2210.8,5872.3,1083,4388.8,,,1952,1370.8,5055,,,,,2357.3
3_29_576_0,2011,Total,3,India,29,Karnataka,576,Kodagu,223.2,620.3000000000001,120.9,281.1,323.4,,93.5,463.9,255.1,,,,262.5,156.7,2110,4893.6,1263,2384.6,7344,,1952,1714.8,4574.900000000001,,,,4280.8,1200.6
3_29_576_0,2011,Urban,3,India,29,Karnataka,576,Kodagu,170.2,402.4,93.80000000000001,85.80000000000001,323.4,,,1063.8,186.7,,,,262.5,58.90000000000001,1897.2,3379.5,1714.3,194.1,7344,,,3460.4,1860.8,,,,4280.8,546.4
3_29_577_0,2011,Rural,3,India,29,Karnataka,577,Mysore,88.30000000000001,55.7,77.5,96.7,,,8.9,260.4,28,,,,,89.60000000000001,577,6078.3,688.1,228.8,,,97.80000000000001,328.6,245.1,,,,,2226.6
3_29_577_0,2011,Total,3,India,29,Karnataka,577,Mysore,104.8,333,90.60000000000001,93,100.9,,9.700000000000001,260.4,28,,,,,97.90000000000001,1127,5309.400000000001,1426.8,182.2,3555,,106.1,328.6,245.1,,,,,1376.1
3_29_577_0,2011,Urban,3,India,29,Karnataka,577,Mysore,129.4,413.7000000000001,104.7,84.7,100.9,,17.6,,,,,,,101.7,1947.8,5085.5,2223.6,77.5,3555,,187,,,,,,,982.9000000000001
3_29_578_0,2011,Rural,3,India,29,Karnataka,578,Chamarajanagar,126,220.7,102.3,126.6,,,,132.6,56.90000000000001,,,,,74.7,432.6,2027.9,952,88.30000000000001,,,,1056.6,719,,,,,2851.4
3_29_578_0,2011,Total,3,India,29,Karnataka,578,Chamarajanagar,151.6,81.80000000000001,202.1,126.7,809.9000000000001,,,132.6,305.7,,,,,946,883.5,1110.5,1662.7,100.9,13598.5,,,1056.6,3903,,,,,5068.700000000001
3_29_578_0,2011,Urban,3,India,29,Karnataka,578,Chamarajanagar,217.4,42.5,371.5,189.3,809.9000000000001,,,,911.4000000000001,,,,,1257.7,2043.9,851.4000000000001,2868.1,4323.5,13598.5,,,,11655.6,,,,,5861.900000000001
3_29_579_0,2011,Rural,3,India,29,Karnataka,579,Gulbarga,104.2,143.9,81.60000000000001,,,,,28.8,139,,,,,271.2,1974.1,2818.8,2001.2,,,,,225,919.3000000000001,,,,,1182.6
3_29_579_0,2011,Total,3,India,29,Karnataka,579,Gulbarga,110.3,134.8,81.30000000000001,205.7,,,1349.9,28.8,139,,,,,270.4,2181.6,2618.7,2252.1,2699.8,,,12052.6,225,919.3000000000001,,,,,1328.6
3_29_579_0,2011,Urban,3,India,29,Karnataka,579,Gulbarga,133,83,80.10000000000001,205.7,,,1349.9,,,,,,,269.1,2958.2,1482.4,3189.1,2699.8,,,12052.6,,,,,,,1528.4
3_29_580_0,2011,Rural,3,India,29,Karnataka,580,Yadgir,104.2,143.9,81.60000000000001,,,,,28.8,139,,,,,271.2,1974.1,2818.8,2001.2,,,,,225,919.3000000000001,,,,,1182.6
3_29_580_0,2011,Total,3,India,29,Karnataka,580,Yadgir,110.3,134.8,81.30000000000001,205.7,,,1349.9,28.8,139,,,,,270.4,2181.6,2618.7,2252.1,2699.8,,,12052.6,225,919.3000000000001,,,,,1328.6
3_29_580_0,2011,Urban,3,India,29,Karnataka,580,Yadgir,133,83,80.10000000000001,205.7,,,1349.9,,,,,,,269.1,2958.2,1482.4,3189.1,2699.8,,,12052.6,,,,,,,1528.4
3_29_581_0,2011,Rural,3,India,29,Karnataka,581,Kolar,157.9,130.3,57.7,,174.1,,,446.9,,,,,,386.3,1309.7,1314.4,623.6,,4842.5,,,4691.7,,,,,,1015.9
3_29_581_0,2011,Total,3,India,29,Karnataka,581,Kolar,326.3,473.9,73.2,1169.6,197.7,,,445,85.30000000000001,,,,,355.1,1412.6,1362.3,901.4000000000001,1120,4376.2,,,4709.5,2859.1,,,,,1654.4
3_29_581_0,2011,Urban,3,India,29,Karnataka,581,Kolar,482.2000000000001,604.3000000000001,101.1,1169.6,376,,,337.5,85.30000000000001,,,,,319.4,1507.8,1380.5,1400.3,1120,854.8000000000001,,,5708.1,2859.1,,,,,2386.7
3_29_582_0,2011,Rural,3,India,29,Karnataka,582,Chikkaballapura,201.5,316.2000000000001,64.5,252,,,,318,22.8,,,,,490.1,514.9,555.9,514.5,711.3000000000001,,,,749.9000000000001,291.8,,,,,305.8
3_29_582_0,2011,Total,3,India,29,Karnataka,582,Chikkaballapura,196.1,320.1,79.60000000000001,244.6,,,37.8,303.4,79.10000000000001,,,,,405.5,682.3000000000001,574.8000000000001,735.2000000000001,1824.4,,,163.9,1229.5,577.7000000000001,,,,,655.9000000000001
3_29_582_0,2011,Urban,3,India,29,Karnataka,582,Chikkaballapura,174.9,360.1,129.7,224,,,37.8,286.8,316.4,,,,,111.8,1336.9,771,1466.5,4905.1,,,163.9,1779.2,1782.7,,,,,1871
3_29_583_0,2011,Rural,3,India,29,Karnataka,583,Bangalore Rural,133.6,377.4,60.1,80.40000000000001,,,,521.3000000000001,44.1,,,,,255.2,2858.2,6540,2630.1,2185.5,,,,4076,2415.5,,,,,2163.1
3_29_583_0,2011,Total,3,India,29,Karnataka,583,Bangalore Rural,133.1,142.6,105.2,407.6,341.8,,32.1,380.5,63.6,,,,,192.2,2551,2671.3,2710.3,1614.3,1732.4,,537.8000000000001,2947.7,2665.1,,,,,1884.7
3_29_583_0,2011,Urban,3,India,29,Karnataka,583,Bangalore Rural,132.8,112.8,151.8,724.2000000000001,341.8,,32.1,92.80000000000001,90.10000000000001,,,,,137.6,2341.7,2180.6,2793.2,1061.7,1732.4,,537.8000000000001,642.8000000000001,3004,,,,,1643.7
3_29_584_0,2011,Rural,3,India,29,Karnataka,584,Ramanagara,89.90000000000001,39.6,94.80000000000001,69.2,428.5,,,,155.9,,,,,92.90000000000001,1687.4,1613.4,1699.9,1336.9,5713.8,,,,4823.7,,,,,354.8
3_29_584_0,2011,Total,3,India,29,Karnataka,584,Ramanagara,122.2,50.3,160.6,97.10000000000001,401.3,,,,307.2000000000001,,,,,257,1488.4,413,2055.3,1445.6,5508.5,,,,4589.400000000001,,,,,1366.8
3_29_584_0,2011,Urban,3,India,29,Karnataka,584,Ramanagara,151.5,51.5,288.1,147.2,137.7,,,,476.2000000000001,,,,,706.8000000000001,1308.1,269.9,2744.1,1640.9,3519.4,,,,4327.7,,,,,4139.900000000001
3_2_23_0,2011,Rural,3,India,2,Himachal Pradesh,23,Chamba,291.9,378.6,96.60000000000001,107.4,,,,,248.4,,,,,481.8,9115.6,11857.4,7762,6237.900000000001,,,,,6600.700000000001,,,,,7294.8
3_2_23_0,2011,Total,3,India,2,Himachal Pradesh,23,Chamba,298.4,399.6,131.4,115.9,283.4,,,,243.7,,,,,507.4,9962.300000000001,12183.5,11528.9,5898.8,18324.4,,,,6565.6,,,,,8335
3_2_23_0,2011,Urban,3,India,2,Himachal Pradesh,23,Chamba,331.3,727.3000000000001,176.3,193.1,283.4,,,,187.3,,,,,617.2000000000001,14203,17266.6,16395.4,2826.2,18324.4,,,,6142,,,,,12799.9
3_2_24_0,2011,Rural,3,India,2,Himachal Pradesh,24,Kangra,588.7000000000001,424.5,74.10000000000001,104,219.6,,,,596.9,,,,,4156,3525,4871.900000000001,3804,1326.8,4756.8,,,,6935.5,,,,,7684.900000000001
3_2_24_0,2011,Total,3,India,2,Himachal Pradesh,24,Kangra,581.3000000000001,444.3,78,106.1,221.1,,,,599,,,,,4097.6,3734.8,5205.700000000001,3983.2,1360.1,4704.1,,,,7418,,,,,7918.5
3_2_24_0,2011,Urban,3,India,2,Himachal Pradesh,24,Kangra,420.2000000000001,609.5,129.9,451.7000000000001,241.1,,,,631,,,,,1339.7,8288.700000000001,8001.6,6368.5,7083.900000000001,3985.4,,,,14603.3,,,,,18947.8
3_2_25_0,2011,Rural,3,India,2,Himachal Pradesh,25,Lahul & Spiti,62.2,49.8,33.1,215.7,273.2,,,150,485.8,,,,,1404.6,917.7000000000001,827.4000000000001,525,4857.400000000001,2073,,,8742.1,7182.1,,,,,1568.5
3_2_25_0,2011,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,62.2,49.8,33.1,215.7,273.2,,,150,485.8,,,,,1404.6,917.7000000000001,827.4000000000001,525,4857.400000000001,2073,,,8742.1,7182.1,,,,,1568.5
3_2_25_0,,Urban,3,India,2,Himachal Pradesh,25,Lahul & Spiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_2_26_0,2011,Rural,3,India,2,Himachal Pradesh,26,Kullu,77.40000000000001,150.2,44.6,85.10000000000001,,,,,118.9,,,18.2,,20.4,1275.9,1101.3,792.3000000000001,1960.1,,,,,1896.6,,,1349.9,,435
