id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,lp_inf_man_t,lp_inf_man_1,lp_inf_man_2,lp_inf_man_3,lp_inf_man_4,lp_inf_man_5,lp_inf_man_6,lp_inf_man_7,lp_inf_man_8,lp_inf_man_9,lp_inf_man_10,lp_inf_man_11,lp_inf_man_12,lp_inf_man_13,kl_inf_man_t,kl_inf_man_1,kl_inf_man_2,kl_inf_man_3,kl_inf_man_4,kl_inf_man_5,kl_inf_man_6,kl_inf_man_7,kl_inf_man_8,kl_inf_man_9,kl_inf_man_10,kl_inf_man_11,kl_inf_man_12,kl_inf_man_13
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,180.6,928.3000000000001,39.7,89.5,,,,,814.2000000000001,,,,,,1141.4,2494.8,915.5,409.3,,,,,2021.3,,,,,
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,169.4,1107.2,71,345.7000000000001,381.7000000000001,,,,280.2,,1285.6,,685.7000000000001,326.5,2587.8,4368.1,2305.5,1999.6,3806,15427.3,,,5597.6,,37389.8,,1585.6,3977
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,167,1234.1,77.30000000000001,380.9,381.7000000000001,,,,278.9,,1285.6,,685.7000000000001,326.5,2888.5,5696.400000000001,2586,2217.7,3806,15427.3,,,5605.700000000001,,37389.8,,1585.6,3977
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,387.2000000000001,803,108.8,160.2,164.3,,,263.6,512.7000000000001,,,,,214.3,1687.3,1829.2,1621.8,603.4,2089.1,,,6312.900000000001,2244.2,,,,,2721.2
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,344.5,764.3000000000001,106.3,168.5,367,,,263.6,455.8,,228.6,,,202,1905.5,2120.3,1888,712.1,3402.4,,,6312.900000000001,2086.5,,3571.1,,,2684.4
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,185,338.8,100.6,259.9,434.3,,,,316.6,,228.6,,,171.4,2725.8,5320.200000000001,2498.4,1908.7,3839,,,,1700.6,,3571.1,,,2592.6
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,387.2000000000001,803,108.8,160.2,164.3,,,263.6,512.7000000000001,,,,,214.3,1687.3,1829.2,1621.8,603.4,2089.1,,,6312.900000000001,2244.2,,,,,2721.2
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,344.5,764.3000000000001,106.3,168.5,367,,,263.6,455.8,,228.6,,,202,1905.5,2120.3,1888,712.1,3402.4,,,6312.900000000001,2086.5,,3571.1,,,2684.4
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,185,338.8,100.6,259.9,434.3,,,,316.6,,228.6,,,171.4,2725.8,5320.200000000001,2498.4,1908.7,3839,,,,1700.6,,3571.1,,,2592.6
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,187.2,411.8,80.30000000000001,200.5,178.9,,,107.5,632.1,,,,,100.4,1025.3,1976.5,1077.4,843.4000000000001,3106.9,,,1011.8,3508.6,,,,,3240.4
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,206.8,585.5,81.60000000000001,199.8,357.3,,,107.5,632.1,,,,,256.1,1799.9,4250.8,2082.1,885.5,37692.3,,,1011.8,3508.6,,,,,10861.4
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,482.3,1508,90.90000000000001,132.7,386.6,,,,,,,,,322.7000000000001,12687.8,16330.5,9431,4676.7,43362.9,,,,,,,,,14120.8
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,187.2,411.8,80.30000000000001,200.5,178.9,,,107.5,632.1,,,,,100.4,1025.3,1976.5,1077.4,843.4000000000001,3106.9,,,1011.8,3508.6,,,,,3240.4
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,206.8,585.5,81.60000000000001,199.8,357.3,,,107.5,632.1,,,,,256.1,1799.9,4250.8,2082.1,885.5,37692.3,,,1011.8,3508.6,,,,,10861.4
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,482.3,1508,90.90000000000001,132.7,386.6,,,,,,,,,322.7000000000001,12687.8,16330.5,9431,4676.7,43362.9,,,,,,,,,14120.8
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,154.9,373,69.8,105.8,,,,,1404.4,,,,,452.9,1011.9,1789.7,1126.2,300.7,,,,,11161.9,,,,,3630.2
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,192.6,712.2000000000001,75.90000000000001,105.8,112.5,,,,1477.5,,,,,419.6,1346.9,4008.6,1533.9,300.7,3762.6,,,,10578.6,,,,,3453.7
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,556,921.7000000000001,110.3,,112.5,,,,2045.3,,,,,371.8,4576.2,5379.6,3851.2,,3762.6,,,,6041.3,,,,,3200.9
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,154.9,373,69.8,105.8,,,,,1404.4,,,,,452.9,1011.9,1789.7,1126.2,300.7,,,,,11161.9,,,,,3630.2
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,192.6,712.2000000000001,75.90000000000001,105.8,112.5,,,,1477.5,,,,,419.6,1346.9,4008.6,1533.9,300.7,3762.6,,,,10578.6,,,,,3453.7
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,556,921.7000000000001,110.3,,112.5,,,,2045.3,,,,,371.8,4576.2,5379.6,3851.2,,3762.6,,,,6041.3,,,,,3200.9
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,154.9,373,69.8,105.8,,,,,1404.4,,,,,452.9,1011.9,1789.7,1126.2,300.7,,,,,11161.9,,,,,3630.2
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,192.6,712.2000000000001,75.90000000000001,105.8,112.5,,,,1477.5,,,,,419.6,1346.9,4008.6,1533.9,300.7,3762.6,,,,10578.6,,,,,3453.7
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,556,921.7000000000001,110.3,,112.5,,,,2045.3,,,,,371.8,4576.2,5379.6,3851.2,,3762.6,,,,6041.3,,,,,3200.9
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,186.6,172.3,129.1,71.60000000000001,64.3,,,,202,,,,,392,3637.1,4937.5,3140.3,515.9,3899.7,,,,3593.6,,,,,5382.3
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,326.8,217.1,112.1,75.90000000000001,158,,,688.3000000000001,727.5,,,,,937,4712.900000000001,5255.700000000001,3469.9,514.4,4537.6,,,5584.400000000001,4580.2,,,,,9359.200000000001
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,615.5,412.7000000000001,93.40000000000001,137.4,272.1,,,688.3000000000001,959.4000000000001,,,,,2503.4,6928.200000000001,6646,3832.8,492,5313.900000000001,,,5584.400000000001,5015.6,,,,,20788.7
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,72.7,232.5,61.8,73.60000000000001,,,,,164.4,,,,,,1395.9,3128.6,1494.9,436.2000000000001,,,,16139.8,1673.8,,,,,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,73.2,278,59.5,76.5,,,,,164.4,,,,,,1422.8,3045.8,1506.8,523.7000000000001,,,,16139.8,1673.8,,,,,
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,78.7,516.3000000000001,34.9,124.8,,,,,,,,,,,1735,2495,1635.6,1979.2,,,,,,,,,,
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,186.6,172.3,129.1,71.60000000000001,64.3,,,,202,,,,,392,3637.1,4937.5,3140.3,515.9,3899.7,,,,3593.6,,,,,5382.3
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,326.8,217.1,112.1,75.90000000000001,158,,,688.3000000000001,727.5,,,,,937,4712.900000000001,5255.700000000001,3469.9,514.4,4537.6,,,5584.400000000001,4580.2,,,,,9359.200000000001
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,615.5,412.7000000000001,93.40000000000001,137.4,272.1,,,688.3000000000001,959.4000000000001,,,,,2503.4,6928.200000000001,6646,3832.8,492,5313.900000000001,,,5584.400000000001,5015.6,,,,,20788.7
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,157.7,198.9,91.60000000000001,124.2,,,,16.1,254.5,,128.6,78.5,,310.8,2570.4,5182,1708.5,676.7000000000001,,,,241.1,2813.8,,1821.3,423.4,,2762.6
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,400.9,286.2,136.5,363.8,272.5,2335.5,2165.5,16.1,562.5,,2101.9,201.8,,1160.9,6213.6,7112.6,4122,5817.400000000001,5328.200000000001,36318.5,10645.6,241.1,5400.1,,6824.3,3135.4,,12933
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,682.7000000000001,521,171.6,886.9000000000001,272.5,2335.5,2165.5,,973.8000000000001,,3153.4,999.9000000000001,,1617.2,10433.6,12306.5,6007.8,17039.3,5328.200000000001,36318.5,10645.6,,8855,,9490.300000000001,20691.2,,18392.6
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,157.7,198.9,91.60000000000001,124.2,,,,16.1,254.5,,128.6,78.5,,310.8,2570.4,5182,1708.5,676.7000000000001,,,,241.1,2813.8,,1821.3,423.4,,2762.6
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,400.9,286.2,136.5,363.8,272.5,2335.5,2165.5,16.1,562.5,,2101.9,201.8,,1160.9,6213.6,7112.6,4122,5817.400000000001,5328.200000000001,36318.5,10645.6,241.1,5400.1,,6824.3,3135.4,,12933
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,682.7000000000001,521,171.6,886.9000000000001,272.5,2335.5,2165.5,,973.8000000000001,,3153.4,999.9000000000001,,1617.2,10433.6,12306.5,6007.8,17039.3,5328.200000000001,36318.5,10645.6,,8855,,9490.300000000001,20691.2,,18392.6
3_1_3_0,,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_3_1,,Rural,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_3_0,,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_3_1,,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_3_1,,Urban,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_3_0,,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_4_0,,Rural,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_4_0,,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_4_0,,Urban,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,120.1,127,117.7,,,,,,108.2,,,,,,2552.3,5443.400000000001,1403.2,,,,,,974.9000000000001,,,,,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,196.3,157.8,114.9,142.9,92.7,,,,936.7000000000001,,,,,1626.7,3640.1,5463.400000000001,2051.7,7374.8,12481.1,,,,1820.2,,,,,19389
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,540.5,445,97.7,142.9,92.7,,,,3153.5,,,,,1626.7,8551.700000000001,5649.5,6082.6,7374.8,12481.1,,,,4081.8,,,,,19389
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,181,223.6,62.3,136.3,,,,871.8000000000001,288.1,,,,,238,2642.5,4013.3,1466.7,705,,,,22159.7,3475.4,,,,,425.2000000000001
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,192.6,233.7,70.2,136.5,,,,871.8000000000001,288.9,,,,,444.7000000000001,2932.3,4108.8,2064.9,704.4000000000001,,,,22159.7,3459.2,,,,,3554.4
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,379.5,459.6,141.1,143,,,,,376,,,,,1403.5,7631.8,6248,7437.700000000001,689.3000000000001,,,,,1734.5,,,,,18071.8
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,370.2000000000001,1112.7,78.40000000000001,135.3,,,,298.6,266.8,,,,792.8000000000001,427.1,3246.6,5666.200000000001,2070.5,2514.3,,,,12855.2,1827.4,,,,6578,6991
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,358,975.2000000000001,91.40000000000001,136,342.8,,,298.6,269.7,,,,792.8000000000001,500.8,3806.8,6394.200000000001,2797.2,2296,21155.4,,,12855.2,1896.7,,,,6578,7303.200000000001
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,296.7,407,157.5,138.9,342.8,,,,343.8,,,,,670,6612.8,9403.300000000001,6473.200000000001,1380.3,21155.4,,,,3671.2,,,,,8019.5
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,152.2,320.5,109.3,166.8,181.4,,,102.5,221.1,,,,,76.90000000000001,2494.2,2166,2739,2294.3,353.5,,,962.9000000000001,5559.8,,,,,504.9
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,152.9,369.4,109.8,167.2,181.4,,,102.5,215.2,,,,,129.7,2547.9,2168.2,2729.1,2331.8,353.5,,,962.9000000000001,5560.900000000001,,,,,3123.1
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,157.4,1034.7,111.3,180.9,,,,,108.2,,,,,288.6,2937.1,2198.1,2691.5,3491.9,,,,,5581.700000000001,,,,,11009.6
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,152.2,320.5,109.3,166.8,181.4,,,102.5,221.1,,,,,76.90000000000001,2494.2,2166,2739,2294.3,353.5,,,962.9000000000001,5559.8,,,,,504.9
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,152.9,369.4,109.8,167.2,181.4,,,102.5,215.2,,,,,129.7,2547.9,2168.2,2729.1,2331.8,353.5,,,962.9000000000001,5560.900000000001,,,,,3123.1
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,157.4,1034.7,111.3,180.9,,,,,108.2,,,,,288.6,2937.1,2198.1,2691.5,3491.9,,,,,5581.700000000001,,,,,11009.6
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,89.40000000000001,99.7,42.1,94.10000000000001,,,,62.40000000000001,320.2000000000001,,,,,347.1,571.9,3230,389.2000000000001,475.1,,,,352.1,1104.4,,,,,1143.4
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,91.30000000000001,102,46.5,95.5,,,,66.2,278,,,,,336.7000000000001,591,3111.6,440.6,479.4,,,,376.9,986.3000000000001,,,,,1151.3
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,138.5,123.2,80,176.9,,,,283.9,155.3,,,,,175.7,1063.9,2030.2,827.3000000000001,734.9000000000001,,,,1806.5,642.8000000000001,,,,,1274.9
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,150.2,181.7,96.10000000000001,37,345.8,,,55.5,83,,,,,1748.7,274.5,189.3,347,43,2341.5,,,205.5,280.1,,,,,2100.9
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,131.3,146.4,85.10000000000001,62.2,345.8,,,55.5,83,,,,,1748.7,272.6,190.3,362.1,112.9,2341.5,,,205.5,280.1,,,,,2100.9
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,68.2,43.3,44.1,104.1,,,,,,,,,,,266.2,193.5,417.9,229,,,,,,,,,,
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,193.6,134.4,197.3,56,,,,389.7000000000001,616,,,,471.4,130.8,1050.4,1158.2,706,512.8000000000001,,,,2553.9,716.2000000000001,,,,3856.8,1027.8
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,198.8,134.4,196.1,67.2,,,69.5,389.7000000000001,579.7000000000001,,,,471.4,140.2,1136.7,1158.2,771.7000000000001,571.5,,,566.3000000000001,2553.9,4459.1,,,,3856.8,1051.5
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,300.4,,128.6,186.8,,,69.5,,579.2000000000001,,,,,259.4,2803.9,,4670,1197.2,,,566.3000000000001,,4519.400000000001,,,,,1350.9
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,179,176,111.4,72.40000000000001,,,,,234.3,,,,,1158.1,1488.6,1672.9,1177.7,628.5,,,,,744,,,,,1871.8
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,178.2,184.3,112.9,66.7,320.4,,,209,234.3,,534.9,,,963.4000000000001,1651.5,1849,1023.4,553.6,8600.200000000001,,,3296.8,744,,2573.4,,,3351.7
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,173.9,379.4,115.5,30,320.4,,,209,,,534.9,,,152.7,2471.1,5983.900000000001,762.6,77.7,8600.200000000001,,,3296.8,,,2573.4,,,9515.300000000001
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,83.30000000000001,70.5,107,79.40000000000001,,,,152.5,87.80000000000001,,,,,44,385.5,577.2000000000001,1195.8,159.5,,,,435.1,839.2000000000001,,,,,380.6
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,95.2,98.90000000000001,130.1,79.40000000000001,,,,152.5,93.7,,,,,66.40000000000001,473.7000000000001,634.2000000000001,1512.3,159.5,,,,435.1,854.5,,,,,770.5
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,245.5,394.9,142.4,,,,,,160.9,,,,,217.2,1589,1227.8,1680.2,,,,,,1028.2,,,,,3405
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,54.3,104.8,29.7,64.3,69.10000000000001,,,81.2,49.5,483.8,,214.3,,301.3,505.6,859.6,347.5,375,3128.3,,,882,527.1,3412.3,,1102,,1919.8
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,56.1,104.5,31.3,69.5,72.5,45.7,,83,69.10000000000001,483.8,,214.3,,301.2,561,882.8000000000001,408,512.2000000000001,2828.3,257.1,,897.6,655.1,3412.3,,1102,,1883.4
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,98.10000000000001,91.60000000000001,80.10000000000001,108.5,80.60000000000001,45.7,,85,145.5,,,,,300.4,1906.9,2246.1,2342.4,1535.5,2111.8,257.1,,915.5,1155.4,,,,,1448.2
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,37.5,36.9,110,33.1,,,,,186.4,,,,,170.1,511.7000000000001,573.5,1140.6,319.6,,,,,1466,,,,,1775.7
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,43.2,39,105.4,34.1,,,,,252.6,166.1,,,,808.9000000000001,546.9,593.5,1172.7,326.9,,,,,2945.5,835.6,,,,2415.7
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,271.3,252,95.60000000000001,144.6,,,,,285.7,166.1,,,,982.9000000000001,1945.9,2647.4,1241.8,1070.8,,,,,3685.4,835.6,,,,2590.1
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,34.3,38.8,27.6,24.7,,,,85.7,27.7,,,,,116.5,348.3,335.3,253.9,519.8000000000001,,,,696.4000000000001,384.6,,,,,960.5
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,35.5,38.40000000000001,28.3,27.1,,,,67.5,32.6,,,,,116.5,357.4,345,265.4,531.3000000000001,,,,507.3,390.1,,,,,960.5
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,95.80000000000001,16.5,84.5,95.5,,,,58.5,600,,,,,,794.8000000000001,784.2000000000001,1142.9,861.5,,,,413.4,1028.5,,,,,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,156.4,166.6,135.5,,,,,28.2,156.8,,,,,321.4,1234.3,984.1,1499.2,,,,,357.6,1117,,,,,1435.6
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,310.2000000000001,511.2000000000001,219,,,,692.1,39.7,165.8,,,,,320.4,1918,1804.8,2192.4,,,,2496.2,800.3000000000001,1029.6,,,,,1249.3
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,367.5,707.1,242.7,,,,692.1,40.2,176.2,,,,,320.1,2172.8,2271.4,2388.6,,,,2496.2,818.4000000000001,928.5,,,,,1199.3
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,178.9,152.2,91.90000000000001,120.6,,,,125,,,,33.2,,571.6,1486.3,2631.8,1428.4,838,,,,349.5,,,,1371.1,,900.7000000000001
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,375.5,373.5,109.2,120.6,317.8,,,247.4,114.7,,,33.2,,1117.6,1845.8,613.9,1580.2,838,4498,,,450.9,2038.4,,,1371.1,,4140.2
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,451.4,405,130.1,,317.8,,,272.1,114.7,,,,,1369.2,1984.5,326.5,1763.9,,4498,,,471.4,2038.4,,,,,5633
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,90.90000000000001,115.3,63.6,80,,,,55.90000000000001,39.5,,,,,285.3,703.4000000000001,984.5,671.6,422.4,,,,259.5,495.1,,,,,809.3000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,98.2,117.5,66.40000000000001,78.2,184.1,,,55.90000000000001,89.60000000000001,,,,105.5,254.9,831.6,1026.6,913.5,444.4,2603.4,,,259.5,739.1,,,,536.6,932.6
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,125.7,141.7,69.40000000000001,35.1,184.1,,,,311.3,,,,105.5,154.3,1318.4,1483.8,1177.3,970.6,2603.4,,,,1818.1,,,,536.6,1340.2
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,84.2,116.9,52.2,39.6,,,,49,,,,,,,257.7,328.8,438.6,270.6,,,,149.7,,,,,,
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,97.2,127.4,122.9,66.10000000000001,,,,52,,192.8,327.8,,,71.3,665.6,358.5,928.8000000000001,245.8,,,,969.2000000000001,,2249.8,728.5,,,1261.9
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,132.3,174.8,143.3,117.8,,,,75,,192.8,327.8,,,71.3,1772.1,493.5,1070.6,197.1,,,,7292.6,,2249.8,728.5,,,1261.9
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,63.1,44.7,62.3,78.80000000000001,,,,221,78.30000000000001,,,,,182.4,849.8000000000001,874.3000000000001,620.3000000000001,815.3000000000001,,,,2010.2,917.4000000000001,,,,,990.4000000000001
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,92.2,54.7,74.3,165.4,156.8,,,263.2,88.80000000000001,,,,,179,977.2000000000001,963,859.2000000000001,901.7000000000001,3956,,,1404,965.6,,,,,991.6
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,243.9,272.3,101.3,405.7000000000001,156.8,,,287.8,318.6,,,,,48.2,1639.4,2889.2,1396.6,1141,3956,,,1051.1,2021.3,,,,,1039.2
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,80.5,97.2,81.60000000000001,47.2,,,,54.6,110.9,,,,,,512.3000000000001,474.8,908.4000000000001,397.2000000000001,,,,324.4,417.5,,,,,
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,91.5,118.3,88.10000000000001,51,219.3,,,53.2,110.9,,364.3,,,,545.3000000000001,503.2000000000001,930.6,407.1,2679.4,,,347.1,417.5,,470.7000000000001,,,
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,366.2000000000001,759.9000000000001,164.2,397.1,219.3,,,31.1,,,364.3,,,,1367.5,1364.4,1189.3,1304.9,2679.4,,,707.1,,,470.7000000000001,,,
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,150.9,223.3,57.1,97.40000000000001,926,,,209.5,42.90000000000001,,,,,723.6,600,1396.2,1058.6,173.6,4743.900000000001,,,381.4,270.6,,,,,1860.7
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,150.8,232.9,67.7,97.40000000000001,926,,,209.5,64.2,,,,,786.9000000000001,611,1320.5,916.9000000000001,173.6,4743.900000000001,,,381.4,452.9,,,,,1772.9
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,150.4,389.4,84.90000000000001,,,,,,99.40000000000001,,,,,1475.8,682,90.60000000000001,687,,,,,,755.5,,,,,816.9000000000001
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,150.9,223.3,57.1,97.40000000000001,926,,,209.5,42.90000000000001,,,,,723.6,600,1396.2,1058.6,173.6,4743.900000000001,,,381.4,270.6,,,,,1860.7
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,150.8,232.9,67.7,97.40000000000001,926,,,209.5,64.2,,,,,786.9000000000001,611,1320.5,916.9000000000001,173.6,4743.900000000001,,,381.4,452.9,,,,,1772.9
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,150.4,389.4,84.90000000000001,,,,,,99.40000000000001,,,,,1475.8,682,90.60000000000001,687,,,,,,755.5,,,,,816.9000000000001
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,95.5,106.5,129.6,41,,,,,53.3,,225,,,91.80000000000001,824.7000000000001,1507.9,802.8000000000001,316.6,,,,,157.6,,1457,,,666.4000000000001
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,98.30000000000001,124.9,122.7,47.40000000000001,155.3,,,,53.90000000000001,,125.8,,,92.10000000000001,842.9000000000001,1548.1,838,467.3,2684.4,,,,194.9,,944.3000000000001,,,666.8000000000001
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,149.6,497.1,58.1,55.3,155.3,,,,70.3,,98.60000000000001,,,1014.6,1175.8,2361.7,1164.1,654.9000000000001,2684.4,,,,1147,,803.5,,,1832
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,91,160.1,115,59.3,,,154.3,68.60000000000001,19,,,,,429,560,864.6,1196.3,388.1,,,972.8000000000001,573.2000000000001,332.1,,,,,1251
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,94.30000000000001,161.5,104.8,59.7,34.3,,154.3,68.90000000000001,19,1185.6,,,,396.4,652.6,855.3000000000001,1344.4,390.6,867.8000000000001,,972.8000000000001,572.4,332.1,2021.3,,,,1891.7
