id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,est_sh_6,est_sh_7,est_sh_8,est_sh_9,est_sh_11,own_fen,own_men,size
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,72.2,12.9,,7.300000000000001,7.600000000000001,5,95,2
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,71.40000000000001,10.9,,8.4,9.300000000000001,4,96,2
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,69.2,5.2,,11.4,14.2,2,98,2
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,42.7,41.2,,3.5,12.6,5,95,2
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,56.5,21.5,.1,9.4,12.6,5,95,2
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,66,7.9,.2,13.4,12.5,6,94,2
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,42.7,41.2,,3.5,12.6,5,95,2
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,56.5,21.5,.1,9.4,12.6,5,95,2
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,66,7.9,.2,13.4,12.5,6,94,2
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,62.6,23.3,,8.800000000000001,5.300000000000001,4,96,1
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,64.8,20.8,,8,6.4,5,95,1
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,78.60000000000001,4.800000000000001,,3.2,13.5,5,95,2
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,43.3,32.8,,14.3,9.600000000000001,3,97,1
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,47.1,27.4,,14,11.5,4,96,1
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,64.60000000000001,2.7,,12.5,20.2,5,95,2
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,48.40000000000001,26.6,,4.5,20.6,5,95,2
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,50.1,21.4,,7.9,20.6,4,96,2
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,54.5,8.1,,16.6,20.7,2,98,2
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,71.2,19.9,,.6000000000000001,8.300000000000001,0,100,2
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,72.10000000000001,18.2,,1.5,8.200000000000001,0,100,2
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,79.60000000000001,3.5,,9.4,7.5,0,100,2
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,71.2,19.9,,.6000000000000001,8.300000000000001,0,100,2
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,72.10000000000001,18.2,,1.5,8.200000000000001,0,100,2
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,79.60000000000001,3.5,,9.4,7.5,0,100,2
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,74.8,7,.4,0,17.8,0,100,1
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,74.10000000000001,6.9,.5,.3,18.2,0,100,1
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,68.7,6.100000000000001,1.4,2.1,21.7,4,96,2
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,50.90000000000001,6.300000000000001,,1.8,41,3,97,1
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,51.6,6.9,.1,1.9,39.5,3,97,1
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,58.7,12.5,1.5,2.6,24.8,3,97,1
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,75.90000000000001,12,,1.6,10.6,0,100,1
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,66.90000000000001,13.1,,5.600000000000001,14.4,1,99,1
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,51.6,15.1,,12.5,20.9,2,98,1
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,50.1,22.7,1.1,12.2,13.9,0,100,1
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,57.7,17.6,1.7,9.600000000000001,13.4,1,99,1
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,81.80000000000001,1.3,3.5,1.5,11.9,4,96,2
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,27,23.5,,,49.40000000000001,0,100,1
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,37,20.4,,.8,41.8,0,100,1
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,78.80000000000001,7.300000000000001,,4.4,9.5,0,100,1
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,71,8.200000000000001,4.9,.3,15.7,13,87,1
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,69.40000000000001,9.1,5.100000000000001,1,15.3,12,88,2
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,54.40000000000001,18.7,7.9,7.7,11.3,2,98,2
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,79.80000000000001,5.800000000000001,,1.4,13,4,96,2
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,77.90000000000001,5.9,,2.1,14.1,4,96,2
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,70.8,6.300000000000001,,4.600000000000001,18.3,3,97,2
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,84.90000000000001,7.9,,1.8,5.4,7,93,2
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,82,8.9,,2.3,6.800000000000001,7,93,2
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,45.90000000000001,20.6,,9.1,24.4,10,90,2
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,77.5,4.5,1.6,1.9,14.6,0,100,1
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,73.60000000000001,6.600000000000001,.9,.6000000000000001,18.3,1,99,1
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,72.5,7.2,.7000000000000001,.3,19.4,1,99,1
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,69.7,5.9,3.3,.2,21,2,98,1
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,68.5,8.300000000000001,2.8,1.7,18.7,3,97,1
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,67.8,9.9,2.5,2.7,17.1,3,97,2
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,61.8,14.4,2.8,1,19.9,7,93,2
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,63.6,11.5,2.4,1.6,20.9,6,94,2
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,69,2.8,1.2,3.3,23.7,5,95,2
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,52.8,30.8,2.8,1.1,12.5,4,96,2
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,44.8,29.5,2.9,1.8,21,8,92,2
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,37.6,28.2,3,2.4,28.7,12,88,1
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,48,6.9,.5,.7000000000000001,43.90000000000001,0,100,1
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,50.3,6.7,.5,.8,41.6,1,99,1
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,66.90000000000001,5.4,.7000000000000001,1.9,25.1,5,95,2
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,68.40000000000001,4.5,2.2,1.4,23.5,3,97,2
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,68.8,4.5,2.1,1.4,23.3,3,97,2
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,73.40000000000001,4.100000000000001,1.3,1.3,20,3,97,2
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,58.5,8.700000000000001,,4.800000000000001,28,1,99,1
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,54.2,10.5,,5.100000000000001,30.1,2,98,1
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,46.3,13.9,,5.800000000000001,34,5,95,2
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,58.5,8.700000000000001,,4.800000000000001,28,1,99,1
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,54.2,10.5,,5.100000000000001,30.1,2,98,1
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,46.3,13.9,,5.800000000000001,34,5,95,2
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,79.40000000000001,5.600000000000001,6,.1,8.9,2,98,2
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,77.90000000000001,5.800000000000001,5.600000000000001,.3,10.4,2,98,2
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,61.90000000000001,7.600000000000001,1.4,3,26,1,99,2
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,87.10000000000001,1.1,.6000000000000001,1.8,9.4,2,98,1
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,85.7,1.7,.7000000000000001,2.3,9.700000000000001,3,97,1
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,73,6.300000000000001,1.9,6.600000000000001,12.2,4,96,2
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,78.40000000000001,9.9,.1,.4,11.2,2,98,1
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,73.5,11,.1,1.2,14.3,2,98,2
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,65.90000000000001,12.7,,2.5,19,3,97,2
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,78.40000000000001,9.9,.1,.4,11.2,2,98,1
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,73.5,11,.1,1.2,14.3,2,98,2
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,65.90000000000001,12.7,,2.5,19,3,97,2
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,64.10000000000001,9.700000000000001,4.800000000000001,.5,20.9,14,86,2
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,65.3,9.4,4.2,.6000000000000001,20.5,13,87,2
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,71.5,7.7,.6000000000000001,1.4,18.8,12,88,2
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,70.5,,,,29.5,3,97,2
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,71.8,.5,,.5,27.2,3,97,2
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,79.2,3.3,,3.3,14.2,2,98,2
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,92.7,.7000000000000001,1.1,.1,5.4,41,59,1
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,88.30000000000001,1.1,1,1.5,8.1,36,64,1
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,66.8,3,.2,8.6,21.3,11,89,2
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,56,20.5,,0,23.5,6,94,1
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,55.5,18.9,.6000000000000001,.4,24.5,6,94,1
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,51.6,4.7,5.600000000000001,4.100000000000001,34,10,90,2
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,69.40000000000001,7,8.1,1.2,14.3,12,88,2
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,67.10000000000001,7.800000000000001,7.5,2,15.6,12,88,2
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,55.2,12,4.3,6.5,22,11,89,2
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,60.8,5.5,14.5,.4,18.9,18,82,2
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,68.10000000000001,4.7,7.5,3.3,16.3,16,84,2
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,74.10000000000001,4.100000000000001,1.8,5.7,14.3,13,87,2
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,56.1,5.600000000000001,20,.7000000000000001,17.7,36,64,2
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,54.2,16.5,10.7,3.6,15.1,21,79,2
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,52.2,27.7,1,6.7,12.4,5,95,2
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,45.3,6.300000000000001,20.3,3.9,24.2,25,75,2
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,47,6.100000000000001,19.4,4.3,23.2,24,76,2
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,68.90000000000001,3.7,8.5,8.700000000000001,10.2,9,91,2
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,60.40000000000001,12.4,21.7,.1,5.4,33,67,2
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,61.2,14.4,14.3,.9,9.200000000000001,25,75,2
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,62.5,17.7,1.4,2.5,15.9,12,88,2
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,71.2,4.4,9.9,.4,14.1,21,79,2
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,70.2,5.5,9.800000000000001,.4,14.1,20,80,2
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,58.1,18.9,8,.5,14.4,11,89,2
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,80.40000000000001,5.4,1.2,4.2,8.800000000000001,21,79,2
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,79.10000000000001,5.800000000000001,1.5,4.100000000000001,9.5,20,80,2
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,61.2,11.8,5.4,2.7,18.9,2,98,2
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,63.40000000000001,3.5,14.1,.1,18.9,17,83,2
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,65.3,4.3,12,1,17.4,15,85,2
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,75.8,8.6,.7000000000000001,5.300000000000001,9.600000000000001,3,97,2
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,54.8,8.4,12.9,2,22,12,88,2
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,55.90000000000001,12.4,9.9,3.7,18.1,10,90,2
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,59.7,25.7,.1,9.1,5.300000000000001,3,97,2
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,51,13.9,16,2.8,16.4,16,84,2
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,52,14,14.9,2.8,16.2,15,85,2
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,66.60000000000001,16.4,.3,3.5,13.2,3,97,2
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,40.8,13.1,15,5.300000000000001,25.8,15,85,3
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,45.7,11.5,12.8,5.800000000000001,24.3,13,87,3
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,71,3.3,1.2,8.200000000000001,16.3,3,97,3
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,50.3,7.4,10,1.3,31,11,89,2
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,58.7,5.9,8.1,1.6,25.7,11,89,2
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,72.90000000000001,3.3,5,2.1,16.6,10,90,3
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,60,8.700000000000001,10,4.4,16.8,10,90,2
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,60,9,9.4,5,16.6,9,91,2
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,60.1,10.6,4.9,8.9,15.5,3,97,2
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,55.90000000000001,6.9,18.3,.1,18.8,20,80,3
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,56.7,7.100000000000001,16.1,1.2,18.9,18,82,3
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,61.40000000000001,8.200000000000001,3.1,7.9,19.4,8,92,2
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,54.5,10.1,14.9,2.8,17.7,21,79,3
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,54.8,9.800000000000001,12.6,3.5,19.3,18,82,3
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,56.40000000000001,8.300000000000001,.6000000000000001,7.4,27.3,3,97,2
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,53,9.200000000000001,12.2,.3,25.3,12,88,3
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,54.8,8.6,11.3,1.2,24.2,11,89,3
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,68,3.6,4.3,8.4,15.7,4,96,2
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,46.7,6.100000000000001,19.9,3.6,23.7,22,78,3
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,50.2,9.700000000000001,11.8,7.800000000000001,20.5,14,86,2
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,54.5,14.1,1.8,13.1,16.6,4,96,2
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,51.90000000000001,7,17.3,.2,23.5,20,80,3
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,52.7,8.700000000000001,13.7,2.7,22.1,17,83,3
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,55,13.5,3.4,10,18.2,10,90,2
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,81.7,5.2,.4,3.1,9.5,42,58,1
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,75,4,4.2,6.4,10.5,33,67,2
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,59.1,1.2,12.9,14.2,12.6,12,88,2
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,73.8,2.7,15.3,3.4,4.9,14,86,2
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,66.3,4.5,11.8,3.5,14,13,87,2
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,46.40000000000001,9.5,2.3,3.7,38.1,11,89,2
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,92.40000000000001,.3,4.800000000000001,.5,2,20,80,3
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,91.40000000000001,.7000000000000001,4.9,.7000000000000001,2.3,20,80,3
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,64.40000000000001,11.3,7.5,7.100000000000001,9.600000000000001,29,71,2
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,62.2,4.7,6.2,1.2,25.7,37,63,2
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,61.90000000000001,4.7,6.100000000000001,1.2,26.1,36,64,2
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,54.3,4.7,2.1,3,36,8,92,2
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,62.3,2.5,19.2,2.2,13.8,24,76,2
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,62,5.2,15.5,3.1,14.3,23,77,2
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,60.6,15.4,1.4,6.300000000000001,16.3,20,80,2
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,78.5,4.800000000000001,9.9,0,6.7,15,85,2
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,76,6,8.800000000000001,1.1,8.1,14,86,2
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,54.8,15.7,,9.800000000000001,19.6,7,93,2
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,56.2,4.5,19.6,4.600000000000001,15.1,23,77,2
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,56.40000000000001,4.3,18.3,4.7,16.2,21,79,2
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,58.40000000000001,2.4,8,5.7,25.5,6,94,2
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,73.3,5.100000000000001,5.600000000000001,1,15,10,90,2
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,73.40000000000001,4.9,5.100000000000001,2,14.6,10,90,2
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,74,3,,12.7,10.3,3,97,2
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,78,1.8,10.5,.1,9.600000000000001,22,78,1
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,76.7,2.8,9.4,.3,10.9,20,80,1
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,67.60000000000001,10,1.3,1,20.1,8,92,2
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,63.1,5.7,6.7,,24.5,13,87,1
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,63.7,6.5,6,,23.8,12,88,1
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,68.90000000000001,13.1,,,17.9,5,95,1
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,54.8,37.9,.9,.5,5.800000000000001,7,93,1
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,60.2,29.4,.7000000000000001,.8,8.9,6,94,1
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,77.2,2.5,,1.8,18.5,4,96,2
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,84.5,4.9,7.600000000000001,,3,25,75,2
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,83.30000000000001,5.4,7,.1,4.2,23,77,2
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,70.8,11,1.4,.8,16,5,95,2
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,62.2,5.800000000000001,,,32,2,98,1
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,63.6,5,,2.2,29.3,1,99,1
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,65.5,3.8,,5.2,25.5,1,99,2
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,60,4.7,,.9,34.4,0,100,2
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,63.8,5.300000000000001,0,1.9,29,1,99,2
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,74.90000000000001,7.2,.2,4.600000000000001,13.2,4,96,2
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,58.1,5,,.2,36.7,0,100,2
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,60.7,4.800000000000001,,.5,34,1,99,2
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,80.10000000000001,2.9,,2.6,14.4,8,92,2
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,77.90000000000001,2.5,,1.2,18.4,0,100,2
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,76.40000000000001,2.1,,2.3,19.2,1,99,2
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,72.40000000000001,1.3,,5.100000000000001,21.2,2,98,2
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,72.10000000000001,1.2,2,6.100000000000001,18.6,3,97,2
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,63.6,5.7,3.7,9.9,17.1,6,94,2
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,56.5,9.5,5.100000000000001,13.1,15.8,8,92,2
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,68.40000000000001,.2,,4.100000000000001,27.2,1,99,2
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,70.2,.7000000000000001,.5,4.3,24.3,3,97,2
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,75.10000000000001,1.9,1.8,4.800000000000001,16.5,7,93,2
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,70.90000000000001,2,3.3,2.3,21.5,5,95,2
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,69.40000000000001,7.100000000000001,1.4,6.100000000000001,15.9,4,96,2
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,68.7,9.600000000000001,.5,7.9,13.2,3,97,3
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,71.40000000000001,,,3.2,25.4,6,94,1
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,69.40000000000001,1.3,,4.600000000000001,24.7,7,93,1
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,63.2,5.2,,8.9,22.6,8,92,2
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,55.6,8.300000000000001,19.4,8.300000000000001,8.300000000000001,14,86,2
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,51.90000000000001,10.7,10.2,6.100000000000001,21.2,13,87,2
