id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,road_lng_t,road_lng_h,road_lng_r,road_lng_o,road_int_t,road_int_h,road_int_r,road_int_o,station_nmb_t,station_nmb_r,station_nmb_m,station_den_t,station_den_r,station_den_m
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,69.8,47.5,19.7,2.6,832,567,235,31,1,1,0,11.92,11.92,0
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,70.3,43.2,27.1,0,27.6,17,10.6,0,0,0,0,0,0,0
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,99.2,59.2,40,0,38.3,22.9,15.5,0,0,0,0,0,0,0
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,28.9,16,12.9,0,682,377,304,0,0,0,0,0,0,0
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,233,122,111,0,57.7,30.1,27.5,0,2,2,0,.49,.49,0
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,254,140,114,0,62.2,34.4,27.9,0,3,3,0,.73,.73,0
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,20.9,18.4,2.5,0,505,445,60.1,0,1,1,0,24.12,24.12,0
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,349,222,120,7.5,91.80000000000001,58.3,31.4,2,0,0,0,0,0,0
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,403,229,124,49.5,105,59.7,32.3,12.9,0,0,0,0,0,0
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,53.5,7.2,4.3,42,1645,221,134,1291,0,0,0,0,0,0
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,138,55.40000000000001,78.60000000000001,4.5,89.30000000000001,35.7,50.7,2.9,5,5,0,3.23,3.23,0
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,158,72.7,79.5,6.2,97,44.5,48.7,3.8,6,6,0,3.67,3.67,0
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,20,17.3,.9,1.7,237,205,11.1,20.6,1,1,0,11.85,11.85,0
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,755,419,327,9,153,84.7,66.2,1.8,4,4,0,.8100000000000001,.8100000000000001,0
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,809,464,332,12.7,162,92.90000000000001,66.5,2.5,7,7,0,1.4,1.4,0
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,54.2,45.1,5.4,3.7,1009,840,100,68.60000000000001,3,3,0,55.84,55.84,0
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,390,281,109,0,164,118,46,0,1,1,0,.42,.42,0
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,469,336,133,0,191,137,54.2,0,7,7,0,2.85,2.85,0
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,78.7,55.1,23.7,0,1089,762,327,0,6,6,0,82.98,82.98,0
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,199,171,27.6,0,87,74.90000000000001,12.1,0,0,0,0,0,0,0
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,204,175,29.2,0,89,76.2,12.7,0,0,0,0,0,0,0
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,5.7,4.100000000000001,1.6,0,412,294,118,0,0,0,0,0,0,0
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,223,194,25.9,3.2,118,103,13.7,1.7,4,4,0,2.12,2.12,0
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,264,207,34.5,22.5,138,108,18,11.7,7,7,0,3.65,3.65,0
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,40.90000000000001,13,8.6,19.3,1599,509,335,756,3,3,0,117,117,0
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,190,176,14.6,0,101,93.40000000000001,7.800000000000001,0,0,0,0,0,0,0
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,198,181,16.6,0,104,95.30000000000001,8.700000000000001,0,1,1,0,.53,.53,0
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,7.100000000000001,5.100000000000001,2,0,456,328,128,0,1,1,0,64.07000000000001,64.07000000000001,0
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,414,320,91,2.9,245,190,53.90000000000001,1.7,17,17,0,10.07,10.07,0
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,659,522,121,15.7,323,256,59.3,7.7,35,35,0,17.16,17.16,0
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,245,202,30,12.7,698,577,85.40000000000001,36.3,18,18,0,51.29,51.29,0
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,240,160,78.60000000000001,1,97.7,65.3,32,.4,7,7,0,2.85,2.85,0
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,438,278,146,14.6,152,96.2,50.40000000000001,5.100000000000001,16,16,0,5.54,5.54,0
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,198,118,67,13.7,460,273,156,31.7,9,9,0,20.88,20.88,0
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,98.7,42.40000000000001,56.3,0,63.1,27.1,36,0,1,1,0,.64,.64,0
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,115,51.6,63.3,0,72.8,32.7,40.1,0,1,1,0,.63,.63,0
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,16.2,9.300000000000001,7,0,1032,588,444,0,0,0,0,0,0,0
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,273,219,49.3,4.3,80.80000000000001,64.90000000000001,14.6,1.3,2,2,0,.59,.59,0
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,621,369,67.5,185,175,104,19,52.1,5,5,0,1.41,1.41,0
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,348,149,18.2,181,1991,853,104,1034,3,3,0,17.15,17.15,0
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,285,193,92.30000000000001,.6000000000000001,65.5,44.2,21.2,.1,2,2,0,.46,.46,0
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,321,217,102,1.9,72.10000000000001,48.7,23,.4,5,5,0,1.12,1.12,0
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,35.9,24.5,10,1.3,370,253,103,13.8,3,3,0,30.96,30.96,0
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,289,153,136,0,70.3,37.2,33.1,0,1,1,0,.24,.24,0
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,306,162,144,0,73.90000000000001,39.2,34.7,0,2,2,0,.48,.48,0
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,17,9.4,7.600000000000001,0,546,301,245,0,1,1,0,32.06,32.06,0
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,415,353,54.6,7.300000000000001,98.60000000000001,83.90000000000001,13,1.7,4,4,0,.9500000000000001,.9500000000000001,0
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,502,400,62.90000000000001,38.5,117,93.30000000000001,14.6,9,4,4,0,.9300000000000001,.9300000000000001,0
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,86.90000000000001,47.5,8.300000000000001,31.2,1025,560,97.90000000000001,368,0,0,0,0,0,0
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,114,106,8.200000000000001,0,103,95.60000000000001,7.4,0,6,6,0,5.4,5.4,0
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,177,168,9,0,133,126,6.800000000000001,0,12,12,0,8.99,8.99,0
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,62.40000000000001,61.6,.8,0,281,277,3.8,0,6,6,0,26.97,26.97,0
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,340,293,46.5,0,90.5,78.10000000000001,12.4,0,4,4,0,1.07,1.07,0
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,360,306,54.6,0,95.30000000000001,80.90000000000001,14.4,0,6,6,0,1.59,1.59,0
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,20.7,12.6,8.1,0,744,453,291,0,2,2,0,71.91,71.91,0
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,253,119,132,2.4,138,64.8,71.90000000000001,1.3,0,0,0,0,0,0
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,274,133,138,2.6,147,71.7,74.10000000000001,1.4,2,2,0,1.07,1.07,0
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,20.7,14.6,6,.2,771,542,223,6.300000000000001,2,2,0,74.41,74.41,0
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,493,369,123,1.2,103,77.2,25.6,.3,4,4,0,.84,.84,0
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,774,506,219,49.7,153,99.90000000000001,43.2,9.800000000000001,9,9,0,1.78,1.78,0
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,281,136,96.2,48.40000000000001,1014,492,347,175,5,5,0,18.04,18.04,0
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,151,107,44.40000000000001,0,57.2,40.40000000000001,16.8,0,1,1,0,.38,.38,0
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,167,123,44.40000000000001,0,62.5,45.90000000000001,16.6,0,1,1,0,.37,.37,0
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,16.1,16.1,0,0,456,456,0,0,0,0,0,0,0,0
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,390,202,188,0,74.5,38.5,35.9,0,0,0,0,0,0,0
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,407,219,189,0,77.40000000000001,41.5,35.9,0,0,0,0,0,0,0
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,16.9,16.4,.5,0,703,683,19.8,0,0,0,0,0,0,0
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,138,138,0,0,36.8,36.8,0,0,3,3,0,.8,.8,0
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,145,145,0,0,38.3,38.3,0,0,3,3,0,.79,.79,0
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,7,7,0,0,172,172,0,0,0,0,0,0,0,0
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,561,441,115,5.7,79.5,62.5,16.2,.8,4,4,0,.5700000000000001,.5700000000000001,0
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,655,489,147,18.6,91.30000000000001,68.2,20.5,2.6,10,10,0,1.39,1.39,0
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,93.40000000000001,48.2,32.4,12.8,825,426,286,113,6,6,0,52.99,52.99,0
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,230,173,56.90000000000001,.3,89.7,67.40000000000001,22.2,.1,8,8,0,3.12,3.12,0
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,260,200,59.1,1,98.7,75.90000000000001,22.5,.4,12,12,0,4.560000000000001,4.560000000000001,0
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,30,27.1,2.2,.7000000000000001,430,387,32,10.7,4,4,0,57.25,57.25,0
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,351,271,79.80000000000001,0,60.3,46.6,13.7,0,1,1,0,.17,.17,0
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,390,305,84.80000000000001,0,66.3,51.90000000000001,14.4,0,2,2,0,.34,.34,0
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,39.2,34.2,5,0,601,524,76.80000000000001,0,1,1,0,15.33,15.33,0
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,142,96.60000000000001,45.2,0,71.3,48.5,22.7,0,1,1,0,.5,.5,0
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,213,143,69.7,1,98.60000000000001,65.90000000000001,32.2,.4,5,5,0,2.31,2.31,0
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,71.60000000000001,46.1,24.5,1,408,263,140,5.5,4,4,0,22.78,22.78,0
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,428,324,104,0,66.60000000000001,50.5,16.2,0,5,5,0,.78,.78,0
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,507,393,114,0,76.90000000000001,59.7,17.3,0,10,10,0,1.52,1.52,0
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,78.7,68.7,9.9,0,477,417,60.2,0,5,5,0,30.32,30.32,0
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,174,149,25.1,0,58.2,49.8,8.4,0,0,0,0,0,0,0
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,190,162,27.9,0,63.2,54,9.300000000000001,0,0,0,0,0,0,0
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,16.1,13.2,2.9,0,1102,906,197,0,0,0,0,0,0,0
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,537,330,189,17.8,57,35.1,20,1.9,6,6,0,.64,.64,0
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,1391,439,304,649,144,45.3,31.4,66.90000000000001,10,10,0,1.03,1.03,0
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,855,108,115,631,3107,394,419,2294,4,4,0,14.55,14.55,0
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,466,393,72.40000000000001,.6000000000000001,56.90000000000001,48,8.800000000000001,.1,3,3,0,.37,.37,0
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,561,475,77,9.4,67,56.7,9.200000000000001,1.1,7,7,0,.84,.84,0
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,94.5,81.10000000000001,4.600000000000001,8.800000000000001,519,445,25.1,48.3,4,4,0,21.97,21.97,0
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,519,405,105,9.4,50.2,39.2,10.1,.9,6,6,0,.58,.58,0
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,567,448,109,9.4,54.2,42.90000000000001,10.5,.9,8,8,0,.77,.77,0
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,47.40000000000001,42.90000000000001,4.5,0,466,421,44.7,0,2,2,0,19.65,19.65,0
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,337,308,28.4,0,94.80000000000001,86.80000000000001,8,0,2,2,0,.5600000000000001,.5600000000000001,0
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,401,371,29.8,0,109,101,8.1,0,5,5,0,1.36,1.36,0
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,64.40000000000001,63,1.5,0,521,509,11.8,0,3,3,0,24.24,24.24,0
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,245,222,19.2,4.5,102,92,8,1.9,0,0,0,0,0,0
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,296,265,26.3,4.600000000000001,117,105,10.4,1.8,1,1,0,.4,.4,0
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,50.7,43.5,7.100000000000001,.1,415,356,58.1,.8,1,1,0,8.17,8.17,0
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,284,226,48.2,10.5,113,89.30000000000001,19.1,4.100000000000001,0,0,0,0,0,0
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,311,243,57.1,10.5,121,94.80000000000001,22.3,4.100000000000001,0,0,0,0,0,0
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,26.6,17.7,9,0,669,444,225,0,0,0,0,0,0,0
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,160,143,17.7,0,95.60000000000001,85.10000000000001,10.6,0,1,1,0,.6,.6,0
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,206,178,28.4,0,119,102,16.3,0,1,1,0,.58,.58,0
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,45.90000000000001,35.3,10.7,0,742,569,173,0,0,0,0,0,0,0
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,285,271,2.3,11.3,78.7,75,.6000000000000001,3.1,2,2,0,.55,.55,0
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,486,435,33.3,17.7,127,114,8.700000000000001,4.600000000000001,4,4,0,1.05,1.05,0
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,202,164,31,6.4,963,784,148,30.6,2,2,0,9.560000000000001,9.560000000000001,0
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,569,362,180,26.5,204,130,64.5,9.5,8,8,0,2.86,2.86,0
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,603,393,183,27.1,209,136,63.40000000000001,9.4,9,9,0,3.12,3.12,0
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,34.1,30.8,2.7,.6000000000000001,380,343,30.3,6.2,1,1,0,11.12,11.12,0
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,338,221,110,6.800000000000001,77.90000000000001,51,25.3,1.6,2,2,0,.46,.46,0
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,378,255,117,6.800000000000001,85.7,57.8,26.4,1.5,3,3,0,.6800000000000001,.6800000000000001,0
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,40.6,33.8,6.800000000000001,0,507,423,84.40000000000001,0,1,1,0,12.5,12.5,0
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,594,416,107,71.60000000000001,96.7,67.7,17.4,11.7,2,2,0,.33,.33,0
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,703,480,134,89.40000000000001,111,75.90000000000001,21.2,14.1,4,4,0,.63,.63,0
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,109,63.90000000000001,26.8,17.8,610,359,151,100,2,2,0,11.24,11.24,0
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,265,224,40.8,0,69.2,58.5,10.7,0,0,0,0,0,0,0
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,285,238,47.2,0,73.5,61.40000000000001,12.2,0,0,0,0,0,0,0
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,20.1,13.8,6.300000000000001,0,435,299,137,0,0,0,0,0,0,0
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,414,278,118,18.4,164,110,46.6,7.300000000000001,3,3,0,1.19,1.19,0
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,1044,467,249,327,371,166,88.7,116,4,4,0,1.42,1.42,0
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,630,189,131,309,2217,666,463,1088,1,1,0,3.52,3.52,0
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,402,347,45.7,9.1,117,101,13.3,2.6,3,3,0,.87,.87,0
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,506,382,76.7,47.40000000000001,144,108,21.7,13.4,4,4,0,1.13,1.13,0
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,105,35.3,30.9,38.3,1181,399,349,433,1,1,0,11.29,11.29,0
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,1963,788,252,924,239,95.80000000000001,30.6,112,3,3,0,.36,.36,0
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,2278,957,292,1029,268,113,34.4,121,3,3,0,.35,.35,0
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,315,169,39.90000000000001,106,1207,649,153,405,0,0,0,0,0,0
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,303,231,72.40000000000001,0,72.40000000000001,55.1,17.3,0,1,1,0,.24,.24,0
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,326,248,78.10000000000001,0,76.90000000000001,58.5,18.4,0,2,2,0,.47,.47,0
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,22.5,16.9,5.7,0,503,377,127,0,1,1,0,22.34,22.34,0
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,501,315,90.80000000000001,95.10000000000001,63.40000000000001,39.8,11.5,12,0,0,0,0,0,0
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,522,335,91,95.40000000000001,65.7,42.2,11.5,12,0,0,0,0,0,0
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,21.1,20.7,.2,.3,439,429,3.2,6.5,0,0,0,0,0,0
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,316,169,28,120,103,55.1,9.1,39.1,0,0,0,0,0,0
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,321,172,28.8,120,105,56.2,9.4,39.1,0,0,0,0,0,0
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,4.800000000000001,3.6,.8,.3,1031,784,179,68,0,0,0,0,0,0
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,125,122,2.9,0,54.8,53.5,1.3,0,0,0,0,0,0,0
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,142,139,2.9,0,60.40000000000001,59.2,1.2,0,0,0,0,0,0,0
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,16.5,16.5,0,0,287,287,0,0,0,0,0,0,0,0
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,522,298,106,118,82.90000000000001,47.3,16.9,18.7,3,3,0,.48,.48,0
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,627,347,123,156,97.90000000000001,54.3,19.3,24.4,5,5,0,.78,.78,0
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,105,49.2,17,38.3,1042,491,170,382,2,2,0,19.92,19.92,0
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,154,111,42.90000000000001,0,39.5,28.4,11,0,2,2,0,.51,.51,0
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,160,117,42.90000000000001,0,40.8,29.9,10.9,0,2,2,0,.51,.51,0
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,6.4,6.4,0,0,224,224,0,0,0,0,0,0,0,0
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,443,292,134,17.3,56.6,37.3,17,2.2,0,0,0,0,0,0
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,472,315,139,17.5,59.7,39.90000000000001,17.6,2.2,1,1,0,.13,.13,0
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,28.5,22.6,5.800000000000001,.2,469,371,94.7,3.1,1,1,0,16.44,16.44,0
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,484,394,90.2,0,66.10000000000001,53.8,12.3,0,3,3,0,.41,.41,0
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,520,425,94.40000000000001,0,70.40000000000001,57.6,12.8,0,6,6,0,.8100000000000001,.8100000000000001,0
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,35.8,31.6,4.2,0,545,481,64.60000000000001,0,3,3,0,45.72,45.72,0
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,263,155,85.80000000000001,21.8,49.3,29.1,16.1,4.100000000000001,0,0,0,0,0,0
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,292,182,87.5,21.8,54,33.8,16.2,4,0,0,0,0,0,0
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,28.7,27,1.7,0,398,375,23,0,0,0,0,0,0,0
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,571,418,121,32.9,67.2,49.2,14.2,3.9,4,4,0,.47,.47,0
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,796,471,157,168,92,54.40000000000001,18.1,19.4,5,5,0,.58,.58,0
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,225,53.5,36.2,135,1389,330,224,835,1,1,0,6.17,6.17,0
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,236,208,27.8,1.2,40.90000000000001,35.9,4.800000000000001,.2,0,0,0,0,0,0
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,256,227,27.8,1.2,43.8,38.90000000000001,4.800000000000001,.2,0,0,0,0,0,0
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,19.2,19.2,0,0,380,380,0,0,0,0,0,0,0,0
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,243,183,59.7,.2,37.9,28.6,9.300000000000001,0,2,2,0,.31,.31,0
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,295,226,64.2,4.9,45,34.5,9.800000000000001,.7000000000000001,5,5,0,.76,.76,0
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,52.2,42.90000000000001,4.5,4.7,369,304,32.1,33.2,3,3,0,21.23,21.23,0
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,803,517,283,1.8,51.6,33.2,18.2,.1,5,5,0,.32,.32,0
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,888,594,287,7.4,56.3,37.6,18.2,.5,5,5,0,.32,.32,0
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,85.5,76.3,3.6,5.600000000000001,417,372,17.6,27.5,0,0,0,0,0,0
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,347,200,147,0,59.90000000000001,34.5,25.4,0,0,0,0,0,0,0
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,373,216,157,0,63.7,36.8,26.8,0,0,0,0,0,0,0
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,26.5,16.3,10.2,0,346,213,133,0,0,0,0,0,0,0
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,312,272,38.7,1.2,45.1,39.3,5.600000000000001,.2,2,2,0,.29,.29,0
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,361,321,38.7,1.2,51.3,45.6,5.5,.2,5,5,0,.71,.71,0
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,49.2,49.2,0,0,393,393,0,0,3,3,0,23.96,23.96,0
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,310,255,54.5,0,49,40.40000000000001,8.6,0,2,2,0,.32,.32,0
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,422,339,77.80000000000001,5.7,63.90000000000001,51.2,11.8,.9,4,4,0,.6,.6,0
