id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,road_lng_t,road_lng_h,road_lng_r,road_lng_o,road_int_t,road_int_h,road_int_r,road_int_o,station_nmb_t,station_nmb_r,station_nmb_m,station_den_t,station_den_r,station_den_m
3_6_72_0,2011,Urban,3,India,6,Haryana,72,Kurukshetra,552,67,109,375,9103,1105,1802,6196,3,3,0,49.5,49.5,0
3_6_73_0,2011,Rural,3,India,6,Haryana,73,Kaithal,2027,232,1656,140,952,109,777,65.60000000000001,6,6,0,2.82,2.82,0
3_6_73_0,2011,Total,3,India,6,Haryana,73,Kaithal,2514,293,1762,460,1126,131,789,206,7,7,0,3.13,3.13,0
3_6_73_0,2011,Urban,3,India,6,Haryana,73,Kaithal,488,61.40000000000001,106,320,4716,594,1026,3096,1,1,0,9.67,9.67,0
3_6_74_0,2011,Rural,3,India,6,Haryana,74,Karnal,2695,267,2263,165,1156,115,971,70.90000000000001,5,5,0,2.15,2.15,0
3_6_74_0,2011,Total,3,India,6,Haryana,74,Karnal,3492,346,2469,677,1417,140,1002,275,8,8,0,3.25,3.25,0
3_6_74_0,2011,Urban,3,India,6,Haryana,74,Karnal,797,78.90000000000001,206,511,5935,588,1537,3810,3,3,0,22.35,22.35,0
3_6_75_0,2011,Rural,3,India,6,Haryana,75,Panipat,1718,152,1197,369,1372,121,956,295,9,9,0,7.19,7.19,0
3_6_75_0,2011,Total,3,India,6,Haryana,75,Panipat,2554,207,1307,1040,1919,156,982,781,12,12,0,9.01,9.01,0
3_6_75_0,2011,Urban,3,India,6,Haryana,75,Panipat,836,55.1,110,671,10588,698,1395,8495,3,3,0,38,38,0
3_6_76_0,2011,Rural,3,India,6,Haryana,76,Sonipat,2426,310,1766,350,1200,153,873,173,8,8,0,3.96,3.96,0
3_6_76_0,2011,Total,3,India,6,Haryana,76,Sonipat,3080,363,1859,858,1461,172,881,407,11,11,0,5.22,5.22,0
3_6_76_0,2011,Urban,3,India,6,Haryana,76,Sonipat,654,53.40000000000001,92.60000000000001,508,7588,620,1074,5894,3,3,0,34.81,34.81,0
3_6_77_0,2011,Rural,3,India,6,Haryana,77,Jind,1967,289,1547,131,743,109,584,49.5,16,16,0,6.04,6.04,0
3_6_77_0,2011,Total,3,India,6,Haryana,77,Jind,2280,337,1630,313,832,123,595,114,21,21,0,7.67,7.67,0
3_6_77_0,2011,Urban,3,India,6,Haryana,77,Jind,314,48,83.90000000000001,182,3464,530,927,2008,5,5,0,55.23,55.23,0
3_6_78_0,2011,Rural,3,India,6,Haryana,78,Fatehabad,973,265,708,0,387,105,281,0,6,6,0,2.39,2.39,0
3_6_78_0,2011,Total,3,India,6,Haryana,78,Fatehabad,1024,308,716,0,399,120,279,0,7,7,0,2.73,2.73,0
3_6_78_0,2011,Urban,3,India,6,Haryana,78,Fatehabad,51.7,43.3,8.4,0,1024,857,167,0,1,1,0,19.79,19.79,0
3_6_79_0,2011,Rural,3,India,6,Haryana,79,Sirsa,2998,386,2411,202,727,93.5,584,48.8,1,1,0,.24,.24,0
3_6_79_0,2011,Total,3,India,6,Haryana,79,Sirsa,3495,455,2543,497,812,106,591,116,2,2,0,.46,.46,0
3_6_79_0,2011,Urban,3,India,6,Haryana,79,Sirsa,497,68.8,132,296,2790,386,744,1660,1,1,0,5.61,5.61,0
3_6_80_0,2011,Rural,3,India,6,Haryana,80,Hisar,2592,395,2066,131,635,96.80000000000001,506,32.2,8,8,0,1.96,1.96,0
3_6_80_0,2011,Total,3,India,6,Haryana,80,Hisar,3412,495,2196,721,808,117,520,171,11,11,0,2.61,2.61,0
3_6_80_0,2011,Urban,3,India,6,Haryana,80,Hisar,819,99.60000000000001,130,590,5932,721,942,4269,3,3,0,21.72,21.72,0
3_6_81_0,2011,Rural,3,India,6,Haryana,81,Bhiwani,2704,634,2007,63.8,602,141,447,14.2,5,5,0,1.11,1.11,0
3_6_81_0,2011,Total,3,India,6,Haryana,81,Bhiwani,3180,709,2106,365,687,153,455,78.90000000000001,10,10,0,2.16,2.16,0
3_6_81_0,2011,Urban,3,India,6,Haryana,81,Bhiwani,475,75,99,301,3401,537,708,2156,5,5,0,35.77,35.77,0
3_6_82_0,2011,Rural,3,India,6,Haryana,82,Rohtak,1756,324,1316,115,1121,207,841,73.7,9,9,0,5.75,5.75,0
3_6_82_0,2011,Total,3,India,6,Haryana,82,Rohtak,2267,434,1382,451,1362,261,830,271,11,11,0,6.61,6.61,0
3_6_82_0,2011,Urban,3,India,6,Haryana,82,Rohtak,511,110,65.60000000000001,336,5204,1116,668,3421,2,2,0,20.36,20.36,0
3_6_83_0,2011,Rural,3,India,6,Haryana,83,Jhajjar,1747,325,1234,188,952,177,672,103,5,5,0,2.72,2.72,0
3_6_83_0,2011,Total,3,India,6,Haryana,83,Jhajjar,2042,374,1279,389,1083,198,678,207,6,6,0,3.18,3.18,0
3_6_83_0,2011,Urban,3,India,6,Haryana,83,Jhajjar,295,48.7,45,201,6016,995,918,4104,1,1,0,20.42,20.42,0
3_6_84_0,2011,Rural,3,India,6,Haryana,84,Mahendragarh,959,290,658,10.8,506,153,347,5.7,7,7,0,3.69,3.69,0
3_6_84_0,2011,Total,3,India,6,Haryana,84,Mahendragarh,996,309,674,12.1,516,160,349,6.300000000000001,9,9,0,4.66,4.66,0
3_6_84_0,2011,Urban,3,India,6,Haryana,84,Mahendragarh,37.2,19.4,16.5,1.3,1096,571,487,38.3,2,2,0,58.94,58.94,0
3_6_85_0,2011,Rural,3,India,6,Haryana,85,Rewari,1055,252,733,70.5,726,173,504,48.5,7,7,0,4.82,4.82,0
3_6_85_0,2011,Total,3,India,6,Haryana,85,Rewari,1333,307,781,245,879,203,515,162,9,9,0,5.94,5.94,0
3_6_85_0,2011,Urban,3,India,6,Haryana,85,Rewari,278,55.6,47.7,175,4418,883,758,2776,2,2,0,31.8,31.8,0
3_6_86_0,2011,Rural,3,India,6,Haryana,86,Gurgaon,733,187,281,264,781,200,300,282,3,3,0,3.2,3.2,0
3_6_86_0,2011,Total,3,India,6,Haryana,86,Gurgaon,2662,476,489,1696,2179,390,401,1389,20,7,13,16.38,5.73,10.64
3_6_86_0,2011,Urban,3,India,6,Haryana,86,Gurgaon,1929,289,208,1432,6812,1020,735,5058,17,4,13,60.05,14.13,45.92
3_6_87_0,2011,Rural,3,India,6,Haryana,87,Mewat,411,272,117,22.1,276,182,78.90000000000001,14.9,0,0,0,0,0,0
3_6_87_0,2011,Total,3,India,6,Haryana,87,Mewat,438,290,127,22.1,286,189,82.60000000000001,14.5,0,0,0,0,0,0
3_6_87_0,2011,Urban,3,India,6,Haryana,87,Mewat,27.2,18.1,9.1,0,628,418,211,0,0,0,0,0,0,0
3_6_88_0,2011,Rural,3,India,6,Haryana,88,Faridabad,343,31,230,82.40000000000001,655,59.1,439,157,0,0,0,0,0,0
3_6_88_0,2011,Total,3,India,6,Haryana,88,Faridabad,1976,170,530,1276,2627,225,705,1697,13,3,10,17.28,3.99,13.29
3_6_88_0,2011,Urban,3,India,6,Haryana,88,Faridabad,1633,139,300,1194,7155,607,1316,5232,13,3,10,56.97,13.15,43.82
3_6_89_0,2011,Rural,3,India,6,Haryana,89,Palwal,663,199,415,49.90000000000001,495,149,309,37.3,2,2,0,1.49,1.49,0
3_6_89_0,2011,Total,3,India,6,Haryana,89,Palwal,742,237,443,63,536,171,319,45.5,3,3,0,2.17,2.17,0
3_6_89_0,2011,Urban,3,India,6,Haryana,89,Palwal,79,37.9,28,13.2,1718,823,609,286,1,1,0,21.73,21.73,0
3_7_90_0,2011,Rural,3,India,7,NCT Of Delhi,90,North West,381,35.1,81.60000000000001,265,2152,198,460,1493,1,1,0,5.64,5.64,0
3_7_90_0,2011,Total,3,India,7,NCT Of Delhi,90,North West,2865,223,438,2203,6250,488,955,4807,27,8,19,58.91,17.45,41.45
3_7_90_0,2011,Urban,3,India,7,NCT Of Delhi,90,North West,2484,188,356,1939,8832,670,1267,6895,26,7,19,92.46000000000001,24.89,67.57000000000001
3_7_91_0,2011,Rural,3,India,7,NCT Of Delhi,91,North,2.4,0,2.4,0,260,0,260,0,0,0,0,0,0,0
3_7_91_0,2011,Total,3,India,7,NCT Of Delhi,91,North,266,90.80000000000001,72.8,103,4286,1462,1172,1652,15,6,9,242,96.62000000000001,145
3_7_91_0,2011,Urban,3,India,7,NCT Of Delhi,91,North,264,90.80000000000001,70.40000000000001,103,4996,1720,1333,1943,15,6,9,284,114,170
3_7_92_0,2011,Rural,3,India,7,NCT Of Delhi,92,North East,25.9,8.1,4.600000000000001,13.2,2203,689,388,1126,0,0,0,0,0,0
3_7_92_0,2011,Total,3,India,7,NCT Of Delhi,92,North East,282,62.6,37,183,5171,1148,677,3346,0,0,0,0,0,0
3_7_92_0,2011,Urban,3,India,7,NCT Of Delhi,92,North East,256,54.5,32.4,169,5985,1273,757,3955,0,0,0,0,0,0
3_7_93_0,2011,Rural,3,India,7,NCT Of Delhi,93,East,1.5,.6000000000000001,0,.9,6661,2632,0,4029,0,0,0,0,0,0
3_7_93_0,2011,Total,3,India,7,NCT Of Delhi,93,East,618,138,128,352,8726,1944,1807,4975,20,3,17,282,42.36,240
3_7_93_0,2011,Urban,3,India,7,NCT Of Delhi,93,East,616,137,128,351,8732,1942,1813,4978,20,3,17,283,42.49,241
3_7_94_0,2011,Rural,3,India,7,NCT Of Delhi,94,New Delhi,,,,,,,,,,,,,,
3_7_94_0,2011,Total,3,India,7,NCT Of Delhi,94,New Delhi,295,105,78.5,112,8196,2904,2181,3111,21,5,16,583,139,444
3_7_94_0,2011,Urban,3,India,7,NCT Of Delhi,94,New Delhi,295,105,78.5,112,8196,2904,2181,3111,21,5,16,583,139,444
3_7_95_0,2011,Rural,3,India,7,NCT Of Delhi,95,Central,,,,,,,,,,,,,,
3_7_95_0,2011,Total,3,India,7,NCT Of Delhi,95,Central,213,70.3,48.3,94,10857,3590,2467,4800,6,0,6,306,0,306
3_7_95_0,2011,Urban,3,India,7,NCT Of Delhi,95,Central,213,70.3,48.3,94,10857,3590,2467,4800,6,0,6,306,0,306
3_7_96_0,2011,Rural,3,India,7,NCT Of Delhi,96,West,5.7,0,4.800000000000001,.9,788,0,669,120,0,0,0,0,0,0
3_7_96_0,2011,Total,3,India,7,NCT Of Delhi,96,West,546,148,112,285,4094,1112,841,2141,33,4,29,248,30.02,218
3_7_96_0,2011,Urban,3,India,7,NCT Of Delhi,96,West,540,148,107,284,4282,1175,851,2256,33,4,29,262,31.73,230
3_7_97_0,2011,Rural,3,India,7,NCT Of Delhi,97,South West,193,33.5,99,60.6,1199,208,615,376,0,0,0,0,0,0
3_7_97_0,2011,Total,3,India,7,NCT Of Delhi,97,South West,1472,345,341,785,3547,832,822,1893,22,10,12,53.03,24.1,28.92
3_7_97_0,2011,Urban,3,India,7,NCT Of Delhi,97,South West,1278,312,242,725,5037,1228,953,2856,22,10,12,86.68000000000001,39.4,47.28
3_7_98_0,2011,Rural,3,India,7,NCT Of Delhi,98,South,20.4,3.8,6.600000000000001,10.1,1503,278,484,741,0,0,0,0,0,0
3_7_98_0,2011,Total,3,India,7,NCT Of Delhi,98,South,1333,313,201,819,4830,1134,729,2968,30,6,24,109,21.75,86.99
3_7_98_0,2011,Urban,3,India,7,NCT Of Delhi,98,South,1312,309,194,809,5002,1178,741,3083,30,6,24,114,22.87,91.48
3_8_100_0,2011,Rural,3,India,8,Rajasthan,100,Hanumangarh,3868,729,2024,1115,387,72.8,202,111,15,15,0,1.5,1.5,0
3_8_100_0,2011,Total,3,India,8,Rajasthan,100,Hanumangarh,4488,767,2075,1646,445,76,206,163,17,17,0,1.68,1.68,0
3_8_100_0,2011,Urban,3,India,8,Rajasthan,100,Hanumangarh,620,38.2,51.7,530,7485,461,624,6400,2,2,0,24.13,24.13,0
3_8_101_0,2011,Rural,3,India,8,Rajasthan,101,Bikaner,6162,1227,4614,321,203,40.5,152,10.6,18,18,0,.59,.59,0
3_8_101_0,2011,Total,3,India,8,Rajasthan,101,Bikaner,7131,1331,4806,994,232,43.40000000000001,157,32.4,25,25,0,.8100000000000001,.8100000000000001,0
3_8_101_0,2011,Urban,3,India,8,Rajasthan,101,Bikaner,969,103,192,674,2806,300,555,1951,7,7,0,20.28,20.28,0
3_8_102_0,2011,Rural,3,India,8,Rajasthan,102,Churu,3527,907,2579,41.1,268,69,196,3.1,16,16,0,1.22,1.22,0
3_8_102_0,2011,Total,3,India,8,Rajasthan,102,Churu,4073,1074,2746,253,299,78.90000000000001,202,18.6,22,22,0,1.62,1.62,0
3_8_102_0,2011,Urban,3,India,8,Rajasthan,102,Churu,546,167,167,212,1153,353,352,448,6,6,0,12.67,12.67,0
3_8_103_0,2011,Rural,3,India,8,Rajasthan,103,Jhunjhunun,2631,475,2142,13.9,475,85.80000000000001,386,2.5,0,0,0,0,0,0
3_8_103_0,2011,Total,3,India,8,Rajasthan,103,Jhunjhunun,2924,605,2286,33.5,501,104,392,5.7,0,0,0,0,0,0
3_8_103_0,2011,Urban,3,India,8,Rajasthan,103,Jhunjhunun,293,129,144,19.5,1009,445,497,67.2,0,0,0,0,0,0
3_8_104_0,2011,Rural,3,India,8,Rajasthan,104,Alwar,3195,950,2203,42.8,398,118,274,5.300000000000001,13,13,0,1.62,1.62,0
3_8_104_0,2011,Total,3,India,8,Rajasthan,104,Alwar,3579,1075,2342,161,433,130,284,19.5,17,17,0,2.06,2.06,0
3_8_104_0,2011,Urban,3,India,8,Rajasthan,104,Alwar,383,125,140,119,1687,552,614,522,4,4,0,17.6,17.6,0
3_8_105_0,2011,Rural,3,India,8,Rajasthan,105,Bharatpur,2079,620,1458,1.7,423,126,297,.3,11,11,0,2.24,2.24,0
3_8_105_0,2011,Total,3,India,8,Rajasthan,105,Bharatpur,2316,727,1586,3.1,454,142,311,.6000000000000001,15,15,0,2.94,2.94,0
3_8_105_0,2011,Urban,3,India,8,Rajasthan,105,Bharatpur,237,107,128,1.4,1218,552,658,7.4,4,4,0,20.6,20.6,0
3_8_106_0,2011,Rural,3,India,8,Rajasthan,106,Dhaulpur,910,256,654,.2,315,88.5,226,.1,1,1,0,.35,.35,0
3_8_106_0,2011,Total,3,India,8,Rajasthan,106,Dhaulpur,1008,324,684,.2,337,108,229,.1,2,2,0,.67,.67,0
3_8_106_0,2011,Urban,3,India,8,Rajasthan,106,Dhaulpur,98,67.8,30.2,0,993,687,306,0,1,1,0,10.13,10.13,0
3_8_107_0,2011,Rural,3,India,8,Rajasthan,107,Karauli,1347,426,921,0,273,86.2,187,0,1,1,0,.2,.2,0
3_8_107_0,2011,Total,3,India,8,Rajasthan,107,Karauli,1412,455,957,0,281,90.5,191,0,2,2,0,.4,.4,0
3_8_107_0,2011,Urban,3,India,8,Rajasthan,107,Karauli,65.2,29.2,36,0,744,333,411,0,1,1,0,11.41,11.41,0
3_8_108_0,2011,Rural,3,India,8,Rajasthan,108,Sawai Madhopur,1230,371,836,23.2,247,74.3,168,4.7,10,10,0,2,2,0
3_8_108_0,2011,Total,3,India,8,Rajasthan,108,Sawai Madhopur,1299,406,847,46.1,258,80.5,168,9.1,12,12,0,2.38,2.38,0
3_8_108_0,2011,Urban,3,India,8,Rajasthan,108,Sawai Madhopur,69.3,35.3,11.2,22.8,1222,622,197,403,2,2,0,35.25,35.25,0
3_8_109_0,2011,Rural,3,India,8,Rajasthan,109,Dausa,1693,511,1169,13.3,488,147,337,3.8,8,8,0,2.31,2.31,0
3_8_109_0,2011,Total,3,India,8,Rajasthan,109,Dausa,1760,547,1197,15.9,501,156,341,4.5,10,10,0,2.85,2.85,0
3_8_109_0,2011,Urban,3,India,8,Rajasthan,109,Dausa,66.90000000000001,35.8,28.6,2.6,1413,756,603,53.90000000000001,2,2,0,42.21,42.21,0
3_8_110_0,2011,Rural,3,India,8,Rajasthan,110,Jaipur,4380,1265,3106,8.700000000000001,420,121,298,.8,21,21,0,2.01,2.01,0
3_8_110_0,2011,Total,3,India,8,Rajasthan,110,Jaipur,5730,1843,3429,459,508,163,304,40.7,41,33,8,3.64,2.93,.71
3_8_110_0,2011,Urban,3,India,8,Rajasthan,110,Jaipur,1350,578,322,450,1588,680,379,529,20,12,8,23.51,14.11,9.41
3_8_111_0,2011,Rural,3,India,8,Rajasthan,111,Sikar,2972,664,2300,8,400,89.40000000000001,310,1.1,7,7,0,.9400000000000001,.9400000000000001,0
3_8_111_0,2011,Total,3,India,8,Rajasthan,111,Sikar,3240,789,2435,15.8,418,102,314,2,10,10,0,1.29,1.29,0
3_8_111_0,2011,Urban,3,India,8,Rajasthan,111,Sikar,268,125,135,7.800000000000001,807,378,406,23.5,3,3,0,9.040000000000001,9.040000000000001,0
3_8_112_0,2011,Rural,3,India,8,Rajasthan,112,Nagaur,5544,1586,3945,12.5,327,93.5,233,.7000000000000001,29,29,0,1.71,1.71,0
3_8_112_0,2011,Total,3,India,8,Rajasthan,112,Nagaur,5899,1783,4102,14.5,337,102,234,.8,38,38,0,2.17,2.17,0
3_8_112_0,2011,Urban,3,India,8,Rajasthan,112,Nagaur,355,196,157,2,639,353,283,3.6,9,9,0,16.19,16.19,0
3_8_113_0,2011,Rural,3,India,8,Rajasthan,113,Jodhpur,6129,1574,4497,57.90000000000001,276,70.8,202,2.6,20,20,0,.9,.9,0
3_8_113_0,2011,Total,3,India,8,Rajasthan,113,Jodhpur,6711,1820,4633,258,296,80.2,204,11.4,29,29,0,1.28,1.28,0
3_8_113_0,2011,Urban,3,India,8,Rajasthan,113,Jodhpur,583,246,137,200,1291,544,303,444,9,9,0,19.95,19.95,0
3_8_114_0,2011,Rural,3,India,8,Rajasthan,114,Jaisalmer,5087,906,4111,70.2,134,23.9,109,1.9,3,3,0,.08,.08,0
3_8_114_0,2011,Total,3,India,8,Rajasthan,114,Jaisalmer,5284,970,4173,141,139,25.4,109,3.7,6,6,0,.16,.16,0
3_8_114_0,2011,Urban,3,India,8,Rajasthan,114,Jaisalmer,197,63.90000000000001,62.40000000000001,70.60000000000001,629,204,199,225,3,3,0,9.58,9.58,0
3_8_115_0,2011,Rural,3,India,8,Rajasthan,115,Barmer,9623,1496,8052,75,338,52.5,283,2.6,23,23,0,.8100000000000001,.8100000000000001,0
3_8_115_0,2011,Total,3,India,8,Rajasthan,115,Barmer,9679,1526,8075,78.5,339,53.5,283,2.8,25,25,0,.88,.88,0
3_8_115_0,2011,Urban,3,India,8,Rajasthan,115,Barmer,55.90000000000001,30,22.5,3.4,1115,597,449,68.2,2,2,0,39.86,39.86,0
3_8_116_0,2011,Rural,3,India,8,Rajasthan,116,Jalor,2624,575,2048,1,252,55.2,197,.1,11,11,0,1.06,1.06,0
3_8_116_0,2011,Total,3,India,8,Rajasthan,116,Jalor,2763,636,2125,1.6,259,59.6,199,.2,13,13,0,1.22,1.22,0
3_8_116_0,2011,Urban,3,India,8,Rajasthan,116,Jalor,139,61.6,76.80000000000001,.7000000000000001,507,225,280,2.4,2,2,0,7.29,7.29,0
3_8_117_0,2011,Rural,3,India,8,Rajasthan,117,Sirohi,1205,402,801,2.6,245,81.60000000000001,163,.5,5,5,0,1.02,1.02,0
3_8_117_0,2011,Total,3,India,8,Rajasthan,117,Sirohi,1344,481,841,22.5,265,94.60000000000001,166,4.4,9,9,0,1.77,1.77,0
3_8_117_0,2011,Urban,3,India,8,Rajasthan,117,Sirohi,138,78.7,39.90000000000001,19.8,885,504,255,127,4,4,0,25.59,25.59,0
3_8_118_0,2011,Rural,3,India,8,Rajasthan,118,Pali,3088,1068,2009,11.8,257,88.90000000000001,167,1,24,24,0,2,2,0
3_8_118_0,2011,Total,3,India,8,Rajasthan,118,Pali,3376,1224,2130,22.7,271,98.30000000000001,171,1.8,29,29,0,2.33,2.33,0
3_8_118_0,2011,Urban,3,India,8,Rajasthan,118,Pali,288,157,121,10.9,650,353,272,24.5,5,5,0,11.28,11.28,0
3_8_119_0,2011,Rural,3,India,8,Rajasthan,119,Ajmer,2813,1123,1646,43.90000000000001,345,138,202,5.4,17,17,0,2.09,2.09,0
3_8_119_0,2011,Total,3,India,8,Rajasthan,119,Ajmer,3308,1343,1701,265,387,157,199,31,25,25,0,2.93,2.93,0
3_8_119_0,2011,Urban,3,India,8,Rajasthan,119,Ajmer,495,219,54.7,221,1271,563,140,567,8,8,0,20.54,20.54,0
3_8_120_0,2011,Rural,3,India,8,Rajasthan,120,Tonk,1807,581,1226,0,265,85.10000000000001,180,0,3,3,0,.44,.44,0
3_8_120_0,2011,Total,3,India,8,Rajasthan,120,Tonk,1966,685,1275,5.2,276,96.30000000000001,179,.7000000000000001,3,3,0,.42,.42,0
3_8_120_0,2011,Urban,3,India,8,Rajasthan,120,Tonk,159,104,49,5.2,545,359,168,17.9,0,0,0,0,0,0
3_8_121_0,2011,Rural,3,India,8,Rajasthan,121,Bundi,1012,506,505,0,180,90.10000000000001,89.90000000000001,0,7,7,0,1.24,1.24,0
3_8_121_0,2011,Total,3,India,8,Rajasthan,121,Bundi,1123,580,538,6,193,99.40000000000001,92.2,1,11,11,0,1.89,1.89,0
3_8_121_0,2011,Urban,3,India,8,Rajasthan,121,Bundi,112,73.2,32.5,6,533,350,155,28.4,4,4,0,19.1,19.1,0
3_8_122_0,2011,Rural,3,India,8,Rajasthan,122,Bhilwara,3290,1006,2283,1.4,329,101,228,.1,11,11,0,1.1,1.1,0
3_8_122_0,2011,Total,3,India,8,Rajasthan,122,Bhilwara,3601,1128,2413,59.5,348,109,233,5.800000000000001,14,14,0,1.35,1.35,0
3_8_122_0,2011,Urban,3,India,8,Rajasthan,122,Bhilwara,311,122,131,58.1,949,372,399,177,3,3,0,9.17,9.17,0
3_8_123_0,2011,Rural,3,India,8,Rajasthan,123,Rajsamand,1639,498,1139,1.4,374,114,260,.3,1,1,0,.23,.23,0
3_8_123_0,2011,Total,3,India,8,Rajasthan,123,Rajsamand,1765,551,1211,2,390,122,268,.4,1,1,0,.22,.22,0
3_8_123_0,2011,Urban,3,India,8,Rajasthan,123,Rajsamand,125,52.6,72.2,.6000000000000001,881,370,507,4.4,0,0,0,0,0,0
3_8_124_0,2011,Rural,3,India,8,Rajasthan,124,Dungarpur,1860,302,1556,2.4,504,81.80000000000001,422,.6000000000000001,4,4,0,1.08,1.08,0
3_8_124_0,2011,Total,3,India,8,Rajasthan,124,Dungarpur,1911,322,1586,3.1,511,86.30000000000001,424,.8,4,4,0,1.07,1.07,0
3_8_124_0,2011,Urban,3,India,8,Rajasthan,124,Dungarpur,51.1,20.9,29.5,.8,995,407,574,14.7,0,0,0,0,0,0
3_8_125_0,2011,Rural,3,India,8,Rajasthan,125,Banswara,2337,422,1914,.8,530,95.7,434,.2,0,0,0,0,0,0
3_8_125_0,2011,Total,3,India,8,Rajasthan,125,Banswara,2363,436,1927,.8,533,98.30000000000001,435,.2,0,0,0,0,0,0
3_8_125_0,2011,Urban,3,India,8,Rajasthan,125,Banswara,26.9,13.7,13.2,0,1024,520,504,0,0,0,0,0,0,0
3_8_126_0,2011,Rural,3,India,8,Rajasthan,126,Chittaurgarh,1728,723,985,20.3,228,95.40000000000001,130,2.7,12,12,0,1.58,1.58,0
3_8_126_0,2011,Total,3,India,8,Rajasthan,126,Chittaurgarh,1818,768,1017,33.1,235,99.10000000000001,131,4.3,15,15,0,1.94,1.94,0
3_8_126_0,2011,Urban,3,India,8,Rajasthan,126,Chittaurgarh,90.10000000000001,44.7,32.6,12.8,541,268,196,76.60000000000001,3,3,0,18.01,18.01,0
3_8_127_0,2011,Rural,3,India,8,Rajasthan,127,Kota,831,446,385,0,183,98.2,84.90000000000001,0,10,10,0,2.2,2.2,0
3_8_127_0,2011,Total,3,India,8,Rajasthan,127,Kota,1130,676,439,15.3,221,132,86,3,15,15,0,2.94,2.94,0
3_8_127_0,2011,Urban,3,India,8,Rajasthan,127,Kota,299,230,53.5,15.3,529,407,94.7,27.1,5,5,0,8.85,8.85,0
3_8_128_0,2011,Rural,3,India,8,Rajasthan,128,Baran,1209,696,513,0,181,104,76.7,0,8,8,0,1.2,1.2,0
3_8_128_0,2011,Total,3,India,8,Rajasthan,128,Baran,1315,787,528,0,192,115,77.2,0,10,10,0,1.46,1.46,0
3_8_128_0,2011,Urban,3,India,8,Rajasthan,128,Baran,106,91.2,15.1,0,676,580,96,0,2,2,0,12.71,12.71,0
3_8_129_0,2011,Rural,3,India,8,Rajasthan,129,Jhalawar,1327,501,825,1.5,213,80.30000000000001,132,.2,3,3,0,.48,.48,0
3_8_129_0,2011,Total,3,India,8,Rajasthan,129,Jhalawar,1404,549,853,1.5,221,86.60000000000001,134,.2,4,4,0,.63,.63,0
3_8_129_0,2011,Urban,3,India,8,Rajasthan,129,Jhalawar,77.10000000000001,48.7,28.4,0,706,446,260,0,1,1,0,9.16,9.16,0
3_8_130_0,2011,Rural,3,India,8,Rajasthan,130,Udaipur,3050,1212,1822,15.7,267,106,159,1.4,14,14,0,1.22,1.22,0
3_8_130_0,2011,Total,3,India,8,Rajasthan,130,Udaipur,3380,1333,1944,103,289,114,166,8.800000000000001,17,17,0,1.46,1.46,0
3_8_130_0,2011,Urban,3,India,8,Rajasthan,130,Udaipur,329,120,122,87.2,1317,482,487,349,3,3,0,12,12,0
3_8_131_0,2011,Rural,3,India,8,Rajasthan,131,Pratapgarh,842,254,587,.9,191,57.5,133,.2,0,0,0,0,0,0
3_8_131_0,2011,Total,3,India,8,Rajasthan,131,Pratapgarh,875,274,600,.9,196,61.3,134,.2,0,0,0,0,0,0
3_8_131_0,2011,Urban,3,India,8,Rajasthan,131,Pratapgarh,33.7,20.8,12.8,0,556,344,212,0,0,0,0,0,0,0
3_8_99_0,2011,Rural,3,India,8,Rajasthan,99,Ganganagar,4969,572,3028,1370,479,55.1,292,132,17,17,0,1.64,1.64,0
3_8_99_0,2011,Total,3,India,8,Rajasthan,99,Ganganagar,5535,601,3074,1860,530,57.6,294,178,24,24,0,2.3,2.3,0
3_8_99_0,2011,Urban,3,India,8,Rajasthan,99,Ganganagar,565,29.7,45.7,490,9016,474,728,7814,7,7,0,112,112,0
3_9_132_0,2011,Rural,3,India,9,Uttar Pradesh,132,Saharanpur,612,262,348,2.3,176,75.5,100,.7000000000000001,8,8,0,2.31,2.31,0
3_9_132_0,2011,Total,3,India,9,Uttar Pradesh,132,Saharanpur,739,338,391,9.800000000000001,204,93.40000000000001,108,2.7,9,9,0,2.49,2.49,0
3_9_132_0,2011,Urban,3,India,9,Uttar Pradesh,132,Saharanpur,127,76.2,43,7.5,842,506,286,49.8,1,1,0,6.640000000000001,6.640000000000001,0
3_9_133_0,2011,Rural,3,India,9,Uttar Pradesh,133,Muzaffarnagar,715,437,274,3.9,182,111,70,1,5,5,0,1.28,1.28,0
3_9_133_0,2011,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,816,525,285,5.7,201,129,70.3,1.4,7,7,0,1.73,1.73,0
3_9_133_0,2011,Urban,3,India,9,Uttar Pradesh,133,Muzaffarnagar,101,88.30000000000001,10.8,1.8,738,646,78.80000000000001,12.9,2,2,0,14.62,14.62,0
3_9_134_0,2011,Rural,3,India,9,Uttar Pradesh,134,Bijnor,751,477,274,0,167,106,60.8,0,10,10,0,2.22,2.22,0
3_9_134_0,2011,Total,3,India,9,Uttar Pradesh,134,Bijnor,851,546,305,.1,185,119,66.3,0,15,15,0,3.27,3.27,0
3_9_134_0,2011,Urban,3,India,9,Uttar Pradesh,134,Bijnor,99.7,68.8,30.7,.1,1083,748,334,1.4,5,5,0,54.29,54.29,0
3_9_135_0,2011,Rural,3,India,9,Uttar Pradesh,135,Moradabad,524,338,172,13.8,148,95.90000000000001,48.7,3.9,3,3,0,.85,.85,0
