state,district,spatialId,distt_id55,finalId,spatialState,spatialDistrict,nss2010State,nss2010District,state.y,district.y,note
UTTAR PRADESH,Nainital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Pilibhit,3_9_151_0,2526,3_9_151_0,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,NA
UTTAR PRADESH,Pithoragarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Pratapgarh,3_9_173_0,2544,3_9_173_0,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,NA
UTTAR PRADESH,Rae Bareli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Rampur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Saharanpur,3_9_132_0,2512,3_9_132_0,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,NA
UTTAR PRADESH,Shahjahanpur,3_9_152_0,2527,3_9_152_0,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,NA
UTTAR PRADESH,Siddharthnagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Sitapur,3_9_154_0,2529,3_9_154_0,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,NA
UTTAR PRADESH,Sonbhadra,3_9_200_0,2563,3_9_200_0,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,NA
UTTAR PRADESH,Sultanpur,3_9_179_0,2550,3_9_179_0,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,NA
UTTAR PRADESH,Unnao,3_9_156_0,2531,3_9_156_0,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,NA
UTTAR PRADESH,Uttarkashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Varanasi,3_9_197_0,2561,3_9_197_0,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Sant Ravi Das Nagar district split from Varanasi;
WEST BENGAL,Bankura,3_19_339_0,2614,3_19_339_0,West Bengal,Bankura,West Bengal,Bankura,West Bengal,Bankura,NA
WEST BENGAL,Barddhaman,3_19_335_0,2616,3_19_335_0,West Bengal,Barddhaman,West Bengal,Barddhaman,West Bengal,Burdwan,NA
WEST BENGAL,Birbhum,3_19_334_0,2617,3_19_334_0,West Bengal,Birbhum,West Bengal,Birbhum,West Bengal,Birbhum,NA
WEST BENGAL,Darjiling,3_19_327_0,2603,3_19_327_0,West Bengal,Darjiling,West Bengal,Darjiling,West Bengal,Darjiling,NA
WEST BENGAL,Howrah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,Hugli,3_19_338_0,2612,3_19_338_0,West Bengal,Hugli,West Bengal,Hugli,West Bengal,Hooghly,NA
WEST BENGAL,Jalpaiguri,3_19_328_0,2602,3_19_328_0,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,NA
WEST BENGAL,Koch Bihar,3_19_329_0,2601,3_19_329_0,West Bengal,Koch Bihar,West Bengal,Koch Bihar,West Bengal,Koch Bihar,NA
WEST BENGAL,Kolkata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,Maldah,3_19_332_0,2605,3_19_332_0,West Bengal,Maldah,West Bengal,Maldah,West Bengal,Maldah,NA
WEST BENGAL,Medinipur,3_19_344_0,2613,3_19_344_0,West Bengal,Paschim Medinipur,West Bengal,Paschim Midnapur,West Bengal,Midnapur,2002-01-01: Midnapore district split into East Midnapore and West Midnapore.
WEST BENGAL,Murshidabad,3_19_333_0,2606,3_19_333_0,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,NA
WEST BENGAL,Nadia,3_19_336_0,2607,3_19_336_0,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,NA
WEST BENGAL,North 24-Parganas,3_19_337_0,2608,3_19_337_0,West Bengal,North Twenty Four Parganas,West Bengal,North 24-Parganas,West Bengal,North 24-Parganas,NA
WEST BENGAL,Puruliya,3_19_340_0,2615,3_19_340_0,West Bengal,Puruliya,West Bengal,Puruliya,West Bengal,Puruliya,NA
WEST BENGAL,South 24-Parganas,3_19_343_0,2609,3_19_343_0,West Bengal,South Twenty Four Parganas,West Bengal,South 24-Parganas,West Bengal,South 24-Parganas,NA
WEST BENGAL,West Dinajpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
