state,district,spatialId,distt_id55,finalId,spatialState,spatialDistrict,nss2010State,nss2010District,state.y,district.y,note
MADHYA PRADESH,Rajgarh,3_23_442_0,1326,3_23_442_0,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,NA
MADHYA PRADESH,Ratlam,3_23_434_0,1317,3_23_434_0,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,NA
MADHYA PRADESH,Rewa,3_23_430_0,1313,3_23_430_0,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,NA
MADHYA PRADESH,Sagar,3_23_427_0,1310,3_23_427_0,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,NA
MADHYA PRADESH,Satna,3_23_429_0,1312,3_23_429_0,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,NA
MADHYA PRADESH,Sehore,3_23_445_0,1329,3_23_445_0,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,NA
MADHYA PRADESH,Seoni,3_23_456_0,1337,3_23_456_0,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,NA
MADHYA PRADESH,Shahdol,3_23_460_0,1314,3_23_460_0,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shadol,Umaria district split from Shahdol Anuppur district split from Shahdol;
MADHYA PRADESH,Shajapur,3_23_436_0,1319,3_23_436_0,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,NA
MADHYA PRADESH,Shivpuri,3_23_423_0,1305,3_23_423_0,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,NA
MADHYA PRADESH,Sidhi,3_23_462_0,1315,3_23_462_0,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,2008-05-24: Singrauli district split from Sidhi.
MADHYA PRADESH,Surguja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,Tikamgarh,3_23_424_0,1307,3_23_424_0,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,NA
MADHYA PRADESH,Ujjain,3_23_435_0,1318,3_23_435_0,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,NA
MADHYA PRADESH,Vidisha,3_23_443_0,1327,3_23_443_0,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,NA
MADHYA PRADESH,W. Nimar (Khargoan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAHARASHTRA,Ahmadnagar,3_27_522_0,1409,3_27_522_0,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,NA
MAHARASHTRA,Akola,3_27_501_0,1423,3_27_501_0,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,Washim district split from Akola.
MAHARASHTRA,Amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAHARASHTRA,Aurangabad,3_27_515_0,1415,3_27_515_0,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,NA
MAHARASHTRA,Bhandara,3_27_506_0,1428,3_27_506_0,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,1999-05-01: Gondiya district split from Bhandara;
MAHARASHTRA,Bid,3_27_523_0,1418,3_27_523_0,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid,NA
MAHARASHTRA,Buldana,3_27_500_0,1422,3_27_500_0,Maharashtra,Buldana,Maharashtra,Buldana,Maharashtra,Buldana,NA
MAHARASHTRA,Chandrapur,3_27_509_0,1429,3_27_509_0,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,NA
MAHARASHTRA,Dhule,3_27_498_0,1407,3_27_498_0,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,~1998: Nandurbar district split from Dhule.
MAHARASHTRA,Gadchiroli,3_27_508_0,1430,3_27_508_0,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,NA
MAHARASHTRA,Jalgaon,3_27_499_0,1408,3_27_499_0,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,NA
MAHARASHTRA,Jalna,3_27_514_0,1416,3_27_514_0,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,NA
MAHARASHTRA,Kolhapur,3_27_530_0,1414,3_27_530_0,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,NA
MAHARASHTRA,Latur,3_27_524_0,1421,3_27_524_0,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,NA
MAHARASHTRA,Mumbai,3_27_519_0,1401,3_27_519_0,Maharashtra,Mumbai,Maharashtra,Mumbai,Maharashtra,Greater Bombay,~1997: Greater Mumbai district split into Mumbai City and Mumbai Suburban
MAHARASHTRA,Nagpur,3_27_505_0,1427,3_27_505_0,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,NA
MAHARASHTRA,Nanded,3_27_511_0,1419,3_27_511_0,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,NA
MAHARASHTRA,Nashik,3_27_516_0,1406,3_27_516_0,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nasik,NA
MAHARASHTRA,Osmanabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAHARASHTRA,Parbhani,3_27_513_0,1417,3_27_513_0,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Hingoli district split from Parbhani.
MAHARASHTRA,Pune,3_27_521_0,1410,3_27_521_0,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,NA
MAHARASHTRA,Raigarh,3_27_520_0,1403,3_27_520_0,Maharashtra,Raigarh,Maharashtra,Raigarh,Maharashtra,Raigarh,NA
MAHARASHTRA,Ratnagiri,3_27_528_0,1404,3_27_528_0,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,NA
MAHARASHTRA,Sangli,3_27_531_0,1412,3_27_531_0,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,NA
MAHARASHTRA,Satara,3_27_527_0,1411,3_27_527_0,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,NA
MAHARASHTRA,Sindhudurg,3_27_529_0,1405,3_27_529_0,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,NA
MAHARASHTRA,Solapur,3_27_526_0,1413,3_27_526_0,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,NA
MAHARASHTRA,Thane,3_27_517_0,1402,3_27_517_0,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,NA
MAHARASHTRA,Wardha,3_27_504_0,1426,3_27_504_0,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,NA
MAHARASHTRA,Yavatmal,3_27_510_0,1425,3_27_510_0,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,NA
ORISSA,Balangir,3_21_393_0,1909,3_21_393_0,Odisha,Balangir,Orissa,Balangir,Orissa,Bolangir,NA
ORISSA,Baleshwar,3_21_377_0,1905,3_21_377_0,Odisha,Baleshwar,Orissa,Baleshwar,Orissa,Baleshwar,NA
ORISSA,Cuttack,3_21_381_0,1906,3_21_381_0,Odisha,Cuttack,Orissa,Cuttack,Orissa,Cuttack,NA
ORISSA,Dhenkanal,3_21_383_0,1907,3_21_383_0,Odisha,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,NA
ORISSA,Ganjam,3_21_388_0,1912,3_21_388_0,Odisha,Ganjam,Orissa,Ganjam,Orissa,Ganjam,NA
ORISSA,Kalahandi,3_21_395_0,1910,3_21_395_0,Odisha,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,NA
ORISSA,Kendujhar,3_21_375_0,1903,3_21_375_0,Odisha,Kendujhar,Orissa,Kendujhar,Orissa,Keonjhar,NA
ORISSA,Khandhamal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,Koraput,3_21_398_0,1911,3_21_398_0,Odisha,Koraput,Orissa,Koraput,Orissa,Koraput,NA
ORISSA,Mayurbhanj,3_21_376_0,1904,3_21_376_0,Odisha,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,NA
ORISSA,Puri,3_21_387_0,1913,3_21_387_0,Odisha,Puri,Orissa,Puri,Orissa,Puri,NA
ORISSA,Sambalpur,3_21_372_0,1901,3_21_372_0,Odisha,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,NA
ORISSA,Sundargarh,3_21_374_0,1902,3_21_374_0,Odisha,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,NA
PONDICHERRY,Karaikal,3_34_637_0,3302,3_34_637_0,Puducherry,Karaikal,Puducherry,Karaikal,Pondicherry,Karaikal,NA
PONDICHERRY,Pondicherry,3_34_635_0,3301,3_34_635_0,Puducherry,Puducherry,Puducherry,Pondicherry,Pondicherry,Pondicherry,NA
PUNJAB,Amritsar,3_3_49_0,2002,3_3_49_0,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Tarn Taran district split from Amritsar.
PUNJAB,Bathinda,3_3_46_0,2011,3_3_46_0,Punjab,Bathinda,Punjab,(Mohali) Bathinda,Punjab,Bathinda,NA
PUNJAB,Faridkot,3_3_45_0,2012,3_3_45_0,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.
PUNJAB,Firozpur,3_3_43_0,2003,3_3_45_0,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Muktsar district split from Faridkot. 1995-11-24: Moga district formed from parts of Faridkot and Firozpur.
PUNJAB,Gurdaspur,3_3_35_0,2001,3_3_35_0,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,NA
PUNJAB,Hoshiarpur,3_3_38_0,2007,3_3_38_0,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,1995-11-07; Nawan Shehar district formed from parts of Hoshiarpur and Jalandhar. Name of Nawan Shehar district changed to Shahid Bhagat Singh Nagar.
PUNJAB,Patiala,3_3_48_0,2009,3_3_48_0,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,2006: Mohali district formed from parts of Patiala and Rupnagar;
PUNJAB,Rupnagar,3_3_51_0,2008,3_3_48_0,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar,2006: Mohali district formed from parts of Patiala and Rupnagar;
PUNJAB,Jalandhar,3_3_37_0,2005,3_3_38_0,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Jalandhar,1995-11-07; Nawan Shehar district formed from parts of Hoshiarpur and Jalandhar. Name of Nawan Shehar district changed to Shahid Bhagat Singh Nagar.
PUNJAB,Kapurthala,3_3_36_0,2006,3_3_36_0,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,NA
PUNJAB,Ludhiana,3_3_41_0,2004,3_3_41_0,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,NA
PUNJAB,Sangrur,3_3_53_0,2010,3_3_53_0,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,2006-11-19: Barnala district split from Sangrur
RAJASTHAN,Ajmer,3_8_119_0,2111,3_8_119_0,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,NA
RAJASTHAN,Alwar,3_8_104_0,2105,3_8_104_0,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,NA
RAJASTHAN,Banswara,3_8_125_0,2124,3_8_125_0,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur."
RAJASTHAN,Barmer,3_8_115_0,2117,3_8_115_0,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,NA
RAJASTHAN,Bharatpur,3_8_105_0,2106,3_8_105_0,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,NA
RAJASTHAN,Bhilwara,3_8_122_0,2120,3_8_122_0,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,NA
RAJASTHAN,Bikaner,3_8_101_0,2102,3_8_101_0,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,NA
RAJASTHAN,Bundi,3_8_121_0,2125,3_8_121_0,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,NA
RAJASTHAN,Chittaurgarh,3_8_126_0,2122,3_8_125_0,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur."
RAJASTHAN,Churu,3_8_102_0,2103,3_8_102_0,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,NA
RAJASTHAN,Dungarpur,3_8_124_0,2123,3_8_124_0,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,NA
RAJASTHAN,Ganganagar,3_8_99_0,2101,3_8_99_0,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,~1998: Hanumangarh district split from Ganganagar.
RAJASTHAN,Jaipur,3_8_110_0,2109,3_8_110_0,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,NA
RAJASTHAN,Jaisalmer,3_8_114_0,2113,3_8_114_0,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,NA
RAJASTHAN,Jalor,3_8_116_0,2118,3_8_116_0,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,NA
RAJASTHAN,Jhalawar,3_8_129_0,2127,3_8_129_0,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,NA
RAJASTHAN,Jhunjhunun,3_8_103_0,2104,3_8_103_0,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunu,NA
RAJASTHAN,Jodhpur,3_8_113_0,2114,3_8_113_0,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,NA
RAJASTHAN,Kota,3_8_127_0,2126,3_8_127_0,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,NA
RAJASTHAN,Nagaur,3_8_112_0,2115,3_8_112_0,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,NA
RAJASTHAN,Pali,3_8_118_0,2116,3_8_118_0,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,NA
RAJASTHAN,Sawai Madhopur,3_8_108_0,2108,3_8_108_0,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,~1997: Karauli district split from Sawai Madhopur.
RAJASTHAN,Sikar,3_8_111_0,2110,3_8_111_0,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,NA
RAJASTHAN,Sirohi,3_8_117_0,2119,3_8_117_0,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,NA
RAJASTHAN,Tonk,3_8_120_0,2112,3_8_120_0,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,NA
RAJASTHAN,Udaipur,3_8_130_0,2121,3_8_125_0,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur."
TAMIL NADU,Chengai Anna (Chengalpattu),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,Chennai,3_33_603_0,2301,3_33_603_0,Tamil Nadu,Chennai,Tamil Nadu,Chennai,Tamil Nadu,Madras,NA
TAMIL NADU,Coimbatore,3_33_632_0,2310,3_33_632_0,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2008-10: Tiruppur district formed from parts of Coimbatore and Erode.
TAMIL NADU,Dharmapuri,3_33_630_0,2304,3_33_630_0,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,2004: Krishnagiri district split from Dharmapuri.
TAMIL NADU,Dindigul,3_33_612_0,2311,3_33_612_0,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,NA
TAMIL NADU,Erode,3_33_610_0,2308,3_33_632_0,Tamil Nadu,Erode,Tamil Nadu,Erode,Tamil Nadu,Periyar,2008-10: Tiruppur district formed from parts of Coimbatore and Erode.
TAMIL NADU,Kanniyakumari,3_33_629_0,2321,3_33_629_0,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanyakumari,NA
TAMIL NADU,Madurai,3_33_623_0,2316,3_33_623_0,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Theni district split from Madurai;
TAMIL NADU,Pudukkottai,3_33_621_0,2314,3_33_621_0,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,NA
TAMIL NADU,Ramanathapuram,3_33_626_0,2317,3_33_626_0,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,NA
TAMIL NADU,Salem,3_33_608_0,2307,3_33_608_0,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,1997-01-01: Namakkal district split from Salem
TAMIL NADU,Sivaganga,3_33_622_0,2315,3_33_622_0,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Pasupomthevar Thir,NA
TAMIL NADU,South Arcot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,Thanjavur,3_33_620_0,2313,3_33_618_0,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Nagapattinam and Thiruvarur districts split from Thanjavur.
TAMIL NADU,The Nilgiris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,Tiruchirappalli,3_33_614_0,2312,3_33_614_0,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,2007-11-23: Ariyalur district split from Perambalur. 1995-11-01: Karur and Perambalur districts split from Tiruchirappalli.
TAMIL NADU,Tirunelveli,3_33_628_0,2320,3_33_628_0,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,NA
TAMIL NADU,Tiruvanamalai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,Toothukudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,Vellore,3_33_605_0,2303,3_33_605_0,Tamil Nadu,Vellore,Tamil Nadu,Vellore,Tamil Nadu,North Arcot,NA
TAMIL NADU,Virudhunagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Agra,3_9_146_0,2520,3_9_146_0,Uttar Pradesh,Agra,Uttar Pradesh,Agra,Uttar Pradesh,Agra,NA
UTTAR PRADESH,Aligarh,3_9_143_0,2518,3_9_143_0,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,NA
UTTAR PRADESH,Mathura,3_9_145_0,2519,3_9_145_0,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,NA
UTTAR PRADESH,Allahabad,3_9_175_0,2545,3_9_175_0,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,1997-04-24: Kaushambi district split from Allahabad
UTTAR PRADESH,Banda,3_9_170_0,2542,3_9_170_0,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,NA
UTTAR PRADESH,Almora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Azamgarh,3_9_191_0,2557,3_9_191_0,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,NA
UTTAR PRADESH,Bahraich,3_9_180_0,2546,3_9_180_0,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Shravasti district split from Bahraich
UTTAR PRADESH,Ballia,3_9_193_0,2559,3_9_193_0,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,NA
UTTAR PRADESH,Barabanki,3_9_176_0,2548,3_9_176_0,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,Uttar Pradesh,Barabanki,~1996: Ambedkar Nagar district split from Faizabad;  part of Barabanki district transferred to Faizabad
UTTAR PRADESH,Bareilly,3_9_150_0,2525,3_9_150_0,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,NA
UTTAR PRADESH,Basti,3_9_185_0,2553,3_9_185_0,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,1997-09-05: Sant Kabir Nagar district formed from Basti and a small part of Siddharth Nagar.
UTTAR PRADESH,Bijnor,3_9_134_0,2509,3_9_134_0,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,NA
UTTAR PRADESH,Budaun,3_9_149_0,2524,3_9_149_0,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,NA
UTTAR PRADESH,Bulandshahr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Chamoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,TehriGarhwal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PauriGarhwal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Dehradun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Deoria,3_9_190_0,2555,3_9_190_0,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,1994-05: Kushinagar district split from Deoria.
UTTAR PRADESH,Etah,3_9_201_0,2522,3_9_201_0,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,2008-04-15: Kanshi Ram Nagar split from Etah.
UTTAR PRADESH,Etawah,3_9_161_0,2535,3_9_161_0,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,NA
UTTAR PRADESH,Faizabad,3_9_177_0,2549,3_9_176_0,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,~1996: Ambedkar Nagar district split from Faizabad;  part of Barabanki district transferred to Faizabad
UTTAR PRADESH,Farrukhabad,3_9_159_0,2534,3_9_159_0,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,NA
UTTAR PRADESH,Fatehpur,3_9_172_0,2543,3_9_172_0,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,NA
UTTAR PRADESH,Firozabad,3_9_147_0,2521,3_9_147_0,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,NA
UTTAR PRADESH,Ghaziabad,3_9_140_0,2516,3_9_185_0,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,1997-09-06: Gautam Buddha Nagar district formed from parts of Bulandshahr and Ghaziabad.
UTTAR PRADESH,Ghazipur,3_9_195_0,2560,3_9_195_0,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,NA
UTTAR PRADESH,Gonda,3_9_183_0,2547,3_9_183_0,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,NA
UTTAR PRADESH,Gorakhpur,3_9_188_0,2554,3_9_188_0,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,NA
UTTAR PRADESH,Hamirpur,3_9_168_0,2541,3_9_168_0,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,1995-02-11: Mahoba district split from Hamirpur.
UTTAR PRADESH,Hardoi,3_9_155_0,2530,3_9_155_0,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,NA
UTTAR PRADESH,Jalaun,3_9_165_0,2538,3_9_165_0,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,NA
UTTAR PRADESH,Jaunpur,3_9_194_0,2558,3_9_194_0,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,NA
UTTAR PRADESH,Jhansi,3_9_166_0,2539,3_9_166_0,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,NA
UTTAR PRADESH,Kanpur Dehat,3_9_163_0,2536,3_9_163_0,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,part of Kanpur Dehat district transferred to Kanpur Nagar.
UTTAR PRADESH,Kanpur Nagar,3_9_164_0,2537,3_9_163_0,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,part of Kanpur Dehat district transferred to Kanpur Nagar.
UTTAR PRADESH,Kheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,Lalitpur,3_9_167_0,2540,3_9_167_0,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,NA
UTTAR PRADESH,Lucknow,3_9_157_0,2532,3_9_157_0,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,NA
UTTAR PRADESH,Maharajganj,3_9_187_0,2552,3_9_187_0,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Maharajganj,Uttar Pradesh,Maharajganj,NA
UTTAR PRADESH,Mainpuri,3_9_148_0,2523,3_9_148_0,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,NA
UTTAR PRADESH,Mau,3_9_192_0,2556,3_9_192_0,Uttar Pradesh,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Maunath Bhanjan (Mau),NA
UTTAR PRADESH,Meerut,3_9_138_0,2515,3_9_138_0,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,NA
UTTAR PRADESH,Muzaffarnagar,3_9_133_0,2514,3_9_133_0,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,NA
UTTAR PRADESH,Mirzapur,3_9_199_0,2562,3_9_199_0,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,NA
UTTAR PRADESH,Moradabad,3_9_135_0,2510,3_9_135_0,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,NA
UTTAR PRADESH,Nagar Hardwar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
