spatialId,finalId,spatialState,spatialDistrict,state,district,note,distt_id50
3_3_52_0,3_3_48_0,Punjab,Sahibzada Ajit Singh Nagar,NA,NA,2006: Mohali district formed from parts of Patiala and Rupnagar;,NA
3_3_49_0,3_3_49_0,Punjab,Amritsar,Punjab,AMRITSAR,Tarn Taran district split from Amritsar.,2002
3_3_50_0,3_3_49_0,Punjab,Tarn Taran,NA,NA,Tarn Taran district split from Amritsar.,NA
3_3_46_0,3_3_46_0,Punjab,Bathinda,Punjab,BATHINDA,NA,NA
3_3_40_0,3_3_40_0,Punjab,Fatehgarh Sahib,Punjab,FATEHGARH SAHIB,NA,NA
3_3_35_0,3_3_35_0,Punjab,Gurdaspur,Punjab,GURDASPUR,NA,2001
3_3_36_0,3_3_36_0,Punjab,Kapurthala,Punjab,KAPURTHALA,NA,2006
3_3_41_0,3_3_41_0,Punjab,Ludhiana,Punjab,LUDHIANA,NA,2004
3_3_47_0,3_3_47_0,Punjab,Mansa,Punjab,MANSA,NA,NA
3_8_107_0,3_8_108_0,Rajasthan,Karauli,NA,NA,~1997: Karauli district split from Sawai Madhopur.,NA
3_8_108_0,3_8_108_0,Rajasthan,Sawai Madhopur,Rajasthan,SAWAI MADHOPUR,~1997: Karauli district split from Sawai Madhopur.,NA
3_8_99_0,3_8_99_0,Rajasthan,Ganganagar,Rajasthan,GANGANAGAR,~1998: Hanumangarh district split from Ganganagar.,2101
3_8_100_0,3_8_99_0,Rajasthan,Hanumangarh,NA,NA,~1998: Hanumangarh district split from Ganganagar.,NA
3_8_125_0,3_8_125_0,Rajasthan,Banswara,Rajasthan,BANSWARA,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur.",2124
3_8_126_0,3_8_125_0,Rajasthan,Chittaurgarh,Rajasthan,CHITTAURGARH,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur.",NA
3_8_131_0,3_8_125_0,Rajasthan,Pratapgarh,NA,NA,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur.",NA
3_8_130_0,3_8_125_0,Rajasthan,Udaipur,Rajasthan,UDAIPUR,"2008-01-26: Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur.",2121
3_8_119_0,3_8_119_0,Rajasthan,Ajmer,Rajasthan,AJMER,NA,2111
3_8_104_0,3_8_104_0,Rajasthan,Alwar,Rajasthan,ALWAR,NA,2105
3_8_128_0,3_8_128_0,Rajasthan,Baran,Rajasthan,BARAN,NA,NA
3_8_115_0,3_8_115_0,Rajasthan,Barmer,Rajasthan,BARMER,NA,2117
3_8_105_0,3_8_105_0,Rajasthan,Bharatpur,Rajasthan,BHARATPUR,NA,2106
3_8_122_0,3_8_122_0,Rajasthan,Bhilwara,Rajasthan,BHILWARA,NA,2120
3_8_101_0,3_8_101_0,Rajasthan,Bikaner,Rajasthan,BIKANER,NA,2102
3_8_121_0,3_8_121_0,Rajasthan,Bundi,Rajasthan,BUNDI,NA,2125
3_8_102_0,3_8_102_0,Rajasthan,Churu,Rajasthan,CHURU,NA,2103
3_8_109_0,3_8_109_0,Rajasthan,Dausa,Rajasthan,DAUSA,NA,NA
3_8_106_0,3_8_106_0,Rajasthan,Dhaulpur,Rajasthan,DHOLPUR,NA,2107
3_8_124_0,3_8_124_0,Rajasthan,Dungarpur,Rajasthan,DUNGARPUR,NA,2123
3_8_110_0,3_8_110_0,Rajasthan,Jaipur,Rajasthan,JAIPUR,NA,2109
3_8_114_0,3_8_114_0,Rajasthan,Jaisalmer,Rajasthan,JAISALMER,NA,2113
3_8_116_0,3_8_116_0,Rajasthan,Jalor,Rajasthan,JALOR,NA,NA
3_8_129_0,3_8_129_0,Rajasthan,Jhalawar,Rajasthan,JHALAWAR,NA,NA
3_8_103_0,3_8_103_0,Rajasthan,Jhunjhunun,Rajasthan,JHUNJHUNU,NA,NA
3_8_113_0,3_8_113_0,Rajasthan,Jodhpur,Rajasthan,JODHPUR,NA,2114
3_8_127_0,3_8_127_0,Rajasthan,Kota,Rajasthan,KOTA,NA,2126
3_8_112_0,3_8_112_0,Rajasthan,Nagaur,Rajasthan,NAGAUR,NA,2115
3_8_118_0,3_8_118_0,Rajasthan,Pali,Rajasthan,PALI,NA,2116
3_8_123_0,3_8_123_0,Rajasthan,Rajsamand,Rajasthan,RAJSAMAND,NA,NA
3_8_111_0,3_8_111_0,Rajasthan,Sikar,Rajasthan,SIKAR,NA,2110
3_8_117_0,3_8_117_0,Rajasthan,Sirohi,Rajasthan,SIROHI,NA,2119
3_8_120_0,3_8_120_0,Rajasthan,Tonk,Rajasthan,TONK,NA,2112
3_11_244_0,3_11_244_0,Sikkim,East District,Sikkim,EAST (GANGTOK),NA,NA
3_11_241_0,3_11_241_0,Sikkim,North  District,Sikkim,NORTH (MONGAM),NA,NA
3_11_243_0,3_11_243_0,Sikkim,South District,Sikkim,SOUTH (NIMACHAI),NA,NA
3_11_242_0,3_11_242_0,Sikkim,West District,Sikkim,WEST (GYALSHING),NA,NA
3_33_618_0,3_33_618_0,Tamil Nadu,Nagapattinam,Tamil Nadu,NAGAPATTINAM,Nagapattinam and Thiruvarur districts split from Thanjavur.,NA
3_33_620_0,3_33_618_0,Tamil Nadu,Thanjavur,Tamil Nadu,THANJAVUR,Nagapattinam and Thiruvarur districts split from Thanjavur.,2313
3_33_619_0,3_33_618_0,Tamil Nadu,Thiruvarur,NA,NA,Nagapattinam and Thiruvarur districts split from Thanjavur.,NA
3_33_604_0,3_33_604_0,Tamil Nadu,Kancheepuram,Tamil Nadu,CHENGAI ANNA (CHEN,~1999: Chengalpattu district split into Kancheepuram and Thiruvallur.,NA
3_33_602_0,3_33_604_0,Tamil Nadu,Thiruvallur,NA,NA,~1999: Chengalpattu district split into Kancheepuram and Thiruvallur.,NA
3_33_609_0,3_33_608_0,Tamil Nadu,Namakkal,NA,NA,1997-01-01: Namakkal district split from Salem,NA
3_33_608_0,3_33_608_0,Tamil Nadu,Salem,Tamil Nadu,SALEM,1997-01-01: Namakkal district split from Salem,2307
3_33_630_0,3_33_630_0,Tamil Nadu,Dharmapuri,Tamil Nadu,DHARMAPURI,2004: Krishnagiri district split from Dharmapuri.,2304
3_33_631_0,3_33_630_0,Tamil Nadu,Krishnagiri,NA,NA,2004: Krishnagiri district split from Dharmapuri.,NA
3_33_616_0,3_33_614_0,Tamil Nadu,Ariyalur,NA,NA,2007-11-23: Ariyalur district split from Perambalur. 1995-11-01: Karur and Perambalur districts split from Tiruchirappalli.,NA
3_33_613_0,3_33_614_0,Tamil Nadu,Karur,NA,NA,2007-11-23: Ariyalur district split from Perambalur. 1995-11-01: Karur and Perambalur districts split from Tiruchirappalli.,NA
3_33_615_0,3_33_614_0,Tamil Nadu,Perambalur,NA,NA,2007-11-23: Ariyalur district split from Perambalur. 1995-11-01: Karur and Perambalur districts split from Tiruchirappalli.,NA
3_33_614_0,3_33_614_0,Tamil Nadu,Tiruchirappalli,Tamil Nadu,TIRUCHIRAPPALLI,2007-11-23: Ariyalur district split from Perambalur. 1995-11-01: Karur and Perambalur districts split from Tiruchirappalli.,NA
3_33_632_0,3_33_632_0,Tamil Nadu,Coimbatore,Tamil Nadu,COIMBATORE,2008-10: Tiruppur district formed from parts of Coimbatore and Erode.,2310
3_33_610_0,3_33_632_0,Tamil Nadu,Erode,Tamil Nadu,PERIYAR,2008-10: Tiruppur district formed from parts of Coimbatore and Erode.,2308
3_33_633_0,3_33_632_0,Tamil Nadu,Tiruppur,NA,NA,2008-10: Tiruppur district formed from parts of Coimbatore and Erode.,NA
3_33_623_0,3_33_623_0,Tamil Nadu,Madurai,Tamil Nadu,MADURAI,Theni district split from Madurai;,2316
3_33_624_0,3_33_623_0,Tamil Nadu,Theni,NA,NA,Theni district split from Madurai;,NA
3_33_603_0,3_33_603_0,Tamil Nadu,Chennai,Tamil Nadu,MADRAS,NA,NA
3_33_617_0,3_33_617_0,Tamil Nadu,Cuddalore,Tamil Nadu,SOUTH ARCOT,NA,NA
3_33_612_0,3_33_612_0,Tamil Nadu,Dindigul,Tamil Nadu,DINDIGUL,NA,NA
3_33_629_0,3_33_629_0,Tamil Nadu,Kanniyakumari,Tamil Nadu,KANYAKUMARI,NA,2321
3_33_621_0,3_33_621_0,Tamil Nadu,Pudukkottai,Tamil Nadu,PUDUKKOTTAI,NA,NA
3_33_626_0,3_33_626_0,Tamil Nadu,Ramanathapuram,Tamil Nadu,RAMANATHAPURAM,NA,NA
3_33_622_0,3_33_622_0,Tamil Nadu,Sivaganga,Tamil Nadu,PASUPOMTHEVAR THIR,NA,NA
3_33_611_0,3_33_611_0,Tamil Nadu,The Nilgiris,Tamil Nadu,NILGIRIS,NA,NA
3_33_627_0,3_33_627_0,Tamil Nadu,Thoothukkudi,Tamil Nadu,V.O.  CHIUDAMBARA,NA,NA
3_33_628_0,3_33_628_0,Tamil Nadu,Tirunelveli,Tamil Nadu,TIRUNELVELI,NA,NA
3_33_606_0,3_33_606_0,Tamil Nadu,Tiruvannamalai,Tamil Nadu,TIRUVANNAMALAI SA,NA,NA
3_33_605_0,3_33_605_0,Tamil Nadu,Vellore,Tamil Nadu,NORTH ARCOT,NA,NA
3_33_607_0,3_33_607_0,Tamil Nadu,Viluppuram,Tamil Nadu,VILLUPURAM,NA,NA
3_33_625_0,3_33_625_0,Tamil Nadu,Virudhunagar,Tamil Nadu,KAMARAJAR,NA,NA
3_16_291_0,3_16_292_0,Tripura,Dhalai,NA,NA,1995: Dhalai district formed from parts of North Tripura and South Tripura.,NA
3_16_292_0,3_16_292_0,Tripura,North Tripura,Tripura,NORTH TRIPURA,1995: Dhalai district formed from parts of North Tripura and South Tripura.,2402
3_16_290_0,3_16_292_0,Tripura,South Tripura,Tripura,SOUTH TRIPURA,1995: Dhalai district formed from parts of North Tripura and South Tripura.,2403
3_16_289_0,3_16_289_0,Tripura,West Tripura,Tripura,WEST TRIPURA,NA,2401
3_9_178_0,3_9_176_0,Uttar Pradesh,Ambedkar Nagar,NA,NA,~1996: Ambedkar Nagar district split from Faizabad;  part of Barabanki district transferred to Faizabad,NA
3_9_176_0,3_9_176_0,Uttar Pradesh,Bara Banki,Uttar Pradesh,BARABANKI,~1996: Ambedkar Nagar district split from Faizabad;  part of Barabanki district transferred to Faizabad,2548
3_9_177_0,3_9_176_0,Uttar Pradesh,Faizabad,Uttar Pradesh,FAIZABAD,~1996: Ambedkar Nagar district split from Faizabad;  part of Barabanki district transferred to Faizabad,2549
3_9_190_0,3_9_190_0,Uttar Pradesh,Deoria,Uttar Pradesh,DEORIA,1994-05: Kushinagar district split from Deoria.,2555
3_9_189_0,3_9_190_0,Uttar Pradesh,Kushinagar,NA,NA,1994-05: Kushinagar district split from Deoria.,NA
3_9_168_0,3_9_168_0,Uttar Pradesh,Hamirpur,Uttar Pradesh,HAMIRPUR,1995-02-11: Mahoba district split from Hamirpur.,903
3_9_169_0,3_9_168_0,Uttar Pradesh,Mahoba,NA,NA,1995-02-11: Mahoba district split from Hamirpur.,NA
3_9_175_0,3_9_175_0,Uttar Pradesh,Allahabad,Uttar Pradesh,ALLAHABAD,1997-04-24: Kaushambi district split from Allahabad,2545
3_9_174_0,3_9_175_0,Uttar Pradesh,Kaushambi,NA,NA,1997-04-24: Kaushambi district split from Allahabad,NA
3_9_185_0,3_9_185_0,Uttar Pradesh,Basti,Uttar Pradesh,BASTI,1997-09-05: Sant Kabir Nagar district formed from Basti and a small part of Siddharth Nagar.,2553
3_9_186_0,3_9_185_0,Uttar Pradesh,Sant Kabir Nagar,NA,NA,1997-09-05: Sant Kabir Nagar district formed from Basti and a small part of Siddharth Nagar.,NA
3_9_184_0,3_9_184_0,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,SIDDHARTHA NAGAR,1997-09-05: Sant Kabir Nagar district formed from Basti and a small part of Siddharth Nagar.,NA
3_9_142_0,3_9_185_0,Uttar Pradesh,Bulandshahr,Uttar Pradesh,BULANDSHAHAR,1997-09-06: Gautam Buddha Nagar district formed from parts of Bulandshahr and Ghaziabad.,2517
3_9_141_0,3_9_185_0,Uttar Pradesh,Gautam Buddha Nagar,NA,NA,1997-09-06: Gautam Buddha Nagar district formed from parts of Bulandshahr and Ghaziabad.,NA
3_9_140_0,3_9_185_0,Uttar Pradesh,Ghaziabad,Uttar Pradesh,GHAZIABAD,1997-09-06: Gautam Buddha Nagar district formed from parts of Bulandshahr and Ghaziabad.,2516
3_9_201_0,3_9_201_0,Uttar Pradesh,Etah,Uttar Pradesh,ETAH,2008-04-15: Kanshi Ram Nagar split from Etah.,2522
3_9_202_0,3_9_201_0,Uttar Pradesh,Kanshiram Nagar,NA,NA,2008-04-15: Kanshi Ram Nagar split from Etah.,NA
3_9_163_0,3_9_163_0,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,KANPUR DEHAT,part of Kanpur Dehat district transferred to Kanpur Nagar.,2536
3_9_164_0,3_9_163_0,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,KANPUR NAGAR,part of Kanpur Dehat district transferred to Kanpur Nagar.,NA
3_9_198_0,3_9_197_0,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),NA,NA,Sant Ravi Das Nagar district split from Varanasi;,NA
3_9_197_0,3_9_197_0,Uttar Pradesh,Varanasi,Uttar Pradesh,VARANASI,Sant Ravi Das Nagar district split from Varanasi;,2561
3_9_180_0,3_9_180_0,Uttar Pradesh,Bahraich,Uttar Pradesh,BAHRAICH,Shravasti district split from Bahraich,NA
3_9_181_0,3_9_180_0,Uttar Pradesh,Shrawasti,NA,NA,Shravasti district split from Bahraich,NA
3_9_146_0,3_9_146_0,Uttar Pradesh,Agra,Uttar Pradesh,AGRA,NA,2520
3_9_143_0,3_9_143_0,Uttar Pradesh,Aligarh,Uttar Pradesh,ALIGARH,NA,2518
3_9_162_0,3_9_162_0,Uttar Pradesh,Auraiya,Uttar Pradesh,AURAIYA,NA,NA
3_9_191_0,3_9_191_0,Uttar Pradesh,Azamgarh,Uttar Pradesh,AZAMGARH,NA,2557
3_9_139_0,3_9_139_0,Uttar Pradesh,Baghpat,Uttar Pradesh,BAGHPAT,NA,NA
3_9_193_0,3_9_193_0,Uttar Pradesh,Ballia,Uttar Pradesh,BALLIA,NA,NA
3_9_182_0,3_9_182_0,Uttar Pradesh,Balrampur,Uttar Pradesh,BALRAMPUR,NA,NA
3_9_170_0,3_9_170_0,Uttar Pradesh,Banda,Uttar Pradesh,BANDA,NA,2542
3_9_150_0,3_9_150_0,Uttar Pradesh,Bareilly,Uttar Pradesh,BAREILLY,NA,NA
3_9_134_0,3_9_134_0,Uttar Pradesh,Bijnor,Uttar Pradesh,BIJNOR,NA,NA
3_9_149_0,3_9_149_0,Uttar Pradesh,Budaun,Uttar Pradesh,BUDAUN,NA,2524
3_9_196_0,3_9_196_0,Uttar Pradesh,Chandauli,Uttar Pradesh,CHANDAULI,NA,NA
3_9_171_0,3_9_171_0,Uttar Pradesh,Chitrakoot,Uttar Pradesh,CHITRAKOOT,NA,NA
3_9_161_0,3_9_161_0,Uttar Pradesh,Etawah,Uttar Pradesh,ETAWAH,NA,2535
3_9_159_0,3_9_159_0,Uttar Pradesh,Farrukhabad,Uttar Pradesh,FARRUKHABAD,NA,NA
3_9_172_0,3_9_172_0,Uttar Pradesh,Fatehpur,Uttar Pradesh,FATEHPUR,NA,2543
3_9_147_0,3_9_147_0,Uttar Pradesh,Firozabad,Uttar Pradesh,FIROZABAD,NA,2521
3_9_195_0,3_9_195_0,Uttar Pradesh,Ghazipur,Uttar Pradesh,GHAZIPUR,NA,2560
3_9_183_0,3_9_183_0,Uttar Pradesh,Gonda,Uttar Pradesh,GONDA,NA,2547
3_9_188_0,3_9_188_0,Uttar Pradesh,Gorakhpur,Uttar Pradesh,GORAKHPUR,NA,2554
3_9_155_0,3_9_155_0,Uttar Pradesh,Hardoi,Uttar Pradesh,HARDOI,NA,2530
3_9_165_0,3_9_165_0,Uttar Pradesh,Jalaun,Uttar Pradesh,JALAUN,NA,2538
3_9_194_0,3_9_194_0,Uttar Pradesh,Jaunpur,Uttar Pradesh,JAUNPUR,NA,2558
3_9_166_0,3_9_166_0,Uttar Pradesh,Jhansi,Uttar Pradesh,JHANSI,NA,2539
3_9_137_0,3_9_137_0,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,JYOTIBA PHULE NAGAR,NA,NA
3_9_160_0,3_9_160_0,Uttar Pradesh,Kannauj,Uttar Pradesh,KANNAUJ,NA,NA
3_9_153_0,3_9_153_0,Uttar Pradesh,Kheri,Uttar Pradesh,KHERI,NA,2528
3_9_167_0,3_9_167_0,Uttar Pradesh,Lalitpur,Uttar Pradesh,LALITPUR,NA,2540
3_9_157_0,3_9_157_0,Uttar Pradesh,Lucknow,Uttar Pradesh,LUCKNOW,NA,2532
3_9_144_0,3_9_144_0,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,MAHAMAYA NAGAR,NA,NA
3_9_187_0,3_9_187_0,Uttar Pradesh,Mahrajganj,Uttar Pradesh,MAHARAJGANJ,NA,NA
3_9_148_0,3_9_148_0,Uttar Pradesh,Mainpuri,Uttar Pradesh,MAINPURI,NA,2523
3_9_145_0,3_9_145_0,Uttar Pradesh,Mathura,Uttar Pradesh,MATHURA,NA,2519
3_9_192_0,3_9_192_0,Uttar Pradesh,Mau,Uttar Pradesh,MAUNATH BHANJAN (MAU),NA,NA
3_9_138_0,3_9_138_0,Uttar Pradesh,Meerut,Uttar Pradesh,MEERUT,NA,2515
3_9_199_0,3_9_199_0,Uttar Pradesh,Mirzapur,Uttar Pradesh,MIRZAPUR,NA,2562
3_9_135_0,3_9_135_0,Uttar Pradesh,Moradabad,Uttar Pradesh,MORADABAD,NA,2510
3_9_133_0,3_9_133_0,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,MUZAFFARNAGAR,NA,2514
3_9_151_0,3_9_151_0,Uttar Pradesh,Pilibhit,Uttar Pradesh,PILIBHIT,NA,2526
3_9_173_0,3_9_173_0,Uttar Pradesh,Pratapgarh,Uttar Pradesh,PRATAPGARH,NA,2544
3_9_158_0,3_9_158_0,Uttar Pradesh,Rae Bareli,Uttar Pradesh,RAE BARELI,NA,NA
3_9_136_0,3_9_136_0,Uttar Pradesh,Rampur,Uttar Pradesh,RAMPUR,NA,2511
3_9_132_0,3_9_132_0,Uttar Pradesh,Saharanpur,Uttar Pradesh,SAHARANPUR,NA,NA
3_9_152_0,3_9_152_0,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,SHAHJAHANPUR,NA,2527
3_9_154_0,3_9_154_0,Uttar Pradesh,Sitapur,Uttar Pradesh,SITAPUR,NA,2529
3_9_200_0,3_9_200_0,Uttar Pradesh,Sonbhadra,Uttar Pradesh,SONBHADRA,NA,NA
3_9_179_0,3_9_179_0,Uttar Pradesh,Sultanpur,Uttar Pradesh,SULTANPUR,NA,2550
3_9_156_0,3_9_156_0,Uttar Pradesh,Unnao,Uttar Pradesh,UNNAO,NA,2531
3_5_64_0,3_5_64_0,Uttarakhand,Almora,Uttar Pradesh,ALMORA,~1998: Bageshwar district split from Almora.,2507
3_5_63_0,3_5_64_0,Uttarakhand,Bageshwar,NA,NA,~1998: Bageshwar district split from Almora.,NA
3_5_66_0,3_5_66_0,Uttarakhand,Nainital,Uttar Pradesh,NAINITAL,1995-09-30: Udham Singh Nagar district split from Nainital.,2508
3_5_67_0,3_5_66_0,Uttarakhand,Udham Singh Nagar,NA,NA,1995-09-30: Udham Singh Nagar district split from Nainital.,NA
3_5_57_0,3_5_57_0,Uttarakhand,Chamoli,Uttar Pradesh,CHAMOLI,"1997-09-16: Rudra Prayag district formed from parts of Chamoli, Pauri Garhwal, and Tehri Garhwal.",2502
3_5_61_0,3_5_57_0,Uttarakhand,Garhwal,Uttar Pradesh,GARHWAL,"1997-09-16: Rudra Prayag district formed from parts of Chamoli, Pauri Garhwal, and Tehri Garhwal.",NA
3_5_58_0,3_5_57_0,Uttarakhand,Rudraprayag,NA,NA,"1997-09-16: Rudra Prayag district formed from parts of Chamoli, Pauri Garhwal, and Tehri Garhwal.",NA
3_5_59_0,3_5_57_0,Uttarakhand,Tehri Garhwal,Uttar Pradesh,TEHRI GARHWAL,"1997-09-16: Rudra Prayag district formed from parts of Chamoli, Pauri Garhwal, and Tehri Garhwal.",2503
3_5_65_0,3_5_65_0,Uttarakhand,Champawat,Uttar Pradesh,CHAMPAWAT,NA,NA
3_5_60_0,3_5_60_0,Uttarakhand,Dehradun,Uttar Pradesh,DEHRADUN,NA,2504
3_5_68_0,3_5_68_0,Uttarakhand,Hardwar,Uttar Pradesh,HARDWAR,NA,2513
3_5_62_0,3_5_62_0,Uttarakhand,Pithoragarh,Uttar Pradesh,PITHORAGARH,NA,2506
3_5_56_0,3_5_56_0,Uttarakhand,Uttarkashi,Uttar Pradesh,UTTARKASHI,NA,2501
3_19_331_0,3_19_330_0,West Bengal,Dakshin Dinajpur,NA,NA,1992-04-01: West Dinajpur district split into Dakshin Dinajpur (Dinajpur South) and Uttar Dinajpur (Dinajpur North).,NA
3_19_330_0,3_19_330_0,West Bengal,Uttar Dinajpur,West Bengal,WEST DINAJPUR,1992-04-01: West Dinajpur district split into Dakshin Dinajpur (Dinajpur South) and Uttar Dinajpur (Dinajpur North).,NA
3_19_344_0,3_19_344_0,West Bengal,Paschim Medinipur,West Bengal,MIDNAPUR,2002-01-01: Midnapore district split into East Midnapore and West Midnapore.,2613
3_19_345_0,3_19_344_0,West Bengal,Purba Medinipur,NA,NA,2002-01-01: Midnapore district split into East Midnapore and West Midnapore.,NA
3_19_339_0,3_19_339_0,West Bengal,Bankura,West Bengal,BANKURA,NA,2614
3_19_335_0,3_19_335_0,West Bengal,Barddhaman,West Bengal,BURDWAN,NA,NA
3_19_334_0,3_19_334_0,West Bengal,Birbhum,West Bengal,BIRBHUM,NA,2617
3_19_327_0,3_19_327_0,West Bengal,Darjiling,West Bengal,DARJILING,NA,NA
3_19_341_0,3_19_341_0,West Bengal,Haora,West Bengal,HOWRAH,NA,2611
3_19_338_0,3_19_338_0,West Bengal,Hugli,West Bengal,HOOGHLY,NA,2612
3_19_328_0,3_19_328_0,West Bengal,Jalpaiguri,West Bengal,JALPAIGURI,NA,2602
3_19_329_0,3_19_329_0,West Bengal,Koch Bihar,West Bengal,KOCH BIHAR,NA,NA
3_19_342_0,3_19_342_0,West Bengal,Kolkata,West Bengal,CALCUTTA,NA,NA
3_19_332_0,3_19_332_0,West Bengal,Maldah,West Bengal,MALDAH,NA,NA
3_19_333_0,3_19_333_0,West Bengal,Murshidabad,West Bengal,MURSHIDABAD,NA,2606
3_19_336_0,3_19_336_0,West Bengal,Nadia,West Bengal,NADIA,NA,2607
3_19_337_0,3_19_337_0,West Bengal,North Twenty Four Parganas,West Bengal,NORTH 24-PARGANAS,NA,NA
3_19_340_0,3_19_340_0,West Bengal,Puruliya,West Bengal,PURULIYA,NA,NA
3_19_343_0,3_19_343_0,West Bengal,South Twenty Four Parganas,West Bengal,SOUTH 24-PARGANAS,NA,NA
