spatialId,finalId,spatialState,spatialDistrict,nss2001State,nss2001District,Note,distt_id55,NSS2000_state_id,NSS2000_dist_code
3_32_597_0,3_32_597_0,Kerala,Kottayam,Kerala,Kottayam,NA,1210,12.0,10
3_32_591_0,3_32_591_0,Kerala,Kozhikode,Kerala,Kozhikode,NA,1204,12.0,04
3_32_592_0,3_32_592_0,Kerala,Malappuram,Kerala,Malappuram,NA,NA,NA,NA
3_32_593_0,3_32_593_0,Kerala,Palakkad,Kerala,Palakkad,NA,1206,12.0,06
3_32_599_0,3_32_599_0,Kerala,Pathanamthitta,Kerala,Pathanamthitta,NA,1212,12.0,12
3_32_601_0,3_32_601_0,Kerala,Thiruvananthapuram,Kerala,Thiruvanantha- puram,NA,1214,12.0,14
3_32_594_0,3_32_594_0,Kerala,Thrissur,Kerala,Thrissur,NA,1207,12.0,07
3_32_590_0,3_32_590_0,Kerala,Wayanad,Kerala,Wayanad,NA,1203,12.0,03
3_31_587_0,3_31_587_0,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,NA,3201,32.0,01
3_23_457_0,3_23_457_0,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,NA,1338,13.0,38
3_23_441_0,3_23_441_0,Madhya Pradesh,Barwani,Madhya Pradesh,Barwani,NA,NA,NA,NA
3_23_447_0,3_23_447_0,Madhya Pradesh,Betul,Madhya Pradesh,Betul,NA,1331,13.0,31
3_23_420_0,3_23_420_0,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,NA,1302,13.0,02
3_23_444_0,3_23_444_0,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,NA,1328,13.0,28
3_23_425_0,3_23_425_0,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,NA,1308,13.0,08
3_23_455_0,3_23_455_0,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,NA,1336,13.0,36
3_23_428_0,3_23_428_0,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,NA,1311,13.0,11
3_23_422_0,3_23_422_0,Madhya Pradesh,Datia,Madhya Pradesh,Datia,NA,1304,13.0,04
3_23_437_0,3_23_437_0,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,NA,1320,13.0,20
3_23_438_0,3_23_438_0,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,NA,1322,13.0,22
3_23_453_0,3_23_453_0,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,NA,NA,NA,NA
3_23_458_0,3_23_458_0,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Ashoknagar district split from Guna,1306,13.0,06
3_23_421_0,3_23_421_0,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,NA,1303,13.0,03
3_23_448_0,3_23_448_0,Madhya Pradesh,Harda,Madhya Pradesh,Harda,NA,NA,NA,NA
3_23_449_0,3_23_449_0,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,NA,1332,13.0,32
3_23_439_0,3_23_439_0,Madhya Pradesh,Indore,Madhya Pradesh,Indore,NA,1323,13.0,23
3_23_451_0,3_23_451_0,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,NA,1333,13.0,33
3_23_464_0,3_23_464_0,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Alirajpur district split from Jhabua,1321,13.0,21
3_23_450_0,3_23_450_0,Madhya Pradesh,Katni,Madhya Pradesh,Katni,NA,NA,NA,NA
3_23_466_0,3_23_466_0,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,East Nimar,Burhanpur district split from Khandwa (East Nimar),1325,13.0,25
3_23_440_0,3_23_440_0,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,West Nimar,NA,1324,13.0,24
3_23_454_0,3_23_454_0,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,NA,1335,13.0,35
3_23_433_0,3_23_433_0,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,NA,1316,13.0,16
3_23_419_0,3_23_419_0,Madhya Pradesh,Morena,Madhya Pradesh,Morena,NA,1301,13.0,01
3_23_452_0,3_23_452_0,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,NA,1334,13.0,34
3_23_432_0,3_23_432_0,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch,NA,NA,NA,NA
3_23_426_0,3_23_426_0,Madhya Pradesh,Panna,Madhya Pradesh,Panna,NA,1309,13.0,09
3_23_446_0,3_23_446_0,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,NA,1330,13.0,30
3_23_442_0,3_23_442_0,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,NA,1326,13.0,26
3_23_434_0,3_23_434_0,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,NA,1317,13.0,17
3_23_430_0,3_23_430_0,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,NA,1313,13.0,13
3_23_427_0,3_23_427_0,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,NA,1310,13.0,10
3_23_429_0,3_23_429_0,Madhya Pradesh,Satna,Madhya Pradesh,Satna,NA,1312,13.0,12
3_23_445_0,3_23_445_0,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,NA,1329,13.0,29
3_23_456_0,3_23_456_0,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,NA,1337,13.0,37
3_23_460_0,3_23_460_0,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Anuppur district split from Shahdol,NA,NA,NA
3_23_436_0,3_23_436_0,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,NA,1319,13.0,19
3_23_418_0,3_23_418_0,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,NA,NA,NA,NA
3_23_423_0,3_23_423_0,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,NA,1305,13.0,05
3_23_462_0,3_23_462_0,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Singrauli district split from Sidhi,1315,13.0,15
3_23_424_0,3_23_424_0,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,NA,1307,13.0,07
3_23_435_0,3_23_435_0,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,NA,1318,13.0,18
3_23_431_0,3_23_431_0,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,NA,NA,NA,NA
3_23_443_0,3_23_443_0,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,NA,1327,13.0,27
3_27_522_0,3_27_522_0,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,NA,1409,14.0,09
3_27_501_0,3_27_501_0,Maharashtra,Akola,Maharashtra,Akola,NA,1423,14.0,23
3_27_503_0,3_27_503_0,Maharashtra,Amravati,Maharashtra,Amaravati,NA,NA,NA,NA
3_27_515_0,3_27_515_0,Maharashtra,Aurangabad,Maharashtra,Aurangabad,NA,1415,14.0,15
3_27_506_0,3_27_506_0,Maharashtra,Bhandara,Maharashtra,Bhandara,NA,1428,14.0,28
3_27_523_0,3_27_523_0,Maharashtra,Bid,Maharashtra,Bid,NA,1418,14.0,18
3_27_500_0,3_27_500_0,Maharashtra,Buldana,Maharashtra,Buldana,NA,1422,14.0,22
3_27_509_0,3_27_509_0,Maharashtra,Chandrapur,Maharashtra,Chandrapur,NA,1429,14.0,29
3_27_498_0,3_27_498_0,Maharashtra,Dhule,Maharashtra,Dhule,NA,1407,14.0,07
3_27_508_0,3_27_508_0,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,NA,1430,14.0,30
3_27_507_0,3_27_507_0,Maharashtra,Gondiya,Maharashtra,Gondiya,NA,NA,NA,NA
3_27_512_0,3_27_512_0,Maharashtra,Hingoli,Maharashtra,Hingoli,NA,NA,NA,NA
3_27_499_0,3_27_499_0,Maharashtra,Jalgaon,Maharashtra,Jalgaon,NA,1408,14.0,08
3_27_514_0,3_27_514_0,Maharashtra,Jalna,Maharashtra,Jalna,NA,1416,14.0,16
3_27_530_0,3_27_530_0,Maharashtra,Kolhapur,Maharashtra,Kolhapur,NA,1414,14.0,14
3_27_524_0,3_27_524_0,Maharashtra,Latur,Maharashtra,Latur,NA,1421,14.0,21
3_27_519_0,3_27_519_0,Maharashtra,Mumbai,Maharashtra,Mumbai,NA,NA,NA,NA
3_27_518_0,3_27_518_0,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,NA,NA,NA,NA
3_27_505_0,3_27_505_0,Maharashtra,Nagpur,Maharashtra,Nagpur,NA,1427,14.0,27
3_27_511_0,3_27_511_0,Maharashtra,Nanded,Maharashtra,Nanded,NA,1419,14.0,19
3_27_497_0,3_27_497_0,Maharashtra,Nandurbar,Maharashtra,Nandurbar,NA,NA,NA,NA
3_27_516_0,3_27_516_0,Maharashtra,Nashik,Maharashtra,Nashik,NA,NA,NA,NA
3_27_525_0,3_27_525_0,Maharashtra,Osmanabad,Maharashtra,Osamanabad,NA,NA,NA,NA
3_27_513_0,3_27_513_0,Maharashtra,Parbhani,Maharashtra,Parbhani,NA,1417,14.0,17
3_27_521_0,3_27_521_0,Maharashtra,Pune,Maharashtra,Pune,NA,1410,14.0,10
3_27_520_0,3_27_520_0,Maharashtra,Raigarh,Maharashtra,Raigarh,NA,1403,14.0,03
3_27_528_0,3_27_528_0,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,NA,1404,14.0,04
3_27_531_0,3_27_531_0,Maharashtra,Sangli,Maharashtra,Sangli,NA,1412,14.0,12
3_27_527_0,3_27_527_0,Maharashtra,Satara,Maharashtra,Satara,NA,1411,14.0,11
3_27_529_0,3_27_529_0,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,NA,1405,14.0,05
3_27_526_0,3_27_526_0,Maharashtra,Solapur,Maharashtra,Solapur,NA,1413,14.0,13
3_27_517_0,3_27_517_0,Maharashtra,Thane,Maharashtra,Thane,NA,1402,14.0,02
3_27_504_0,3_27_504_0,Maharashtra,Wardha,Maharashtra,Wardha,NA,1426,14.0,26
3_27_502_0,3_27_502_0,Maharashtra,Washim,Maharashtra,Washim,NA,NA,NA,NA
3_27_510_0,3_27_510_0,Maharashtra,Yavatmal,Maharashtra,Yavatmal,NA,1425,14.0,25
3_14_275_0,3_14_275_0,Manipur,Bishnupur,Manipur,Bishnupur,NA,1506,15.0,06
3_14_280_0,3_14_280_0,Manipur,Chandel,Manipur,Chandel,NA,1504,15.0,04
3_14_274_0,3_14_274_0,Manipur,Churachandpur,Manipur,Churachandpur,NA,1503,15.0,03
3_14_278_0,3_14_278_0,Manipur,Imphal East,Manipur,Imphal East,NA,NA,NA,NA
3_14_277_0,3_14_277_0,Manipur,Imphal West,Manipur,Imphal West,NA,NA,NA,NA
3_14_272_0,3_14_272_0,Manipur,Senapati,Manipur,Senapati,NA,1501,15.0,01
3_14_273_0,3_14_273_0,Manipur,Tamenglong,Manipur,Tamenglong,NA,1502,15.0,02
3_14_276_0,3_14_276_0,Manipur,Thoubal,Manipur,Thoubal,NA,1505,15.0,05
3_14_279_0,3_14_279_0,Manipur,Ukhrul,Manipur,Ukhrul,NA,1508,15.0,08
3_17_294_0,3_17_294_0,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,NA,1604,16.0,04
3_17_298_0,3_17_298_0,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,NA,1602,16.0,02
3_17_299_0,3_17_299_0,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,NA,1601,16.0,01
3_17_297_0,3_17_297_0,Meghalaya,Ribhoi,Meghalaya,Ri Bhoi,NA,1606,16.0,06
3_17_295_0,3_17_295_0,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,NA,NA,NA,NA
3_17_293_0,3_17_293_0,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,NA,1605,16.0,05
3_17_296_0,3_17_296_0,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,NA,1603,16.0,03
3_15_283_0,3_15_283_0,Mizoram,Aizawl,Mizoram,Aizwal,NA,1701,17.0,01
3_15_284_0,3_15_284_0,Mizoram,Champhai,Mizoram,Champhai,NA,NA,NA,NA
3_15_282_0,3_15_282_0,Mizoram,Kolasib,Mizoram,Kolasib,NA,NA,NA,NA
3_15_287_0,3_15_287_0,Mizoram,Lawngtlai,Mizoram,Lawngtlai,NA,NA,NA,NA
3_15_286_0,3_15_286_0,Mizoram,Lunglei,Mizoram,Lunglai,NA,NA,NA,NA
3_15_281_0,3_15_281_0,Mizoram,Mamit,Mizoram,Mamit,NA,NA,NA,NA
3_15_288_0,3_15_288_0,Mizoram,Saiha,Mizoram,Saiha,NA,NA,NA,NA
3_15_285_0,3_15_285_0,Mizoram,Serchhip,Mizoram,Serchhip,NA,NA,NA,NA
3_13_265_0,3_13_265_0,Nagaland,Dimapur,Nagaland,Dimapur,NA,NA,NA,NA
3_13_270_0,3_13_270_0,Nagaland,Kohima,Nagaland,Kohima,Peren district split from Kohima,1801,18.0,01
3_13_262_0,3_13_262_0,Nagaland,Mokokchung,Nagaland,Mokokchung,NA,1805,18.0,05
3_13_261_0,3_13_261_0,Nagaland,Mon,Nagaland,Mon,NA,1807,18.0,07
3_13_266_0,3_13_266_0,Nagaland,Phek,Nagaland,Phek,NA,1802,18.0,02
3_13_267_0,3_13_267_0,Nagaland,Tuensang,Nagaland,Tuensang,Kiphire and Longleng districts split from Tuensang,1806,18.0,06
3_13_264_0,3_13_264_0,Nagaland,Wokha,Nagaland,Wokha,NA,1804,18.0,04
3_13_263_0,3_13_263_0,Nagaland,Zunheboto,Nagaland,Zunheboto,NA,1803,18.0,03
3_7_95_0,3_7_95_0,NCT Of Delhi,Central,Delhi,Central,NA,NA,NA,NA
3_7_93_0,3_7_93_0,NCT Of Delhi,East,Delhi,East,NA,NA,NA,NA
3_7_94_0,3_7_94_0,NCT Of Delhi,New Delhi,Delhi,New Delhi,NA,NA,NA,NA
3_7_91_0,3_7_91_0,NCT Of Delhi,North,Delhi,North,NA,NA,NA,NA
3_7_92_0,3_7_92_0,NCT Of Delhi,North East,Delhi,North East,NA,NA,NA,NA
3_7_90_0,3_7_90_0,NCT Of Delhi,North West,Delhi,North West,NA,NA,NA,NA
3_7_98_0,3_7_98_0,NCT Of Delhi,South,Delhi,South,NA,NA,NA,NA
3_7_97_0,3_7_97_0,NCT Of Delhi,South West,Delhi,South West,NA,NA,NA,NA
3_7_96_0,3_7_96_0,NCT Of Delhi,West,Delhi,West,NA,NA,NA,NA
3_21_384_0,3_21_384_0,Odisha,Anugul,Orissa,Anugul,NA,NA,NA,NA
3_21_393_0,3_21_393_0,Odisha,Balangir,Orissa,Balangir,NA,NA,NA,NA
3_21_377_0,3_21_377_0,Odisha,Baleshwar,Orissa,Baleshwar,NA,1905,19.0,05
3_21_370_0,3_21_370_0,Odisha,Bargarh,Orissa,Bargarh,NA,1928,19.0,28
3_21_391_0,3_21_391_0,Odisha,Baudh,Orissa,Baudh,NA,NA,NA,NA
3_21_378_0,3_21_378_0,Odisha,Bhadrak,Orissa,Bhadrak,NA,1914,19.0,14
3_21_381_0,3_21_381_0,Odisha,Cuttack,Orissa,Cuttack,NA,1906,19.0,06
3_21_373_0,3_21_373_0,Odisha,Debagarh,Orissa,Debagarh,NA,1927,19.0,27
3_21_383_0,3_21_383_0,Odisha,Dhenkanal,Orissa,Dhenkanal,NA,1907,19.0,07
3_21_389_0,3_21_389_0,Odisha,Gajapati,Orissa,Gajapati,NA,1920,19.0,20
3_21_388_0,3_21_388_0,Odisha,Ganjam,Orissa,Ganjam,NA,1912,19.0,12
3_21_380_0,3_21_380_0,Odisha,Jagatsinghapur,Orissa,Jagatsinghapur,NA,1915,19.0,15
3_21_382_0,3_21_382_0,Odisha,Jajapur,Orissa,Jajapur,NA,NA,NA,NA
3_21_371_0,3_21_371_0,Odisha,Jharsuguda,Orissa,Jharsuguda,NA,1926,19.0,26
3_21_395_0,3_21_395_0,Odisha,Kalahandi,Orissa,Kalahandi,NA,1910,19.0,10
3_21_390_0,3_21_390_0,Odisha,Kandhamal,Orissa,Kandhamal,NA,NA,NA,NA
3_21_379_0,3_21_379_0,Odisha,Kendrapara,Orissa,Kndrapara,NA,NA,NA,NA
3_21_375_0,3_21_375_0,Odisha,Kendujhar,Orissa,Kendujhar,NA,NA,NA,NA
3_21_386_0,3_21_386_0,Odisha,Khordha,Orissa,Khordha,NA,NA,NA,NA
3_21_398_0,3_21_398_0,Odisha,Koraput,Orissa,Koraput,NA,1911,19.0,11
3_21_399_0,3_21_399_0,Odisha,Malkangiri,Orissa,Malkangiri,NA,1923,19.0,23
3_21_376_0,3_21_376_0,Odisha,Mayurbhanj,Orissa,Mayurbhanj,NA,1904,19.0,04
3_21_397_0,3_21_397_0,Odisha,Nabarangapur,Orissa,Nabarangapur,NA,1924,19.0,24
3_21_385_0,3_21_385_0,Odisha,Nayagarh,Orissa,Nauagarh,NA,NA,NA,NA
3_21_394_0,3_21_394_0,Odisha,Nuapada,Orissa,Nuapada,NA,1922,19.0,22
3_21_387_0,3_21_387_0,Odisha,Puri,Orissa,Puri,NA,1913,19.0,13
3_21_396_0,3_21_396_0,Odisha,Rayagada,Orissa,Rayagada,NA,1925,19.0,25
3_21_372_0,3_21_372_0,Odisha,Sambalpur,Orissa,Sambalpur,NA,1901,19.0,01
3_21_392_0,3_21_392_0,Odisha,Subarnapur,Orissa,Sonapur,NA,1929,19.0,29
3_21_374_0,3_21_374_0,Odisha,Sundargarh,Orissa,Sundargarh,NA,1902,19.0,02
3_34_637_0,3_34_637_0,Puducherry,Karaikal,Pondicherry,Karaikal,NA,3302,33.0,02
3_34_636_0,3_34_636_0,Puducherry,Mahe,Pondicherry,Mahe,NA,3303,33.0,03
3_34_635_0,3_34_635_0,Puducherry,Puducherry,Pondicherry,Pondicherry,NA,3301,33.0,01
3_34_634_0,3_34_634_0,Puducherry,Yanam,Pondicherry,Yanam,NA,3304,33.0,04
3_3_49_0,3_3_49_0,Punjab,Amritsar,Punjab,Amritsar,Tarn Taran district split from Amritsar,2002,20.0,02
3_3_46_0,3_3_46_0,Punjab,Bathinda,Punjab,Bathinda,NA,2011,20.0,11
3_3_45_0,3_3_45_0,Punjab,Faridkot,Punjab,Faridkot,NA,2012,20.0,12
3_3_40_0,3_3_40_0,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,NA,2013,20.0,13
3_3_43_0,3_3_43_0,Punjab,Firozpur,Punjab,Firozpur,NA,2003,20.0,03
3_3_35_0,3_3_35_0,Punjab,Gurdaspur,Punjab,Gurdaspur,NA,2001,20.0,01
3_3_38_0,3_3_38_0,Punjab,Hoshiarpur,Punjab,Hoshiarpur,NA,2007,20.0,07
3_3_37_0,3_3_37_0,Punjab,Jalandhar,Punjab,Jalandhar,NA,2005,20.0,05
3_3_36_0,3_3_36_0,Punjab,Kapurthala,Punjab,Kapurthala,NA,2006,20.0,06
3_3_41_0,3_3_41_0,Punjab,Ludhiana,Punjab,Ludhiana,NA,2004,20.0,04
3_3_47_0,3_3_47_0,Punjab,Mansa,Punjab,Mansa,NA,2014,20.0,14
3_3_42_0,3_3_42_0,Punjab,Moga,Punjab,Moga,NA,NA,NA,NA
3_3_44_0,3_3_44_0,Punjab,Muktsar,Punjab,Muktsar,NA,NA,NA,NA
3_3_48_0,3_3_48_0,Punjab,Patiala,Punjab,Patiala,Mohali district formed from parts of Patiala and Rupnagar,2009,20.0,09
3_3_53_0,3_3_53_0,Punjab,Sangrur,Punjab,Sangrur,Barnala district split from Sangrur,2010,20.0,10
3_3_39_0,3_3_39_0,Punjab,Shahid Bhagat Singh Nagar,Punjab,Nawanshahr,NA,NA,NA,NA
3_8_119_0,3_8_119_0,Rajasthan,Ajmer,Rajasthan,Ajmer,NA,2111,21.0,11
3_8_104_0,3_8_104_0,Rajasthan,Alwar,Rajasthan,Alwar,NA,2105,21.0,05
3_8_125_0,3_8_125_0,Rajasthan,Banswara,Rajasthan,Banswara,"Pratapgarh formed from parts of Banswara, Chittorgarh, and Udaipur",2124,21.0,24
3_8_128_0,3_8_128_0,Rajasthan,Baran,Rajasthan,Baran,NA,2129,21.0,29
3_8_115_0,3_8_115_0,Rajasthan,Barmer,Rajasthan,Barmer,NA,2117,21.0,17
3_8_105_0,3_8_105_0,Rajasthan,Bharatpur,Rajasthan,Bharatpur,NA,2106,21.0,06
3_8_122_0,3_8_122_0,Rajasthan,Bhilwara,Rajasthan,Bhilwara,NA,2120,21.0,20
3_8_101_0,3_8_101_0,Rajasthan,Bikaner,Rajasthan,Bikaner,NA,2102,21.0,02
3_8_121_0,3_8_121_0,Rajasthan,Bundi,Rajasthan,Bundi,NA,2125,21.0,25
3_8_102_0,3_8_102_0,Rajasthan,Churu,Rajasthan,Churu,NA,2103,21.0,03
3_8_109_0,3_8_109_0,Rajasthan,Dausa,Rajasthan,Dausa,NA,2128,21.0,28
3_8_106_0,3_8_106_0,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,NA,NA,NA,NA
3_8_124_0,3_8_124_0,Rajasthan,Dungarpur,Rajasthan,Dungarpur,NA,2123,21.0,23
3_8_99_0,3_8_99_0,Rajasthan,Ganganagar,Rajasthan,Ganganagar,NA,2101,21.0,01
3_8_100_0,3_8_100_0,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,NA,NA,NA,NA
3_8_110_0,3_8_110_0,Rajasthan,Jaipur,Rajasthan,Jaipur,NA,2109,21.0,09
3_8_114_0,3_8_114_0,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,NA,2113,21.0,13
3_8_116_0,3_8_116_0,Rajasthan,Jalor,Rajasthan,Jalor,NA,2118,21.0,18
3_8_129_0,3_8_129_0,Rajasthan,Jhalawar,Rajasthan,Jhalawar,NA,2127,21.0,27
3_8_103_0,3_8_103_0,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,NA,NA,NA,NA
3_8_113_0,3_8_113_0,Rajasthan,Jodhpur,Rajasthan,Jodhpur,NA,2114,21.0,14
3_8_107_0,3_8_107_0,Rajasthan,Karauli,Rajasthan,Karauli,NA,NA,NA,NA
3_8_127_0,3_8_127_0,Rajasthan,Kota,Rajasthan,Kota,NA,2126,21.0,26
3_8_112_0,3_8_112_0,Rajasthan,Nagaur,Rajasthan,Nagaur,NA,2115,21.0,15
3_8_118_0,3_8_118_0,Rajasthan,Pali,Rajasthan,Pali,NA,2116,21.0,16
3_8_123_0,3_8_123_0,Rajasthan,Rajsamand,Rajasthan,Rajsamand,NA,2130,21.0,30
3_8_108_0,3_8_108_0,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,NA,2108,21.0,08
3_8_111_0,3_8_111_0,Rajasthan,Sikar,Rajasthan,Sikar,NA,2110,21.0,10
3_8_117_0,3_8_117_0,Rajasthan,Sirohi,Rajasthan,Sirohi,NA,2119,21.0,19
3_8_120_0,3_8_120_0,Rajasthan,Tonk,Rajasthan,Tonk,NA,2112,21.0,12
3_11_244_0,3_11_244_0,Sikkim,East District,Sikkim,East (Gangtok),NA,2202,22.0,02
3_11_241_0,3_11_241_0,Sikkim,North  District,Sikkim,North (Mongam),NA,2201,22.0,01
3_11_243_0,3_11_243_0,Sikkim,South District,Sikkim,South   (Nimachai),NA,NA,NA,NA
3_11_242_0,3_11_242_0,Sikkim,West District,Sikkim,West  (Gyalshing),NA,NA,NA,NA
3_33_616_0,3_33_616_0,Tamil Nadu,Ariyalur,Tamil Nadu,Ariyalur,NA,NA,NA,NA
3_33_603_0,3_33_603_0,Tamil Nadu,Chennai,Tamil Nadu,Chennai,NA,NA,NA,NA
3_33_632_0,3_33_632_0,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tiruppur district formed from parts of Coimbatore and Erode,2310,23.0,10
3_33_617_0,3_33_617_0,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,NA,NA,NA,NA
3_33_630_0,3_33_630_0,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Krishnagiri district split from Dharmapuri,2304,23.0,04
3_33_612_0,3_33_612_0,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,NA,2311,23.0,11
3_33_604_0,3_33_604_0,Tamil Nadu,Kancheepuram,Tamil Nadu,Kanchipuram,NA,NA,NA,NA
3_33_629_0,3_33_629_0,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,NA,NA,NA,NA
3_33_613_0,3_33_613_0,Tamil Nadu,Karur,Tamil Nadu,Karur,NA,NA,NA,NA
3_33_623_0,3_33_623_0,Tamil Nadu,Madurai,Tamil Nadu,Madurai,NA,2316,23.0,16
3_33_618_0,3_33_618_0,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,NA,2323,23.0,23
3_33_609_0,3_33_609_0,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,NA,NA,NA,NA
3_33_615_0,3_33_615_0,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,NA,NA,NA,NA
3_33_621_0,3_33_621_0,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,NA,2314,23.0,14
3_33_626_0,3_33_626_0,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,NA,2317,23.0,17
3_33_608_0,3_33_608_0,Tamil Nadu,Salem,Tamil Nadu,Salem,NA,2307,23.0,07
3_33_622_0,3_33_622_0,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,NA,NA,NA,NA
3_33_620_0,3_33_620_0,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,NA,2313,23.0,13
3_33_611_0,3_33_611_0,Tamil Nadu,The Nilgiris,Tamil Nadu,Nilgiris,NA,2309,23.0,09
3_33_624_0,3_33_624_0,Tamil Nadu,Theni,Tamil Nadu,Theni,NA,NA,NA,NA
3_33_602_0,3_33_602_0,Tamil Nadu,Thiruvallur,Tamil Nadu,Tiruvallur,NA,NA,NA,NA
3_33_619_0,3_33_619_0,Tamil Nadu,Thiruvarur,Tamil Nadu,Tiruvarur,NA,NA,NA,NA
3_33_627_0,3_33_627_0,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukudi,NA,NA,NA,NA
3_33_614_0,3_33_614_0,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,NA,2312,23.0,12
3_33_628_0,3_33_628_0,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,NA,2320,23.0,20
3_33_606_0,3_33_606_0,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,NA,NA,NA,NA
3_33_605_0,3_33_605_0,Tamil Nadu,Vellore,Tamil Nadu,Vellore,NA,NA,NA,NA
3_33_607_0,3_33_607_0,Tamil Nadu,Viluppuram,Tamil Nadu,Villupuram,NA,2322,23.0,22
3_33_625_0,3_33_625_0,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudunagar,NA,NA,NA,NA
3_16_291_0,3_16_291_0,Tripura,Dhalai,Tripura,Dhalai,NA,NA,NA,NA
3_16_292_0,3_16_292_0,Tripura,North Tripura,Tripura,North Tripura,NA,2402,24.0,02
3_16_290_0,3_16_290_0,Tripura,South Tripura,Tripura,South Tripura,NA,2403,24.0,03
3_16_289_0,3_16_289_0,Tripura,West Tripura,Tripura,West Tripura,NA,2401,24.0,01
3_9_146_0,3_9_146_0,Uttar Pradesh,Agra,Uttar Pradesh,Agra,NA,2520,25.0,20
3_9_143_0,3_9_143_0,Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,NA,2518,25.0,18
3_9_175_0,3_9_175_0,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,NA,2545,25.0,45
