spatialId,finalId,spatialState,spatialDistrict,nss2001State,nss2001District,Note,distt_id55,NSS2000_state_id,NSS2000_dist_code
3_9_178_0,3_9_178_0,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,NA,NA,NA,NA
3_9_162_0,3_9_162_0,Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,NA,2564,25.0,64
3_9_191_0,3_9_191_0,Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,NA,2557,25.0,57
3_9_139_0,3_9_139_0,Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,NA,2571,25.0,71
3_9_180_0,3_9_180_0,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,NA,2546,25.0,46
3_9_193_0,3_9_193_0,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,NA,2559,25.0,59
3_9_182_0,3_9_182_0,Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,NA,2566,25.0,66
3_9_170_0,3_9_170_0,Uttar Pradesh,Banda,Uttar Pradesh,Banda,NA,2542,25.0,42
3_9_176_0,3_9_176_0,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,NA,2548,25.0,48
3_9_150_0,3_9_150_0,Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,NA,2525,25.0,25
3_9_185_0,3_9_185_0,Uttar Pradesh,Basti,Uttar Pradesh,Basti,NA,2553,25.0,53
3_9_134_0,3_9_134_0,Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,NA,2509,25.0,09
3_9_149_0,3_9_149_0,Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,NA,2524,25.0,24
3_9_142_0,3_9_142_0,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahar,NA,2517,25.0,17
3_9_196_0,3_9_196_0,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,NA,2572,25.0,72
3_9_171_0,3_9_171_0,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,NA,2569,25.0,69
3_9_190_0,3_9_190_0,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,NA,2555,25.0,55
3_9_201_0,3_9_201_0,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Kanshi Ram Nagar split from Etah,2522,25.0,22
3_9_161_0,3_9_161_0,Uttar Pradesh,Etawah,Uttar Pradesh,Etawah,NA,2535,25.0,35
3_9_177_0,3_9_177_0,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,NA,2549,25.0,49
3_9_159_0,3_9_159_0,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,NA,2534,25.0,34
3_9_172_0,3_9_172_0,Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,NA,2543,25.0,43
3_9_147_0,3_9_147_0,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,NA,2521,25.0,21
3_9_141_0,3_9_141_0,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Budh Nagar,NA,NA,NA,NA
3_9_140_0,3_9_140_0,Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,NA,2516,25.0,16
3_9_195_0,3_9_195_0,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,NA,2560,25.0,60
3_9_183_0,3_9_183_0,Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,NA,2547,25.0,47
3_9_188_0,3_9_188_0,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,NA,2554,25.0,54
3_9_168_0,3_9_168_0,Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,NA,2541,25.0,41
3_9_155_0,3_9_155_0,Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,NA,2530,25.0,30
3_9_165_0,3_9_165_0,Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,NA,2538,25.0,38
3_9_194_0,3_9_194_0,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,NA,2558,25.0,58
3_9_166_0,3_9_166_0,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,NA,2539,25.0,39
3_9_137_0,3_9_137_0,Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Jyotiba Phule Nagar,NA,2567,25.0,67
3_9_160_0,3_9_160_0,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,NA,2570,25.0,70
3_9_163_0,3_9_163_0,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,NA,2536,25.0,36
3_9_164_0,3_9_164_0,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,NA,2537,25.0,37
3_9_174_0,3_9_174_0,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,NA,NA,NA,NA
3_9_153_0,3_9_153_0,Uttar Pradesh,Kheri,Uttar Pradesh,Khiri,NA,NA,NA,NA
3_9_189_0,3_9_189_0,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,NA,NA,NA,NA
3_9_167_0,3_9_167_0,Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,NA,2540,25.0,40
3_9_157_0,3_9_157_0,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,NA,2532,25.0,32
3_9_144_0,3_9_144_0,Uttar Pradesh,Mahamaya Nagar,Uttar Pradesh,Hathras,NA,NA,NA,NA
3_9_169_0,3_9_169_0,Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,NA,NA,NA,NA
3_9_187_0,3_9_187_0,Uttar Pradesh,Mahrajganj,Uttar Pradesh,Maharajganj,NA,2552,25.0,52
3_9_148_0,3_9_148_0,Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,NA,2523,25.0,23
3_9_145_0,3_9_145_0,Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,NA,2519,25.0,19
3_9_192_0,3_9_192_0,Uttar Pradesh,Mau,Uttar Pradesh,Mau,NA,NA,NA,NA
3_9_138_0,3_9_138_0,Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,NA,2515,25.0,15
3_9_199_0,3_9_199_0,Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,NA,2562,25.0,62
3_9_135_0,3_9_135_0,Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,NA,2510,25.0,10
3_9_133_0,3_9_133_0,Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,NA,2514,25.0,14
3_9_151_0,3_9_151_0,Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,NA,2526,25.0,26
3_9_173_0,3_9_173_0,Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,NA,2544,25.0,44
3_9_158_0,3_9_158_0,Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rao Bareli,NA,NA,NA,NA
3_9_136_0,3_9_136_0,Uttar Pradesh,Rampur,Uttar Pradesh,Raopur,NA,NA,NA,NA
3_9_132_0,3_9_132_0,Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,NA,2512,25.0,12
3_9_186_0,3_9_186_0,Uttar Pradesh,Sant Kabir Nagar,Uttar Pradesh,Sant Kabir Nagar,NA,NA,NA,NA
3_9_198_0,3_9_198_0,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,Sant Ravidas Nagar,NA,NA,NA,NA
3_9_152_0,3_9_152_0,Uttar Pradesh,Shahjahanpur,Uttar Pradesh,Shahjahanpur,NA,2527,25.0,27
3_9_181_0,3_9_181_0,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,NA,NA,NA,NA
3_9_184_0,3_9_184_0,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,Siddarthnagar,NA,NA,NA,NA
3_9_154_0,3_9_154_0,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,NA,2529,25.0,29
3_9_200_0,3_9_200_0,Uttar Pradesh,Sonbhadra,Uttar Pradesh,Sonbhadra,NA,2563,25.0,63
3_9_179_0,3_9_179_0,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,NA,2550,25.0,50
3_9_156_0,3_9_156_0,Uttar Pradesh,Unnao,Uttar Pradesh,Unnao,NA,2531,25.0,31
3_9_197_0,3_9_197_0,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,NA,2561,25.0,61
3_5_64_0,3_5_64_0,Uttarakhand,Almora,Uttaranchal,Almora,NA,NA,NA,NA
3_5_63_0,3_5_63_0,Uttarakhand,Bageshwar,Uttaranchal,Bageshwar,NA,NA,NA,NA
3_5_57_0,3_5_57_0,Uttarakhand,Chamoli,Uttaranchal,Chamoli,NA,NA,NA,NA
3_5_65_0,3_5_65_0,Uttarakhand,Champawat,Uttaranchal,Champawat,NA,NA,NA,NA
3_5_60_0,3_5_60_0,Uttarakhand,Dehradun,Uttaranchal,Dehradun,NA,NA,NA,NA
3_5_61_0,3_5_61_0,Uttarakhand,Garhwal,Uttaranchal,Garhwal,NA,NA,NA,NA
3_5_68_0,3_5_68_0,Uttarakhand,Hardwar,Uttaranchal,Hardwar,NA,NA,NA,NA
3_5_66_0,3_5_66_0,Uttarakhand,Nainital,Uttaranchal,Nainital,NA,NA,NA,NA
3_5_62_0,3_5_62_0,Uttarakhand,Pithoragarh,Uttaranchal,Pithoragarh,NA,NA,NA,NA
3_5_58_0,3_5_58_0,Uttarakhand,Rudraprayag,Uttaranchal,Rudraprayag,NA,NA,NA,NA
3_5_59_0,3_5_59_0,Uttarakhand,Tehri Garhwal,Uttaranchal,Tehri Garhwal,NA,NA,NA,NA
3_5_67_0,3_5_67_0,Uttarakhand,Udham Singh Nagar,Uttaranchal,Udhamsingh Singh Nagar,NA,NA,NA,NA
3_5_56_0,3_5_56_0,Uttarakhand,Uttarkashi,Uttaranchal,Uttarkashi,NA,NA,NA,NA
3_19_339_0,3_19_339_0,West Bengal,Bankura,West Bengal,Bankura,NA,2614,26.0,14
3_19_335_0,3_19_335_0,West Bengal,Barddhaman,West Bengal,Barddhaman,NA,NA,NA,NA
3_19_334_0,3_19_334_0,West Bengal,Birbhum,West Bengal,Birbhum,NA,2617,26.0,17
3_19_331_0,3_19_331_0,West Bengal,Dakshin Dinajpur,West Bengal,Dakshin Dinajpur,NA,NA,NA,NA
3_19_327_0,3_19_327_0,West Bengal,Darjiling,West Bengal,Darjiling,NA,2603,26.0,03
3_19_341_0,3_19_341_0,West Bengal,Haora,West Bengal,Haora,NA,NA,NA,NA
3_19_338_0,3_19_338_0,West Bengal,Hugli,West Bengal,Hugli,NA,NA,NA,NA
3_19_328_0,3_19_328_0,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,NA,2602,26.0,02
3_19_329_0,3_19_329_0,West Bengal,Koch Bihar,West Bengal,Koch Bihar,NA,2601,26.0,01
3_19_342_0,3_19_342_0,West Bengal,Kolkata,West Bengal,Culcutta,NA,NA,NA,NA
3_19_332_0,3_19_332_0,West Bengal,Maldah,West Bengal,Maldah,NA,2605,26.0,05
3_19_333_0,3_19_333_0,West Bengal,Murshidabad,West Bengal,Murshidabad,NA,2606,26.0,06
3_19_336_0,3_19_336_0,West Bengal,Nadia,West Bengal,Nadia,NA,2607,26.0,07
3_19_337_0,3_19_337_0,West Bengal,North Twenty Four Parganas,West Bengal,North 24-Parganas,NA,2608,26.0,08
3_19_344_0,3_19_344_0,West Bengal,Paschim Medinipur,West Bengal,Medinipur,Midnapore district split into East Midnapore and West Midnapore,NA,NA,NA
3_19_340_0,3_19_340_0,West Bengal,Puruliya,West Bengal,Puruliya,NA,2615,26.0,15
3_19_343_0,3_19_343_0,West Bengal,South Twenty Four Parganas,West Bengal,South 24-Parganas,NA,2609,26.0,09
3_19_330_0,3_19_330_0,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,NA,NA,NA,NA
