spatialId,spatialState,spatialDistrict,nss2001State,nss2001District,nss2010State,nss2010District,finalId,Note
3_1_19_0,Jammu and Kashmir,Udhampur,Jammu  & Kashmir,Udhampur,Jammu  & Kashmir,Udhampur,3_1_19_0,NA
3_20_355_0,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,3_20_355_0,NA
3_20_347_0,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra,3_20_347_0,NA
3_20_350_0,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,3_20_350_0,NA
3_20_354_0,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,3_20_354_0,NA
3_20_362_0,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,3_20_362_0,Jamtara district split from Dumka
3_20_346_0,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa,3_20_346_0,NA
3_20_349_0,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,3_20_349_0,NA
3_20_351_0,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda,3_20_351_0,NA
3_20_366_0,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,3_20_366_0,Simdega district split from Gumla
3_20_360_0,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,Jharkhand,Hazaribag,3_20_360_0,Ramgarh district split from Hazaribagh
3_20_363_0,Jharkhand,Jamtara,NA,NA,Jharkhand,Jamtara,3_20_362_0,Jamtara district split from Dumka
3_20_365_0,Jharkhand,Khunti,NA,NA,NA,NA,3_20_364_0,Khunti district split from Ranchi;
3_20_348_0,Jharkhand,Kodarma,Jharkhand,Kodarma,Jharkhand,Kodarma,3_20_348_0,NA
3_20_359_0,Jharkhand,Latehar,NA,NA,Jharkhand,Latehar,3_20_359_0,Latehar district split from Palamu
3_20_356_0,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,3_20_356_0,NA
3_20_353_0,Jharkhand,Pakur,Jharkhand,Pakaur,Jharkhand,Pakaur,3_20_353_0,NA
3_20_358_0,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,3_20_359_0,Latehar district split from Palamu
3_20_368_0,Jharkhand,Pashchimi Singhbhum,Jharkhand,Pashchimi singhbhum,Jharkhand,Singhbhum(W),3_20_368_0,Seraikela district split from Pashchim Singhbhum
3_20_357_0,Jharkhand,Purbi Singhbhum,Jharkhand,Purbi Singhbhum,Jharkhand,Singhbhum (E),3_20_357_0,NA
3_20_361_0,Jharkhand,Ramgarh,NA,NA,NA,NA,3_20_360_0,Ramgarh district split from Hazaribagh
3_20_364_0,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,3_20_364_0,Khunti district split from Ranchi;
3_20_352_0,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,3_20_352_0,NA
3_20_369_0,Jharkhand,Saraikela-Kharsawan,NA,NA,Jharkhand,Saraikela,3_20_368_0,Seraikela district split from Pashchim Singhbhum
3_20_367_0,Jharkhand,Simdega,NA,NA,Jharkhand,Simdega,3_20_366_0,Simdega district split from Gumla
3_29_556_0,Karnataka,Bagalkot,Karnataka,Bagalkot,Karnataka,Bagalkot,3_29_556_0,NA
3_29_572_0,Karnataka,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore,3_29_572_0,NA
3_29_583_0,Karnataka,Bangalore Rural,Karnataka,Bangalore (Rural),Karnataka,Bangalore (Rural),3_29_583_0,Ramanagara district split from Bangalore Rural
3_29_555_0,Karnataka,Belgaum,Karnataka,Belgaum,Karnataka,Belgaum,3_29_555_0,NA
3_29_565_0,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Bellary,3_29_565_0,NA
3_29_558_0,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,3_29_558_0,NA
3_29_557_0,Karnataka,Bijapur,Karnataka,Bijapur,Karnataka,Bijapur,3_29_557_0,NA
3_29_578_0,Karnataka,Chamarajanagar,Karnataka,Chamarajanagar,Karnataka,Chamarajanagar,3_29_578_0,NA
3_29_582_0,Karnataka,Chikkaballapura,NA,NA,Karnataka,Chikkaballapura,3_29_581_0,Chikkaballapur district split from Kolar
3_29_570_0,Karnataka,Chikmagalur,Karnataka,Chikmagalur,Karnataka,Chikmagalur,3_29_570_0,NA
3_29_566_0,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,3_29_566_0,NA
3_29_575_0,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,3_29_575_0,NA
3_29_567_0,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere,3_29_567_0,NA
3_29_562_0,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,3_29_562_0,NA
3_29_561_0,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag,3_29_561_0,NA
3_29_579_0,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,3_29_579_0,Yadgir district split from Gulbarga
3_29_574_0,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,3_29_574_0,NA
3_29_564_0,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri,3_29_564_0,NA
3_29_576_0,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,3_29_576_0,NA
3_29_581_0,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,3_29_581_0,Chikkaballapur district split from Kolar
3_29_560_0,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal,3_29_560_0,NA
3_29_573_0,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,3_29_573_0,NA
3_29_577_0,Karnataka,Mysore,Karnataka,Mysore,Karnataka,Mysore,3_29_577_0,NA
3_29_559_0,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,3_29_559_0,NA
3_29_584_0,Karnataka,Ramanagara,NA,NA,Karnataka,Ramanagara,3_29_583_0,Ramanagara district split from Bangalore Rural
3_29_568_0,Karnataka,Shimoga,Karnataka,Shimoga,Karnataka,Shimoga,3_29_568_0,NA
3_29_571_0,Karnataka,Tumkur,Karnataka,Tumkur,Karnataka,Tumkur,3_29_571_0,NA
3_29_569_0,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi,3_29_569_0,NA
3_29_563_0,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,3_29_563_0,NA
3_29_580_0,Karnataka,Yadgir,NA,NA,NA,NA,3_29_579_0,Yadgir district split from Gulbarga
3_32_598_0,Kerala,Alappuzha,Kerala,Alappuzha,Kerala,Alappuzha,3_32_598_0,NA
3_32_595_0,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam,3_32_595_0,NA
3_32_596_0,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki,3_32_596_0,NA
3_32_589_0,Kerala,Kannur,Kerala,Kannur,Kerala,Kannur,3_32_589_0,NA
3_32_588_0,Kerala,Kasaragod,Kerala,Kasaragod,Kerala,Kasaragod,3_32_588_0,NA
3_32_600_0,Kerala,Kollam,Kerala,Kollam,Kerala,Kollam,3_32_600_0,NA
3_32_597_0,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam,3_32_597_0,NA
3_32_591_0,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode,3_32_591_0,NA
3_32_592_0,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,3_32_592_0,NA
3_32_593_0,Kerala,Palakkad,Kerala,Palakkad,Kerala,Palakkad,3_32_593_0,NA
3_32_599_0,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta,3_32_599_0,NA
3_32_601_0,Kerala,Thiruvananthapuram,Kerala,Thiruvanantha- puram,Kerala,Thiruvanantha- puram,3_32_601_0,NA
3_32_594_0,Kerala,Thrissur,Kerala,Thrissur,Kerala,Thrissur,3_32_594_0,NA
3_32_590_0,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad,3_32_590_0,NA
3_31_587_0,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,3_31_587_0,NA
3_23_465_0,Madhya Pradesh,Alirajpur,NA,NA,NA,NA,3_23_464_0,Alirajpur district split from Jhabua
3_23_461_0,Madhya Pradesh,Anuppur,NA,NA,Madhya Pradesh,Anuppur,3_23_460_0,Anuppur district split from Shahdol
3_23_459_0,Madhya Pradesh,Ashoknagar,NA,NA,Madhya Pradesh,Ashoknagar,3_23_458_0,Ashoknagar district split from Guna
3_23_457_0,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,3_23_457_0,NA
3_23_441_0,Madhya Pradesh,Barwani,Madhya Pradesh,Barwani,Madhya Pradesh,(Khargoan) Barwani,3_23_441_0,NA
3_23_447_0,Madhya Pradesh,Betul,Madhya Pradesh,Betul,Madhya Pradesh,Betul,3_23_447_0,NA
3_23_420_0,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,3_23_420_0,NA
3_23_444_0,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,3_23_444_0,NA
3_23_467_0,Madhya Pradesh,Burhanpur,NA,NA,Madhya Pradesh,(Khandwa) Burhampur,3_23_466_0,Burhanpur district split from Khandwa (East Nimar)
3_23_425_0,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,3_23_425_0,NA
3_23_455_0,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,3_23_455_0,NA
3_23_428_0,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,3_23_428_0,NA
3_23_422_0,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,3_23_422_0,NA
3_23_437_0,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,3_23_437_0,NA
3_23_438_0,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,3_23_438_0,NA
3_23_453_0,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,3_23_453_0,NA
3_23_458_0,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Madhya Pradesh,Guna,3_23_458_0,Ashoknagar district split from Guna
3_23_421_0,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,3_23_421_0,NA
3_23_448_0,Madhya Pradesh,Harda,Madhya Pradesh,Harda,Madhya Pradesh,Harda,3_23_448_0,NA
3_23_449_0,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,3_23_449_0,NA
3_23_439_0,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,3_23_439_0,NA
3_23_451_0,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,3_23_451_0,NA
3_23_464_0,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,3_23_464_0,Alirajpur district split from Jhabua
3_23_450_0,Madhya Pradesh,Katni,Madhya Pradesh,Katni,Madhya Pradesh,Katni,3_23_450_0,NA
3_23_466_0,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,East Nimar,Madhya Pradesh,E. Nimar,3_23_466_0,Burhanpur district split from Khandwa (East Nimar)
3_23_440_0,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,West Nimar,Madhya Pradesh,W. Nimar,3_23_440_0,NA
3_23_454_0,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,3_23_454_0,NA
3_23_433_0,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,3_23_433_0,NA
3_23_419_0,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,3_23_419_0,NA
3_23_452_0,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,3_23_452_0,NA
3_23_432_0,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch,3_23_432_0,NA
3_23_426_0,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,3_23_426_0,NA
3_23_446_0,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,3_23_446_0,NA
3_23_442_0,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,3_23_442_0,NA
3_23_434_0,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,3_23_434_0,NA
3_23_430_0,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,3_23_430_0,NA
3_23_427_0,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,3_23_427_0,NA
3_23_429_0,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,3_23_429_0,NA
3_23_445_0,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,3_23_445_0,NA
3_23_456_0,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,3_23_456_0,NA
3_23_460_0,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,3_23_460_0,Anuppur district split from Shahdol
3_23_436_0,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,3_23_436_0,NA
3_23_418_0,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,3_23_418_0,NA
3_23_423_0,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,3_23_423_0,NA
3_23_462_0,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,3_23_462_0,Singrauli district split from Sidhi
3_23_463_0,Madhya Pradesh,Singrauli,NA,NA,NA,NA,3_23_462_0,Singrauli district split from Sidhi
3_23_424_0,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,3_23_424_0,NA
3_23_435_0,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,3_23_435_0,NA
3_23_431_0,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,3_23_431_0,NA
3_23_443_0,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,3_23_443_0,NA
3_27_522_0,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,3_27_522_0,NA
3_27_501_0,Maharashtra,Akola,Maharashtra,Akola,Maharashtra,Akola,3_27_501_0,NA
3_27_503_0,Maharashtra,Amravati,Maharashtra,Amaravati,Maharashtra,Amravati,3_27_503_0,NA
3_27_515_0,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,3_27_515_0,NA
3_27_506_0,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,3_27_506_0,NA
3_27_523_0,Maharashtra,Bid,Maharashtra,Bid,Maharashtra,Bid,3_27_523_0,NA
3_27_500_0,Maharashtra,Buldana,Maharashtra,Buldana,Maharashtra,Buldana,3_27_500_0,NA
3_27_509_0,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,3_27_509_0,NA
3_27_498_0,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,3_27_498_0,NA
3_27_508_0,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,3_27_508_0,NA
3_27_507_0,Maharashtra,Gondiya,Maharashtra,Gondiya,Maharashtra,Gondiya,3_27_507_0,NA
3_27_512_0,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,3_27_512_0,NA
3_27_499_0,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,3_27_499_0,NA
3_27_514_0,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,3_27_514_0,NA
3_27_530_0,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,3_27_530_0,NA
3_27_524_0,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,3_27_524_0,NA
3_27_519_0,Maharashtra,Mumbai,Maharashtra,Mumbai,Maharashtra,Mumbai,3_27_519_0,NA
3_27_518_0,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,3_27_518_0,NA
3_27_505_0,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,3_27_505_0,NA
3_27_511_0,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,3_27_511_0,NA
3_27_497_0,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,3_27_497_0,NA
3_27_516_0,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,3_27_516_0,NA
3_27_525_0,Maharashtra,Osmanabad,Maharashtra,Osamanabad,Maharashtra,Osmanabad,3_27_525_0,NA
3_27_513_0,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,3_27_513_0,NA
3_27_521_0,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,3_27_521_0,NA
3_27_520_0,Maharashtra,Raigarh,Maharashtra,Raigarh,Maharashtra,Raigarh,3_27_520_0,NA
3_27_528_0,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,3_27_528_0,NA
3_27_531_0,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,3_27_531_0,NA
3_27_527_0,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,3_27_527_0,NA
3_27_529_0,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,3_27_529_0,NA
3_27_526_0,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,3_27_526_0,NA
3_27_517_0,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,3_27_517_0,NA
3_27_504_0,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,3_27_504_0,NA
3_27_502_0,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,3_27_502_0,NA
3_27_510_0,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,3_27_510_0,NA
3_14_275_0,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,3_14_275_0,NA
3_14_280_0,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,3_14_280_0,NA
3_14_274_0,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,3_14_274_0,NA
3_14_278_0,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,3_14_278_0,NA
3_14_277_0,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,3_14_277_0,NA
3_14_272_0,Manipur,Senapati,Manipur,Senapati,Manipur,Senapati,3_14_272_0,NA
3_14_273_0,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,3_14_273_0,NA
3_14_276_0,Manipur,Thoubal,Manipur,Thoubal,Manipur,Thoubal,3_14_276_0,NA
3_14_279_0,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Ukhrul,3_14_279_0,NA
3_17_294_0,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,3_17_294_0,NA
3_17_298_0,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,3_17_298_0,NA
3_17_299_0,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,3_17_299_0,NA
3_17_297_0,Meghalaya,Ribhoi,Meghalaya,Ri Bhoi,Meghalaya,Ri Bhoi,3_17_297_0,NA
3_17_295_0,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,3_17_295_0,NA
3_17_293_0,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,3_17_293_0,NA
3_17_296_0,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,3_17_296_0,NA
3_15_283_0,Mizoram,Aizawl,Mizoram,Aizwal,NA,NA,3_15_283_0,NA
3_15_284_0,Mizoram,Champhai,Mizoram,Champhai,NA,NA,3_15_284_0,NA
3_15_282_0,Mizoram,Kolasib,Mizoram,Kolasib,NA,NA,3_15_282_0,NA
3_15_287_0,Mizoram,Lawngtlai,Mizoram,Lawngtlai,NA,NA,3_15_287_0,NA
3_15_286_0,Mizoram,Lunglei,Mizoram,Lunglai,NA,NA,3_15_286_0,NA
3_15_281_0,Mizoram,Mamit,Mizoram,Mamit,NA,NA,3_15_281_0,NA
3_15_288_0,Mizoram,Saiha,Mizoram,Saiha,NA,NA,3_15_288_0,NA
3_15_285_0,Mizoram,Serchhip,Mizoram,Serchhip,NA,NA,3_15_285_0,NA
3_13_265_0,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,3_13_265_0,NA
3_13_269_0,Nagaland,Kiphire,NA,NA,Nagaland,Kiphire,3_13_267_0,Kiphire and Longleng districts split from Tuensang
3_13_270_0,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,3_13_270_0,Peren district split from Kohima
3_13_268_0,Nagaland,Longleng,NA,NA,Nagaland,Longleng,3_13_267_0,Kiphire and Longleng districts split from Tuensang
3_13_262_0,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,3_13_262_0,NA
3_13_261_0,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,3_13_261_0,NA
3_13_271_0,Nagaland,Peren,NA,NA,Nagaland,Peren,3_13_270_0,Peren district split from Kohima
3_13_266_0,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,3_13_266_0,NA
3_13_267_0,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,3_13_267_0,Kiphire and Longleng districts split from Tuensang
3_13_264_0,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,3_13_264_0,NA
3_13_263_0,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,3_13_263_0,NA
3_7_95_0,NCT Of Delhi,Central,Delhi,Central,Delhi,Central,3_7_95_0,NA
3_7_93_0,NCT Of Delhi,East,Delhi,East,Delhi,East,3_7_93_0,NA
3_7_94_0,NCT Of Delhi,New Delhi,Delhi,New Delhi,Delhi,New Delhi,3_7_94_0,NA
3_7_91_0,NCT Of Delhi,North,Delhi,North,Delhi,North,3_7_91_0,NA
3_7_92_0,NCT Of Delhi,North East,Delhi,North East,Delhi,North East,3_7_92_0,NA
3_7_90_0,NCT Of Delhi,North West,Delhi,North West,Delhi,North West,3_7_90_0,NA
3_7_98_0,NCT Of Delhi,South,Delhi,South,Delhi,South,3_7_98_0,NA
3_7_97_0,NCT Of Delhi,South West,Delhi,South West,Delhi,South West,3_7_97_0,NA
3_7_96_0,NCT Of Delhi,West,Delhi,West,Delhi,West,3_7_96_0,NA
3_21_384_0,Odisha,Anugul,Orissa,Anugul,Orissa,Anugul,3_21_384_0,NA
3_21_393_0,Odisha,Balangir,Orissa,Balangir,Orissa,Balangir,3_21_393_0,NA
3_21_377_0,Odisha,Baleshwar,Orissa,Baleshwar,Orissa,Baleshwar,3_21_377_0,NA
3_21_370_0,Odisha,Bargarh,Orissa,Bargarh,Orissa,Bargarh,3_21_370_0,NA
3_21_391_0,Odisha,Baudh,Orissa,Baudh,Orissa,Baudh,3_21_391_0,NA
3_21_378_0,Odisha,Bhadrak,Orissa,Bhadrak,Orissa,Bhadrak,3_21_378_0,NA
3_21_381_0,Odisha,Cuttack,Orissa,Cuttack,Orissa,Cuttack,3_21_381_0,NA
3_21_373_0,Odisha,Debagarh,Orissa,Debagarh,Orissa,Debagarh,3_21_373_0,NA
3_21_383_0,Odisha,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,3_21_383_0,NA
3_21_389_0,Odisha,Gajapati,Orissa,Gajapati,Orissa,Gajapati,3_21_389_0,NA
3_21_388_0,Odisha,Ganjam,Orissa,Ganjam,Orissa,Ganjam,3_21_388_0,NA
3_21_380_0,Odisha,Jagatsinghapur,Orissa,Jagatsinghapur,Orissa,Jagatsinghapur,3_21_380_0,NA
3_21_382_0,Odisha,Jajapur,Orissa,Jajapur,Orissa,Jajapur,3_21_382_0,NA
3_21_371_0,Odisha,Jharsuguda,Orissa,Jharsuguda,Orissa,Jharsuguda,3_21_371_0,NA
3_21_395_0,Odisha,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,3_21_395_0,NA
3_21_390_0,Odisha,Kandhamal,Orissa,Kandhamal,Orissa,Kandhamal,3_21_390_0,NA
3_21_379_0,Odisha,Kendrapara,Orissa,Kndrapara,Orissa,Kendrapara,3_21_379_0,NA
3_21_375_0,Odisha,Kendujhar,Orissa,Kendujhar,Orissa,Kendujhar,3_21_375_0,NA
3_21_386_0,Odisha,Khordha,Orissa,Khordha,Orissa,Khordha,3_21_386_0,NA
3_21_398_0,Odisha,Koraput,Orissa,Koraput,Orissa,Koraput,3_21_398_0,NA
3_21_399_0,Odisha,Malkangiri,Orissa,Malkangiri,Orissa,Malkangiri,3_21_399_0,NA
3_21_376_0,Odisha,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,3_21_376_0,NA
3_21_397_0,Odisha,Nabarangapur,Orissa,Nabarangapur,Orissa,Nabarangapur,3_21_397_0,NA
3_21_385_0,Odisha,Nayagarh,Orissa,Nauagarh,Orissa,Nayagarh,3_21_385_0,NA
3_21_394_0,Odisha,Nuapada,Orissa,Nuapada,Orissa,Nuapada,3_21_394_0,NA
3_21_387_0,Odisha,Puri,Orissa,Puri,Orissa,Puri,3_21_387_0,NA
3_21_396_0,Odisha,Rayagada,Orissa,Rayagada,Orissa,Rayagada,3_21_396_0,NA
3_21_372_0,Odisha,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,3_21_372_0,NA
3_21_392_0,Odisha,Subarnapur,Orissa,Sonapur,Orissa,Sonapur,3_21_392_0,NA
3_21_374_0,Odisha,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,3_21_374_0,NA
3_34_637_0,Puducherry,Karaikal,Pondicherry,Karaikal,Puducherry,Karaikal,3_34_637_0,NA
3_34_636_0,Puducherry,Mahe,Pondicherry,Mahe,Puducherry,Mahe,3_34_636_0,NA
3_34_635_0,Puducherry,Puducherry,Pondicherry,Pondicherry,Puducherry,Pondicherry,3_34_635_0,NA
3_34_634_0,Puducherry,Yanam,Pondicherry,Yanam,Puducherry,Yanam,3_34_634_0,NA
3_3_49_0,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,3_3_49_0,Tarn Taran district split from Amritsar
3_3_54_0,Punjab,Barnala,NA,NA,Punjab,Barnala,3_3_53_0,Barnala district split from Sangrur
3_3_46_0,Punjab,Bathinda,Punjab,Bathinda,Punjab,(Mohali) Bathinda,3_3_46_0,NA
