id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,m_tmp_1,m_tmp_2,m_tmp_3,m_tmp_4,m_tmp_5,m_tmp_6,m_tmp_7,m_tmp_8,m_tmp_9,m_tmp_10,m_tmp_11,m_tmp_12,m_dec_tmp_1,m_dec_tmp_2,m_dec_tmp_3,m_dec_tmp_4,m_dec_tmp_5,m_dec_tmp_6,m_dec_tmp_7,m_dec_tmp_8,m_dec_tmp_9,m_dec_tmp_10,m_dec_tmp_11,m_dec_tmp_12,sd_dec_tmp_1,sd_dec_tmp_2,sd_dec_tmp_3,sd_dec_tmp_4,sd_dec_tmp_5,sd_dec_tmp_6,sd_dec_tmp_7,sd_dec_tmp_8,sd_dec_tmp_9,sd_dec_tmp_10,sd_dec_tmp_11,sd_dec_tmp_12,a_dec_tmp_1,a_dec_tmp_2,a_dec_tmp_3,a_dec_tmp_4,a_dec_tmp_5,a_dec_tmp_6,a_dec_tmp_7,a_dec_tmp_8,a_dec_tmp_9,a_dec_tmp_10,a_dec_tmp_11,a_dec_tmp_12,m_pre_1,m_pre_2,m_pre_3,m_pre_4,m_pre_5,m_pre_6,m_pre_7,m_pre_8,m_pre_9,m_pre_10,m_pre_11,m_pre_12,m_dec_pre_1,m_dec_pre_2,m_dec_pre_3,m_dec_pre_4,m_dec_pre_5,m_dec_pre_6,m_dec_pre_7,m_dec_pre_8,m_dec_pre_9,m_dec_pre_10,m_dec_pre_11,m_dec_pre_12,sd_dec_pre_1,sd_dec_pre_2,sd_dec_pre_3,sd_dec_pre_4,sd_dec_pre_5,sd_dec_pre_6,sd_dec_pre_7,sd_dec_pre_8,sd_dec_pre_9,sd_dec_pre_10,sd_dec_pre_11,sd_dec_pre_12,a_dec_pre_1,a_dec_pre_2,a_dec_pre_3,a_dec_pre_4,a_dec_pre_5,a_dec_pre_6,a_dec_pre_7,a_dec_pre_8,a_dec_pre_9,a_dec_pre_10,a_dec_pre_11,a_dec_pre_12
3_28_538_0,2001,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,24.053932,27.307905,29.740629,31.678513,33.629726,29.042046,28.089142,26.643793,27.938684,26.392712,25.55941,23.010201,23.601986,26.41927,29.718115,31.853182,33.013718,29.972107,27.762648,26.891918,27.30632,26.679171,24.771942,22.575325,.92429513,.59937358,.51431513,.83797956,1.0060971,1.0717424,.58129811,.30480677,.38395634,.34642544,.7384401,.93108547,-.51222622,-.43909422,-.57123041,.02288329,-.31258404,-.41576195,-.27145317,-.096497998,-.33256215,-.30605859,-.71717882,-.052252788,5.7020693,0,21.551107,18.079153,4.9751158,176.02878,66.675262,198.95956,108.83261,144.40996,6.1209536,1.0757262,3.2929347,1.8451937,5.2336264,20.413494,37.317886,114.63674,142.606,219.31808,117.81449,136.30046,29.884304,5.052453,4.3807273,4.0070677,8.6022768,14.334203,27.395828,50.633945,42.885593,77.69352,32.339661,80.014969,24.387148,9.5963459,-1.2847475,1.6206974,2.8229785,-1.9040046,2.3831275,-12.295403,21.023794,-61.572117,39.184319,-38.831429,-5.3658924,1.9243721
3_28_539_0,2001,Total,3,India,28,Andhra Pradesh,539,Nalgonda,24.135382,27.208752,29.691683,31.532286,34.756683,30.28915,29.204084,27.51088,28.797892,27.25782,26.092173,23.360895,23.769184,26.438972,29.625555,31.94688,33.941704,31.391068,28.720293,27.827656,28.154448,27.381269,25.265808,22.901957,.95397615,.59275037,.45123926,.83160096,.97547203,1.1668754,.58699197,.36155188,.35824606,.35850453,.77047867,.94377023,-.54857081,-.46530867,-.64897317,-.11487941,-.41735065,-.44426262,-.39835197,-.15611055,-.4175511,-.45829496,-.83274704,-.1496,14.56273,0,24.80039,15.572143,5.8623257,195.3817,64.353073,230.1534,105.68289,166.10172,10.360319,.74097425,9.6098623,3.9686971,5.6479988,16.944408,32.203331,120.67183,158.46709,213.76813,130.93176,154.57281,38.977428,4.5933118,10.907225,8.6122866,9.7840967,13.437604,30.942938,66.45594,48.845535,77.907066,41.172916,100.50769,32.108791,8.8527107,-3.0449831,3.0207157,5.1603584,1.8605634,1.3222539,-11.564985,19.257948,-50.500931,29.418303,-43.87207,-6.5699468,3.3763788
3_28_540_0,2001,Total,3,India,28,Andhra Pradesh,540,Warangal,23.763977,27.037647,29.843412,31.517563,34.889141,30.34024,28.626127,27.447769,28.929976,27.517942,26.246353,22.930712,23.551123,26.237684,29.712013,32.075611,34.182949,31.78894,28.591412,27.767092,28.229067,27.607887,25.273418,22.534346,1.054284,.65173531,.50665796,.93410695,.98104286,1.166033,.5589661,.39084503,.37473118,.35329485,.84658825,1.0003812,-.41722736,-.26957738,-.54250509,-.047715291,-.17147206,-.31610966,-.36594966,-.1343852,-.40845019,-.58071417,-.88145536,-.036567237,10.956586,0,24.86026,15.163541,19.319887,256.22009,118.60138,295.07703,100.6919,127.29465,27.172852,.041655082,6.3703613,5.3762674,7.1435814,16.945347,33.984913,147.97437,229.6517,255.44574,133.67159,124.15641,36.811169,3.3120923,7.6326017,11.295918,11.160594,12.689374,20.999435,72.860313,58.493301,77.950089,35.560097,82.788696,27.224447,7.8935714,-.7098164,3.7841961,4.4681139,1.331014,-1.1432346,.97192127,19.350857,-48.660259,37.776596,-27.232883,-8.0946445,3.7229376
3_28_541_0,2001,Total,3,India,28,Andhra Pradesh,541,Khammam,23.536964,26.560837,29.328743,30.888245,34.206356,30.269863,29.098648,27.783714,29.094818,27.86628,26.352921,23.17388,23.523243,25.974667,29.165911,31.502855,33.495495,31.594208,28.803366,28.101183,28.484125,27.703518,25.489698,22.789736,.97048092,.57401878,.39427754,.8476513,.89472109,1.0889367,.49291301,.4369773,.3047145,.33392817,.80941141,.89135373,-.5331291,-.37641004,-.58697027,-.20477974,-.26021799,-.35426179,-.51603043,-.29031038,-.54048151,-.6839608,-.90822804,-.16345872,5.2700586,0,19.959946,20.891861,32.909801,210.25186,108.33061,324.93414,118.16027,137.11871,42.930519,.1608482,5.1498222,5.7788982,6.3491549,18.266043,52.00835,159.52364,243.49561,251.62328,167.05992,147.34213,46.544247,2.4417679,5.3764973,11.731486,8.6477613,12.246902,43.445648,80.607849,73.728813,80.909492,55.991547,81.457657,37.325794,5.2263932,-1.0059218,2.7228773,8.069994,7.5616031,-2.8804159,-6.6972013,10.640464,-21.962177,13.612864,-31.297581,-10.615743,2.5344968
3_28_542_0,2001,Total,3,India,28,Andhra Pradesh,542,Srikakulam,21.508375,24.792725,27.608231,29.23387,31.308012,29.376913,29.090467,27.9762,29.105965,27.729071,25.37035,21.847382,21.690205,24.067097,27.058823,28.705763,30.012947,29.239256,28.132536,27.771332,28.045839,27.056068,24.415728,21.356192,.72882646,.56527299,.462567,.82013124,.75162929,.63688397,.54257548,.45324466,.41113886,.51762283,.835401,.6905731,.055840854,-.068871096,-.28357422,.010565338,.12932779,.12183434,-.3397131,-.11084039,-.26104921,-.38408649,-.32702714,.3738834,.10095838,.10088298,5.2803154,15.480694,57.391979,140.06737,91.067329,253.04102,180.70706,185.8922,118.57946,3.0748594,11.182425,9.8743677,9.5552635,21.226948,46.54958,169.01022,169.56203,206.76077,195.27124,192.57687,73.82811,2.8988008,10.424491,17.211117,15.508833,17.185486,28.316965,91.208427,70.362694,49.003845,68.849373,94.740623,60.84549,6.0568638,-3.7074504,4.225801,6.4589639,-.61350232,-1.0919176,-30.522295,29.188507,9.2736521,-7.0980802,-25.885313,-18.669973,3.3794544
3_28_543_0,2001,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,21.451252,24.64093,27.695452,29.369816,31.55382,29.313923,28.852167,27.601877,28.806063,27.47271,25.302017,21.642666,21.609055,23.972145,27.150877,29.101715,30.31893,29.264767,27.921144,27.51313,27.769251,26.85268,24.309427,21.194412,.79651248,.55746514,.44189933,.8038919,.7746892,.69986033,.5416078,.43716401,.40592763,.51967627,.86631578,.76201767,-.0049281721,-.029734153,-.2884714,-.020553434,.18331958,.1191868,-.3516418,-.13380463,-.32055727,-.48618481,-.43024075,.36762056,.14691271,0,4.4134541,23.313271,62.728985,119.61131,101.93618,275.70181,166.84538,164.04938,118.92818,1.4713774,7.728847,7.5938892,9.1946764,25.834723,48.593616,156.53528,180.57506,209.11058,187.09924,175.4333,71.567131,1.2537067,8.3377914,14.327379,14.455357,19.037703,22.153618,88.064651,74.671867,47.491928,63.73436,85.100189,60.214668,2.7016559,-1.7366853,2.7395635,6.0438471,3.1190116,.20152549,-17.964624,26.175554,10.783049,-4.4889417,-22.178858,-19.734283,1.7618308
3_28_544_0,2001,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,21.238205,24.342421,27.32695,28.940109,31.425238,28.534756,28.031824,26.706982,27.961637,26.672405,24.688725,21.440655,21.362793,23.668772,26.77306,28.808226,30.1243,28.792524,27.223764,26.72439,26.966801,26.073103,23.767414,20.973383,.85804337,.57469517,.41904539,.82417721,.85908437,.69010919,.53056753,.45377496,.40669885,.51392776,.85719991,.81461078,-.13356647,-.10290556,-.34447703,-.07673984,.092720099,.014419881,-.43524179,-.18354015,-.38240018,-.53221053,-.48733062,.30549765,1.6807145,.011694297,4.7399783,33.095825,59.198593,80.967773,107.59638,306.20715,171.43793,176.464,144.185,4.5606174,9.1830683,8.5938883,8.1677618,29.024277,53.362534,148.07982,190.70995,218.2442,198.67302,190.05222,91.064888,4.5806947,10.772485,16.725653,14.820031,19.862925,23.993685,103.99584,82.060081,62.136726,73.546638,87.984001,82.357918,9.0696325,-1.1901079,1.700206,7.6091552,11.391973,-1.3524094,-14.895904,23.993679,9.2483854,-15.170525,-30.948973,-24.269247,5.380775
3_28_545_0,2001,Total,3,India,28,Andhra Pradesh,545,East Godavari,23.184746,26.030535,28.751143,30.342312,33.314819,30.266115,29.733351,28.13645,29.345341,28.097887,26.30311,23.344023,23.251989,25.504641,28.329876,30.515598,32.228699,30.803885,28.855288,28.257524,28.602995,27.580313,25.536072,22.935434,.8220799,.50325739,.38251925,.72403026,.88776249,.86603636,.51722431,.45877546,.32395801,.40533802,.78102297,.76390678,-.43246201,-.36365691,-.52130681,-.26082802,-.23102725,-.22849791,-.55755025,-.33076265,-.52818483,-.58553344,-.67290258,-.027829902,1.9679002,.091763429,5.5886302,25.53536,34.612309,99.054291,93.892273,275.7489,152.23558,208.82658,135.7515,4.7241559,8.7592402,9.5010366,4.626349,17.514996,44.533508,144.64594,192.59306,194.86198,197.92126,228.1228,116.48453,9.251502,9.6473379,16.735289,7.7598648,12.429797,39.459469,101.5896,72.681549,65.683754,82.601707,100.76006,107.82779,16.35195,-2.5375049,2.2491484,10.20739,10.934066,-3.0584638,-20.670313,10.421219,8.8570175,-20.126223,-51.9118,-24.397276,7.4728374
3_28_546_0,2001,Total,3,India,28,Andhra Pradesh,546,West Godavari,23.90877,26.456285,29.045641,30.452635,33.874588,30.736284,30.326347,28.576355,29.662703,28.47533,26.804195,24.010864,23.919451,26.028357,28.72098,30.935507,32.987434,31.606533,29.449699,28.854483,29.077557,28.016806,26.107426,23.630489,.82067704,.49355188,.36383328,.67546898,.91160899,1.0245241,.51297247,.5031724,.28503624,.33830827,.74836576,.74874586,-.6346938,-.5364874,-.673778,-.39409742,-.44651046,-.41695282,-.65518248,-.41730288,-.6405986,-.64841175,-.83699518,-.25633329,1.8595616,.029373018,5.8894787,22.058565,27.678301,119.44441,100.96484,283.83743,141.88547,189.44685,81.853416,2.186554,7.3516836,8.3841887,3.3174942,13.080338,47.249035,143.67783,209.76031,201.9841,200.28946,208.96539,90.168739,8.2915821,8.3205042,16.157104,5.0121837,10.842636,56.464325,98.304207,79.900658,77.039139,94.210518,94.7696,87.463432,14.538999,-2.5501795,1.8201576,10.216683,11.085849,-3.3400757,-21.262897,2.7525415,1.4573387,-20.688404,-52.036385,-16.089012,6.3080821
3_28_547_0,2001,Total,3,India,28,Andhra Pradesh,547,Krishna,24.346355,26.740068,29.11076,30.485308,34.201351,31.131929,30.656967,28.745815,29.672768,28.385578,26.752985,24.296675,24.198248,26.270212,28.801004,31.012527,33.337788,31.99057,29.699354,29.073957,29.169491,28.031477,26.164677,23.889677,.80424047,.49782917,.38054001,.61564791,.91894424,1.10594,.54595572,.50877297,.26301348,.30601406,.72928476,.74388367,-.73798257,-.65376693,-.75328577,-.44627646,-.60382116,-.53315049,-.66447765,-.41876361,-.65059459,-.60183024,-.86502653,-.35390034,2.0486231,.0063973651,6.1465006,17.95616,17.73732,132.29739,101.36522,265.1543,132.00093,190.0845,47.628376,2.1746457,7.0784402,7.4871955,2.5096869,10.773643,47.507305,135.95651,196.83354,201.24356,186.20416,200.31152,86.432129,10.321356,8.1500959,15.661326,4.1533222,9.1680803,64.974152,91.890297,74.56443,82.968018,92.046883,96.91906,89.249138,17.031397,-2.8275647,.78230196,8.3976784,8.055994,1.1241055,-22.073557,1.310991,-15.850352,-15.012095,-55.444225,-8.7746935,5.6629891
3_28_548_0,2001,Total,3,India,28,Andhra Pradesh,548,Guntur,24.675915,27.217503,29.54072,31.04554,34.534924,31.1612,30.578072,28.771805,29.606449,28.035694,26.664663,24.243244,24.354275,26.610912,29.259447,31.515242,33.661583,31.993147,29.714911,29.014919,29.093824,27.950613,26.018238,23.852634,.8284806,.52146798,.3857294,.63087791,.9049117,1.0929662,.57064134,.42638975,.27596673,.28841919,.70401591,.7695508,-.69395602,-.62934273,-.69904679,-.31869328,-.5500415,-.47843319,-.53443933,-.31498298,-.54192287,-.49350715,-.83203781,-.29683575,5.2025461,0,8.3939333,16.739904,11.590947,135.18103,84.69429,203.98029,118.21947,202.94472,34.680164,3.4617791,7.6076636,5.6870112,2.4070184,11.948969,47.040825,115.334,149.40524,176.20534,148.60648,192.72597,94.601799,10.17815,8.2666397,12.03135,4.0467362,9.3536329,59.385914,69.944183,48.489883,65.178467,62.398338,98.825111,84.477028,15.896003,-2.4657247,1.7065405,4.9860168,4.9803576,2.3375158,-17.293831,10.53518,-24.22603,3.9736121,-52.249985,-12.908856,4.5461664
3_28_549_0,2001,Total,3,India,28,Andhra Pradesh,549,Prakasam,24.851547,27.648808,29.863148,31.356892,34.401573,31.008652,30.37956,28.895205,29.467823,27.485575,26.592693,24.087788,24.436533,26.831656,29.531637,31.793585,33.561905,31.642977,29.663265,28.928755,28.988012,27.757433,25.890499,23.794174,.84171587,.55742604,.41709691,.65092939,.89689755,.97958553,.62304592,.29768941,.29406863,.27617526,.64892673,.79776812,-.61499619,-.57146788,-.55395472,-.11185757,-.35355747,-.31400028,-.33544603,-.17783195,-.40226063,-.34168658,-.77603912,-.19313131,5.5975227,0,9.2368698,17.654322,10.194244,100.30599,71.48362,125.81599,108.78352,251.52036,45.7034,13.13463,5.7181611,4.6683064,2.4363031,13.936569,44.818829,75.558693,95.176369,136.08102,106.01878,205.49458,131.69829,18.129303,6.6470551,9.5474081,4.3355212,10.857308,45.017422,39.463833,23.764608,38.312531,34.465214,97.083267,92.300011,22.108259,-1.2995188,1.7130586,2.5360429,1.5239016,-1.4449666,-7.9822989,17.232773,-23.086935,26.253349,-40.778027,-17.236628,4.6919355
3_28_550_0,2001,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,25.4932,27.856012,29.999025,31.37406,34.628036,32.132919,31.661297,30.41551,30.331833,27.905323,27.110643,24.789207,25.058617,27.193262,29.455732,31.876087,33.773643,32.395367,30.798367,30.143202,30.021437,28.327641,26.46076,24.655642,.75372154,.53530282,.43980467,.54593736,.84573072,.85775989,.71978742,.30235222,.28162152,.24322452,.55661052,.70421654,-.62726158,-.62593579,-.41834235,-.068791054,-.22902168,-.1535034,-.24053948,-.1649161,-.38160586,-.24698123,-.7319901,-.24913371,4.3919964,0,5.9188313,20.464191,13.846105,71.075836,87.67878,87.479271,129.42209,329.9845,104.7794,74.105278,6.8637304,7.0249205,2.2150722,12.740097,43.25378,61.552223,79.644096,119.43446,103.10062,230.6774,216.5645,64.957054,8.824646,14.013972,4.363698,10.590899,44.160027,32.082836,20.502895,38.857269,38.656467,76.729332,116.20184,53.592861,.91157389,1.8879623,4.7530408,1.5790632,-4.669343,-3.6704803,21.689301,-10.110058,33.215469,-17.56986,-13.61988,-.86344975
3_28_551_0,2001,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,24.849882,28.049833,30.333918,32.062511,33.645836,30.516865,29.867172,28.64179,28.988668,26.909559,26.101183,23.817942,24.441502,27.04071,29.906836,32.171238,33.066059,30.846588,29.248343,28.568428,28.520035,27.272833,25.523863,23.60108,.78431225,.56205088,.46853954,.5709849,.84857798,.82047641,.56515491,.24828002,.28662834,.22479253,.61040854,.73566204,-.64196914,-.63309425,-.486725,-.022357875,-.23522441,-.28197235,-.23350988,-.17874949,-.35172188,-.24638897,-.69619423,-.13176344,1.2332036,0,8.0571718,23.765198,15.843677,65.87133,78.214111,86.926193,135.21414,210.60652,44.148724,21.674862,1.3262353,2.2243021,3.191684,17.327045,48.815464,66.473579,80.198387,127.81029,113.3431,179.12859,102.10152,23.492928,2.0627038,4.0784531,4.8569365,11.031431,33.268288,28.256853,24.667412,41.808273,31.976185,50.311047,59.376583,21.742975,.14307186,1.1634439,3.8045156,-1.8591783,-3.9625597,-9.9137812,14.566093,-26.567623,31.441393,-33.409908,-6.4586868,2.5820696
3_28_552_0,2001,Total,3,India,28,Andhra Pradesh,552,Kurnool,24.784548,28.150188,30.462555,32.438591,33.515266,29.724447,28.829067,27.520882,28.50259,26.834114,26.065527,23.657267,24.348133,27.166693,30.335873,32.435905,33.037598,30.370226,28.446728,27.719435,27.917934,27.129082,25.411522,23.273581,.83394086,.56091595,.48814198,.71484506,.92418993,.91513932,.51926619,.2868613,.34025976,.27166143,.67182791,.82436979,-.56994277,-.52922928,-.5426892,.013853157,-.26626661,-.40827239,-.24860136,-.16024917,-.3319326,-.25131816,-.66153729,-.0517217,1.8808392,0,11.387636,23.963598,11.243719,98.126289,55.095844,110.5501,111.20285,146.50078,13.64746,2.6187768,1.3513649,1.1534688,3.4914877,21.58573,44.952515,84.605492,83.174896,139.09526,110.38234,145.43468,44.059036,7.8653564,1.963865,2.3224914,5.1431952,12.045458,26.868765,32.657936,24.929911,49.690254,27.52692,59.701401,32.05547,12.642124,-.46964255,.96071291,1.728779,-3.0992556,1.6269741,-12.873721,10.590632,-37.06023,27.722614,-40.229713,-6.5690508,2.7959037
3_28_553_0,2001,Total,3,India,28,Andhra Pradesh,553,Anantapur,24.318907,27.69812,29.912991,31.764578,31.64473,28.675369,27.774414,26.725245,27.578285,25.9774,25.229404,23.172922,23.928728,26.659678,29.687494,31.457106,31.429075,29.016012,27.36722,26.890989,27.015615,26.228148,24.790117,22.845823,.7598362,.52680749,.49689043,.60836869,.8494153,.76323849,.44807437,.31667849,.34012425,.23254997,.61652619,.71243167,-.6395303,-.62294358,-.52432525,.0084896619,-.22948849,-.44251665,-.22906995,-.24225344,-.35893729,-.19042961,-.58397025,-.048356339,.39840761,0,4.7860813,36.09008,22.888525,43.704762,50.934135,64.691544,131.04472,136.67767,22.069843,3.2724831,.48184156,.61996442,2.5689719,26.78661,58.094685,62.991035,60.545872,99.721367,124.15624,155.79749,43.860981,9.2109776,.84463775,1.161539,3.5410097,12.039211,26.634617,25.978065,22.724005,43.109547,29.708599,40.461655,31.971495,12.788375,-.026506884,.84580266,1.448452,-5.6778545,1.7671156,-13.467011,4.3424563,-25.955931,18.186417,-45.695938,-2.1689079,2.7931938
3_28_554_0,2001,Total,3,India,28,Andhra Pradesh,554,Chittoor,23.796539,26.240894,28.477213,29.968145,31.764612,29.514223,28.953367,27.917528,27.913773,25.67061,24.932657,22.87392,23.329472,25.459261,27.860495,30.056087,31.203529,29.545547,28.205408,27.71327,27.534676,26.092396,24.47113,22.76543,.70929235,.52148849,.49438676,.44983214,.79387701,.73023474,.59024054,.2760011,.27599931,.23090905,.55787557,.64879811,-.67398608,-.69544619,-.42959362,-.037078764,-.18389723,-.21114492,-.20909216,-.21931113,-.35735106,-.19023357,-.66566384,-.1847111,1.430163,.0076223635,5.2114778,40.902012,25.713079,43.706387,88.603638,69.750031,173.27287,229.17487,81.360214,62.582741,3.2228656,5.3983412,4.3628311,25.617796,59.934616,59.800056,72.994331,126.93137,134.55774,182.36713,141.25465,54.620205,5.4700708,9.7511005,6.8801169,16.326424,39.118935,25.520702,26.742226,49.707218,42.054325,39.016037,78.783569,41.560024,1.7194043,2.714668,8.3577261,-2.8896713,-4.524157,-7.6903315,15.853277,-18.002951,33.797604,-21.036062,-2.1595225,-2.0796161
3_29_555_0,2001,Total,3,India,29,Karnataka,555,Belgaum,23.76969,25.259138,27.262217,29.546333,29.087227,26.389879,24.713924,24.557076,25.847412,25.122662,24.944941,23.475332,23.334038,25.091274,27.915037,29.404514,29.292658,26.733652,24.72732,24.723715,25.420265,25.447689,24.304649,22.864117,.58470821,.61550766,.52439505,.65686601,.80972475,.61986315,.45600319,.31321704,.3530764,.46261027,.74140179,.54546189,-.26499072,-.13797788,-.15309566,.22238894,.041121006,-.33103585,-.031542826,-.25925958,-.34538242,.30113715,.011401238,.085895129,0,.004672932,1.4270378,14.762191,26.145258,101.7755,149.96703,115.16248,88.811546,107.146,43.133434,1.8266335,.14099665,.058354639,3.0604925,29.078671,44.323391,179.6306,260.00742,149.71162,115.40615,131.54494,30.276695,7.76056,.30787948,.10798657,6.118187,24.319447,23.561052,43.078819,77.313698,54.432274,61.827225,56.425545,33.707981,15.348078,-.036927633,.75425583,2.9956586,6.3267064,31.718002,-13.579601,19.5301,26.057156,15.663884,-32.305336,6.9599218,1.1535136
3_29_556_0,2001,Total,3,India,29,Karnataka,556,Bagalkot,24.408928,26.582911,28.905622,31.046625,30.914593,27.732817,26.317816,25.809191,27.019348,25.873587,25.467337,23.673922,23.970884,26.257418,29.428698,31.01129,30.981943,28.259903,26.247612,26.016012,26.546431,26.238773,24.72084,23.0909,.65547311,.56242633,.48599494,.69731843,.86551142,.70923501,.48934007,.30179802,.34646535,.44202501,.70524883,.62506551,-.33959642,-.20627737,-.26834571,.19777362,-.02783403,-.37095827,-.087266751,-.21890578,-.35866836,.20540236,-.10132566,.038457148,.60349286,0,3.6909313,14.71896,10.824546,79.698593,54.449993,73.091637,94.560638,120.99981,32.71928,1.5210336,.7020722,.24967211,2.2528601,27.09474,34.807781,95.347137,110.90931,88.27066,119.1928,141.28975,29.839041,6.6206546,1.1482682,.49174193,3.4480197,18.087635,17.839642,13.333497,31.970736,24.087925,58.486118,57.711864,28.546957,13.235505,-.044747841,1.1362753,1.4480606,3.1682534,17.959433,-7.3037138,11.734203,.39518067,18.387297,-37.644352,3.1243594,1.4655136
3_29_557_0,2001,Total,3,India,29,Karnataka,557,Bijapur,24.564537,27.001947,29.536682,31.837118,32.21751,28.409969,27.037422,26.335333,27.567955,26.403357,25.562185,23.623325,24.061069,26.547003,30.005766,31.813524,32.104828,29.095409,27.031811,26.591209,27.04137,26.73259,24.895435,23.037943,.76203585,.59454781,.5076915,.74191779,.87959069,.81378454,.50419396,.31608319,.35534245,.42284468,.68606591,.74491578,-.28378266,-.1768927,-.273267,.19828713,-.08421161,-.33721191,-.12031336,-.17029902,-.30829445,.073113419,-.254722,.087707177,1.7018189,0,5.5095282,10.227196,6.2232742,111.87334,46.256046,91.512161,114.95861,145.07545,23.790218,.86748749,1.7025596,.59294212,2.1213598,20.758707,28.193398,109.74954,100.0172,104.17841,141.89381,150.29996,27.09516,5.0974393,2.5285621,1.1862024,2.8734324,14.028877,16.636658,19.394581,26.165384,28.64908,58.754456,68.467476,22.324064,10.260147,-.10283688,2.7895482,1.5651681,2.1173859,12.671139,-11.231489,9.8605547,-7.6671443,27.329723,-43.168926,2.7837992,2.0820355
3_29_558_0,2001,Total,3,India,29,Karnataka,558,Bidar,23.534027,26.619598,29.238152,31.416378,33.551617,28.212826,26.851675,25.555996,27.167906,26.055256,24.843477,22.731325,22.947355,25.710278,29.484943,31.5839,33.004757,29.290001,26.809549,25.871683,26.416321,26.333115,24.285532,22.016468,1.0004013,.71216267,.5893687,.93168265,.97799945,1.1238317,.57685459,.37109417,.45133331,.42411211,.74326748,1.0356089,-.21993083,-.15163031,-.36950082,.16581389,-.24113974,-.32741511,-.20266525,-.065997198,-.19814141,-.27019274,-.62814206,.11875369,8.6049376,0,23.191444,11.264856,2.0914152,222.63303,64.11042,234.67503,121.52538,142.20238,7.4893894,.0161485,5.1473947,2.3178167,5.6863174,19.949678,23.953697,150.46045,170.8261,245.71011,154.89371,130.06348,26.036381,2.867281,6.7526374,4.2526608,9.1610022,16.119768,19.712065,60.50267,53.433189,81.989555,49.449089,75.875748,20.083422,5.9332643,-1.3418179,4.9850845,3.8475695,.041840434,5.8260045,-16.657677,22.088188,-50.017963,44.67149,-40.389423,-1.2553481,2.7004042
3_29_559_0,2001,Total,3,India,29,Karnataka,559,Raichur,24.57242,27.49114,30.016138,32.135471,32.590492,28.773729,27.546392,26.584997,27.81657,26.356773,25.737659,23.612385,24.137775,26.867502,30.254608,32.130608,32.344551,29.426453,27.324888,26.820351,27.246243,26.656048,24.996557,23.112431,.76385558,.52121562,.45925376,.74486601,.91326666,.83917964,.51871783,.30119804,.35921425,.35556325,.64146709,.74229938,-.46315804,-.36466247,-.44532886,.09332113,-.18418089,-.41565818,-.1920377,-.17410648,-.3561216,-.040793259,-.4106811,-.020414993,1.6172762,0,6.121613,22.384628,8.7794428,100.25786,48.411041,106.27367,111.98188,132.72025,15.30612,1.2705817,1.3294871,.36071891,2.1392307,26.48522,36.822128,89.649742,94.48629,125.79938,129.20164,144.64188,24.986097,6.7055807,1.9979885,.75592548,2.8879478,13.932789,21.380072,21.003315,23.572382,37.298302,40.899349,60.31036,20.356493,13.039689,-.17729253,.39603144,.56768543,-1.1161067,8.1313629,-9.6865311,10.473954,-23.825073,27.437111,-39.476143,-1.8158177,2.7966547
3_29_560_0,2001,Total,3,India,29,Karnataka,560,Koppal,24.166624,26.836222,29.109816,31.14492,30.79343,27.775946,26.491892,25.807932,26.886337,25.584362,25.097862,23.303804,23.779369,26.285959,29.405294,31.023497,30.782934,28.22164,26.293301,25.995649,26.413074,25.899513,24.451956,22.826378,.66386634,.47688136,.43111551,.66580874,.84418428,.6895656,.4558866,.30449781,.33702731,.3684538,.59547693,.62415677,-.45601058,-.3530291,-.35064331,.13208163,-.097281858,-.39228761,-.1233278,-.23410213,-.37148967,.10120661,-.23953816,-.010469139,.88944376,0,2.6183739,30.060673,14.962803,50.135624,41.082874,51.74931,102.49151,121.63319,28.503958,2.4749601,1.1598885,.16391766,1.7940464,32.661678,41.956558,66.343742,67.499207,68.900772,117.45442,145.25465,31.644905,9.7490902,1.9663564,.31931233,2.6968985,14.548915,19.319269,12.758001,17.405565,19.161253,43.708881,43.561714,27.270235,17.896481,-.0083518932,.25231621,.54247522,-.80056155,12.525802,-8.2112226,5.5592952,-7.3228064,16.945419,-40.071911,-.037034564,1.9288961
