id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,m_tmp_1,m_tmp_2,m_tmp_3,m_tmp_4,m_tmp_5,m_tmp_6,m_tmp_7,m_tmp_8,m_tmp_9,m_tmp_10,m_tmp_11,m_tmp_12,m_dec_tmp_1,m_dec_tmp_2,m_dec_tmp_3,m_dec_tmp_4,m_dec_tmp_5,m_dec_tmp_6,m_dec_tmp_7,m_dec_tmp_8,m_dec_tmp_9,m_dec_tmp_10,m_dec_tmp_11,m_dec_tmp_12,sd_dec_tmp_1,sd_dec_tmp_2,sd_dec_tmp_3,sd_dec_tmp_4,sd_dec_tmp_5,sd_dec_tmp_6,sd_dec_tmp_7,sd_dec_tmp_8,sd_dec_tmp_9,sd_dec_tmp_10,sd_dec_tmp_11,sd_dec_tmp_12,a_dec_tmp_1,a_dec_tmp_2,a_dec_tmp_3,a_dec_tmp_4,a_dec_tmp_5,a_dec_tmp_6,a_dec_tmp_7,a_dec_tmp_8,a_dec_tmp_9,a_dec_tmp_10,a_dec_tmp_11,a_dec_tmp_12,m_pre_1,m_pre_2,m_pre_3,m_pre_4,m_pre_5,m_pre_6,m_pre_7,m_pre_8,m_pre_9,m_pre_10,m_pre_11,m_pre_12,m_dec_pre_1,m_dec_pre_2,m_dec_pre_3,m_dec_pre_4,m_dec_pre_5,m_dec_pre_6,m_dec_pre_7,m_dec_pre_8,m_dec_pre_9,m_dec_pre_10,m_dec_pre_11,m_dec_pre_12,sd_dec_pre_1,sd_dec_pre_2,sd_dec_pre_3,sd_dec_pre_4,sd_dec_pre_5,sd_dec_pre_6,sd_dec_pre_7,sd_dec_pre_8,sd_dec_pre_9,sd_dec_pre_10,sd_dec_pre_11,sd_dec_pre_12,a_dec_pre_1,a_dec_pre_2,a_dec_pre_3,a_dec_pre_4,a_dec_pre_5,a_dec_pre_6,a_dec_pre_7,a_dec_pre_8,a_dec_pre_9,a_dec_pre_10,a_dec_pre_11,a_dec_pre_12
3_12_255_1,2001,Total,3,India,12,India/China  1,255,Lower Subansiri,12.094543,14.95692,17.975832,20.036613,21.516447,24.534512,25.713736,25.075363,24.094448,21.374374,18.415459,14.253866,12.018856,14.125913,17.172958,19.49926,21.682688,23.998249,24.561405,24.562149,23.704983,21.410391,17.40337,13.275416,.72267956,1.2583605,.98756772,.97477603,.87467808,.50879669,.53395069,.39203888,.55490494,.80296463,.87661374,1.1243726,-.23349041,-.36490497,-.14712538,-.29520628,-.060074601,-.023490394,-.17500934,-.098510966,-.22417769,-.55434525,-.75937688,-.34387973,7.8063607,16.309851,23.42193,133.47537,249.71118,283.22281,414.60928,230.59328,229.26083,145.89844,11.089345,3.11624,21.037966,34.392761,71.491791,146.05219,246.96255,351.01184,353.16299,296.95819,235.11058,97.165154,14.068707,7.7077374,13.442634,17.749224,29.947758,38.220867,84.894127,109.43691,45.276642,74.792007,60.113285,47.964695,13.193683,11.655877,-5.4530487,-7.2370825,-17.513845,-1.7812395,-46.175339,-29.392235,41.982723,14.625855,-14.049019,-5.9304204,5.4668131,4.6317892
3_12_256_1,2001,Total,3,India,12,India/China  1,256,Kurung Kumey,4.8235888,7.6149855,10.108077,12.811555,15.076259,18.266428,19.695019,18.846289,17.943159,14.272797,10.795411,7.1816573,4.4064226,6.2963481,9.4743481,12.210661,15.156577,17.955513,18.55337,18.247431,17.264662,14.13779,9.4946012,5.7276583,1.0067123,1.3710405,1.0749049,1.0565233,.92799085,.63045198,.59427655,.51791686,.6062839,.93749917,1.1282313,1.384336,-.09980882,-.2180099,-.21152239,-.23137578,-.10855844,.065557145,-.019579083,.038494047,-.15303861,-.4832395,-.4520511,-.10784701,3.1329439,9.0369711,11.37793,102.08344,173.69823,304.00934,361.02408,198.95738,175.28152,105.66566,5.6923308,1.3175836,10.368952,16.968203,40.339706,113.29688,172.69078,297.69891,306.13068,259.25964,186.64702,67.340012,9.5789461,3.4437387,8.0522432,10.61328,17.766115,38.186546,61.188568,88.422691,47.958027,67.47628,46.60656,35.609791,11.437447,4.9898953,-3.4912128,-3.9850852,-9.4879704,-13.318453,-26.239813,-19.487547,31.623255,-1.7102702,-5.9612031,-1.0224128,2.538826,2.467242
3_12_257_1,2001,Total,3,India,12,India/China  1,257,Dibang Valley,2.1293604,4.5989962,6.48979,9.2393503,11.771153,15.198161,17.207769,16.195797,15.098086,11.245248,7.4501576,4.3447108,2.0524013,3.564739,6.2770824,9.3939714,12.567413,15.521272,16.36915,16.079741,14.720323,11.333664,6.9478545,3.3707612,.72727424,1.3055971,.83480376,.87232709,.75941736,.45050746,.42526677,.53133172,.76902914,.63396835,.78277546,.79219556,-.42749816,-.31134611,-.15475591,-.24916165,-.046627171,-.10741024,-.11982241,-.05026003,-.1651717,-.38561115,-.8570115,-.54948211,4.9752593,5.0691133,29.557095,71.581627,110.00846,153.30585,277.77399,169.32666,138.95316,72.076172,9.2842941,.96464634,7.7638292,16.832726,41.685192,69.128067,112.92358,199.02794,215.19659,186.70757,137.51224,60.87204,9.0821848,3.1604643,4.1121411,8.5173922,14.131528,28.227962,29.733694,69.720993,56.982529,60.804024,29.799658,21.717218,5.5798273,3.8630004,-.71963078,-2.8225572,-11.514043,-1.9712315,-20.437365,-16.571095,5.5613408,-8.025054,-7.4195938,-4.3310394,3.8542519,2.3957167
3_12_258_0,2001,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,10.030601,12.736218,15.22716,17.583956,19.505035,22.521891,24.07102,23.408775,22.304033,19.143768,15.633762,11.970255,9.9898777,11.918296,14.788854,17.623346,20.179829,22.584785,23.233597,23.139456,22.008514,19.286442,15.150038,11.207438,.64875567,1.2731066,.83810759,.85669619,.7746858,.41574797,.45532864,.51412565,.69378304,.65987813,.7203415,.7806161,-.46927503,-.33337277,-.12043038,-.317036,-.056191679,-.14201052,-.19837041,-.11625504,-.23258705,-.47507411,-.93664914,-.62166923,9.6895399,12.233692,42.283516,102.23171,183.18324,209.96265,364.82153,230.51892,205.41638,108.40143,14.648851,2.3042612,16.812759,34.986462,71.351395,104.87366,183.29352,276.99881,289.43414,248.68121,197.05605,90.12558,13.424627,7.1662645,9.1791096,16.312321,26.29542,40.613731,55.601528,99.272682,60.409256,72.109467,49.690964,34.760803,6.9508786,9.4277411,-1.076176,-6.5172224,-19.698856,3.8393924,-38.630611,-29.05814,14.928887,2.4446151,-14.80378,-7.4818854,4.8060045,4.612762
3_12_258_1,2001,Total,3,India,12,India/China  1,258,Lower Dibang Valley,10.030601,12.736218,15.22716,17.583956,19.505035,22.521891,24.07102,23.408775,22.304033,19.143768,15.633762,11.970255,9.9898777,11.918296,14.788854,17.623346,20.179829,22.584785,23.233597,23.139456,22.008514,19.286442,15.150038,11.207438,.64875567,1.2731066,.83810759,.85669619,.7746858,.41574797,.45532864,.51412565,.69378304,.65987813,.7203415,.7806161,-.46927503,-.33337277,-.12043038,-.317036,-.056191679,-.14201052,-.19837041,-.11625504,-.23258705,-.47507411,-.93664914,-.62166923,9.6895399,12.233692,42.283516,102.23171,183.18324,209.96265,364.82153,230.51892,205.41638,108.40143,14.648851,2.3042612,16.812759,34.986462,71.351395,104.87366,183.29352,276.99881,289.43414,248.68121,197.05605,90.12558,13.424627,7.1662645,9.1791096,16.312321,26.29542,40.613731,55.601528,99.272682,60.409256,72.109467,49.690964,34.760803,6.9508786,9.4277411,-1.076176,-6.5172224,-19.698856,3.8393924,-38.630611,-29.05814,14.928887,2.4446151,-14.80378,-7.4818854,4.8060045,4.612762
3_12_259_0,2001,Total,3,India,12,Arunachal Pradesh,259,Lohit,11.924687,14.431196,17.041008,19.609518,21.244604,23.918674,25.330252,24.976732,23.924692,21.055056,17.281755,13.799109,11.853915,13.696325,16.692577,19.649078,22.015923,24.150265,24.67238,24.613094,23.587469,21.089542,16.914904,13.038973,.64288098,1.2859219,.77466005,.83254057,.78823906,.39661172,.39600825,.49430844,.65931672,.6703397,.67327899,.77750546,-.51506144,-.25437975,-.098410115,-.40486318,-.097644597,-.20842122,-.23267329,-.12216442,-.23473008,-.48954663,-.8714332,-.68353516,9.3912506,15.197383,41.107498,95.530533,207.35583,282.12897,383.32608,274.50891,241.84779,118.56839,21.01952,1.8863683,18.280615,41.195969,75.337563,106.60406,202.64182,306.22958,310.53677,271.30652,218.7742,104.79131,18.301405,7.8445983,12.059418,19.162237,31.187572,40.416584,66.187584,100.74567,53.900845,68.484001,63.219849,38.929085,7.1475482,10.155762,-.70580393,-8.1546192,-19.035513,8.2661228,-47.771236,-35.524914,15.096144,3.105654,-20.889208,-9.8775959,2.8970704,4.4934773
3_12_259_1,2001,Total,3,India,12,India/China  1,259,Lohit,11.924687,14.431196,17.041008,19.609518,21.244604,23.918674,25.330252,24.976732,23.924692,21.055056,17.281755,13.799109,11.853915,13.696325,16.692577,19.649078,22.015923,24.150265,24.67238,24.613094,23.587469,21.089542,16.914904,13.038973,.64288098,1.2859219,.77466005,.83254057,.78823906,.39661172,.39600825,.49430844,.65931672,.6703397,.67327899,.77750546,-.51506144,-.25437975,-.098410115,-.40486318,-.097644597,-.20842122,-.23267329,-.12216442,-.23473008,-.48954663,-.8714332,-.68353516,9.3912506,15.197383,41.107498,95.530533,207.35583,282.12897,383.32608,274.50891,241.84779,118.56839,21.01952,1.8863683,18.280615,41.195969,75.337563,106.60406,202.64182,306.22958,310.53677,271.30652,218.7742,104.79131,18.301405,7.8445983,12.059418,19.162237,31.187572,40.416584,66.187584,100.74567,53.900845,68.484001,63.219849,38.929085,7.1475482,10.155762,-.70580393,-8.1546192,-19.035513,8.2661228,-47.771236,-35.524914,15.096144,3.105654,-20.889208,-9.8775959,2.8970704,4.4934773
3_12_260_0,2001,Total,3,India,12,Arunachal Pradesh,260,Anjaw,3.1189804,4.8380485,6.5217338,9.569149,11.965243,14.904984,16.647127,16.315765,15.367935,11.849255,7.6509533,5.2418499,3.0147398,3.9575582,6.5577698,9.7842913,12.962123,15.662976,16.280294,16.016106,14.928264,11.796204,7.4760432,4.3956242,.72360283,1.3322778,.69589639,.87900299,.82152998,.48514292,.30556524,.50923753,.74187857,.6667704,.68226826,.72741264,-.53759223,-.13597608,-.13048133,-.4381409,-.1651843,-.26183385,-.18021442,-.069273241,-.1956581,-.40957558,-.72271806,-.68479228,5.573288,7.8618751,31.247988,60.6591,128.65424,254.96111,287.39151,223.59578,179.61185,80.024597,20.557089,.58553201,10.195339,24.510635,47.192268,69.209091,124.84074,224.95404,229.52272,205.07919,156.17076,78.960579,17.742798,5.4281788,6.8500662,12.424141,18.930855,27.852875,39.403267,69.468727,47.498692,56.211311,46.603935,25.509073,7.5290179,6.327342,-.59547913,-4.8631983,-10.643309,1.7782807,-28.515682,-23.618738,4.1235471,-10.453694,-15.308401,-7.1972651,.44380012,3.2977178
3_12_260_1,2001,Total,3,India,12,India/China  1,260,Anjaw,3.1189804,4.8380485,6.5217338,9.569149,11.965243,14.904984,16.647127,16.315765,15.367935,11.849255,7.6509533,5.2418499,3.0147398,3.9575582,6.5577698,9.7842913,12.962123,15.662976,16.280294,16.016106,14.928264,11.796204,7.4760432,4.3956242,.72360283,1.3322778,.69589639,.87900299,.82152998,.48514292,.30556524,.50923753,.74187857,.6667704,.68226826,.72741264,-.53759223,-.13597608,-.13048133,-.4381409,-.1651843,-.26183385,-.18021442,-.069273241,-.1956581,-.40957558,-.72271806,-.68479228,5.573288,7.8618751,31.247988,60.6591,128.65424,254.96111,287.39151,223.59578,179.61185,80.024597,20.557089,.58553201,10.195339,24.510635,47.192268,69.209091,124.84074,224.95404,229.52272,205.07919,156.17076,78.960579,17.742798,5.4281788,6.8500662,12.424141,18.930855,27.852875,39.403267,69.468727,47.498692,56.211311,46.603935,25.509073,7.5290179,6.327342,-.59547913,-4.8631983,-10.643309,1.7782807,-28.515682,-23.618738,4.1235471,-10.453694,-15.308401,-7.1972651,.44380012,3.2977178
3_13_261_0,2001,Total,3,India,13,Nagaland,261,Mon,12.110506,14.05692,17.284164,19.420284,20.537636,23.210213,24.002542,23.702383,23.010666,20.710936,17.392448,13.774595,11.9712,13.549949,16.179359,18.883459,20.81286,22.760248,23.171925,23.186037,22.721266,20.719879,16.94083,13.214687,.53911823,1.2428427,.90664798,.80331874,.86870873,.43743429,.51200855,.45299011,.58872998,.68843049,.65517437,.88029534,-.32150877,-.27971217,.016843973,-.45987058,-.084189676,-.1438482,-.29028323,-.16760239,-.30117968,-.56504667,-.88988346,-.56400335,5.4990368,21.843346,23.321577,93.318558,280.24527,299.22812,382.54144,311.7254,276.15897,156.57208,24.76421,3.0895252,19.854156,41.127087,72.339828,119.50775,259.32199,370.38144,370.42664,296.62115,252.96909,123.06665,23.666599,10.655969,11.674662,23.38797,35.709938,42.464481,88.502411,133.27386,56.085033,65.034866,75.630463,48.580521,14.930762,17.811869,-2.889416,-8.8378191,-11.462506,27.465763,-62.935734,-43.333843,16.369444,24.3713,-26.004963,-6.6524129,4.3664737,5.3276005
3_13_262_0,2001,Total,3,India,13,Nagaland,262,Mokokchung,14.748443,16.962715,20.177219,22.370258,23.37722,25.647087,26.309219,26.122553,25.525352,23.384993,20.022049,16.345955,14.55609,16.341188,19.152145,21.703699,23.468864,25.195875,25.515776,25.617149,25.159807,23.347258,19.626089,15.780504,.53622496,1.2596726,.90345567,.81209755,.8506586,.40707999,.50873268,.44015881,.59634107,.65563929,.66146076,.86113799,-.19444127,-.22647652,.020210426,-.44065523,-.070035294,-.10876726,-.23399574,-.13786079,-.26497656,-.50445426,-.7798751,-.46744415,5.2841749,24.028662,23.30196,107.63186,317.78525,311.53391,380.99493,357.4426,282.83243,160.15376,24.0385,2.9632981,21.497314,43.017078,79.774437,135.62543,286.33084,385.30432,388.93268,316.46097,258.31281,122.9117,23.086294,11.907067,14.587069,24.890905,40.947063,48.720261,92.396202,131.80243,63.81076,68.624802,77.514122,49.043716,16.125446,21.367523,-3.4354727,-9.4373837,-12.984635,30.457495,-63.326405,-39.738094,21.010103,23.385435,-22.707588,-1.40188,6.0694795,5.5788164
3_13_263_0,2001,Total,3,India,13,Nagaland,263,Zunheboto,12.28498,14.343231,17.465515,19.848684,20.633966,22.497528,23.119812,23.095318,22.835566,20.731758,17.056814,13.958887,12.043332,13.594518,16.453495,19.075722,20.711506,22.239393,22.543209,22.54994,22.32378,20.539122,16.843056,13.401673,.55027539,1.285495,.877469,.83083463,.88950294,.35632074,.45204175,.41400608,.60629475,.64055079,.64843911,.83421117,-.10185646,-.11699521,.06773416,-.50575101,-.1187923,-.12126324,-.21330616,-.092289962,-.2464402,-.45125067,-.60564893,-.41896099,2.9888706,21.46879,15.058486,84.113663,291.11307,371.10187,343.84076,394.70667,289.0831,150.83826,27.978403,1.3789152,19.049421,35.343716,61.965179,112.66721,252.11263,378.62445,388.71625,315.05237,253.51572,120.05968,27.420433,9.4926929,13.224361,22.264601,35.431179,41.119919,78.901756,119.37581,71.021477,59.828804,75.722664,40.768429,20.637568,17.777218,-4.140511,-7.6560493,-3.793895,28.788033,-55.258469,-35.157711,8.8768978,9.5375233,-24.23283,2.7566833,2.9747362,4.3579335
3_13_264_0,2001,Total,3,India,13,Nagaland,264,Wokha,15.077678,17.381741,20.58036,22.886673,23.775148,25.674658,26.370464,26.170059,25.780155,23.770267,20.274813,16.771418,14.857731,16.687944,19.644638,22.134588,23.728792,25.291611,25.611473,25.689085,25.327948,23.642218,19.949154,16.164381,.5296607,1.2710274,.89765108,.82002562,.8449465,.37728137,.49368984,.42771983,.6062054,.64317864,.67636633,.85548359,-.08591418,-.16688098,.036803275,-.44452637,-.057928629,-.089964427,-.20526694,-.097105958,-.23680685,-.45173407,-.67874438,-.39197129,4.1768332,23.362425,20.693911,108.90382,325.67523,325.90173,358.73047,381.22772,277.82791,157.34145,23.457066,2.193922,20.57826,39.72718,79.069618,136.33289,285.73447,386.61041,387.74399,316.10635,251.0159,119.64539,22.726919,11.340472,15.249424,23.960957,42.547058,48.759094,88.168793,124.75609,69.084389,66.562569,75.579674,46.224155,17.093708,21.517385,-3.7724149,-8.8211098,-11.434721,30.694143,-58.958618,-35.317322,21.091311,18.890566,-19.895063,2.949801,6.436851,5.0165014
3_13_265_0,2001,Total,3,India,13,Nagaland,265,Dimapur,15.480783,17.978762,21.07876,23.578762,24.079266,25.480278,26.080278,25.980782,26.080278,23.980278,20.47876,16.981794,15.117654,17.024858,20.214527,22.642675,23.961777,25.171829,25.562325,25.525826,25.407642,23.743685,20.23386,16.436295,.55315286,1.3013082,.8915906,.86463678,.89738244,.33970889,.45870304,.40081242,.64249671,.61540079,.66509932,.81621498,.089779444,-.025590928,.053829096,-.47387812,-.088702604,-.064429499,-.15204687,-.045512237,-.20073067,-.35064429,-.46799144,-.28163704,2.2994943,24.480274,16.774208,111.62806,341.91577,381.37991,306.91885,418.44348,269.62946,155.75803,26.110115,.99898857,18.01663,37.898907,85.643799,141.53371,285.85593,397.86472,377.62805,308.75989,236.45811,118.22378,25.73757,11.088415,15.03197,25.787954,52.120014,54.337013,85.47364,116.96069,84.18322,67.062172,74.513847,42.222755,22.925159,22.963263,-4.198442,-8.5329914,-7.0202608,33.393051,-51.970631,-27.625275,16.566715,7.7846971,-16.338858,11.501227,6.4404006,4.4338217
3_13_266_0,2001,Total,3,India,13,Nagaland,266,Phek,10.72917,12.669326,15.76504,18.226692,18.907673,20.596685,21.1924,21.255383,21.158337,19.066549,15.203568,12.421139,10.45849,11.847238,14.72132,17.423059,18.996309,20.453081,20.741169,20.676414,20.573057,18.798643,15.086556,11.863997,.56083387,1.2985172,.86751038,.84463024,.92505157,.33613798,.42486003,.40219602,.61404073,.64405698,.64193237,.81788576,-.071146332,-.056938462,.10112465,-.55057853,-.14564073,-.13376559,-.20564251,-.070898272,-.2411183,-.43439105,-.51046705,-.40834293,1.9433026,20.336744,10.861917,69.7994,273.55206,408.29373,326.11465,413.80283,295.88373,146.91685,31.5159,.7164765,17.579622,32.011024,51.789246,98.656143,232.31966,374.80609,389.73581,315.25919,253.65768,120.33356,31.232683,8.3885889,12.297255,21.304382,32.095436,37.806141,72.667206,115.42225,75.658203,56.480816,76.135864,37.753681,24.413513,15.963107,-4.3971105,-6.8495555,1.2290715,27.631878,-51.64518,-33.358768,.80554634,1.6518871,-26.154795,4.3647041,.65700489,3.8544381
3_13_267_0,2001,Total,3,India,13,Nagaland,267,Tuensang,11.43667,13.323632,16.449648,18.741241,19.668165,21.846245,22.498278,22.48612,22.038717,19.826559,16.237837,13.065296,11.215235,12.66511,15.368616,18.077648,19.899992,21.557642,21.89212,21.927851,21.644402,19.701372,15.968356,12.540393,.55157006,1.2725974,.87148029,.82034147,.88466018,.36796325,.46016696,.42104629,.58469403,.65350872,.63267463,.84166294,-.22390825,-.17098211,.051654637,-.51257104,-.13743973,-.15542302,-.24686953,-.13418414,-.28422439,-.50173753,-.72016788,-.49537769,3.4994216,20.840084,16.391041,78.700562,276.2457,355.95761,353.41907,358.62601,285.3974,150.88579,28.713144,1.7563986,18.515055,35.792751,59.55814,108.55048,245.33914,369.96207,377.16281,304.37799,251.93661,122.16749,27.950966,9.5359402,11.480703,21.630985,32.441593,38.211208,79.799065,121.56114,60.788319,55.310268,73.832703,41.243237,19.113777,16.728456,-3.7706418,-7.6041546,-3.7171347,28.609055,-58.414967,-39.482521,6.3507557,12.149661,-27.141735,-2.2151423,1.9388422,4.6908646
3_13_268_0,2001,Total,3,India,13,Nagaland,268,Longleng,14.566231,16.699535,19.93284,22.032883,23.132839,25.599453,26.266102,26.066147,25.366188,23.166187,19.866146,16.099577,14.384404,16.120729,18.85103,21.429832,23.299517,25.11463,25.447958,25.541895,25.047991,23.181314,19.42981,15.5511,.54007459,1.2527536,.90567726,.80399454,.85457391,.42228472,.51659638,.44844034,.59189057,.6619271,.65274984,.86407828,-.25594723,-.26230633,.014044843,-.44031277,-.077787794,-.12404428,-.25292495,-.15908433,-.28514862,-.53403103,-.83472466,-.51595145,6.0327663,24.599308,25.131382,106.92783,315.0264,306.64389,394.72455,344.80515,287.0997,162.664,24.633989,3.4329257,22.514397,45.307125,81.210678,135.89471,288.28561,386.29407,390.72537,317.67383,263.48245,125.73525,23.5583,12.366002,14.287281,25.709795,40.591881,48.687897,95.529991,136.18188,61.065884,69.880821,78.844398,50.657097,15.617635,21.413353,-3.3330691,-9.8564129,-13.760782,30.777422,-66.608772,-42.607197,20.380049,25.719118,-24.698484,-4.0490265,5.7506323,5.9985614
3_13_269_0,2001,Total,3,India,13,Nagaland,269,Kiphire,9.8489456,11.645753,14.751331,17.155716,17.945753,19.744946,20.356104,20.454912,20.251329,18.150139,14.249332,11.542175,9.584837,10.848393,13.646403,16.432827,18.091604,19.621662,19.901924,19.838499,19.736694,17.902872,14.139592,10.986541,.56156713,1.2929066,.85927087,.83857358,.92507517,.32423055,.42894882,.40817526,.5990414,.65991807,.63708025,.81226647,-.13312858,-.0720305,.10656019,-.57231867,-.1563448,-.16112001,-.21861982,-.086207561,-.2579433,-.45388821,-.54523218,-.45193636,1.7262393,19.990385,10.465947,63.549999,263.40451,413.5416,325.54651,398.38016,296.53137,146.47952,34.036446,.71431231,15.856839,31.805202,47.820316,93.460739,225.34772,368.69571,382.77817,308.46085,252.84293,122.68034,33.649021,8.0772104,10.483965,20.924257,29.61619,35.770512,71.989288,115.70467,70.364632,51.737511,74.963531,37.469009,25.398762,14.861661,-4.0038724,-6.6828127,2.8551321,27.46052,-53.07288,-35.525314,-3.6114769,.4505997,-28.682503,1.9226786,-.86162937,3.8832419
3_13_270_0,2001,Total,3,India,13,Nagaland,270,Kohima,12.330015,14.495237,17.59593,20.094543,20.680666,22.250828,22.851521,22.834175,22.847361,20.748055,16.998011,13.998096,12.050734,13.648599,16.633287,19.204966,20.676645,22.047312,22.369522,22.311247,22.191364,20.474562,16.842915,13.444624,.55705029,1.302092,.8818869,.84805852,.91278195,.34732324,.42864606,.39894569,.63071173,.62113219,.65015537,.82565194,.0029375674,-.049181171,.085340045,-.51333946,-.12413727,-.095496282,-.19008003,-.05541791,-.22157452,-.40758839,-.48805919,-.35220927,2.2298186,21.241804,12.576969,83.442268,295.24615,394.08231,326.74921,425.30392,290.89392,148.89389,27.748943,.84161967,19.269753,33.265373,61.498852,111.27603,248.84886,384.55301,394.20496,320.10681,252.03571,117.6625,27.404005,9.1923361,14.405348,22.249298,37.570446,42.193352,75.798332,115.48797,80.870285,62.44223,76.863777,38.661987,22.445869,18.191414,-4.6353259,-7.2876449,-2.0296452,28.66284,-50.734695,-30.924973,8.5139265,4.957375,-22.134493,7.3711123,3.3283103,3.9720459
3_13_271_0,2001,Total,3,India,13,Nagaland,271,Peren,14.08287,16.410896,19.471766,22.070145,22.436195,23.712982,24.312983,24.279406,24.502617,22.470142,18.77223,15.63384,13.653832,15.398064,18.664869,21.105217,22.347691,23.488178,23.865391,23.822573,23.771179,22.17259,18.604258,15.056825,.56404787,1.3138496,.88784891,.89351463,.9380824,.35428944,.44098949,.38837242,.66428173,.62593734,.66301495,.80848771,.13824342,.028368669,.07266809,-.48287359,-.094940081,-.064286135,-.11471161,-.019220686,-.1930151,-.34244418,-.34948948,-.24606697,2.4419813,24.625805,14.23143,107.38696,336.87268,433.61884,302.76825,445.48187,282.41531,160.86572,28.674028,.52589756,17.156464,36.769329,86.062561,140.0071,280.3252,421.5054,396.38721,315.92407,244.74709,122.76999,28.990179,10.597577,14.586061,26.466101,55.324169,57.446442,84.986847,123.48479,96.65966,71.091743,79.47477,43.391979,27.444052,22.524252,-4.4441113,-8.4360313,-6.1616454,34.48782,-49.203861,-25.460079,12.606056,1.9451928,-16.982834,15.249999,5.4528899,4.1205249
3_14_272_0,2001,Total,3,India,14,Manipur,272,Senapati,12.159797,14.264334,17.264416,20.022055,20.132118,21.348932,21.840105,22.012197,22.278198,20.357414,16.359116,13.738422,11.706403,13.20748,16.392309,19.031662,20.246786,21.302748,21.60067,21.493502,21.543602,20.002903,16.33691,13.144547,.57271034,1.3146929,.86961913,.91934985,.98325396,.33880731,.39872098,.37240458,.64691347,.66360062,.64179564,.78605366,.076260038,.092321649,.089415126,-.54933548,-.13662443,-.12688853,-.16028255,-.019890616,-.21363285,-.37672964,-.28741091,-.27792418,2.4850304,23.024929,11.818205,77.114212,284.90192,451.62088,285.41611,448.64423,280.18527,158.28017,32.874409,.086532287,16.662189,33.509483,69.563164,113.2093,236.46664,395.80597,390.8186,316.57065,243.51872,123.52774,35.769176,9.4205627,12.835105,24.660818,46.840481,49.19054,72.992027,116.63078,93.835602,64.977425,77.679222,40.550823,32.262627,19.576128,-4.7421703,-7.9636607,-5.7788682,31.30773,-45.205444,-21.635868,.34661052,-8.455637,-21.764467,12.684086,.9127506,3.8904641
3_14_273_0,2001,Total,3,India,14,Manipur,273,Tamenglong,14.040462,16.346174,19.415413,22.159903,22.153009,23.125143,23.72514,23.711002,24.149477,22.308107,18.306343,15.538692,13.488383,15.20359,18.671902,21.157923,22.19171,23.071381,23.446413,23.303318,23.407816,21.985973,18.317595,14.948908,.58003998,1.2991418,.88986552,.93096226,.97912991,.35677931,.39619321,.35498282,.6568163,.65547603,.65677112,.78187323,.1816505,.14142944,.061304595,-.50405329,-.077459812,-.1081735,-.12021151,.0089468863,-.18167122,-.3222678,-.20099111,-.18024831,3.3179471,28.053907,21.21933,106.2325,350.8884,458.51559,268.9866,467.14709,267.79611,187.37984,29.062904,0,17.382738,40.589661,116.84775,155.34811,284.54095,441.06653,396.67224,322.72595,245.48714,133.2957,35.294903,10.380993,15.276176,30.921587,77.446205,68.8237,87.926308,122.55113,107.0149,74.10936,82.605537,46.70752,35.187237,23.062468,-4.7322993,-10.527231,-26.824923,38.13829,-42.780563,-9.7656593,11.287191,-9.1827726,-15.692553,20.774042,5.2523851,3.7839205
3_14_274_0,2001,Total,3,India,14,Manipur,274,Churachandpur,14.539673,16.792061,19.854034,22.759125,22.287239,22.957237,23.436047,23.41102,24.012182,22.341867,18.420244,15.943692,13.926064,15.70154,19.286261,21.65624,22.421627,23.110382,23.413408,23.205456,23.401333,22.160273,18.693193,15.42382,.567213,1.1730392,.89854187,.93740726,.9418453,.33345565,.32368264,.31007951,.56164134,.66480291,.68909407,.72953415,.10908613,.098744594,-.032760255,-.43148047,.012039102,-.25327513,-.23388378,-.051704537,-.19631019,-.33634901,-.19595125,-.17769165,3.9791338,27.997419,38.120747,98.494598,363.93277,410.86087,267.80157,513.3139,242.86694,241.11476,20.238546,0,14.208612,42.993858,144.97356,173.72266,286.87552,467.05881,425.51596,368.66956,267.7027,148.51347,36.476254,9.3933592,14.00658,34.4646,95.334663,79.186569,89.641098,107.84737,115.95604,99.873138,92.312012,56.254311,35.095726,21.863632,-1.8321176,-12.395292,-57.418369,34.352867,-19.312778,17.448717,27.987562,-28.212938,-18.928791,20.251558,6.901227,3.0547941
