id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area,pop,dens
3_18_301_0,2001,Rural,3,India,18,Assam,301,Dhubri,2115,1374,650
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,2164,1566,724
3_18_301_0,2001,Urban,3,India,18,Assam,301,Dhubri,48.2,192,3993
3_18_302_0,2001,Rural,3,India,18,Assam,302,Goalpara,1953,755,387
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,1994,822,412
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,40.8,66.90000000000001,1641
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,2294,1268,553
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,2322,1395,601
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,28.7,127,4416
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,1499,738,493
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,1506,776,515
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,7.7,38,4955
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,3934,1955,497
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,3986,2233,560
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,51.6,278,5390
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,5159,1485,288
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,5200,1658,319
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,41.3,173,4183
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,2849,797,280
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,2869,862,300
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,19.9,65.2,3279
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,2558,533,208
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,2578,572,222
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,20,38.8,1941
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,3735,926,248
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,3799,1150,303
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,64.5,224,3472
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,3323,957,288
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,3370,1185,352
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,47,228,4861
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,2604,948,364
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,2620,1046,399
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,16.2,97.2,5980
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,3103,822,265
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,3183,993,312
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,79.7,171,2150
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,3256,865,266
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,3280,946,289
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,23.7,81.10000000000001,3420
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,10418,622,59.7
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,10455,714,68.3
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,36.7,91.90000000000001,2502
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,4879,119,24.3
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,4903,178,36.3
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,24,59.40000000000001,2478
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,3746,1244,332
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,3782,1445,382
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,35.6,201,5654
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,1776,934,526
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,1791,1008,563
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,14.9,73.8,4946
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,1327,499,376
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,1338,543,406
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,11.4,44.1,3881
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,1048,515,492
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,1062,613,577
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,13.3,97.2,7312
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,1925,408,212
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,1932,433,224
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,6.600000000000001,25,3795
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,3083,1254,407
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,3106,1312,422
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,22.4,58.1,2592
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,897,208,232
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,983,653,665
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,85.7,445,5192
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,1036,662,638
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,1043,689,661
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,6.4,27.5,4312
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,2443,856,350
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,2443,856,350
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,0,0,
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,1571,718,457
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,1580,760,481
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,9.800000000000001,41.7,4276
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,2006,726,362
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,2015,759,377
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,9.200000000000001,33.1,3590
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,3113,1089,350
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,3176,1609,507
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,63.2,520,8237
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,6147,2794,455
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,6262,3401,543
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,116,607,5250
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,3315,2254,680
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,3354,2479,739
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,39,226,5789
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,3101,2131,687
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,3162,2426,767
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,60.90000000000001,294,4838
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,2190,1301,594
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,2212,1498,677
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,21.8,197,9012
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,3722,3050,819
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,3743,3290,879
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,21.3,241,11333
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,5172,5134,993
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,5296,5867,1108
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,124,733,5889
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,4480,2722,608
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,4528,2981,658
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,48.2,258,5364
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,6242,4348,697
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,7025,6878,979
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,783,2530,3231
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,3725,3624,973
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,3904,4584,1174
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,179,960,5362
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,3548,4083,1151
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,3998,8923,2232
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,450,4839,10758
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,2948,3331,1130
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,3155,4966,1574
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,208,1635,7873
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,6883,2957,430
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,6932,3193,461
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,49.2,235,4779
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,6148,2281,371
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,6227,2537,407
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,79.7,255,3205
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,1226,2121,1731
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,1456,4262,2927
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,231,2141,9275
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,0,0,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,194,4573,23549
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,194,4573,23549
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,8317,5820,700
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,8487,6901,813
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,170,1080,6365
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,9187,4576,498
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,9349,5193,556
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,162,618,3820
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,3862,3996,1035
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,4015,4354,1084
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,153,358,2332
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,2597,625,241
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,2619,650,248
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,22.2,25.5,1146
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,109,32,294
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,477,650,1361
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,368,618,1677
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,1275,198,155
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,1287,212,165
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,12,13.7,1147
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,859,385,448
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,896,441,492
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,37.1,56.3,1516
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,486,199,409
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,492,211,430
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,5.600000000000001,12.2,2185
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,2737,602,220
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,2819,703,249
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,82.30000000000001,101,1225
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,1158,325,281
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,1166,338,290
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,7.600000000000001,13.1,1726
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,2426,298,123
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,2433,320,132
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,6.9,21.8,3173
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,1155,204,177
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,1167,215,184
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,12.4,10.9,883
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,7812,176,22.5
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,7832,191,24.4
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,20,14.9,748
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,2353,363,154
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,2390,457,191
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,36.9,93.7,2539
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,1200,535,446
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,1250,882,706
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,49.90000000000001,347,6952
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,2129,227,107
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,2149,248,115
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,19.3,20.3,1049
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,2148,707,329
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,2253,1195,530
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,105,488,4657
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,731,207,283
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,788,273,346
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,57.2,65.40000000000001,1143
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50041,88.60000000000001,1.8
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),50041,88.60000000000001,1.8
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50104,117,2.3
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),50104,117,2.3
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),63.40000000000001,28.6,452
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),63.40000000000001,28.6,452
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,13876,103,7.5
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,13902,114,8.200000000000001
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,26.7,10.7,400
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,1784,349,195
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,1796,373,207
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,12.2,24,1967
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,2758,450,163
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,2783,483,174
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,25.9,33.7,1300
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,2448,433,177
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,2525,508,201
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,76.7,75.10000000000001,980
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,2051,689,336
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,2118,834,394
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,67.5,145,2148
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,2545,258,102
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,2587,305,118
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,42.40000000000001,46.40000000000001,1095
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,4070,978,240
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,4085,1021,250
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,15.2,42.6,2800
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,3824,766,200
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,3837,808,211
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,13.1,42,3213
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,1564,454,290
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,1634,541,331
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,69.60000000000001,86.7,1247
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,4977,1783,358
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,4994,1905,382
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,16.8,122,7290
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,2382,968,406
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,2454,1114,454
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,72.3,146,2015
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,2289,1011,442
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,2297,1048,456
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,8.1,37,4586
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,1905,830,435
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,1916,928,484
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,10.8,98.10000000000001,9112
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,1890,666,352
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,1898,702,370
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,8.200000000000001,36,4407
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,1738,1079,620
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,2039,1940,951
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,301,861,2864
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,2539,973,383
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,2888,1778,615
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,349,805,2305
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,1564,318,204
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,1580,365,231
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,15.7,46.2,2935
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,3385,892,263
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,3552,1983,558
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,166,1091,6559
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,4421,1404,318
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,4453,1503,337
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,32.8,98.80000000000001,3009
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,4127,535,130
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,4144,561,135
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,17.7,26.3,1488
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,4240,1187,280
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,4292,1379,321
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,51.8,192,3710
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,1170,503,429
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,1334,839,629
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,164,337,2053
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,3755,1047,279
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,3781,1107,293
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,25.7,59.1,2296
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,1838,597,325
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,1862,653,351
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,23.7,55.8,2356
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,4826,1402,290
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,5064,2350,464
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,238,949,3979
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,2651,406,153
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,2677,435,162
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,26.9,29.3,1087
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,5253,793,151
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,5267,832,158
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,14.1,39.8,2825
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,3736,480,129
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,3777,514,136
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,40.7,34,835
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,7076,1043,147
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,7173,1213,169
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,96.40000000000001,170,1767
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2572,689,268
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2633,838,318
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,61.2,149,2441
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,5837,1243,213
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,5878,1346,229
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,41.1,104,2521
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,1995,329,165
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,2164,515,238
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,169,186,1099
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,6450,676,105
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,6588,923,140
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,139,247,1774
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,2997,254,84.7
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,3012,274,91
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,14.6,20.1,1378
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,9472,1201,127
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,9692,1789,185
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,220,588,2678
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,8199,1349,165
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,8376,1562,186
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,177,213,1203
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,10383,2068,199
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,10451,2218,212
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,67.5,150,2223
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,3565,1795,503
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,3676,1994,542
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,111,199,1791
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,2427,1193,491
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,2531,1334,527
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,104,141,1362
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,2527,1228,486
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,2566,1302,507
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,39.8,74.10000000000001,1862
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,1683,953,566
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,1739,1058,608
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,55.8,104,1871
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,3621,1698,469
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,3823,2337,611
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,202,639,3164
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,2840,1551,546
