id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,elev,rough,irr_all,ac_irr,irr_gw,irr_sw,lcrt
3_23_464_0,2001,Total,3,India,23,Madhya Pradesh,464,Jhabua,386,63.3,,,,,
3_23_465_0,2001,Total,3,India,23,Madhya Pradesh,465,Alirajpur,319,83.5,,,,,
3_23_466_0,2001,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),317,71.3,,,,,
3_23_467_0,2001,Total,3,India,23,Madhya Pradesh,467,Burhanpur,371,110,,,,,
3_24_468_0,2001,Total,3,India,24,Gujarat,468,Kachchh,27.1,44.1,,,,,
3_24_469_0,2001,Total,3,India,24,Gujarat,469,Banas Kantha,132,110,,,,,
3_24_470_0,2001,Total,3,India,24,Gujarat,470,Patan,44.8,34.8,,,,,
3_24_471_0,2001,Total,3,India,24,Gujarat,471,Mahesana,110,52.5,,,,,
3_24_472_0,2001,Total,3,India,24,Gujarat,472,Sabar Kantha,198,91.5,,,,,
3_24_473_0,2001,Total,3,India,24,Gujarat,473,Gandhinagar,79.30000000000001,16.8,,,,,
3_24_474_0,2001,Total,3,India,24,Gujarat,474,Ahmadabad,24.9,18.2,,,,,
3_24_475_0,2001,Total,3,India,24,Gujarat,475,Surendranagar,70.90000000000001,61,,,,,
3_24_476_0,2001,Total,3,India,24,Gujarat,476,Rajkot,109,59.3,,,,,
3_24_477_0,2001,Total,3,India,24,Gujarat,477,Jamnagar,58,50.7,,,,,
3_24_478_0,2001,Total,3,India,24,Gujarat,478,Porbandar,28.2,40.3,,,,,
3_24_479_0,2001,Total,3,India,24,Gujarat,479,Junagadh,93.40000000000001,84.5,,,,,
3_24_480_0,2001,Total,3,India,24,Gujarat,480,Amreli,144,74.2,,,,,
3_24_481_0,2001,Total,3,India,24,Gujarat,481,Bhavnagar,59.7,46.3,,,,,
3_24_482_0,2001,Total,3,India,24,Gujarat,482,Anand,22.5,15.2,,,,,
3_24_483_0,2001,Total,3,India,24,Gujarat,483,Kheda,60.3,31.9,,,,,
3_24_484_0,2001,Total,3,India,24,Gujarat,484,Panch Mahals,131,40,,,,,
3_24_485_0,2001,Total,3,India,24,Gujarat,485,Dohad,278,66,,,,,
3_24_486_0,2001,Total,3,India,24,Gujarat,486,Vadodara,92.7,80.7,,,,,
3_24_487_0,2001,Total,3,India,24,Gujarat,487,Narmada,190,133,,,,,
3_24_488_0,2001,Total,3,India,24,Gujarat,488,Bharuch,27,41.2,,,,,
3_24_489_0,2001,Total,3,India,24,Gujarat,489,The Dangs,408,161,,,,,
3_24_490_0,2001,Total,3,India,24,Gujarat,490,Navsari,57.3,69.2,,,,,
3_24_491_0,2001,Total,3,India,24,Gujarat,491,Valsad,136,140,,,,,
3_24_492_0,2001,Total,3,India,24,Gujarat,492,Surat,52.1,65.60000000000001,,,,,
3_24_493_0,2001,Total,3,India,24,Gujarat,493,Tapi,129,77.40000000000001,,,,,
3_25_494_0,2001,Total,3,India,25,Daman & Diu,494,Diu,7.300000000000001,5,,,,,
3_25_495_0,2001,Total,3,India,25,Daman & Diu,495,Daman,13.5,6,,,,,
3_26_496_0,2001,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,123,82.90000000000001,,,,,
3_27_497_0,2001,Total,3,India,27,Maharashtra,497,Nandurbar,316,202,,,,,
3_27_498_0,2001,Total,3,India,27,Maharashtra,498,Dhule,347,150,,,,,
3_27_499_0,2001,Total,3,India,27,Maharashtra,499,Jalgaon,282,101,,,,,
3_27_500_0,2001,Total,3,India,27,Maharashtra,500,Buldana,448,140,,,,,
3_27_501_0,2001,Total,3,India,27,Maharashtra,501,Akola,312,49.1,,,,,
3_27_502_0,2001,Total,3,India,27,Maharashtra,502,Washim,471,64.40000000000001,,,,,
3_27_503_0,2001,Total,3,India,27,Maharashtra,503,Amravati,414,148,,,,,
3_27_504_0,2001,Total,3,India,27,Maharashtra,504,Wardha,298,77.10000000000001,,,,,
3_27_505_0,2001,Total,3,India,27,Maharashtra,505,Nagpur,336,69.3,,,,,
3_27_506_0,2001,Total,3,India,27,Maharashtra,506,Bhandara,270,35.8,,,,,
3_27_507_0,2001,Total,3,India,27,Maharashtra,507,Gondiya,316,50.5,,,,,
3_27_508_0,2001,Total,3,India,27,Maharashtra,508,Gadchiroli,251,87.7,,,,,
3_27_509_0,2001,Total,3,India,27,Maharashtra,509,Chandrapur,232,56.7,,,,,
3_27_510_0,2001,Total,3,India,27,Maharashtra,510,Yavatmal,322,72.40000000000001,,,,,
3_27_511_0,2001,Total,3,India,27,Maharashtra,511,Nanded,404,56.40000000000001,,,,,
3_27_512_0,2001,Total,3,India,27,Maharashtra,512,Hingoli,459,45.6,,,,,
3_27_513_0,2001,Total,3,India,27,Maharashtra,513,Parbhani,418,35.9,,,,,
3_27_514_0,2001,Total,3,India,27,Maharashtra,514,Jalna,511,60.5,,,,,
3_27_515_0,2001,Total,3,India,27,Maharashtra,515,Aurangabad,572,100,,,,,
3_27_516_0,2001,Total,3,India,27,Maharashtra,516,Nashik,598,130,,,,,
3_27_517_0,2001,Total,3,India,27,Maharashtra,517,Thane,124,129,,,,,
3_27_518_0,2001,Total,3,India,27,Maharashtra,518,Mumbai Suburban,32,53.6,,,,,
3_27_519_0,2001,Total,3,India,27,Maharashtra,519,Mumbai,7.800000000000001,5.5,,,,,
3_27_520_0,2001,Total,3,India,27,Maharashtra,520,Raigarh,126,137,,,,,
3_27_521_0,2001,Total,3,India,27,Maharashtra,521,Pune,657,125,,,,,
3_27_522_0,2001,Total,3,India,27,Maharashtra,522,Ahmadnagar,612,118,,,,,
3_27_523_0,2001,Total,3,India,27,Maharashtra,523,Bid,582,114,,,,,
3_27_524_0,2001,Total,3,India,27,Maharashtra,524,Latur,596,47,,,,,
3_27_525_0,2001,Total,3,India,27,Maharashtra,525,Osmanabad,611,65.7,,,,,
3_27_526_0,2001,Total,3,India,27,Maharashtra,526,Solapur,504,45.2,,,,,
3_27_527_0,2001,Total,3,India,27,Maharashtra,527,Satara,744,141,,,,,
3_27_528_0,2001,Total,3,India,27,Maharashtra,528,Ratnagiri,160,116,,,,,
3_27_529_0,2001,Total,3,India,27,Maharashtra,529,Sindhudurg,144,163,,,,,
3_27_530_0,2001,Total,3,India,27,Maharashtra,530,Kolhapur,666,107,,,,,
3_27_531_0,2001,Total,3,India,27,Maharashtra,531,Sangli,634,78.40000000000001,,,,,
3_28_532_0,2001,Total,3,India,28,Andhra Pradesh,532,Adilabad,300,121,,,,,
3_28_533_0,2001,Total,3,India,28,Andhra Pradesh,533,Nizamabad,431,75.7,,,,,
3_28_534_0,2001,Total,3,India,28,Andhra Pradesh,534,Karimnagar,269,95.30000000000001,,,,,
3_28_535_0,2001,Total,3,India,28,Andhra Pradesh,535,Medak,532,51.8,,,,,
3_28_536_0,2001,Total,3,India,28,Andhra Pradesh,536,Hyderabad,527,25.8,,,,,
3_28_537_0,2001,Total,3,India,28,Andhra Pradesh,537,Rangareddy,572,59.5,,,,,
3_28_538_0,2001,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,447,115,,,,,
3_28_539_0,2001,Total,3,India,28,Andhra Pradesh,539,Nalgonda,248,113,,,,,
3_28_540_0,2001,Total,3,India,28,Andhra Pradesh,540,Warangal,255,91.90000000000001,,,,,
3_28_541_0,2001,Total,3,India,28,Andhra Pradesh,541,Khammam,166,108,,,,,
3_28_542_0,2001,Total,3,India,28,Andhra Pradesh,542,Srikakulam,78.60000000000001,106,,,,,
3_28_543_0,2001,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,173,165,,,,,
3_28_544_0,2001,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,499,425,,,,,
3_28_545_0,2001,Total,3,India,28,Andhra Pradesh,545,East Godavari,181,241,,,,,
3_28_546_0,2001,Total,3,India,28,Andhra Pradesh,546,West Godavari,71.2,98.5,,,,,
3_28_547_0,2001,Total,3,India,28,Andhra Pradesh,547,Krishna,44.90000000000001,50.90000000000001,,,,,
3_28_548_0,2001,Total,3,India,28,Andhra Pradesh,548,Guntur,84.80000000000001,81.2,,,,,
3_28_549_0,2001,Total,3,India,28,Andhra Pradesh,549,Prakasam,179,176,,,,,
3_28_550_0,2001,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,67.90000000000001,91.2,,,,,
3_28_551_0,2001,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,289,152,,,,,
3_28_552_0,2001,Total,3,India,28,Andhra Pradesh,552,Kurnool,356,107,,,,,
3_28_553_0,2001,Total,3,India,28,Andhra Pradesh,553,Anantapur,483,126,,,,,
3_28_554_0,2001,Total,3,India,28,Andhra Pradesh,554,Chittoor,470,238,,,,,
3_29_555_0,2001,Total,3,India,29,Karnataka,555,Belgaum,645,77.90000000000001,,,,,
3_29_556_0,2001,Total,3,India,29,Karnataka,556,Bagalkot,560,36,,,,,
3_29_557_0,2001,Total,3,India,29,Karnataka,557,Bijapur,537,60.3,,,,,
3_29_558_0,2001,Total,3,India,29,Karnataka,558,Bidar,593,40.7,,,,,
3_29_559_0,2001,Total,3,India,29,Karnataka,559,Raichur,424,63.1,,,,,
3_29_560_0,2001,Total,3,India,29,Karnataka,560,Koppal,552,73.10000000000001,,,,,
3_29_561_0,2001,Total,3,India,29,Karnataka,561,Gadag,608,50.7,,,,,
3_29_562_0,2001,Total,3,India,29,Karnataka,562,Dharwad,619,44.2,,,,,
3_29_563_0,2001,Total,3,India,29,Karnataka,563,Uttara Kannada,411,217,,,,,
3_29_564_0,2001,Total,3,India,29,Karnataka,564,Haveri,585,38.7,,,,,
3_29_565_0,2001,Total,3,India,29,Karnataka,565,Bellary,532,109,,,,,
3_29_566_0,2001,Total,3,India,29,Karnataka,566,Chitradurga,656,85.30000000000001,,,,,
3_29_567_0,2001,Total,3,India,29,Karnataka,567,Davanagere,629,63.2,,,,,
3_29_568_0,2001,Total,3,India,29,Karnataka,568,Shimoga,629,67,,,,,
3_29_569_0,2001,Total,3,India,29,Karnataka,569,Udupi,107,159,,,,,
3_29_570_0,2001,Total,3,India,29,Karnataka,570,Chikmagalur,857,180,,,,,
3_29_571_0,2001,Total,3,India,29,Karnataka,571,Tumkur,752,85.7,,,,,
3_29_572_0,2001,Total,3,India,29,Karnataka,572,Bangalore,877,45.5,,,,,
3_29_573_0,2001,Total,3,India,29,Karnataka,573,Mandya,747,95.5,,,,,
3_29_574_0,2001,Total,3,India,29,Karnataka,574,Hassan,899,92.7,,,,,
3_29_575_0,2001,Total,3,India,29,Karnataka,575,Dakshina Kannada,154,162,,,,,
3_29_576_0,2001,Total,3,India,29,Karnataka,576,Kodagu,881,215,,,,,
3_29_577_0,2001,Total,3,India,29,Karnataka,577,Mysore,764,71.90000000000001,,,,,
3_29_578_0,2001,Total,3,India,29,Karnataka,578,Chamarajanagar,765,197,,,,,
3_29_579_0,2001,Total,3,India,29,Karnataka,579,Gulbarga,471,57.8,,,,,
3_29_580_0,2001,Total,3,India,29,Karnataka,580,Yadgir,428,57.5,,,,,
3_29_581_0,2001,Total,3,India,29,Karnataka,581,Kolar,826,53.2,,,,,
3_29_582_0,2001,Total,3,India,29,Karnataka,582,Chikkaballapura,806,91.60000000000001,,,,,
3_29_583_0,2001,Total,3,India,29,Karnataka,583,Bangalore Rural,894,36.1,,,,,
3_29_584_0,2001,Total,3,India,29,Karnataka,584,Ramanagara,739,96.5,,,,,
3_2_23_0,2001,Total,3,India,2,Himachal Pradesh,23,Chamba,3008,1183,,,,,
3_2_24_0,2001,Total,3,India,2,Himachal Pradesh,24,Kangra,1435,1404,,,,,
3_2_25_0,2001,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,4846,635,,,,,
3_2_26_0,2001,Total,3,India,2,Himachal Pradesh,26,Kullu,3329,1184,,,,,
3_2_27_0,2001,Total,3,India,2,Himachal Pradesh,27,Mandi,1540,583,,,,,
3_2_28_0,2001,Total,3,India,2,Himachal Pradesh,28,Hamirpur,761,136,,,,,
3_2_29_0,2001,Total,3,India,2,Himachal Pradesh,29,Una,529,121,,,,,
3_2_30_0,2001,Total,3,India,2,Himachal Pradesh,30,Bilaspur,701,198,,,,,
3_2_31_0,2001,Total,3,India,2,Himachal Pradesh,31,Solan,1000,412,,,,,
3_2_32_0,2001,Total,3,India,2,Himachal Pradesh,32,Sirmaur,1185,574,,,,,
3_2_33_0,2001,Total,3,India,2,Himachal Pradesh,33,Shimla,2385,827,,,,,
3_2_34_0,2001,Total,3,India,2,Himachal Pradesh,34,Kinnaur,4334,895,,,,,
3_30_585_0,2001,Total,3,India,30,Goa,585,North Goa,81.10000000000001,114,,,,,
3_30_586_0,2001,Total,3,India,30,Goa,586,South Goa,134,151,,,,,
3_31_587_0,2001,Total,3,India,31,Lakshadweep,587,Lakshadweep,3,4.4,,,,,
3_32_588_0,2001,Total,3,India,32,Kerala,588,Kasaragod,110,106,,,,,
3_32_589_0,2001,Total,3,India,32,Kerala,589,Kannur,130,177,,,,,
3_32_590_0,2001,Total,3,India,32,Kerala,590,Wayanad,851,163,,,,,
3_32_591_0,2001,Total,3,India,32,Kerala,591,Kozhikode,164,302,,,,,
3_32_592_0,2001,Total,3,India,32,Kerala,592,Malappuram,185,350,,,,,
3_32_593_0,2001,Total,3,India,32,Kerala,593,Palakkad,366,426,,,,,
3_32_594_0,2001,Total,3,India,32,Kerala,594,Thrissur,132,224,,,,,
3_32_595_0,2001,Total,3,India,32,Kerala,595,Ernakulam,151,308,,,,,
3_32_596_0,2001,Total,3,India,32,Kerala,596,Idukki,973,507,,,,,
3_32_597_0,2001,Total,3,India,32,Kerala,597,Kottayam,93,144,,,,,
3_32_598_0,2001,Total,3,India,32,Kerala,598,Alappuzha,7.9,8.200000000000001,,,,,
3_32_599_0,2001,Total,3,India,32,Kerala,599,Pathanamthitta,359,404,,,,,
3_32_600_0,2001,Total,3,India,32,Kerala,600,Kollam,158,227,,,,,
3_32_601_0,2001,Total,3,India,32,Kerala,601,Thiruvananthapuram,142,210,,,,,
3_33_602_0,2001,Total,3,India,33,Tamil Nadu,602,Thiruvallur,55.2,61.5,,,,,
3_33_603_0,2001,Total,3,India,33,Tamil Nadu,603,Chennai,9.5,3.3,,,,,
3_33_604_0,2001,Total,3,India,33,Tamil Nadu,604,Kancheepuram,38.1,24.7,,,,,
3_33_605_0,2001,Total,3,India,33,Tamil Nadu,605,Vellore,347,201,,,,,
3_33_606_0,2001,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,226,177,,,,,
3_33_607_0,2001,Total,3,India,33,Tamil Nadu,607,Viluppuram,131,167,,,,,
3_33_608_0,2001,Total,3,India,33,Tamil Nadu,608,Salem,400,238,,,,,
3_33_609_0,2001,Total,3,India,33,Tamil Nadu,609,Namakkal,310,259,,,,,
3_33_610_0,2001,Total,3,India,33,Tamil Nadu,610,Erode,490,337,,,,,
3_33_611_0,2001,Total,3,India,33,Tamil Nadu,611,The Nilgiris,1451,572,,,,,
3_33_612_0,2001,Total,3,India,33,Tamil Nadu,612,Dindigul,534,494,,,,,
3_33_613_0,2001,Total,3,India,33,Tamil Nadu,613,Karur,163,61.8,,,,,
3_33_614_0,2001,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,162,130,,,,,
3_33_615_0,2001,Total,3,India,33,Tamil Nadu,615,Perambalur,130,59.2,,,,,
3_33_616_0,2001,Total,3,India,33,Tamil Nadu,616,Ariyalur,58.8,21.8,,,,,
3_33_617_0,2001,Total,3,India,33,Tamil Nadu,617,Cuddalore,39.90000000000001,31.5,,,,,
3_33_618_0,2001,Total,3,India,33,Tamil Nadu,618,Nagapattinam,5.2,4.3,,,,,
3_33_619_0,2001,Total,3,India,33,Tamil Nadu,619,Thiruvarur,12,8.700000000000001,,,,,
3_33_620_0,2001,Total,3,India,33,Tamil Nadu,620,Thanjavur,33.5,18.9,,,,,
3_33_621_0,2001,Total,3,India,33,Tamil Nadu,621,Pudukkottai,83.2,42.6,,,,,
3_33_622_0,2001,Total,3,India,33,Tamil Nadu,622,Sivaganga,81.90000000000001,42.1,,,,,
3_33_623_0,2001,Total,3,India,33,Tamil Nadu,623,Madurai,216,169,,,,,
3_33_624_0,2001,Total,3,India,33,Tamil Nadu,624,Theni,566,352,,,,,
3_33_625_0,2001,Total,3,India,33,Tamil Nadu,625,Virudhunagar,135,170,,,,,
3_33_626_0,2001,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,19.9,14.3,,,,,
3_33_627_0,2001,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,41.7,30.7,,,,,
3_33_628_0,2001,Total,3,India,33,Tamil Nadu,628,Tirunelveli,225,316,,,,,
3_33_629_0,2001,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,216,318,,,,,
3_33_630_0,2001,Total,3,India,33,Tamil Nadu,630,Dharmapuri,483,147,,,,,
3_33_631_0,2001,Total,3,India,33,Tamil Nadu,631,Krishnagiri,656,199,,,,,
3_33_632_0,2001,Total,3,India,33,Tamil Nadu,632,Coimbatore,512,320,,,,,
3_33_633_0,2001,Total,3,India,33,Tamil Nadu,633,Tiruppur,372,254,,,,,
3_34_634_0,2001,Total,3,India,34,Puducherry,634,Yanam,4.600000000000001,2.1,,,,,
3_34_635_0,2001,Total,3,India,34,Puducherry,635,Puducherry,15.8,8.4,,,,,
3_34_636_0,2001,Total,3,India,34,Puducherry,636,Mahe,21.6,5.7,,,,,
3_34_637_0,2001,Total,3,India,34,Puducherry,637,Karaikal,3.7,1.6,,,,,
3_35_638_0,2001,Total,3,India,35,Andaman & Nicobar Islands,638,Nicobars,82.80000000000001,78.10000000000001,,,,,
3_35_639_0,2001,Total,3,India,35,Andaman & Nicobar Islands,639,North  & Middle Andaman,66,64.8,,,,,
3_35_640_0,2001,Total,3,India,35,Andaman & Nicobar Islands,640,South Andaman,65.60000000000001,53.6,,,,,
3_3_35_0,2001,Total,3,India,3,Punjab,35,Gurdaspur,283,89.7,,,,,
3_3_36_0,2001,Total,3,India,3,Punjab,36,Kapurthala,223,10,,,,,
3_3_37_0,2001,Total,3,India,3,Punjab,37,Jalandhar,233,9.4,,,,,
3_3_38_0,2001,Total,3,India,3,Punjab,38,Hoshiarpur,318,90.5,,,,,
3_3_39_0,2001,Total,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,272,40,,,,,
3_3_40_0,2001,Total,3,India,3,Punjab,40,Fatehgarh Sahib,268,6.7,,,,,
3_3_41_0,2001,Total,3,India,3,Punjab,41,Ludhiana,246,12.5,,,,,
3_3_42_0,2001,Total,3,India,3,Punjab,42,Moga,219,5.100000000000001,,,,,
3_3_43_0,2001,Total,3,India,3,Punjab,43,Firozpur,191,9.4,,,,,
3_3_44_0,2001,Total,3,India,3,Punjab,44,Muktsar,196,3.6,,,,,
3_3_45_0,2001,Total,3,India,3,Punjab,45,Faridkot,203,6.2,,,,,
3_3_46_0,2001,Total,3,India,3,Punjab,46,Bathinda,209,5.800000000000001,,,,,
3_3_47_0,2001,Total,3,India,3,Punjab,47,Mansa,217,4.800000000000001,,,,,
3_3_48_0,2001,Total,3,India,3,Punjab,48,Patiala,251,11.7,,,,,
3_3_49_0,2001,Total,3,India,3,Punjab,49,Amritsar,229,6.5,,,,,
3_3_50_0,2001,Total,3,India,3,Punjab,50,Tarn Taran,218,7.5,,,,,
3_3_51_0,2001,Total,3,India,3,Punjab,51,Rupnagar,309,47.3,,,,,
3_3_52_0,2001,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,314,44.1,,,,,
3_3_53_0,2001,Total,3,India,3,Punjab,53,Sangrur,236,8.1,,,,,
3_3_54_0,2001,Total,3,India,3,Punjab,54,Barnala,228,5,,,,,
3_4_55_0,2001,Total,3,India,4,Chandigarh,55,Chandigarh,339,17,,,,,
3_5_56_0,2001,Total,3,India,5,Uttarakhand,56,Uttarkashi,3585,1435,,,,,
3_5_57_0,2001,Total,3,India,5,Uttarakhand,57,Chamoli,3640,1493,,,,,
3_5_58_0,2001,Total,3,India,5,Uttarakhand,58,Rudraprayag,2472,1149,,,,,
3_5_59_0,2001,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,1860,984,,,,,
3_5_60_0,2001,Total,3,India,5,Uttarakhand,60,Dehradun,1089,621,,,,,
3_5_61_0,2001,Total,3,India,5,Uttarakhand,61,Garhwal,1153,553,,,,,
3_5_62_0,2001,Total,3,India,5,Uttarakhand,62,Pithoragarh,3326,1567,,,,,
3_5_63_0,2001,Total,3,India,5,Uttarakhand,63,Bageshwar,2270,1159,,,,,
3_5_64_0,2001,Total,3,India,5,Uttarakhand,64,Almora,1423,333,,,,,
3_5_65_0,2001,Total,3,India,5,Uttarakhand,65,Champawat,1144,478,,,,,
3_5_66_0,2001,Total,3,India,5,Uttarakhand,66,Nainital,869,592,,,,,
3_5_67_0,2001,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,225,20,,,,,
3_5_68_0,2001,Total,3,India,5,Uttarakhand,68,Hardwar,302,94.5,,,,,
3_6_69_0,2001,Total,3,India,6,Haryana,69,Panchkula,497,201,,,,,
3_6_70_0,2001,Total,3,India,6,Haryana,70,Ambala,283,20.8,,,,,
3_6_71_0,2001,Total,3,India,6,Haryana,71,Yamunanagar,300,47.40000000000001,,,,,
3_6_72_0,2001,Total,3,India,6,Haryana,72,Kurukshetra,255,6.800000000000001,,,,,
3_6_73_0,2001,Total,3,India,6,Haryana,73,Kaithal,238,4.800000000000001,,,,,
3_6_74_0,2001,Total,3,India,6,Haryana,74,Karnal,245,7.2,,,,,
3_6_75_0,2001,Total,3,India,6,Haryana,75,Panipat,232,4,,,,,
3_6_76_0,2001,Total,3,India,6,Haryana,76,Sonipat,223,4.5,,,,,
3_6_77_0,2001,Total,3,India,6,Haryana,77,Jind,228,3.1,,,,,
3_6_78_0,2001,Total,3,India,6,Haryana,78,Fatehabad,216,5.7,,,,,
3_6_79_0,2001,Total,3,India,6,Haryana,79,Sirsa,199,5.2,,,,,
3_6_80_0,2001,Total,3,India,6,Haryana,80,Hisar,215,4.600000000000001,,,,,
3_6_81_0,2001,Total,3,India,6,Haryana,81,Bhiwani,229,17.7,,,,,
3_6_82_0,2001,Total,3,India,6,Haryana,82,Rohtak,220,1.9,,,,,
3_6_83_0,2001,Total,3,India,6,Haryana,83,Jhajjar,218,3.9,,,,,
3_6_84_0,2001,Total,3,India,6,Haryana,84,Mahendragarh,296,35.6,,,,,
3_6_85_0,2001,Total,3,India,6,Haryana,85,Rewari,250,19.2,,,,,
3_6_86_0,2001,Total,3,India,6,Haryana,86,Gurgaon,232,22.8,,,,,
3_6_87_0,2001,Total,3,India,6,Haryana,87,Mewat,216,43.90000000000001,,,,,
3_6_88_0,2001,Total,3,India,6,Haryana,88,Faridabad,208,23.7,,,,,
3_6_89_0,2001,Total,3,India,6,Haryana,89,Palwal,192,3.3,,,,,
3_7_90_0,2001,Total,3,India,7,NCT Of Delhi,90,North West,214,3.4,,,,,
3_7_91_0,2001,Total,3,India,7,NCT Of Delhi,91,North,214,8.200000000000001,,,,,
3_7_92_0,2001,Total,3,India,7,NCT Of Delhi,92,North East,208,1.6,,,,,
3_7_93_0,2001,Total,3,India,7,NCT Of Delhi,93,East,205,2.4,,,,,
3_7_94_0,2001,Total,3,India,7,NCT Of Delhi,94,New Delhi,223,10.5,,,,,
3_7_95_0,2001,Total,3,India,7,NCT Of Delhi,95,Central,222,12.7,,,,,
3_7_96_0,2001,Total,3,India,7,NCT Of Delhi,96,West,215,4.2,,,,,
3_7_97_0,2001,Total,3,India,7,NCT Of Delhi,97,South West,221,14.1,,,,,
3_7_98_0,2001,Total,3,India,7,NCT Of Delhi,98,South,244,28.9,,,,,
3_8_100_0,2001,Total,3,India,8,Rajasthan,100,Hanumangarh,193,10.7,,,,,
3_8_101_0,2001,Total,3,India,8,Rajasthan,101,Bikaner,212,56.8,,,,,
3_8_102_0,2001,Total,3,India,8,Rajasthan,102,Churu,267,40,,,,,
3_8_103_0,2001,Total,3,India,8,Rajasthan,103,Jhunjhunun,353,68.10000000000001,,,,,
3_8_104_0,2001,Total,3,India,8,Rajasthan,104,Alwar,324,91.2,,,,,
3_8_105_0,2001,Total,3,India,8,Rajasthan,105,Bharatpur,202,28.3,,,,,
3_8_106_0,2001,Total,3,India,8,Rajasthan,106,Dhaulpur,198,41.2,,,,,
3_8_107_0,2001,Total,3,India,8,Rajasthan,107,Karauli,276,54.3,,,,,
3_8_108_0,2001,Total,3,India,8,Rajasthan,108,Sawai Madhopur,264,50,,,,,
3_8_109_0,2001,Total,3,India,8,Rajasthan,109,Dausa,298,47.90000000000001,,,,,
3_8_110_0,2001,Total,3,India,8,Rajasthan,110,Jaipur,391,62,,,,,
3_8_111_0,2001,Total,3,India,8,Rajasthan,111,Sikar,426,71.8,,,,,
3_8_112_0,2001,Total,3,India,8,Rajasthan,112,Nagaur,343,48.1,,,,,
3_8_113_0,2001,Total,3,India,8,Rajasthan,113,Jodhpur,254,41.2,,,,,
3_8_114_0,2001,Total,3,India,8,Rajasthan,114,Jaisalmer,165,63.7,,,,,
3_8_115_0,2001,Total,3,India,8,Rajasthan,115,Barmer,155,64.8,,,,,
3_8_116_0,2001,Total,3,India,8,Rajasthan,116,Jalor,132,81.10000000000001,,,,,
3_8_117_0,2001,Total,3,India,8,Rajasthan,117,Sirohi,354,169,,,,,
3_8_118_0,2001,Total,3,India,8,Rajasthan,118,Pali,295,87.30000000000001,,,,,
3_8_119_0,2001,Total,3,India,8,Rajasthan,119,Ajmer,417,61.40000000000001,,,,,
3_8_120_0,2001,Total,3,India,8,Rajasthan,120,Tonk,304,27.1,,,,,
3_8_121_0,2001,Total,3,India,8,Rajasthan,121,Bundi,294,70.3,,,,,
3_8_122_0,2001,Total,3,India,8,Rajasthan,122,Bhilwara,429,64.3,,,,,
3_8_123_0,2001,Total,3,India,8,Rajasthan,123,Rajsamand,627,114,,,,,
3_8_124_0,2001,Total,3,India,8,Rajasthan,124,Dungarpur,236,65.60000000000001,,,,,
3_8_125_0,2001,Total,3,India,8,Rajasthan,125,Banswara,251,80.2,,,,,
3_8_126_0,2001,Total,3,India,8,Rajasthan,126,Chittaurgarh,441,48,,,,,
3_8_127_0,2001,Total,3,India,8,Rajasthan,127,Kota,288,65.10000000000001,,,,,
3_8_128_0,2001,Total,3,India,8,Rajasthan,128,Baran,319,62.7,,,,,
3_8_129_0,2001,Total,3,India,8,Rajasthan,129,Jhalawar,365,51.40000000000001,,,,,
3_8_130_0,2001,Total,3,India,8,Rajasthan,130,Udaipur,513,175,,,,,
3_8_131_0,2001,Total,3,India,8,Rajasthan,131,Pratapgarh,408,106,,,,,
3_8_99_0,2001,Total,3,India,8,Rajasthan,99,Ganganagar,168,14.1,,,,,
3_9_132_0,2001,Total,3,India,9,Uttar Pradesh,132,Saharanpur,296,77.80000000000001,,,,,
3_9_133_0,2001,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,241,7.800000000000001,,,,,
3_9_134_0,2001,Total,3,India,9,Uttar Pradesh,134,Bijnor,242,25,,,,,
3_9_135_0,2001,Total,3,India,9,Uttar Pradesh,135,Moradabad,200,10,,,,,
3_9_136_0,2001,Total,3,India,9,Uttar Pradesh,136,Rampur,192,11.6,,,,,
3_9_137_0,2001,Total,3,India,9,Uttar Pradesh,137,Jyotiba Phule Nagar,206,8.700000000000001,,,,,
3_9_138_0,2001,Total,3,India,9,Uttar Pradesh,138,Meerut,224,6.9,,,,,
3_9_139_0,2001,Total,3,India,9,Uttar Pradesh,139,Baghpat,225,6,,,,,
3_9_140_0,2001,Total,3,India,9,Uttar Pradesh,140,Ghaziabad,213,4.600000000000001,,,,,
