id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,st,sc
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,12.77,5.100000000000001
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,11.6,5.23
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,1.62,6.33
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,24.95,8.1
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,23.49,7.88
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,5.05,5.12
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,49.54,5.350000000000001
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,47.29,5.33
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,16.46,5.08
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,6.97,2.18
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,5.850000000000001,2.72
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,1.2,4.97
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,8.24,3.5
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,7.45,4.05
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,4.16,6.36
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,4.21,3.06
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,3.95,3.4
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,1.43,6.75
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,14.6,8.16
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,12.32,7.87
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,1.33,6.47
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,10.56,5.46
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,9.93,5.41
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,3.11,4.8
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,57.83,3.74
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,55.69,3.63
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,38.96,2.77
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,81.15000000000001,1.26
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,68.28,1.79
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,40.43,2.93
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,1.46,15.25
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,1.29,14.41
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,.25,9.26
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,.27,12.93
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,.29,12.99
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,.46,13.81
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,.16,11.13
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,.15,10.91
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,.1,8.5
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,2.06,10.56
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,2.26,10.8
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,3.34,12.06
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,34.64,6.8
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,33.48,7.07
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,10.6,11.2
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,13.5,7.26
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,9.93,6.76
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,3.58,5.87
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,13.5,7.26
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,9.93,6.76
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,3.58,5.87
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,3.42,6.99
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,3.31,7.24
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,.72,13.28
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,30.38,7.100000000000001
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,29.19,6.94
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,3.58,5.87
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,17.19,4.2
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,16.61,4.55
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,5.58,11.18
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,14.98,4.65
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,14.11,4.89
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,3.6,8.76
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,16.43,19.05
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,12.69,16.09
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,4.86,9.890000000000001
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,22.39,40.24
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,18.87,36.71
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,2.65,20.46
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,.58,53.14
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,.5700000000000001,50.11
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,.49,19.91
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,5.69,29.04
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,5.11,27.71
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,.9400000000000001,17.98
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,18.09,30.44
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,16.12,28.78
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,3.07,17.81
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,7.37,17.02
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,6.9,16.84
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,.97,14.6
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,1.43,11.9
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,1.29,12
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,.38,12.7
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,7.2,30.13
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,6.74,29.51
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,1.75,22.91
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,7.98,31.85
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,6.41,26.98
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,3.72,18.68
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,2.81,31.12
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,2.47,29.66
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,1.22,24.28
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,4.13,29.6
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,2.23,20.6
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,.62,13.02
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,5.92,29.27
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,4.21,23.58
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,.8,12.27
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,11.13,31.91
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,10.36,31.24
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,.72,22.81
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,20.02,17.92
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,18.27,18.29
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,2.69,21.63
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,.4,21.96
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,.45,15.42
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,.49,8.960000000000001
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,.21,6.01
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,.21,6.01
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,1.36,35.03
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,1.23,32.12
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,.51,16.51
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,8.98,16.84
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,8.310000000000001,16.4
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,2.48,12.52
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,8.98,16.84
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,8.310000000000001,16.4
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,2.48,12.52
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,8.16,.01
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,7.96,.01
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,2.9,.05
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,9.450000000000001,.02
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,4.42,.07
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,.27,.23
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,12.89,.02
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,5.47,.06
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,.27,.07
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,2.74,.01
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,2.39,.02
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,.03,.11
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,5.49,0
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,5.18,0
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,.06,0
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,10.04,.01
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,8.630000000000001,.05
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,.23,.29
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,10.04,.01
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,8.630000000000001,.05
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,.23,.29
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,9.460000000000001,13.91
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,8.870000000000001,13.14
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,.71,2.6
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,15.45,12.66
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,13.87,12.06
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,1.92,8.810000000000001
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,15.82,6.600000000000001
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,14.63,6.19
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,.5600000000000001,1.32
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,10.8,27.02
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,9.07,21.98
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,1.8,13.14
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,9.450000000000001,.02
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,4.42,.07
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,.27,.23
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,17.25,20.3
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,14.78,19.11
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,1.49,12.68
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,4.350000000000001,33.74
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,3.36,24.86
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,2.1,13.61
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,9.550000000000001,25.76
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,8.109999999999999,22.37
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,1.56,16.32
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),87.60000000000001,.21
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),87.60000000000001,.21
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),82.04000000000001,.53
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),82.04000000000001,.53
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),64.83,1.5
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),64.83,1.5
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,89.19,.08
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,88.32000000000001,.12
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,79.51000000000001,.47
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,42.36,.16
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,39.99,.26
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,5.59,1.61
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,35.18,8.16
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,33.12,7.97
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,5.58,5.41
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,7.07,23.24
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,6.21,23.15
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,1.09,22.66
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,8.529999999999999,.03
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,7.17,.03
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,.41,.04
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,8.529999999999999,.03
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,7.17,.03
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,.41,.04
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,15.84,24.27
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,15.35,23.88
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,3.95,14.74
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,4.310000000000001,32.62
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,4.11,31.56
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,.51,12.17
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,.8,15.76
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,.76,14.9
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,.5700000000000001,10.38
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,10.29,13.4
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,9.69,13.04
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,.96,7.84
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,13.87,13.3
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,12.25,12.6
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,2.05,8.199999999999999
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,24.32,8.66
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,23.62,8.560000000000001
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,4.43,5.72
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,32.06,5.67
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,29.15,6.44
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,4.49,12.96
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,46.64,3.13
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,44.59,3.27
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,6.57,5.7
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,14.95,14.85
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,8.460000000000001,15.98
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,2.55,17
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,16.77,14.76
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,12.3,13.3
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,6.890000000000001,11.54
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,60.34,3.45
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,55.7,3.51
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,23.77,3.93
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,49.3,4.29
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,27.85,4.75
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,10.31,5.12
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,19.68,26.54
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,18.7,25.72
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,3.12,12.71
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,19.68,26.54
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,18.7,25.72
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,3.12,12.71
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,7.08,18.4
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,6.890000000000001,17.24
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,5.65,10.08
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,25.26,9.540000000000001
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,20.3,11.09
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,12.89,13.39
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,46.95,5.850000000000001
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,44.76,6.05
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,5.84,9.609999999999999
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,34.1,9.200000000000001
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,31.64,9.550000000000001
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,5.34,13.29
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,47.05,5.03
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,36.16,5.2
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,20.07,5.45
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,75.15000000000001,4.89
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,72.39,5.04
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,34.18,7.100000000000001
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,69.08,3.19
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,67.24,3.25
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,30.57,4.45
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,72.04000000000001,7.97
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,70.16,7.71
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,43.5,4.060000000000001
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,60.19,4.310000000000001
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,53.36,4.88
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,19.63,7.68
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,60.19,4.310000000000001
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,53.36,4.88
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,19.63,7.68
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,20.43,19.52
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,19.36,19.37
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,6.520000000000001,17.53
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,41.56,17.82
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,32.92,17.06
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,13.83,15.46
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,43.05,17.6
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,34.5,17.04
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,11.52,15.56
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,34.49,15.19
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,33.6,15.37
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,22.39,17.55
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,66.41,8.560000000000001
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,50.19,8.620000000000001
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,19.24,8.73
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,47.81,11.25
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,44.5,11.62
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,23.56,13.93
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,59.51,7.47
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,56.6,7.68
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,17.9,10.53
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,11.6,19.79
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,11.28,18.84
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,8.73,11.07
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,1.9,22.78
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,1.88,21.5
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,1.77,10.65
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,.49,20.62
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,.52,20.52
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,1.05,18.87
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,2.51,21.7
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,2.19,20.07
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,2.24,12.01
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,4.47,21.18
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,3.57,19.08
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,1.2,13.52
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,7.810000000000001,23.32
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,7.76,22.99
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,6.53,16.07
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,13.49,18.77
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,12.79,18.49
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,5.48,15.58
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,12.19,17.67
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,11.67,17.2
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,8.390000000000001,14.32
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,6.09,13.83
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,5.88,14.04
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,1.24,18.79
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,6.060000000000001,16.71
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,5.18,13.54
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,4,9.33
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,.31,19.65
