id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area_lit,pop_lit,dens_lit
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,.77,2.5,3210
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,2322,1265,.54
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,2322,1265,545
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,0,0,
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,1500,610,.41
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,1506,611,406
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,6.2,1.3,204
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,3945,2310,.59
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,3986,2449,614
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,41.5,138,3332
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,5177,1808,.35
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,5200,1864,359
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,23.7,56.2,2366
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,2869,814,.28
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,2869,814,284
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,0,0,
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,2578,747,.29
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,2578,747,290
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,0,0,
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,3639,1044,.29
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,3799,1275,336
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,161,232,1442
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,2834,745,.26
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,3370,1280,380
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,536,535,997
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,2414,886,.37
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,2620,1153,440
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,206,267,1294
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,3138,916,.29
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,3183,1095,344
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,44.40000000000001,179,4022
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,3172,959,.3
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,3280,1018,310
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,108,59.3,548
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,10434,637,.06
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,10455,652,62.3
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,20.7,14.2,684
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,4894,190,.04
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,4903,190,38.7
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,8.5,.24,27.7
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,3733,1362,.36
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,3782,1536,406
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,48.90000000000001,174,3545
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,1774,973,.55
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,1791,1011,564
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,17.2,37.8,2201
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,1331,434,.33
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,1338,447,334
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,7.300000000000001,12.5,1716
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,1047,373,.36
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,1062,402,379
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,14.3,28.7,2001
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,1889,560,.3
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,1932,683,353
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,43.2,123,2853
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,3088,993,.32
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,3106,1025,330
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,17.6,32.3,1834
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,823,201,.24
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,983,1165,1186
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,160,965,6044
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,1043,701,.67
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,1043,701,673
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,0,0,
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,2443,1140,.47
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,2443,1140,467
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,0,0,
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,1563,639,.41
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,1580,649,411
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,17.7,10.2,576
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,2015,1029,.51
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,2015,1029,510
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,0,0,
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,3059,771,.25
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,3176,1109,349
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,117,338,2889
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,6159,3348,.54
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,6262,3663,585
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,104,314,3034
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,3318,2947,.89
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,3354,3036,905
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,36.1,88.90000000000001,2463
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,3112,2645,.85
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,3162,2830,895
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,50.7,185,3648
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,2200,1028,.47
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,2212,1062,480
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,11.6,33.5,2883
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,3679,2934,.8
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,3743,3166,846
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,64,232,3625
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,5172,5113,.99
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,5296,5393,1018
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,124,280,2256
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,4403,2701,.61
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,4528,2933,648
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,125,232,1860
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,6080,4220,.6900000000000001
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,7025,7286,1037
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,945,3066,3245
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,3678,4052,1.1
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,3904,5028,1288
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,226,977,4324
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,3536,3942,1.1
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,3998,8593,2149
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,461,4650,10078
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,2785,2763,.99
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,3155,4903,1554
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,370,2140,5778
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,6801,3092,.45
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,6932,3340,482
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,131,248,1889
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,6142,2817,.46
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,6227,2998,481
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,85.40000000000001,181,2117
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,1165,1956,1.7
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,1456,5061,3475
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,292,3105,10637
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,6.9,42.5,6.2
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,194,4914,25303
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,187,4871,26006
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,8231,5767,.7000000000000001
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,8487,7584,894
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,256,1817,7101
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,9193,6269,.6800000000000001
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,9349,6704,717
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,156,435,2791
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,3856,3228,.84
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,4015,3538,881
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,159,311,1948
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,2619,413,.16
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,2619,413,158
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,0,0,
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,421,308,.73
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,477,849,1778
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,56.5,541,9569
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,1287,157,.12
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,1287,157,122
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,0,0,
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,896,397,.44
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,896,397,442
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,0,0,
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,492,177,.36
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,492,177,361
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,0,0,
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,2819,501,.18
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,2819,501,178
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,0,0,
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,1166,186,.16
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,1166,186,159
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,0,0,
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,2433,101,.04
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,2433,101,41.40000000000001
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,0,0,
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,1167,45.6,.04
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,1167,45.6,39
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,0,0,
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,7812,124,.02
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,7832,131,16.7
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,19.4,6.800000000000001,351
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,2336,192,.08
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,2390,244,102
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,54,51.8,958
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,1237,499,.4
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,1250,567,453
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,12.4,67.60000000000001,5441
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,2111,132,.06
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,2149,152,70.90000000000001
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,37.4,20.4,546
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,1891,924,.49
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,2253,1798,798
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,362,874,2415
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,726,509,.7000000000000001
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,788,681,864
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,62.6,172,2753
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50104,700,.01
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),50104,700,.01
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),50104,700,14
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50104,700,14
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),0,0,
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),0,0,
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,13902,142,.01
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,13902,142,10.2
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,0,0,
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,1796,171,.1
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,1796,171,95.10000000000001
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,0,0,
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,2781,266,.1
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,2783,278,99.90000000000001
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,2.1,12.2,5677
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,2456,475,.19
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,2525,598,237
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,69,123,1782
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,2118,776,.37
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,2118,776,366
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,0,0,
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,2587,184,.07
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,2587,184,71
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,0,0,
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,4085,1285,.31
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,4085,1285,315
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,0,0,
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,3795,848,.22
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,3837,901,235
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,42.40000000000001,53.1,1252
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,1627,520,.32
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,1634,548,335
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,7,28.3,4027
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,4956,1283,.26
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,4994,1364,273
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,38.3,81.30000000000001,2124
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,2411,973,.4
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,2454,1114,454
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,42.90000000000001,141,3283
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,2272,1094,.48
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,2297,1138,495
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,25.6,43.2,1687
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,1910,1069,.5600000000000001
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,1916,1073,560
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,6.2,4.3,699
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,1898,929,.49
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,1898,929,489
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,0,0,
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,1536,1145,.75
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,2039,2530,1241
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,503,1385,2755
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,2529,1383,.55
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,2888,2278,789
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,360,895,2490
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,1580,427,.27
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,1580,427,271
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,0,0,
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,3405,887,.26
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,3552,1537,433
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,147,650,4435
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,4444,1433,.32
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,4453,1457,327
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,9.4,24.2,2576
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,4144,624,.15
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,4144,624,151
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,0,0,
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,4232,1111,.26
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,4292,1217,284
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,59.5,106,1788
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,1156,447,.39
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,1334,729,546
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,178,281,1581
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,3777,1243,.33
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,3781,1253,331
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,3.9,10.4,2653
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,1837,737,.4
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,1862,806,433
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,25.5,68.90000000000001,2706
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,4889,1490,.3
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,5064,2120,419
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,175,630,3595
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,2677,727,.27
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,2677,727,272
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,0,0,
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,5267,825,.16
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,5267,825,157
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,0,0,
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,3777,782,.21
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,3777,782,207
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,0,0,
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,7134,1682,.24
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,7173,1706,238
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,38.1,24.3,637
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2535,690,.27
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2633,970,369
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,98.30000000000001,281,2858
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,5838,1091,.19
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,5878,1152,196
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,40.7,60.40000000000001,1482
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,1984,355,.18
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,2164,605,279
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,180,250,1384
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,6491,871,.13
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,6588,1082,164
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,97.90000000000001,211,2151
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,3006,399,.13
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,3012,400,133
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,5.5,1.1,194
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,9486,1257,.13
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,9692,1808,187
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,205,551,2684
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,8301,1541,.19
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,8376,1675,200
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,75.2,135,1792
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,10405,2058,.2
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,10451,2162,207
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,45.3,103,2277
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,3607,1983,.55
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,3676,2199,598
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,68.5,216,3150
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,2495,800,.32
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,2531,900,356
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,35.7,101,2825
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,2550,1190,.47
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,2566,1213,473
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,16.4,23.6,1436
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,1660,981,.59
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,1739,1148,660
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,79.5,167,2102
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,3689,1787,.48
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,3823,2379,622
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,134,592,4418
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,2836,1450,.51
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,2882,1495,519
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,46.1,45,975
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,4386,932,.21
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,4413,996,226
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,26.4,64,2421
