id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area_lit,pop_lit,dens_lit
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,6013,1167,.19
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,6320,1425,225
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,307,258,840
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,3871,948,.24
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,3877,956,247
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,5.600000000000001,7.5,1338
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,2608,1409,.54
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,2813,2311,822
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,205,903,4396
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,3488,1452,.42
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,3529,1618,459
3_21_387_0,2001,Urban,3,India,21,Odisha,387,Puri,40.8,167,4087
3_21_388_0,2001,Rural,3,India,21,Odisha,388,Ganjam,8393,2945,.35
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,8484,3298,389
3_21_388_0,2001,Urban,3,India,21,Odisha,388,Ganjam,91.2,352,3861
3_21_389_0,2001,Rural,3,India,21,Odisha,389,Gajapati,4235,863,.2
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,4235,863,204
3_21_389_0,2001,Urban,3,India,21,Odisha,389,Gajapati,0,0,
3_21_390_0,2001,Rural,3,India,21,Odisha,390,Kandhamal,7935,565,.07
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,7943,589,74.2
3_21_390_0,2001,Urban,3,India,21,Odisha,390,Kandhamal,8,24,2992
3_21_391_0,2001,Rural,3,India,21,Odisha,391,Baudh,3066,489,.16
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,3066,489,160
3_21_391_0,2001,Urban,3,India,21,Odisha,391,Baudh,0,0,
3_21_392_0,2001,Rural,3,India,21,Odisha,392,Subarnapur,2346,497,.21
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,2348,497,212
3_21_392_0,2001,Urban,3,India,21,Odisha,392,Subarnapur,1.6,.46,286
3_21_393_0,2001,Rural,3,India,21,Odisha,393,Balangir,6343,1446,.23
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,6399,1558,243
3_21_393_0,2001,Urban,3,India,21,Odisha,393,Balangir,55.7,111,1999
3_21_394_0,2001,Rural,3,India,21,Odisha,394,Nuapada,3928,712,.18
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,3928,712,181
3_21_394_0,2001,Urban,3,India,21,Odisha,394,Nuapada,0,0,
3_21_395_0,2001,Rural,3,India,21,Odisha,395,Kalahandi,7871,1519,.19
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,7900,1572,199
3_21_395_0,2001,Urban,3,India,21,Odisha,395,Kalahandi,28.6,53.8,1879
3_21_396_0,2001,Rural,3,India,21,Odisha,396,Rayagada,7360,841,.11
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,7384,897,122
3_21_396_0,2001,Urban,3,India,21,Odisha,396,Rayagada,23.4,56.7,2419
3_21_397_0,2001,Rural,3,India,21,Odisha,397,Nabarangapur,5398,1464,.27
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,5405,1473,273
3_21_397_0,2001,Urban,3,India,21,Odisha,397,Nabarangapur,6.5,8.6,1334
3_21_398_0,2001,Rural,3,India,21,Odisha,398,Koraput,8562,1285,.15
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,8656,1447,167
3_21_398_0,2001,Urban,3,India,21,Odisha,398,Koraput,94.80000000000001,162,1708
3_21_399_0,2001,Rural,3,India,21,Odisha,399,Malkangiri,5818,442,.08
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,5831,444,76.10000000000001
3_21_399_0,2001,Urban,3,India,21,Odisha,399,Malkangiri,13,1.8,141
3_22_400_0,2001,Rural,3,India,22,Chhattisgarh,400,Koriya,6472,398,.06
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,6548,468,71.5
3_22_400_0,2001,Urban,3,India,22,Chhattisgarh,400,Koriya,76.3,69.8,914
3_22_401_0,2001,Rural,3,India,22,Chhattisgarh,401,Surguja,15708,1808,.12
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,15765,1885,120
3_22_401_0,2001,Urban,3,India,22,Chhattisgarh,401,Surguja,57.5,76.80000000000001,1336
3_22_402_0,2001,Rural,3,India,22,Chhattisgarh,402,Jashpur,5867,791,.13
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,5867,791,135
3_22_402_0,2001,Urban,3,India,22,Chhattisgarh,402,Jashpur,0,0,
3_22_403_0,2001,Rural,3,India,22,Chhattisgarh,403,Raigarh,6976,968,.14
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,7037,1090,155
3_22_403_0,2001,Urban,3,India,22,Chhattisgarh,403,Raigarh,61.2,122,1998
3_22_404_0,2001,Rural,3,India,22,Chhattisgarh,404,Korba,6340,924,.15
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,6614,1252,189
3_22_404_0,2001,Urban,3,India,22,Chhattisgarh,404,Korba,273,328,1199
3_22_405_0,2001,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,3826,1217,.32
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,3861,1290,334
3_22_405_0,2001,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,34.9,73.2,2096
3_22_406_0,2001,Rural,3,India,22,Chhattisgarh,406,Bilaspur,8294,1767,.21
3_22_406_0,2001,Total,3,India,22,Chhattisgarh,406,Bilaspur,8390,2049,244
3_22_406_0,2001,Urban,3,India,22,Chhattisgarh,406,Bilaspur,96,282,2938
3_22_407_0,2001,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,4161,518,.12
3_22_407_0,2001,Total,3,India,22,Chhattisgarh,407,Kabeerdham,4166,524,126
3_22_407_0,2001,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,4.800000000000001,5.800000000000001,1222
3_22_408_0,2001,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,8117,1283,.16
3_22_408_0,2001,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,8171,1446,177
3_22_408_0,2001,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,54.3,162,2990
3_22_409_0,2001,Rural,3,India,22,Chhattisgarh,409,Durg,8112,2033,.25
3_22_409_0,2001,Total,3,India,22,Chhattisgarh,409,Durg,8431,3049,362
3_22_409_0,2001,Urban,3,India,22,Chhattisgarh,409,Durg,319,1016,3189
3_22_410_0,2001,Rural,3,India,22,Chhattisgarh,410,Raipur,12275,2159,.18
3_22_410_0,2001,Total,3,India,22,Chhattisgarh,410,Raipur,12546,2888,230
3_22_410_0,2001,Urban,3,India,22,Chhattisgarh,410,Raipur,271,729,2687
3_22_411_0,2001,Rural,3,India,22,Chhattisgarh,411,Mahasamund,4681,1036,.22
3_22_411_0,2001,Total,3,India,22,Chhattisgarh,411,Mahasamund,4701,1083,230
3_22_411_0,2001,Urban,3,India,22,Chhattisgarh,411,Mahasamund,20,46.1,2310
3_22_412_0,2001,Rural,3,India,22,Chhattisgarh,412,Dhamtari,4130,667,.16
3_22_412_0,2001,Total,3,India,22,Chhattisgarh,412,Dhamtari,4159,740,178
3_22_412_0,2001,Urban,3,India,22,Chhattisgarh,412,Dhamtari,29.6,73.2,2469
3_22_413_0,2001,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,7144,721,.1
3_22_413_0,2001,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,7145,724,101
3_22_413_0,2001,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,1.6,3.5,2210
3_22_414_0,2001,Rural,3,India,22,Chhattisgarh,414,Bastar,10527,1070,.1
3_22_414_0,2001,Total,3,India,22,Chhattisgarh,414,Bastar,10562,1169,111
3_22_414_0,2001,Urban,3,India,22,Chhattisgarh,414,Bastar,34.8,99.40000000000001,2857
3_22_415_0,2001,Rural,3,India,22,Chhattisgarh,415,Narayanpur,4911,56.5,.01
3_22_415_0,2001,Total,3,India,22,Chhattisgarh,415,Narayanpur,4911,56.5,11.5
3_22_415_0,2001,Urban,3,India,22,Chhattisgarh,415,Narayanpur,0,0,
3_22_416_0,2001,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,8571,329,.04
3_22_416_0,2001,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,8603,330,38.3
3_22_416_0,2001,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,31.6,.49,15.4
3_22_417_0,2001,Rural,3,India,22,Chhattisgarh,417,Bijapur,8192,172,.02
3_22_417_0,2001,Total,3,India,22,Chhattisgarh,417,Bijapur,8192,172,21
3_22_417_0,2001,Urban,3,India,22,Chhattisgarh,417,Bijapur,0,0,
3_23_418_0,2001,Rural,3,India,23,Madhya Pradesh,418,Sheopur,6639,798,.12
3_23_418_0,2001,Total,3,India,23,Madhya Pradesh,418,Sheopur,6663,832,125
3_23_418_0,2001,Urban,3,India,23,Madhya Pradesh,418,Sheopur,24.7,34.1,1381
3_23_419_0,2001,Rural,3,India,23,Madhya Pradesh,419,Morena,4987,1089,.22
3_23_419_0,2001,Total,3,India,23,Madhya Pradesh,419,Morena,5129,1358,265
3_23_419_0,2001,Urban,3,India,23,Madhya Pradesh,419,Morena,142,269,1900
3_23_420_0,2001,Rural,3,India,23,Madhya Pradesh,420,Bhind,4474,1169,.26
3_23_420_0,2001,Total,3,India,23,Madhya Pradesh,420,Bhind,4536,1320,291
3_23_420_0,2001,Urban,3,India,23,Madhya Pradesh,420,Bhind,62.40000000000001,151,2425
3_23_421_0,2001,Rural,3,India,23,Madhya Pradesh,421,Gwalior,4254,787,.19
3_23_421_0,2001,Total,3,India,23,Madhya Pradesh,421,Gwalior,4476,1674,374
3_23_421_0,2001,Urban,3,India,23,Madhya Pradesh,421,Gwalior,222,887,3990
3_23_422_0,2001,Rural,3,India,23,Madhya Pradesh,422,Datia,2836,577,.2
3_23_422_0,2001,Total,3,India,23,Madhya Pradesh,422,Datia,2888,661,229
3_23_422_0,2001,Urban,3,India,23,Madhya Pradesh,422,Datia,52.5,84,1599
3_23_423_0,2001,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,9944,1202,.12
3_23_423_0,2001,Total,3,India,23,Madhya Pradesh,423,Shivpuri,10007,1322,132
3_23_423_0,2001,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,62.7,120,1906
3_23_424_0,2001,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,4975,1049,.21
3_23_424_0,2001,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,5025,1111,221
3_23_424_0,2001,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,50.6,61.8,1223
3_23_425_0,2001,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,8682,1338,.15
3_23_425_0,2001,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,8775,1453,166
3_23_425_0,2001,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,93,115,1232
3_23_426_0,2001,Rural,3,India,23,Madhya Pradesh,426,Panna,6903,672,.1
3_23_426_0,2001,Total,3,India,23,Madhya Pradesh,426,Panna,6929,714,103
3_23_426_0,2001,Urban,3,India,23,Madhya Pradesh,426,Panna,25.7,42.3,1646
3_23_427_0,2001,Rural,3,India,23,Madhya Pradesh,427,Sagar,10318,1623,.16
3_23_427_0,2001,Total,3,India,23,Madhya Pradesh,427,Sagar,10466,1997,191
3_23_427_0,2001,Urban,3,India,23,Madhya Pradesh,427,Sagar,149,374,2511
3_23_428_0,2001,Rural,3,India,23,Madhya Pradesh,428,Damoh,7345,841,.11
3_23_428_0,2001,Total,3,India,23,Madhya Pradesh,428,Damoh,7399,971,131
3_23_428_0,2001,Urban,3,India,23,Madhya Pradesh,428,Damoh,54.1,130,2401
3_23_429_0,2001,Rural,3,India,23,Madhya Pradesh,429,Satna,7522,1337,.18
3_23_429_0,2001,Total,3,India,23,Madhya Pradesh,429,Satna,7673,1582,206
3_23_429_0,2001,Urban,3,India,23,Madhya Pradesh,429,Satna,151,244,1618
3_23_430_0,2001,Rural,3,India,23,Madhya Pradesh,430,Rewa,6258,1506,.24
3_23_430_0,2001,Total,3,India,23,Madhya Pradesh,430,Rewa,6340,1686,266
3_23_430_0,2001,Urban,3,India,23,Madhya Pradesh,430,Rewa,81.7,180,2197
3_23_431_0,2001,Rural,3,India,23,Madhya Pradesh,431,Umaria,4663,675,.14
3_23_431_0,2001,Total,3,India,23,Madhya Pradesh,431,Umaria,4700,705,150
3_23_431_0,2001,Urban,3,India,23,Madhya Pradesh,431,Umaria,36.8,30.2,821
3_23_432_0,2001,Rural,3,India,23,Madhya Pradesh,432,Neemuch,4331,621,.14
3_23_432_0,2001,Total,3,India,23,Madhya Pradesh,432,Neemuch,4451,767,172
3_23_432_0,2001,Urban,3,India,23,Madhya Pradesh,432,Neemuch,120,147,1221
3_23_433_0,2001,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,5242,971,.19
3_23_433_0,2001,Total,3,India,23,Madhya Pradesh,433,Mandsaur,5336,1102,206
3_23_433_0,2001,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,94.60000000000001,131,1388
3_23_434_0,2001,Rural,3,India,23,Madhya Pradesh,434,Ratlam,4700,757,.16
3_23_434_0,2001,Total,3,India,23,Madhya Pradesh,434,Ratlam,4821,1035,215
3_23_434_0,2001,Urban,3,India,23,Madhya Pradesh,434,Ratlam,121,278,2294
3_23_435_0,2001,Rural,3,India,23,Madhya Pradesh,435,Ujjain,5949,1208,.2
3_23_435_0,2001,Total,3,India,23,Madhya Pradesh,435,Ujjain,6144,1735,282
3_23_435_0,2001,Urban,3,India,23,Madhya Pradesh,435,Ujjain,195,527,2700
3_23_436_0,2001,Rural,3,India,23,Madhya Pradesh,436,Shajapur,6123,1170,.19
3_23_436_0,2001,Total,3,India,23,Madhya Pradesh,436,Shajapur,6219,1295,208
3_23_436_0,2001,Urban,3,India,23,Madhya Pradesh,436,Shajapur,96.7,125,1295
3_23_437_0,2001,Rural,3,India,23,Madhya Pradesh,437,Dewas,7057,1188,.17
3_23_437_0,2001,Total,3,India,23,Madhya Pradesh,437,Dewas,7184,1400,195
3_23_437_0,2001,Urban,3,India,23,Madhya Pradesh,437,Dewas,126,212,1678
3_23_438_0,2001,Rural,3,India,23,Madhya Pradesh,438,Dhar,7952,1610,.2
3_23_438_0,2001,Total,3,India,23,Madhya Pradesh,438,Dhar,8147,1795,220
3_23_438_0,2001,Urban,3,India,23,Madhya Pradesh,438,Dhar,195,185,949
3_23_439_0,2001,Rural,3,India,23,Madhya Pradesh,439,Indore,3304,700,.21
3_23_439_0,2001,Total,3,India,23,Madhya Pradesh,439,Indore,3792,2282,602
3_23_439_0,2001,Urban,3,India,23,Madhya Pradesh,439,Indore,489,1582,3238
3_23_440_0,2001,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),8133,1347,.17
3_23_440_0,2001,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),8244,1503,182
3_23_440_0,2001,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),111,157,1412
3_23_441_0,2001,Rural,3,India,23,Madhya Pradesh,441,Barwani,5106,878,.17
3_23_441_0,2001,Total,3,India,23,Madhya Pradesh,441,Barwani,5175,968,187
3_23_441_0,2001,Urban,3,India,23,Madhya Pradesh,441,Barwani,69.8,90,1289
3_23_442_0,2001,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,6148,939,.15
3_23_442_0,2001,Total,3,India,23,Madhya Pradesh,442,Rajgarh,6253,1036,166
3_23_442_0,2001,Urban,3,India,23,Madhya Pradesh,442,Rajgarh,104,96.90000000000001,929
3_23_443_0,2001,Rural,3,India,23,Madhya Pradesh,443,Vidisha,7154,940,.13
3_23_443_0,2001,Total,3,India,23,Madhya Pradesh,443,Vidisha,7225,1107,153
3_23_443_0,2001,Urban,3,India,23,Madhya Pradesh,443,Vidisha,70.60000000000001,167,2362
3_23_444_0,2001,Rural,3,India,23,Madhya Pradesh,444,Bhopal,2409,315,.13
3_23_444_0,2001,Total,3,India,23,Madhya Pradesh,444,Bhopal,2715,1642,605
3_23_444_0,2001,Urban,3,India,23,Madhya Pradesh,444,Bhopal,306,1327,4339
3_23_445_0,2001,Rural,3,India,23,Madhya Pradesh,445,Sehore,6468,1076,.17
3_23_445_0,2001,Total,3,India,23,Madhya Pradesh,445,Sehore,6544,1221,187
3_23_445_0,2001,Urban,3,India,23,Madhya Pradesh,445,Sehore,76.3,145,1906
3_23_446_0,2001,Rural,3,India,23,Madhya Pradesh,446,Raisen,8360,1177,.14
3_23_446_0,2001,Total,3,India,23,Madhya Pradesh,446,Raisen,8414,1216,145
3_23_446_0,2001,Urban,3,India,23,Madhya Pradesh,446,Raisen,53.8,39.7,738
3_23_447_0,2001,Rural,3,India,23,Madhya Pradesh,447,Betul,10060,1370,.14
3_23_447_0,2001,Total,3,India,23,Madhya Pradesh,447,Betul,10149,1508,149
3_23_447_0,2001,Urban,3,India,23,Madhya Pradesh,447,Betul,88.90000000000001,138,1549
3_23_448_0,2001,Rural,3,India,23,Madhya Pradesh,448,Harda,3292,401,.12
3_23_448_0,2001,Total,3,India,23,Madhya Pradesh,448,Harda,3317,445,134
3_23_448_0,2001,Urban,3,India,23,Madhya Pradesh,448,Harda,24.6,43.8,1782
3_23_449_0,2001,Rural,3,India,23,Madhya Pradesh,449,Hoshangabad,6570,808,.12
3_23_449_0,2001,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,6676,991,148
3_23_449_0,2001,Urban,3,India,23,Madhya Pradesh,449,Hoshangabad,106,182,1721
3_23_450_0,2001,Rural,3,India,23,Madhya Pradesh,450,Katni,5026,1011,.2
3_23_450_0,2001,Total,3,India,23,Madhya Pradesh,450,Katni,5127,1219,238
3_23_450_0,2001,Urban,3,India,23,Madhya Pradesh,450,Katni,101,207,2057
3_23_451_0,2001,Rural,3,India,23,Madhya Pradesh,451,Jabalpur,4645,1032,.22
3_23_451_0,2001,Total,3,India,23,Madhya Pradesh,451,Jabalpur,4923,2136,434
3_23_451_0,2001,Urban,3,India,23,Madhya Pradesh,451,Jabalpur,278,1104,3973
3_23_452_0,2001,Rural,3,India,23,Madhya Pradesh,452,Narsimhapur,5046,1018,.2
3_23_452_0,2001,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,5135,1127,219
3_23_452_0,2001,Urban,3,India,23,Madhya Pradesh,452,Narsimhapur,88.30000000000001,109,1236
3_23_453_0,2001,Rural,3,India,23,Madhya Pradesh,453,Dindori,5666,693,.12
3_23_453_0,2001,Total,3,India,23,Madhya Pradesh,453,Dindori,5666,693,122
3_23_453_0,2001,Urban,3,India,23,Madhya Pradesh,453,Dindori,0,0,
3_23_454_0,2001,Rural,3,India,23,Madhya Pradesh,454,Mandla,7578,1152,.15
3_23_454_0,2001,Total,3,India,23,Madhya Pradesh,454,Mandla,7606,1190,156
3_23_454_0,2001,Urban,3,India,23,Madhya Pradesh,454,Mandla,27.7,38,1372
3_23_455_0,2001,Rural,3,India,23,Madhya Pradesh,455,Chhindwara,11641,1778,.15
3_23_455_0,2001,Total,3,India,23,Madhya Pradesh,455,Chhindwara,11745,1982,169
3_23_455_0,2001,Urban,3,India,23,Madhya Pradesh,455,Chhindwara,104,205,1971
3_23_456_0,2001,Rural,3,India,23,Madhya Pradesh,456,Seoni,8746,1285,.15
3_23_456_0,2001,Total,3,India,23,Madhya Pradesh,456,Seoni,8774,1337,152
3_23_456_0,2001,Urban,3,India,23,Madhya Pradesh,456,Seoni,28.6,51.1,1789
3_23_457_0,2001,Rural,3,India,23,Madhya Pradesh,457,Balaghat,9211,1758,.19
3_23_457_0,2001,Total,3,India,23,Madhya Pradesh,457,Balaghat,9253,1841,199
3_23_457_0,2001,Urban,3,India,23,Madhya Pradesh,457,Balaghat,42.1,82.5,1958
3_23_458_0,2001,Rural,3,India,23,Madhya Pradesh,458,Guna,6314,746,.12
3_23_458_0,2001,Total,3,India,23,Madhya Pradesh,458,Guna,6435,901,140
3_23_458_0,2001,Urban,3,India,23,Madhya Pradesh,458,Guna,121,154,1278
3_23_459_0,2001,Rural,3,India,23,Madhya Pradesh,459,Ashoknagar,4794,601,.13
3_23_459_0,2001,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,4826,653,135
3_23_459_0,2001,Urban,3,India,23,Madhya Pradesh,459,Ashoknagar,31.9,51.8,1623
3_23_460_0,2001,Rural,3,India,23,Madhya Pradesh,460,Shahdol,5599,652,.12
3_23_460_0,2001,Total,3,India,23,Madhya Pradesh,460,Shahdol,5693,814,143
3_23_460_0,2001,Urban,3,India,23,Madhya Pradesh,460,Shahdol,93,162,1742
3_23_461_0,2001,Rural,3,India,23,Madhya Pradesh,461,Anuppur,3767,507,.13
3_23_461_0,2001,Total,3,India,23,Madhya Pradesh,461,Anuppur,3848,543,141
3_23_461_0,2001,Urban,3,India,23,Madhya Pradesh,461,Anuppur,80.40000000000001,36,448
3_23_462_0,2001,Rural,3,India,23,Madhya Pradesh,462,Sidhi,4656,904,.19
3_23_462_0,2001,Total,3,India,23,Madhya Pradesh,462,Sidhi,4675,919,197
3_23_462_0,2001,Urban,3,India,23,Madhya Pradesh,462,Sidhi,19.5,15.1,773
3_23_463_0,2001,Rural,3,India,23,Madhya Pradesh,463,Singrauli,5516,796,.14
3_23_463_0,2001,Total,3,India,23,Madhya Pradesh,463,Singrauli,5764,971,168
3_23_463_0,2001,Urban,3,India,23,Madhya Pradesh,463,Singrauli,248,175,707
3_23_464_0,2001,Rural,3,India,23,Madhya Pradesh,464,Jhabua,3484,508,.15
3_23_464_0,2001,Total,3,India,23,Madhya Pradesh,464,Jhabua,3509,542,155
3_23_464_0,2001,Urban,3,India,23,Madhya Pradesh,464,Jhabua,25.3,33.8,1339
3_23_465_0,2001,Rural,3,India,23,Madhya Pradesh,465,Alirajpur,3306,498,.15
3_23_465_0,2001,Total,3,India,23,Madhya Pradesh,465,Alirajpur,3317,510,154
3_23_465_0,2001,Urban,3,India,23,Madhya Pradesh,465,Alirajpur,11.1,12.5,1127
3_23_466_0,2001,Rural,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),7224,1190,.16
3_23_466_0,2001,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),7298,1348,185
3_23_466_0,2001,Urban,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),73.40000000000001,157,2145
3_23_467_0,2001,Rural,3,India,23,Madhya Pradesh,467,Burhanpur,3171,412,.13
3_23_467_0,2001,Total,3,India,23,Madhya Pradesh,467,Burhanpur,3238,559,172
3_23_467_0,2001,Urban,3,India,23,Madhya Pradesh,467,Burhanpur,67,147,2188
3_24_468_0,2001,Rural,3,India,24,Gujarat,468,Kachchh,42367,973,.02
3_24_468_0,2001,Total,3,India,24,Gujarat,468,Kachchh,42766,1402,32.8
3_24_468_0,2001,Urban,3,India,24,Gujarat,468,Kachchh,400,429,1074
3_24_469_0,2001,Rural,3,India,24,Gujarat,469,Banas Kantha,10539,2366,.22
3_24_469_0,2001,Total,3,India,24,Gujarat,469,Banas Kantha,10657,2585,243
3_24_469_0,2001,Urban,3,India,24,Gujarat,469,Banas Kantha,118,219,1862
3_24_470_0,2001,Rural,3,India,24,Gujarat,470,Patan,5589,949,.17
3_24_470_0,2001,Total,3,India,24,Gujarat,470,Patan,5666,1094,193
3_24_470_0,2001,Urban,3,India,24,Gujarat,470,Patan,77.10000000000001,146,1889
3_24_471_0,2001,Rural,3,India,24,Gujarat,471,Mahesana,3942,1312,.33
3_24_471_0,2001,Total,3,India,24,Gujarat,471,Mahesana,4427,1949,440
3_24_471_0,2001,Urban,3,India,24,Gujarat,471,Mahesana,485,637,1313
3_24_472_0,2001,Rural,3,India,24,Gujarat,472,Sabar Kantha,7617,1672,.22
3_24_472_0,2001,Total,3,India,24,Gujarat,472,Sabar Kantha,7713,1827,237
3_24_472_0,2001,Urban,3,India,24,Gujarat,472,Sabar Kantha,95.7,155,1619
3_24_473_0,2001,Rural,3,India,24,Gujarat,473,Gandhinagar,1549,611,.39
3_24_473_0,2001,Total,3,India,24,Gujarat,473,Gandhinagar,2097,1331,635
3_24_473_0,2001,Urban,3,India,24,Gujarat,473,Gandhinagar,548,720,1315
3_24_474_0,2001,Rural,3,India,24,Gujarat,474,Ahmadabad,7397,1369,.19
3_24_474_0,2001,Total,3,India,24,Gujarat,474,Ahmadabad,8123,5632,693
3_24_474_0,2001,Urban,3,India,24,Gujarat,474,Ahmadabad,726,4263,5875
3_24_475_0,2001,Rural,3,India,24,Gujarat,475,Surendranagar,10394,1193,.11
3_24_475_0,2001,Total,3,India,24,Gujarat,475,Surendranagar,10599,1547,146
3_24_475_0,2001,Urban,3,India,24,Gujarat,475,Surendranagar,205,354,1722
3_24_476_0,2001,Rural,3,India,24,Gujarat,476,Rajkot,10514,1684,.16
3_24_476_0,2001,Total,3,India,24,Gujarat,476,Rajkot,11131,3115,280
3_24_476_0,2001,Urban,3,India,24,Gujarat,476,Rajkot,618,1431,2317
3_24_477_0,2001,Rural,3,India,24,Gujarat,477,Jamnagar,10332,1148,.11
3_24_477_0,2001,Total,3,India,24,Gujarat,477,Jamnagar,10864,1719,158
3_24_477_0,2001,Urban,3,India,24,Gujarat,477,Jamnagar,532,572,1074
3_24_478_0,2001,Rural,3,India,24,Gujarat,478,Porbandar,2210,305,.14
3_24_478_0,2001,Total,3,India,24,Gujarat,478,Porbandar,2332,495,212
3_24_478_0,2001,Urban,3,India,24,Gujarat,478,Porbandar,123,190,1551
3_24_479_0,2001,Rural,3,India,24,Gujarat,479,Junagadh,8135,1648,.2
3_24_479_0,2001,Total,3,India,24,Gujarat,479,Junagadh,8784,2379,271
3_24_479_0,2001,Urban,3,India,24,Gujarat,479,Junagadh,649,731,1126
3_24_480_0,2001,Rural,3,India,24,Gujarat,480,Amreli,7151,1334,.19
3_24_480_0,2001,Total,3,India,24,Gujarat,480,Amreli,7374,1580,214
3_24_480_0,2001,Urban,3,India,24,Gujarat,480,Amreli,223,246,1105
3_24_481_0,2001,Rural,3,India,24,Gujarat,481,Bhavnagar,8431,1836,.22
3_24_481_0,2001,Total,3,India,24,Gujarat,481,Bhavnagar,8875,2732,308
3_24_481_0,2001,Urban,3,India,24,Gujarat,481,Bhavnagar,445,896,2014
3_24_482_0,2001,Rural,3,India,24,Gujarat,482,Anand,2933,1782,.61
3_24_482_0,2001,Total,3,India,24,Gujarat,482,Anand,3127,2224,711
3_24_482_0,2001,Urban,3,India,24,Gujarat,482,Anand,194,442,2279
3_24_483_0,2001,Rural,3,India,24,Gujarat,483,Kheda,3858,1805,.47
3_24_483_0,2001,Total,3,India,24,Gujarat,483,Kheda,3991,2151,539
3_24_483_0,2001,Urban,3,India,24,Gujarat,483,Kheda,134,347,2592
3_24_484_0,2001,Rural,3,India,24,Gujarat,484,Panch Mahals,5171,2237,.43
3_24_484_0,2001,Total,3,India,24,Gujarat,484,Panch Mahals,5277,2411,457
3_24_484_0,2001,Urban,3,India,24,Gujarat,484,Panch Mahals,106,174,1641
3_24_485_0,2001,Rural,3,India,24,Gujarat,485,Dohad,3566,1472,.41
3_24_485_0,2001,Total,3,India,24,Gujarat,485,Dohad,3593,1552,432
