id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,edu_lit_7_t,edu_lit_7_f,edu_lit_7_m
3_15_288_0,2001,Urban,3,India,15,Mizoram,288,Saiha,93.40000000000001,91.40000000000001,95.30000000000001
3_16_289_0,2001,Rural,3,India,16,Tripura,289,West Tripura,72.90000000000001,63.8,81.5
3_16_289_0,2001,Total,3,India,16,Tripura,289,West Tripura,77.30000000000001,69.60000000000001,84.60000000000001
3_16_289_0,2001,Urban,3,India,16,Tripura,289,West Tripura,88.7,84.40000000000001,92.90000000000001
3_16_290_0,2001,Rural,3,India,16,Tripura,290,South Tripura,68.2,58.2,77.60000000000001
3_16_290_0,2001,Total,3,India,16,Tripura,290,South Tripura,69.90000000000001,60.3,78.90000000000001
3_16_290_0,2001,Urban,3,India,16,Tripura,290,South Tripura,91.30000000000001,87.30000000000001,95
3_16_291_0,2001,Rural,3,India,16,Tripura,291,Dhalai,59.1,48.90000000000001,68.60000000000001
3_16_291_0,2001,Total,3,India,16,Tripura,291,Dhalai,60.90000000000001,51,70.2
3_16_291_0,2001,Urban,3,India,16,Tripura,291,Dhalai,87.2,81.90000000000001,91.80000000000001
3_16_292_0,2001,Rural,3,India,16,Tripura,292,North Tripura,70.7,62.7,78.2
3_16_292_0,2001,Total,3,India,16,Tripura,292,North Tripura,73,65.60000000000001,80
3_16_292_0,2001,Urban,3,India,16,Tripura,292,North Tripura,91.30000000000001,88.30000000000001,94.2
3_17_293_0,2001,Rural,3,India,17,Meghalaya,293,West Garo Hills,45.8,38.90000000000001,52.5
3_17_293_0,2001,Total,3,India,17,Meghalaya,293,West Garo Hills,50.7,44.1,57
3_17_293_0,2001,Urban,3,India,17,Meghalaya,293,West Garo Hills,86.10000000000001,82.40000000000001,89.5
3_17_294_0,2001,Rural,3,India,17,Meghalaya,294,East Garo Hills,51.40000000000001,44.90000000000001,57.7
3_17_294_0,2001,Total,3,India,17,Meghalaya,294,East Garo Hills,55.6,49.5,61.6
3_17_294_0,2001,Urban,3,India,17,Meghalaya,294,East Garo Hills,83.7,80.30000000000001,87
3_17_295_0,2001,Rural,3,India,17,Meghalaya,295,South Garo Hills,49,41.90000000000001,55.8
3_17_295_0,2001,Total,3,India,17,Meghalaya,295,South Garo Hills,52.8,46.1,59.3
3_17_295_0,2001,Urban,3,India,17,Meghalaya,295,South Garo Hills,84.90000000000001,82,87.60000000000001
3_17_296_0,2001,Rural,3,India,17,Meghalaya,296,West Khasi Hills,62.7,61.2,64.3
3_17_296_0,2001,Total,3,India,17,Meghalaya,296,West Khasi Hills,65.10000000000001,63.7,66.5
3_17_296_0,2001,Urban,3,India,17,Meghalaya,296,West Khasi Hills,82.7,82.10000000000001,83.30000000000001
3_17_297_0,2001,Rural,3,India,17,Meghalaya,297,Ribhoi,65.10000000000001,61.7,68.2
3_17_297_0,2001,Total,3,India,17,Meghalaya,297,Ribhoi,65.7,62.40000000000001,68.8
3_17_297_0,2001,Urban,3,India,17,Meghalaya,297,Ribhoi,74.40000000000001,71.8,76.80000000000001
3_17_298_0,2001,Rural,3,India,17,Meghalaya,298,East Khasi Hills,66.8,66.90000000000001,66.8
3_17_298_0,2001,Total,3,India,17,Meghalaya,298,East Khasi Hills,76.10000000000001,74.8,77.30000000000001
3_17_298_0,2001,Urban,3,India,17,Meghalaya,298,East Khasi Hills,87.7,84.7,90.60000000000001
3_17_299_0,2001,Rural,3,India,17,Meghalaya,299,Jaintia Hills,48.2,50.2,46.1
3_17_299_0,2001,Total,3,India,17,Meghalaya,299,Jaintia Hills,51.90000000000001,53.7,50.1
3_17_299_0,2001,Urban,3,India,17,Meghalaya,299,Jaintia Hills,89.40000000000001,87.60000000000001,91.40000000000001
3_18_300_0,2001,Rural,3,India,18,Assam,300,Kokrajhar,49.5,40.7,57.90000000000001
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,50.8,42.1,59.2
3_18_300_0,2001,Urban,3,India,18,Assam,300,Kokrajhar,83.90000000000001,77.2,89.80000000000001
3_18_301_0,2001,Rural,3,India,18,Assam,301,Dhubri,46.2,37.3,54.5
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,49.8,41.2,58
3_18_301_0,2001,Urban,3,India,18,Assam,301,Dhubri,80.7,73.7,87
3_18_302_0,2001,Rural,3,India,18,Assam,302,Goalpara,56.2,49,63.2
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,58,50.90000000000001,64.90000000000001
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,76.60000000000001,70.40000000000001,82.40000000000001
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,53,44,61.40000000000001
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,56,47.2,64.2
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,83.40000000000001,76.5,89.80000000000001
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,57.1,50.1,63.7
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,58.5,51.5,65.10000000000001
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,84.2,78.40000000000001,89.40000000000001
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,58.3,51.1,65.10000000000001
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,61.7,54.7,68.3
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,84.60000000000001,79.60000000000001,89.10000000000001
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,55.1,45.8,64
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,59,49.7,67.5
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,89.60000000000001,84.5,93.5
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,67.60000000000001,58.40000000000001,76.40000000000001
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,68.60000000000001,59.6,77.10000000000001
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,79.80000000000001,74.5,84.60000000000001
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,63.2,52.40000000000001,73.40000000000001
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,64.5,53.90000000000001,74.40000000000001
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,81.5,74.60000000000001,87.40000000000001
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,55.1,44,65.3
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,61,50.8,70.2
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,83.60000000000001,78.40000000000001,88
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,64,54,73.5
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,69,60,77.30000000000001
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,88.5,85,91.40000000000001
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,73,65,80.60000000000001
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,74.5,66.8,81.5
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,88.10000000000001,85.60000000000001,90.10000000000001
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,74.10000000000001,65.40000000000001,82.2
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,76.3,68.5,83.60000000000001
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,86.90000000000001,83.30000000000001,90.10000000000001
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,67.60000000000001,58.90000000000001,75.7
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,69.40000000000001,61,77.10000000000001
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,87.40000000000001,83.10000000000001,91.10000000000001
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,54.5,43.7,64.40000000000001
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,57.7,47.3,67.2
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,81.60000000000001,74.7,87.5
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,57.6,47.40000000000001,66.90000000000001
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,67.60000000000001,58.40000000000001,75.7
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,88.10000000000001,82.60000000000001,92.40000000000001
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,64.8,55.6,73.40000000000001
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,67.8,59.40000000000001,75.7
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,85.5,81.30000000000001,89.40000000000001
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,64.10000000000001,54.7,73
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,66.2,57.3,74.7
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,90.40000000000001,87,93.5
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,57.1,47.3,66.10000000000001
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,59.6,50.5,68.2
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,86.5,82.60000000000001,90.2
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,55.8,47.2,63.90000000000001
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,60.90000000000001,52.7,68.7
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,85.7,79.7,91.10000000000001
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,52.3,42.3,61.8
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,54.2,44.40000000000001,63.5
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,86.10000000000001,79.7,92
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,66.90000000000001,57.90000000000001,75.3
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,74.2,66.3,81.2
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,86.40000000000001,81.5,90.5
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,66.90000000000001,57.90000000000001,75.3
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,74.2,66.3,81.2
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,86.40000000000001,81.5,90.5
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,72.10000000000001,62.90000000000001,80.5
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,72.7,63.7,80.90000000000001
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,86.7,81.90000000000001,91.10000000000001
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,61.40000000000001,50.90000000000001,71.40000000000001
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,63.8,53.7,73.3
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,86.40000000000001,81.5,90.5
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,53.8,44.7,62.3
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,55.40000000000001,46.40000000000001,63.90000000000001
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,85,78.7,90.5
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,54.5,45.2,63.2
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,57.2,48.1,65.7
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,87.30000000000001,81.60000000000001,92
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,66,55.40000000000001,76.10000000000001
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,71.8,62.90000000000001,80.10000000000001
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,83.30000000000001,78.5,87.7
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,58.90000000000001,47.2,69.90000000000001
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,62.90000000000001,52.2,72.8
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,80,74.10000000000001,85.5
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,64.3,53.6,74.40000000000001
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,66.3,56.1,75.90000000000001
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,85.2,79.80000000000001,90.40000000000001
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,42.90000000000001,30.8,54.2
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,47.90000000000001,36.5,58.5
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,80.5,74.8,85.5
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,60.40000000000001,50.3,69.90000000000001
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,63.6,54.3,72.40000000000001
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,83.30000000000001,78.5,87.80000000000001
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,47.8,38.40000000000001,56.6
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,50.3,41.3,58.8
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,79.30000000000001,73.8,84.40000000000001
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,52.3,45.7,58.5
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,54.3,47.6,60.7
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,68.3,60.7,75.7
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,59.90000000000001,49.7,69.5
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,61.5,51.6,70.90000000000001
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,77.7,70.2,84.7
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,65.8,56.1,75
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,70.2,61,78.60000000000001
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,77.40000000000001,69.3,84.5
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,61.8,55,68.2
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,66.10000000000001,59.6,72.3
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,81.40000000000001,75.7,86.90000000000001
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,69.10000000000001,61,76.7
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,78.10000000000001,71.7,83.90000000000001
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,85.2,80.40000000000001,89.60000000000001
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,71,62.1,79.7
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,75.10000000000001,67.2,82.60000000000001
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,82.90000000000001,77.5,87.80000000000001
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,62,47.6,75.8
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,63.40000000000001,49.40000000000001,76.80000000000001
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,80.2,71.90000000000001,88.10000000000001
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,53.2,33.2,72.40000000000001
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,55.6,36.5,73.7
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,75.40000000000001,64.90000000000001,85
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,72.8,64.5,80.7
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,77,70.10000000000001,83.2
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,81,75.8,85.5
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,80.90000000000001,77.30000000000001,83.80000000000001
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,80.90000000000001,77.30000000000001,83.80000000000001
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,67.40000000000001,56.1,77.90000000000001
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,69.40000000000001,59,79.2
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,79.80000000000001,73.7,85.40000000000001
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,73.90000000000001,63.1,84.40000000000001
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,74.90000000000001,64.40000000000001,84.90000000000001
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,82.90000000000001,75.90000000000001,89.40000000000001
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,73.90000000000001,63.1,84.40000000000001
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,74.90000000000001,64.40000000000001,84.90000000000001
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,82.90000000000001,75.90000000000001,89.40000000000001
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,42.40000000000001,28,55.3
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,43.2,28.7,56.1
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,62.8,46.6,73.5
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,40.40000000000001,27.8,51.8
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,49.2,37,60.1
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,61.90000000000001,50.1,71.8
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,40.5,27.5,52.1
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,52.6,40.2,63.3
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,62.7,51.2,72.3
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,50.2,38,61.8
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,51.90000000000001,39.3,63.5
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,62.7,48.5,74.90000000000001
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,43.2,32.8,53
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,44.7,34.3,54.40000000000001
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,67,57.8,75.8
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,43.7,31.9,54.7
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,46.5,34.4,57.6
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,62.6,49.8,73.40000000000001
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,43.7,31.9,54.7
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,46.5,34.4,57.6
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,62.6,49.8,73.40000000000001
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,51.3,32.1,68.90000000000001
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,53.6,34.7,70.60000000000001
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,82.30000000000001,71.10000000000001,90.5
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,44.7,27.9,59.6
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,49,32.3,63.40000000000001
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,82,71.60000000000001,89.2
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,39.8,24.4,53.90000000000001
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,43.3,27.7,57.2
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,82,71.10000000000001,89.40000000000001
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,60.5,48.5,71.3
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,66.10000000000001,54.90000000000001,75.8
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,84.5,77.10000000000001,89.90000000000001
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,40.40000000000001,27.8,51.8
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,49.2,37,60.1
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,61.90000000000001,50.1,71.8
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,49.2,35.2,61.6
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,55.2,41.2,67.10000000000001
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,85.40000000000001,76.7,91.10000000000001
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,71.7,61.7,80.90000000000001
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,77,68.5,84.40000000000001
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,83.5,77.40000000000001,88.60000000000001
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,61.3,49.40000000000001,72.10000000000001
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,65.90000000000001,54.7,75.7
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,83,75.60000000000001,88.7
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),59.90000000000001,47.90000000000001,70.60000000000001
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),59.90000000000001,47.90000000000001,70.60000000000001
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),65.3,52.7,75.60000000000001
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),65.3,52.7,75.60000000000001
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),81.80000000000001,71.3,88
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),81.80000000000001,71.3,88
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,58.7,40.6,74.10000000000001
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,60.8,42.40000000000001,75.8
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,80.80000000000001,64.7,89.30000000000001
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,48.40000000000001,33,62.7
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,51.2,36,65
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,88,80.60000000000001,93.5
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,55.8,42.2,67.90000000000001
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,58,44.5,69.8
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,85.40000000000001,76.7,91.7
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,63,51.40000000000001,73.8
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,65.60000000000001,54.40000000000001,75.7
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,80.10000000000001,72.8,86.30000000000001
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,42.3,29,54.3
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,45.40000000000001,32.3,57.1
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,60.3,48.5,70.3
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,42.3,29,54.3
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,45.40000000000001,32.3,57.1
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,60.3,48.5,70.3
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,37.7,21.2,53.1
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,39.2,22.9,54.40000000000001
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,72,61.6,80.80000000000001
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,41.6,28.4,54.3
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,43.6,30.5,56
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,77.2,69.5,83.80000000000001
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,46.6,27.3,66.7
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,51.2,32.7,69.90000000000001
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,73.8,61.8,84.40000000000001
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,42,23.5,60.3
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,44.5,26.6,62.1
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,78.60000000000001,70.8,85.5
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,44.5,25.2,62.2
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,50.1,32,66.40000000000001
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,82.30000000000001,73.60000000000001,89.60000000000001
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,41.6,25.7,56.3
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,43.1,27.4,57.5
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,82.40000000000001,74.5,89
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,33.4,22.3,43.8
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,37.6,26.6,47.90000000000001
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,71.2,61.90000000000001,79.30000000000001
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,28.3,18.1,38
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,30.6,20.6,40.2
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,72.2,65.40000000000001,78.2
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,58.2,40.1,74.5
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,67,52.40000000000001,79.5
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,74.7,63.7,83.80000000000001
