id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,gdp,gdp_pc,sgdp_s1,sgdp_s2,sgdp_s3,sgdp_s4,sgdp_s5,sgdp_s6,sgdp_s7,sgdp_s8,sgdp_s9,sgdp_s10,sgdp_s11
3_10_232_0,2001,Total,3,India,10,Bihar,232,Buxar,173,129,51.5,.1,4.7,1.5,3.9,3.5,4.800000000000001,2.7,3.7,8.6,15
3_10_233_0,2001,Total,3,India,10,Bihar,233,Kaimur (Bhabua),155,126,57,.6000000000000001,10.4,.7000000000000001,3.6,2.1,3.4,1.4,2.3,5.4,13.3
3_10_234_0,2001,Total,3,India,10,Bihar,234,Rohtas,338,144,41.3,1.4,7.5,1.6,4.600000000000001,4,7.5,3.3,4.9,8.1,15.9
3_10_235_0,2001,Total,3,India,10,Bihar,235,Aurangabad,227,118,47.1,.4,9.600000000000001,1.4,3.8,1.9,4.5,2.2,3.7,7.2,18.1
3_10_236_0,2001,Total,3,India,10,Bihar,236,Gaya,425,128,29.5,.3,7.4,1.7,3.7,7.5,14.3,3.6,4.9,9.5,17.5
3_10_237_0,2001,Total,3,India,10,Bihar,237,Nawada,184,107,42.3,.3,7.2,.7000000000000001,3.1,2.7,8.800000000000001,2.7,3.9,7,21.3
3_10_238_0,2001,Total,3,India,10,Bihar,238,Jamui,142,106,33.2,.2,23.6,.9,5.100000000000001,2.6,5.800000000000001,1.8,4.3,5.5,17
3_10_239_0,2001,Total,3,India,10,Bihar,239,Jehanabad,104,117,38.7,.3,10,1,4.2,1.9,5.9,2.2,3.7,11,21.2
3_10_240_0,2001,Total,3,India,10,Bihar,240,Arwal,60,106,39.7,0,6.600000000000001,1.1,4.7,1.3,5.4,2.4,4,12.1,22.7
3_11_241_0,2001,Total,3,India,11,Sikkim,241,North  District,14,359,23.3,.1,2,3,16,4.7,2.3,3,11.1,13.4,21
3_11_242_0,2001,Total,3,India,11,Sikkim,242,West District,38.40000000000001,328,33,.1,2.1,3.1,8.700000000000001,3.6,1.8,1.7,8.6,14.2,23
3_11_243_0,2001,Total,3,India,11,Sikkim,243,South District,47.1,376,29.4,.2,5.2,5.2,9,4.7,2.9,1.8,7.7,14.2,19.7
3_11_244_0,2001,Total,3,India,11,Sikkim,244,East District,104,447,14.1,.1,4.2,5.2,11.2,7.5,4.3,2.4,8.4,23.1,19.5
3_12_245_1,2001,Total,3,India,12,India/China  1,245,Tawang,18.7,567,21.2,.2,1.6,1,20.4,4.100000000000001,3,1.7,4.7,28.6,13.4
3_12_246_1,2001,Total,3,India,12,India/China  1,246,West Kameng,34.2,496,20.1,.6000000000000001,3.2,1.2,19.7,5.5,5,2.1,2.1,29,11.4
3_12_247_1,2001,Total,3,India,12,India/China  1,247,East Kameng,16.3,271,42.5,.3,1.9,1.7,17,4.7,3,1.6,3.6,10.9,12.7
3_12_248_1,2001,Total,3,India,12,India/China  1,248,Papum Pare,51.90000000000001,583,12.6,.8,3,2.4,14.3,7.9,9.600000000000001,5.2,5.600000000000001,20.3,18.3
3_12_248_0,2001,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,51.90000000000001,583,12.6,.8,3,2.4,14.3,7.9,9.600000000000001,5.2,5.600000000000001,20.3,18.3
3_12_249_1,2001,Total,3,India,12,India/China  1,249,Upper Subansiri,14.9,266,37.1,.2,1.9,2,14.6,5.9,4.3,1.8,2.9,14.4,14.8
3_12_250_0,2001,Total,3,India,12,Arunachal Pradesh,250,West Siang,31.7,302,34.7,.4,3.1,1.8,13,6.4,4.2,1.8,3.7,15.7,15.2
3_12_250_1,2001,Total,3,India,12,India/China  1,250,West Siang,31.7,302,34.7,.4,3.1,1.8,13,6.4,4.2,1.8,3.7,15.7,15.2
3_12_251_1,2001,Total,3,India,12,India/China  1,251,East Siang,27.3,329,31.1,.9,4.4,1.8,10.3,8.5,7,3.1,4.600000000000001,8.200000000000001,20.1
3_12_251_0,2001,Total,3,India,12,Arunachal Pradesh,251,East Siang,27.3,329,31.1,.9,4.4,1.8,10.3,8.5,7,3.1,4.600000000000001,8.200000000000001,20.1
3_12_252_1,2001,Total,3,India,12,India/China  1,252,Upper Siang,11.6,362,35.5,.3,1.8,2.6,20.1,4.9,2.1,1.8,1.9,19.8,9.200000000000001
3_12_253_0,2001,Total,3,India,12,Arunachal Pradesh,253,Changlang,40,303,43.6,17.1,3.4,1.1,7.100000000000001,3.8,3.9,1.5,1.8,7.800000000000001,8.9
3_12_254_0,2001,Total,3,India,12,Arunachal Pradesh,254,Tirap,29,299,48.6,.7000000000000001,1.4,1.4,10.4,4.100000000000001,4,1.8,.7000000000000001,14.8,12.2
3_12_255_1,2001,Total,3,India,12,India/China  1,255,Lower Subansiri,13.4,265,43.40000000000001,2.8,3.6,3,9.300000000000001,3.9,3.6,2.1,4.800000000000001,11.8,11.6
3_12_256_1,2001,Total,3,India,12,India/China  1,256,Kurung Kumey,13.9,265,43.40000000000001,2.8,3.6,3,9.300000000000001,3.9,3.6,2.1,4.800000000000001,11.8,11.6
3_12_257_1,2001,Total,3,India,12,India/China  1,257,Dibang Valley,2.9,372,32.5,0,2.8,1.8,20.2,7.7,6.2,2.1,2.4,11.5,12.9
3_12_258_1,2001,Total,3,India,12,India/China  1,258,Lower Dibang Valley,16.9,372,32.5,0,2.8,1.8,20.2,7.7,6.2,2.1,2.4,11.5,12.9
3_12_258_0,2001,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,16.9,372,32.5,0,2.8,1.8,20.2,7.7,6.2,2.1,2.4,11.5,12.9
3_12_259_1,2001,Total,3,India,12,India/China  1,259,Lohit,36.7,276,37,.5,3.4,1.1,15,7.100000000000001,6.600000000000001,2.2,1.6,13.7,11.8
3_12_259_0,2001,Total,3,India,12,Arunachal Pradesh,259,Lohit,36.7,276,37,.5,3.4,1.1,15,7.100000000000001,6.600000000000001,2.2,1.6,13.7,11.8
3_12_260_0,2001,Total,3,India,12,Arunachal Pradesh,260,Anjaw,6.9,276,37,.5,3.4,1.1,15,7.100000000000001,6.600000000000001,2.2,1.6,13.7,11.8
3_12_260_1,2001,Total,3,India,12,India/China  1,260,Anjaw,6.9,276,37,.5,3.4,1.1,15,7.100000000000001,6.600000000000001,2.2,1.6,13.7,11.8
3_13_261_0,2001,Total,3,India,13,Nagaland,261,Mon,,,,,,,,,,,,,
3_13_262_0,2001,Total,3,India,13,Nagaland,262,Mokokchung,,,,,,,,,,,,,
3_13_263_0,2001,Total,3,India,13,Nagaland,263,Zunheboto,,,,,,,,,,,,,
3_13_264_0,2001,Total,3,India,13,Nagaland,264,Wokha,,,,,,,,,,,,,
3_13_265_0,2001,Total,3,India,13,Nagaland,265,Dimapur,,,,,,,,,,,,,
3_13_266_0,2001,Total,3,India,13,Nagaland,266,Phek,,,,,,,,,,,,,
3_13_267_0,2001,Total,3,India,13,Nagaland,267,Tuensang,,,,,,,,,,,,,
3_13_268_0,2001,Total,3,India,13,Nagaland,268,Longleng,,,,,,,,,,,,,
3_13_269_0,2001,Total,3,India,13,Nagaland,269,Kiphire,,,,,,,,,,,,,
3_13_270_0,2001,Total,3,India,13,Nagaland,270,Kohima,,,,,,,,,,,,,
3_13_271_0,2001,Total,3,India,13,Nagaland,271,Peren,,,,,,,,,,,,,
3_14_272_0,2001,Total,3,India,14,Manipur,272,Senapati,60.1,222,46.40000000000001,0,1.7,.9,13.3,6.4,1.3,.7000000000000001,3.8,13.8,11.6
3_14_273_0,2001,Total,3,India,14,Manipur,273,Tamenglong,33.3,308,50.2,0,1.1,0,11.3,2.9,1.4,.3,2.7,19,10.9
3_14_274_0,2001,Total,3,India,14,Manipur,274,Churachandpur,58,264,34,0,1.4,15.6,9.600000000000001,4.2,.7000000000000001,1,3.5,17.3,12.6
3_14_275_0,2001,Total,3,India,14,Manipur,275,Bishnupur,72.2,351,31.8,0,6.7,12.4,8.1,9.200000000000001,2.9,.5,3,11.7,13.7
3_14_276_0,2001,Total,3,India,14,Manipur,276,Thoubal,98.40000000000001,278,33.6,0,9.800000000000001,2.4,9.700000000000001,8.6,3,.5,3.8,11.5,17.1
3_14_277_0,2001,Total,3,India,14,Manipur,277,Imphal West,243,555,9.1,0,7.2,2.4,16.6,11.1,5.2,3,2.6,23.1,19.7
3_14_278_0,2001,Total,3,India,14,Manipur,278,Imphal East,105,270,28.4,0,8.6,3.4,8.6,5.800000000000001,2.3,.6000000000000001,3.6,27.6,11
3_14_279_0,2001,Total,3,India,14,Manipur,279,Ukhrul,41,302,39.40000000000001,0,2.8,.4,10.6,5,1.3,.6000000000000001,3.2,21.5,15.3
3_14_280_0,2001,Total,3,India,14,Manipur,280,Chandel,30.7,284,36.3,0,2.9,.7000000000000001,9.1,8.700000000000001,2.6,.8,3.2,23.7,11.9
3_15_281_0,2001,Total,3,India,15,Mizoram,281,Mamit,26.3,417,31.3,1,.4,4,19.4,5.600000000000001,1.6,3.1,13.3,5.9,14.3
3_15_282_0,2001,Total,3,India,15,Mizoram,282,Kolasib,25.1,397,39.40000000000001,.5,1.1,4.4,3.2,7.100000000000001,2.1,3.6,16.6,12,10
3_15_283_0,2001,Total,3,India,15,Mizoram,283,Aizawl,150,481,14.8,.2,2.1,3.7,12.2,13.5,2.4,2.2,12.9,23.2,12.7
3_15_284_0,2001,Total,3,India,15,Mizoram,284,Champhai,33.6,321,29.9,.8,.7000000000000001,5.4,7.300000000000001,6.800000000000001,2.1,2.7,19.5,7.800000000000001,17.1
3_15_285_0,2001,Total,3,India,15,Mizoram,285,Serchhip,21.2,403,40,.5,.8,4.3,4.100000000000001,4.7,1.5,3.8,14.5,11.4,14.4
3_15_286_0,2001,Total,3,India,15,Mizoram,286,Lunglei,48.3,363,20.6,.8,2.8,4.800000000000001,7.4,8.9,2.2,2.4,16.8,16.5,16.8
3_15_287_0,2001,Total,3,India,15,Mizoram,287,Lawngtlai,24.7,351,18.3,.8,.6000000000000001,5,9.300000000000001,7.300000000000001,1.6,1.5,15.9,19.9,19.8
3_15_288_0,2001,Total,3,India,15,Mizoram,288,Saiha,23.5,401,25.2,.5,.5,4.4,5.2,5.4,1.5,1.9,13.6,22,19.9
3_16_289_0,2001,Total,3,India,16,Tripura,289,West Tripura,,,,,,,,,,,,,
3_16_290_0,2001,Total,3,India,16,Tripura,290,South Tripura,,,,,,,,,,,,,
3_16_291_0,2001,Total,3,India,16,Tripura,291,Dhalai,,,,,,,,,,,,,
3_16_292_0,2001,Total,3,India,16,Tripura,292,North Tripura,,,,,,,,,,,,,
3_17_293_0,2001,Total,3,India,17,Meghalaya,293,West Garo Hills,148,297,34,.2,1.4,2.6,9.9,9.5,6.9,2.6,11.6,9.700000000000001,11.6
3_17_294_0,2001,Total,3,India,17,Meghalaya,294,East Garo Hills,64.10000000000001,265,36.2,.3,1.5,3.4,9,8,3.3,1,13.5,12.5,11.2
3_17_295_0,2001,Total,3,India,17,Meghalaya,295,South Garo Hills,47.40000000000001,484,31.3,33.1,1,1.4,5.4,6.800000000000001,2.3,.6000000000000001,6.600000000000001,4.100000000000001,7.600000000000001
3_17_296_0,2001,Total,3,India,17,Meghalaya,296,West Khasi Hills,63.1,221,29.8,6,.9,2.6,14.4,6.5,5,.6000000000000001,14.8,7.7,11.8
3_17_297_0,2001,Total,3,India,17,Meghalaya,297,Ribhoi,54,290,29.4,.2,2.8,10,4.600000000000001,10.4,8,1.1,11.4,14.9,7.2
3_17_298_0,2001,Total,3,India,17,Meghalaya,298,East Khasi Hills,306,479,13.5,.7000000000000001,2.6,3.5,9.1,12.4,7.2,5.100000000000001,11.4,25.1,9.5
3_17_299_0,2001,Total,3,India,17,Meghalaya,299,Jaintia Hills,130,453,17,38.5,.8,1.9,10,6,5.9,.6000000000000001,6.9,5.300000000000001,7.2
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,233,184,29.2,.1,5.4,1.5,3.7,26.1,5.4,1.7,6.7,6.9,13.4
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,280,185,49.6,.1,8.700000000000001,.4,7.300000000000001,7.800000000000001,5.2,1.7,2.1,1.9,15.1
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,157,209,40.1,.8,11.2,.6000000000000001,6,2.2,4.7,2.1,7.4,6.600000000000001,18.3
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,567,328,72.5,1.9,4.800000000000001,.1,3.2,3.6,4.100000000000001,1.1,1.7,1.5,5.4
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,164,218,41.6,0,4,.6000000000000001,2.9,11.2,5.4,8.800000000000001,4.5,2.1,18.9
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,439,197,48.1,0,7.4,.7000000000000001,5.300000000000001,13.9,6.4,1.3,2.6,5.100000000000001,9.300000000000001
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,369,230,37.3,0,9.200000000000001,.9,3.9,12.1,6.2,2.5,4,6.5,17.5
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,187,244,45.1,1.1,5.4,.4,4.600000000000001,9.4,6.800000000000001,2.5,2.9,4.9,16.9
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,112,223,49.40000000000001,0,5.300000000000001,.8,3.6,7.100000000000001,6.800000000000001,4.3,1,4.800000000000001,16.8
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,468,411,14.8,20.1,8.6,.4,3.4,18.9,6.2,.4,3.7,3.3,20.4
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,561,409,27.4,23.2,9.300000000000001,.8,2.7,3.2,6,.7000000000000001,3.2,6.800000000000001,16.7
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,574,492,25.2,28.7,6.2,.5,1.6,13.6,4.5,3,2.9,2.6,11.2
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,447,388,30.5,1.7,5.300000000000001,1.2,3.5,15.9,5.4,4.7,4.7,9.1,18.1
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,296,309,45.1,0,4.7,.6000000000000001,2.8,19.3,5.7,8,2.8,2.5,8.300000000000001
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,196,290,46.6,.1,3,2.4,6.2,12.1,5.2,2.1,1.5,3.4,17.5
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,80.30000000000001,594,62.3,1.3,1.2,2.3,8.300000000000001,3.1,6.5,2.8,1.4,4.9,5.800000000000001
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,408,278,41.2,.3,5.300000000000001,.4,5.2,21.3,6.7,5.600000000000001,.5,5.4,8.200000000000001
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,222,214,38.90000000000001,.2,12.4,1.1,6.7,3.5,9.300000000000001,3.1,2,5.600000000000001,17.3
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,110,200,36.6,.1,6.4,.8,3.7,3.1,7,2.5,1.8,3.8,34.3
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,176,408,35.8,.3,8,.5,6.300000000000001,9.700000000000001,12.9,3.9,4.5,5.2,12.9
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,,,,,,,,,,,,,
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,583,621,14.1,1.6,10.1,2.4,4.100000000000001,13.8,9.300000000000001,5.9,4.9,15.2,18.6
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,754,621,14.1,1.6,10.1,2.4,4.100000000000001,13.8,9.300000000000001,5.9,4.9,15.2,18.6
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,127,200,36.9,.1,15.2,.5,6.300000000000001,1.6,7.5,1.9,4.3,3.8,21.9
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,115,200,36.9,.1,15.2,.5,6.300000000000001,1.6,7.5,1.9,4.3,3.8,21.9
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,156,195,46.8,0,7.100000000000001,.4,3.5,4.9,3.8,1.6,2.1,5.7,23.9
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,133,195,46.8,0,7.100000000000001,.4,3.5,4.9,3.8,1.6,2.1,5.7,23.9
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,718,460,31,0,3.5,2.1,7.2,10.3,10.3,7.2,8.300000000000001,9.5,10.7
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,1291,390,39.5,0,7.800000000000001,1.2,5.9,14.6,5.300000000000001,5.2,7.800000000000001,4.7,7.9
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,753,310,47.3,0,3.4,.7000000000000001,3.8,12.8,3.8,7.2,7.300000000000001,5,8.700000000000001
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,631,268,47.5,0,4.3,.8,3.6,13.6,3.3,6.600000000000001,7.300000000000001,5,8.200000000000001
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,486,333,50.1,0,4.100000000000001,.6000000000000001,2.4,13.4,2.1,6.300000000000001,6.600000000000001,4.5,10
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,1128,354,43.2,0,8.6,1.3,5.5,14.7,4,6.300000000000001,5.600000000000001,3.4,7.5
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,1897,333,41.5,0,9.9,1.4,7,16,3,5.7,5.800000000000001,3.6,6.100000000000001
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,955,324,42.40000000000001,.1,4.5,1.9,4.7,12.8,3.6,9,6.5,4.600000000000001,9.9
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,3126,462,24.7,11.8,12.3,2.4,4.3,15.6,6,5.800000000000001,5.5,3.6,7.800000000000001
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,1754,391,40.90000000000001,0,11.1,1,3.7,14.4,3.6,5.100000000000001,6.100000000000001,5.300000000000001,8.9
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,3537,408,19.9,0,16.2,2.2,5.4,15.4,9.9,5.2,9.9,3.7,12.2
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,2063,418,27,0,14.5,1.9,4.3,17.7,6.9,5.9,7.5,4.2,10
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,1095,349,43.6,0,4.800000000000001,1.6,4.100000000000001,12.9,3.6,7.5,5.9,5.9,10.1
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,795,319,38.6,0,7.2,2.3,4,13.5,6.4,6.9,5.9,6,9.1
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,1622,387,15.1,0,18.3,1.4,4.2,20.1,10.4,6.600000000000001,8.6,4.5,10.6
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,2885,634,.9,0,3.6,2,5.4,6,22,16.6,12.4,18.7,12.5
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,2462,366,29.8,0,13.4,1.1,4.9,18.6,7.4,4.7,7.100000000000001,3.2,9.800000000000001
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,1399,374,40.90000000000001,0,7.7,1.2,3.6,16.6,4.3,6.7,5.4,4,9.700000000000001
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,2128,374,40.90000000000001,0,7.7,1.2,3.6,16.6,4.3,6.7,5.4,4,9.700000000000001
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,,,,,,,,,,,,,
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,,,,,,,,,,,,,
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,,,,,,,,,,,,,
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,,,,,,,,,,,,,
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,,,,,,,,,,,,,
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,,,,,,,,,,,,,
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,,,,,,,,,,,,,
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,,,,,,,,,,,,,
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,,,,,,,,,,,,,
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,,,,,,,,,,,,,
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,,,,,,,,,,,,,
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,,,,,,,,,,,,,
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,,,,,,,,,,,,,
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,,,,,,,,,,,,,
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,,,,,,,,,,,,,
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,,,,,,,,,,,
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),,,,,,,,,,,,,
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,,,,,,,,,,,,,
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,,,,,,,,,,,,,
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,,,,,,,,,,,,,
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,,,,,,,,,,,,,
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,,,,,,,,,,,,,
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,,,,,,,,,,,,,
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,168,167,30.8,4.100000000000001,28.1,.6000000000000001,3.7,10.2,4.600000000000001,1,4.5,2.9,9.600000000000001
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,150,195,26.6,3.1,32.9,.6000000000000001,4.100000000000001,8.6,3.6,.9,4.100000000000001,3.9,11.6
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,134,276,11.2,13.2,18.6,2.1,8.4,18.1,8.800000000000001,2.1,4,3.2,10.4
