id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_wtr_t,hh_snt2_t
3_18_300_0,2001,Rural,3,India,18,Assam,300,Kokrajhar,44.6,29.6
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,45.5,33.6
3_18_300_0,2001,Urban,3,India,18,Assam,300,Kokrajhar,54.1,73.7
3_18_301_0,2001,Rural,3,India,18,Assam,301,Dhubri,44.6,29.6
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,45.5,33.6
3_18_301_0,2001,Urban,3,India,18,Assam,301,Dhubri,54.1,73.7
3_18_302_0,2001,Rural,3,India,18,Assam,302,Goalpara,30.4,60.1
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,32.9,62.1
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,58,81.5
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,57.3,69.10000000000001
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,59.3,70.90000000000001
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,82.10000000000001,90.90000000000001
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,72.40000000000001,50.7
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,71,52.8
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,49.1,84.90000000000001
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,61.3,71.3
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,63.7,73.5
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,79.40000000000001,88.10000000000001
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,24.9,51.90000000000001
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,25.9,55.7
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,35.4,89.40000000000001
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,31.2,51.40000000000001
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,32,54.8
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,40,89.40000000000001
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,50.7,33.7
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,53.5,38.5
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,84.30000000000001,91.7
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,78.80000000000001,70.3
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,80.80000000000001,74.10000000000001
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,88.40000000000001,88.30000000000001
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,75.7,68.60000000000001
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,80,72.90000000000001
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,96.90000000000001,90
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,58,65.2
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,61.3,67.90000000000001
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,89.80000000000001,91.40000000000001
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,43.90000000000001,55.3
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,48,61.2
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,66.10000000000001,86.80000000000001
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,56,57.5
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,58.40000000000001,60.1
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,83.7,86.2
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,26.4,36.1
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,28.2,41.5
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,39.3,75.90000000000001
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,22.6,36.8
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,33.4,53.2
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,54.90000000000001,86
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,8.9,67.5
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,17.7,68.2
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,69,72.2
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,8.5,73.40000000000001
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,13.9,73.3
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,77.7,72
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,11.5,70.90000000000001
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,16.9,71.60000000000001
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,70.10000000000001,78
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,27.5,42.40000000000001
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,29.5,48.5
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,41.3,85.60000000000001
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,35.8,42.90000000000001
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,37.4,47.1
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,52.7,85.2
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,53.2,51.40000000000001
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,52.5,66.8
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,51.40000000000001,88.40000000000001
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,53.2,51.40000000000001
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,52.5,66.8
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,51.40000000000001,88.40000000000001
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,56,49.3
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,56.90000000000001,50.3
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,89,83.80000000000001
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,55.5,56.6
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,56.2,62.6
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,74.2,87.7
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,49,44
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,50.40000000000001,46.2
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,74.40000000000001,85.5
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,36.9,48
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,38.1,51
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,54.90000000000001,87.40000000000001
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,29.1,38.90000000000001
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,33,49.8
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,41.6,73.40000000000001
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,39.5,19.9
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,41.1,29.6
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,48.2,71.90000000000001
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,79.7,15.8
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,80.40000000000001,21
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,87.40000000000001,74.3
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,85.40000000000001,9.700000000000001
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,86,16.7
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,90.80000000000001,73.60000000000001
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,81.40000000000001,11.7
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,82.30000000000001,20.1
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,89.40000000000001,81.90000000000001
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,71.60000000000001,12.8
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,72.8,17.6
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,87.10000000000001,74.2
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,81.80000000000001,15.1
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,82.40000000000001,20.2
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,86.80000000000001,56.5
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,71.60000000000001,9.9
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,71.3,14.2
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,68.90000000000001,57.3
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,76.10000000000001,24.1
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,74.40000000000001,37.1
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,71.7,58.6
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,89.60000000000001,37.2
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,90.10000000000001,47.2
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,91.7,82.60000000000001
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,80.5,44
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,85.60000000000001,67.40000000000001
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,89.80000000000001,86.2
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,83.5,35.6
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,85.30000000000001,52.1
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,88.7,82.90000000000001
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,54.90000000000001,7.2
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,55.7,10.5
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,64.7,49.6
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,29,3.8
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,32.1,8.800000000000001
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,59,53
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,76.7,31.7
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,75.7,55.3
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,74.90000000000001,76.90000000000001
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,91,89.80000000000001
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,91,89.80000000000001
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,67.2,26
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,68.90000000000001,35.1
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,76.80000000000001,77.40000000000001
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,60.8,21.1
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,61.6,25.8
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,67.60000000000001,65.8
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,60.8,21.1
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,61.6,25.8
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,67.60000000000001,65.8
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,23.4,19.9
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,24.9,21.4
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,65.5,60.2
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,54.90000000000001,40
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,65.8,40.90000000000001
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,88.10000000000001,48.5
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,55.90000000000001,39.5
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,70.10000000000001,40.40000000000001
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,86.5,48.2
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,55.5,22.8
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,59.40000000000001,25.9
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,91.10000000000001,50.90000000000001
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,55.5,22.8
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,59.40000000000001,25.9
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,91.10000000000001,50.90000000000001
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,45,20.8
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,50.90000000000001,23.1
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,85.5,36.4
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,45,20.8
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,50.90000000000001,23.1
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,85.5,36.4
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,56.6,6.9
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,59.8,11.4
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,95.40000000000001,61.3
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,47.40000000000001,5.800000000000001
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,53,11.3
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,91.60000000000001,53.7
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,56.6,6.9
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,59.8,11.4
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,95.40000000000001,61.3
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,59.40000000000001,8.5
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,66.40000000000001,20.2
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,91.10000000000001,48.3
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,54.90000000000001,40
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,65.8,40.90000000000001
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,88.10000000000001,48.5
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,38.3,4.7
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,46.2,11.3
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,87.80000000000001,46
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,80.5,12.2
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,86.7,29.2
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,94.5,50.6
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,59,7.800000000000001
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,65.40000000000001,16.8
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,91,41.90000000000001
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),22.3,70.2
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),22.3,70.2
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),32.1,73.10000000000001
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),32.1,73.10000000000001
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),60.2,81.30000000000001
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),60.2,81.30000000000001
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,37.5,70.2
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,37.9,69.5
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,40.2,64.40000000000001
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,29.2,7.300000000000001
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,33.7,10.8
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,90.30000000000001,55
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,21.2,4
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,26.7,6
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,89.30000000000001,28.5
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,58.2,6.600000000000001
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,63.3,10.1
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,90.80000000000001,29
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,44.8,35.3
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,49.8,38.40000000000001
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,75.8,54.6
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,44.8,35.3
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,49.8,38.40000000000001
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,75.8,54.6
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,36.7,2.1
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,37.9,3.6
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,68.7,43.3
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,18.3,4.7
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,24.8,11.5
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,53.3,48.2
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,14.6,5.4
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,21.1,14.2
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,42.3,46.90000000000001
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,10.6,4.4
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,17.5,11.6
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,50,50
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,30.9,3.2
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,30.2,11.2
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,25.1,63.7
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,32.3,3.9
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,32.4,5.2
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,36.1,45.7
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,47.1,4.9
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,47.40000000000001,8
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,50.40000000000001,38.90000000000001
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,55.2,2.5
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,55.1,4.4
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,52.7,45.3
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,29.2,13.9
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,45.8,29.3
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,60.3,42.7
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,19.8,4.800000000000001
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,45.3,27
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,74.2,52.2
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,21,3.9
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,21.6,9.1
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,26.8,50.8
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,34.3,4.5
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,52.2,30.2
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,69,54.2
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,34.2,4.2
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,36.1,6.600000000000001
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,69.2,47.90000000000001
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,34.2,4.2
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,36.1,6.600000000000001
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,69.2,47.90000000000001
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,11.7,5.5
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,23.8,17.3
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,61.1,54.1
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,11.7,5.5
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,23.8,17.3
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,61.1,54.1
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,42.6,2.8
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,42,5.100000000000001
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,31.9,42
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,42.6,2.8
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,42,5.100000000000001
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,31.9,42
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,22.4,4.9
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,30.6,20
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,48,51.90000000000001
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,22.4,4.9
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,30.6,20
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,48,51.90000000000001
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,13,2.4
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,13.7,3.9
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,27.5,33
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,13,2.4
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,13.7,3.9
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,27.5,33
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,37.3,2.9
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,41,8
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,61.1,35.1
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,37.3,2.9
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,41,8
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,61.1,35.1
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,62.7,5.2
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,61.6,7.7
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,46.7,44.3
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,42.40000000000001,5.9
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,44.1,17.3
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,50.1,43.1
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,39,5.100000000000001
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,44.7,15.5
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,60.7,44.6
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,37.2,4.4
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,38,7.300000000000001
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,48.5,46.2
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,42.3,4.9
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,49.8,20.2
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,65.10000000000001,51.3
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,32.7,4
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,35.1,8.800000000000001
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,51.2,39.90000000000001
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,28.3,4
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,28.9,7.4
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,37.1,57.1
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,59.8,7.4
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,60.8,12.2
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,69.3,52.3
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,58.2,6.2
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,59.40000000000001,9.300000000000001
