id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,wkp_7_t,emp_7_t,wkp_7_f,emp_7_f,wkp_7_m,emp_7_m
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,84.60000000000001,48.6,84.90000000000001,33.6,84.40000000000001,62.40000000000001
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,85.5,46.90000000000001,85.5,29.6,85.40000000000001,62.1
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,88.60000000000001,39,88.30000000000001,10.8,88.7,60.7
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),88.60000000000001,55.8,88.30000000000001,48.6,89,62.3
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),88.60000000000001,55.8,88.30000000000001,48.6,89,62.3
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),89.10000000000001,55.6,88.2,44.2,89.90000000000001,64.90000000000001
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),89.10000000000001,55.6,88.2,44.2,89.90000000000001,64.90000000000001
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),90.7,55.1,88.2,27.1,92.2,71.40000000000001
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),90.7,55.1,88.2,27.1,92.2,71.40000000000001
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,83.10000000000001,56.3,82,53.8,84.10000000000001,58.5
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,83.80000000000001,55.7,82.40000000000001,51.6,84.90000000000001,59
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,90.2,49.5,86.90000000000001,24.1,92,62.90000000000001
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,81.5,67.90000000000001,81.2,64.40000000000001,81.80000000000001,71.2
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,82,65.8,81.60000000000001,61.2,82.40000000000001,70
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,89,37.5,88.2,12.7,89.60000000000001,55.7
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,83.30000000000001,54.90000000000001,83.10000000000001,46.8,83.40000000000001,62.2
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,83.60000000000001,54,83.30000000000001,44.6,83.80000000000001,62.2
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,87.7,42.5,86.90000000000001,14.6,88.40000000000001,62.7
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,84.7,45.3,85.30000000000001,29,84.2,60.40000000000001
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,85.2,43.8,85.80000000000001,26.3,84.7,59.8
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,88.30000000000001,35.2,88.60000000000001,10.2,88,56.2
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,83.60000000000001,38.5,83.10000000000001,19.3,84,55.8
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,84.2,37.7,83.60000000000001,18,84.7,55.3
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,87.10000000000001,34.1,86.5,11.8,87.60000000000001,52.90000000000001
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,83.60000000000001,38.5,83.10000000000001,19.3,84,55.8
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,84.2,37.7,83.60000000000001,18,84.7,55.3
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,87.10000000000001,34.1,86.5,11.8,87.60000000000001,52.90000000000001
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,77.90000000000001,50.7,77.60000000000001,39.90000000000001,78.2,60.7
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,78.10000000000001,49.8,77.80000000000001,38.6,78.40000000000001,60.3
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,82.80000000000001,31.6,82,8.700000000000001,83.5,51.1
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,78.80000000000001,48.7,78.7,36.9,79,60.1
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,79,47.6,78.80000000000001,35.4,79.2,59.3
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,82.5,28.9,81.80000000000001,8.700000000000001,83.10000000000001,46.40000000000001
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,78.80000000000001,46.90000000000001,79.30000000000001,36.2,78.30000000000001,58.1
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,79.5,44.6,79.80000000000001,32.1,79.2,57.2
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,83.2,32.9,82.80000000000001,9.700000000000001,83.7,53.2
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,78.40000000000001,44,78.5,29.3,78.30000000000001,58.6
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,78.7,43,78.80000000000001,27.7,78.7,58
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,84.10000000000001,28.9,83.7,5,84.40000000000001,50.3
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,79.60000000000001,49,79,33.6,80.10000000000001,63
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,80.5,46.1,79.80000000000001,29.8,81,60.8
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,86,29.5,85.40000000000001,6.5,86.5,48.8
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,80.40000000000001,50.8,79.80000000000001,37.1,80.90000000000001,63.3
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,80.5,50,79.90000000000001,36,81,62.8
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,84.5,30,83.90000000000001,7.2,85.10000000000001,49.3
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,78.60000000000001,55.8,78.30000000000001,44.40000000000001,78.80000000000001,66.60000000000001
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,79.10000000000001,52.90000000000001,78.7,40.5,79.40000000000001,64.5
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,83,29.7,82.30000000000001,8.4,83.7,48.1
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,79.2,56.8,79.2,46.8,79.2,66.5
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,79.5,55.5,79.40000000000001,44.90000000000001,79.60000000000001,65.60000000000001
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,84.5,32.8,83.7,11.1,85.2,51.90000000000001
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,82.40000000000001,37.3,81.90000000000001,17.7,82.90000000000001,54.90000000000001
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,84,33,83.2,11.4,84.60000000000001,51.6
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,85.40000000000001,29.2,84.60000000000001,5.600000000000001,86.10000000000001,48.8
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,81.5,40.2,81.10000000000001,22,81.90000000000001,56.90000000000001
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,83.60000000000001,34.3,83.10000000000001,14.2,84.10000000000001,52
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,86.2,27.5,85.60000000000001,5,86.7,46.6
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,79.60000000000001,56,80,50.8,79.2,61.2
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,80.2,52.40000000000001,80.60000000000001,45.5,79.90000000000001,59.3
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,84.90000000000001,29.1,84.90000000000001,9.700000000000001,84.90000000000001,47.2
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,83.90000000000001,53.6,83.90000000000001,42.3,83.90000000000001,64.5
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,85.7,40.8,85.60000000000001,23.6,85.80000000000001,56.7
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,87.2,30.7,87.10000000000001,8.300000000000001,87.30000000000001,50.8
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,79.2,48.8,78.90000000000001,37,79.5,59.8
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,79.5,47.5,79.2,35.1,79.90000000000001,59
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,85,29.1,84.7,7.800000000000001,85.40000000000001,47.8
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,79.2,48.8,78.90000000000001,37,79.5,59.8
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,79.5,47.5,79.2,35.1,79.90000000000001,59
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,85,29.1,84.7,7.800000000000001,85.40000000000001,47.8
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,79.5,47.8,79.90000000000001,37.7,79.2,58
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,80.40000000000001,45,80.60000000000001,33.5,80.30000000000001,56.40000000000001
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,85.80000000000001,29,85.2,7,86.30000000000001,47.5
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,81.60000000000001,44.2,81.30000000000001,29.9,81.90000000000001,57.7
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,83.10000000000001,38.5,82.5,20.5,83.60000000000001,54.40000000000001
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,85.2,30.4,84.30000000000001,5.9,86,50.1
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,81.80000000000001,58.6,81.7,49.6,81.90000000000001,67.2
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,82,57.1,81.90000000000001,47.6,82.10000000000001,66.2
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,86.10000000000001,32.1,85.80000000000001,11.3,86.30000000000001,50
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,81.40000000000001,50.5,81.30000000000001,36,81.60000000000001,64.40000000000001
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,81.7,48.8,81.60000000000001,33.6,81.90000000000001,63.3
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,85,31.3,84.5,8.4,85.40000000000001,51.8
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,82,52.90000000000001,81.90000000000001,45,82,60.6
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,83.80000000000001,43.6,83.5,31,84,55.3
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,86.40000000000001,30.6,85.90000000000001,10.2,86.80000000000001,48.3
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,81.5,63.40000000000001,81.80000000000001,59.2,81.2,67.7
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,81.7,61.3,81.90000000000001,56.5,81.40000000000001,66.10000000000001
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,84.60000000000001,32.5,84.2,18.1,85,45.40000000000001
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,80.80000000000001,59.8,81,55.3,80.7,64.2
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,81,58.2,81.10000000000001,53.2,80.90000000000001,63.3
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,84.80000000000001,28.6,84.30000000000001,10.4,85.2,45.40000000000001
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,82.30000000000001,65,82.5,60.90000000000001,82,69.2
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,82.40000000000001,62.8,82.60000000000001,57.90000000000001,82.2,67.8
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,84.30000000000001,32,84.2,14.1,84.30000000000001,48.8
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,81.2,58.3,81.40000000000001,51.7,81.10000000000001,64.8
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,82,53.7,82.10000000000001,44.8,82,62.40000000000001
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,86,32.5,85.7,10.7,86.2,52
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,81.2,58.3,81.40000000000001,51.7,81.10000000000001,64.8
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,82,53.7,82.10000000000001,44.8,82,62.40000000000001
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,86,32.5,85.7,10.7,86.2,52
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,87,52.1,87.10000000000001,37.9,86.80000000000001,66
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,87,50.6,87.2,35.9,86.90000000000001,65.10000000000001
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,87.80000000000001,33.6,87.7,10.5,87.80000000000001,55.2
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,86.40000000000001,53.3,86.5,42.90000000000001,86.2,63.6
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,86.7,47.40000000000001,86.80000000000001,33.6,86.7,60.6
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,87.60000000000001,34.4,87.5,12.3,87.7,54.40000000000001
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,86.10000000000001,58.2,86.30000000000001,50.90000000000001,86,65.5
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,86.60000000000001,52,86.7,41.1,86.5,62.6
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,87.80000000000001,35.7,87.7,14.5,87.90000000000001,55.2
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,84.30000000000001,55.8,84.60000000000001,47.8,84.10000000000001,63.8
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,84.5,54.5,84.7,45.5,84.40000000000001,63.3
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,87.2,38,86.80000000000001,16.5,87.60000000000001,57.40000000000001
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,84.40000000000001,55.2,84.5,46.40000000000001,84.30000000000001,63.90000000000001
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,85.5,47.2,85.40000000000001,33.8,85.60000000000001,60
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,87.60000000000001,32.5,87.30000000000001,9.1,88,53
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,84.2,49,84.40000000000001,36.4,84,61.6
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,84.40000000000001,47.1,84.5,33.2,84.30000000000001,60.8
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,85.90000000000001,35.3,85.5,12.2,86.2,56.1
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,83.2,56.90000000000001,83.5,50.3,83,63.6
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,83.60000000000001,55.3,83.80000000000001,47.6,83.40000000000001,62.90000000000001
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,88.5,34.7,88.10000000000001,12.3,88.80000000000001,54.6
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,85.2,37.7,85.30000000000001,13.8,85.10000000000001,60.7
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,85.40000000000001,37.3,85.5,13.4,85.30000000000001,60.2
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,87.10000000000001,34.1,86.90000000000001,10,87.30000000000001,56.2
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,85.5,34,85.80000000000001,9.5,85.30000000000001,58.2
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,85.60000000000001,33.7,85.80000000000001,9.4,85.30000000000001,57.6
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,85.7,31.7,85.5,9,85.80000000000001,52.90000000000001
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,86.5,34.6,87,11.7,86,58.3
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,86.60000000000001,34.5,87.10000000000001,11.5,86.10000000000001,58
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,87.5,31.4,87.80000000000001,7.800000000000001,87.30000000000001,54
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,87.7,37.4,88,15.4,87.5,58.90000000000001
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,88,37,88.10000000000001,14.3,87.90000000000001,58.6
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,88.7,37.2,88,10.7,89.2,58.90000000000001
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,87.2,39.8,87.40000000000001,17.7,87.10000000000001,61.3
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,87.7,38.7,87.7,15.7,87.80000000000001,60.2
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,89.10000000000001,35.6,88.7,10.1,89.5,57.6
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,86.5,31.8,86.80000000000001,7.9,86.2,55.2
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,86.60000000000001,31.8,86.80000000000001,7.9,86.30000000000001,55.1
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,88.10000000000001,31.2,88,6.800000000000001,88.2,53.2
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,86.10000000000001,39.3,86.40000000000001,18.3,85.80000000000001,59.8
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,86.30000000000001,38.7,86.60000000000001,17.4,86.10000000000001,59.3
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,88.90000000000001,32.5,88.80000000000001,8.6,88.90000000000001,53.90000000000001
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,85.30000000000001,48.2,85.40000000000001,34.3,85.10000000000001,61.5
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,85.60000000000001,46.5,85.7,31.1,85.60000000000001,60.90000000000001
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,87.90000000000001,36.3,87.5,10.6,88.30000000000001,57.8
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,86.80000000000001,38.6,87.10000000000001,12.8,86.60000000000001,63
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,86.90000000000001,38.3,87.2,12.6,86.7,62.6
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,88.80000000000001,31.9,89.2,8.300000000000001,88.5,53.5
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,86.80000000000001,33.8,87.10000000000001,9.4,86.5,57.7
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,87.7,34.9,87.60000000000001,10.1,87.90000000000001,57.3
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,88.90000000000001,36.4,88.2,11.1,89.5,56.8
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,87.2,34.3,87.5,8.5,87,59.7
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,87.5,34.3,87.7,8.700000000000001,87.2,59.2
3_21_387_0,2001,Urban,3,India,21,Odisha,387,Puri,88.7,34,88.7,10.1,88.7,56
3_21_388_0,2001,Rural,3,India,21,Odisha,388,Ganjam,84.2,52,84.80000000000001,41.2,83.7,62.90000000000001
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,85,48.6,85.40000000000001,36.2,84.5,61.2
3_21_388_0,2001,Urban,3,India,21,Odisha,388,Ganjam,88.30000000000001,33.8,88.5,12.8,88.10000000000001,53.6
3_21_389_0,2001,Rural,3,India,21,Odisha,389,Gajapati,81.40000000000001,67.8,82.10000000000001,65,80.80000000000001,70.8
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,82.10000000000001,64.7,82.7,60.1,81.5,69.40000000000001
3_21_389_0,2001,Urban,3,India,21,Odisha,389,Gajapati,88.30000000000001,39,88.7,19.6,87.80000000000001,58.40000000000001
3_21_390_0,2001,Rural,3,India,21,Odisha,390,Kandhamal,81.5,59.6,81.90000000000001,54.1,81.10000000000001,65.10000000000001
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,81.90000000000001,57.7,82.2,51.3,81.60000000000001,64.2
3_21_390_0,2001,Urban,3,India,21,Odisha,390,Kandhamal,87.80000000000001,33.5,87.90000000000001,13.4,87.60000000000001,52.3
3_21_391_0,2001,Rural,3,India,21,Odisha,391,Baudh,83.5,55.6,83.60000000000001,43.8,83.30000000000001,67.40000000000001
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,83.7,54.7,83.80000000000001,42.40000000000001,83.5,66.8
3_21_391_0,2001,Urban,3,India,21,Odisha,391,Baudh,87.2,36.3,87.30000000000001,16.2,87,55.2
3_21_392_0,2001,Rural,3,India,21,Odisha,392,Subarnapur,85.60000000000001,52.1,85.60000000000001,39.90000000000001,85.60000000000001,64
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,85.7,51,85.7,38.2,85.7,63.40000000000001
3_21_392_0,2001,Urban,3,India,21,Odisha,392,Subarnapur,87.90000000000001,37.5,87.7,17.2,88.10000000000001,56.2
3_21_393_0,2001,Rural,3,India,21,Odisha,393,Balangir,85.30000000000001,51.1,85.5,36.2,85.2,65.90000000000001
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,85.7,48.90000000000001,85.80000000000001,33.1,85.5,64.40000000000001
3_21_393_0,2001,Urban,3,India,21,Odisha,393,Balangir,88.10000000000001,32.4,88.10000000000001,9.700000000000001,88.10000000000001,53.7
3_21_394_0,2001,Rural,3,India,21,Odisha,394,Nuapada,84,55.7,84.30000000000001,45.1,83.60000000000001,66.5
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,84.10000000000001,54.8,84.40000000000001,43.6,83.80000000000001,66.10000000000001
3_21_394_0,2001,Urban,3,India,21,Odisha,394,Nuapada,86,40.1,86,19.2,86,60.40000000000001
3_21_395_0,2001,Rural,3,India,21,Odisha,395,Kalahandi,83.40000000000001,57.2,83.60000000000001,45.2,83.30000000000001,69.40000000000001
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,83.7,55.6,83.80000000000001,42.8,83.60000000000001,68.40000000000001
3_21_395_0,2001,Urban,3,India,21,Odisha,395,Kalahandi,86.7,35.9,86.30000000000001,13,87,57.1
3_21_396_0,2001,Rural,3,India,21,Odisha,396,Rayagada,81.7,62,82.2,55.40000000000001,81.2,68.90000000000001
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,82.5,58.2,82.90000000000001,49.8,82.10000000000001,67
3_21_396_0,2001,Urban,3,India,21,Odisha,396,Rayagada,87.5,36.5,87.60000000000001,15.7,87.40000000000001,56.7
3_21_397_0,2001,Rural,3,India,21,Odisha,397,Nabarangapur,81.5,62,81.40000000000001,54.1,81.5,69.8
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,81.80000000000001,60.5,81.7,51.90000000000001,81.80000000000001,69
3_21_397_0,2001,Urban,3,India,21,Odisha,397,Nabarangapur,86.2,37.9,85.90000000000001,17.6,86.5,56.5
3_21_398_0,2001,Rural,3,India,21,Odisha,398,Koraput,82.10000000000001,62.7,82.30000000000001,55.40000000000001,81.90000000000001,70.10000000000001
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,83,58.2,83.10000000000001,48.6,82.90000000000001,67.8
3_21_398_0,2001,Urban,3,India,21,Odisha,398,Koraput,87.30000000000001,37.2,87.30000000000001,15.7,87.40000000000001,57.6
3_21_399_0,2001,Rural,3,India,21,Odisha,399,Malkangiri,82,61.3,82.10000000000001,53.8,81.80000000000001,68.90000000000001
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,82.2,59.8,82.30000000000001,51.40000000000001,82.10000000000001,68.10000000000001
3_21_399_0,2001,Urban,3,India,21,Odisha,399,Malkangiri,85.30000000000001,39.2,85,18.1,85.60000000000001,58.8
3_22_400_0,2001,Rural,3,India,22,Chhattisgarh,400,Koriya,81.5,69.8,81.40000000000001,64.90000000000001,81.5,74.60000000000001
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,82.90000000000001,57.6,82.7,47.5,83.10000000000001,67
3_22_400_0,2001,Urban,3,India,22,Chhattisgarh,400,Koriya,86.30000000000001,30.3,85.90000000000001,7,86.60000000000001,50.90000000000001
3_22_401_0,2001,Rural,3,India,22,Chhattisgarh,401,Surguja,80.40000000000001,64,80.40000000000001,57.90000000000001,80.5,69.90000000000001
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,80.80000000000001,61.6,80.80000000000001,54.40000000000001,80.90000000000001,68.5
3_22_401_0,2001,Urban,3,India,22,Chhattisgarh,401,Surguja,86.2,32,86.30000000000001,9.5,86.10000000000001,52.40000000000001
3_22_402_0,2001,Rural,3,India,22,Chhattisgarh,402,Jashpur,83.30000000000001,65.7,83.5,61.40000000000001,83.10000000000001,69.90000000000001
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,83.5,64.2,83.7,59.3,83.30000000000001,69
3_22_402_0,2001,Urban,3,India,22,Chhattisgarh,402,Jashpur,85.90000000000001,34.1,86.2,14.9,85.7,51.7
3_22_403_0,2001,Rural,3,India,22,Chhattisgarh,403,Raigarh,83.80000000000001,59.90000000000001,84.10000000000001,51.6,83.5,68.3
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,84.10000000000001,56.5,84.30000000000001,46.5,83.80000000000001,66.60000000000001
3_22_403_0,2001,Urban,3,India,22,Chhattisgarh,403,Raigarh,86,35.5,86.10000000000001,13.3,86,56.40000000000001
3_22_404_0,2001,Rural,3,India,22,Chhattisgarh,404,Korba,81.7,61.90000000000001,81.60000000000001,56.3,81.80000000000001,67.5
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,83,51.3,82.90000000000001,39.90000000000001,83.10000000000001,62.3
3_22_404_0,2001,Urban,3,India,22,Chhattisgarh,404,Korba,85.30000000000001,33.5,85.2,11.1,85.40000000000001,53.90000000000001
3_22_405_0,2001,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,82.60000000000001,54.6,82.90000000000001,49,82.30000000000001,60.3
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,82.90000000000001,52.7,83.2,45.6,82.7,59.90000000000001
