id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ap,at,cm,nd
3_8_127_0,2001,Total,3,India,8,Rajasthan,127,Kota,8.300000000000001,.35,97.90000000000001,217
3_8_128_0,2001,Total,3,India,8,Rajasthan,128,Baran,9.300000000000001,.32,98.60000000000001,176
3_8_129_0,2001,Total,3,India,8,Rajasthan,129,Jhalawar,4.2,.36,97.2,155
3_8_130_0,2001,Total,3,India,8,Rajasthan,130,Udaipur,6.600000000000001,.23,97.40000000000001,158
3_8_131_0,2001,Total,3,India,8,Rajasthan,131,Pratapgarh,5.800000000000001,.27,96.5,154
3_8_99_0,2001,Total,3,India,8,Rajasthan,99,Ganganagar,.5,.5700000000000001,103,178
3_9_132_0,2001,Total,3,India,9,Uttar Pradesh,132,Saharanpur,11.2,.51,112,195
3_9_133_0,2001,Total,3,India,9,Uttar Pradesh,133,Muzaffarnagar,8.300000000000001,.58,111,226
3_9_134_0,2001,Total,3,India,9,Uttar Pradesh,134,Bijnor,9.800000000000001,.5,104,176
3_9_135_0,2001,Total,3,India,9,Uttar Pradesh,135,Moradabad,7.9,.55,107,209
3_9_136_0,2001,Total,3,India,9,Uttar Pradesh,136,Rampur,9.200000000000001,.54,107,194
3_9_137_0,2001,Total,3,India,9,Uttar Pradesh,137,Jyotiba Phule Nagar,8,.58,108,246
3_9_138_0,2001,Total,3,India,9,Uttar Pradesh,138,Meerut,6.300000000000001,.61,109,269
3_9_139_0,2001,Total,3,India,9,Uttar Pradesh,139,Baghpat,6.5,.65,109,332
3_9_140_0,2001,Total,3,India,9,Uttar Pradesh,140,Ghaziabad,7,.65,107,430
3_9_141_0,2001,Total,3,India,9,Uttar Pradesh,141,Gautam Buddha Nagar,8.4,.67,107,533
3_9_142_0,2001,Total,3,India,9,Uttar Pradesh,142,Bulandshahr,11.4,.63,107,363
3_9_143_0,2001,Total,3,India,9,Uttar Pradesh,143,Aligarh,11.3,.61,105,272
3_9_144_0,2001,Total,3,India,9,Uttar Pradesh,144,Mahamaya Nagar,9.600000000000001,.6,105,240
3_9_145_0,2001,Total,3,India,9,Uttar Pradesh,145,Mathura,8.9,.54,102,239
3_9_146_0,2001,Total,3,India,9,Uttar Pradesh,146,Agra,8.700000000000001,.49,102,218
3_9_147_0,2001,Total,3,India,9,Uttar Pradesh,147,Firozabad,10.1,.5600000000000001,105,235
3_9_148_0,2001,Total,3,India,9,Uttar Pradesh,148,Mainpuri,9.1,.54,104,209
3_9_149_0,2001,Total,3,India,9,Uttar Pradesh,149,Budaun,9.300000000000001,.5700000000000001,107,223
3_9_150_0,2001,Total,3,India,9,Uttar Pradesh,150,Bareilly,9.600000000000001,.54,107,200
3_9_151_0,2001,Total,3,India,9,Uttar Pradesh,151,Pilibhit,16.5,.46,105,178
3_9_152_0,2001,Total,3,India,9,Uttar Pradesh,152,Shahjahanpur,11.6,.55,104,191
3_9_153_0,2001,Total,3,India,9,Uttar Pradesh,153,Kheri,11.5,.5,103,173
3_9_154_0,2001,Total,3,India,9,Uttar Pradesh,154,Sitapur,7.800000000000001,.6,103,172
3_9_155_0,2001,Total,3,India,9,Uttar Pradesh,155,Hardoi,11.2,.5700000000000001,103,183
3_9_156_0,2001,Total,3,India,9,Uttar Pradesh,156,Unnao,12.7,.58,102,197
3_9_157_0,2001,Total,3,India,9,Uttar Pradesh,157,Lucknow,12,.6,103,191
3_9_158_0,2001,Total,3,India,9,Uttar Pradesh,158,Rae Bareli,11.4,.5700000000000001,103,207
3_9_159_0,2001,Total,3,India,9,Uttar Pradesh,159,Farrukhabad,8.6,.59,104,197
3_9_160_0,2001,Total,3,India,9,Uttar Pradesh,160,Kannauj,10.9,.52,101,200
3_9_161_0,2001,Total,3,India,9,Uttar Pradesh,161,Etawah,6.9,.54,98.10000000000001,202
3_9_162_0,2001,Total,3,India,9,Uttar Pradesh,162,Auraiya,9.4,.54,97.90000000000001,213
3_9_163_0,2001,Total,3,India,9,Uttar Pradesh,163,Kanpur Dehat,9.5,.55,98.7,212
3_9_164_0,2001,Total,3,India,9,Uttar Pradesh,164,Kanpur Nagar,9.800000000000001,.54,102,206
3_9_165_0,2001,Total,3,India,9,Uttar Pradesh,165,Jalaun,5.7,.47,97.30000000000001,181
3_9_166_0,2001,Total,3,India,9,Uttar Pradesh,166,Jhansi,9.800000000000001,.39,96.30000000000001,163
3_9_167_0,2001,Total,3,India,9,Uttar Pradesh,167,Lalitpur,22.1,.28,97.40000000000001,139
3_9_168_0,2001,Total,3,India,9,Uttar Pradesh,168,Hamirpur,6.800000000000001,.45,96.10000000000001,171
3_9_169_0,2001,Total,3,India,9,Uttar Pradesh,169,Mahoba,7.5,.4,96,167
3_9_170_0,2001,Total,3,India,9,Uttar Pradesh,170,Banda,7.4,.46,96,178
3_9_171_0,2001,Total,3,India,9,Uttar Pradesh,171,Chitrakoot,14.2,.41,100,180
3_9_172_0,2001,Total,3,India,9,Uttar Pradesh,172,Fatehpur,9.800000000000001,.52,99.30000000000001,206
3_9_173_0,2001,Total,3,India,9,Uttar Pradesh,173,Pratapgarh,13.3,.53,102,233
3_9_174_0,2001,Total,3,India,9,Uttar Pradesh,174,Kaushambi,12.6,.49,102,218
3_9_175_0,2001,Total,3,India,9,Uttar Pradesh,175,Allahabad,15.6,.52,102,215
3_9_176_0,2001,Total,3,India,9,Uttar Pradesh,176,Bara Banki,11.7,.62,103,184
3_9_177_0,2001,Total,3,India,9,Uttar Pradesh,177,Faizabad,12.3,.61,101,197
3_9_178_0,2001,Total,3,India,9,Uttar Pradesh,178,Ambedkar Nagar,14.7,.5700000000000001,100,213
3_9_179_0,2001,Total,3,India,9,Uttar Pradesh,179,Sultanpur,13.2,.58,102,197
3_9_180_0,2001,Total,3,India,9,Uttar Pradesh,180,Bahraich,10.2,.5,104,140
3_9_181_0,2001,Total,3,India,9,Uttar Pradesh,181,Shrawasti,16.6,.4,103,120
3_9_182_0,2001,Total,3,India,9,Uttar Pradesh,182,Balrampur,15.5,.42,103,124
3_9_183_0,2001,Total,3,India,9,Uttar Pradesh,183,Gonda,10.7,.5600000000000001,103,157
3_9_184_0,2001,Total,3,India,9,Uttar Pradesh,184,Siddharthnagar,9.600000000000001,.49,105,131
3_9_185_0,2001,Total,3,India,9,Uttar Pradesh,185,Basti,12.5,.54,100,200
3_9_186_0,2001,Total,3,India,9,Uttar Pradesh,186,Sant Kabir Nagar,12.3,.53,105,191
3_9_187_0,2001,Total,3,India,9,Uttar Pradesh,187,Mahrajganj,14.9,.47,108,128
3_9_188_0,2001,Total,3,India,9,Uttar Pradesh,188,Gorakhpur,15.6,.5600000000000001,107,188
3_9_189_0,2001,Total,3,India,9,Uttar Pradesh,189,Kushinagar,8.9,.55,107,165
3_9_190_0,2001,Total,3,India,9,Uttar Pradesh,190,Deoria,13.4,.59,107,184
3_9_191_0,2001,Total,3,India,9,Uttar Pradesh,191,Azamgarh,12,.6,104,200
3_9_192_0,2001,Total,3,India,9,Uttar Pradesh,192,Mau,12.4,.62,105,191
3_9_193_0,2001,Total,3,India,9,Uttar Pradesh,193,Ballia,14,.6,105,188
3_9_194_0,2001,Total,3,India,9,Uttar Pradesh,194,Jaunpur,10.6,.55,102,205
3_9_195_0,2001,Total,3,India,9,Uttar Pradesh,195,Ghazipur,13,.5600000000000001,103,197
3_9_196_0,2001,Total,3,India,9,Uttar Pradesh,196,Chandauli,21.5,.47,104,206
3_9_197_0,2001,Total,3,India,9,Uttar Pradesh,197,Varanasi,10,.52,103,219
3_9_198_0,2001,Total,3,India,9,Uttar Pradesh,198,Sant Ravidas Nagar (Bhadohi),7.9,.53,103,219
3_9_199_0,2001,Total,3,India,9,Uttar Pradesh,199,Mirzapur,20,.43,104,201
3_9_200_0,2001,Total,3,India,9,Uttar Pradesh,200,Sonbhadra,21.5,.33,105,381
3_9_201_0,2001,Total,3,India,9,Uttar Pradesh,201,Etah,9.700000000000001,.59,105,220
3_9_202_0,2001,Total,3,India,9,Uttar Pradesh,202,Kanshiram Nagar,10.2,.6,105,218
