id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ap,at,cm,nd
3_23_459_0,2001,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,8.200000000000001,.3,96.80000000000001,134
3_23_460_0,2001,Total,3,India,23,Madhya Pradesh,460,Shahdol,15.3,.26,103,174
3_23_461_0,2001,Total,3,India,23,Madhya Pradesh,461,Anuppur,9.4,.24,105,174
3_23_462_0,2001,Total,3,India,23,Madhya Pradesh,462,Sidhi,17,.29,104,202
3_23_463_0,2001,Total,3,India,23,Madhya Pradesh,463,Singrauli,19.6,.29,104,338
3_23_464_0,2001,Total,3,India,23,Madhya Pradesh,464,Jhabua,1,.28,97,153
3_23_465_0,2001,Total,3,India,23,Madhya Pradesh,465,Alirajpur,9.600000000000001,.22,97.80000000000001,153
3_23_466_0,2001,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),7.300000000000001,.29,100,143
3_23_467_0,2001,Total,3,India,23,Madhya Pradesh,467,Burhanpur,1.8,.28,98.80000000000001,146
3_24_468_0,2001,Total,3,India,24,Gujarat,468,Kachchh,.5,.34,92.10000000000001,112
3_24_469_0,2001,Total,3,India,24,Gujarat,469,Banas Kantha,.8,.28,95.7,154
3_24_470_0,2001,Total,3,India,24,Gujarat,470,Patan,0,.33,91.10000000000001,154
3_24_471_0,2001,Total,3,India,24,Gujarat,471,Mahesana,.6000000000000001,.22,93.60000000000001,184
3_24_472_0,2001,Total,3,India,24,Gujarat,472,Sabar Kantha,8.700000000000001,.19,95.7,177
3_24_473_0,2001,Total,3,India,24,Gujarat,473,Gandhinagar,2.9,.21,93.60000000000001,257
3_24_474_0,2001,Total,3,India,24,Gujarat,474,Ahmadabad,1,.36,93.10000000000001,203
3_24_475_0,2001,Total,3,India,24,Gujarat,475,Surendranagar,1.6,.3,94,167
3_24_476_0,2001,Total,3,India,24,Gujarat,476,Rajkot,.4,.35,93.90000000000001,153
3_24_477_0,2001,Total,3,India,24,Gujarat,477,Jamnagar,3,.32,93.2,150
3_24_478_0,2001,Total,3,India,24,Gujarat,478,Porbandar,2.6,.31,95.5,142
3_24_479_0,2001,Total,3,India,24,Gujarat,479,Junagadh,7.4,.26,96.60000000000001,145
3_24_480_0,2001,Total,3,India,24,Gujarat,480,Amreli,3.5,.27,96.5,158
3_24_481_0,2001,Total,3,India,24,Gujarat,481,Bhavnagar,.5,.36,95.40000000000001,176
3_24_482_0,2001,Total,3,India,24,Gujarat,482,Anand,4.800000000000001,.37,93.2,220
3_24_483_0,2001,Total,3,India,24,Gujarat,483,Kheda,4.3,.29,94.30000000000001,242
3_24_484_0,2001,Total,3,India,24,Gujarat,484,Panch Mahals,11.5,.25,95.60000000000001,202
3_24_485_0,2001,Total,3,India,24,Gujarat,485,Dohad,6,.24,96.7,168
3_24_486_0,2001,Total,3,India,24,Gujarat,486,Vadodara,6.100000000000001,.3,95.80000000000001,201
3_24_487_0,2001,Total,3,India,24,Gujarat,487,Narmada,4,.28,97.30000000000001,182
3_24_488_0,2001,Total,3,India,24,Gujarat,488,Bharuch,.7000000000000001,.39,94.90000000000001,229
3_24_489_0,2001,Total,3,India,24,Gujarat,489,The Dangs,11,.21,105,134
3_24_490_0,2001,Total,3,India,24,Gujarat,490,Navsari,1,.34,103,176
3_24_491_0,2001,Total,3,India,24,Gujarat,491,Valsad,4,.28,104,148
3_24_492_0,2001,Total,3,India,24,Gujarat,492,Surat,1,.36,96.60000000000001,246
3_24_493_0,2001,Total,3,India,24,Gujarat,493,Tapi,4.9,.26,98.7,194
3_25_494_0,2001,Total,3,India,25,Daman & Diu,494,Diu,18.5,.25,103,134
3_25_495_0,2001,Total,3,India,25,Daman & Diu,495,Daman,22.2,.47,101,159
3_26_496_0,2001,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,3.6,.27,104,150
3_27_497_0,2001,Total,3,India,27,Maharashtra,497,Nandurbar,2.4,.25,97.5,155
3_27_498_0,2001,Total,3,India,27,Maharashtra,498,Dhule,.2,.31,100,151
3_27_499_0,2001,Total,3,India,27,Maharashtra,499,Jalgaon,.9,.33,104,162
3_27_500_0,2001,Total,3,India,27,Maharashtra,500,Buldana,1.6,.32,106,149
3_27_501_0,2001,Total,3,India,27,Maharashtra,501,Akola,2.1,.33,106,159
3_27_502_0,2001,Total,3,India,27,Maharashtra,502,Washim,2.2,.33,107,150
3_27_503_0,2001,Total,3,India,27,Maharashtra,503,Amravati,8.5,.27,106,147
3_27_504_0,2001,Total,3,India,27,Maharashtra,504,Wardha,6.100000000000001,.32,109,172
3_27_505_0,2001,Total,3,India,27,Maharashtra,505,Nagpur,11.8,.28,110,197
3_27_506_0,2001,Total,3,India,27,Maharashtra,506,Bhandara,19.3,.26,111,158
3_27_507_0,2001,Total,3,India,27,Maharashtra,507,Gondiya,25.1,.25,111,153
3_27_508_0,2001,Total,3,India,27,Maharashtra,508,Gadchiroli,27.6,.24,113,153
3_27_509_0,2001,Total,3,India,27,Maharashtra,509,Chandrapur,14.4,.28,114,201
3_27_510_0,2001,Total,3,India,27,Maharashtra,510,Yavatmal,3,.31,112,165
3_27_511_0,2001,Total,3,India,27,Maharashtra,511,Nanded,2.5,.32,116,151
3_27_512_0,2001,Total,3,India,27,Maharashtra,512,Hingoli,.6000000000000001,.32,114,143
3_27_513_0,2001,Total,3,India,27,Maharashtra,513,Parbhani,.6000000000000001,.33,111,152
3_27_514_0,2001,Total,3,India,27,Maharashtra,514,Jalna,.3,.34,110,145
3_27_515_0,2001,Total,3,India,27,Maharashtra,515,Aurangabad,.2,.33,109,149
3_27_516_0,2001,Total,3,India,27,Maharashtra,516,Nashik,.9,.28,105,151
3_27_517_0,2001,Total,3,India,27,Maharashtra,517,Thane,6.100000000000001,.26,104,164
3_27_518_0,2001,Total,3,India,27,Maharashtra,518,Mumbai Suburban,10.6,.39,98.60000000000001,286
3_27_519_0,2001,Total,3,India,27,Maharashtra,519,Mumbai,9.4,.46,99.80000000000001,297
3_27_520_0,2001,Total,3,India,27,Maharashtra,520,Raigarh,9.200000000000001,.27,108,174
3_27_521_0,2001,Total,3,India,27,Maharashtra,521,Pune,1.8,.29,108,145
3_27_522_0,2001,Total,3,India,27,Maharashtra,522,Ahmadnagar,.3,.34,108,143
3_27_523_0,2001,Total,3,India,27,Maharashtra,523,Bid,.1,.35,110,141
3_27_524_0,2001,Total,3,India,27,Maharashtra,524,Latur,.8,.35,112,141
3_27_525_0,2001,Total,3,India,27,Maharashtra,525,Osmanabad,0,.35,114,132
3_27_526_0,2001,Total,3,India,27,Maharashtra,526,Solapur,0,.37,114,135
3_27_527_0,2001,Total,3,India,27,Maharashtra,527,Satara,3.1,.28,113,125
3_27_528_0,2001,Total,3,India,27,Maharashtra,528,Ratnagiri,19,.2,107,103
3_27_529_0,2001,Total,3,India,27,Maharashtra,529,Sindhudurg,21.8,.22,106,97.2
3_27_530_0,2001,Total,3,India,27,Maharashtra,530,Kolhapur,8.5,.25,114,120
3_27_531_0,2001,Total,3,India,27,Maharashtra,531,Sangli,.6000000000000001,.33,117,129
3_28_532_0,2001,Total,3,India,28,Andhra Pradesh,532,Adilabad,11.9,.28,116,183
3_28_533_0,2001,Total,3,India,28,Andhra Pradesh,533,Nizamabad,8.800000000000001,.31,116,156
3_28_534_0,2001,Total,3,India,28,Andhra Pradesh,534,Karimnagar,14,.31,115,212
3_28_535_0,2001,Total,3,India,28,Andhra Pradesh,535,Medak,7.7,.29,119,151
3_28_536_0,2001,Total,3,India,28,Andhra Pradesh,536,Hyderabad,2.3,.34,120,188
3_28_537_0,2001,Total,3,India,28,Andhra Pradesh,537,Rangareddy,4,.29,120,154
3_28_538_0,2001,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,9.300000000000001,.24,115,138
3_28_539_0,2001,Total,3,India,28,Andhra Pradesh,539,Nalgonda,7.4,.28,112,148
3_28_540_0,2001,Total,3,India,28,Andhra Pradesh,540,Warangal,18.5,.26,113,159
3_28_541_0,2001,Total,3,India,28,Andhra Pradesh,541,Khammam,32,.23,110,163
3_28_542_0,2001,Total,3,India,28,Andhra Pradesh,542,Srikakulam,16,.3,108,125
3_28_543_0,2001,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,20.1,.26,110,135
3_28_544_0,2001,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,35,.21,107,136
3_28_545_0,2001,Total,3,India,28,Andhra Pradesh,545,East Godavari,32.8,.28,107,124
3_28_546_0,2001,Total,3,India,28,Andhra Pradesh,546,West Godavari,17.4,.31,109,131
3_28_547_0,2001,Total,3,India,28,Andhra Pradesh,547,Krishna,16.7,.34,106,160
3_28_548_0,2001,Total,3,India,28,Andhra Pradesh,548,Guntur,18.9,.34,105,152
3_28_549_0,2001,Total,3,India,28,Andhra Pradesh,549,Prakasam,15.2,.24,102,127
3_28_550_0,2001,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,9.700000000000001,.25,99.2,112
3_28_551_0,2001,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,13.8,.23,107,120
3_28_552_0,2001,Total,3,India,28,Andhra Pradesh,552,Kurnool,24.1,.24,112,132
3_28_553_0,2001,Total,3,India,28,Andhra Pradesh,553,Anantapur,12.2,.2,115,116
3_28_554_0,2001,Total,3,India,28,Andhra Pradesh,554,Chittoor,11.4,.19,103,107
3_29_555_0,2001,Total,3,India,29,Karnataka,555,Belgaum,7,.26,116,120
3_29_556_0,2001,Total,3,India,29,Karnataka,556,Bagalkot,6.600000000000001,.27,121,117
3_29_557_0,2001,Total,3,India,29,Karnataka,557,Bijapur,.5,.34,120,126
3_29_558_0,2001,Total,3,India,29,Karnataka,558,Bidar,.6000000000000001,.3,120,134
3_29_559_0,2001,Total,3,India,29,Karnataka,559,Raichur,15.6,.31,119,151
3_29_560_0,2001,Total,3,India,29,Karnataka,560,Koppal,17.6,.22,122,122
3_29_561_0,2001,Total,3,India,29,Karnataka,561,Gadag,32.3,.2,117,113
3_29_562_0,2001,Total,3,India,29,Karnataka,562,Dharwad,59.40000000000001,.17,115,112
3_29_563_0,2001,Total,3,India,29,Karnataka,563,Uttara Kannada,42.1,.19,106,92.60000000000001
3_29_564_0,2001,Total,3,India,29,Karnataka,564,Haveri,29.5,.16,112,94.80000000000001
3_29_565_0,2001,Total,3,India,29,Karnataka,565,Bellary,15.8,.23,119,126
3_29_566_0,2001,Total,3,India,29,Karnataka,566,Chitradurga,6.300000000000001,.18,116,96.40000000000001
3_29_567_0,2001,Total,3,India,29,Karnataka,567,Davanagere,11,.16,114,95.10000000000001
3_29_568_0,2001,Total,3,India,29,Karnataka,568,Shimoga,41.1,.15,109,83.5
3_29_569_0,2001,Total,3,India,29,Karnataka,569,Udupi,32.8,.2,102,81.5
3_29_570_0,2001,Total,3,India,29,Karnataka,570,Chikmagalur,40.1,.15,111,79.5
3_29_571_0,2001,Total,3,India,29,Karnataka,571,Tumkur,.6000000000000001,.14,115,103
3_29_572_0,2001,Total,3,India,29,Karnataka,572,Bangalore,.6000000000000001,.15,110,152
3_29_573_0,2001,Total,3,India,29,Karnataka,573,Mandya,6.100000000000001,.14,111,111
3_29_574_0,2001,Total,3,India,29,Karnataka,574,Hassan,24.7,.12,112,89.10000000000001
3_29_575_0,2001,Total,3,India,29,Karnataka,575,Dakshina Kannada,33.4,.22,108,89.60000000000001
3_29_576_0,2001,Total,3,India,29,Karnataka,576,Kodagu,73,.15,110,71
3_29_577_0,2001,Total,3,India,29,Karnataka,577,Mysore,32.3,.14,111,98.40000000000001
3_29_578_0,2001,Total,3,India,29,Karnataka,578,Chamarajanagar,20.8,.14,105,105
3_29_579_0,2001,Total,3,India,29,Karnataka,579,Gulbarga,1.6,.33,122,153
3_29_580_0,2001,Total,3,India,29,Karnataka,580,Yadgir,4.3,.31,118,147
3_29_581_0,2001,Total,3,India,29,Karnataka,581,Kolar,4.800000000000001,.11,104,112
3_29_582_0,2001,Total,3,India,29,Karnataka,582,Chikkaballapura,.1,.11,113,104
3_29_583_0,2001,Total,3,India,29,Karnataka,583,Bangalore Rural,.4,.11,116,125
3_29_584_0,2001,Total,3,India,29,Karnataka,584,Ramanagara,4.600000000000001,.12,107,126
3_2_23_0,2001,Total,3,India,2,Himachal Pradesh,23,Chamba,34.2,.14,106,95.90000000000001
3_2_24_0,2001,Total,3,India,2,Himachal Pradesh,24,Kangra,23.9,.27,110,140
3_2_25_0,2001,Total,3,India,2,Himachal Pradesh,25,Lahul & Spiti,5.4,.28,106,38.1
3_2_26_0,2001,Total,3,India,2,Himachal Pradesh,26,Kullu,53.1,.12,110,63.3
3_2_27_0,2001,Total,3,India,2,Himachal Pradesh,27,Mandi,27.2,.2,112,100
3_2_28_0,2001,Total,3,India,2,Himachal Pradesh,28,Hamirpur,23.7,.28,114,126
3_2_29_0,2001,Total,3,India,2,Himachal Pradesh,29,Una,19.8,.33,114,167
3_2_30_0,2001,Total,3,India,2,Himachal Pradesh,30,Bilaspur,23.7,.3,114,156
3_2_31_0,2001,Total,3,India,2,Himachal Pradesh,31,Solan,21.2,.27,114,179
3_2_32_0,2001,Total,3,India,2,Himachal Pradesh,32,Sirmaur,14.8,.21,114,141
3_2_33_0,2001,Total,3,India,2,Himachal Pradesh,33,Shimla,34.2,.12,111,76.90000000000001
3_2_34_0,2001,Total,3,India,2,Himachal Pradesh,34,Kinnaur,50.2,.13,110,40.40000000000001
3_30_585_0,2001,Total,3,India,30,Goa,585,North Goa,25.9,.23,106,110
3_30_586_0,2001,Total,3,India,30,Goa,586,South Goa,27.4,.23,108,112
3_31_587_0,2001,Total,3,India,31,Lakshadweep,587,Lakshadweep,59.2,.29,94.60000000000001,41.3
3_32_588_0,2001,Total,3,India,32,Kerala,588,Kasaragod,34.9,.23,108,76.10000000000001
3_32_589_0,2001,Total,3,India,32,Kerala,589,Kannur,58.5,.24,105,84
3_32_590_0,2001,Total,3,India,32,Kerala,590,Wayanad,73.8,.17,105,76.40000000000001
3_32_591_0,2001,Total,3,India,32,Kerala,591,Kozhikode,30,.32,101,89.80000000000001
3_32_592_0,2001,Total,3,India,32,Kerala,592,Malappuram,47,.26,105,103
3_32_593_0,2001,Total,3,India,32,Kerala,593,Palakkad,46.2,.22,106,119
3_32_594_0,2001,Total,3,India,32,Kerala,594,Thrissur,28.4,.23,105,104
3_32_595_0,2001,Total,3,India,32,Kerala,595,Ernakulam,55.8,.25,102,116
3_32_596_0,2001,Total,3,India,32,Kerala,596,Idukki,76.80000000000001,.14,97.10000000000001,95
3_32_597_0,2001,Total,3,India,32,Kerala,597,Kottayam,71,.25,92.60000000000001,111
3_32_598_0,2001,Total,3,India,32,Kerala,598,Alappuzha,26.6,.37,92.60000000000001,105
3_32_599_0,2001,Total,3,India,32,Kerala,599,Pathanamthitta,76.5,.17,94.5,104
3_32_600_0,2001,Total,3,India,32,Kerala,600,Kollam,54.90000000000001,.19,93.10000000000001,88.90000000000001
3_32_601_0,2001,Total,3,India,32,Kerala,601,Thiruvananthapuram,33,.19,93.60000000000001,84.2
3_33_602_0,2001,Total,3,India,33,Tamil Nadu,602,Thiruvallur,7.100000000000001,.29,97.5,158
3_33_603_0,2001,Total,3,India,33,Tamil Nadu,603,Chennai,1.2,.4,92.80000000000001,208
3_33_604_0,2001,Total,3,India,33,Tamil Nadu,604,Kancheepuram,2.2,.32,95.2,137
3_33_605_0,2001,Total,3,India,33,Tamil Nadu,605,Vellore,18.4,.22,100,121
3_33_606_0,2001,Total,3,India,33,Tamil Nadu,606,Tiruvannamalai,16.4,.24,99.10000000000001,122
3_33_607_0,2001,Total,3,India,33,Tamil Nadu,607,Viluppuram,8,.26,96.90000000000001,142
3_33_608_0,2001,Total,3,India,33,Tamil Nadu,608,Salem,16.2,.18,97.2,148
3_33_609_0,2001,Total,3,India,33,Tamil Nadu,609,Namakkal,10.9,.19,97.10000000000001,137
3_33_610_0,2001,Total,3,India,33,Tamil Nadu,610,Erode,22.1,.16,100,131
3_33_611_0,2001,Total,3,India,33,Tamil Nadu,611,The Nilgiris,52.6,.14,107,94.80000000000001
3_33_612_0,2001,Total,3,India,33,Tamil Nadu,612,Dindigul,14.3,.16,98.7,104
3_33_613_0,2001,Total,3,India,33,Tamil Nadu,613,Karur,3.7,.21,97.60000000000001,126
3_33_614_0,2001,Total,3,India,33,Tamil Nadu,614,Tiruchirappalli,8.300000000000001,.21,96.5,126
3_33_615_0,2001,Total,3,India,33,Tamil Nadu,615,Perambalur,5.9,.29,96,144
3_33_616_0,2001,Total,3,India,33,Tamil Nadu,616,Ariyalur,2.4,.27,95.40000000000001,161
3_33_617_0,2001,Total,3,India,33,Tamil Nadu,617,Cuddalore,6.300000000000001,.3,95.60000000000001,192
3_33_618_0,2001,Total,3,India,33,Tamil Nadu,618,Nagapattinam,7,.32,94.7,111
3_33_619_0,2001,Total,3,India,33,Tamil Nadu,619,Thiruvarur,6.7,.28,94.10000000000001,101
3_33_620_0,2001,Total,3,India,33,Tamil Nadu,620,Thanjavur,5.2,.25,94.5,109
3_33_621_0,2001,Total,3,India,33,Tamil Nadu,621,Pudukkottai,1.2,.2,95.7,103
3_33_622_0,2001,Total,3,India,33,Tamil Nadu,622,Sivaganga,1.3,.2,91,110
3_33_623_0,2001,Total,3,India,33,Tamil Nadu,623,Madurai,4.100000000000001,.23,95.2,126
3_33_624_0,2001,Total,3,India,33,Tamil Nadu,624,Theni,26.2,.17,98.10000000000001,101
3_33_625_0,2001,Total,3,India,33,Tamil Nadu,625,Virudhunagar,9.9,.32,93.80000000000001,120
3_33_626_0,2001,Total,3,India,33,Tamil Nadu,626,Ramanathapuram,.9,.32,88.40000000000001,107
3_33_627_0,2001,Total,3,India,33,Tamil Nadu,627,Thoothukkudi,2.5,.33,93,126
3_33_628_0,2001,Total,3,India,33,Tamil Nadu,628,Tirunelveli,16.4,.21,95.90000000000001,98.10000000000001
3_33_629_0,2001,Total,3,India,33,Tamil Nadu,629,Kanniyakumari,50,.17,95.2,93.7
3_33_630_0,2001,Total,3,India,33,Tamil Nadu,630,Dharmapuri,12,.18,101,125
3_33_631_0,2001,Total,3,India,33,Tamil Nadu,631,Krishnagiri,11.1,.16,103,124
3_33_632_0,2001,Total,3,India,33,Tamil Nadu,632,Coimbatore,31.8,.18,103,119
3_33_633_0,2001,Total,3,India,33,Tamil Nadu,633,Tiruppur,7,.2,99.60000000000001,115
3_34_634_0,2001,Total,3,India,34,Puducherry,634,Yanam,16.4,.37,105,104
3_34_635_0,2001,Total,3,India,34,Puducherry,635,Puducherry,6.7,.3,95.80000000000001,153
3_34_636_0,2001,Total,3,India,34,Puducherry,636,Mahe,21.5,.32,101,86.7
3_34_637_0,2001,Total,3,India,34,Puducherry,637,Karaikal,3.5,.29,94.10000000000001,99.2
3_35_638_0,2001,Total,3,India,35,Andaman & Nicobar Islands,638,Nicobars,59,.15,89.90000000000001,32.1
3_35_639_0,2001,Total,3,India,35,Andaman & Nicobar Islands,639,North  & Middle Andaman,54.2,.13,90.90000000000001,36.9
3_35_640_0,2001,Total,3,India,35,Andaman & Nicobar Islands,640,South Andaman,40.5,.12,90.90000000000001,36.4
3_3_35_0,2001,Total,3,India,3,Punjab,35,Gurdaspur,13.6,.47,116,209
3_3_36_0,2001,Total,3,India,3,Punjab,36,Kapurthala,11.9,.5600000000000001,116,248
3_3_37_0,2001,Total,3,India,3,Punjab,37,Jalandhar,10.5,.54,116,248
3_3_38_0,2001,Total,3,India,3,Punjab,38,Hoshiarpur,13.9,.44,116,202
3_3_39_0,2001,Total,3,India,3,Punjab,39,Shahid Bhagat Singh Nagar,17.1,.46,115,216
3_3_40_0,2001,Total,3,India,3,Punjab,40,Fatehgarh Sahib,23.4,.5,115,246
3_3_41_0,2001,Total,3,India,3,Punjab,41,Ludhiana,20.1,.54,112,275
3_3_42_0,2001,Total,3,India,3,Punjab,42,Moga,14.2,.58,111,268
3_3_43_0,2001,Total,3,India,3,Punjab,43,Firozpur,8.6,.6,109,241
3_3_44_0,2001,Total,3,India,3,Punjab,44,Muktsar,9.200000000000001,.58,109,247
3_3_45_0,2001,Total,3,India,3,Punjab,45,Faridkot,12.2,.59,109,265
3_3_46_0,2001,Total,3,India,3,Punjab,46,Bathinda,9.4,.58,109,289
3_3_47_0,2001,Total,3,India,3,Punjab,47,Mansa,10.3,.5700000000000001,107,263
3_3_48_0,2001,Total,3,India,3,Punjab,48,Patiala,22.3,.52,115,233
3_3_49_0,2001,Total,3,India,3,Punjab,49,Amritsar,9.4,.5700000000000001,113,267
3_3_50_0,2001,Total,3,India,3,Punjab,50,Tarn Taran,10.7,.59,112,287
3_3_51_0,2001,Total,3,India,3,Punjab,51,Rupnagar,22.3,.42,115,208
3_3_52_0,2001,Total,3,India,3,Punjab,52,Sahibzada Ajit Singh Nagar,11.8,.47,115,232
3_3_53_0,2001,Total,3,India,3,Punjab,53,Sangrur,20.4,.55,111,263
3_3_54_0,2001,Total,3,India,3,Punjab,54,Barnala,17.7,.5600000000000001,111,283
3_4_55_0,2001,Total,3,India,4,Chandigarh,55,Chandigarh,8.800000000000001,.42,115,237
3_5_56_0,2001,Total,3,India,5,Uttarakhand,56,Uttarkashi,30.7,.12,107,60.2
3_5_57_0,2001,Total,3,India,5,Uttarakhand,57,Chamoli,45.6,.18,104,44.1
3_5_58_0,2001,Total,3,India,5,Uttarakhand,58,Rudraprayag,39.7,.16,106,75
3_5_59_0,2001,Total,3,India,5,Uttarakhand,59,Tehri Garhwal,22.7,.2,108,103
3_5_60_0,2001,Total,3,India,5,Uttarakhand,60,Dehradun,26.9,.25,112,124
3_5_61_0,2001,Total,3,India,5,Uttarakhand,61,Garhwal,29,.23,105,112
3_5_62_0,2001,Total,3,India,5,Uttarakhand,62,Pithoragarh,43.7,.19,105,56.5
3_5_63_0,2001,Total,3,India,5,Uttarakhand,63,Bageshwar,27.8,.16,103,87.30000000000001
3_5_64_0,2001,Total,3,India,5,Uttarakhand,64,Almora,19.2,.2,102,78.2
3_5_65_0,2001,Total,3,India,5,Uttarakhand,65,Champawat,32.7,.22,104,82.2
3_5_66_0,2001,Total,3,India,5,Uttarakhand,66,Nainital,27.8,.26,102,104
3_5_67_0,2001,Total,3,India,5,Uttarakhand,67,Udham Singh Nagar,25.9,.4,105,149
3_5_68_0,2001,Total,3,India,5,Uttarakhand,68,Hardwar,16,.45,108,178
3_6_69_0,2001,Total,3,India,6,Haryana,69,Panchkula,11.3,.35,115,225
3_6_70_0,2001,Total,3,India,6,Haryana,70,Ambala,10,.5,115,212
3_6_71_0,2001,Total,3,India,6,Haryana,71,Yamunanagar,11.4,.47,114,201
3_6_72_0,2001,Total,3,India,6,Haryana,72,Kurukshetra,17.3,.54,114,214
3_6_73_0,2001,Total,3,India,6,Haryana,73,Kaithal,17.6,.5600000000000001,112,220
3_6_74_0,2001,Total,3,India,6,Haryana,74,Karnal,17.9,.5600000000000001,111,231
3_6_75_0,2001,Total,3,India,6,Haryana,75,Panipat,14,.61,111,296
3_6_76_0,2001,Total,3,India,6,Haryana,76,Sonipat,10.3,.6,109,283
3_6_77_0,2001,Total,3,India,6,Haryana,77,Jind,12.4,.55,111,228
3_6_78_0,2001,Total,3,India,6,Haryana,78,Fatehabad,8.6,.55,106,235
3_6_79_0,2001,Total,3,India,6,Haryana,79,Sirsa,3.7,.52,106,223
3_6_80_0,2001,Total,3,India,6,Haryana,80,Hisar,4.7,.51,107,236
3_6_81_0,2001,Total,3,India,6,Haryana,81,Bhiwani,1.1,.48,104,193
3_6_82_0,2001,Total,3,India,6,Haryana,82,Rohtak,5.100000000000001,.58,106,247
3_6_83_0,2001,Total,3,India,6,Haryana,83,Jhajjar,3.7,.55,104,271
3_6_84_0,2001,Total,3,India,6,Haryana,84,Mahendragarh,.7000000000000001,.41,104,180
3_6_85_0,2001,Total,3,India,6,Haryana,85,Rewari,.9,.45,104,223
3_6_86_0,2001,Total,3,India,6,Haryana,86,Gurgaon,4,.53,105,360
3_6_87_0,2001,Total,3,India,6,Haryana,87,Mewat,3,.47,104,262
3_6_88_0,2001,Total,3,India,6,Haryana,88,Faridabad,7.5,.65,107,559
3_6_89_0,2001,Total,3,India,6,Haryana,89,Palwal,10.7,.54,105,316
3_7_90_0,2001,Total,3,India,7,NCT Of Delhi,90,North West,9.800000000000001,.64,106,470
3_7_91_0,2001,Total,3,India,7,NCT Of Delhi,91,North,6.7,.6800000000000001,107,591
3_7_92_0,2001,Total,3,India,7,NCT Of Delhi,92,North East,6.600000000000001,.6800000000000001,107,678
3_7_93_0,2001,Total,3,India,7,NCT Of Delhi,93,East,4.4,.6800000000000001,107,708
3_7_94_0,2001,Total,3,India,7,NCT Of Delhi,94,New Delhi,4.4,.6900000000000001,107,642
3_7_95_0,2001,Total,3,India,7,NCT Of Delhi,95,Central,5.100000000000001,.6800000000000001,107,652
3_7_96_0,2001,Total,3,India,7,NCT Of Delhi,96,West,6.300000000000001,.65,106,600
3_7_97_0,2001,Total,3,India,7,NCT Of Delhi,97,South West,6.800000000000001,.67,106,495
3_7_98_0,2001,Total,3,India,7,NCT Of Delhi,98,South,4.3,.71,107,580
3_8_100_0,2001,Total,3,India,8,Rajasthan,100,Hanumangarh,.8,.49,106,203
3_8_101_0,2001,Total,3,India,8,Rajasthan,101,Bikaner,0,.43,105,112
3_8_102_0,2001,Total,3,India,8,Rajasthan,102,Churu,0,.38,105,137
3_8_103_0,2001,Total,3,India,8,Rajasthan,103,Jhunjhunun,0,.34,105,153
3_8_104_0,2001,Total,3,India,8,Rajasthan,104,Alwar,2.6,.37,101,194
3_8_105_0,2001,Total,3,India,8,Rajasthan,105,Bharatpur,2.1,.43,102,205
3_8_106_0,2001,Total,3,India,8,Rajasthan,106,Dhaulpur,3,.39,98.7,176
3_8_107_0,2001,Total,3,India,8,Rajasthan,107,Karauli,1.1,.33,99.40000000000001,157
3_8_108_0,2001,Total,3,India,8,Rajasthan,108,Sawai Madhopur,1.6,.35,99.7,159
3_8_109_0,2001,Total,3,India,8,Rajasthan,109,Dausa,1.1,.31,100,173
3_8_110_0,2001,Total,3,India,8,Rajasthan,110,Jaipur,1.6,.28,103,163
3_8_111_0,2001,Total,3,India,8,Rajasthan,111,Sikar,.2,.32,107,145
3_8_112_0,2001,Total,3,India,8,Rajasthan,112,Nagaur,0,.31,107,132
3_8_113_0,2001,Total,3,India,8,Rajasthan,113,Jodhpur,0,.37,105,112
3_8_114_0,2001,Total,3,India,8,Rajasthan,114,Jaisalmer,0,.48,106,94.7
3_8_115_0,2001,Total,3,India,8,Rajasthan,115,Barmer,0,.42,102,99.2
3_8_116_0,2001,Total,3,India,8,Rajasthan,116,Jalor,0,.36,97.40000000000001,124
3_8_117_0,2001,Total,3,India,8,Rajasthan,117,Sirohi,2.4,.24,96.7,153
3_8_118_0,2001,Total,3,India,8,Rajasthan,118,Pali,.2,.32,101,136
3_8_119_0,2001,Total,3,India,8,Rajasthan,119,Ajmer,.5,.31,104,153
3_8_120_0,2001,Total,3,India,8,Rajasthan,120,Tonk,5.7,.35,101,152
3_8_121_0,2001,Total,3,India,8,Rajasthan,121,Bundi,2.5,.36,99.30000000000001,185
3_8_122_0,2001,Total,3,India,8,Rajasthan,122,Bhilwara,1.2,.32,100,154
3_8_123_0,2001,Total,3,India,8,Rajasthan,123,Rajsamand,2.1,.25,99.5,141
3_8_124_0,2001,Total,3,India,8,Rajasthan,124,Dungarpur,3.9,.26,95.80000000000001,158
3_8_125_0,2001,Total,3,India,8,Rajasthan,125,Banswara,3.5,.29,95.40000000000001,156
3_8_126_0,2001,Total,3,India,8,Rajasthan,126,Chittaurgarh,5.2,.27,97.5,192
