id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ntl_pc,ntl_a
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,4.800000000000001,2.9
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,4.2,14.1
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,5.100000000000001,1.8
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,5.2,1.9
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,9.1,12.9
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,1.8,.47
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,1.9,.55
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,4.3,11.4
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,.3,.09
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,.33,.09
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,1.9,1.1
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,14.3,4.4
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,14.2,4.800000000000001
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,13.3,26.5
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,54.2,18.4
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,48.90000000000001,18.6
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,9.700000000000001,31.2
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,20,8.6
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,19.7,8.700000000000001
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,8.700000000000001,15.8
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,7.2,2.1
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,7.2,2.5
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,7.2,17.8
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,14.7,4.4
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,14.5,4.5
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,8.6,11.6
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,9.300000000000001,.53
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,8.9,.55
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,4.5,6.2
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,18.1,.5600000000000001
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,16.1,.62
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,8.300000000000001,13.1
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,6.7,2.5
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,6.600000000000001,2.7
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,5.7,23.7
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,5.9,3.2
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,6,3.4
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,8.1,17
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,8.200000000000001,2.6
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,8.1,2.7
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,7,13.5
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,8.5,3.1
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,8.700000000000001,3.3
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,12.8,17.6
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,6.100000000000001,2.2
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,6.2,2.2
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,23.8,8.300000000000001
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,10.5,3.4
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,10.6,3.5
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,10.8,10.1
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,13.4,9.300000000000001
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,9.800000000000001,11.6
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,5.7,35.7
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,4.2,2.8
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,4.2,2.8
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,5.300000000000001,11.4
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,1.8,.8300000000000001
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,1.8,.8300000000000001
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,,
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,6.100000000000001,2.5
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,6.100000000000001,2.5
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,6.9,9
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,4.7,2.4
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,4.800000000000001,2.4
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,17,8.800000000000001
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,14.9,4.4
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,14.5,5.100000000000001
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,12.5,37.2
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,5.7,3.1
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,5.800000000000001,3.4
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,6.4,20.1
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,2.7,2.4
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,2.8,2.6
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,7.300000000000001,18.8
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,2.9,2.5
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,3.1,2.8
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,5.4,17.3
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,4.600000000000001,2
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,4.5,2.1
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,3.5,13.6
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,3.7,3.1
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,4,3.4
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,11.2,54.6
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,4.7,4.600000000000001
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,4.800000000000001,4.9
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,8.1,19.1
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,9.300000000000001,5.9
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,9.300000000000001,6
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,8.9,20.1
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,10.4,7.7
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,11.9,12.3
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,14.5,49.7
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,6,6.800000000000001
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,5.9,7.600000000000001
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,5.300000000000001,23.5
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,5,6.4
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,6,12.9
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,7,64.10000000000001
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,8.4,10.1
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,9.200000000000001,14.3
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,11.5,74.2
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,8.9,4.2
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,9,4.3
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,10.8,26.2
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,4.100000000000001,1.9
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,4.4,2.1
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,8.4,20.2
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,4.9,9.9
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,7.4,25.8
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,9.800000000000001,110
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,8.4,212
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,8.4,212
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,3.5,2.6
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,3.9,3.5
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,5.4,44.7
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,4.3,2.9
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,4.600000000000001,3.3
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,9.1,22.8
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,5.600000000000001,4.7
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,7.5,6.600000000000001
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,26.4,48.8
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,0,0
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,0,0
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,0,0
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,3.7,5.9
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,4.4,7.9
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,4.600000000000001,8.4
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,.75,.09
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,.74,.09
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,.5,.24
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,1.7,.62
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,1.7,.75
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,1.9,3.8
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,0,0
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,0,0
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,0,0
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,.21,.03
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,.33,.06
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,.9400000000000001,.96
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,0,0
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,0,0
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,0,0
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,6.300000000000001,.25
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,6.5,.27
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,13.7,7.300000000000001
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,16.1,.5700000000000001
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,15.3,.6
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,8.5,3.4
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,10.1,.17
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,10.9,.18
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,109,6
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,20.9,1.8
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,20.7,2.1
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,20,22.9
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,2.3,.75
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,3.2,1.4
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,5,9.600000000000001
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,22.7,1.4
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,22.1,1.6
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,17.4,15.6
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,16.7,11.2
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,18.7,14.9
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,27,91.80000000000001
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,11.1,8.700000000000001
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,11.2,9.700000000000001
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,11.8,21.8
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),.79,.01
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),.79,.01
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),1.2,.02
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),1.2,.02
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),78.2,5.100000000000001
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),78.2,5.100000000000001
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,.6,.01
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,.6,.01
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,0,0
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,2.6,.18
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,2.6,.25
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,2.7,9.9
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,13.2,1.2
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,12.8,1.3
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,8.5,8
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,16.8,3.7
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,17.3,4.100000000000001
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,21.1,17.1
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,.71,.22
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,.89,.33
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,1.8,3.5
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,0,0
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,0,0
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,0,0
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,.5600000000000001,.17
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,.65,.21
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,4.7,8.9
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,2.4,.54
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,2.4,.5600000000000001
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,2.4,5.7
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,2.2,.6800000000000001
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,3.1,1
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,9.4,9.1
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,2.4,.63
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,2.6,.71
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,11.4,24.1
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,2.3,.89
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,3.3,1.5
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,8.800000000000001,22.3
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,2,.96
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,2,1
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,5.5,13.5
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,.87,.48
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,.92,.52
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,2.8,7.600000000000001
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,1.2,.5700000000000001
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,1.3,.62
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,4.9,11.5
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,10.5,9.200000000000001
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,12.2,15.1
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,14.6,49.40000000000001
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,7.100000000000001,3.9
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,10.1,7.9
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,14.6,37.4
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,1.2,.29
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,1.3,.35
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,2.8,5.800000000000001
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,8.700000000000001,2.3
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,15.1,6.5
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,24,93.7
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,.77,.24
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,.88,.29
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,4.5,5.9
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,.47,.07
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,.5600000000000001,.09
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,8.700000000000001,3.5
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,4.600000000000001,1.2
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,5,1.4
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,8.700000000000001,19.4
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,14.9,6.2
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,14.7,8
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,14.3,21.4
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,.88,.29
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,.99,.33
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,6,6.600000000000001
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,2.8,1.1
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,3.2,1.4
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,8.700000000000001,20.3
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,4.5,1.3
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,6.100000000000001,2.5
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,9,28.2
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,.76,.2
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,1,.27
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,6,7.2
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,.25,.04
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,.44,.07
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,5.600000000000001,11.5
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,.29,.06
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,.47,.1
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,5,3.7
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,2.3,.52
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,2.7,.64
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,11.6,9.1
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,8.6,2.5
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,9.800000000000001,3.6
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,13.9,47.7
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,5.600000000000001,1
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,5.9,1.2
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,12.8,17.5
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,15,2.8
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,16.2,4.5
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,18.1,24.6
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,7,.96
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,8.4,1.4
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,14.3,20.5
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,1.5,.19
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,1.6,.22
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,11.6,5.800000000000001
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,8,1.1
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,11.5,2.1
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,19.8,48.6
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,4.800000000000001,.85
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,5.5,1.1
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,10,12.6
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,5.600000000000001,1.1
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,5.9,1.2
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,11.9,19.5
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,6.600000000000001,3.7
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,6.7,4
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,8.200000000000001,15.1
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,6.4,2
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,6.300000000000001,2.2
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,5.9,8.200000000000001
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,4.100000000000001,1.8
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,4.2,2
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,5.4,10.1
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,6.100000000000001,3.8
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,7.800000000000001,5.2
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,24,47.40000000000001
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,5.800000000000001,2.8
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,8.5,5.300000000000001
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,16.1,49.5
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,6.7,3.3
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,6.7,3.5
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,7.9,13.1
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,7,1.5
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,7.300000000000001,1.6
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,10.4,13.7
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,12.7,2.7
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,14.2,3.2
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,33.4,31.6
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,2.3,.5600000000000001
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,2.5,.63
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,9.800000000000001,9.200000000000001
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,6.100000000000001,3.3
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,9.1,7.5
