id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ntl_pc,ntl_a
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,13.8,58.1
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,3.8,1.6
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,4.3,2
3_21_387_0,2001,Urban,3,India,21,Odisha,387,Puri,9.300000000000001,19.1
3_21_388_0,2001,Rural,3,India,21,Odisha,388,Ganjam,5.300000000000001,1.8
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,5.5,2.1
3_21_388_0,2001,Urban,3,India,21,Odisha,388,Ganjam,6.7,16.6
3_21_389_0,2001,Rural,3,India,21,Odisha,389,Gajapati,1.7,.33
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,1.9,.39
3_21_389_0,2001,Urban,3,India,21,Odisha,389,Gajapati,6.4,9.700000000000001
3_21_390_0,2001,Rural,3,India,21,Odisha,390,Kandhamal,3.3,.23
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,3.6,.27
3_21_390_0,2001,Urban,3,India,21,Odisha,390,Kandhamal,8,11.3
3_21_391_0,2001,Rural,3,India,21,Odisha,391,Baudh,1,.15
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,1.1,.17
3_21_391_0,2001,Urban,3,India,21,Odisha,391,Baudh,2.7,10.6
3_21_392_0,2001,Rural,3,India,21,Odisha,392,Subarnapur,1.6,.33
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,2.1,.45
3_21_392_0,2001,Urban,3,India,21,Odisha,392,Subarnapur,16.7,6
3_21_393_0,2001,Rural,3,India,21,Odisha,393,Balangir,3.4,.77
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,3.8,.92
3_21_393_0,2001,Urban,3,India,21,Odisha,393,Balangir,10,14
3_21_394_0,2001,Rural,3,India,21,Odisha,394,Nuapada,1.7,.3
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,1.9,.34
3_21_394_0,2001,Urban,3,India,21,Odisha,394,Nuapada,13,6
3_21_395_0,2001,Rural,3,India,21,Odisha,395,Kalahandi,3,.58
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,3.3,.67
3_21_395_0,2001,Urban,3,India,21,Odisha,395,Kalahandi,11,12.3
3_21_396_0,2001,Rural,3,India,21,Odisha,396,Rayagada,3.8,.43
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,4.2,.51
3_21_396_0,2001,Urban,3,India,21,Odisha,396,Rayagada,9.600000000000001,13
3_21_397_0,2001,Rural,3,India,21,Odisha,397,Nabarangapur,.97,.26
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,1.2,.33
3_21_397_0,2001,Urban,3,India,21,Odisha,397,Nabarangapur,12.1,9.800000000000001
3_21_398_0,2001,Rural,3,India,21,Odisha,398,Koraput,4,.58
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,5.4,.91
3_21_398_0,2001,Urban,3,India,21,Odisha,398,Koraput,13.7,12.9
3_21_399_0,2001,Rural,3,India,21,Odisha,399,Malkangiri,3.9,.29
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,4.7,.36
3_21_399_0,2001,Urban,3,India,21,Odisha,399,Malkangiri,29,12
3_22_400_0,2001,Rural,3,India,22,Chhattisgarh,400,Koriya,9.700000000000001,.53
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,11.1,.8
3_22_400_0,2001,Urban,3,India,22,Chhattisgarh,400,Koriya,15.6,13.2
3_22_401_0,2001,Rural,3,India,22,Chhattisgarh,401,Surguja,2.3,.26
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,2.6,.32
3_22_401_0,2001,Urban,3,India,22,Chhattisgarh,401,Surguja,11.8,16.5
3_22_402_0,2001,Rural,3,India,22,Chhattisgarh,402,Jashpur,1.1,.14
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,1.4,.19
3_22_402_0,2001,Urban,3,India,22,Chhattisgarh,402,Jashpur,17.4,8.200000000000001
3_22_403_0,2001,Rural,3,India,22,Chhattisgarh,403,Raigarh,8.1,1.2
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,8.5,1.3
3_22_403_0,2001,Urban,3,India,22,Chhattisgarh,403,Raigarh,12.8,16.5
3_22_404_0,2001,Rural,3,India,22,Chhattisgarh,404,Korba,8.1,1.2
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,14.2,2.7
3_22_404_0,2001,Urban,3,India,22,Chhattisgarh,404,Korba,34.4,36.7
3_22_405_0,2001,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,5.100000000000001,1.6
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,5.7,1.9
3_22_405_0,2001,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,12.4,12.1
3_22_406_0,2001,Rural,3,India,22,Chhattisgarh,406,Bilaspur,5,1.1
3_22_406_0,2001,Total,3,India,22,Chhattisgarh,406,Bilaspur,6.800000000000001,1.7
3_22_406_0,2001,Urban,3,India,22,Chhattisgarh,406,Bilaspur,16,23.1
3_22_407_0,2001,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,2.8,.33
3_22_407_0,2001,Total,3,India,22,Chhattisgarh,407,Kabeerdham,3.2,.4
3_22_407_0,2001,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,11.9,9
3_22_408_0,2001,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,5.300000000000001,.8200000000000001
3_22_408_0,2001,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,6.100000000000001,1.1
3_22_408_0,2001,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,10.5,14.8
3_22_409_0,2001,Rural,3,India,22,Chhattisgarh,409,Durg,10.8,2.7
3_22_409_0,2001,Total,3,India,22,Chhattisgarh,409,Durg,13.8,5
3_22_409_0,2001,Urban,3,India,22,Chhattisgarh,409,Durg,19.4,50.3
3_22_410_0,2001,Rural,3,India,22,Chhattisgarh,410,Raipur,10.8,1.9
3_22_410_0,2001,Total,3,India,22,Chhattisgarh,410,Raipur,13,3
3_22_410_0,2001,Urban,3,India,22,Chhattisgarh,410,Raipur,19.7,50.40000000000001
3_22_411_0,2001,Rural,3,India,22,Chhattisgarh,411,Mahasamund,2.7,.6
3_22_411_0,2001,Total,3,India,22,Chhattisgarh,411,Mahasamund,3,.7000000000000001
3_22_411_0,2001,Urban,3,India,22,Chhattisgarh,411,Mahasamund,7.9,10
3_22_412_0,2001,Rural,3,India,22,Chhattisgarh,412,Dhamtari,7,1.1
3_22_412_0,2001,Total,3,India,22,Chhattisgarh,412,Dhamtari,7.600000000000001,1.4
3_22_412_0,2001,Urban,3,India,22,Chhattisgarh,412,Dhamtari,13,20.6
3_22_413_0,2001,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,2,.2
3_22_413_0,2001,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,2.2,.23
3_22_413_0,2001,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,9.200000000000001,12.9
3_22_414_0,2001,Rural,3,India,22,Chhattisgarh,414,Bastar,1.7,.17
3_22_414_0,2001,Total,3,India,22,Chhattisgarh,414,Bastar,2.6,.29
3_22_414_0,2001,Urban,3,India,22,Chhattisgarh,414,Bastar,11.3,21.8
3_22_415_0,2001,Rural,3,India,22,Chhattisgarh,415,Narayanpur,4.7,.05
3_22_415_0,2001,Total,3,India,22,Chhattisgarh,415,Narayanpur,4.7,.05
3_22_415_0,2001,Urban,3,India,22,Chhattisgarh,415,Narayanpur,,
3_22_416_0,2001,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,7.7,.29
3_22_416_0,2001,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,9.200000000000001,.35
3_22_416_0,2001,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,125,9.600000000000001
3_22_417_0,2001,Rural,3,India,22,Chhattisgarh,417,Bijapur,.58,.01
3_22_417_0,2001,Total,3,India,22,Chhattisgarh,417,Bijapur,.58,.01
3_22_417_0,2001,Urban,3,India,22,Chhattisgarh,417,Bijapur,,
3_23_418_0,2001,Rural,3,India,23,Madhya Pradesh,418,Sheopur,5.9,.7000000000000001
3_23_418_0,2001,Total,3,India,23,Madhya Pradesh,418,Sheopur,6.4,.8
3_23_418_0,2001,Urban,3,India,23,Madhya Pradesh,418,Sheopur,13.7,12.9
3_23_419_0,2001,Rural,3,India,23,Madhya Pradesh,419,Morena,13.2,3.1
3_23_419_0,2001,Total,3,India,23,Madhya Pradesh,419,Morena,12.8,3.4
3_23_419_0,2001,Urban,3,India,23,Madhya Pradesh,419,Morena,10.7,17.4
3_23_420_0,2001,Rural,3,India,23,Madhya Pradesh,420,Bhind,11.7,3.1
3_23_420_0,2001,Total,3,India,23,Madhya Pradesh,420,Bhind,12,3.5
3_23_420_0,2001,Urban,3,India,23,Madhya Pradesh,420,Bhind,14.3,11.8
3_23_421_0,2001,Rural,3,India,23,Madhya Pradesh,421,Gwalior,23.4,5.100000000000001
3_23_421_0,2001,Total,3,India,23,Madhya Pradesh,421,Gwalior,22.4,8.4
3_23_421_0,2001,Urban,3,India,23,Madhya Pradesh,421,Gwalior,21.2,61.2
3_23_422_0,2001,Rural,3,India,23,Madhya Pradesh,422,Datia,24.2,4.800000000000001
3_23_422_0,2001,Total,3,India,23,Madhya Pradesh,422,Datia,24,5.5
3_23_422_0,2001,Urban,3,India,23,Madhya Pradesh,422,Datia,22.5,25.4
3_23_423_0,2001,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,11.2,1.3
3_23_423_0,2001,Total,3,India,23,Madhya Pradesh,423,Shivpuri,12.5,1.7
3_23_423_0,2001,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,22.3,20.3
3_23_424_0,2001,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,20.5,4.3
3_23_424_0,2001,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,20.8,4.600000000000001
3_23_424_0,2001,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,23.6,10.8
3_23_425_0,2001,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,16.3,2.5
3_23_425_0,2001,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,17.2,2.9
3_23_425_0,2001,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,23.8,10.7
3_23_426_0,2001,Rural,3,India,23,Madhya Pradesh,426,Panna,9,.86
3_23_426_0,2001,Total,3,India,23,Madhya Pradesh,426,Panna,10.4,1.1
3_23_426_0,2001,Urban,3,India,23,Madhya Pradesh,426,Panna,21.8,8
3_23_427_0,2001,Rural,3,India,23,Madhya Pradesh,427,Sagar,18.8,3
3_23_427_0,2001,Total,3,India,23,Madhya Pradesh,427,Sagar,17.5,3.3
3_23_427_0,2001,Urban,3,India,23,Madhya Pradesh,427,Sagar,11.3,19.3
3_23_428_0,2001,Rural,3,India,23,Madhya Pradesh,428,Damoh,19.9,2.3
3_23_428_0,2001,Total,3,India,23,Madhya Pradesh,428,Damoh,19.2,2.5
3_23_428_0,2001,Urban,3,India,23,Madhya Pradesh,428,Damoh,15.1,16.8
3_23_429_0,2001,Rural,3,India,23,Madhya Pradesh,429,Satna,22.1,4.100000000000001
3_23_429_0,2001,Total,3,India,23,Madhya Pradesh,429,Satna,21.9,4.5
3_23_429_0,2001,Urban,3,India,23,Madhya Pradesh,429,Satna,20.4,18
3_23_430_0,2001,Rural,3,India,23,Madhya Pradesh,430,Rewa,13.7,3.2
3_23_430_0,2001,Total,3,India,23,Madhya Pradesh,430,Rewa,14,3.7
3_23_430_0,2001,Urban,3,India,23,Madhya Pradesh,430,Rewa,15.6,14
3_23_431_0,2001,Rural,3,India,23,Madhya Pradesh,431,Umaria,5.800000000000001,.79
3_23_431_0,2001,Total,3,India,23,Madhya Pradesh,431,Umaria,6.600000000000001,.99
3_23_431_0,2001,Urban,3,India,23,Madhya Pradesh,431,Umaria,12.6,8.6
3_23_432_0,2001,Rural,3,India,23,Madhya Pradesh,432,Neemuch,34.5,5.2
3_23_432_0,2001,Total,3,India,23,Madhya Pradesh,432,Neemuch,33.7,5.800000000000001
3_23_432_0,2001,Urban,3,India,23,Madhya Pradesh,432,Neemuch,29.1,20.1
3_23_433_0,2001,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,37.2,7
3_23_433_0,2001,Total,3,India,23,Madhya Pradesh,433,Mandsaur,35.5,7.300000000000001
3_23_433_0,2001,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,22.9,18.2
3_23_434_0,2001,Rural,3,India,23,Madhya Pradesh,434,Ratlam,38.2,6.600000000000001
3_23_434_0,2001,Total,3,India,23,Madhya Pradesh,434,Ratlam,34.6,7.4
3_23_434_0,2001,Urban,3,India,23,Madhya Pradesh,434,Ratlam,22.1,26.2
3_23_435_0,2001,Rural,3,India,23,Madhya Pradesh,435,Ujjain,37.2,7.800000000000001
3_23_435_0,2001,Total,3,India,23,Madhya Pradesh,435,Ujjain,33.1,9.300000000000001
3_23_435_0,2001,Urban,3,India,23,Madhya Pradesh,435,Ujjain,22.9,51.6
3_23_436_0,2001,Rural,3,India,23,Madhya Pradesh,436,Shajapur,35.6,6.7
3_23_436_0,2001,Total,3,India,23,Madhya Pradesh,436,Shajapur,33.8,7
3_23_436_0,2001,Urban,3,India,23,Madhya Pradesh,436,Shajapur,21.8,14
3_23_437_0,2001,Rural,3,India,23,Madhya Pradesh,437,Dewas,31.4,5.100000000000001
3_23_437_0,2001,Total,3,India,23,Madhya Pradesh,437,Dewas,30.6,6
3_23_437_0,2001,Urban,3,India,23,Madhya Pradesh,437,Dewas,27.2,26.4
3_23_438_0,2001,Rural,3,India,23,Madhya Pradesh,438,Dhar,28.6,5.800000000000001
3_23_438_0,2001,Total,3,India,23,Madhya Pradesh,438,Dhar,28,6.2
3_23_438_0,2001,Urban,3,India,23,Madhya Pradesh,438,Dhar,23.5,19
3_23_439_0,2001,Rural,3,India,23,Madhya Pradesh,439,Indore,35.4,10.4
3_23_439_0,2001,Total,3,India,23,Madhya Pradesh,439,Indore,31.4,18.9
3_23_439_0,2001,Urban,3,India,23,Madhya Pradesh,439,Indore,28,125
3_23_440_0,2001,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),28.5,4.800000000000001
3_23_440_0,2001,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),27.4,5
3_23_440_0,2001,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),15.8,22.3
3_23_441_0,2001,Rural,3,India,23,Madhya Pradesh,441,Barwani,23.5,4.100000000000001
3_23_441_0,2001,Total,3,India,23,Madhya Pradesh,441,Barwani,23,4.3
3_23_441_0,2001,Urban,3,India,23,Madhya Pradesh,441,Barwani,16.9,18.8
3_23_442_0,2001,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,42.7,6.5
3_23_442_0,2001,Total,3,India,23,Madhya Pradesh,442,Rajgarh,40.1,6.600000000000001
3_23_442_0,2001,Urban,3,India,23,Madhya Pradesh,442,Rajgarh,19.4,13.3
3_23_443_0,2001,Rural,3,India,23,Madhya Pradesh,443,Vidisha,9.300000000000001,1.2
3_23_443_0,2001,Total,3,India,23,Madhya Pradesh,443,Vidisha,9.600000000000001,1.5
3_23_443_0,2001,Urban,3,India,23,Madhya Pradesh,443,Vidisha,11,14.1
3_23_444_0,2001,Rural,3,India,23,Madhya Pradesh,444,Bhopal,43.3,6.600000000000001
3_23_444_0,2001,Total,3,India,23,Madhya Pradesh,444,Bhopal,28,16.9
3_23_444_0,2001,Urban,3,India,23,Madhya Pradesh,444,Bhopal,23.5,105
3_23_445_0,2001,Rural,3,India,23,Madhya Pradesh,445,Sehore,24.6,4.100000000000001
3_23_445_0,2001,Total,3,India,23,Madhya Pradesh,445,Sehore,23.4,4.4
3_23_445_0,2001,Urban,3,India,23,Madhya Pradesh,445,Sehore,15.6,16.5
3_23_446_0,2001,Rural,3,India,23,Madhya Pradesh,446,Raisen,18.8,2.5
3_23_446_0,2001,Total,3,India,23,Madhya Pradesh,446,Raisen,18.9,2.7
3_23_446_0,2001,Urban,3,India,23,Madhya Pradesh,446,Raisen,19.5,12
3_23_447_0,2001,Rural,3,India,23,Madhya Pradesh,447,Betul,10.9,1.5
3_23_447_0,2001,Total,3,India,23,Madhya Pradesh,447,Betul,11.4,1.7
3_23_447_0,2001,Urban,3,India,23,Madhya Pradesh,447,Betul,16.4,18.4
3_23_448_0,2001,Rural,3,India,23,Madhya Pradesh,448,Harda,35.5,4.3
3_23_448_0,2001,Total,3,India,23,Madhya Pradesh,448,Harda,33.2,4.5
3_23_448_0,2001,Urban,3,India,23,Madhya Pradesh,448,Harda,14.1,14.3
3_23_449_0,2001,Rural,3,India,23,Madhya Pradesh,449,Hoshangabad,28.9,3.6
3_23_449_0,2001,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,26.2,3.9
3_23_449_0,2001,Urban,3,India,23,Madhya Pradesh,449,Hoshangabad,14.3,18.5
3_23_450_0,2001,Rural,3,India,23,Madhya Pradesh,450,Katni,11.7,2.3
3_23_450_0,2001,Total,3,India,23,Madhya Pradesh,450,Katni,13,3.1
3_23_450_0,2001,Urban,3,India,23,Madhya Pradesh,450,Katni,19,32.3
3_23_451_0,2001,Rural,3,India,23,Madhya Pradesh,451,Jabalpur,25.2,6.300000000000001
3_23_451_0,2001,Total,3,India,23,Madhya Pradesh,451,Jabalpur,20.4,8.800000000000001
3_23_451_0,2001,Urban,3,India,23,Madhya Pradesh,451,Jabalpur,14.7,51.3
3_23_452_0,2001,Rural,3,India,23,Madhya Pradesh,452,Narsimhapur,28.6,5.9
3_23_452_0,2001,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,27.8,6.100000000000001
3_23_452_0,2001,Urban,3,India,23,Madhya Pradesh,452,Narsimhapur,18.8,15.7
3_23_453_0,2001,Rural,3,India,23,Madhya Pradesh,453,Dindori,.87,.11
3_23_453_0,2001,Total,3,India,23,Madhya Pradesh,453,Dindori,1.1,.14
3_23_453_0,2001,Urban,3,India,23,Madhya Pradesh,453,Dindori,23.1,5.800000000000001
3_23_454_0,2001,Rural,3,India,23,Madhya Pradesh,454,Mandla,3.8,.5700000000000001
3_23_454_0,2001,Total,3,India,23,Madhya Pradesh,454,Mandla,4.3,.67
3_23_454_0,2001,Urban,3,India,23,Madhya Pradesh,454,Mandla,14,15.1
3_23_455_0,2001,Rural,3,India,23,Madhya Pradesh,455,Chhindwara,16.3,2.4
3_23_455_0,2001,Total,3,India,23,Madhya Pradesh,455,Chhindwara,16,2.7
3_23_455_0,2001,Urban,3,India,23,Madhya Pradesh,455,Chhindwara,14.6,16.2
3_23_456_0,2001,Rural,3,India,23,Madhya Pradesh,456,Seoni,6.9,1
3_23_456_0,2001,Total,3,India,23,Madhya Pradesh,456,Seoni,7.100000000000001,1.1
3_23_456_0,2001,Urban,3,India,23,Madhya Pradesh,456,Seoni,11.7,12.4
3_23_457_0,2001,Rural,3,India,23,Madhya Pradesh,457,Balaghat,7.600000000000001,1.3
3_23_457_0,2001,Total,3,India,23,Madhya Pradesh,457,Balaghat,7.7,1.5
3_23_457_0,2001,Urban,3,India,23,Madhya Pradesh,457,Balaghat,8.300000000000001,10.6
3_23_458_0,2001,Rural,3,India,23,Madhya Pradesh,458,Guna,28.9,3.3
3_23_458_0,2001,Total,3,India,23,Madhya Pradesh,458,Guna,28.1,3.9
3_23_458_0,2001,Urban,3,India,23,Madhya Pradesh,458,Guna,25.2,24.3
3_23_459_0,2001,Rural,3,India,23,Madhya Pradesh,459,Ashoknagar,8,.98
3_23_459_0,2001,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,8.700000000000001,1.2
3_23_459_0,2001,Urban,3,India,23,Madhya Pradesh,459,Ashoknagar,14.1,10.6
3_23_460_0,2001,Rural,3,India,23,Madhya Pradesh,460,Shahdol,7.5,.92
3_23_460_0,2001,Total,3,India,23,Madhya Pradesh,460,Shahdol,9,1.3
3_23_460_0,2001,Urban,3,India,23,Madhya Pradesh,460,Shahdol,16.3,18.9
3_23_461_0,2001,Rural,3,India,23,Madhya Pradesh,461,Anuppur,9.9,1.3
3_23_461_0,2001,Total,3,India,23,Madhya Pradesh,461,Anuppur,14.2,2
3_23_461_0,2001,Urban,3,India,23,Madhya Pradesh,461,Anuppur,45.1,13.9
3_23_462_0,2001,Rural,3,India,23,Madhya Pradesh,462,Sidhi,7.4,1.4
3_23_462_0,2001,Total,3,India,23,Madhya Pradesh,462,Sidhi,7.9,1.6
3_23_462_0,2001,Urban,3,India,23,Madhya Pradesh,462,Sidhi,18.8,10.9
3_23_463_0,2001,Rural,3,India,23,Madhya Pradesh,463,Singrauli,7.9,1.2
3_23_463_0,2001,Total,3,India,23,Madhya Pradesh,463,Singrauli,20.6,3.5
3_23_463_0,2001,Urban,3,India,23,Madhya Pradesh,463,Singrauli,77,46.90000000000001
3_23_464_0,2001,Rural,3,India,23,Madhya Pradesh,464,Jhabua,24.2,3.6
3_23_464_0,2001,Total,3,India,23,Madhya Pradesh,464,Jhabua,23.7,3.7
3_23_464_0,2001,Urban,3,India,23,Madhya Pradesh,464,Jhabua,14.9,13.6
3_23_465_0,2001,Rural,3,India,23,Madhya Pradesh,465,Alirajpur,9.1,1.4
3_23_465_0,2001,Total,3,India,23,Madhya Pradesh,465,Alirajpur,9.4,1.4
3_23_465_0,2001,Urban,3,India,23,Madhya Pradesh,465,Alirajpur,14.6,8.6
3_23_466_0,2001,Rural,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),18.5,3.1
3_23_466_0,2001,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),18.1,3.4
3_23_466_0,2001,Urban,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),15.3,26.1
3_23_467_0,2001,Rural,3,India,23,Madhya Pradesh,467,Burhanpur,22.7,3.4
3_23_467_0,2001,Total,3,India,23,Madhya Pradesh,467,Burhanpur,21.3,3.7
3_23_467_0,2001,Urban,3,India,23,Madhya Pradesh,467,Burhanpur,13.7,17.1
3_24_468_0,2001,Rural,3,India,24,Gujarat,468,Kachchh,61,1.5
3_24_468_0,2001,Total,3,India,24,Gujarat,468,Kachchh,52.90000000000001,1.7
3_24_468_0,2001,Urban,3,India,24,Gujarat,468,Kachchh,32.2,26.2
3_24_469_0,2001,Rural,3,India,24,Gujarat,469,Banas Kantha,23,5.300000000000001
3_24_469_0,2001,Total,3,India,24,Gujarat,469,Banas Kantha,22.4,5.4
3_24_469_0,2001,Urban,3,India,24,Gujarat,469,Banas Kantha,14.2,20.8
3_24_470_0,2001,Rural,3,India,24,Gujarat,470,Patan,26.5,4.5
3_24_470_0,2001,Total,3,India,24,Gujarat,470,Patan,24.3,4.7
3_24_470_0,2001,Urban,3,India,24,Gujarat,470,Patan,11.3,13.9
3_24_471_0,2001,Rural,3,India,24,Gujarat,471,Mahesana,31.1,11.3
3_24_471_0,2001,Total,3,India,24,Gujarat,471,Mahesana,26.6,11.7
3_24_471_0,2001,Urban,3,India,24,Gujarat,471,Mahesana,10.2,19.5
3_24_472_0,2001,Rural,3,India,24,Gujarat,472,Sabar Kantha,27.3,6.100000000000001
3_24_472_0,2001,Total,3,India,24,Gujarat,472,Sabar Kantha,26.2,6.2
3_24_472_0,2001,Urban,3,India,24,Gujarat,472,Sabar Kantha,12.8,14.7
3_24_473_0,2001,Rural,3,India,24,Gujarat,473,Gandhinagar,31.1,15.6
3_24_473_0,2001,Total,3,India,24,Gujarat,473,Gandhinagar,28.7,18.2
3_24_473_0,2001,Urban,3,India,24,Gujarat,473,Gandhinagar,22.1,47.5
3_24_474_0,2001,Rural,3,India,24,Gujarat,474,Ahmadabad,30.4,5.800000000000001
3_24_474_0,2001,Total,3,India,24,Gujarat,474,Ahmadabad,20.4,14.1
3_24_474_0,2001,Urban,3,India,24,Gujarat,474,Ahmadabad,17,110
3_24_475_0,2001,Rural,3,India,24,Gujarat,475,Surendranagar,50.90000000000001,5.7
3_24_475_0,2001,Total,3,India,24,Gujarat,475,Surendranagar,43.2,6.300000000000001
3_24_475_0,2001,Urban,3,India,24,Gujarat,475,Surendranagar,20.8,21.4
3_24_476_0,2001,Rural,3,India,24,Gujarat,476,Rajkot,48.7,8.4
3_24_476_0,2001,Total,3,India,24,Gujarat,476,Rajkot,38.7,10.8
3_24_476_0,2001,Urban,3,India,24,Gujarat,476,Rajkot,24.6,51.7
3_24_477_0,2001,Rural,3,India,24,Gujarat,477,Jamnagar,76.5,8.6
3_24_477_0,2001,Total,3,India,24,Gujarat,477,Jamnagar,62.1,9.800000000000001
3_24_477_0,2001,Urban,3,India,24,Gujarat,477,Jamnagar,30.9,38.5
3_24_478_0,2001,Rural,3,India,24,Gujarat,478,Porbandar,53.90000000000001,7.7
3_24_478_0,2001,Total,3,India,24,Gujarat,478,Porbandar,43.5,9.200000000000001
3_24_478_0,2001,Urban,3,India,24,Gujarat,478,Porbandar,26.4,27.2
3_24_479_0,2001,Rural,3,India,24,Gujarat,479,Junagadh,40.90000000000001,9
3_24_479_0,2001,Total,3,India,24,Gujarat,479,Junagadh,37.1,10.1
3_24_479_0,2001,Urban,3,India,24,Gujarat,479,Junagadh,23.7,34
3_24_480_0,2001,Rural,3,India,24,Gujarat,480,Amreli,40.5,7.4
3_24_480_0,2001,Total,3,India,24,Gujarat,480,Amreli,36.9,7.9
3_24_480_0,2001,Urban,3,India,24,Gujarat,480,Amreli,20.5,18.3
3_24_481_0,2001,Rural,3,India,24,Gujarat,481,Bhavnagar,30.7,7.600000000000001
3_24_481_0,2001,Total,3,India,24,Gujarat,481,Bhavnagar,28.5,8.800000000000001
3_24_481_0,2001,Urban,3,India,24,Gujarat,481,Bhavnagar,21.6,34.8
3_24_482_0,2001,Rural,3,India,24,Gujarat,482,Anand,12.3,7.5
3_24_482_0,2001,Total,3,India,24,Gujarat,482,Anand,12.1,8.6
3_24_482_0,2001,Urban,3,India,24,Gujarat,482,Anand,11.4,20.7
3_24_483_0,2001,Rural,3,India,24,Gujarat,483,Kheda,17.2,8
3_24_483_0,2001,Total,3,India,24,Gujarat,483,Kheda,15.6,8.4
3_24_483_0,2001,Urban,3,India,24,Gujarat,483,Kheda,7.800000000000001,18.6
3_24_484_0,2001,Rural,3,India,24,Gujarat,484,Panch Mahals,12.3,5.300000000000001
3_24_484_0,2001,Total,3,India,24,Gujarat,484,Panch Mahals,12.2,5.600000000000001
3_24_484_0,2001,Urban,3,India,24,Gujarat,484,Panch Mahals,10.6,22.3
3_24_485_0,2001,Rural,3,India,24,Gujarat,485,Dohad,7.100000000000001,2.9
3_24_485_0,2001,Total,3,India,24,Gujarat,485,Dohad,7.100000000000001,3
3_24_485_0,2001,Urban,3,India,24,Gujarat,485,Dohad,6.4,11.3
3_24_486_0,2001,Rural,3,India,24,Gujarat,486,Vadodara,25.2,7.800000000000001
3_24_486_0,2001,Total,3,India,24,Gujarat,486,Vadodara,22.1,11.2
3_24_486_0,2001,Urban,3,India,24,Gujarat,486,Vadodara,17.7,107
3_24_487_0,2001,Rural,3,India,24,Gujarat,487,Narmada,26.9,3.7
3_24_487_0,2001,Total,3,India,24,Gujarat,487,Narmada,25.6,3.8
3_24_487_0,2001,Urban,3,India,24,Gujarat,487,Narmada,7.4,11.8
3_24_488_0,2001,Rural,3,India,24,Gujarat,488,Bharuch,136,31.4
3_24_488_0,2001,Total,3,India,24,Gujarat,488,Bharuch,118,31.6
