id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,yieldvus_all,yieldvus_sel7,yieldvus_sel6,yieldvus_sel1,yieldvus_sel2,yieldvus_sel3,yieldvus_sel4,yieldvus_sel5,yieldp_all,yieldp_sel7,yieldp_sel6,yieldp_sel1,yieldp_sel2,yieldp_sel3,yieldp_sel4,yieldp_sel5
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,.22,,.24,.11,.06,.38,,.14,.8300000000000001,,.98,.48,.13,.91,,.45
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,.37,,.48,.14,,.53,.1,.05,1.4,,2,.6,,1.3,1.7,.15
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,.42,,.16,,,.6,,.16,1.1,,.66,,,1.4,,.52
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,.37,,.48,.14,,.53,.1,.05,1.4,,2,.6,,1.3,1.7,.15
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,.42,.42,.38,.11,,.66,.2,.28,1.2,.5,1.6,.47,,1.6,3.3,.91
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,.42,.42,.38,.11,,.66,.2,.28,1.2,.5,1.6,.47,,1.6,3.3,.91
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),.27,,,,.27,,,.27,.64,,,,.5700000000000001,,,.89
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),.27,,,,.27,,,.27,.64,,,,.5700000000000001,,,.89
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,.25,,,,.24,,,.27,.5600000000000001,,,,.5,,,.87
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,.6,,.75,,,.76,,.1,2.3,,3.1,,,1.8,,.33
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,.42,,.63,.15,,.61,.07,.01,1.6,,2.6,.6800000000000001,,1.5,1.2,.05
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,.45,,.5700000000000001,.11,,.65,.07,.19,1.3,,2.4,.47,,1.6,1.2,.63
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,.37,,.14,,.27,.63,,.22,1,,.6,,.55,1.5,,.72
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,.37,,.14,,.27,.63,,.22,1,,.6,,.55,1.5,,.72
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,.27,,.25,.14,,.28,2.4,,1.1,,1,.55,,.67,40.5,
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,.39,,.24,.2,,.45,1.8,,2.4,,1,.79,,1.1,31,
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,.55,,.38,.38,,.4,2,,4.7,,1.6,1.5,,.97,33.3,
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,.37,,.46,.12,,.44,1.9,,1.4,,1.9,.47,,1.1,31.8,
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,.43,,.38,.24,,.52,,,1.5,,1.6,.98,,1.2,,
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,.4,,.4,.24,,.29,2.4,,1.7,,1.6,.98,,.7000000000000001,40.5,
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,.46,,.29,.24,,.41,2.4,,1.4,,1.2,.98,,.98,40.5,
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,.51,,.27,.25,,.41,2.4,,1.3,,1.1,1,,.98,40.5,
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,.3,,.31,.2,,.41,2.4,,1.2,,1.3,.79,,.98,41,
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,.2,,.14,.2,,.4,2.4,,.71,,.59,.79,,.98,40.5,
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,.32,,.37,.18,,.33,2.4,,1,,1.6,.74,,.8,40.5,
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,.3,,.38,.25,,.27,,,.8300000000000001,,1.6,1,,.65,,
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,.32,,.26,.21,,.32,2.4,,1.6,,1.1,.8300000000000001,,.77,40.5,
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,.32,,.26,.21,,.32,2.4,,1.6,,1.1,.8300000000000001,,.77,40.5,
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,.46,,.4,.28,,.4,2,,2.4,,1.7,1.1,,.96,32.9,
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,.46,,.4,.28,,.4,2,,2.4,,1.7,1.1,,.96,32.9,
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,.5700000000000001,,.45,.24,,.45,2.7,,1.9,,1.9,.98,,1.1,45.2,
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,.5700000000000001,,.45,.24,,.45,2.7,,1.9,,1.9,.98,,1.1,45.2,
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,.35,,.39,.22,,.38,,,.96,,1.6,.87,,.92,,
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,.35,,.39,.22,,.38,,,.96,,1.6,.87,,.92,,
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,.28,,.16,.28,,.28,,,.76,,.65,1.1,,.67,,
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,.28,,.16,.28,,.28,,,.76,,.65,1.1,,.67,,
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,.3,,.38,.25,,.27,,,.8300000000000001,,1.6,1,,.65,,
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,.3,,.38,.25,,.27,,,.8300000000000001,,1.6,1,,.65,,
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,.71,.73,.31,.2,.37,.7000000000000001,4.3,.44,1.7,.89,1.3,.62,.32,1.7,71.3,1.4
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,.52,.88,.28,.06,.48,.42,4.7,.49,1.1,1.1,1.2,.25,.51,1,78.5,1.6
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,.64,1.1,.2,.13,.36,.55,3.6,.47,1.4,1.3,.8100000000000001,.43,.35,1.3,60.3,1.5
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,.44,.71,.17,.14,.33,.33,3.4,.36,.92,.86,.72,.45,.31,.79,56.5,1.1
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,.4,.67,.21,.15,.33,.33,4,.49,.88,.8200000000000001,.86,.52,.34,.79,67.60000000000001,1.6
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,.46,.53,.19,.15,.48,.38,2.3,.39,1,.64,.78,.53,.5600000000000001,.92,38,1.3
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,.55,.85,.19,.17,.52,.48,1.9,.37,1.2,1,.79,.54,.55,1.2,32.5,1.2
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,.62,.9300000000000001,.17,,.35,.53,2.7,.29,1.4,1.1,.7000000000000001,,.33,1.3,45,.9500000000000001
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,.49,.8,.06,,.27,.45,3.1,.24,1.2,.97,.24,,.24,1.1,51.2,.77
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,.45,.87,.08,.1,.38,.31,2.4,.33,.9400000000000001,1.1,.34,.4,.34,.74,40.1,1.1
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,.43,.87,,.17,.36,.35,2.7,.42,1,1.1,,.67,.3,.8300000000000001,45.3,1.4
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,.55,.7000000000000001,.19,.16,.34,.39,2.7,.38,1.6,.86,.78,.64,.31,.9300000000000001,45.90000000000001,1.2
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,.43,.77,.12,.12,.26,.3,1.8,.36,.91,.9400000000000001,.5,.38,.25,.73,30.8,1.2
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,.48,.76,.21,.09,.39,.3,4,.33,1.3,.92,.85,.38,.37,.72,67.2,1.1
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,.5600000000000001,.66,.18,.1,.4,.36,3.4,.41,1.2,.8,.73,.4,.4,.86,56.6,1.3
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,.43,.65,.21,.16,.25,.39,3.4,.37,1.7,.78,.88,.63,.21,.9300000000000001,57.40000000000001,1.2
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,.45,.73,.24,.15,.21,.47,2,.19,1.1,.89,.99,.59,.18,1.1,33.5,.6
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,.43,.73,,.16,.23,.42,1.9,.16,1,.89,,.63,.22,1,32.2,.52
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,.47,.8200000000000001,.28,.21,.25,.41,3.8,.31,1.3,1,1.2,.85,.22,.99,63.2,1
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,.77,.98,.33,.19,.53,.7000000000000001,3.6,0,1.5,1.2,1.4,.76,.5,1.7,60.1,0
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,1.5,.61,.3,.12,.65,.44,2.2,.21,1.2,.74,1.3,.43,.61,1.1,36.9,.6900000000000001
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,.44,.47,.19,.06,.42,.41,2.9,.37,1,.5700000000000001,.79,.22,.4,1,48.5,1.2
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,.7000000000000001,1.1,.12,.23,.36,.6900000000000001,3.5,.39,1.7,1.3,.48,.74,.33,1.7,59.1,1.2
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,.48,.55,.12,.11,.34,.33,4,.4,1.3,.66,.49,.43,.32,.8,67.10000000000001,1.3
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,.33,.5700000000000001,.14,.09,.23,.27,3,.29,.6900000000000001,.7000000000000001,.58,.35,.25,.66,50.40000000000001,.9300000000000001
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,.63,.7000000000000001,.18,.11,.48,.52,2.9,.33,1.4,.84,.76,.44,.5600000000000001,1.3,49.40000000000001,1.1
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,.66,.58,.26,.16,.6800000000000001,.53,2.9,.31,1,.71,1.1,.62,.66,1.3,48.90000000000001,1
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,.6,.8100000000000001,.48,.13,.52,.5600000000000001,3.1,.38,1.6,.99,2,.5,.54,1.3,52.5,1.2
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,.55,1.3,.26,.15,.29,.6,4,.43,1.7,1.6,1.1,.6,.31,1.5,66.8,1.4
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,.46,1.3,.24,.11,.51,.4,2.1,,.9400000000000001,1.6,.97,.42,.49,.96,36,
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,.42,.64,.35,.28,.46,.44,.39,.37,1,.78,1.4,.86,.46,1.1,6.5,1.2
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,.37,.84,.36,.16,.46,.35,1,.46,.9400000000000001,1,1.5,.51,.46,.85,16.8,1.5
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,.34,.9,.4,.07,.33,.35,.87,.42,.8,1.1,1.7,.28,.34,.84,14.7,1.4
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,.36,.61,.34,.09,.27,.35,1.1,.48,.85,.74,1.4,.32,.27,.85,17.7,1.6
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,.35,.63,.3,.27,.3,.36,.96,.28,.8300000000000001,.76,1.2,.84,.31,.86,16.1,.9
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,.5,.88,.36,,.43,.51,1.3,.48,1.2,1.1,1.5,,.7000000000000001,1.2,22,1.5
3_22_406_0,2001,Total,3,India,22,Chhattisgarh,406,Bilaspur,.41,.7000000000000001,.29,.23,.35,.43,.9300000000000001,.29,.97,.85,1.2,.71,.62,1,15.6,.9400000000000001
3_22_407_0,2001,Total,3,India,22,Chhattisgarh,407,Kabeerdham,.31,.5700000000000001,.23,.13,.29,.34,.71,.12,.75,.7000000000000001,.9500000000000001,.42,.51,.8200000000000001,12,.4
3_22_408_0,2001,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,.37,1.3,.3,.1,.32,.42,.42,.16,.8300000000000001,1.6,1.2,.37,.51,1,7,.53
3_22_409_0,2001,Total,3,India,22,Chhattisgarh,409,Durg,.36,.78,.25,.14,.33,.38,.53,.21,.8200000000000001,.9500000000000001,1,.44,.62,.92,8.9,.6800000000000001
3_22_410_0,2001,Total,3,India,22,Chhattisgarh,410,Raipur,.38,.62,.25,.08,.31,.38,.97,.4,.89,.75,1,.29,.53,.9300000000000001,16.2,1.3
3_22_411_0,2001,Total,3,India,22,Chhattisgarh,411,Mahasamund,.41,.86,.32,.23,.42,.4,1.4,.66,.9500000000000001,1,1.3,.72,.45,.97,23,2.1
3_22_412_0,2001,Total,3,India,22,Chhattisgarh,412,Dhamtari,.51,.41,.3,.09,.31,.54,1.3,.27,1.2,.5,1.2,.32,.5600000000000001,1.3,21.5,.89
3_22_413_0,2001,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,.41,.8200000000000001,.39,.06,.38,.42,1.8,.4,.97,1,1.6,.23,.4,1,30,1.3
3_22_414_0,2001,Total,3,India,22,Chhattisgarh,414,Bastar,.4,.77,.44,.08,.48,.41,1.1,.6,.96,.9300000000000001,1.8,.31,.46,.98,18.4,1.9
3_22_415_0,2001,Total,3,India,22,Chhattisgarh,415,Narayanpur,.4,.77,.44,.08,.48,.41,1.1,.6,.96,.9300000000000001,1.8,.31,.46,.98,18.4,1.9
3_22_416_0,2001,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,.36,.84,.38,.16,.39,.36,.43,.4,.86,1,1.6,.51,.38,.87,7.2,1.3
3_22_417_0,2001,Total,3,India,22,Chhattisgarh,417,Bijapur,.36,.84,.38,.16,.39,.36,.43,.4,.86,1,1.6,.51,.38,.87,7.2,1.3
3_23_418_0,2001,Total,3,India,23,Madhya Pradesh,418,Sheopur,.59,1,.23,.3,.6,.8200000000000001,2.7,.78,1.5,1.2,.97,1.3,.97,2,44.90000000000001,2.5
3_23_419_0,2001,Total,3,India,23,Madhya Pradesh,419,Morena,.6900000000000001,1,.29,.35,.65,.9,2.4,.88,2.2,1.2,1.2,1.5,.96,2.2,40,2.8
3_23_420_0,2001,Total,3,India,23,Madhya Pradesh,420,Bhind,.46,.55,.39,.24,.39,.64,1.4,.53,1.2,.67,1.6,.98,.71,1.5,23.6,1.7
3_23_421_0,2001,Total,3,India,23,Madhya Pradesh,421,Gwalior,.73,.92,.61,.5600000000000001,.5600000000000001,.9,1.7,.84,2.1,1.1,2.5,2,1,2.2,28.6,2.7
3_23_422_0,2001,Total,3,India,23,Madhya Pradesh,422,Datia,.61,.89,.33,.35,.49,.46,1.6,.79,1.8,1.1,1.4,1.1,.9300000000000001,1.1,26.9,2.6
3_23_423_0,2001,Total,3,India,23,Madhya Pradesh,423,Shivpuri,.55,1,.48,.23,.49,.44,1.2,.54,1.2,1.3,2,.8200000000000001,.85,1.1,19.7,1.7
3_23_424_0,2001,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,.55,1.3,.33,.25,.45,.34,2.3,.62,1.2,1.5,1.4,.79,.6800000000000001,.8200000000000001,38.2,2
3_23_425_0,2001,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,.38,.58,.23,.25,.33,.32,.88,.53,.9300000000000001,.71,.96,.77,.55,.76,14.8,1.7
3_23_426_0,2001,Total,3,India,23,Madhya Pradesh,426,Panna,.27,.65,.24,.27,.28,.23,.54,.3,.67,.79,1,.84,.52,.5600000000000001,9.1,.98
3_23_427_0,2001,Total,3,India,23,Madhya Pradesh,427,Sagar,.35,.75,.38,.36,.36,.26,.9300000000000001,.3,.8100000000000001,.91,1.6,1.1,.64,.62,15.6,.98
3_23_428_0,2001,Total,3,India,23,Madhya Pradesh,428,Damoh,.35,.78,.41,.34,.34,.26,.8100000000000001,.39,.8200000000000001,.9500000000000001,1.7,1,.62,.63,13.6,1.3
3_23_429_0,2001,Total,3,India,23,Madhya Pradesh,429,Satna,.28,.91,.33,.25,.3,.18,1,.3,.7000000000000001,1.1,1.4,.77,.49,.44,16.9,.98
3_23_430_0,2001,Total,3,India,23,Madhya Pradesh,430,Rewa,.33,.67,.25,.26,.41,.24,1.6,.36,.8300000000000001,.8200000000000001,1.1,.8100000000000001,.7000000000000001,.5700000000000001,26.2,1.2
3_23_431_0,2001,Total,3,India,23,Madhya Pradesh,431,Umaria,.24,.85,.31,.25,.33,.22,1.2,.22,.59,1,1.3,.78,.41,.52,20,.71
3_23_432_0,2001,Total,3,India,23,Madhya Pradesh,432,Neemuch,.73,.79,.44,.24,.54,.29,2.5,.9,1.4,.96,1.8,.74,.9,.6900000000000001,42.40000000000001,2.9
3_23_433_0,2001,Total,3,India,23,Madhya Pradesh,433,Mandsaur,.73,.72,.42,.16,.63,.23,1.9,.9,1.4,.87,1.8,.49,1,.55,31,2.9
3_23_434_0,2001,Total,3,India,23,Madhya Pradesh,434,Ratlam,.85,.99,.4,.43,.65,.26,3.3,.9500000000000001,1.6,1.2,1.7,1.3,1,.62,55.7,3.1
3_23_435_0,2001,Total,3,India,23,Madhya Pradesh,435,Ujjain,.67,.87,.33,.24,.59,.22,1.1,.8300000000000001,1.4,1.1,1.4,.73,.98,.53,18.7,2.7
3_23_436_0,2001,Total,3,India,23,Madhya Pradesh,436,Shajapur,.62,1.1,.42,.4,.59,.29,1.9,.76,1.4,1.3,1.7,1.2,1,.71,31.2,2.4
3_23_437_0,2001,Total,3,India,23,Madhya Pradesh,437,Dewas,.6900000000000001,.8200000000000001,.34,.3,.64,.25,.84,.66,1.4,.99,1.4,.92,1.1,.61,14.1,2.1
3_23_438_0,2001,Total,3,India,23,Madhya Pradesh,438,Dhar,.59,.48,.28,.1,.51,.18,.71,.52,.98,.58,1.1,.32,.8100000000000001,.43,11.9,1.7
3_23_439_0,2001,Total,3,India,23,Madhya Pradesh,439,Indore,.77,1.1,.37,.43,.73,.22,1.2,.64,1.8,1.3,1.6,1.3,1.2,.53,19.8,2.1
3_23_440_0,2001,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),.64,.51,.26,.22,.28,.15,1.2,.7000000000000001,.79,.61,1.1,.6900000000000001,.36,.37,19.8,2.3
3_23_441_0,2001,Total,3,India,23,Madhya Pradesh,441,Barwani,.42,.49,.25,.15,.25,.17,1.2,.5700000000000001,.86,.59,1,.49,.31,.42,20.8,1.8
3_23_442_0,2001,Total,3,India,23,Madhya Pradesh,442,Rajgarh,.44,.6800000000000001,.22,.15,.48,.24,1.6,.59,.96,.8300000000000001,.91,.46,.8,.59,26,1.9
3_23_443_0,2001,Total,3,India,23,Madhya Pradesh,443,Vidisha,.49,1.2,.47,.39,.51,.27,.84,.45,1.2,1.5,2,1.2,.9500000000000001,.64,14,1.5
3_23_444_0,2001,Total,3,India,23,Madhya Pradesh,444,Bhopal,.58,.98,.34,.34,.59,.29,1.1,.55,1.4,1.2,1.4,1.1,1,.6900000000000001,18.3,1.8
3_23_445_0,2001,Total,3,India,23,Madhya Pradesh,445,Sehore,.59,.74,.33,.42,.58,.3,1.4,.6,1.4,.9,1.4,1.3,.97,.72,23.5,1.9
3_23_446_0,2001,Total,3,India,23,Madhya Pradesh,446,Raisen,.49,1.2,.53,.64,.53,.32,.5600000000000001,.42,1.1,1.5,2.2,2,.92,.77,9.4,1.4
3_23_447_0,2001,Total,3,India,23,Madhya Pradesh,447,Betul,.4,.8300000000000001,.58,.2,.37,.37,1.9,.46,1.2,1,2.4,.63,.5600000000000001,.88,31.2,1.5
3_23_448_0,2001,Total,3,India,23,Madhya Pradesh,448,Harda,.58,1.1,.43,.35,.6,.48,1.2,.52,1.2,1.3,1.8,1.1,.98,1.2,19.7,1.7
3_23_449_0,2001,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,.63,.76,.45,.36,.54,.55,.97,.8,1.5,.92,1.9,1.1,.89,1.3,16.2,2.6
3_23_450_0,2001,Total,3,India,23,Madhya Pradesh,450,Katni,.31,.55,.3,.25,.32,.29,1,.34,.8,.67,1.2,.78,.51,.6900000000000001,16.8,1.1
3_23_451_0,2001,Total,3,India,23,Madhya Pradesh,451,Jabalpur,.4,.86,.44,.3,.39,.35,.77,.45,.9500000000000001,1,1.8,.9300000000000001,.66,.85,12.9,1.5
3_23_452_0,2001,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,.74,1.2,.47,.47,.64,.43,1.9,1,2.2,1.5,1.9,1.5,1.1,1,32.1,3.2
3_23_453_0,2001,Total,3,India,23,Madhya Pradesh,453,Dindori,.25,.59,.48,.25,.26,.31,1.2,.17,.65,.72,2,.78,.4,.75,20,.55
3_23_454_0,2001,Total,3,India,23,Madhya Pradesh,454,Mandla,.24,.59,.37,.23,.19,.24,1,.19,.71,.71,1.5,.71,.31,.58,17.4,.63
3_23_455_0,2001,Total,3,India,23,Madhya Pradesh,455,Chhindwara,.6900000000000001,.9400000000000001,.54,.26,.58,.27,2.6,.6800000000000001,2.2,1.1,2.3,.79,.8,.64,43.8,2.2
3_23_456_0,2001,Total,3,India,23,Madhya Pradesh,456,Seoni,.34,.8100000000000001,.3,.19,.38,.36,1.4,.24,.8100000000000001,.99,1.2,.58,.62,.88,23.1,.77
3_23_457_0,2001,Total,3,India,23,Madhya Pradesh,457,Balaghat,.44,1.1,.39,.15,.4,.45,1.8,.27,1.1,1.4,1.6,.52,.61,1.1,29.9,.87
3_23_458_0,2001,Total,3,India,23,Madhya Pradesh,458,Guna,.43,1.2,.42,.26,.48,.37,1,.38,1,1.5,1.7,.8200000000000001,.87,.89,17.1,1.2
3_23_459_0,2001,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,.43,1.2,.42,.26,.48,.37,1,.38,1,1.5,1.7,.8200000000000001,.87,.89,17.1,1.2
3_23_460_0,2001,Total,3,India,23,Madhya Pradesh,460,Shahdol,.3,.73,.31,.28,.37,.34,1.1,.2,.72,.89,1.3,.85,.43,.8100000000000001,18.4,.64
3_23_461_0,2001,Total,3,India,23,Madhya Pradesh,461,Anuppur,.3,.73,.31,.28,.37,.34,1.1,.2,.72,.89,1.3,.85,.43,.8100000000000001,18.4,.64
3_23_462_0,2001,Total,3,India,23,Madhya Pradesh,462,Sidhi,.27,.77,.36,.26,.37,.24,1.4,.24,.6800000000000001,.9400000000000001,1.5,.8100000000000001,.47,.5700000000000001,23.5,.78
3_23_463_0,2001,Total,3,India,23,Madhya Pradesh,463,Singrauli,.27,.77,.36,.26,.37,.24,1.4,.24,.6800000000000001,.9400000000000001,1.5,.8100000000000001,.47,.5700000000000001,23.5,.78
3_23_464_0,2001,Total,3,India,23,Madhya Pradesh,464,Jhabua,.27,.53,.25,.12,.24,.18,1.1,.53,.54,.65,1,.4,.29,.42,18,1.7
3_23_465_0,2001,Total,3,India,23,Madhya Pradesh,465,Alirajpur,.27,.53,.25,.12,.24,.18,1.1,.53,.54,.65,1,.4,.29,.42,18,1.7
3_23_466_0,2001,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),.52,.77,.41,.29,.31,.36,1.9,.52,1,.9400000000000001,1.7,.9,.45,.88,31.9,1.7
3_23_467_0,2001,Total,3,India,23,Madhya Pradesh,467,Burhanpur,.52,.77,.41,.29,.31,.36,1.9,.52,1,.9400000000000001,1.7,.9,.45,.88,31.9,1.7
3_24_468_0,2001,Total,3,India,24,Gujarat,468,Kachchh,.9400000000000001,1.2,,.11,.23,,4.2,.8300000000000001,1.2,1.5,,.49,.19,,70,2.7
3_24_469_0,2001,Total,3,India,24,Gujarat,469,Banas Kantha,.61,.5700000000000001,.36,.14,.23,,2.4,.73,1.6,.6900000000000001,1.5,.62,.21,,40,2.4
3_24_470_0,2001,Total,3,India,24,Gujarat,470,Patan,,,,,,,,,,,,,,,,
3_24_471_0,2001,Total,3,India,24,Gujarat,471,Mahesana,.88,.37,.24,.24,.43,.46,,.8300000000000001,1.5,.45,1,1,.36,1.1,,2.7
3_24_472_0,2001,Total,3,India,24,Gujarat,472,Sabar Kantha,.6900000000000001,.73,.29,.31,.45,.6800000000000001,4.100000000000001,.5600000000000001,1.3,.88,1.2,1.4,.43,1.6,68,1.8
3_24_473_0,2001,Total,3,India,24,Gujarat,473,Gandhinagar,1.2,.9300000000000001,.16,.44,.46,1.1,,1.1,2.5,1.1,.67,2,.42,2.7,,3.6
3_24_474_0,2001,Total,3,India,24,Gujarat,474,Ahmadabad,.84,.51,.29,.33,.39,.3,4.2,.45,1.2,.63,1.2,1.2,.44,.73,70,1.5
3_24_475_0,2001,Total,3,India,24,Gujarat,475,Surendranagar,1,.8100000000000001,,.16,.39,.48,4.2,.66,.85,.98,,.71,.58,1.2,71,2.1
3_24_476_0,2001,Total,3,India,24,Gujarat,476,Rajkot,.51,.05,.2,.1,.38,,5.4,.89,.43,.06,.8300000000000001,.43,.4,,90,2.9
3_24_477_0,2001,Total,3,India,24,Gujarat,477,Jamnagar,.24,.03,.24,.15,.38,,4.600000000000001,.5700000000000001,.29,.04,1,.58,.39,,77.5,1.9
3_24_478_0,2001,Total,3,India,24,Gujarat,478,Porbandar,,,,,,,,,,,,,,,,
3_24_479_0,2001,Total,3,India,24,Gujarat,479,Junagadh,.88,.6900000000000001,.24,.32,.51,,4.2,.85,1.7,.8300000000000001,1,1.3,.51,,70.5,2.7
3_24_480_0,2001,Total,3,India,24,Gujarat,480,Amreli,.5600000000000001,.2,.23,.16,.35,.42,4,.67,.96,.24,.96,.7000000000000001,.34,1,66.7,2.2
3_24_481_0,2001,Total,3,India,24,Gujarat,481,Bhavnagar,.72,.21,.25,.14,.31,.8300000000000001,4.2,.52,.8,.26,1,.61,.28,2,70,1.7
3_24_482_0,2001,Total,3,India,24,Gujarat,482,Anand,,,,,,,,,,,,,,,,
3_24_483_0,2001,Total,3,India,24,Gujarat,483,Kheda,.8200000000000001,.73,.45,.37,.49,.64,4.9,.67,2.9,.89,1.9,1.6,.54,1.6,82,2.2
3_24_484_0,2001,Total,3,India,24,Gujarat,484,Panch Mahals,.31,.72,.2,.18,.58,.11,,.54,.73,.88,.84,.73,.61,.26,,1.8
3_24_485_0,2001,Total,3,India,24,Gujarat,485,Dohad,,,,,,,,,,,,,,,,
3_24_486_0,2001,Total,3,India,24,Gujarat,486,Vadodara,1.2,.99,.26,.25,.59,.14,4.3,.74,1.9,1.2,1.1,.91,.5700000000000001,.33,71.3,2.4
3_24_487_0,2001,Total,3,India,24,Gujarat,487,Narmada,,,,,,,,,,,,,,,,
3_24_488_0,2001,Total,3,India,24,Gujarat,488,Bharuch,1.5,1.1,.26,.29,.49,.31,4.2,.5,6.600000000000001,1.4,1.1,.92,.48,.75,70.8,1.6
