id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,bank_t
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,12.4
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,15.9
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,38.5
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,19.7
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,33.4
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,61
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,11.9
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,16.5
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,43.40000000000001
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,10.9
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,14
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,49.7
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,8.700000000000001
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,12.4
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,48.3
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,13.3
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,20.6
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,64.60000000000001
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,12.1
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,16.7
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,56.40000000000001
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,19.1
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,34.8
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,56.90000000000001
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,19.1
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,34.8
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,56.90000000000001
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,18.3
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,19
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,42.7
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,17.1
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,23.5
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,49.3
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,13
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,14.6
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,41.8
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,14.9
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,17.9
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,51.40000000000001
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,25.9
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,35
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,54.6
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,21.8
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,26.3
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,45.90000000000001
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,15.9
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,19.4
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,55.40000000000001
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,12.3
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,16.2
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,48.1
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,19.2
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,22.9
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,50.2
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,24
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,26.3
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,53.7
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,22.2
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,24.6
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,41.90000000000001
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,33.8
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,36.2
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,61.1
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,33.2
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,42.8
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,58.8
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,28.6
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,33.1
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,48.90000000000001
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,28.2
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,46.3
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,61
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,32.6
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,43
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,62.5
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,36.7
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,38.6
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,61
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,27.4
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,30.7
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,60
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,33.7
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,44.2
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,53.8
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,69.8
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,69.8
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,22.8
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,28.4
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,54.1
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,33.8
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,36.4
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,58.1
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,33.8
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,36.4
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,58.1
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,8.9
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,9.9
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,35.9
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,17.6
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,26.7
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,42.7
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,17.8
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,30
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,41.6
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,18
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,20
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,36.9
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,18
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,20
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,36.9
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,19.5
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,22.2
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,38.2
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,19.5
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,22.2
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,38.2
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,21.1
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,24.4
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,60.7
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,25.3
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,30.5
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,67.5
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,21.1
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,24.4
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,60.7
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,44.1
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,50.7
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,73.2
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,17.6
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,26.7
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,42.7
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,29.5
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,36.6
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,74.3
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,58.8
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,64.7
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,72.2
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,46.5
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,52
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,73
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),48.90000000000001
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),48.90000000000001
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),55.40000000000001
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),55.40000000000001
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),74.10000000000001
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),74.10000000000001
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,45.3
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,49.2
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,76.5
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,32.7
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,35.8
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,75.7
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,36
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,38
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,61.2
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,51.3
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,54.6
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,72.5
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,19.6
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,22.9
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,40
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,19.6
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,22.9
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,40
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,14.4
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,15.9
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,54.2
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,26.3
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,31.2
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,56.90000000000001
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,33.1
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,39.2
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,61.6
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,27.9
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,33.1
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,59.40000000000001
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,22.7
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,27.4
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,58.40000000000001
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,15.2
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,16.5
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,58.7
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,13
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,16.1
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,46.5
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,10
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,11.6
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,45.6
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,36.5
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,49.5
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,60.8
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,24.5
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,44.1
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,66.3
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,18
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,21.8
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,52.40000000000001
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,21.6
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,45.8
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,68.40000000000001
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,19.5
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,21.3
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,52.90000000000001
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,19.5
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,21.3
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,52.90000000000001
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,32.3
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,41.1
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,68.5
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,32.3
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,41.1
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,68.5
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,19.7
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,21.7
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,54.90000000000001
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,19.7
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,21.7
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,54.90000000000001
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,19.3
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,32.4
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,60
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,19.3
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,32.4
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,60
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,20.4
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,22.1
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,56.2
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,20.4
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,22.1
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,56.2
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,16.5
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,23
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,57.40000000000001
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,16.5
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,23
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,57.40000000000001
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,12.6
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,14.4
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,39.5
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,21.3
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,31
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,52.8
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,20
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,28.6
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,52.7
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,18.3
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,20.8
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,54.6
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,20.3
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,33.5
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,60.40000000000001
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,22.5
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,25.9
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,47.8
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,23.8
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,26.1
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,59.3
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,22.2
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,24.8
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,47.40000000000001
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,19.9
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,21.8
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,38.8
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,23.3
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,24.3
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,44.5
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,22.3
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,27.9
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,54.8
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,20.3
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,28.2
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,53.2
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,15.7
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,16.7
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,39
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,20.6
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,22.7
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,47.3
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,26
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,32.2
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,69.10000000000001
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,24.5
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,25.2
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,43.3
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,20
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,35.9
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,55.8
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,18.1
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,23.4
3_21_387_0,2001,Urban,3,India,21,Odisha,387,Puri,57.5
3_21_388_0,2001,Rural,3,India,21,Odisha,388,Ganjam,19.6
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,24.2
3_21_388_0,2001,Urban,3,India,21,Odisha,388,Ganjam,49.90000000000001
3_21_389_0,2001,Rural,3,India,21,Odisha,389,Gajapati,17.7
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,20
3_21_389_0,2001,Urban,3,India,21,Odisha,389,Gajapati,40.7
3_21_390_0,2001,Rural,3,India,21,Odisha,390,Kandhamal,25
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,27
3_21_390_0,2001,Urban,3,India,21,Odisha,390,Kandhamal,55.40000000000001
3_21_391_0,2001,Rural,3,India,21,Odisha,391,Baudh,20.6
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,21.3
3_21_391_0,2001,Urban,3,India,21,Odisha,391,Baudh,39.2
3_21_392_0,2001,Rural,3,India,21,Odisha,392,Subarnapur,13.7
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,15.6
3_21_392_0,2001,Urban,3,India,21,Odisha,392,Subarnapur,40.6
3_21_393_0,2001,Rural,3,India,21,Odisha,393,Balangir,9.200000000000001
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,11.8
3_21_393_0,2001,Urban,3,India,21,Odisha,393,Balangir,38.6
3_21_394_0,2001,Rural,3,India,21,Odisha,394,Nuapada,13
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,14.5
3_21_394_0,2001,Urban,3,India,21,Odisha,394,Nuapada,43.90000000000001
3_21_395_0,2001,Rural,3,India,21,Odisha,395,Kalahandi,17.4
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,18.6
3_21_395_0,2001,Urban,3,India,21,Odisha,395,Kalahandi,37.3
3_21_396_0,2001,Rural,3,India,21,Odisha,396,Rayagada,20.5
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,23.9
3_21_396_0,2001,Urban,3,India,21,Odisha,396,Rayagada,46.1
3_21_397_0,2001,Rural,3,India,21,Odisha,397,Nabarangapur,19.1
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,20.4
3_21_397_0,2001,Urban,3,India,21,Odisha,397,Nabarangapur,42.8
3_21_398_0,2001,Rural,3,India,21,Odisha,398,Koraput,22.8
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,27.3
3_21_398_0,2001,Urban,3,India,21,Odisha,398,Koraput,51.1
3_21_399_0,2001,Rural,3,India,21,Odisha,399,Malkangiri,16.4
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,18.6
3_21_399_0,2001,Urban,3,India,21,Odisha,399,Malkangiri,48.5
3_22_400_0,2001,Rural,3,India,22,Chhattisgarh,400,Koriya,24.2
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,40.5
3_22_400_0,2001,Urban,3,India,22,Chhattisgarh,400,Koriya,79.60000000000001
3_22_401_0,2001,Rural,3,India,22,Chhattisgarh,401,Surguja,17.7
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,20.5
3_22_401_0,2001,Urban,3,India,22,Chhattisgarh,401,Surguja,62.8
3_22_402_0,2001,Rural,3,India,22,Chhattisgarh,402,Jashpur,16.9
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,18.3
3_22_402_0,2001,Urban,3,India,22,Chhattisgarh,402,Jashpur,52
3_22_403_0,2001,Rural,3,India,22,Chhattisgarh,403,Raigarh,16.6
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,18.9
3_22_403_0,2001,Urban,3,India,22,Chhattisgarh,403,Raigarh,35.7
3_22_404_0,2001,Rural,3,India,22,Chhattisgarh,404,Korba,15.1
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,30.2
3_22_404_0,2001,Urban,3,India,22,Chhattisgarh,404,Korba,57.40000000000001
3_22_405_0,2001,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,17.3
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,19
3_22_405_0,2001,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,34.3
3_22_406_0,2001,Rural,3,India,22,Chhattisgarh,406,Bilaspur,19.8
