id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,und_15_t,und_15_f,und_15_m
3_20_361_0,2001,Urban,3,India,20,Jharkhand,361,Ramgarh,3.4,21.4,.5
3_20_362_0,2001,Rural,3,India,20,Jharkhand,362,Dumka,9.4,15.6,5.4
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,9.1,15.7,5.100000000000001
3_20_362_0,2001,Urban,3,India,20,Jharkhand,362,Dumka,4,18.9,.7000000000000001
3_20_363_0,2001,Rural,3,India,20,Jharkhand,363,Jamtara,9.4,15.6,5.4
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,9.1,15.7,5.100000000000001
3_20_363_0,2001,Urban,3,India,20,Jharkhand,363,Jamtara,4,18.9,.7000000000000001
3_20_364_0,2001,Rural,3,India,20,Jharkhand,364,Ranchi,6.600000000000001,9.800000000000001,4.2
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,5.9,10.6,3.1
3_20_364_0,2001,Urban,3,India,20,Jharkhand,364,Ranchi,4.100000000000001,14.2,1.1
3_20_365_0,2001,Rural,3,India,20,Jharkhand,365,Khunti,6.600000000000001,9.800000000000001,4.2
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,5.9,10.6,3.1
3_20_365_0,2001,Urban,3,India,20,Jharkhand,365,Khunti,4.100000000000001,14.2,1.1
3_20_366_0,2001,Rural,3,India,20,Jharkhand,366,Gumla,5.300000000000001,6.2,4.5
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,5.2,6.300000000000001,4.3
3_20_366_0,2001,Urban,3,India,20,Jharkhand,366,Gumla,3.5,10.4,1.1
3_20_367_0,2001,Rural,3,India,20,Jharkhand,367,Simdega,5.300000000000001,6.2,4.5
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,5.2,6.300000000000001,4.3
3_20_367_0,2001,Urban,3,India,20,Jharkhand,367,Simdega,3.5,10.4,1.1
3_20_368_0,2001,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,9.4,13.5,6.300000000000001
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,8.800000000000001,13.8,5.4
3_20_368_0,2001,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,4.800000000000001,18.3,1.3
3_20_369_0,2001,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,9.4,13.5,6.300000000000001
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,8.800000000000001,13.8,5.4
3_20_369_0,2001,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,4.800000000000001,18.3,1.3
3_21_370_0,2001,Rural,3,India,21,Odisha,370,Bargarh,10.5,13.3,8.9
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,10.1,13.3,8.300000000000001
3_21_370_0,2001,Urban,3,India,21,Odisha,370,Bargarh,2.8,11.9,.5
3_21_371_0,2001,Rural,3,India,21,Odisha,371,Jharsuguda,11.7,15.1,9.700000000000001
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,9.700000000000001,14.6,7.2
3_21_371_0,2001,Urban,3,India,21,Odisha,371,Jharsuguda,4,12.1,1.5
3_21_372_0,2001,Rural,3,India,21,Odisha,372,Sambalpur,12.8,12.9,12.8
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,10.8,12.3,9.800000000000001
3_21_372_0,2001,Urban,3,India,21,Odisha,372,Sambalpur,3.9,8.9,2
3_21_373_0,2001,Rural,3,India,21,Odisha,373,Debagarh,16.7,17.7,15.9
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,16.2,17.8,15
3_21_373_0,2001,Urban,3,India,21,Odisha,373,Debagarh,8.5,19.8,4
3_21_374_0,2001,Rural,3,India,21,Odisha,374,Sundargarh,11.8,14.3,10
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,9.4,14.2,6.7
3_21_374_0,2001,Urban,3,India,21,Odisha,374,Sundargarh,3.2,13.8,.7000000000000001
3_21_375_0,2001,Rural,3,India,21,Odisha,375,Kendujhar,12.6,17.3,9.700000000000001
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,11.7,17.3,8.5
3_21_375_0,2001,Urban,3,India,21,Odisha,375,Kendujhar,5.300000000000001,17.7,1.6
3_21_376_0,2001,Rural,3,India,21,Odisha,376,Mayurbhanj,13.6,14.1,13.2
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,13,13.9,12.3
3_21_376_0,2001,Urban,3,India,21,Odisha,376,Mayurbhanj,3.4,9.800000000000001,1.4
3_21_377_0,2001,Rural,3,India,21,Odisha,377,Baleshwar,7.600000000000001,26.8,2.1
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,7.2,25.6,2
3_21_377_0,2001,Urban,3,India,21,Odisha,377,Baleshwar,4.3,15.1,1.3
3_21_378_0,2001,Rural,3,India,21,Odisha,378,Bhadrak,6.300000000000001,28.3,1.2
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,6.100000000000001,27.1,1.2
3_21_378_0,2001,Urban,3,India,21,Odisha,378,Bhadrak,4.5,17.6,1
3_21_379_0,2001,Rural,3,India,21,Odisha,379,Kendrapara,5.5,20.5,1.3
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,5.4,20.2,1.3
3_21_379_0,2001,Urban,3,India,21,Odisha,379,Kendrapara,3.4,14.4,.7000000000000001
3_21_380_0,2001,Rural,3,India,21,Odisha,380,Jagatsinghapur,7.100000000000001,21.6,2.2
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,6.4,20.4,1.9
3_21_380_0,2001,Urban,3,India,21,Odisha,380,Jagatsinghapur,3.3,13.5,.9
3_21_381_0,2001,Rural,3,India,21,Odisha,381,Cuttack,7.4,21.3,2.6
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,6.4,19.5,2.2
3_21_381_0,2001,Urban,3,India,21,Odisha,381,Cuttack,3.6,13.2,1.2
3_21_382_0,2001,Rural,3,India,21,Odisha,382,Jajapur,7.100000000000001,31.1,1.3
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,7,30.5,1.3
3_21_382_0,2001,Urban,3,India,21,Odisha,382,Jajapur,3.3,17.7,.3
3_21_383_0,2001,Rural,3,India,21,Odisha,383,Dhenkanal,9.300000000000001,21.2,4.600000000000001
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,8.800000000000001,20.7,4.3
3_21_383_0,2001,Urban,3,India,21,Odisha,383,Dhenkanal,3.6,13.1,1
3_21_384_0,2001,Rural,3,India,21,Odisha,384,Anugul,11.3,18.5,7.300000000000001
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,10.3,18,6.300000000000001
3_21_384_0,2001,Urban,3,India,21,Odisha,384,Anugul,3.2,12.3,.9
3_21_385_0,2001,Rural,3,India,21,Odisha,385,Nayagarh,10.4,37.3,2.9
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,10.2,36.6,2.9
3_21_385_0,2001,Urban,3,India,21,Odisha,385,Nayagarh,5,18.8,1.7
3_21_386_0,2001,Rural,3,India,21,Odisha,386,Khordha,8,33.4,1.8
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,5.4,21.4,1.3
3_21_386_0,2001,Urban,3,India,21,Odisha,386,Khordha,2.3,8.4,.7000000000000001
3_21_387_0,2001,Rural,3,India,21,Odisha,387,Puri,6,24.1,1.5
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,5.4,21.5,1.3
3_21_387_0,2001,Urban,3,India,21,Odisha,387,Puri,2.1,7.100000000000001,.6000000000000001
3_21_388_0,2001,Rural,3,India,21,Odisha,388,Ganjam,12.8,16.5,10.3
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,11.4,16,8.700000000000001
3_21_388_0,2001,Urban,3,India,21,Odisha,388,Ganjam,3.7,11.2,1.4
3_21_389_0,2001,Rural,3,India,21,Odisha,389,Gajapati,10.8,8.300000000000001,13.2
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,10.1,8.200000000000001,11.9
3_21_389_0,2001,Urban,3,India,21,Odisha,389,Gajapati,2.8,6.300000000000001,1.4
3_21_390_0,2001,Rural,3,India,21,Odisha,390,Kandhamal,13.3,12.4,14
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,12.7,12.3,13.1
3_21_390_0,2001,Urban,3,India,21,Odisha,390,Kandhamal,3.5,9.700000000000001,1.4
3_21_391_0,2001,Rural,3,India,21,Odisha,391,Baudh,11.2,12.8,10.2
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,10.9,12.6,9.700000000000001
3_21_391_0,2001,Urban,3,India,21,Odisha,391,Baudh,2.7,5.9,1.5
3_21_392_0,2001,Rural,3,India,21,Odisha,392,Subarnapur,11,13.3,9.5
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,10.5,13.1,8.9
3_21_392_0,2001,Urban,3,India,21,Odisha,392,Subarnapur,3.6,7.2,2.3
3_21_393_0,2001,Rural,3,India,21,Odisha,393,Balangir,12,16.4,9.5
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,11.2,16.1,8.5
3_21_393_0,2001,Urban,3,India,21,Odisha,393,Balangir,3.1,10.5,.9
3_21_394_0,2001,Rural,3,India,21,Odisha,394,Nuapada,19.5,20.9,18.4
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,18.8,20.6,17.6
3_21_394_0,2001,Urban,3,India,21,Odisha,394,Nuapada,6.7,12.1,4.5
3_21_395_0,2001,Rural,3,India,21,Odisha,395,Kalahandi,10.6,12.4,9.4
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,10.1,12.4,8.700000000000001
3_21_395_0,2001,Urban,3,India,21,Odisha,395,Kalahandi,3.1,10.5,.8
3_21_396_0,2001,Rural,3,India,21,Odisha,396,Rayagada,11.9,11.7,12.1
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,11,11.4,10.7
3_21_396_0,2001,Urban,3,India,21,Odisha,396,Rayagada,3.6,7.5,2.2
3_21_397_0,2001,Rural,3,India,21,Odisha,397,Nabarangapur,17.1,16,17.9
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,16.4,15.8,17
3_21_397_0,2001,Urban,3,India,21,Odisha,397,Nabarangapur,2.8,7.2,1.2
3_21_398_0,2001,Rural,3,India,21,Odisha,398,Koraput,14,13.4,14.6
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,12.5,12.8,12.3
3_21_398_0,2001,Urban,3,India,21,Odisha,398,Koraput,3.2,7.4,1.6
3_21_399_0,2001,Rural,3,India,21,Odisha,399,Malkangiri,12.2,11,13.2
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,11.9,11.1,12.5
3_21_399_0,2001,Urban,3,India,21,Odisha,399,Malkangiri,6,12.4,3.7
3_22_400_0,2001,Rural,3,India,22,Chhattisgarh,400,Koriya,5.2,6.4,4.2
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,4.7,7.100000000000001,3.1
3_22_400_0,2001,Urban,3,India,22,Chhattisgarh,400,Koriya,2.6,14.9,.4
3_22_401_0,2001,Rural,3,India,22,Chhattisgarh,401,Surguja,5.4,6.4,4.7
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,5.300000000000001,6.4,4.4
3_22_401_0,2001,Urban,3,India,22,Chhattisgarh,401,Surguja,1.6,7,.4
3_22_402_0,2001,Rural,3,India,22,Chhattisgarh,402,Jashpur,3.1,3.5,2.8
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,3.1,3.6,2.7
3_22_402_0,2001,Urban,3,India,22,Chhattisgarh,402,Jashpur,2,5.9,.8
3_22_403_0,2001,Rural,3,India,22,Chhattisgarh,403,Raigarh,5.100000000000001,6.7,3.9
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,4.800000000000001,6.800000000000001,3.5
3_22_403_0,2001,Urban,3,India,22,Chhattisgarh,403,Raigarh,2.6,10.1,.7000000000000001
3_22_404_0,2001,Rural,3,India,22,Chhattisgarh,404,Korba,9.4,11,8.1
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,8.200000000000001,12.1,5.7
3_22_404_0,2001,Urban,3,India,22,Chhattisgarh,404,Korba,4.9,19.5,1.4
3_22_405_0,2001,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,6.5,8.4,5
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,6.300000000000001,8.5,4.600000000000001
3_22_405_0,2001,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,3.9,10.5,1.8
3_22_406_0,2001,Rural,3,India,22,Chhattisgarh,406,Bilaspur,9.600000000000001,10.7,8.700000000000001
3_22_406_0,2001,Total,3,India,22,Chhattisgarh,406,Bilaspur,8.1,10.5,6.5
3_22_406_0,2001,Urban,3,India,22,Chhattisgarh,406,Bilaspur,3.3,9.200000000000001,1.4
3_22_407_0,2001,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,6.300000000000001,5.4,7.2
3_22_407_0,2001,Total,3,India,22,Chhattisgarh,407,Kabeerdham,6.100000000000001,5.4,6.7
3_22_407_0,2001,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,2,5,.9
3_22_408_0,2001,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,4.7,4.600000000000001,4.9
3_22_408_0,2001,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,4.600000000000001,4.800000000000001,4.4
3_22_408_0,2001,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,3.7,7.100000000000001,2.2
3_22_409_0,2001,Rural,3,India,22,Chhattisgarh,409,Durg,6,6.9,5.300000000000001
3_22_409_0,2001,Total,3,India,22,Chhattisgarh,409,Durg,5.300000000000001,7.600000000000001,3.7
3_22_409_0,2001,Urban,3,India,22,Chhattisgarh,409,Durg,3.6,10.9,1.4
3_22_410_0,2001,Rural,3,India,22,Chhattisgarh,410,Raipur,9.700000000000001,10.3,9.1
3_22_410_0,2001,Total,3,India,22,Chhattisgarh,410,Raipur,8,10.2,6.600000000000001
3_22_410_0,2001,Urban,3,India,22,Chhattisgarh,410,Raipur,3.2,9.5,1.3
3_22_411_0,2001,Rural,3,India,22,Chhattisgarh,411,Mahasamund,6.600000000000001,6.800000000000001,6.300000000000001
3_22_411_0,2001,Total,3,India,22,Chhattisgarh,411,Mahasamund,6.5,7.2,5.9
3_22_411_0,2001,Urban,3,India,22,Chhattisgarh,411,Mahasamund,5.5,13.3,2.9
3_22_412_0,2001,Rural,3,India,22,Chhattisgarh,412,Dhamtari,9,8.800000000000001,9.200000000000001
3_22_412_0,2001,Total,3,India,22,Chhattisgarh,412,Dhamtari,8.4,8.5,8.200000000000001
3_22_412_0,2001,Urban,3,India,22,Chhattisgarh,412,Dhamtari,2.9,4.800000000000001,1.9
3_22_413_0,2001,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,6.600000000000001,6.100000000000001,7
3_22_413_0,2001,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,6.5,6.2,6.7
3_22_413_0,2001,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,4,8.5,2
3_22_414_0,2001,Rural,3,India,22,Chhattisgarh,414,Bastar,7,7,6.9
3_22_414_0,2001,Total,3,India,22,Chhattisgarh,414,Bastar,6.7,7.2,6.4
3_22_414_0,2001,Urban,3,India,22,Chhattisgarh,414,Bastar,3.9,11.2,1.4
3_22_415_0,2001,Rural,3,India,22,Chhattisgarh,415,Narayanpur,5.5,5.600000000000001,5.4
3_22_415_0,2001,Total,3,India,22,Chhattisgarh,415,Narayanpur,5.4,5.800000000000001,5
3_22_415_0,2001,Urban,3,India,22,Chhattisgarh,415,Narayanpur,3.7,10.5,1.4
3_22_416_0,2001,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,4,4.100000000000001,3.9
3_22_416_0,2001,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,4,4.3,3.7
3_22_416_0,2001,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,3.5,9.700000000000001,1.4
3_22_417_0,2001,Rural,3,India,22,Chhattisgarh,417,Bijapur,4,4.100000000000001,3.9
3_22_417_0,2001,Total,3,India,22,Chhattisgarh,417,Bijapur,4,4.3,3.7
3_22_417_0,2001,Urban,3,India,22,Chhattisgarh,417,Bijapur,3.5,9.700000000000001,1.4
3_23_418_0,2001,Rural,3,India,23,Madhya Pradesh,418,Sheopur,6.5,9.1,4.9
3_23_418_0,2001,Total,3,India,23,Madhya Pradesh,418,Sheopur,6.100000000000001,9.4,4.2
3_23_418_0,2001,Urban,3,India,23,Madhya Pradesh,418,Sheopur,2.9,14.3,.5
3_23_419_0,2001,Rural,3,India,23,Madhya Pradesh,419,Morena,3,7.7,.8
3_23_419_0,2001,Total,3,India,23,Madhya Pradesh,419,Morena,3.1,8.9,.7000000000000001
3_23_419_0,2001,Urban,3,India,23,Madhya Pradesh,419,Morena,3.5,21.3,.4
3_23_420_0,2001,Rural,3,India,23,Madhya Pradesh,420,Bhind,3.2,8.4,.9
3_23_420_0,2001,Total,3,India,23,Madhya Pradesh,420,Bhind,3.4,10,.9
3_23_420_0,2001,Urban,3,India,23,Madhya Pradesh,420,Bhind,4.2,24.7,.6000000000000001
3_23_421_0,2001,Rural,3,India,23,Madhya Pradesh,421,Gwalior,4.600000000000001,11.1,1.9
3_23_421_0,2001,Total,3,India,23,Madhya Pradesh,421,Gwalior,3.8,13.1,1.1
3_23_421_0,2001,Urban,3,India,23,Madhya Pradesh,421,Gwalior,3.3,15.5,.6000000000000001
3_23_422_0,2001,Rural,3,India,23,Madhya Pradesh,422,Datia,3.2,4.4,2.4
3_23_422_0,2001,Total,3,India,23,Madhya Pradesh,422,Datia,3.3,5.100000000000001,2.2
3_23_422_0,2001,Urban,3,India,23,Madhya Pradesh,422,Datia,3.9,14.5,1.1
3_23_423_0,2001,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,3,4.100000000000001,2.2
3_23_423_0,2001,Total,3,India,23,Madhya Pradesh,423,Shivpuri,3.2,5.100000000000001,2
3_23_423_0,2001,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,4.800000000000001,20.8,1.1
3_23_424_0,2001,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,3.8,4.600000000000001,3.3
3_23_424_0,2001,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,3.9,5.100000000000001,3.1
3_23_424_0,2001,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,4.4,9.1,2.2
3_23_425_0,2001,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,4.600000000000001,6.5,3.4
3_23_425_0,2001,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,4.4,7.300000000000001,2.9
3_23_425_0,2001,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,3.9,13,1.3
3_23_426_0,2001,Rural,3,India,23,Madhya Pradesh,426,Panna,6.800000000000001,9.200000000000001,5.2
3_23_426_0,2001,Total,3,India,23,Madhya Pradesh,426,Panna,6.7,9.800000000000001,4.800000000000001
3_23_426_0,2001,Urban,3,India,23,Madhya Pradesh,426,Panna,5.800000000000001,18.6,1.7
3_23_427_0,2001,Rural,3,India,23,Madhya Pradesh,427,Sagar,5.7,9.800000000000001,3.4
3_23_427_0,2001,Total,3,India,23,Madhya Pradesh,427,Sagar,4.9,9.200000000000001,2.6
3_23_427_0,2001,Urban,3,India,23,Madhya Pradesh,427,Sagar,2.4,6.800000000000001,.7000000000000001
3_23_428_0,2001,Rural,3,India,23,Madhya Pradesh,428,Damoh,6.9,9.600000000000001,5.100000000000001
3_23_428_0,2001,Total,3,India,23,Madhya Pradesh,428,Damoh,6.300000000000001,9.5,4.3
3_23_428_0,2001,Urban,3,India,23,Madhya Pradesh,428,Damoh,2.9,8.1,.8
3_23_429_0,2001,Rural,3,India,23,Madhya Pradesh,429,Satna,6.7,10,4.5
3_23_429_0,2001,Total,3,India,23,Madhya Pradesh,429,Satna,6.100000000000001,9.9,3.8
3_23_429_0,2001,Urban,3,India,23,Madhya Pradesh,429,Satna,3,9,1.2
3_23_430_0,2001,Rural,3,India,23,Madhya Pradesh,430,Rewa,5.4,7.600000000000001,3.8
3_23_430_0,2001,Total,3,India,23,Madhya Pradesh,430,Rewa,5.300000000000001,7.800000000000001,3.5
3_23_430_0,2001,Urban,3,India,23,Madhya Pradesh,430,Rewa,4.3,11,1.9
3_23_431_0,2001,Rural,3,India,23,Madhya Pradesh,431,Umaria,11.3,15.4,8.5
3_23_431_0,2001,Total,3,India,23,Madhya Pradesh,431,Umaria,11.1,16.7,7.600000000000001
3_23_431_0,2001,Urban,3,India,23,Madhya Pradesh,431,Umaria,9.700000000000001,32.6,3
3_23_432_0,2001,Rural,3,India,23,Madhya Pradesh,432,Neemuch,5.2,6,4.5
3_23_432_0,2001,Total,3,India,23,Madhya Pradesh,432,Neemuch,5,6.800000000000001,3.8
3_23_432_0,2001,Urban,3,India,23,Madhya Pradesh,432,Neemuch,4.3,12.3,2
3_23_433_0,2001,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,4.2,5.100000000000001,3.6
3_23_433_0,2001,Total,3,India,23,Madhya Pradesh,433,Mandsaur,4.100000000000001,5.4,3.2
3_23_433_0,2001,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,3.1,8.700000000000001,1.2
3_23_434_0,2001,Rural,3,India,23,Madhya Pradesh,434,Ratlam,7,7.100000000000001,7
3_23_434_0,2001,Total,3,India,23,Madhya Pradesh,434,Ratlam,6.600000000000001,7.9,5.7
3_23_434_0,2001,Urban,3,India,23,Madhya Pradesh,434,Ratlam,4.600000000000001,15,1.8
3_23_435_0,2001,Rural,3,India,23,Madhya Pradesh,435,Ujjain,6.5,7.600000000000001,5.600000000000001
3_23_435_0,2001,Total,3,India,23,Madhya Pradesh,435,Ujjain,5.9,9,4
3_23_435_0,2001,Urban,3,India,23,Madhya Pradesh,435,Ujjain,4.4,15.3,1.4
3_23_436_0,2001,Rural,3,India,23,Madhya Pradesh,436,Shajapur,6.100000000000001,6.4,5.9
3_23_436_0,2001,Total,3,India,23,Madhya Pradesh,436,Shajapur,5.9,6.9,5.2
3_23_436_0,2001,Urban,3,India,23,Madhya Pradesh,436,Shajapur,4.5,12.5,1.9
3_23_437_0,2001,Rural,3,India,23,Madhya Pradesh,437,Dewas,7.9,8.4,7.5
3_23_437_0,2001,Total,3,India,23,Madhya Pradesh,437,Dewas,7.5,9.300000000000001,6.300000000000001
3_23_437_0,2001,Urban,3,India,23,Madhya Pradesh,437,Dewas,5.9,15.9,3
3_23_438_0,2001,Rural,3,India,23,Madhya Pradesh,438,Dhar,6.9,7.2,6.7
3_23_438_0,2001,Total,3,India,23,Madhya Pradesh,438,Dhar,6.600000000000001,7.600000000000001,5.9
3_23_438_0,2001,Urban,3,India,23,Madhya Pradesh,438,Dhar,4.800000000000001,13.8,2.3
3_23_439_0,2001,Rural,3,India,23,Madhya Pradesh,439,Indore,8.300000000000001,10.7,6.800000000000001
3_23_439_0,2001,Total,3,India,23,Madhya Pradesh,439,Indore,5.100000000000001,11.4,2.7
3_23_439_0,2001,Urban,3,India,23,Madhya Pradesh,439,Indore,3.4,12.1,1
3_23_440_0,2001,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),4.100000000000001,4.600000000000001,3.7
3_23_440_0,2001,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),4,5.100000000000001,3.3
3_23_440_0,2001,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),3.6,11.7,1.3
3_23_441_0,2001,Rural,3,India,23,Madhya Pradesh,441,Barwani,5.100000000000001,5,5.2
3_23_441_0,2001,Total,3,India,23,Madhya Pradesh,441,Barwani,4.9,5.300000000000001,4.600000000000001
3_23_441_0,2001,Urban,3,India,23,Madhya Pradesh,441,Barwani,3.3,9.5,1.5
3_23_442_0,2001,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,6.7,6.800000000000001,6.7
3_23_442_0,2001,Total,3,India,23,Madhya Pradesh,442,Rajgarh,6.5,7.300000000000001,6
3_23_442_0,2001,Urban,3,India,23,Madhya Pradesh,442,Rajgarh,5.4,14.3,2.4
3_23_443_0,2001,Rural,3,India,23,Madhya Pradesh,443,Vidisha,5.300000000000001,11.6,2.7
3_23_443_0,2001,Total,3,India,23,Madhya Pradesh,443,Vidisha,5.2,12.6,2.4
3_23_443_0,2001,Urban,3,India,23,Madhya Pradesh,443,Vidisha,4.5,19.2,1
3_23_444_0,2001,Rural,3,India,23,Madhya Pradesh,444,Bhopal,8.800000000000001,13.5,5.9
3_23_444_0,2001,Total,3,India,23,Madhya Pradesh,444,Bhopal,5.4,14.4,2.1
3_23_444_0,2001,Urban,3,India,23,Madhya Pradesh,444,Bhopal,4.4,14.8,1.2
3_23_445_0,2001,Rural,3,India,23,Madhya Pradesh,445,Sehore,8.800000000000001,11.3,6.9
3_23_445_0,2001,Total,3,India,23,Madhya Pradesh,445,Sehore,8.4,12.1,6
3_23_445_0,2001,Urban,3,India,23,Madhya Pradesh,445,Sehore,6.2,21.4,2
3_23_446_0,2001,Rural,3,India,23,Madhya Pradesh,446,Raisen,7.9,15.8,4.4
3_23_446_0,2001,Total,3,India,23,Madhya Pradesh,446,Raisen,7.4,16.1,3.8
3_23_446_0,2001,Urban,3,India,23,Madhya Pradesh,446,Raisen,4.7,18.1,1.3
3_23_447_0,2001,Rural,3,India,23,Madhya Pradesh,447,Betul,9.5,10.5,8.700000000000001
3_23_447_0,2001,Total,3,India,23,Madhya Pradesh,447,Betul,8.800000000000001,10.9,7.300000000000001
3_23_447_0,2001,Urban,3,India,23,Madhya Pradesh,447,Betul,4.5,17.3,1.3
3_23_448_0,2001,Rural,3,India,23,Madhya Pradesh,448,Harda,6.9,7.4,6.5
3_23_448_0,2001,Total,3,India,23,Madhya Pradesh,448,Harda,6.600000000000001,8.300000000000001,5.5
3_23_448_0,2001,Urban,3,India,23,Madhya Pradesh,448,Harda,5,20.7,1.7
3_23_449_0,2001,Rural,3,India,23,Madhya Pradesh,449,Hoshangabad,8.5,15.6,5.2
3_23_449_0,2001,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,7.300000000000001,16.1,3.9
3_23_449_0,2001,Urban,3,India,23,Madhya Pradesh,449,Hoshangabad,4.100000000000001,18.6,1
3_23_450_0,2001,Rural,3,India,23,Madhya Pradesh,450,Katni,11.2,16.8,7.4
3_23_450_0,2001,Total,3,India,23,Madhya Pradesh,450,Katni,9.9,16.6,6
3_23_450_0,2001,Urban,3,India,23,Madhya Pradesh,450,Katni,3.3,14.4,.8
3_23_451_0,2001,Rural,3,India,23,Madhya Pradesh,451,Jabalpur,10.6,16.7,6.7
3_23_451_0,2001,Total,3,India,23,Madhya Pradesh,451,Jabalpur,7.300000000000001,15.9,3.5
3_23_451_0,2001,Urban,3,India,23,Madhya Pradesh,451,Jabalpur,4.2,14.6,1
3_23_452_0,2001,Rural,3,India,23,Madhya Pradesh,452,Narsimhapur,7,10.5,5
3_23_452_0,2001,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,6.5,10.6,4.3
3_23_452_0,2001,Urban,3,India,23,Madhya Pradesh,452,Narsimhapur,3.7,12.6,1.1
3_23_453_0,2001,Rural,3,India,23,Madhya Pradesh,453,Dindori,6.600000000000001,6.600000000000001,6.7
