id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,und_15_t,und_15_f,und_15_m
3_16_291_0,2001,Urban,3,India,16,Tripura,291,Dhalai,2.7,6.5,1.2
3_16_292_0,2001,Rural,3,India,16,Tripura,292,North Tripura,7.2,11.5,4.9
3_16_292_0,2001,Total,3,India,16,Tripura,292,North Tripura,6.7,10.7,4.5
3_16_292_0,2001,Urban,3,India,16,Tripura,292,North Tripura,3.1,5.600000000000001,1.6
3_17_293_0,2001,Rural,3,India,17,Meghalaya,293,West Garo Hills,3.9,4.2,3.7
3_17_293_0,2001,Total,3,India,17,Meghalaya,293,West Garo Hills,3.7,4.3,3.4
3_17_293_0,2001,Urban,3,India,17,Meghalaya,293,West Garo Hills,2.2,4.9,1
3_17_294_0,2001,Rural,3,India,17,Meghalaya,294,East Garo Hills,4.3,3.8,4.7
3_17_294_0,2001,Total,3,India,17,Meghalaya,294,East Garo Hills,4.100000000000001,3.9,4.3
3_17_294_0,2001,Urban,3,India,17,Meghalaya,294,East Garo Hills,3.1,5.300000000000001,1.9
3_17_295_0,2001,Rural,3,India,17,Meghalaya,295,South Garo Hills,4.4,4.5,4.3
3_17_295_0,2001,Total,3,India,17,Meghalaya,295,South Garo Hills,4.5,4.800000000000001,4.3
3_17_295_0,2001,Urban,3,India,17,Meghalaya,295,South Garo Hills,6.4,11.4,4.2
3_17_296_0,2001,Rural,3,India,17,Meghalaya,296,West Khasi Hills,7.7,8,7.4
3_17_296_0,2001,Total,3,India,17,Meghalaya,296,West Khasi Hills,7.600000000000001,8,7.2
3_17_296_0,2001,Urban,3,India,17,Meghalaya,296,West Khasi Hills,6.9,8.200000000000001,5.9
3_17_297_0,2001,Rural,3,India,17,Meghalaya,297,Ribhoi,3.6,3,4
3_17_297_0,2001,Total,3,India,17,Meghalaya,297,Ribhoi,3.7,3.3,3.9
3_17_297_0,2001,Urban,3,India,17,Meghalaya,297,Ribhoi,4.800000000000001,7.7,2.9
3_17_298_0,2001,Rural,3,India,17,Meghalaya,298,East Khasi Hills,5.5,6.600000000000001,4.7
3_17_298_0,2001,Total,3,India,17,Meghalaya,298,East Khasi Hills,4,5.300000000000001,3.2
3_17_298_0,2001,Urban,3,India,17,Meghalaya,298,East Khasi Hills,1.7,2.9,1.1
3_17_299_0,2001,Rural,3,India,17,Meghalaya,299,Jaintia Hills,7.300000000000001,7.300000000000001,7.4
3_17_299_0,2001,Total,3,India,17,Meghalaya,299,Jaintia Hills,6.9,7,6.9
3_17_299_0,2001,Urban,3,India,17,Meghalaya,299,Jaintia Hills,2.2,3.1,1.5
3_18_300_0,2001,Rural,3,India,18,Assam,300,Kokrajhar,6.600000000000001,15.5,3.8
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,6.300000000000001,14.8,3.5
3_18_300_0,2001,Urban,3,India,18,Assam,300,Kokrajhar,2.7,9.4,.8
3_18_301_0,2001,Rural,3,India,18,Assam,301,Dhubri,6.600000000000001,15.5,3.8
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,6.300000000000001,14.8,3.5
3_18_301_0,2001,Urban,3,India,18,Assam,301,Dhubri,2.7,9.4,.8
3_18_302_0,2001,Rural,3,India,18,Assam,302,Goalpara,5.4,10.5,3.1
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,5.100000000000001,10.4,2.9
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,2.9,8.800000000000001,.9
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,4.800000000000001,10.9,2.5
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,4.600000000000001,10.6,2.4
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,2.9,7.800000000000001,1.2
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,5.800000000000001,11.4,3.6
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,5.600000000000001,11.2,3.5
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,2.1,6.4,.8
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,6.5,17.1,2.8
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,5.9,16,2.5
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,2,7.300000000000001,.5
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,8.200000000000001,12.3,5.800000000000001
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,7.4,11.8,5.100000000000001
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,1.5,5.300000000000001,.5
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,10.1,10.5,9.800000000000001
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,9.700000000000001,10.3,9.200000000000001
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,3.2,5.7,2.2
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,7.300000000000001,8.4,6.5
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,7,8.300000000000001,6.100000000000001
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,2.5,7.100000000000001,1.1
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,8.800000000000001,11.8,6.7
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,7.7,11.7,5.300000000000001
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,2.5,10.6,.5
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,9.700000000000001,12.7,7.7
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,8.300000000000001,11.8,6.100000000000001
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,1.7,5.5,.5
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,10.5,14.3,7.9
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,9.600000000000001,13.7,7.100000000000001
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,1,3.4,.2
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,10.1,13.7,7.7
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,8.800000000000001,12.8,6.4
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,2.5,6.7,.9
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,8.800000000000001,11.8,6.800000000000001
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,8.200000000000001,11.5,6.2
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,2,6.100000000000001,.6000000000000001
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,5.9,7.300000000000001,4.9
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,5.600000000000001,7.2,4.600000000000001
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,3.1,6.5,1.8
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,5.300000000000001,6.7,4.600000000000001
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,4.5,7.4,3.2
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,2.8,9.600000000000001,.7000000000000001
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,8.6,19.8,3.9
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,7.7,17.5,3.5
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,2.5,5.2,1.3
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,7.9,22.8,2.4
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,7.300000000000001,20.7,2.3
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,1.9,4.3,.8
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,8.1,17.4,4
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,7.600000000000001,16.6,3.7
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,3.2,8.1,1.1
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,5.2,12,2.6
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,4.800000000000001,11.6,2.3
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,2.1,8.200000000000001,.5
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,6.2,12.1,3.7
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,5.9,11.8,3.5
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,2.5,8.200000000000001,.9
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,5.800000000000001,12,3.2
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,4.2,9.4,2.1
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,1.8,5.100000000000001,.6000000000000001
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,5.800000000000001,12,3.2
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,4.2,9.4,2.1
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,1.8,5.100000000000001,.6000000000000001
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,6,12.4,3.2
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,5.9,12.1,3.1
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,.8,2.3,.2
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,5.5,11.8,2.9
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,4.9,10.7,2.5
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,1.8,5.100000000000001,.7000000000000001
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,5.600000000000001,9.700000000000001,3.8
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,5.4,9.5,3.7
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,1.7,4.3,.9
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,6.9,11,4.800000000000001
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,6.4,10.6,4.4
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,1.6,4.800000000000001,.7000000000000001
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,6.2,9,4.4
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,5,7.9,3.2
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,2.3,5.100000000000001,1
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,9.700000000000001,11.7,8.5
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,8.5,10.8,7.2
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,3.1,6.100000000000001,1.7
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,6.7,8.800000000000001,5.7
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,6.300000000000001,8.5,5.2
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,2.8,5.4,1.3
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,7.800000000000001,9.600000000000001,6.800000000000001
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,7.2,9.300000000000001,6.100000000000001
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,3.2,7.300000000000001,1.5
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,8.700000000000001,9.9,8.1
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,7.9,9,7.2
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,2.8,4.3,1.9
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,9.600000000000001,13.1,7.5
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,9,12.4,7
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,3,5,1.8
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,5.300000000000001,14,1.9
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,4.800000000000001,11.9,1.8
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,2.4,4,1.4
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,10.1,18.8,6
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,9.5,17.8,5.600000000000001
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,4,8.4,1.9
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,10,21,4.9
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,8.700000000000001,19.8,3.8
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,6.4,17.6,1.9
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,4,10.1,1.8
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,3.8,9,1.8
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,3.2,6.100000000000001,1.8
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,6.100000000000001,15.2,2.7
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,4.600000000000001,10.7,2.1
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,3.6,8,1.6
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,7.4,15,4
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,6.2,13,3.1
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,3.8,9.300000000000001,1.5
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,11.7,16.6,8.6
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,11.1,16.2,8.1
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,3.8,9.1,1.6
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,16.8,22.9,12.5
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,15.8,22.4,11.3
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,5.2,14.6,1.5
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,8.9,24.5,2.7
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,6.300000000000001,18.4,1.9
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,4,12.2,1.1
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,2.4,6.2,.9
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,2.4,6.2,.9
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,10.2,27.2,3.3
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,9.4,25.1,3.1
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,6.2,16.3,1.9
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,10.8,21.1,5.600000000000001
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,10.2,20.4,5.100000000000001
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,5.2,13.5,1.6
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,10.8,21.1,5.600000000000001
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,10.2,20.4,5.100000000000001
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,5.2,13.5,1.6
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,11.6,25.1,5.7
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,11.4,25.2,5.5
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,7.4,28.5,2.7
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,8.300000000000001,21,3.7
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,6.300000000000001,14.8,3.1
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,3.6,8.800000000000001,1.8
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,8,24.2,2.5
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,5.2,15.3,1.7
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,2.9,9.200000000000001,.9
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,7,13.5,4
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,6.9,13.6,3.9
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,6.2,14.3,3.3
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,7,13.5,4
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,6.9,13.6,3.9
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,6.2,14.3,3.3
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,8.5,13.7,5.9
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,8,13.5,5.300000000000001
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,5,11.9,2.4
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,8.5,13.7,5.9
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,8,13.5,5.300000000000001
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,5,11.9,2.4
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,6.2,10.9,2.9
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,5.9,10.8,2.7
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,1.8,6.800000000000001,.5
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,4.9,8.5,2.5
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,4.7,8.5,2.2
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,1.8,8,.5
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,6.2,10.9,2.9
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,5.9,10.8,2.7
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,1.8,6.800000000000001,.5
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,4.600000000000001,10.8,2.1
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,3.7,9,1.6
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,1.9,7.9,.5
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,8.300000000000001,21,3.7
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,6.300000000000001,14.8,3.1
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,3.6,8.800000000000001,1.8
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,3.7,6.100000000000001,2.1
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,3.4,6.300000000000001,1.8
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,1.8,9.300000000000001,.4
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,5.600000000000001,15.5,2
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,4,11.6,1.4
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,2.1,6.5,.6000000000000001
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,4.800000000000001,11.4,1.9
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,4.100000000000001,10.1,1.5
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,2.4,9.300000000000001,.5
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),13.8,17,11.4
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),13.8,17,11.4
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),11.2,15.9,8.300000000000001
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),11.2,15.9,8.300000000000001
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),3.5,10.1,1.5
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),3.5,10.1,1.5
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,7.4,10.9,4.7
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,6.800000000000001,10.5,4.100000000000001
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,1.1,3.8,.4
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,10.2,12.7,8.1
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,9.700000000000001,12.4,7.5
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,1.8,5.7,.2
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,8.800000000000001,12.8,6.2
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,8.300000000000001,12.5,5.7
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,1.8,5.5,.6000000000000001
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,5.100000000000001,12.6,1.5
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,4.800000000000001,12.5,1.4
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,3.2,12,.5
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,7.600000000000001,21.7,2.4
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,6.9,20.1,2.1
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,3.4,11.8,.7000000000000001
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,7.600000000000001,21.7,2.4
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,6.9,20.1,2.1
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,3.4,11.8,.7000000000000001
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,9.4,18.9,3.7
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,9.200000000000001,18.9,3.6
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,3.8,18.4,1
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,9.200000000000001,17.7,4.100000000000001
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,8.6,18.1,3.6
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,4.7,24.2,.8
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,8.200000000000001,16.5,3.2
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,7.4,16.9,2.6
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,3.8,22.2,.5
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,10.8,24.8,3.5
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,10.1,25,3
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,4.3,27,.5
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,6.800000000000001,16.4,2.3
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,6.4,16.6,2
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,2.8,19.9,.3
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,11.1,21.7,5.4
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,10.9,21.6,5.300000000000001
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,2.9,14.9,.5
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,4.7,7.9,2.7
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,4.7,8.6,2.5
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,4.9,23.6,.7000000000000001
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,5.300000000000001,9.1,2.9
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,5.300000000000001,9.200000000000001,2.8
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,5.5,20.4,2.3
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,13.2,48.6,2.4
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,9,43.40000000000001,1.4
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,4.9,34.3,.5
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,15.7,49.7,3.5
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,11.2,44.2,2.1
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,5.2,31.4,.6000000000000001
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,7.800000000000001,9.5,6.4
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,7.4,9.600000000000001,5.800000000000001
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,4,11.5,1.4
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,13.3,23.3,7.100000000000001
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,9.600000000000001,23.8,3.8
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,5.5,25,1
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,11.6,23.1,5.100000000000001
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,11.3,23.2,4.800000000000001
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,6.600000000000001,27.5,1.5
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,11.6,23.1,5.100000000000001
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,11.3,23.2,4.800000000000001
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,6.600000000000001,27.5,1.5
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,8.1,16.4,3.1
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,7.100000000000001,16.9,2.4
3_20_360_0,2001,Urban,3,India,20,Jharkhand,360,Hazaribagh,3.4,21.4,.5
3_20_361_0,2001,Rural,3,India,20,Jharkhand,361,Ramgarh,8.1,16.4,3.1
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,7.100000000000001,16.9,2.4
