id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,cr_s,fo_s,n_oper_t,n_oper_gov,n_oper_pri,n_oper_fo,c_oper_t,s_pr_t,s_pr_nat,s_pr_int
3_10_226_0,2001,Total,3,India,10,Bihar,226,Munger,57.90000000000001,1.4,,,,,,,,
3_10_227_0,2001,Total,3,India,10,Bihar,227,Lakhisarai,77.60000000000001,2.3,,,,,,,,
3_10_228_0,2001,Total,3,India,10,Bihar,228,Sheikhpura,84.80000000000001,0,,,,,,,,
3_10_229_0,2001,Total,3,India,10,Bihar,229,Nalanda,95.30000000000001,.2,,,,,,,,
3_10_230_0,2001,Total,3,India,10,Bihar,230,Patna,80.60000000000001,.2,,,,,,,,
3_10_231_0,2001,Total,3,India,10,Bihar,231,Bhojpur,90.30000000000001,.2,,,,,,,,
3_10_232_0,2001,Total,3,India,10,Bihar,232,Buxar,90.40000000000001,0,,,,,,,,
3_10_233_0,2001,Total,3,India,10,Bihar,233,Kaimur (Bhabua),56.90000000000001,2.6,,,,,,,,
3_10_234_0,2001,Total,3,India,10,Bihar,234,Rohtas,76.40000000000001,.4,,,,,,,,
3_10_235_0,2001,Total,3,India,10,Bihar,235,Aurangabad,89.2,.1,,,,,,,,
3_10_236_0,2001,Total,3,India,10,Bihar,236,Gaya,69.40000000000001,.9,,,,,,,,
3_10_237_0,2001,Total,3,India,10,Bihar,237,Nawada,59,3.1,,,,,,,,
3_10_238_0,2001,Total,3,India,10,Bihar,238,Jamui,50.3,1.6,,,,,,,,
3_10_239_0,2001,Total,3,India,10,Bihar,239,Jehanabad,96.7,0,,,,,,,,
3_10_240_0,2001,Total,3,India,10,Bihar,240,Arwal,89.90000000000001,.3,,,,,,,,
3_11_241_0,2001,Total,3,India,11,Sikkim,241,North  District,0,3.9,,,,,,,,
3_11_242_0,2001,Total,3,India,11,Sikkim,242,West District,1.2,4.5,,,,,,,,
3_11_243_0,2001,Total,3,India,11,Sikkim,243,South District,1.1,4.9,,,,,,,,
3_11_244_0,2001,Total,3,India,11,Sikkim,244,East District,.2,4.5,,,,,,,,
3_12_245_1,2001,Total,3,India,12,India/China  1,245,Tawang,.1,11.2,,,,,,,,
3_12_246_1,2001,Total,3,India,12,India/China  1,246,West Kameng,.1,30,,,,,,,,
3_12_247_1,2001,Total,3,India,12,India/China  1,247,East Kameng,.1,43.6,,,,,,,,
3_12_248_1,2001,Total,3,India,12,India/China  1,248,Papum Pare,.3,58,,,,,,,,
3_12_248_0,2001,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,.3,58,,,,,,,,
3_12_249_1,2001,Total,3,India,12,India/China  1,249,Upper Subansiri,0,29.9,,,,,,,,
3_12_250_1,2001,Total,3,India,12,India/China  1,250,West Siang,.2,42.40000000000001,,,,,,,,
3_12_250_0,2001,Total,3,India,12,Arunachal Pradesh,250,West Siang,.2,42.40000000000001,,,,,,,,
3_12_251_1,2001,Total,3,India,12,India/China  1,251,East Siang,2.8,41.90000000000001,,,,,,,,
3_12_251_0,2001,Total,3,India,12,Arunachal Pradesh,251,East Siang,2.8,41.90000000000001,,,,,,,,
3_12_252_1,2001,Total,3,India,12,India/China  1,252,Upper Siang,.2,16.6,,,,,,,,
3_12_253_0,2001,Total,3,India,12,Arunachal Pradesh,253,Changlang,.8,64,,,,,,,,
3_12_254_0,2001,Total,3,India,12,Arunachal Pradesh,254,Tirap,.1,66.7,,,,,,,,
3_12_255_1,2001,Total,3,India,12,India/China  1,255,Lower Subansiri,.1,42,,,,,,,,
3_12_256_1,2001,Total,3,India,12,India/China  1,256,Kurung Kumey,0,25.9,,,,,,,,
3_12_257_1,2001,Total,3,India,12,India/China  1,257,Dibang Valley,0,9.700000000000001,,,,,,,,
3_12_258_1,2001,Total,3,India,12,India/China  1,258,Lower Dibang Valley,3.1,21.9,,,,,,,,
3_12_258_0,2001,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3.1,21.9,,,,,,,,
3_12_259_1,2001,Total,3,India,12,India/China  1,259,Lohit,2.6,37.2,,,,,,,,
3_12_259_0,2001,Total,3,India,12,Arunachal Pradesh,259,Lohit,2.6,37.2,,,,,,,,
3_12_260_1,2001,Total,3,India,12,India/China  1,260,Anjaw,0,14,,,,,,,,
3_12_260_0,2001,Total,3,India,12,Arunachal Pradesh,260,Anjaw,0,14,,,,,,,,
3_13_261_0,2001,Total,3,India,13,Nagaland,261,Mon,.2,44.6,,,,,,,,
3_13_262_0,2001,Total,3,India,13,Nagaland,262,Mokokchung,0,58.5,,,,,,,,
3_13_263_0,2001,Total,3,India,13,Nagaland,263,Zunheboto,0,20.5,,,,,,,,
3_13_264_0,2001,Total,3,India,13,Nagaland,264,Wokha,.5,56.2,,,,,,,,
3_13_265_0,2001,Total,3,India,13,Nagaland,265,Dimapur,8.200000000000001,25.3,,,,,,,,
3_13_266_0,2001,Total,3,India,13,Nagaland,266,Phek,.2,15,,,,,,,,
3_13_267_0,2001,Total,3,India,13,Nagaland,267,Tuensang,.1,24.5,,,,,,,,
3_13_268_0,2001,Total,3,India,13,Nagaland,268,Longleng,0,48.1,,,,,,,,
3_13_269_0,2001,Total,3,India,13,Nagaland,269,Kiphire,.2,18.4,,,,,,,,
3_13_270_0,2001,Total,3,India,13,Nagaland,270,Kohima,.1,30.5,,,,,,,,
3_13_271_0,2001,Total,3,India,13,Nagaland,271,Peren,.5,72.60000000000001,,,,,,,,
3_14_272_0,2001,Total,3,India,14,Manipur,272,Senapati,1.5,25,,,,,,,,
3_14_273_0,2001,Total,3,India,14,Manipur,273,Tamenglong,.1,84.60000000000001,,,,,,,,
3_14_274_0,2001,Total,3,India,14,Manipur,274,Churachandpur,.9,70.8,,,,,,,,
3_14_275_0,2001,Total,3,India,14,Manipur,275,Bishnupur,27.4,3.3,,,,,,,,
3_14_276_0,2001,Total,3,India,14,Manipur,276,Thoubal,37.9,.9,,,,,,,,
3_14_277_0,2001,Total,3,India,14,Manipur,277,Imphal West,33.8,.6000000000000001,,,,,,,,
3_14_278_0,2001,Total,3,India,14,Manipur,278,Imphal East,17.4,22.3,,,,,,,,
3_14_279_0,2001,Total,3,India,14,Manipur,279,Ukhrul,.1,50,,,,,,,,
3_14_280_0,2001,Total,3,India,14,Manipur,280,Chandel,.5,59.5,,,,,,,,
3_15_281_0,2001,Total,3,India,15,Mizoram,281,Mamit,0,91.80000000000001,,,,,,,,
3_15_282_0,2001,Total,3,India,15,Mizoram,282,Kolasib,0,95.40000000000001,,,,,,,,
3_15_283_0,2001,Total,3,India,15,Mizoram,283,Aizawl,.1,88.60000000000001,,,,,,,,
3_15_284_0,2001,Total,3,India,15,Mizoram,284,Champhai,.1,76.7,,,,,,,,
3_15_285_0,2001,Total,3,India,15,Mizoram,285,Serchhip,0,82.2,,,,,,,,
3_15_286_0,2001,Total,3,India,15,Mizoram,286,Lunglei,0,79,,,,,,,,
3_15_287_0,2001,Total,3,India,15,Mizoram,287,Lawngtlai,0,47.8,,,,,,,,
3_15_288_0,2001,Total,3,India,15,Mizoram,288,Saiha,0,83.60000000000001,,,,,,,,
3_16_289_0,2001,Total,3,India,16,Tripura,289,West Tripura,4.9,11.4,,,,,,,,
3_16_290_0,2001,Total,3,India,16,Tripura,290,South Tripura,2.9,16.4,,,,,,,,
3_16_291_0,2001,Total,3,India,16,Tripura,291,Dhalai,1.5,39.1,,,,,,,,
3_16_292_0,2001,Total,3,India,16,Tripura,292,North Tripura,5.800000000000001,37,,,,,,,,
3_17_293_0,2001,Total,3,India,17,Meghalaya,293,West Garo Hills,7.4,2,,,,,,,,
3_17_294_0,2001,Total,3,India,17,Meghalaya,294,East Garo Hills,.3,7.9,,,,,,,,
3_17_295_0,2001,Total,3,India,17,Meghalaya,295,South Garo Hills,.8,39.5,,,,,,,,
3_17_296_0,2001,Total,3,India,17,Meghalaya,296,West Khasi Hills,.3,35.8,,,,,,,,
3_17_297_0,2001,Total,3,India,17,Meghalaya,297,Ribhoi,.7000000000000001,15.3,,,,,,,,
3_17_298_0,2001,Total,3,India,17,Meghalaya,298,East Khasi Hills,1.6,32.5,,,,,,,,
3_17_299_0,2001,Total,3,India,17,Meghalaya,299,Jaintia Hills,1.1,37,,,,,,,,
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,12.8,19.7,,,,,,,,
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,60.8,.1,,,,,,,,
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,46.90000000000001,.1,,,,,,,,
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,63,.4,,,,,,,,
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,43.3,2.4,,,,,,,,
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,55.8,7.4,,,,,,,,
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,15.6,8.700000000000001,,,,,,,,
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,29.3,4.4,,,,,,,,
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,46.7,4.9,,,,,,,,
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,7.600000000000001,20.7,,,,,,,,
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,23,6.300000000000001,,,,,,,,
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,50.3,4.2,,,,,,,,
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,30.7,5,,,,,,,,
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,22.5,2.9,,,,,,,,
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,6.4,47.40000000000001,,,,,,,,
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,.2,65.90000000000001,,,,,,,,
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,29.3,42.90000000000001,,,,,,,,
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,32.3,15.4,,,,,,,,
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,30.3,37.8,,,,,,,,
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,47,.1,,,,,,,,
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,19.2,16.3,,,,,,,,
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,35.8,8.1,,,,,,,,
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,28.9,7.600000000000001,,,,,,,,
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,60.2,.2,,,,,,,,
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,46.90000000000001,4.9,,,,,,,,
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,48.6,.4,,,,,,,,
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,37.2,3.6,,,,,,,,
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,14.1,7,,,,,,,,
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,34.1,11.4,,,,,,,,
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,81.30000000000001,.1,,,,,,,,
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,90.60000000000001,0,,,,,,,,
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,98.40000000000001,0,,,,,,,,
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,90.40000000000001,0,,,,,,,,
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,90.5,0,,,,,,,,
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,73.60000000000001,0,,,,,,,,
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,74.7,.2,,,,,,,,
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,93.80000000000001,.1,,,,,,,,
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,67.10000000000001,.5,,,,,,,,
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,88.10000000000001,0,,,,,,,,
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,32.9,.1,,,,,,,,
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,54,.1,,,,,,,,
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,74.90000000000001,.1,,,,,,,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,8.800000000000001,.4,,,,,,,,
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,53,.2,,,,,,,,
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,68.5,.2,,,,,,,,
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,91.30000000000001,.1,,,,,,,,
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,21.2,16,,,,,,,,
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,26.9,3.2,,,,,,,,
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,18,4.4,,,,,,,,
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,59.6,1.4,,,,,,,,
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,41.3,6.7,,,,,,,,
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,26.6,8.700000000000001,,,,,,,,
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,34.1,3.6,,,,,,,,
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,11.6,13.9,,,,,,,,
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,21.3,5.9,,,,,,,,
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,6.300000000000001,5,,,,,,,,
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,37,3.7,,,,,,,,
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,39.5,5.9,,,,,,,,
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,21.2,2.4,,,,,,,,
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,69.40000000000001,0,,,,,,,,
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,86.10000000000001,.1,,,,,,,,
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),.1,0,,,,,,,,
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),.1,0,,,,,,,,
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,.1,0,,,,,,,,
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,22.1,3.9,,,,,,,,
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,40.40000000000001,1.6,,,,,,,,
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,44.6,.8,,,,,,,,
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,36,8,,,,,,,,
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,13.9,6.2,,,,,,,,
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,37.3,5.9,,,,,,,,
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,13.8,3.8,,,,,,,,
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,25,8.5,,,,,,,,
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,55.90000000000001,.6000000000000001,,,,,,,,
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,77.30000000000001,0,,,,,,,,
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,65.60000000000001,1.3,,,,,,,,
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,56.2,1.5,,,,,,,,
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,56,.7000000000000001,,,,,,,,
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,12.7,.9,,,,,,,,
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,40.8,1.5,,,,,,,,
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,57.90000000000001,.9,,,,,,,,
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,28.7,.2,,,,,,,,
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,49.40000000000001,1.2,,,,,,,,
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,19.4,10.1,,,,,,,,
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,33,2.6,,,,,,,,
3_20_361_0,2001,Total,3,India,20,Jharkhand,361,Ramgarh,64.60000000000001,.8,,,,,,,,
3_20_362_0,2001,Total,3,India,20,Jharkhand,362,Dumka,55.6,.5,,,,,,,,
3_20_363_0,2001,Total,3,India,20,Jharkhand,363,Jamtara,38.5,.1,,,,,,,,
3_20_364_0,2001,Total,3,India,20,Jharkhand,364,Ranchi,48.40000000000001,.7000000000000001,,,,,,,,
3_20_365_0,2001,Total,3,India,20,Jharkhand,365,Khunti,47.1,.5,,,,,,,,
3_20_366_0,2001,Total,3,India,20,Jharkhand,366,Gumla,63.5,.7000000000000001,,,,,,,,
3_20_367_0,2001,Total,3,India,20,Jharkhand,367,Simdega,50.40000000000001,.5,,,,,,,,
3_20_368_0,2001,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,4.800000000000001,1.7,,,,,,,,
3_20_369_0,2001,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,22.3,.8,,,,,,,,
3_21_370_0,2001,Total,3,India,21,Odisha,370,Bargarh,47,2.6,,,,,,,,
3_21_371_0,2001,Total,3,India,21,Odisha,371,Jharsuguda,46.1,1.1,,,,,,,,
3_21_372_0,2001,Total,3,India,21,Odisha,372,Sambalpur,18.5,9.700000000000001,,,,,,,,
3_21_373_0,2001,Total,3,India,21,Odisha,373,Debagarh,5.4,4.5,,,,,,,,
3_21_374_0,2001,Total,3,India,21,Odisha,374,Sundargarh,25.8,4.9,,,,,,,,
3_21_375_0,2001,Total,3,India,21,Odisha,375,Kendujhar,29.4,2,,,,,,,,
3_21_376_0,2001,Total,3,India,21,Odisha,376,Mayurbhanj,18.9,7.2,,,,,,,,
3_21_377_0,2001,Total,3,India,21,Odisha,377,Baleshwar,72.3,.6000000000000001,,,,,,,,
3_21_378_0,2001,Total,3,India,21,Odisha,378,Bhadrak,88.5,0,,,,,,,,
3_21_379_0,2001,Total,3,India,21,Odisha,379,Kendrapara,77.7,.4,,,,,,,,
3_21_380_0,2001,Total,3,India,21,Odisha,380,Jagatsinghapur,74.40000000000001,0,,,,,,,,
3_21_381_0,2001,Total,3,India,21,Odisha,381,Cuttack,29.3,1.6,,,,,,,,
3_21_382_0,2001,Total,3,India,21,Odisha,382,Jajapur,45.1,.2,,,,,,,,
3_21_383_0,2001,Total,3,India,21,Odisha,383,Dhenkanal,9.800000000000001,2.3,,,,,,,,
3_21_384_0,2001,Total,3,India,21,Odisha,384,Anugul,4.600000000000001,2.3,,,,,,,,
3_21_385_0,2001,Total,3,India,21,Odisha,385,Nayagarh,4.9,2.2,,,,,,,,
3_21_386_0,2001,Total,3,India,21,Odisha,386,Khordha,31.4,1.8,,,,,,,,
3_21_387_0,2001,Total,3,India,21,Odisha,387,Puri,53.7,.7000000000000001,,,,,,,,
3_21_388_0,2001,Total,3,India,21,Odisha,388,Ganjam,25.8,1.9,,,,,,,,
3_21_389_0,2001,Total,3,India,21,Odisha,389,Gajapati,4.5,1.6,,,,,,,,
3_21_390_0,2001,Total,3,India,21,Odisha,390,Kandhamal,2.2,1.7,,,,,,,,
3_21_391_0,2001,Total,3,India,21,Odisha,391,Baudh,16.6,3.8,,,,,,,,
3_21_392_0,2001,Total,3,India,21,Odisha,392,Subarnapur,35.8,2.3,,,,,,,,
3_21_393_0,2001,Total,3,India,21,Odisha,393,Balangir,46,1.4,,,,,,,,
3_21_394_0,2001,Total,3,India,21,Odisha,394,Nuapada,38.2,1.9,,,,,,,,
3_21_395_0,2001,Total,3,India,21,Odisha,395,Kalahandi,13.9,4.100000000000001,,,,,,,,
3_21_396_0,2001,Total,3,India,21,Odisha,396,Rayagada,5.2,1.6,,,,,,,,
3_21_397_0,2001,Total,3,India,21,Odisha,397,Nabarangapur,28.7,1.2,,,,,,,,
3_21_398_0,2001,Total,3,India,21,Odisha,398,Koraput,20.5,1.3,,,,,,,,
3_21_399_0,2001,Total,3,India,21,Odisha,399,Malkangiri,3.6,2.5,,,,,,,,
3_22_400_0,2001,Total,3,India,22,Chhattisgarh,400,Koriya,13.2,2,,,,,,,,
3_22_401_0,2001,Total,3,India,22,Chhattisgarh,401,Surguja,24.7,4.800000000000001,,,,,,,,
3_22_402_0,2001,Total,3,India,22,Chhattisgarh,402,Jashpur,24.5,1.2,,,,,,,,
3_22_403_0,2001,Total,3,India,22,Chhattisgarh,403,Raigarh,20.9,3.9,,,,,,,,
3_22_404_0,2001,Total,3,India,22,Chhattisgarh,404,Korba,24.7,8.700000000000001,,,,,,,,
3_22_405_0,2001,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,20,.1,,,,,,,,
3_22_406_0,2001,Total,3,India,22,Chhattisgarh,406,Bilaspur,23.6,12.5,,,,,,,,
3_22_407_0,2001,Total,3,India,22,Chhattisgarh,407,Kabeerdham,19.6,4.800000000000001,,,,,,,,
3_22_408_0,2001,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,15,5.600000000000001,,,,,,,,
3_22_409_0,2001,Total,3,India,22,Chhattisgarh,409,Durg,37.2,.9,,,,,,,,
3_22_410_0,2001,Total,3,India,22,Chhattisgarh,410,Raipur,17.8,5.5,,,,,,,,
3_22_411_0,2001,Total,3,India,22,Chhattisgarh,411,Mahasamund,13.6,1,,,,,,,,
3_22_412_0,2001,Total,3,India,22,Chhattisgarh,412,Dhamtari,25.8,7.800000000000001,,,,,,,,
3_22_413_0,2001,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,6.9,8,,,,,,,,
3_22_414_0,2001,Total,3,India,22,Chhattisgarh,414,Bastar,3.5,1.7,,,,,,,,
3_22_415_0,2001,Total,3,India,22,Chhattisgarh,415,Narayanpur,.4,2.7,,,,,,,,
3_22_416_0,2001,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,.3,9.9,,,,,,,,
3_22_417_0,2001,Total,3,India,22,Chhattisgarh,417,Bijapur,.4,15.1,,,,,,,,
3_23_418_0,2001,Total,3,India,23,Madhya Pradesh,418,Sheopur,38,5.4,,,,,,,,
3_23_419_0,2001,Total,3,India,23,Madhya Pradesh,419,Morena,73.40000000000001,.2,,,,,,,,
3_23_420_0,2001,Total,3,India,23,Madhya Pradesh,420,Bhind,93.40000000000001,0,,,,,,,,
3_23_421_0,2001,Total,3,India,23,Madhya Pradesh,421,Gwalior,56.40000000000001,2.3,,,,,,,,
3_23_422_0,2001,Total,3,India,23,Madhya Pradesh,422,Datia,96.90000000000001,0,,,,,,,,
3_23_423_0,2001,Total,3,India,23,Madhya Pradesh,423,Shivpuri,57,3.1,,,,,,,,
3_23_424_0,2001,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,87.60000000000001,.1,,,,,,,,
3_23_425_0,2001,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,70.2,3.3,,,,,,,,
3_23_426_0,2001,Total,3,India,23,Madhya Pradesh,426,Panna,42.40000000000001,9.200000000000001,,,,,,,,
3_23_427_0,2001,Total,3,India,23,Madhya Pradesh,427,Sagar,58.90000000000001,3,,,,,,,,
3_23_428_0,2001,Total,3,India,23,Madhya Pradesh,428,Damoh,39.1,1.8,,,,,,,,
3_23_429_0,2001,Total,3,India,23,Madhya Pradesh,429,Satna,57.7,3.5,,,,,,,,
3_23_430_0,2001,Total,3,India,23,Madhya Pradesh,430,Rewa,79.60000000000001,1,,,,,,,,
3_23_431_0,2001,Total,3,India,23,Madhya Pradesh,431,Umaria,18.3,4.100000000000001,,,,,,,,
3_23_432_0,2001,Total,3,India,23,Madhya Pradesh,432,Neemuch,60.3,.1,,,,,,,,
3_23_433_0,2001,Total,3,India,23,Madhya Pradesh,433,Mandsaur,78.5,0,,,,,,,,
3_23_434_0,2001,Total,3,India,23,Madhya Pradesh,434,Ratlam,86.40000000000001,0,,,,,,,,
3_23_435_0,2001,Total,3,India,23,Madhya Pradesh,435,Ujjain,96.40000000000001,0,,,,,,,,
3_23_436_0,2001,Total,3,India,23,Madhya Pradesh,436,Shajapur,92.5,0,,,,,,,,
3_23_437_0,2001,Total,3,India,23,Madhya Pradesh,437,Dewas,63.7,1,,,,,,,,
3_23_438_0,2001,Total,3,India,23,Madhya Pradesh,438,Dhar,82.90000000000001,0,,,,,,,,
3_23_439_0,2001,Total,3,India,23,Madhya Pradesh,439,Indore,76.80000000000001,.1,,,,,,,,
