id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_size_t,ppl_room_t,ovr_crw_t
3_16_290_0,2001,Total,3,India,16,Tripura,290,South Tripura,4.800000000000001,4.100000000000001,62.5
3_16_290_0,2001,Urban,3,India,16,Tripura,290,South Tripura,4,3.2,43.7
3_16_291_0,2001,Rural,3,India,16,Tripura,291,Dhalai,5,4.5,68.5
3_16_291_0,2001,Total,3,India,16,Tripura,291,Dhalai,5,4.5,67.3
3_16_291_0,2001,Urban,3,India,16,Tripura,291,Dhalai,4.3,3.7,51.8
3_16_292_0,2001,Rural,3,India,16,Tripura,292,North Tripura,5.2,4.5,68.3
3_16_292_0,2001,Total,3,India,16,Tripura,292,North Tripura,5.100000000000001,4.4,64.90000000000001
3_16_292_0,2001,Urban,3,India,16,Tripura,292,North Tripura,4.4,3.2,40.3
3_17_293_0,2001,Rural,3,India,17,Meghalaya,293,West Garo Hills,5.300000000000001,3.4,44.3
3_17_293_0,2001,Total,3,India,17,Meghalaya,293,West Garo Hills,5.300000000000001,3.3,42.1
3_17_293_0,2001,Urban,3,India,17,Meghalaya,293,West Garo Hills,5.600000000000001,2.5,22.4
3_17_294_0,2001,Rural,3,India,17,Meghalaya,294,East Garo Hills,5.4,3.3,43.5
3_17_294_0,2001,Total,3,India,17,Meghalaya,294,East Garo Hills,5.4,3.2,41.1
3_17_294_0,2001,Urban,3,India,17,Meghalaya,294,East Garo Hills,5.600000000000001,2.5,23.5
3_17_295_0,2001,Rural,3,India,17,Meghalaya,295,South Garo Hills,5.5,3.2,39.40000000000001
3_17_295_0,2001,Total,3,India,17,Meghalaya,295,South Garo Hills,5.5,3.1,37.7
3_17_295_0,2001,Urban,3,India,17,Meghalaya,295,South Garo Hills,5.300000000000001,2.4,22.7
3_17_296_0,2001,Rural,3,India,17,Meghalaya,296,West Khasi Hills,5.800000000000001,2.9,33.8
3_17_296_0,2001,Total,3,India,17,Meghalaya,296,West Khasi Hills,5.7,2.8,31.8
3_17_296_0,2001,Urban,3,India,17,Meghalaya,296,West Khasi Hills,5.5,2.2,17.8
3_17_297_0,2001,Rural,3,India,17,Meghalaya,297,Ribhoi,5.4,2.6,25.8
3_17_297_0,2001,Total,3,India,17,Meghalaya,297,Ribhoi,5.4,2.6,25.6
3_17_297_0,2001,Urban,3,India,17,Meghalaya,297,Ribhoi,5.2,2.4,23.5
3_17_298_0,2001,Rural,3,India,17,Meghalaya,298,East Khasi Hills,5.4,2.8,31.5
3_17_298_0,2001,Total,3,India,17,Meghalaya,298,East Khasi Hills,5.2,2.7,28.6
3_17_298_0,2001,Urban,3,India,17,Meghalaya,298,East Khasi Hills,5,2.5,25.3
3_17_299_0,2001,Rural,3,India,17,Meghalaya,299,Jaintia Hills,5.800000000000001,2.3,20
3_17_299_0,2001,Total,3,India,17,Meghalaya,299,Jaintia Hills,5.7,2.3,19.4
3_17_299_0,2001,Urban,3,India,17,Meghalaya,299,Jaintia Hills,5.5,2,13.9
3_18_300_0,2001,Rural,3,India,18,Assam,300,Kokrajhar,5.5,4.100000000000001,58.40000000000001
3_18_300_0,2001,Total,3,India,18,Assam,300,Kokrajhar,5.5,4,56
3_18_300_0,2001,Urban,3,India,18,Assam,300,Kokrajhar,5,2.9,33.5
3_18_301_0,2001,Rural,3,India,18,Assam,301,Dhubri,5.5,4.100000000000001,58.40000000000001
3_18_301_0,2001,Total,3,India,18,Assam,301,Dhubri,5.5,4,56
3_18_301_0,2001,Urban,3,India,18,Assam,301,Dhubri,5,2.9,33.5
3_18_302_0,2001,Rural,3,India,18,Assam,302,Goalpara,5.5,3.6,49.7
3_18_302_0,2001,Total,3,India,18,Assam,302,Goalpara,5.5,3.6,48.1
3_18_302_0,2001,Urban,3,India,18,Assam,302,Goalpara,5,2.8,31.8
3_18_303_0,2001,Rural,3,India,18,Assam,303,Barpeta,5.600000000000001,3.8,53.90000000000001
3_18_303_0,2001,Total,3,India,18,Assam,303,Barpeta,5.600000000000001,3.7,51.8
3_18_303_0,2001,Urban,3,India,18,Assam,303,Barpeta,5.2,2.6,28.6
3_18_304_0,2001,Rural,3,India,18,Assam,304,Morigaon,5.7,3.3,41.6
3_18_304_0,2001,Total,3,India,18,Assam,304,Morigaon,5.600000000000001,3.2,40.40000000000001
3_18_304_0,2001,Urban,3,India,18,Assam,304,Morigaon,4.800000000000001,2.4,22.5
3_18_305_0,2001,Rural,3,India,18,Assam,305,Nagaon,5.600000000000001,3.2,40.5
3_18_305_0,2001,Total,3,India,18,Assam,305,Nagaon,5.5,3.1,38.7
3_18_305_0,2001,Urban,3,India,18,Assam,305,Nagaon,5,2.5,26.6
3_18_306_0,2001,Rural,3,India,18,Assam,306,Sonitpur,5.300000000000001,2.8,32.4
3_18_306_0,2001,Total,3,India,18,Assam,306,Sonitpur,5.300000000000001,2.8,31.1
3_18_306_0,2001,Urban,3,India,18,Assam,306,Sonitpur,4.7,2.2,19.6
3_18_307_0,2001,Rural,3,India,18,Assam,307,Lakhimpur,5.7,2.7,29.3
3_18_307_0,2001,Total,3,India,18,Assam,307,Lakhimpur,5.600000000000001,2.7,28.8
3_18_307_0,2001,Urban,3,India,18,Assam,307,Lakhimpur,4.7,2.4,23.4
3_18_308_0,2001,Rural,3,India,18,Assam,308,Dhemaji,5.800000000000001,3.1,36.7
3_18_308_0,2001,Total,3,India,18,Assam,308,Dhemaji,5.800000000000001,3.1,35.2
3_18_308_0,2001,Urban,3,India,18,Assam,308,Dhemaji,4.9,2.3,18.9
3_18_309_0,2001,Rural,3,India,18,Assam,309,Tinsukia,5.300000000000001,2.1,15.9
3_18_309_0,2001,Total,3,India,18,Assam,309,Tinsukia,5.2,2.1,16.6
3_18_309_0,2001,Urban,3,India,18,Assam,309,Tinsukia,4.800000000000001,2.3,19.2
3_18_310_0,2001,Rural,3,India,18,Assam,310,Dibrugarh,5.300000000000001,1.9,12
3_18_310_0,2001,Total,3,India,18,Assam,310,Dibrugarh,5.2,2,12.7
3_18_310_0,2001,Urban,3,India,18,Assam,310,Dibrugarh,4.7,2.1,15.8
3_18_311_0,2001,Rural,3,India,18,Assam,311,Sivasagar,5.2,1.8,9.600000000000001
3_18_311_0,2001,Total,3,India,18,Assam,311,Sivasagar,5.100000000000001,1.8,9.800000000000001
3_18_311_0,2001,Urban,3,India,18,Assam,311,Sivasagar,4.4,1.9,11.5
3_18_312_0,2001,Rural,3,India,18,Assam,312,Jorhat,5.2,2.1,16.1
3_18_312_0,2001,Total,3,India,18,Assam,312,Jorhat,5.100000000000001,2.1,16
3_18_312_0,2001,Urban,3,India,18,Assam,312,Jorhat,4.600000000000001,2,15.3
3_18_313_0,2001,Rural,3,India,18,Assam,313,Golaghat,5.300000000000001,2.1,15.8
3_18_313_0,2001,Total,3,India,18,Assam,313,Golaghat,5.2,2.1,15.7
3_18_313_0,2001,Urban,3,India,18,Assam,313,Golaghat,4.800000000000001,2,13.8
3_18_314_0,2001,Rural,3,India,18,Assam,314,Karbi Anglong,5.600000000000001,2.9,33.9
3_18_314_0,2001,Total,3,India,18,Assam,314,Karbi Anglong,5.5,2.8,32.3
3_18_314_0,2001,Urban,3,India,18,Assam,314,Karbi Anglong,4.7,2.4,22.5
3_18_315_0,2001,Rural,3,India,18,Assam,315,Dima Hasao,5.100000000000001,3.5,47.6
3_18_315_0,2001,Total,3,India,18,Assam,315,Dima Hasao,4.9,3.1,38.90000000000001
3_18_315_0,2001,Urban,3,India,18,Assam,315,Dima Hasao,4.600000000000001,2.4,21.4
3_18_316_0,2001,Rural,3,India,18,Assam,316,Cachar,5.300000000000001,4.7,68.3
3_18_316_0,2001,Total,3,India,18,Assam,316,Cachar,5.300000000000001,4.5,64.7
3_18_316_0,2001,Urban,3,India,18,Assam,316,Cachar,5,3.4,43.8
3_18_317_0,2001,Rural,3,India,18,Assam,317,Karimganj,5.600000000000001,5,71.40000000000001
3_18_317_0,2001,Total,3,India,18,Assam,317,Karimganj,5.5,4.800000000000001,69.40000000000001
3_18_317_0,2001,Urban,3,India,18,Assam,317,Karimganj,5.100000000000001,3.5,45.8
3_18_318_0,2001,Rural,3,India,18,Assam,318,Hailakandi,5.5,4.9,71.40000000000001
3_18_318_0,2001,Total,3,India,18,Assam,318,Hailakandi,5.5,4.800000000000001,70.40000000000001
3_18_318_0,2001,Urban,3,India,18,Assam,318,Hailakandi,5.2,4.2,61.3
3_18_319_0,2001,Rural,3,India,18,Assam,319,Bongaigaon,5.4,3.6,49.90000000000001
3_18_319_0,2001,Total,3,India,18,Assam,319,Bongaigaon,5.300000000000001,3.4,46.3
3_18_319_0,2001,Urban,3,India,18,Assam,319,Bongaigaon,4.600000000000001,2.5,24.5
3_18_320_0,2001,Rural,3,India,18,Assam,320,Chirang,5.5,3.8,53.8
3_18_320_0,2001,Total,3,India,18,Assam,320,Chirang,5.5,3.7,51.1
3_18_320_0,2001,Urban,3,India,18,Assam,320,Chirang,4.9,2.6,26.8
3_18_321_0,2001,Rural,3,India,18,Assam,321,Kamrup,5.600000000000001,2.9,34.5
3_18_321_0,2001,Total,3,India,18,Assam,321,Kamrup,5.100000000000001,2.6,27.8
3_18_321_0,2001,Urban,3,India,18,Assam,321,Kamrup,4.4,2.2,18.4
3_18_322_0,2001,Rural,3,India,18,Assam,322,Kamrup Metropolitan,5.600000000000001,2.9,34.5
3_18_322_0,2001,Total,3,India,18,Assam,322,Kamrup Metropolitan,5.100000000000001,2.6,27.8
3_18_322_0,2001,Urban,3,India,18,Assam,322,Kamrup Metropolitan,4.4,2.2,18.4
3_18_323_0,2001,Rural,3,India,18,Assam,323,Nalbari,5.7,3.1,38.40000000000001
3_18_323_0,2001,Total,3,India,18,Assam,323,Nalbari,5.600000000000001,3.1,37.9
3_18_323_0,2001,Urban,3,India,18,Assam,323,Nalbari,5,2.3,20.9
3_18_324_0,2001,Rural,3,India,18,Assam,324,Baksa,5.600000000000001,3.3,42.3
3_18_324_0,2001,Total,3,India,18,Assam,324,Baksa,5.4,3.1,39.2
3_18_324_0,2001,Urban,3,India,18,Assam,324,Baksa,4.9,2.4,22.6
3_18_325_0,2001,Rural,3,India,18,Assam,325,Darrang,5.5,3.5,46.90000000000001
3_18_325_0,2001,Total,3,India,18,Assam,325,Darrang,5.5,3.4,46
3_18_325_0,2001,Urban,3,India,18,Assam,325,Darrang,5,2.7,28.8
3_18_326_0,2001,Rural,3,India,18,Assam,326,Udalguri,5.4,3.1,39.7
3_18_326_0,2001,Total,3,India,18,Assam,326,Udalguri,5.4,3.1,38.5
3_18_326_0,2001,Urban,3,India,18,Assam,326,Udalguri,4.800000000000001,2.4,24.2
3_19_327_0,2001,Rural,3,India,19,West Bengal,327,Darjiling,5,3.2,40.40000000000001
3_19_327_0,2001,Total,3,India,19,West Bengal,327,Darjiling,5,3,36.6
3_19_327_0,2001,Urban,3,India,19,West Bengal,327,Darjiling,4.9,2.7,28.3
3_19_328_0,2001,Rural,3,India,19,West Bengal,328,Jalpaiguri,5,3.5,49.90000000000001
3_19_328_0,2001,Total,3,India,19,West Bengal,328,Jalpaiguri,4.9,3.4,47.3
3_19_328_0,2001,Urban,3,India,19,West Bengal,328,Jalpaiguri,4.7,3,36
3_19_329_0,2001,Rural,3,India,19,West Bengal,329,Koch Bihar,4.800000000000001,3.2,44
3_19_329_0,2001,Total,3,India,19,West Bengal,329,Koch Bihar,4.800000000000001,3.2,43.2
3_19_329_0,2001,Urban,3,India,19,West Bengal,329,Koch Bihar,4.7,2.9,35.4
3_19_330_0,2001,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,5.2,4.100000000000001,60.1
3_19_330_0,2001,Total,3,India,19,West Bengal,330,Uttar Dinajpur,5.2,4,58.7
3_19_330_0,2001,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,5.5,3.4,46.6
3_19_331_0,2001,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,4.7,3.3,45.40000000000001
3_19_331_0,2001,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,4.7,3.3,43.6
3_19_331_0,2001,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,4.5,2.8,30.6
3_19_332_0,2001,Rural,3,India,19,West Bengal,332,Maldah,5.2,3.6,50.2
3_19_332_0,2001,Total,3,India,19,West Bengal,332,Maldah,5.2,3.5,48.90000000000001
3_19_332_0,2001,Urban,3,India,19,West Bengal,332,Maldah,4.7,2.9,34
3_19_333_0,2001,Rural,3,India,19,West Bengal,333,Murshidabad,5.100000000000001,3.5,50.40000000000001
3_19_333_0,2001,Total,3,India,19,West Bengal,333,Murshidabad,5.100000000000001,3.5,49.6
3_19_333_0,2001,Urban,3,India,19,West Bengal,333,Murshidabad,5,3.3,43.8
3_19_334_0,2001,Rural,3,India,19,West Bengal,334,Birbhum,5,3.3,44.5
3_19_334_0,2001,Total,3,India,19,West Bengal,334,Birbhum,5,3.2,43.40000000000001
3_19_334_0,2001,Urban,3,India,19,West Bengal,334,Birbhum,4.7,2.8,32.8
3_19_335_0,2001,Rural,3,India,19,West Bengal,335,Barddhaman,4.9,2.9,36.6
3_19_335_0,2001,Total,3,India,19,West Bengal,335,Barddhaman,4.9,2.9,36.1
3_19_335_0,2001,Urban,3,India,19,West Bengal,335,Barddhaman,4.800000000000001,2.9,35.3
3_19_336_0,2001,Rural,3,India,19,West Bengal,336,Nadia,4.9,3.9,58.40000000000001
3_19_336_0,2001,Total,3,India,19,West Bengal,336,Nadia,4.800000000000001,3.7,54.3
3_19_336_0,2001,Urban,3,India,19,West Bengal,336,Nadia,4.600000000000001,3.1,39.90000000000001
3_19_337_0,2001,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,5,4.2,64.2
3_19_337_0,2001,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,4.9,3.6,49.2
3_19_337_0,2001,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,4.7,3.1,37
3_19_338_0,2001,Rural,3,India,19,West Bengal,338,Hugli,4.9,3,38.90000000000001
3_19_338_0,2001,Total,3,India,19,West Bengal,338,Hugli,4.800000000000001,3,37.2
3_19_338_0,2001,Urban,3,India,19,West Bengal,338,Hugli,4.5,2.9,34
3_19_339_0,2001,Rural,3,India,19,West Bengal,339,Bankura,5.2,3.5,49.6
3_19_339_0,2001,Total,3,India,19,West Bengal,339,Bankura,5.100000000000001,3.4,48.40000000000001
3_19_339_0,2001,Urban,3,India,19,West Bengal,339,Bankura,4.800000000000001,2.8,33.7
3_19_340_0,2001,Rural,3,India,19,West Bengal,340,Puruliya,5.5,3.9,57.90000000000001
3_19_340_0,2001,Total,3,India,19,West Bengal,340,Puruliya,5.4,3.8,55.8
3_19_340_0,2001,Urban,3,India,19,West Bengal,340,Puruliya,5.2,3,37.4
3_19_341_0,2001,Rural,3,India,19,West Bengal,341,Haora,5.2,3.5,51.1
3_19_341_0,2001,Total,3,India,19,West Bengal,341,Haora,5,3.4,45.7
3_19_341_0,2001,Urban,3,India,19,West Bengal,341,Haora,4.800000000000001,3.3,40.7
3_19_342_0,2001,Rural,3,India,19,West Bengal,342,Kolkata,,,
3_19_342_0,2001,Total,3,India,19,West Bengal,342,Kolkata,4.600000000000001,3.1,37.8
3_19_342_0,2001,Urban,3,India,19,West Bengal,342,Kolkata,4.600000000000001,3.1,37.8
3_19_343_0,2001,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,5.300000000000001,4.3,64.60000000000001
3_19_343_0,2001,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,5.100000000000001,4.100000000000001,59.90000000000001
3_19_343_0,2001,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,4.5,3.1,38
3_19_344_0,2001,Rural,3,India,19,West Bengal,344,Paschim Medinipur,5.2,3.7,54.1
3_19_344_0,2001,Total,3,India,19,West Bengal,344,Paschim Medinipur,5.2,3.6,52
3_19_344_0,2001,Urban,3,India,19,West Bengal,344,Paschim Medinipur,4.800000000000001,2.9,34.7
3_19_345_0,2001,Rural,3,India,19,West Bengal,345,Purba Medinipur,5.2,3.7,54.1
3_19_345_0,2001,Total,3,India,19,West Bengal,345,Purba Medinipur,5.2,3.6,52
3_19_345_0,2001,Urban,3,India,19,West Bengal,345,Purba Medinipur,4.800000000000001,2.9,34.7
3_1_1_0,2001,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,6.7,3.1,36
3_1_1_0,2001,Total,3,India,1,Jammu and Kashmir,1,Kupwara,6.7,3.1,35.7
3_1_1_0,2001,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,6.600000000000001,2.8,29.6
3_1_10_0,2001,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,6.7,2.8,29.5
3_1_10_0,2001,Total,3,India,1,Jammu and Kashmir,10,Srinagar,6.600000000000001,2.6,25.8
3_1_10_0,2001,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,6.5,2.3,18.6
3_1_11_0,2001,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,6.600000000000001,2.7,28.1
3_1_11_0,2001,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,6.5,2.5,23.3
3_1_11_0,2001,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,6.5,2.3,19.3
3_1_12_0,2001,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,6.7,2.7,26.5
3_1_12_0,2001,Total,3,India,1,Jammu and Kashmir,12,Pulwama,6.7,2.6,25.6
3_1_12_0,2001,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,6.4,2.2,17.8
3_1_13_0,2001,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,6.7,2.7,26.5
3_1_13_0,2001,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,6.7,2.6,25.6
3_1_13_0,2001,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,6.4,2.2,17.8
3_1_14_0,2001,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,6.600000000000001,3,32.3
3_1_14_0,2001,Total,3,India,1,Jammu and Kashmir,14,Anantnag,6.5,2.9,30.3
3_1_14_0,2001,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,6.300000000000001,2.3,18.9
3_1_15_0,2001,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,6.600000000000001,3,32.3
3_1_15_0,2001,Total,3,India,1,Jammu and Kashmir,15,Kulgam,6.5,2.9,30.3
3_1_15_0,2001,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,6.300000000000001,2.3,18.9
3_1_16_0,2001,Rural,3,India,1,Jammu and Kashmir,16,Doda,6.100000000000001,3.7,49.8
3_1_16_0,2001,Total,3,India,1,Jammu and Kashmir,16,Doda,6,3.6,47.8
3_1_16_0,2001,Urban,3,India,1,Jammu and Kashmir,16,Doda,5.100000000000001,2.5,25.8
3_1_17_0,2001,Rural,3,India,1,Jammu and Kashmir,17,Ramban,6,3.6,47.2
3_1_17_0,2001,Total,3,India,1,Jammu and Kashmir,17,Ramban,5.9,3.5,44.7
3_1_17_0,2001,Urban,3,India,1,Jammu and Kashmir,17,Ramban,5,2.5,25.7
3_1_18_0,2001,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,6.100000000000001,3.7,49.8
3_1_18_0,2001,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,6,3.6,47.8
3_1_18_0,2001,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,5.100000000000001,2.5,25.8
3_1_19_0,2001,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,5.600000000000001,3.2,40.3
3_1_19_0,2001,Total,3,India,1,Jammu and Kashmir,19,Udhampur,5.5,3,36.8
3_1_19_0,2001,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,5,2.6,26.3
3_1_2_0,2001,Rural,3,India,1,Jammu and Kashmir,2,Badgam,6.7,2.8,29.5
3_1_2_0,2001,Total,3,India,1,Jammu and Kashmir,2,Badgam,6.600000000000001,2.6,25.8
3_1_2_0,2001,Urban,3,India,1,Jammu and Kashmir,2,Badgam,6.5,2.3,18.6
3_1_20_0,2001,Rural,3,India,1,Jammu and Kashmir,20,Reasi,5.9,3.4,44.5
3_1_20_0,2001,Total,3,India,1,Jammu and Kashmir,20,Reasi,5.7,3.3,41.5
3_1_20_0,2001,Urban,3,India,1,Jammu and Kashmir,20,Reasi,4.9,2.5,25.6
3_1_21_0,2001,Rural,3,India,1,Jammu and Kashmir,21,Jammu,5.300000000000001,3,36.2
3_1_21_0,2001,Total,3,India,1,Jammu and Kashmir,21,Jammu,5.2,2.8,32.2
3_1_21_0,2001,Urban,3,India,1,Jammu and Kashmir,21,Jammu,5,2.6,27.1
3_1_22_0,2001,Rural,3,India,1,Jammu and Kashmir,22,Samba,5.600000000000001,3.2,39
3_1_22_0,2001,Total,3,India,1,Jammu and Kashmir,22,Samba,5.5,3,36.3
3_1_22_0,2001,Urban,3,India,1,Jammu and Kashmir,22,Samba,5,2.6,27.3
3_1_3_0,2001,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),4.800000000000001,2.3,20.2
3_1_3_1,2001,Rural,3,India,1,India/China  2,3,Leh(Ladakh),4.800000000000001,2.3,20.2
3_1_3_0,2001,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),4.600000000000001,2.2,18.9
3_1_3_1,2001,Total,3,India,1,India/China  2,3,Leh(Ladakh),4.600000000000001,2.2,18.9
3_1_3_0,2001,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),3.8,2,15.1
3_1_3_1,2001,Urban,3,India,1,India/China  2,3,Leh(Ladakh),3.8,2,15.1
3_1_4_0,2001,Rural,3,India,1,Jammu and Kashmir,4,Kargil,6.300000000000001,2.4,19.9
3_1_4_0,2001,Total,3,India,1,Jammu and Kashmir,4,Kargil,6,2.4,21.1
3_1_4_0,2001,Urban,3,India,1,Jammu and Kashmir,4,Kargil,4.5,2.9,29.6
3_1_5_0,2001,Rural,3,India,1,Jammu and Kashmir,5,Punch,6.100000000000001,3.3,43.7
3_1_5_0,2001,Total,3,India,1,Jammu and Kashmir,5,Punch,6,3.3,42.1
3_1_5_0,2001,Urban,3,India,1,Jammu and Kashmir,5,Punch,5,2.4,22.2
3_1_6_0,2001,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,5.800000000000001,3.5,46.3
3_1_6_0,2001,Total,3,India,1,Jammu and Kashmir,6,Rajouri,5.7,3.4,44.8
3_1_6_0,2001,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,4.9,2.7,28.1
3_1_7_0,2001,Rural,3,India,1,Jammu and Kashmir,7,Kathua,5.7,3.1,36.3
3_1_7_0,2001,Total,3,India,1,Jammu and Kashmir,7,Kathua,5.600000000000001,3,35.2
3_1_7_0,2001,Urban,3,India,1,Jammu and Kashmir,7,Kathua,5.2,2.7,29.2
3_1_8_0,2001,Rural,3,India,1,Jammu and Kashmir,8,Baramula,6.600000000000001,2.6,25.5
3_1_8_0,2001,Total,3,India,1,Jammu and Kashmir,8,Baramula,6.600000000000001,2.6,24.4
3_1_8_0,2001,Urban,3,India,1,Jammu and Kashmir,8,Baramula,6.600000000000001,2.3,18.9
3_1_9_0,2001,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,6.600000000000001,2.6,25.5
3_1_9_0,2001,Total,3,India,1,Jammu and Kashmir,9,Bandipore,6.600000000000001,2.6,24.4
3_1_9_0,2001,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,6.600000000000001,2.3,18.9
3_20_346_0,2001,Rural,3,India,20,Jharkhand,346,Garhwa,5.7,3.1,38.8
3_20_346_0,2001,Total,3,India,20,Jharkhand,346,Garhwa,5.7,3,38.5
3_20_346_0,2001,Urban,3,India,20,Jharkhand,346,Garhwa,5.7,2.7,30.3
3_20_347_0,2001,Rural,3,India,20,Jharkhand,347,Chatra,5.800000000000001,2.9,35.8
3_20_347_0,2001,Total,3,India,20,Jharkhand,347,Chatra,5.800000000000001,2.9,35.7
3_20_347_0,2001,Urban,3,India,20,Jharkhand,347,Chatra,5.800000000000001,2.9,35.2
3_20_348_0,2001,Rural,3,India,20,Jharkhand,348,Kodarma,5.9,2.8,33.1
3_20_348_0,2001,Total,3,India,20,Jharkhand,348,Kodarma,5.9,2.8,32.8
3_20_348_0,2001,Urban,3,India,20,Jharkhand,348,Kodarma,5.600000000000001,2.7,31.8
3_20_349_0,2001,Rural,3,India,20,Jharkhand,349,Giridih,5.9,2.9,35.2
3_20_349_0,2001,Total,3,India,20,Jharkhand,349,Giridih,5.9,2.9,34.9
3_20_349_0,2001,Urban,3,India,20,Jharkhand,349,Giridih,5.7,2.7,31.7
3_20_350_0,2001,Rural,3,India,20,Jharkhand,350,Deoghar,5.800000000000001,3,36.6
3_20_350_0,2001,Total,3,India,20,Jharkhand,350,Deoghar,5.800000000000001,3,36
3_20_350_0,2001,Urban,3,India,20,Jharkhand,350,Deoghar,5.600000000000001,2.8,31.8
3_20_351_0,2001,Rural,3,India,20,Jharkhand,351,Godda,5.4,3.4,46.40000000000001
3_20_351_0,2001,Total,3,India,20,Jharkhand,351,Godda,5.4,3.4,45.90000000000001
3_20_351_0,2001,Urban,3,India,20,Jharkhand,351,Godda,5.7,2.6,29.5
3_20_352_0,2001,Rural,3,India,20,Jharkhand,352,Sahibganj,5.2,4,57.1
3_20_352_0,2001,Total,3,India,20,Jharkhand,352,Sahibganj,5.300000000000001,4,56.5
3_20_352_0,2001,Urban,3,India,20,Jharkhand,352,Sahibganj,5.800000000000001,3.7,50.6
3_20_353_0,2001,Rural,3,India,20,Jharkhand,353,Pakur,5.2,4,57.8
3_20_353_0,2001,Total,3,India,20,Jharkhand,353,Pakur,5.2,3.9,57.2
3_20_353_0,2001,Urban,3,India,20,Jharkhand,353,Pakur,5.4,3.3,43.5
3_20_354_0,2001,Rural,3,India,20,Jharkhand,354,Dhanbad,5.5,3,39.3
3_20_354_0,2001,Total,3,India,20,Jharkhand,354,Dhanbad,5.4,3.1,39.8
3_20_354_0,2001,Urban,3,India,20,Jharkhand,354,Dhanbad,5.4,3.1,40.3
3_20_355_0,2001,Rural,3,India,20,Jharkhand,355,Bokaro,5.600000000000001,2.9,35
3_20_355_0,2001,Total,3,India,20,Jharkhand,355,Bokaro,5.5,2.8,33.4
3_20_355_0,2001,Urban,3,India,20,Jharkhand,355,Bokaro,5.4,2.6,31.5
3_20_356_0,2001,Rural,3,India,20,Jharkhand,356,Lohardaga,5.7,2.5,26.4
3_20_356_0,2001,Total,3,India,20,Jharkhand,356,Lohardaga,5.7,2.5,26.4
3_20_356_0,2001,Urban,3,India,20,Jharkhand,356,Lohardaga,5.5,2.6,26.5
3_20_357_0,2001,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,5,3,37.5
3_20_357_0,2001,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,5.2,2.9,34.9
3_20_357_0,2001,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,5.300000000000001,2.8,32.5
3_20_358_0,2001,Rural,3,India,20,Jharkhand,358,Palamu,5.7,3.2,41
3_20_358_0,2001,Total,3,India,20,Jharkhand,358,Palamu,5.7,3.1,40.40000000000001
3_20_358_0,2001,Urban,3,India,20,Jharkhand,358,Palamu,5.800000000000001,2.8,31
3_20_359_0,2001,Rural,3,India,20,Jharkhand,359,Latehar,5.7,3.2,41
3_20_359_0,2001,Total,3,India,20,Jharkhand,359,Latehar,5.7,3.1,40.40000000000001
3_20_359_0,2001,Urban,3,India,20,Jharkhand,359,Latehar,5.800000000000001,2.8,31
3_20_360_0,2001,Rural,3,India,20,Jharkhand,360,Hazaribagh,5.800000000000001,2.8,32.7
3_20_360_0,2001,Total,3,India,20,Jharkhand,360,Hazaribagh,5.7,2.8,32.3
