state_CONSISTENT,districtname,plant1994,plant_size1994,plant2000,plant_size2000,plant2005,plant_size2005,plant2007,plant_size2007,plant2009,plant_size2009,empt1994,empt2000,empt2005,empt2007,empt2009,output1994,output2000,output2005,output2007,output2009
ANDHRA PRADESH,Warangal,247,1112682.625,492.15080165863037,921852.3125,165.18359851837158,2976392,249.05140113830566,2402062,254.86809492111206,3778049.5,14816.999991455903,9933.38394165039,16759.81644630432,9168.657843112946,18171.60622882843,274832612.21484375,453690350.828125,491651128.2265625,598236910.75,962904306.546875
ANDHRA PRADESH,West Godavari,237,4891653.5,312.9437003135681,4773808.5,471.93409299850464,5444196.5,457.86270129680634,5549905,544.9286909103394,5994447,19609.999975566287,37920.38831663132,30237.208574295044,30676.74120950699,34295.62487697601,1159321885.6933594,1493933354.8798828,2569301975.2304688,2541094553.482422,3266546187.015625
BIHAR,Aurangabad,11,2652477.5,33.16680145263672,78730.875,40.97450006008148,446574.09375,31.137799859046936,591058.9375,48.043099880218506,385875.625,642,1774.4238777160645,566.4767018556595,518.4600981473923,864.409999370575,29177251.375,2611251.1875,18298149.65625,18404274.6796875,18538661.046875
BIHAR,Begusarai,30,5593604.5,42.16680145263672,153378.0625,27.045400142669678,6662285.5,22.50000023841858,12883216,32.44509983062744,4305431.5,2868.000000477339,3064.592296600342,2188.61800968647,2495.6557400226593,2201.9558801651,167808131.67578125,6467462.15625,180184183.0625,289872370.40625,139690148.96875
BIHAR,Bhagalpur,33,654034.8125,3.666700005531311,9686503,29.446999669075012,481709.09375,33.08209991455078,529520.875,48.65079927444458,1395594,2814.0000009536743,3766.0004000663757,1253.6918791532516,1134.587898015976,1989.8258514404297,21583149.3203125,35517501.8125,14184887.159179688,17517662.491210938,67896760.75
BIHAR,Champaran(E),20,1184672,59.91690218448639,663589,46.9463996887207,277390.9375,49.1439003944397,508138.25,47.32359981536865,3619073,993,2673.6760988235474,1165.6635961532593,1346.1706008911133,1565.6634902954102,23693440.53076172,39760198.443359375,13022505.09375,24971895.048828125,171267564.05078125
BIHAR,Champaran(W),28,6754170,2,1660198.5,26.577499866485596,11891094,8.333300113677979,28863644,28.380799293518066,8472285,3388,122,3744.23819732666,2920.66650056839,2383.5713725090027,189116757.82421875,3320396.96875,316035556.6621094,240529409.50195312,240450233.86914062
BIHAR,Darbhanga,83,240896.046875,34.16680145263672,71057.859375,124.61119937896729,92301.578125,144.51129949092865,184624.953125,80.11559772491455,2634784.5,3857,1637.131368637085,8823.284353733063,10747.274161815643,6489.476638793945,19994372.208984375,2427819.859375,11501809.923828125,26680392.25390625,211087329.28125
BIHAR,Deoghar,41,1709042.375,46.45840036869049,1940432.5,48.96440029144287,1940135.5,50.4446005821228,1643393.5,31.734300136566162,13782075,1761.9999990836163,2503.1711057424545,1893.9428055286407,1649.0581061840057,3287.5362672805786,70070737.19921875,90149392.421875,94997571.17480469,82900327.4765625,437364509.5
BIHAR,Dhanbad,359.99999940395355,3929506.5,369.5354987382889,4155950,260.3067989349365,5725916,256.6695965528488,6175284,173.79839706420898,6321993,29436.000008001494,21596.322260260582,12797.304875731468,12585.897111773491,8142.34681558609,1414622361.0585938,1535771034.3164062,1490494911.8198242,1585007633.0117188,1098752283.2890625
BIHAR,Dumka,19,1197025.375,6.6666998863220215,4855316.5,28.71440017223358,1523318.125,45.34450054168701,3250209.5,219.8954998254776,15961251,879.9999984733095,348.6678957939148,489.19250309467316,1099.334110379219,16873.238216519356,22743482.91796875,32368937.423828125,43741166.12011719,147379128.78320312,3509807348.375
BIHAR,Gaya,33,972642.5625,40.94279956817627,122547.9609375,63.565799593925476,832218.9375,72.05809986591339,406242.375,35.513700008392334,1528343,1103.9999999630686,690.5845890045166,1350.2363004684448,1511.4097950458527,1046.4652018547058,32097204.255859375,5017456.6953125,52900664.18261719,29273053.107421875,54277115.26953125
BIHAR,Giridih,54,926326.125,63.237998962402344,15337393,103.28650069236755,13506610,98.33339977264404,11603326,107.20599937438965,6184935,2722.000000119467,9106.450681686401,8669.959245324135,9434.836192727089,4911.0372767448425,50021609.8828125,969906017.41796875,1395050492.5,1140994483.515625,663062135.90625
BIHAR,Gopalganj,18,6665489,9.666600227355957,17527.1796875,9.95959997177124,14326987,22.86110019683838,3490548.25,2,18668848,3154,125.66580295562744,2120.181998729706,2583.5424013137817,430,119978805.00952148,169428.234375,142691061.1875,79797775.248046875,37337694
BIHAR,Gumla,6,52379.0546875,4,75848.3828125,11.088800430297852,136242.78125,10,191480.3125,17.3887996673584,193374.234375,377,180,615.5732221603394,748,1177.466378211975,314274.328125,303393.5390625,1510768.984375,1914803.0703125,3362545.859375
BIHAR,Hazaribag,92,8819503,122.36049997806549,4864038.5,99.62270164489746,8969696,140.2081995010376,11019876,195.97849559783936,5430609.5,8918.000003713261,8519.049452066422,6122.338954925537,7713.266595840454,10497.135937213898,811394268.0371094,595166164.55078125,893585333.546875,1545076989.9101562,1064282633.953125
BIHAR,Katihar,19,1526051.5,71.37510108947754,1158813,33.25249993801117,465604.625,31.542199969291687,511113.8125,61.37919902801514,584787.625,964.000000834465,3295.4218559265137,2800.0901958942413,2857.5084974765778,5262.358887195587,28994978.88671875,82710391.78808594,15482517.9375,16121654.34375,35893794.1875
BIHAR,Madhubani,3,1079605.875,30.13320004940033,1886734.125,19.21209990978241,103925.015625,38.87779986858368,128585.7265625,48.28859853744507,220673.796875,465,1178.0295003652573,1300.4047937393188,2839.968590259552,3181.6821036338806,3238817.5625,56853337.29296875,1996617.7153320312,4999130.236083984,10656028.5625
BIHAR,Muzaffarpur,55.99999976158142,2262445,9.833300113677979,13423872,46.662099719047546,4362584,28.83329999446869,3557886.75,54.277199268341064,5198906,3597.9999973048616,2629.1663012504578,4439.977769613266,2956.492498755455,7034.312438488007,126696924.2265625,132000960.7890625,203567337.1875,102585614.95019531,282182064.6875
BIHAR,Nalanda,6,20444.5078125,57.58340072631836,31743.935546875,7.949999809265137,63354.7265625,4,292420.90625,2,608294.75,63.00000020861626,490.5425090789795,79.74999904632568,74,27,122667.044921875,1827923.7421875,503670.05859375,1169683.6088867188,1216589.501953125
BIHAR,Nawada,3,31443.884765625,17.03569984436035,715968,1,39910.171875,1,44212.796875,1,53634.96875,9.000000074505806,408.6425971984863,5,7,7,94331.6533203125,12197015.935546875,39910.171875,44212.796875,53634.96875
BIHAR,Palamu,20,3512310.75,30.333399891853333,2433059.5,13.083299994468689,6291319,13.833299994468689,9295570,1.666700005531311,235545.796875,942.0000010130339,1874.6679970026016,912.0829999446869,553.9995999336243,13.333600044250488,70246216.14794922,73802963.486328125,82311217.0625,128588413.96875,392584.1875
BIHAR,Patna,237.99999952316284,1836221,22.70230007171631,9086103,172.4651995897293,2936804.75,215.4158000946045,3731037,229.5530982017517,5940282,12716.000002890507,2916.023100376129,7244.018078327179,10791.666908740997,13283.910587787628,437020607.53125,206275446.71875,506496601.9140625,803724339.7558594,1363610128.9667969
BIHAR,Ranchi,122,7025002,135.97849929332733,7477877.5,134.20270144939423,6677915.5,229.3889001607895,4964028,179.9603977203369,8637524,17755.999999291864,11166.23537671566,11470.736458659172,16591.73909842968,13162.61207485199,857050222.11328125,1016830586.5869141,896194300.73828125,1138692888.1015625,1554412242.737793
BIHAR,Rohtas,35,3474728.25,47.36310005187988,1903879.875,176.90179872512817,606496.8125,292.55749893188477,601770.5,351.18160104751587,942168.6875,2625.9999997915006,2187.244707107544,3944.2865710258484,4724.172185897827,6843.298204421997,121615489.984375,90173652.88964844,107290371.71875,176052481.40625,330872307.15625
BIHAR,Sahibganj,18,1770572.125,49.86669981479645,782984.5625,38.83329999446869,912242.875,40.68329977989197,988073.5625,124.74860095977783,136462.703125,724.000002861023,1133.4007987976074,1206.3319997787476,1251.1982724666595,1503.170901298523,31870297.8203125,39044855.75,35425402.21875,40198092.53125,17023530.453125
BIHAR,Samastipur,22,1401738.625,33.45840036869049,4763059.5,16.626199960708618,6304745,6.333299994468689,16251718,17.730799674987793,10155522,3811,2153.418623805046,3784.5007972717285,3532.662899374962,3988.5407752990723,30838248.8359375,159364350.48828125,104823951.6875,102927008.36621094,180065533.5625
BIHAR,Saran,23,727440.625,35.142799377441406,1397096.75,19.83839988708496,101558.734375,13.417799949645996,134357.0625,10.730799674987793,158137.171875,1608,689.1062908172607,1155.586793422699,771.5234971046448,622.386381149292,16731134.37890625,49097891.34375,2014762.71875,1802776.25,1696938.3125
BIHAR,Singhbhum,322.9999998807907,5222249.5,293.0712978839874,8285040.5,270.7037023305893,15244374,298.327999830246,17379792,178.54769945144653,15975023,29371.000000602588,32638.09905910492,25063.097133755684,28294.54332268238,12450.27417564392,1686786517.6064453,2428107504.3339844,4126708468.2460938,5184878684.828125,2852303654.857422
BIHAR,Sitamarhi,30,1025208.9375,53.493900179862976,1132764,54.756500244140625,923067.9375,26.791100025177002,2497277.5,29.33299970626831,1516508.125,1740,2969.2488998174667,2805.2677907943726,2303.8687953948975,2754.25736284256,30756267.8203125,60595963.30078125,50543971.341796875,66904813.359375,44483733.09765625
BIHAR,Siwan,22,37302.19140625,17.625100135803223,81977.9453125,14.399999737739563,63656.6015625,19.809500336647034,22550.330078125,18.59999942779541,47239.74609375,236,711.586217880249,106.29989838600159,81.57140135765076,187.6499948501587,820648.2041015625,1444869.5625,916655.05078125,446710.76953125,878659.28515625
CHANDIGARH,Chandigarh,251,2517783,196.625,2653192.25,216.25049912929535,3701758.75,236.4632978439331,4832747.5,192.86680030822754,5740562,8824,7344.25,7175.758586168289,9437.252635598183,7281.270394325256,631963558.8076172,521683907.08984375,800507195.6875,1142767438.609375,1107163814.0390625
DELHI,Delhi,2885.099992454052,2355011,2439.4542833566666,3180009.25,2292.203910589218,4401715,2330.636883497238,4775598,1945.6046113967896,5011352,122017.9999596218,94753.44492173195,105521.25005543232,104112.55059921741,89172.75511360168,6794442147.87204,7757487001.185547,10089628656.738281,11130185133.918945,9750109462.517578
GOA,North Goa,130,8271564.5,234.24989891052246,12475169,261.67060005664825,14931844,228.4511991739273,19936598,239.3000988960266,24237648,9420,17364.244440078735,20342.05488693714,26243.13349735737,26747.323755264282,1075303389.8984375,2922307030.109375,3907224460.7578125,4554539841.40625,5800071576.125
GOA,South Goa,62,11812681,184.99989986419678,6591665,176.24700033664703,15241427,196.27379953861237,15637714,167.40009927749634,19106822,4015,8658.743915081024,12700.032935976982,18054.89150905609,16935.23548555374,732386207.9951172,1219457390.8085938,2686255710.5585938,3069273473.8808594,3198484022.1484375
GUJARAT,Ahmedabad,1962.9999998807907,2993447.5,2439.2950912714005,4046696.75,2446.3713080883026,4324878,2720.783424258232,5815987,2647.6407856941223,6361542.5,117587.00003860035,115416.60470998287,114921.73578739166,147955.53609597683,148608.47044944763,5876137430.935547,9871087598.566406,10580257927.78125,15824041322.15625,16843079211.058594
GUJARAT,Amreli,28,13882941,11,91058160,5,138979952,6,169585616,13.480000019073486,72829352,3378.00000083145,4892,3646,2083,2403.1941986083984,388722357.03125,1001639718.5625,694899751,1017513654.90625,981739689.5
GUJARAT,Bans Kantha,530.9999998807907,7432074,389.7461967468262,5931311.5,460.1430997848511,10790779,515.7783036231995,7100347,535.88130235672,12679479,41941.000023128756,18134.119181632996,29676.684619426727,24869.47530555725,38502.61843299866,3946431415.4179688,2311706037.0507812,4965302680.7109375,3662204959.3632812,6794695634.6015625
GUJARAT,Mahesana,530.9999998807907,7432074,389.7461967468262,5931311.5,460.1430997848511,10790779,515.7783036231995,7100347,535.88130235672,12679479,41941.000023128756,18134.119181632996,29676.684619426727,24869.47530555725,38502.61843299866,3946431415.4179688,2311706037.0507812,4965302680.7109375,3662204959.3632812,6794695634.6015625
GUJARAT,Bharuch,456.9999997019768,8888227,565.3457902669907,16300421,464.62280213832855,16283470,495.38009881973267,14677221,544.7349004745483,21484574,33534.000018521016,48613.35930800438,39911.464797616005,41685.55589342117,51807.99689912796,4061919922.6552734,9215374508.515625,7565671381.234375,7270803316.9375,11703397223.257812
GUJARAT,Bhavnagar,249,3297634.5,281.4762992858887,6162950.5,214.3572015762329,7587390.5,158.06710004806519,8754645,205.91159915924072,7093516,13286.000008703435,15606.004845619202,12600.925186157227,12944.530609607697,11195.989168167114,821110968.2578125,1734724537.796875,1626411803.9453125,1383821409.96875,1460637230.71875
GUJARAT,Gandhinagar,69,3918004.25,358.2605985403061,5562879.5,587.6024998426437,6636928,603.9658018350601,9553837,671.1830010414124,10329520,7172.9999847208765,24829.437799096107,38505.6115796566,46510.52353346348,58694.200755119324,270342300.28515625,1992960615.2773438,3899875366.71875,5770190767.1796875,6932998529.515625
GUJARAT,Jamnagar,281.99999964237213,5167864.5,192.19650077819824,5001221,196.35589957237244,9185509,213.04160392284393,9769307,237.23909997940063,9412777,16627.99999145911,14616.484920501709,16116.922689914703,14815.225272774696,15128.322005748749,1457337801.7167969,961217153.75,1803628891.421875,2081268844.375,2233078761.3984375
GUJARAT,Junagadh,157.99999982118607,11093734,129.07540035247803,10311817,149.072700381279,11586014,152.4745011329651,13481370,95.095001220703125,22465848,23361.000000564854,23282.08890724182,22627.100888609886,21811.25353717804,17616.44392824173,1752810020.8984375,1331001937.4375,1727158424.484375,2055565160.46875,2136389749.078125
GUJARAT,Kachchh,89.00000023841858,3858705.5,70.4670000076294,11128235,178.9128017425537,34129116,159.69680070877075,64431420,196.6343002319336,53154748,10555.000003762621,8809.187788009644,32999.75041127205,53636.89809179306,47787.71787118912,343424787.09375,784173335.546875,6106135496.4140625,10289491398.835938,10452046471
GUJARAT,Kheda,370.0000002384186,3190200.5,377.08560132980347,4274402.5,498.7074022293091,5230706,538.2997045516968,5014994,461.1226963996887,7754786.5,21767.000007877967,15998.524742603302,31150.148036837578,27527.048389434814,27854.55005788803,1180374151.3632812,1611815669.3710938,2608591827.734375,2699569680.2304688,3575908011.3359375
GUJARAT,Panch Mahals,243.23000025749207,4040920.75,268.8311982154846,5353840,212.7370011806488,13291999,239.5287026166916,11043387,228.5711007118225,11155370,14294.999996435576,14665.344774246216,20331.504610419273,21148.280220508575,18403.48407125473,982873152.2519531,1439279225.2421875,2827699910.265625,2645208070.75,2549795143.40625
GUJARAT,Rajkot,1013.9999998211861,1792507.5,1096.5954928398132,1302841.625,1209.0107054710388,3770464,1353.0234144926071,4463061.5,1359.302800655365,5075126.5,32136.999996152284,25496.934793949127,41984.36199140549,54870.60124492645,69756.62233781815,1817602547.4375,1428690299.6035156,4558531379.0078125,6038626509.503906,6898633616.515625
GUJARAT,Sabar Kantha,77,5046482,47.173099875450134,9023855,115.9497013092041,8884250,108.95050144195557,12660467,69.85949993133545,19457644,4538.999999999177,2488.0472954511642,8931.804688930511,9380.789264678955,8905.984997749329,388579129.53125,425683231.5,1030126157.3984375,1379364191.453125,1359301267.875
GUJARAT,Surat,637.9999997615814,6650443.5,905.6728820800781,7235620,1014.8280862569809,12044257,905.7297841310501,15091158,835.6585927009583,15496742,53606.99999633657,55274.85413360596,82908.89204382896,86956.08598101139,90165.96932601929,4242983034.9697266,6553104716.6796875,12222850318.066406,13668511576.671875,12949985607.453125
GUJARAT,Surendranagar,352.99999994039536,1201256.5,276.77780055999756,1571749.375,242.65510141849518,1675190,187.519904255867,2662345,264.45189476013184,2339807.5,13320.999998409627,8876.529377937317,9180.733610630035,7528.962662100792,7683.373727798462,424043552.39990234,435025340.796875,406493399.8828125,499242675.45458984,618766547.1875
GUJARAT,Vadodara,1027.9999995827675,4537740.5,1517.345195531845,3973566.75,1161.8858058452606,7569764.5,1228.1611088514328,8485624,1512.7813053131104,8362433,61509.00000392922,67961.97298777103,70049.91747844219,74710.7917560339,85333.79912996292,4664797384.515625,6029272333.501953,8795201990.015625,10421713173.125,12650532283.84375
GUJARAT,Valsad,932.9999984502792,3463590,1122.9585962295532,6953552,1110.52590405941,7209225,1219.7084000110626,8507143,1255.6658997535706,9094648,46338.00001247317,73229.77745819092,75706.01207387447,86736.401907444,95573.23085451126,3231529519.317383,7808550913.1328125,8006031359.3515625,10376233975.396484,11419839305.1875
HARYANA,Ambala,225.99999916553497,1759738.625,131.60169911384583,3167600,257.98420011997223,2455113.25,376.6691004037857,3232584.75,262.6590008735657,5865321,10732.999998408703,9314.081913471222,11464.577558636665,20955.66343331337,17462.478526592255,397700923.31933594,416861528.61328125,633380436.7570801,1217614835.5,1540579365.34375
HARYANA,Bhiwani,37,6367661.5,13.375,14093372,9.966699838638306,31130868,23.132399559020996,9403188,27.482500553131104,9183464,5389.0000013699,2546.125,2466.000196456909,9032.161997795105,2702.8600101470947,235603472.5703125,188498852.5,310272021.125,217518300.1640625,252384549.3125
HARYANA,Faridabad,727.1699968576431,6221197,1104.0707080364227,7514845.5,785.7256995439529,12148038,1109.8012915849686,9479328,802.9745030403137,16213882,73590.0000069791,86676.22505021095,88658.15011334419,107984.97674584389,107948.12041759491,4523867699.968018,8296920680.652344,9545025710.988281,10520170911.292969,13019334187.179688
HARYANA,Gurgaon,234.99999940395355,6259646.5,475.74300384521484,13339159,539.4490996599197,17838402,693.2361997365952,20550656,874.2626962661743,22631530,20493.00002383185,60438.97216820717,119147.5861108303,165721.62533307076,204972.39859580994,1471016912.2530518,6346011445.390625,9622909940.640625,14246458979.351562,19785902839.757812
HARYANA,Hisar,129.00000023841858,8738119,274.3593997955322,10086883,130.0117996931076,14136690,133.42219805717468,11255334,119.4268012046814,11026886,9641.000000484302,16769.415006160736,8548.042582392693,7272.37806224823,7709.290723323822,1127217409.4648438,2767431259.625,1837936520.609375,1501711344.328125,1316905673.875
HARYANA,Jind,23,6645780,15.242600440979004,4571735,44.9052996635437,6922284,8,35615972,16.26919984817505,3738227.75,3461.000052784071,1419.955602645874,4135.968384742737,1664,1085.1523928642273,152852935.6875,69685128,310847243.4375,284927775.0390625,60817973.8125
HARYANA,Kaithal,61,2427214.75,26.774298667907715,1841141.25,43.101500034332275,4371236.5,29.799999237060547,8252898.5,26.917600631713867,10835058,3547.000000632401,1656.9093227386475,1918.5875010490417,2383.399932861328,1805.2864246368408,148060105.875,49295265.5,188406848.84375,245936362,291653773
HARYANA,Karnal,156.99999940395355,5863239.5,188.15129470825195,4527693,135.1986002922058,5724461.5,70.64449834823608,3693338.25,105.07950115203857,11181795,11163.000003932335,11934.841339111328,8117.805113792419,3391.335368156433,9920.81416797638,920528611.79296875,851891339.59375,773939201.5625,260914033,1174977400.625
HARYANA,Kurukshetra,114,3775899.5,69.93169689178467,3760241,36.46679961681366,7176906,53.66189956665039,11153010,26.723600387573242,5529591.5,7316.999999957336,4076.8823556900024,2394.4030904769897,3933.215793609619,1742.7960181236267,430452547.4707031,262960028.6875,261718788,598491723.75,147770598.5625
HARYANA,Panipat,218.99999976158142,2642052.5,249.19990849494934,2000886.5,273.74009692668915,6435668,153.69449853897095,11150988,325.00800037384033,8778106,9781.00000007597,6989.929699420929,14970.316115379333,18184.612365722656,24434.02977323532,578609475.2915039,498620718.30078125,1761700370.9804688,1713845456.2734375,2852954799.375
HARYANA,Rewari,48.99999952316284,18983566,57.85140132904053,9829177,64.02759981155396,49680148,43.26669991016388,35269140,85.53570032119751,45505560,9537.000009423584,6879.723574638367,14154.05042219162,12168.468598604202,18435.885321617126,930194721.4765625,568631673.5,3180900594.625,1525979369.125,3892349837.125
HARYANA,Rohtak,147.99999952316284,6067402.5,169.2256999015808,5813251,279.6155012845993,7779067.5,281.43119859695435,10106894,340.23170042037964,10347544,10380.999999734882,13167.164788722992,18609.16615974903,22740.85040616989,23821.936675548553,897975558.9941406,983751445.6328125,2175147890.4726562,2844395192.0371094,3520562375.3125
HARYANA,Sirsa,28,4533386.5,57.399298667907715,1207346,11.100000023841858,695099.0625,40.066598534584045,1144923.75,23.369199752807617,6079994,2483,2495.5713138580322,226.5000001192093,568.1990785598755,596.7223916053772,126934823.14746094,69300814.3125,7715599.7265625,45873198.875,142084597.25
HARYANA,Sonipat,87.00000011920929,7940689.5,176.46990084648132,4929215,215.52249932289124,7757506.5,114.67859983444214,20534328,199.30009984970093,15184102,11594.999999541636,14873.261728286743,19245.30108511448,16862.107295036316,25874.988610744476,690839996.21875,869858117.5625,1671917228.015625,2354847884.0585938,3026193061.515625
HARYANA,Yamunanagar,411.99999952316284,1443504,529.2618951797485,1678399.625,543.2992063760757,2133314.75,627.4178972244263,2135563.75,467.4863018989563,3225360,13668.999998042942,16117.770926475525,17567.540538668633,18410.82462644577,15718.356540679932,594723644.5527344,888312988.32421875,1159028195.2421875,1339890865.421875,1507811674.40625
