state,district,spatialId,finalId,year,mis_out_3b,mis_Y_3b,mis_L_3b,mis_T_3b,mis_KT_3b,mis_K_3b
HARYANA,Sonipat,3_6_76_0,3_6_76_0,2010.0,-0.676685,-0.649337,-0.314265,-0.554382,-0.504673,-0.472145
HARYANA,Yamunanagar,3_6_71_0,3_6_71_0,2e3,-0.550487,-0.46576,-0.16262,-0.0611,-0.359105,-0.547309
HARYANA,Yamunanagar,3_6_71_0,3_6_71_0,2010.0,-0.658607,-0.844948,-0.17529,0.00646,-0.42409,-0.778129
HIMACHAL PRADESH,Bilaspur,3_2_30_0,3_2_30_0,2e3,-2.0988,-2.094937,-0.398895,-1.314741,-2.025185,-2.120068
HIMACHAL PRADESH,Bilaspur,3_2_30_0,3_2_30_0,2010.0,-1.067942,-1.249339,0.038314,-0.171641,-0.283049,-0.719086
HIMACHAL PRADESH,Chamba,3_2_23_0,3_2_23_0,2e3,-0.347456,-0.519835,-0.129523,0.303106,0.393316,0.67827
HIMACHAL PRADESH,Chamba,3_2_23_0,3_2_23_0,2010.0,-0.184758,-0.281934,0.073813,0.019713,0.010176,-0.125667
HIMACHAL PRADESH,Hamirpur,3_2_28_0,3_2_28_0,2e3,-0.475705,-0.549355,0.043115,0.055831,0.027976,-0.082462
HIMACHAL PRADESH,Hamirpur,3_2_28_0,3_2_28_0,2010.0,-0.972617,-0.871664,-0.191322,-0.116155,-0.26015,-0.808169
HIMACHAL PRADESH,Kangra,3_2_24_0,3_2_24_0,2e3,-0.652927,-0.565971,-0.005247,-0.064031,-0.165465,-0.332951
HIMACHAL PRADESH,Kangra,3_2_24_0,3_2_24_0,2010.0,-1.047071,-0.990729,-0.341309,-0.131196,-0.318333,-0.708714
HIMACHAL PRADESH,Kinnaur,3_2_34_0,3_2_34_0,2e3,-0.479262,-0.474719,0.021242,-0.138387,-0.157197,-0.19014
HIMACHAL PRADESH,Kinnaur,3_2_34_0,3_2_34_0,2010.0,-1.321284,-1.28557,-0.18932,-0.480598,-0.485938,-0.708024
HIMACHAL PRADESH,Kullu,3_2_26_0,3_2_26_0,2e3,-0.382079,-0.379015,0.061231,-0.049273,0.027489,0.231568
HIMACHAL PRADESH,Kullu,3_2_26_0,3_2_26_0,2010.0,-0.490256,-0.605671,-0.065337,-0.27268,-0.153672,0.20343
HIMACHAL PRADESH,Lahul & Spiti,3_2_25_0,3_2_25_0,2e3,-2.592276,-2.129393,-0.697966,-0.770643,-1.020587,-1.912369
HIMACHAL PRADESH,Lahul & Spiti,3_2_25_0,3_2_25_0,2010.0,-0.717439,-0.674391,0.201363,-0.182859,-0.164135,-0.245913
HIMACHAL PRADESH,Mandi,3_2_27_0,3_2_27_0,2e3,-0.448356,-0.463243,0.159522,0.126138,0.151347,0.227805
HIMACHAL PRADESH,Mandi,3_2_27_0,3_2_27_0,2010.0,-1.312192,-1.516458,-0.200579,-0.402209,-0.654536,-1.271629
HIMACHAL PRADESH,Shimla,3_2_33_0,3_2_33_0,2e3,-0.918044,-1.065026,-9.83e-4,-0.575122,-0.530465,-0.272311
HIMACHAL PRADESH,Shimla,3_2_33_0,3_2_33_0,2010.0,-0.679353,-0.743554,-0.624951,-0.024762,0.115834,0.201592
HIMACHAL PRADESH,Sirmaur,3_2_32_0,3_2_32_0,2e3,-0.647457,-0.618179,0.004831,-0.070414,0.045607,0.122528
HIMACHAL PRADESH,Sirmaur,3_2_32_0,3_2_32_0,2010.0,-0.917699,-0.955306,-0.087111,-0.631034,-0.688176,-0.669023
HIMACHAL PRADESH,Solan,3_2_31_0,3_2_31_0,2e3,-1.15892,-1.195276,-0.001332,-0.250535,-0.325937,-0.362251
HIMACHAL PRADESH,Solan,3_2_31_0,3_2_31_0,2010.0,-0.744585,-1.198463,-0.106083,-0.063131,0.613816,0.895049
HIMACHAL PRADESH,Una,3_2_29_0,3_2_29_0,2e3,-0.861502,-0.849015,-0.175046,-0.459981,-0.659327,-0.896989
HIMACHAL PRADESH,Una,3_2_29_0,3_2_29_0,2010.0,0.073817,0.037567,-0.107245,0.363864,0.512429,0.625873
KARNATAKA,Bangalore,3_29_572_0,3_29_572_0,2e3,-0.717117,-0.921241,-0.087222,-0.232149,-0.277638,-0.315872
KARNATAKA,Bangalore,3_29_572_0,3_29_572_0,2010.0,-0.363125,-0.637108,0.741654,0.065202,0.257729,0.456476
KARNATAKA,Bangalore (Rural),3_29_583_0,3_29_583_0,2e3,-0.108572,-1.080113,0.169319,-0.497891,-0.24325,-0.070188
KARNATAKA,Bangalore (Rural),3_29_583_0,3_29_583_0,2010.0,-1.247469,-1.169895,-0.584,-0.730194,-0.756398,-0.813291
KARNATAKA,Belgaum,3_29_555_0,3_29_555_0,2e3,-0.877867,-0.925796,-0.281033,-0.155548,-0.384527,-0.650246
KARNATAKA,Belgaum,3_29_555_0,3_29_555_0,2010.0,-0.281298,-1.000918,0.037666,-0.124099,-0.110063,-0.103066
KARNATAKA,Bellary,3_29_565_0,3_29_565_0,2e3,-1.294901,-1.534124,-0.267528,-0.590185,-0.541282,-0.528148
KARNATAKA,Bellary,3_29_565_0,3_29_565_0,2010.0,-0.944809,-1.170232,-0.055338,-0.228925,-0.397283,-0.50661
KARNATAKA,Bidar,3_29_558_0,3_29_558_0,2e3,-1.012798,-0.959472,-0.173068,-0.68288,-1.140641,-1.423677
KARNATAKA,Bidar,3_29_558_0,3_29_558_0,2010.0,-0.234518,-0.158183,0.039873,-0.120571,-0.12121,-0.176704
KARNATAKA,Bijapur,3_29_557_0,3_29_557_0,2e3,-1.181844,-1.188139,-0.215706,-0.379816,-0.682886,-1.016285
KARNATAKA,Bijapur,3_29_557_0,3_29_557_0,2010.0,-1.225593,-1.144198,-0.434366,-0.658692,-1.002721,-1.342682
KARNATAKA,Chikmagalur,3_29_570_0,3_29_570_0,2e3,-1.541786,-1.585658,-1.043774,-0.88857,-0.91674,-1.000752
KARNATAKA,Chikmagalur,3_29_570_0,3_29_570_0,2010.0,-1.65599,-1.237996,-0.13411,-0.323992,-0.713403,-0.921564
KARNATAKA,Chitradurga,3_29_566_0,3_29_566_0,2e3,-1.294901,-1.534124,-0.267528,-0.590185,-0.541282,-0.528148
KARNATAKA,Chitradurga,3_29_566_0,3_29_566_0,2010.0,-0.944809,-1.170232,-0.055338,-0.228925,-0.397283,-0.50661
KARNATAKA,Dakshina Kannada,3_29_575_0,3_29_575_0,2e3,-1.127962,-1.666058,0.01,-0.437174,-0.57996,-0.718506
KARNATAKA,Dakshina Kannada,3_29_575_0,3_29_575_0,2010.0,-0.204809,-0.698726,-1.361569,-0.759345,-0.294236,0.709912
KARNATAKA,Dharwad,3_29_562_0,3_29_562_0,2e3,-1.294901,-1.534124,-0.267528,-0.590185,-0.541282,-0.528148
KARNATAKA,Dharwad,3_29_562_0,3_29_562_0,2010.0,-0.944809,-1.170232,-0.055338,-0.228925,-0.397283,-0.50661
KARNATAKA,Gulbarga,3_29_579_0,3_29_579_0,2e3,-1.284606,-1.242818,-0.247541,-0.51668,-1.218784,-1.464312
KARNATAKA,Gulbarga,3_29_579_0,3_29_579_0,2010.0,-1.439463,-1.650221,-0.255198,-0.385097,-1.383791,-1.624411
KARNATAKA,Hassan,3_29_574_0,3_29_574_0,2e3,-0.553025,-0.43166,-0.016883,-0.09502,-0.084202,-0.053342
KARNATAKA,Hassan,3_29_574_0,3_29_574_0,2010.0,0.099754,-0.101281,0.100875,0.459147,0.659834,0.770885
KARNATAKA,Kodagu,3_29_576_0,3_29_576_0,2e3,-0.524102,-0.383405,0.013418,-0.003908,-0.093602,-0.315679
KARNATAKA,Kodagu,3_29_576_0,3_29_576_0,2010.0,0.060543,-0.117303,0.142971,0.172816,0.24246,0.440813
KARNATAKA,Kolar,3_29_581_0,3_29_581_0,2e3,-0.090433,-0.407481,-0.132443,-0.043595,-0.022325,0.109619
KARNATAKA,Kolar,3_29_581_0,3_29_581_0,2010.0,-1.160155,-0.808882,-0.203596,-0.338321,-0.461302,-0.798279
KARNATAKA,Mandya,3_29_573_0,3_29_573_0,2e3,-0.75684,-0.664762,-0.105775,-0.095987,-0.152095,-0.249823
KARNATAKA,Mandya,3_29_573_0,3_29_573_0,2010.0,-0.418302,-0.671721,0.062191,-0.102214,-0.207548,-0.29361
KARNATAKA,Mysore,3_29_577_0,3_29_577_0,2e3,-1.369146,-1.935832,-0.888906,-1.212561,-0.957021,-0.898634
KARNATAKA,Mysore,3_29_577_0,3_29_577_0,2010.0,-1.111741,-1.13255,-0.475503,-0.42157,-0.300357,-0.258932
KARNATAKA,Raichur,3_29_559_0,3_29_559_0,2e3,-1.330648,-1.458155,-0.202538,-0.77765,-1.199615,-1.390351
KARNATAKA,Raichur,3_29_559_0,3_29_559_0,2010.0,-0.313902,-0.37562,0.013411,-0.065857,0.110611,0.237487
KARNATAKA,Shimoga,3_29_568_0,3_29_568_0,2e3,-1.294901,-1.534124,-0.267528,-0.590185,-0.541282,-0.528148
KARNATAKA,Shimoga,3_29_568_0,3_29_568_0,2010.0,-0.944809,-1.170232,-0.055338,-0.228925,-0.397283,-0.50661
KARNATAKA,Tumkur,3_29_571_0,3_29_571_0,2e3,0.069234,-0.311576,0.05262,-0.094957,-0.289371,-0.382779
KARNATAKA,Tumkur,3_29_571_0,3_29_571_0,2010.0,-0.53663400000000006,-0.800425,0.083528,-0.070941,-0.045867,-0.085582
KARNATAKA,Uttara Kannada,3_29_563_0,3_29_563_0,2e3,-1.262017,-1.220138,-0.116403,-0.22085,-0.585349,-0.849938
KARNATAKA,Uttara Kannada,3_29_563_0,3_29_563_0,2010.0,-0.058336,-0.137882,-0.092419,0.210835,0.066092,0.038045
KERALA,Alappuzha,3_32_598_0,3_32_598_0,2e3,-1.204467,-1.231244,-0.28374,-0.708474,-0.864634,-1.068296
KERALA,Alappuzha,3_32_598_0,3_32_598_0,2010.0,-0.052637,-0.421005,0.357213,-0.011198,0.058921,0.16148
KERALA,Ernakulam,3_32_595_0,3_32_595_0,2e3,-0.531054,-0.891794,-0.084278,-0.276608,-0.333769,-0.362271
KERALA,Ernakulam,3_32_595_0,3_32_595_0,2010.0,-1.011857,-1.192813,-0.450958,-0.418336,-0.54187,-0.609691
KERALA,Idukki,3_32_596_0,3_32_596_0,2e3,-1.550393,-1.855848,-0.382054,-0.160318,-0.516886,-0.98234
KERALA,Idukki,3_32_596_0,3_32_596_0,2010.0,-1.356053,-1.234216,-0.298316,-0.372309,-0.473733,-0.640473
KERALA,Kannur,3_32_589_0,3_32_589_0,2e3,-0.987326,-1.368136,-0.472055,-0.2248,-0.198692,-0.177279
KERALA,Kannur,3_32_589_0,3_32_589_0,2010.0,-0.092948,-0.283589,0.097563,-0.002091,0.160801,0.300364
KERALA,Kasaragod,3_32_588_0,3_32_588_0,2e3,-1.907007,-2.33142,-0.520117,-0.991823,-0.943912,-0.895021
KERALA,Kasaragod,3_32_588_0,3_32_588_0,2010.0,-0.600944,-0.579021,-0.40894,-0.289848,-0.289878,-0.234689
KERALA,Kollam,3_32_600_0,3_32_600_0,2e3,-0.3666,-0.692275,0.381757,-0.101751,-0.22824,-0.387993
KERALA,Kollam,3_32_600_0,3_32_600_0,2010.0,-0.286619,-0.452175,0.019474,0.088761,0.163578,0.287848
KERALA,Kottayam,3_32_597_0,3_32_597_0,2e3,-1.233676,-1.509151,-0.227198,-0.799536,-0.834763,-0.90102
KERALA,Kottayam,3_32_597_0,3_32_597_0,2010.0,-0.518215,-0.744273,-0.225397,-0.270215,-0.304856,-0.340575
KERALA,Kozhikode,3_32_591_0,3_32_591_0,2e3,-0.825921,-0.95244,-0.160485,-0.100551,-0.192107,-0.333315
KERALA,Kozhikode,3_32_591_0,3_32_591_0,2010.0,-0.205632,-0.367173,-0.00112,0.432985,0.426374,0.33951
KERALA,Malappuram,3_32_592_0,3_32_592_0,2e3,-0.595526,-0.635749,-0.139211,0.261475,0.161472,-0.081174
KERALA,Malappuram,3_32_592_0,3_32_592_0,2010.0,-0.507328,-0.392994,-0.043788,-0.045088,-0.067831,-0.161147
KERALA,Palakkad,3_32_593_0,3_32_593_0,2e3,-1.238201,-1.300323,-0.3864,-0.488103,-0.614735,-0.675456
KERALA,Palakkad,3_32_593_0,3_32_593_0,2010.0,-0.339695,-0.659583,-0.148027,0.021199,0.005694,-0.012149
KERALA,Pathanamthitta,3_32_599_0,3_32_599_0,2e3,-0.721541,-0.78895,-0.420287,-0.517442,-0.498349,-0.405723
KERALA,Pathanamthitta,3_32_599_0,3_32_599_0,2010.0,0.219203,-0.485444,0.917343,0.564697,0.473154,0.287172
KERALA,Thiruvananthapuram,3_32_601_0,3_32_601_0,2e3,-1.251267,-1.336647,-0.282378,-0.304449,-0.531609,-0.808468
KERALA,Thiruvananthapuram,3_32_601_0,3_32_601_0,2010.0,-1.004344,-0.969572,-0.1818,-0.411448,-0.529206,-0.823312
KERALA,Thrissur,3_32_594_0,3_32_594_0,2e3,-1.288299,-1.353385,-0.549984,-0.830802,-0.873208,-0.900892
KERALA,Thrissur,3_32_594_0,3_32_594_0,2010.0,-1.238256,-1.262159,-0.297963,-0.135972,-0.338964,-0.628881
KERALA,Wayanad,3_32_590_0,3_32_590_0,2e3,-0.284743,-0.583198,-0.178421,0.383441,0.383799,0.384702
KERALA,Wayanad,3_32_590_0,3_32_590_0,2010.0,-0.91317,-0.924319,-0.314606,-0.692425,-0.701763,-0.737605
MADHYA PRADESH,Balaghat,3_23_457_0,3_23_457_0,2e3,-0.52299,-0.587343,-0.126959,-0.0762,-0.114694,-0.119778
MADHYA PRADESH,Balaghat,3_23_457_0,3_23_457_0,2010.0,-0.424846,-0.343167,0.13687,0.204265,0.061503,-0.32138099999999997
MADHYA PRADESH,Bastar,3_22_414_0,3_22_414_0,2e3,-0.691867,-0.640297,-0.029797,0.037848,0.086072,0.134239
MADHYA PRADESH,Bastar,3_22_414_0,3_22_414_0,2010.0,-0.099054,-0.440911,0.084776,-0.125995,0.192678,0.692835
MADHYA PRADESH,Betul,3_23_447_0,3_23_447_0,2e3,-1.111314,-0.777315,0.233147,-0.02561,0.221672,0.789905
MADHYA PRADESH,Betul,3_23_447_0,3_23_447_0,2010.0,-0.04169,-0.11519,0.285215,0.125292,0.153564,0.212355
MADHYA PRADESH,Bhind,3_23_420_0,3_23_420_0,2e3,-0.708748,-1.183037,-0.221133,-0.736448,-0.63546,-0.596355
MADHYA PRADESH,Bhind,3_23_420_0,3_23_420_0,2010.0,-0.933252,-1.133385,-0.33513,-0.117616,-0.276583,-0.346618
MADHYA PRADESH,Bhopal,3_23_444_0,3_23_444_0,2e3,-1.082462,-1.081058,-0.539564,-0.466035,-0.596591,-0.65296
MADHYA PRADESH,Bhopal,3_23_444_0,3_23_444_0,2010.0,-0.926987,-0.770676,-0.216225,-0.093741,-0.200774,-0.28677
MADHYA PRADESH,Bilaspur,3_22_406_0,3_22_406_0,2e3,-1.032393,-0.95059,-0.087335,-0.53817,-0.721862,-0.815146
MADHYA PRADESH,Bilaspur,3_22_406_0,3_22_406_0,2010.0,-0.440019,-1.601846,-0.242223,-0.465823,-0.108941,0.022813
MADHYA PRADESH,Chhatarpur,3_23_425_0,3_23_425_0,2e3,-0.302508,-0.382751,-0.075498,-0.098181,-0.083078,-0.019097
MADHYA PRADESH,Chhatarpur,3_23_425_0,3_23_425_0,2010.0,-0.316929,-0.334696,0.138843,-0.043315,-0.028081,-0.108075
MADHYA PRADESH,Chhindwara,3_23_455_0,3_23_455_0,2e3,-1.367804,-1.705655,-0.468022,-0.92961,-1.239886,-1.470094
MADHYA PRADESH,Chhindwara,3_23_455_0,3_23_455_0,2010.0,-0.283671,-0.297677,0.066993,0.025375,9.45e-4,0.041517
MADHYA PRADESH,Damoh,3_23_428_0,3_23_428_0,2e3,-4.982463,-5.341141,-0.954068,-1.205557,-1.30198,-1.217639
MADHYA PRADESH,Damoh,3_23_428_0,3_23_428_0,2010.0,-2.21536,-2.269741,-2.498232,-2.320673,-2.249963,-1.438601
MADHYA PRADESH,Datia,3_23_422_0,3_23_422_0,2e3,-0.324555,-0.446723,0.060401,0.360552,0.394829,0.547339
MADHYA PRADESH,Datia,3_23_422_0,3_23_422_0,2010.0,0.339651,-0.140781,0.179875,0.08068,0.2341,0.440403
MADHYA PRADESH,Dewas,3_23_437_0,3_23_437_0,2e3,-0.655013,-0.975212,-0.023596,-0.351933,-0.57164,-0.634861
MADHYA PRADESH,Dewas,3_23_437_0,3_23_437_0,2010.0,-0.83544,-0.987955,-0.197087,-0.319656,0.018873,0.223035
MADHYA PRADESH,Dhar,3_23_438_0,3_23_438_0,2e3,-1.089578,-1.479609,-0.290502,-0.593231,-0.527579,-0.503122
MADHYA PRADESH,Dhar,3_23_438_0,3_23_438_0,2010.0,-0.71163,-0.728979,-0.306941,-0.45116,-0.376588,-0.354834
MADHYA PRADESH,Durg,3_22_409_0,3_22_409_0,2e3,-1.007586,-1.1387100000000001,-0.309694,-0.428328,-0.599028,-0.711852
MADHYA PRADESH,Durg,3_22_409_0,3_22_409_0,2010.0,-1.040241,-1.313769,-0.150641,-0.778446,-1.003833,-1.180162
MADHYA PRADESH,E. Nimar (Khandwa),3_23_466_0,3_23_466_0,2e3,-0.880388,-0.610238,-0.255831,-0.355268,-0.519335,-0.683301
MADHYA PRADESH,E. Nimar (Khandwa),3_23_466_0,3_23_466_0,2010.0,-0.992616,-0.703671,0.004305,0.637648,0.291607,-0.182339
MADHYA PRADESH,Guna,3_23_458_0,3_23_458_0,2e3,0.428681,0.475635,-0.037147,0.158493,0.349298,0.330407
MADHYA PRADESH,Guna,3_23_458_0,3_23_458_0,2010.0,-0.698368,-0.662446,-0.527443,-0.42141,-0.486485,-0.558474
MADHYA PRADESH,Gwalior,3_23_421_0,3_23_421_0,2e3,-0.858577,-0.80173,-0.246944,-0.403593,-0.480336,-0.655604
MADHYA PRADESH,Gwalior,3_23_421_0,3_23_421_0,2010.0,-1.243611,-1.010687,-0.705991,-0.398023,-0.464929,-0.576718
MADHYA PRADESH,Hoshangabad,3_23_449_0,3_23_449_0,2e3,-1.043981,-0.627075,-0.060183,-0.368328,-0.530728,-0.828076
MADHYA PRADESH,Hoshangabad,3_23_449_0,3_23_449_0,2010.0,-0.96412,-0.744358,-0.241798,-0.090841,-0.229408,-0.631985
MADHYA PRADESH,Indore,3_23_439_0,3_23_439_0,2e3,-0.825234,-0.972399,-0.343942,-0.223804,-0.417448,-0.496103
MADHYA PRADESH,Indore,3_23_439_0,3_23_439_0,2010.0,-0.775946,-0.72565,-0.170764,-0.18086,-0.135494,-0.110785
MADHYA PRADESH,Jabalpur,3_23_451_0,3_23_451_0,2e3,-1.668152,-1.797016,-1.593155,-1.142909,-1.038052,-0.998802
MADHYA PRADESH,Jabalpur,3_23_451_0,3_23_451_0,2010.0,-1.381565,-1.627398,-1.372601,-1.198646,-1.318483,-1.408925
MADHYA PRADESH,Jhabua,3_23_464_0,3_23_464_0,2e3,-0.787691,-0.905173,-0.020486999999999998,-0.231369,-0.130706,0.281027
MADHYA PRADESH,Jhabua,3_23_464_0,3_23_464_0,2010.0,-1.025757,-0.510273,0.034357,-0.031062,-0.104905,-0.635953
MADHYA PRADESH,Mandla,3_23_454_0,3_23_454_0,2e3,-0.608438,-0.972801,-0.301646,-0.425408,-0.382757,-0.230057
MADHYA PRADESH,Mandla,3_23_454_0,3_23_454_0,2010.0,-0.562072,-0.631769,-0.013842,-0.127773,-0.200198,-0.420292
MADHYA PRADESH,Mandsaur,3_23_433_0,3_23_433_0,2e3,-1.271067,-1.488185,-0.332279,-0.854142,-1.270826,-1.548692
MADHYA PRADESH,Mandsaur,3_23_433_0,3_23_433_0,2010.0,-2.009782,-2.382185,-0.30225,-1.281225,-2.025971,-2.432672
MADHYA PRADESH,Morena,3_23_419_0,3_23_419_0,2e3,-0.613788,-0.623656,-0.111483,-0.417204,-0.466348,-0.515808
MADHYA PRADESH,Morena,3_23_419_0,3_23_419_0,2010.0,-0.952581,-0.73889,-0.281138,-0.502078,-0.426071,-0.47286
MADHYA PRADESH,Narsimhapur,3_23_452_0,3_23_452_0,2e3,-1.053054,-0.439306,0.554135,-0.481605,-0.434265,-0.381128
MADHYA PRADESH,Narsimhapur,3_23_452_0,3_23_452_0,2010.0,-1.577326,-1.371076,-0.032095,-0.467586,-0.948808,-1.357908
MADHYA PRADESH,Panna,3_23_426_0,3_23_426_0,2e3,-0.180487,-0.25416299999999997,0.029943,0.043332,0.045292,0.04245
MADHYA PRADESH,Panna,3_23_426_0,3_23_426_0,2010.0,-0.377111,-0.310912,-0.170524,0.041622,0.043712,-0.008219
MADHYA PRADESH,Raigarh,3_22_403_0,3_22_403_0,2e3,-1.403346,-1.491478,-0.072657,-1.098644,-1.545787,-1.565381
MADHYA PRADESH,Raigarh,3_22_403_0,3_22_403_0,2010.0,-0.60479,-1.01765,0.127243,-0.370145,-0.187072,-0.146862
MADHYA PRADESH,Raipur,3_22_410_0,3_22_410_0,2e3,-0.924685,-1.039091,-0.248557,-0.413644,-0.541283,-0.566228
MADHYA PRADESH,Raipur,3_22_410_0,3_22_410_0,2010.0,-0.2168,-0.840404,-0.037199,0.065477,0.17257,0.226383
MADHYA PRADESH,Raisen,3_23_446_0,3_23_446_0,2e3,-1.584223,-2.121672,-1.835745,-1.086302,-0.963344,-0.573262
MADHYA PRADESH,Raisen,3_23_446_0,3_23_446_0,2010.0,-1.672859,-1.742874,-0.691664,-1.593217,-1.534115,-1.520815
MADHYA PRADESH,Rajgarh,3_23_442_0,3_23_442_0,2e3,-0.56239,-0.675428,0.010578,-0.424212,-0.563418,-0.669365
MADHYA PRADESH,Rajgarh,3_23_442_0,3_23_442_0,2010.0,-0.247274,-0.635089,0.109053,-0.114904,-0.287944,-0.531276
MADHYA PRADESH,Rajnandgaon,3_22_408_0,3_22_408_0,2e3,-1.032393,-0.95059,-0.087335,-0.53817,-0.721862,-0.815146
MADHYA PRADESH,Rajnandgaon,3_22_408_0,3_22_408_0,2010.0,-0.440019,-1.601846,-0.242223,-0.465823,-0.108941,0.022813
MADHYA PRADESH,Ratlam,3_23_434_0,3_23_434_0,2e3,-1.363317,-1.449219,-0.406406,-0.755207,-1.036981,-1.264651
MADHYA PRADESH,Ratlam,3_23_434_0,3_23_434_0,2010.0,-0.276289,-0.551924,-0.07039,0.0503,-0.139039,-0.355673
MADHYA PRADESH,Rewa,3_23_430_0,3_23_430_0,2e3,-2.010252,-2.061749,-0.356606,-1.39901,-2.09707,-2.321606
MADHYA PRADESH,Rewa,3_23_430_0,3_23_430_0,2010.0,-0.959198,-1.088089,-0.114105,-0.617235,-1.076608,-1.154223
MADHYA PRADESH,Sagar,3_23_427_0,3_23_427_0,2e3,-2.954381,-3.586786,-2.599585,-2.765892,-2.221532,-1.731622
MADHYA PRADESH,Sagar,3_23_427_0,3_23_427_0,2010.0,-2.134379,-2.317679,-2.302107,-1.376809,-1.309875,-0.931869
MADHYA PRADESH,Satna,3_23_429_0,3_23_429_0,2e3,-1.172701,-1.65041,-1.56572,-1.303825,-1.192424,-1.159245
MADHYA PRADESH,Satna,3_23_429_0,3_23_429_0,2010.0,-1.127712,-1.17505,-1.647342,-1.048004,-0.484873,-0.284707
MADHYA PRADESH,Sehore,3_23_445_0,3_23_445_0,2e3,-1.109223,-1.131216,0.249692,-0.495989,-0.448431,-0.419754
MADHYA PRADESH,Sehore,3_23_445_0,3_23_445_0,2010.0,0.026197,-0.499862,0.099552,-0.206254,-0.11402,0.061185
MADHYA PRADESH,Seoni,3_23_456_0,3_23_456_0,2e3,-0.349306,-0.408284,-0.075098,0.009109,0.039423,0.176999
MADHYA PRADESH,Seoni,3_23_456_0,3_23_456_0,2010.0,-0.400181,-0.286466,0.221408,0.323506,0.284989,-0.146039
MADHYA PRADESH,Shahdol,3_23_460_0,3_23_460_0,2e3,-0.598131,-0.641701,-0.098204,-0.03558,-0.02142,-0.003127
MADHYA PRADESH,Shahdol,3_23_460_0,3_23_460_0,2010.0,-0.735947,-0.638596,-0.11574,-0.294411,-0.468704,-0.583603
MADHYA PRADESH,Shajapur,3_23_436_0,3_23_436_0,2e3,-0.97585,-1.576565,-0.344132,-0.762473,-0.795069,-0.741448
MADHYA PRADESH,Shajapur,3_23_436_0,3_23_436_0,2010.0,-0.52602,-0.373703,-0.054068,0.059081,0.014071,-0.193395
MADHYA PRADESH,Shivpuri,3_23_423_0,3_23_423_0,2e3,-0.247308,-0.223076,0.049717,0.304498,0.209905,0.017504
MADHYA PRADESH,Shivpuri,3_23_423_0,3_23_423_0,2010.0,-0.850534,-0.78211,-0.168176,-0.095759,-0.087759,-0.131133
MADHYA PRADESH,Sidhi,3_23_462_0,3_23_462_0,2e3,-0.822998,-0.874728,-0.206398,-0.116482,-0.258839,-0.688692
MADHYA PRADESH,Sidhi,3_23_462_0,3_23_462_0,2010.0,-0.680678,-0.536638,0.180756,-0.620206,-1.129213,-1.21871
MADHYA PRADESH,Surguja,3_22_401_0,3_22_401_0,2e3,-1.021927,-0.741223,-0.300101,-0.131913,-0.160367,-0.554762
MADHYA PRADESH,Surguja,3_22_401_0,3_22_401_0,2010.0,-0.291548,-0.311179,0.245488,0.097585,0.049433,-0.206292
MADHYA PRADESH,Tikamgarh,3_23_424_0,3_23_424_0,2e3,-0.288076,-0.065115,0.181646,0.202207,0.124011,-0.289114
MADHYA PRADESH,Tikamgarh,3_23_424_0,3_23_424_0,2010.0,-0.290611,-0.304372,0.068107,-0.050033,-0.082791,-0.335209
MADHYA PRADESH,Ujjain,3_23_435_0,3_23_435_0,2e3,-1.840834,-2.08444,-0.395229,-0.620543,-1.022288,-1.190574
MADHYA PRADESH,Ujjain,3_23_435_0,3_23_435_0,2010.0,-1.018375,-1.129088,-0.210777,-0.38832,-0.573698,-0.659366
MADHYA PRADESH,Vidisha,3_23_443_0,3_23_443_0,2e3,-1.554785,-0.730124,-0.048247,-0.149567,-0.198865,-0.290312
MADHYA PRADESH,Vidisha,3_23_443_0,3_23_443_0,2010.0,0.132865,0.121326,0.016308,0.242214,0.253039,0.089274
MADHYA PRADESH,W. Nimar (Khargoan),3_23_440_0,3_23_440_0,2e3,-0.524792,-0.86622,0.004639,-0.233763,-0.356387,-0.409043
MADHYA PRADESH,W. Nimar (Khargoan),3_23_440_0,3_23_440_0,2010.0,-0.875894,-1.332828,0.012139,0.130066,-0.177981,-0.497708
MAHARASHTRA,Ahmadnagar,3_27_522_0,3_27_522_0,2e3,-0.914481,-1.084709,-0.452061,-0.543221,-0.622847,-0.645847
MAHARASHTRA,Ahmadnagar,3_27_522_0,3_27_522_0,2010.0,-0.020555,-0.374196,-0.009828,0.27793,0.270651,0.270742
MAHARASHTRA,Akola,3_27_501_0,3_27_501_0,2e3,-0.908583,-0.619328,-0.036622,0.264674,0.22688,0.12921
MAHARASHTRA,Akola,3_27_501_0,3_27_501_0,2010.0,-0.749735,-0.818918,0.196202,0.364261,0.314373,0.118004
MAHARASHTRA,Amravati,3_27_503_0,3_27_503_0,2e3,-0.440032,-0.37304,-0.057541,0.564033,0.419246,-0.20374
MAHARASHTRA,Amravati,3_27_503_0,3_27_503_0,2010.0,0.313901,-0.34025300000000003,0.011246,0.445927,0.7052,0.921584
MAHARASHTRA,Aurangabad,3_27_515_0,3_27_515_0,2e3,-0.709419,-0.788585,-0.253976,-0.524219,-0.449504,-0.425559
MAHARASHTRA,Aurangabad,3_27_515_0,3_27_515_0,2010.0,-0.058162,-0.299343,0.072191,0.045006,0.239034,0.295722
MAHARASHTRA,Bhandara,3_27_506_0,3_27_506_0,2e3,-2.437691,-3.201081,-0.568139,-2.221018,-1.691925,-1.522818
MAHARASHTRA,Bhandara,3_27_506_0,3_27_506_0,2010.0,-1.383207,-1.767083,-0.853487,-0.527954,-0.646221,-0.848049
