distCode,spatialId,finalId,distName,spatialState,spatialDistrict,nss2001State,nss2001District,nss2010State,nss2010District,Note,state,district,long,lat,gqDistance,nsewDistance,gqStraightDistance,nsewStraightDistance,districtType
923,3_9_153_0,3_9_153_0,Kheri,Uttar Pradesh,Kheri,Uttar Pradesh,Khiri,Uttar Pradesh,Kheri,NA,Uttar Pradesh,Kheri,80.66996117,28.11674152,188.85343268023183,282.45086421845974,118.57796340088343,279.7168576645952,not nodal
924,3_9_154_0,3_9_154_0,Sitapur,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,Uttar Pradesh,Sitapur,NA,Uttar Pradesh,Sitapur,80.85658904,27.51655762,129.78428069887514,284.0606263891087,70.39330358801392,267.76775069757576,not nodal
928,3_9_157_0,3_9_157_0,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,NA,Uttar Pradesh,Lucknow,80.90433671,26.84254729,69.28641764624253,281.82985083144473,8.270531768891507,240.05159688932807,not nodal
929,3_9_159_0,3_9_159_0,Farrukabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,NA,Uttar Pradesh,Farrukhabad,79.45964055,27.43162273,79.81501531086552,146.24061515873768,6.598864194704184,139.51763308348873,not nodal
930,3_9_160_0,3_9_160_0,Kannauj,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,NA,Uttar Pradesh,Kannauj,79.69002236,27.01631618,62.31756573427917,166.8500935777392,35.342641823796,139.84936174528605,not nodal
933,3_9_163_0,3_9_163_0,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,NA,Uttar Pradesh,Kanpur Dehat,79.8530797,26.44455706,17.26852927887595,171.62427475142022,82.40905366184104,126.72350469532034,not nodal
934,3_9_164_0,3_9_164_0,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,NA,Uttar Pradesh,Kanpur Nagar,80.20982702,26.38718859,3.393824080473704,196.2315317536642,70.1664166411693,155.9747656311237,not nodal
936,3_9_166_0,3_9_166_0,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,NA,Uttar Pradesh,Jhansi,78.95213552,25.51257532,114.05645030140363,39.722958219674304,217.36474716195357,0,nodal
940,3_9_170_0,3_9_170_0,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,Uttar Pradesh,Banda,NA,Uttar Pradesh,Banda,80.55863038,25.47454605,54.23160705598548,200.0013643862243,140.4271276789839,161.47627784553805,not nodal
941,3_9_171_0,3_9_171_0,Chitrakoot,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,NA,Uttar Pradesh,Chitrakoot,81.07513586,25.20846825,54.03900319134021,253.23159498980255,139.70707643243614,216.22014071194548,not nodal
944,3_9_174_0,3_9_174_0,Kaushambi,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,NA,Uttar Pradesh,Kaushambi,81.41895184,25.49495813,9.533023112343148,286.48125386345504,94.68752519355407,247.85062966088972,not nodal
945,3_9_175_0,3_9_175_0,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,NA,Uttar Pradesh,Allahabad,81.96190487,25.30509675,13.558161716263003,341.4531253998202,84.9517210182297,303.51008455876575,not nodal
946,3_9_176_0,3_9_176_0,Barabanki,Uttar Pradesh,Bara Banki,Uttar Pradesh,Barabanki,Uttar Pradesh,Barabanki,NA,Uttar Pradesh,Bara Banki,81.33488267,26.93930764,108.95996567847088,323.74802518852687,39.13605500038797,283.230370420137,not nodal
947,3_9_177_0,3_9_177_0,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,NA,Uttar Pradesh,Faizabad,81.99451282,26.6563425,127.35572772739047,369.0440601568228,45.52361041601613,329.7388390620168,not nodal
948,3_9_178_0,3_9_178_0,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,NA,Uttar Pradesh,Ambedkar Nagar,82.66845825,26.41780977,124.68210357543134,425.0434924157579,57.317433438058345,385.3311655365435,not nodal
949,3_9_179_0,3_9_179_0,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,NA,Uttar Pradesh,Sultanpur,82.01923107,26.27611157,85.40940143352987,358.39141819108534,10.570655584780141,318.68153217334856,not nodal
950,3_9_180_0,3_9_180_0,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,NA,Uttar Pradesh,Bahraich,81.49685388,27.70168499,180.0735240359986,349.46380901380667,120.00896677232863,333.5684771388505,not nodal
951,3_9_181_0,3_9_181_0,Sharawasti,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,Uttar Pradesh,Shrawasti,NA,Uttar Pradesh,Shrawasti,81.90624278,27.7176763,208.2659262994668,389.63801074804616,142.07595944913686,370.84269682874293,not nodal
954,3_9_184_0,3_9_184_0,Siddharathnagar,Uttar Pradesh,Siddharthnagar,Uttar Pradesh,Siddarthnagar,Uttar Pradesh,Siddharthnagar,NA,Uttar Pradesh,Siddharthnagar,82.8712809,27.27557434,217.7936916318489,476.068239309643,149.05516855230024,436.84939070169503,not nodal
958,3_9_188_0,3_9_188_0,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,NA,Uttar Pradesh,Gorakhpur,83.35978817,26.65479187,150.50710072503549,498.31877407861043,115.42873119764545,458.63007226396445,not nodal
959,3_9_189_0,3_9_189_0,Kushinagar,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,NA,Uttar Pradesh,Kushinagar,83.93035569,26.8610066,185.8179577993718,559.0668652313219,164.50063498311007,519.4054570467373,not nodal
960,3_9_190_0,3_9_190_0,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,NA,Uttar Pradesh,Deoria,83.83231925,26.42194877,136.0817979418347,538.4633368671449,117.98163236057925,498.75862044255376,not nodal
962,3_9_192_0,3_9_192_0,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Mau,Uttar Pradesh,Mau,NA,Uttar Pradesh,Mau,83.56311643,26.03954609,89.06200876918479,505.40002110029644,67.8253613940534,465.90125667679064,not nodal
963,3_9_193_0,3_9_193_0,Baliya,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,NA,Uttar Pradesh,Ballia,84.09857102,25.87777334,91.38270375871821,557.0834166285342,80.59508534850161,517.8108796255738,not nodal
965,3_9_195_0,3_9_195_0,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,NA,Uttar Pradesh,Ghazipur,83.55724426,25.62299747,43.10886044333106,501.4932895783479,28.134484994729984,462.57844287621725,not nodal
966,3_9_196_0,3_9_196_0,Chandauli,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,NA,Uttar Pradesh,Chandauli,83.25704394,25.14071105,13.88435512127156,472.8253391242626,33.252500198405166,435.1130553129457,not nodal
967,3_9_197_0,3_9_197_0,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,Uttar Pradesh,Varanasi,NA,Uttar Pradesh,Varanasi,82.91350367,25.39056884,12.040245460329336,436.7739170401382,27.505271387017537,398.396904058843,not nodal
968,3_9_198_0,3_9_198_0,Sant Ravidas Nagar,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,Sant Ravidas Nagar,Uttar Pradesh,S. R. Nagar Bhadohi,NA,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),82.46274504,25.34773648,5.7160387906412495,391.59708478588044,54.99728595622717,353.400818813985,not nodal
1002,3_10_204_0,3_10_204_0,Purbi Champaran,Bihar,Purba Champaran,Bihar,Purba Champaran,Bihar,Champaran(E),NA,Bihar,Purba Champaran,84.91945968,26.61822418,204.14808251791695,648.9202977015766,193.47161582638216,609.2122398825543,not nodal
1005,3_10_207_0,3_10_207_0,Madhubani,Bihar,Madhubani,Bihar,Madhubani,Bihar,Madhubani,NA,Bihar,Madhubani,86.21968826,26.40289477,241.75036040818262,773.5855348945996,242.4887431881107,734.019806945075,not nodal
1006,3_10_208_0,3_10_208_0,Supaul,Bihar,Supaul,Bihar,Supaul,Bihar,Supaul,NA,Bihar,Supaul,86.80625861,26.24222266,257.220399480476,830.148553628313,259.1101701151545,790.7055247322527,not nodal
1009,3_10_211_0,3_10_211_0,Purnia,Bihar,Purnia,Bihar,Purnia,Bihar,Purnia,NA,Bihar,Purnia,87.40381889,25.8151481,236.82459575790185,887.6369471277835,251.90162024548675,848.5464824740857,not nodal
1012,3_10_214_0,3_10_214_0,Saharsa,Bihar,Saharsa,Bihar,Saharsa,Bihar,Saharsa,NA,Bihar,Saharsa,86.59138123,25.81098554,205.4492249283205,806.2275707181635,207.34237805289044,767.1304500418149,not nodal
1014,3_10_216_0,3_10_216_0,Muzaffar Pur,Bihar,Muzaffarpur,Bihar,Muzaffarpur,Bihar,Muzaffarpur,NA,Bihar,Muzaffarpur,85.3239361,26.1534552,180.46228190691056,681.7875993158916,171.31526646233058,642.3291871586086,not nodal
1016,3_10_218_0,3_10_218_0,Siwan,Bihar,Siwan,Bihar,Siwan,Bihar,Siwan,NA,Bihar,Siwan,84.38273486,26.1577041,132.921002534121,588.3134012985706,121.91255067279549,548.7852964672204,not nodal
1017,3_10_219_0,3_10_219_0,Saran,Bihar,Saran,Bihar,Saran,Bihar,Saran,NA,Bihar,Saran,84.82793511,25.90204747,128.99532715405002,630.1469290897825,121.38622866272938,590.892358932111,not nodal
1022,3_10_224_0,3_10_224_0,Bhagal Pur,Bihar,Bhagalpur,Bihar,Bhagalpur,Bihar,Bhagalpur,NA,Bihar,Bhagalpur,87.08221812,25.27069287,169.73366648583539,856.4037159695371,183.7642330717709,817.9242112922478,not nodal
1023,3_10_225_0,3_10_225_0,Banka,Bihar,Banka,Bihar,Banka,Bihar,Banka,NA,Bihar,Banka,86.83644416,24.85424007,118.08353829207918,835.3434671906075,131.5813074409442,797.5077329356483,not nodal
1026,3_10_228_0,3_10_228_0,Sheikhpura,Bihar,Sheikhpura,Bihar,Sheikhpura,Bihar,Sheikhpura,NA,Bihar,Sheikhpura,85.82747407,25.1230479,99.23874766594999,731.2645309380787,101.83574407942322,693.1256411693962,not nodal
1027,3_10_229_0,3_10_229_0,Nalanda,Bihar,Nalanda,Bihar,Nalanda,Bihar,Nalanda,NA,Bihar,Nalanda,85.44873044,25.21601063,89.29024960258292,692.5084691294921,90.14558078856294,654.2510772594674,not nodal
1028,3_10_230_0,3_10_230_0,Patna,Bihar,Patna,Bihar,Patna,Bihar,Patna,NA,Bihar,Patna,85.23856468,25.45303958,108.84307404082644,670.3369867669911,101.10359255063531,631.6974538089913,not nodal
1030,3_10_232_0,3_10_232_0,Buxar,Bihar,Buxar,Bihar,Buxar,Bihar,Buxar,NA,Bihar,Buxar,84.10315902,25.49561233,57.05331516444776,556.1802931682246,44.797860603489,517.5042773028115,not nodal
1031,3_10_233_0,3_10_233_0,Kaimur (Bhabua),Bihar,Kaimur (Bhabua),Bihar,Kaimur (Bhabua),Bihar,Kaimur (Bhabua),NA,Bihar,Kaimur (Bhabua),83.60263836,24.9926489,18.272183895861883,509.1252102179879,29.108451322590458,471.7565572129037,not nodal
1032,3_10_234_0,3_10_234_0,Rohtas,Bihar,Rohtas,Bihar,Rohtas,Bihar,Rohtas,NA,Bihar,Rohtas,84.02339103,24.98460405,3.6493427119857045,551.4180817447506,7.639971846300207,513.9359719130822,not nodal
1035,3_10_236_0,3_10_236_0,Gaya,Bihar,Gaya,Bihar,Gaya,Bihar,Gaya,NA,Bihar,Gaya,84.93412544,24.69766719,19.367612296770773,646.7691565490305,13.875239400051088,609.7321707372218,not nodal
1104,3_11_244_0,3_11_244_0,East Sikkim,Sikkim,East District,Sikkim,East (Gangtok),Sikkim,East (Gangtok),NA,Sikkim,East District,88.67053289,27.2934609,434.413518746369,1028.4960361135145,457.86215949526394,988.7775357881679,not nodal
1204,3_12_248_0,3_12_248_0,Papujm Prae,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,Papum Pare,NA,NA,NA,Arunachal Pradesh,Papum Pare,93.53339346,26.95475533,680.3639736416142,1503.5510090505254,718.8742701364636,1463.9800598209802,not nodal
1303,3_13_262_0,3_13_262_0,Mokochung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,NA,Nagaland,Mokokchung,94.52979928,26.47343214,732.0811395735612,1600.8121838321993,764.0937932311517,1561.398563500451,not nodal
1305,3_13_264_0,3_13_264_0,Wokkha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,NA,Nagaland,Wokha,94.19680338,26.19540231,687.8837093887612,1567.491888621492,719.2969707511018,1528.1848376353116,not nodal
1306,3_13_265_0,3_13_265_0,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,NA,Nagaland,Dimapur,93.78982498,25.78235058,630.125429309905,1527.6147091385349,660.1622296563776,1488.5037592122467,not nodal
1307,3_13_270_0,3_13_270_0,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Peren district split from Kohima,Nagaland,Kohima,94.10037852,25.76456447,656.9746458473345,1558.7947364286251,685.7219703982996,1519.687831614349,not nodal
1405,3_14_273_0,3_14_273_0,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,NA,Manipur,Tamenglong,93.53129886,24.95629163,568.2972329504372,1507.2384128325834,592.5704406853421,1468.6419575609077,not nodal
1406,3_14_277_0,3_14_277_0,Imphal West,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,NA,Manipur,Imphal West,93.87506858,24.78909533,594.5615576189689,1543.5845229270785,616.4211321860137,1505.084937559409,not nodal
1407,3_14_278_0,3_14_278_0,Imphal East,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,NA,Manipur,Imphal East,93.69870298,24.79951518,578.0746979307612,1525.7358340747849,600.5274707409396,1487.2409275100138,not nodal
1503,3_15_283_0,3_15_283_0,Aizawl,Mizoram,Aizawl,Mizoram,Aizwal,NA,NA,NA,Mizoram,Aizawl,92.88721245,23.82581225,469.6987468857093,1450.197000373634,485.6493788435966,1421.4329367383011,not nodal
1601,3_16_289_0,3_16_289_0,West Tripura,Tripura,West Tripura,Tripura,West Tripura,Tripura,West Tripura,NA,Tripura,West Tripura,91.4629071,23.80343613,328.3022320079844,1306.8465153136303,348.2500164847727,1279.4087663118507,not nodal
1602,3_16_290_0,3_16_290_0,South Tripura,Tripura,South Tripura,Tripura,South Tripura,Tripura,South Tripura,NA,Tripura,South Tripura,91.60526231,23.36685481,332.09254130639846,1313.1792871511975,345.895875804278,1303.82732218308,not nodal
1705,3_17_297_0,3_17_297_0,RBHOI,Meghalaya,Ribhoi,Meghalaya,Ri Bhoi,Meghalaya,Ri Bhoi,NA,Meghalaya,Ribhoi,91.88104992,25.86682994,476.2173016187688,1336.18892448977,516.0978093663156,1297.0553401907594,not nodal
1706,3_17_298_0,3_17_298_0,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,NA,Meghalaya,East Khasi Hills,91.79953247,25.3844549,436.5639302691218,1329.7941153931679,473.1943358905485,1290.97604161046,not nodal
1707,3_17_299_0,3_17_299_0,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,NA,Meghalaya,Jaintia Hills,92.37795066,25.37030113,484.14766331613714,1387.9695710869187,517.2888471437135,1349.140267112802,not nodal
1802,3_18_301_0,3_18_301_0,Dhubri,Assam,Dhubri,Assam,Dhubri,Assam,Dhubri,NA,Assam,Dhubri,90.00679593,26.05541001,373.69528308367387,1148.639798501931,418.04683212498026,1109.394882624846,not nodal
1803,3_18_302_0,3_18_302_0,Goalpara,Assam,Goalpara,Assam,Goalpara,Assam,Goalpara,NA,Assam,Goalpara,90.60198923,26.05316995,404.9995241785873,1208.152872680696,451.2794764868506,1168.9131978419382,not nodal
1806,3_18_321_0,3_18_303_0,Kamrup,Assam,Kamrup,Assam,Kamrup,Assam,Kamrup rural,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",Assam,Kamrup,91.41898606,26.09932643,460.6130424117886,1289.8934451496943,504.7193581910159,1250.6314565210905,not nodal
1809,3_18_304_0,3_18_304_0,Marigaon,Assam,Morigaon,Assam,Marigaon,Assam,Marigaon,NA,Assam,Morigaon,92.28544771,26.2816855,537.0159686415159,1376.704192724191,577.3772044262355,1337.3569599731602,not nodal
1814,3_18_309_0,3_18_309_0,Tinsukia,Assam,Tinsukia,Assam,Tinsukia,Assam,Tinsukia,NA,Assam,Tinsukia,95.62034692,27.5850395,889.0442382092359,1714.1462905510955,923.6146870213523,1674.4755350560283,not nodal
1817,3_18_312_0,3_18_312_0,Jorhat,Assam,Jorhat,Assam,Jorhat,Assam,Jorhat,NA,Assam,Jorhat,94.23271739,26.79710956,726.055625597863,1572.1173886394276,761.0285415547565,1532.5977682628761,not nodal
1819,3_18_314_0,3_18_314_0,Karbi Amglong,Assam,Karbi Anglong,Assam,Karbi Anglong,Assam,Karbi Anglong,NA,Assam,Karbi Anglong,93.14380517,26.06504004,590.5281415087658,1462.3404589530724,625.3106150379418,1423.0949207217195,not nodal
1821,3_18_316_0,3_18_316_0,Cachar,Assam,Cachar,Assam,Cachar,Assam,Cachar,NA,Assam,Cachar,92.85407659,24.81181597,498.8983505845326,1440.6824612642733,524.3604603404181,1402.2388173787417,not nodal
1901,3_19_327_0,3_19_327_0,Darjiling,West Bengal,Darjiling,West Bengal,Darjiling,West Bengal,Darjiling,NA,West Bengal,Darjiling,88.39061407,26.91400249,384.92914026500915,994.8731938247294,407.5407596943887,955.2064569852276,not nodal
1902,3_19_328_0,3_19_328_0,Jalapiguri,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,West Bengal,Jalpaiguri,NA,West Bengal,Jalpaiguri,89.07787858,26.6592145,389.62214133416165,1059.671897479841,421.83464814929107,1020.1049809769739,nodal
1904,3_19_330_0,3_19_330_0,Uttar Dinajpur,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,West Bengal,Uttar Dinajpur,NA,West Bengal,Uttar Dinajpur,88.15614722,25.89085667,270.76344534525606,963.1350591460098,300.15333969310956,923.9876385143883,not nodal
1906,3_19_332_0,3_19_332_0,Maldah,West Bengal,Maldah,West Bengal,Maldah,West Bengal,Maldah,NA,West Bengal,Maldah,88.08424058,25.13069517,192.531065449797,958.0897331964808,225.8782592199021,919.7111428031149,not nodal
1907,3_19_333_0,3_19_333_0,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,NA,West Bengal,Murshidabad,88.2297266,24.16124421,106.37169161781523,986.0444681178982,144.26304134799585,949.0334241147525,not nodal
1908,3_19_334_0,3_19_334_0,Birbhum,West Bengal,Birbhum,West Bengal,Birbhum,West Bengal,Birbhum,NA,West Bengal,Birbhum,87.664085,23.95348735,59.10804397319524,934.0534614134111,93.50318185088219,897.5921836655955,not nodal
1909,3_19_335_0,3_19_335_0,Barddhaman,West Bengal,Barddhaman,West Bengal,Barddhaman,West Bengal,Barddhaman,NA,West Bengal,Barddhaman,87.76815569,23.42848264,12.27243343946291,929.725720782031,50.591695485742704,922.6534712119724,not nodal
1910,3_19_336_0,3_19_336_0,Nadia,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,NA,West Bengal,Nadia,88.51638,23.47787601,50.35890975650804,1005.2979834125225,97.13141968399093,994.7150881577319,not nodal
1911,3_19_337_0,3_19_337_0,North 24 Parganas,West Bengal,North Twenty Four Parganas,West Bengal,North 24-Parganas,West Bengal,North 24-Parganas,NA,West Bengal,North Twenty Four Parganas,88.73224198,22.72636314,37.00224257181003,1011.6935946812584,44.58589404945347,1040.6051535805786,not nodal
1912,3_19_338_0,3_19_338_0,Hugli,West Bengal,Hugli,West Bengal,Hugli,West Bengal,Hugli,NA,West Bengal,Hugli,88.07382208,22.88337049,27.266904692647802,947.7006138248967,17.191503884650515,971.0634348561467,not nodal
1913,3_19_339_0,3_19_339_0,Bankura,West Bengal,Bankura,West Bengal,Bankura,West Bengal,Bankura,NA,West Bengal,Bankura,87.13373394,23.13875172,45.724699977330346,859.0603668931188,11.716183080896894,870.7615486273806,not nodal
1916,3_19_341_0,3_19_341_0,Haora,West Bengal,Haora,West Bengal,Haora,West Bengal,Howrah,NA,West Bengal,Haora,88.064475,22.52341138,5.959926184668589,940.6367680005129,16.699462535914954,984.1819870744418,nodal
1917,3_19_342_0,3_19_342_0,Kolkata,West Bengal,Kolkata,West Bengal,Culcutta,West Bengal,Kolkata,NA,West Bengal,Kolkata,88.35710282,22.52507523,5.347587933239388,970.498830600805,0,1012.1475732941152,nodal
1918,3_19_343_0,3_19_343_0,South 24 Parganas,West Bengal,South Twenty Four Parganas,West Bengal,South 24-Parganas,West Bengal,South 24-Parganas,NA,West Bengal,South Twenty Four Parganas,88.56974882,22.0274934,64.38028738460649,986.9474272563211,57.21138447149893,1053.4217503350899,not nodal
2002,3_20_358_0,3_20_359_0,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Latehar district split from Palamu,Jharkhand,Palamu,84.16578607,24.20125398,63.89122039118411,581.495762441426,74.02311699002327,546.423036721383,not nodal
2012,3_20_354_0,3_20_354_0,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,NA,Jharkhand,Dhanbad,86.46929588,23.82684007,1.5627459591088202,815.8621198997001,15.674104892939528,783.1065378530708,not nodal
2013,3_20_355_0,3_20_355_0,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,NA,Jharkhand,Bokaro,85.99739314,23.69336729,28.434210622133833,765.603768915557,22.68551039749224,741.1511534413436,not nodal
2014,3_20_364_0,3_20_364_0,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Khunti district split from Ranchi;,Jharkhand,Ranchi,85.3775263,23.33166127,93.17365409318613,692.4440820934094,90.46697166905366,694.9367802857205,not nodal
2017,3_20_368_0,3_20_368_0,Pashchimi Singbhum,Jharkhand,Pashchimi Singhbhum,Jharkhand,Pashchimi singhbhum,Jharkhand,Singhbhum(W),Seraikela district split from Pashchim Singhbhum,Jharkhand,Pashchimi Singhbhum,85.51768369,22.42136749,108.71729816066474,680.1404448321764,168.2499848131942,751.1280440992336,not nodal
2018,3_20_357_0,3_20_357_0,Purbi Singhbhum,Jharkhand,Purbi Singhbhum,Jharkhand,Purbi Singhbhum,Jharkhand,Singhbhum (E),NA,Jharkhand,Purbi Singhbhum,86.45032928,22.58034027,42.79448861046505,777.6771236839015,101.7854494100487,828.999988039775,not nodal
2101,3_21_370_0,3_21_370_0,Bargarh,Odisha,Bargarh,Orissa,Bargarh,Orissa,Bargarh,NA,Odisha,Bargarh,83.35449952,21.22162387,254.9634310366387,443.8264636409196,211.52964462937234,555.4799162537983,not nodal
2102,3_21_371_0,3_21_371_0,Jharsuguda,Odisha,Jharsuguda,Orissa,Jharsuguda,Orissa,Jharsuguda,NA,Odisha,Jharsuguda,83.95038609,21.80832852,250.40473930761658,509.73398189528893,222.1946538635604,631.5940057412097,not nodal
2103,3_21_372_0,3_21_372_0,Sambalpur,Odisha,Sambalpur,Orissa,Sambalpur,Orissa,Sambalpur,NA,Odisha,Sambalpur,84.27352556,21.45150372,199.03582587619033,539.7048167445821,170.4901694898286,654.0382820524154,not nodal
2105,3_21_374_0,3_21_374_0,Sundargarh,Odisha,Sundargarh,Orissa,Sundargarh,Orissa,Sundargarh,NA,Odisha,Sundargarh,84.51378565,22.07916015,208.6564891121891,571.6512343754632,208.41909603925214,683.225320425294,not nodal
2106,3_21_375_0,3_21_375_0,Kendujhar,Odisha,Kendujhar,Orissa,Kendujhar,Orissa,Kendujhar,NA,Odisha,Kendujhar,85.6984859,21.53500857,86.73759406840605,687.558842301163,84.52927585911378,800.6001961039582,not nodal
2107,3_21_376_0,3_21_376_0,Mayurbhanj,Odisha,Mayurbhanj,Orissa,Mayurbhanj,Orissa,Mayurbhanj,NA,Odisha,Mayurbhanj,86.40529524,21.89385418,30.41987574100095,763.0004933297262,69.73344515826744,859.6334479214106,not nodal
2108,3_21_377_0,3_21_377_0,Baleshwar,Odisha,Baleshwar,Orissa,Baleshwar,Orissa,Baleshwar,NA,Odisha,Baleshwar,86.91311343,21.49988458,0.20547543129942367,813.1701156033577,2.8704001192188415,924.1315626286475,not nodal
2109,3_21_378_0,3_21_378_0,Bhadrak,Odisha,Bhadrak,Orissa,Bhadrak,Orissa,Bhadrak,NA,Odisha,Bhadrak,86.62173456,20.98842605,16.13692811986149,783.6762392075585,22.693767722283752,887.5146144481427,not nodal
2112,3_21_381_0,3_21_381_0,Cuttack,Odisha,Cuttack,Orissa,Cuttack,Orissa,Cuttack,NA,Odisha,Cuttack,85.69484883,20.45162237,20.14356480931016,692.919325743927,8.67067257619817,787.6387779941693,not nodal
2113,3_21_382_0,3_21_382_0,Jajapur,Odisha,Jajapur,Orissa,Jajapur,Orissa,Jajapur,NA,Odisha,Jajapur,86.14983696,20.85429642,4.0144571618864395,735.5568018269163,3.6110556881079736,837.3795352537081,not nodal
2114,3_21_383_0,3_21_383_0,Dhenkanal,Odisha,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,NA,Odisha,Dhenkanal,85.52559266,20.81950801,53.55871697834309,671.0612335499785,34.16435093032455,772.3331574425239,not nodal
2115,3_21_384_0,3_21_384_0,Anugul,Odisha,Anugul,Orissa,Anugul,Orissa,Anugul,NA,Odisha,Anugul,84.90701821,20.9817179,115.85325423134984,605.7077675913113,88.65845804001059,710.1673382047092,not nodal
2116,3_21_385_0,3_21_385_0,Nayagarh,Odisha,Nayagarh,Orissa,Nauagarh,Orissa,Nayagarh,NA,Odisha,Nayagarh,84.99535855,20.21616269,53.48696800011574,625.0136336595201,17.06867306370118,714.2410559275327,not nodal
2117,3_21_386_0,3_21_386_0,Khordha,Odisha,Khordha,Orissa,Khordha,Orissa,Khordha,NA,Odisha,Khordha,85.51862332,20.09682349,3.774295128534426,681.222433161747,27.725029860584193,769.0570431815144,not nodal
2118,3_21_387_0,3_21_387_0,Puri,Odisha,Puri,Orissa,Puri,Orissa,Puri,NA,Odisha,Puri,85.72049214,19.8781144,26.94216115480362,706.9316693528434,59.934012509850675,790.9675038798653,not nodal
2119,3_21_388_0,3_21_388_0,Ganjam,Odisha,Ganjam,Orissa,Ganjam,Orissa,Ganjam,NA,Odisha,Ganjam,84.67202968,19.6230559,38.7478794892268,608.1344865189163,12.511931667533139,682.1824962370666,not nodal
2120,3_21_389_0,3_21_389_0,Gajapati,Odisha,Gajapati,Orissa,Gajapati,Orissa,Gajapati,NA,Odisha,Gajapati,84.15615832,19.18107763,46.78460252011859,572.4129895585797,16.052732776873242,629.5471023342812,not nodal
