NSS State,"NSSSub region",NSS District,"NSSStatecode","NSSSub_regcode","NSS_Distcode"
PUN,Southern,Bhatinda,20,2,11
PUN,Southern,Faridkot,20,2,12
PUN,Southern,Fatehgarh Sahib,20,2,13
PUN,Southern,Mansa,20,2,14
RAJ,North-East,Jhunjhuna,21,2,4
RAJ,North-East,Alwar,21,2,5
RAJ,North-East,Bharatpur,21,2,6
RAJ,North-East,Dholpur,21,2,7
RAJ,North-East,Sawai Madhopur,21,2,8
RAJ,North-East,Jaipur,21,2,9
RAJ,North-East,Sikar,21,2,10
RAJ,North-East,Ajmer,21,2,11
RAJ,North-East,Tonk,21,2,12
RAJ,North-East,Bhilwara,21,2,20
RAJ,North-East,Dausa,21,2,28
RAJ,South-East,Chittaurgarh,21,4,22
RAJ,South-East,Bundi,21,4,25
RAJ,South-East,Kota,21,4,26
RAJ,South-East,Jhalawar,21,4,27
RAJ,South-East,Baran,21,4,29
RAJ,Southern,Udaipur,21,3,21
RAJ,Southern,Dungarpur,21,3,23
RAJ,Southern,Banswara,21,3,24
RAJ,Southern,Rajsamand,21,3,30
RAJ,Western,Ganganagar,21,1,1
RAJ,Western,Bikaner,21,1,2
RAJ,Western,Churu,21,1,3
RAJ,Western,Jaisalmer,21,1,13
RAJ,Western,Jodhpur,21,1,14
RAJ,Western,Nagaur,21,1,15
RAJ,Western,Barmer,21,1,17
RAJ,Western,Jalor,21,1,18
RAJ,Western,Sirohi,21,1,19
SIK,SIK,North (Mongam),22,1,1
SIK,SIK,East (Gangtok),22,1,2
SIK,SIK,South (Nimachai),22,1,3
SIK,SIK,West (Gyalshing),22,1,4
TNA,Coastal,Tiruchirapalli,23,2,12
TNA,Coastal,Thanjavur,23,2,13
TNA,Coastal,Pudukkottai,23,2,14
TNA,Coastal,Nagapattinam-Quaie,23,2,23
TNA,Coastal Northern,Madras,23,1,1
TNA,Coastal Northern,Chengai Anna (Chen,23,1,2
TNA,Coastal Northern,North Arcot Ambedh,23,1,3
TNA,Coastal Northern,Thiruvannamalai Sa,23,1,5
TNA,Coastal Northern,South Arcot,23,1,6
TNA,Coastal Northern,Villupuram,23,1,22
TNA,Inland,Dharampuri,23,4,4
TNA,Inland,Salem,23,4,7
TNA,Inland,Periyar,23,4,8
TNA,Inland,Nilgiri,23,4,9
TNA,Inland,Coimbatore,23,4,10
TNA,Southern,Dindigul-Quide Millet,23,3,11
TNA,Southern,Pasupomthevar Thir,23,3,15
TNA,Southern,Madurai,23,3,16
TNA,Southern,Ramnathapuram,23,3,17
TNA,Southern,Kamarajar,23,3,18
TNA,Southern,V.O.  Chiudambara,23,3,19
TNA,Southern,Tirunelveli Kottabom,23,3,20
TNA,Southern,KannyaiKumari,23,3,21
TRI,TRI,West Tripura,24,1,1
RAJ,Western,Barmer,21,1,17
RAJ,Western,Jalor,21,1,18
RAJ,Western,Sirohi,21,1,19
SIK,SIK,North (Mongam),22,1,1
SIK,SIK,East (Gangtok),22,1,2
SIK,SIK,South (Nimachai),22,1,3
SIK,SIK,West (Gyalshing),22,1,4
TNA,Coastal,Tiruchirapalli,23,2,12
TNA,Coastal,Thanjavur,23,2,13
TNA,Coastal,Pudukkottai,23,2,14
TNA,Coastal,Nagapattinam-Quaie,23,2,23
TNA,Coastal Northern,Madras,23,1,1
TNA,Coastal Northern,Chengai Anna (Chen,23,1,2
TNA,Coastal Northern,North Arcot Ambedh,23,1,3
TNA,Coastal Northern,Thiruvannamalai Sa,23,1,5
TNA,Coastal Northern,South Arcot,23,1,6
TNA,Coastal Northern,Villupuram,23,1,22
TNA,Inland,Dharampuri,23,4,4
TNA,Inland,Salem,23,4,7
TNA,Inland,Periyar,23,4,8
TNA,Inland,Nilgiri,23,4,9
TNA,Inland,Coimbatore,23,4,10
TNA,Southern,Dindigul-Quide Millet,23,3,11
TNA,Southern,Pasupomthevar Thir,23,3,15
TNA,Southern,Madurai,23,3,16
TNA,Southern,Ramnathapuram,23,3,17
TNA,Southern,Kamarajar,23,3,18
TNA,Southern,V.O.  Chiudambara,23,3,19
TNA,Southern,Tirunelveli Kottabom,23,3,20
TNA,Southern,KannyaiKumari,23,3,21
TRI,TRI,West Tripura,24,1,1
TRI,TRI,South Tripura,24,1,3
UPR,Central,Kheri,25,3,28
UPR,Central,Sitapur,25,3,29
UPR,Central,Hardoi,25,3,30
UPR,Central,Unnao,25,3,31
UPR,Central,Lucknow,25,3,32
UPR,Central,Rai Bareli,25,3,33
UPR,Central,Kanpur Dehat,25,3,36
UPR,Central,Kanpur Nagar,25,3,37
UPR,Central,Fatepur,25,3,43
UPR,Central,Bara Banki,25,3,48
UPR,Eastern,Pratapgarh,25,4,44
UPR,Eastern,Allahabad,25,4,45
UPR,Eastern,Bahraich,25,4,46
UPR,Eastern,Gonda,25,4,47
UPR,Eastern,Faizabad,25,4,49
UPR,Eastern,Sultanpur,25,4,50
UPR,Eastern,Sidhartha nagar,25,4,51
UPR,Eastern,Maharajganj,25,4,52
UPR,Eastern,Basti,25,4,53
UPR,Eastern,Gorakhpur,25,4,54
UPR,Eastern,Deeria,25,4,55
UPR,Eastern,Maunath Bhanjan,25,4,56
UPR,Eastern,Azamgarh,25,4,57
UPR,Eastern,Jaunpur,25,4,58
UPR,Eastern,Ballia,25,4,59
UPR,Eastern,Ghazipur,25,4,60
UPR,Eastern,Varanashi,25,4,61
UPR,Eastern,Mirzapur,25,4,62
UPR,Eastern,Balrampur,25,4,66
UPR,Eastern,Chandauli,25,4,72
TRI,TRI,South Tripura,24,1,3
UPR,Central,Kheri,25,3,28
UPR,Central,Sitapur,25,3,29
UPR,Central,Hardoi,25,3,30
UPR,Central,Unnao,25,3,31
UPR,Central,Lucknow,25,3,32
UPR,Central,Rai Bareli,25,3,33
UPR,Central,Kanpur Dehat,25,3,36
UPR,Central,Kanpur Nagar,25,3,37
UPR,Central,Fatepur,25,3,43
UPR,Central,Bara Banki,25,3,48
UPR,Eastern,Pratapgarh,25,4,44
UPR,Eastern,Allahabad,25,4,45
UPR,Eastern,Bahraich,25,4,46
UPR,Eastern,Gonda,25,4,47
UPR,Eastern,Faizabad,25,4,49
UPR,Eastern,Sultanpur,25,4,50
UPR,Eastern,Sidhartha nagar,25,4,51
UPR,Eastern,Maharajganj,25,4,52
UPR,Eastern,Basti,25,4,53
UPR,Eastern,Gorakhpur,25,4,54
UPR,Eastern,Deeria,25,4,55
UPR,Eastern,Maunath Bhanjan,25,4,56
UPR,Eastern,Azamgarh,25,4,57
UPR,Eastern,Jaunpur,25,4,58
UPR,Eastern,Ballia,25,4,59
UPR,Eastern,Ghazipur,25,4,60
UPR,Eastern,Varanashi,25,4,61
UPR,Eastern,Mirzapur,25,4,62
UPR,Eastern,Balrampur,25,4,66
UPR,Eastern,Chandauli,25,4,72
UPR,Himalayan,Chamoli,25,1,2
UPR,Himalayan,Tehri Garhwal,25,1,3
UPR,Himalayan,Dehra Dun,25,1,4
UPR,Himalayan,Garhwal,25,1,5
UPR,Himalayan,Pithoragarh,25,1,6
UPR,Himalayan,Almora,25,1,7
UPR,Himalayan,Nainital,25,1,8
UPR,Himalayan,Bareilly,25,1,25
UPR,Himalayan,Champaran,25,1,68
UPR,Southern,Jalan,25,5,38
UPR,Southern,Jhansi,25,5,39
UPR,Southern,Lalitpur,25,5,40
UPR,Southern,Hamirpur,25,5,41
UPR,Southern,Banda,25,5,42
UPR,Southern,Chitrakut,25,5,69
UPR,Western,Bijnor,25,2,9
UPR,Western,Moradabad,25,2,10
UPR,Western,Rampur,25,2,11
UPR,Western,Saharanpur,25,2,12
UPR,Western,Hardwar,25,2,13
UPR,Western,Muzaffarnagar,25,2,14
UPR,Western,Meerut,25,2,15
UPR,Western,Ghaziabad,25,2,16
UPR,Western,Bulandshahr,25,2,17
UPR,Western,Aligarh,25,2,18
UPR,Western,Mathura,25,2,19
UPR,Western,Agra,25,2,20
UPR,Western,Firozabad,25,2,21
UPR,Western,Etah,25,2,22
UPR,Western,Mainpuri,25,2,23
UPR,Western,Budaun,25,2,24
UPR,Himalayan,Chamoli,25,1,2
UPR,Himalayan,Tehri Garhwal,25,1,3
UPR,Himalayan,Dehra Dun,25,1,4
UPR,Himalayan,Garhwal,25,1,5
UPR,Himalayan,Pithoragarh,25,1,6
UPR,Himalayan,Almora,25,1,7
UPR,Himalayan,Nainital,25,1,8
UPR,Himalayan,Bareilly,25,1,25
UPR,Himalayan,Champaran,25,1,68
UPR,Southern,Jalan,25,5,38
UPR,Southern,Jhansi,25,5,39
UPR,Southern,Lalitpur,25,5,40
UPR,Southern,Hamirpur,25,5,41
UPR,Southern,Banda,25,5,42
UPR,Southern,Chitrakut,25,5,69
UPR,Western,Bijnor,25,2,9
UPR,Western,Moradabad,25,2,10
UPR,Western,Rampur,25,2,11
UPR,Western,Saharanpur,25,2,12
UPR,Western,Hardwar,25,2,13
UPR,Western,Muzaffarnagar,25,2,14
UPR,Western,Meerut,25,2,15
UPR,Western,Ghaziabad,25,2,16
UPR,Western,Bulandshahr,25,2,17
UPR,Western,Aligarh,25,2,18
UPR,Western,Mathura,25,2,19
UPR,Western,Agra,25,2,20
UPR,Western,Firozabad,25,2,21
UPR,Western,Etah,25,2,22
UPR,Western,Mainpuri,25,2,23
UPR,Western,Budaun,25,2,24
UPR,Western,Shahjahanpur,25,2,27
UPR,Western,Farrukhabad,25,2,34
UPR,Western,Etawah,25,2,35
UPR,Western,Sonbadra,25,2,63
UPR,Western,Bagpet,25,2,71
UPR,Western,Jyotiba Phule Nagar,25,2,67
UPR,Western,Oreiya,25,2,64
UPR,Western,Mahamayanagar,25,2,65
UPR,Western,Kannauj,25,2,70
WBE,Central Plains,24-Parganas (North),26,3,8
WBE,Central Plains,24-Parganas (South),26,3,9
WBE,Central Plains,Calcutta,26,3,10
WBE,Central Plains,Howrah,26,3,11
WBE,Central Plains,Hooghly,26,3,12
WBE,Central Plains,Burdwan,26,3,16
WBE,East Plains,West Dinajpur,26,2,4
WBE,East Plains,Maldah,26,2,5
WBE,East Plains,Murshidabad,26,2,6
WBE,East Plains,Nandia,26,2,7
WBE,East Plains,Birbhum,26,2,17
WBE,Himalayan,Jalpaiguri,26,1,2
WBE,Himalayan,Darjiling,26,1,3
WBE,Himalayan,Kochbihar,26,1,1
WBE,Western Plains,Midnapur,26,4,13
WBE,Western Plains,Bankura,26,4,14
WBE,Western Plains,Puruliya,26,4,15
CHA,Chandigarh,Chandigarh,28,1,1
D&N,D&N,D&N,29,1,1
D&D,D&D,Daman,30,1,1
D&D,D&D,Diu,30,1,2
J&K,Mountainous,Kathua,10,1,11
UPR,Western,Shahjahanpur,25,2,27
UPR,Western,Farrukhabad,25,2,34
UPR,Western,Etawah,25,2,35
UPR,Western,Sonbadra,25,2,63
UPR,Western,Bagpet,25,2,71
UPR,Western,Jyotiba Phule Nagar,25,2,67
UPR,Western,Oreiya,25,2,64
UPR,Western,Mahamayanagar,25,2,65
UPR,Western,Kannauj,25,2,70
WBE,Central Plains,24-Parganas (North),26,3,8
WBE,Central Plains,24-Parganas (South),26,3,9
WBE,Central Plains,Calcutta,26,3,10
WBE,Central Plains,Howrah,26,3,11
WBE,Central Plains,Hooghly,26,3,12
WBE,Central Plains,Burdwan,26,3,16
WBE,East Plains,West Dinajpur,26,2,4
WBE,East Plains,Maldah,26,2,5
WBE,East Plains,Murshidabad,26,2,6
WBE,East Plains,Nandia,26,2,7
WBE,East Plains,Birbhum,26,2,17
WBE,Himalayan,Jalpaiguri,26,1,2
WBE,Himalayan,Darjiling,26,1,3
WBE,Himalayan,Kochbihar,26,1,1
WBE,Western Plains,Midnapur,26,4,13
WBE,Western Plains,Bankura,26,4,14
WBE,Western Plains,Puruliya,26,4,15
CHA,Chandigarh,Chandigarh,28,1,1
D&N,D&N,D&N,29,1,1
D&D,D&D,Daman,30,1,1
D&D,D&D,Diu,30,1,2
J&K,Mountainous,Kathua,10,1,11
J&K,Outer Hills,Doda,10,2,9
J&K,Outer Hills,Udhampur,10,2,10
J&K,Outer Hills,Rajouri,10,2,13
J&K,Outer Hills,Poonch,10,2,14
J&K,Jhelum Valley,Anantnag,10,3,1
J&K,Jhelum Valley,Pulwama,10,3,2
J&K,Jhelum Valley,Srinagar,10,3,3
J&K,Jhelum Valley,Badgam,10,3,4
J&K,Jhelum Valley,Baramula,10,3,5
J&K,Jhelum Valley,Kupwara,10,3,6
J&K,Jhelum Valley,Kargil,10,3,7
J&K,Jhelum Valley,Ladakh,10,3,8
DEL,Delhi,Delhi,31,1,1
J&K,Outer Hills,Doda,10,2,9
J&K,Outer Hills,Udhampur,10,2,10
J&K,Outer Hills,Rajouri,10,2,13
J&K,Outer Hills,Poonch,10,2,14
J&K,Jhelum Valley,Anantnag,10,3,1
J&K,Jhelum Valley,Pulwama,10,3,2
J&K,Jhelum Valley,Srinagar,10,3,3
J&K,Jhelum Valley,Badgam,10,3,4
J&K,Jhelum Valley,Baramula,10,3,5
J&K,Jhelum Valley,Kupwara,10,3,6
J&K,Jhelum Valley,Kargil,10,3,7
J&K,Jhelum Valley,Ladakh,10,3,8
